"Title","Project Name","Item ARK","Parent ARK","Object Type","viewingHint","File Name","Item Sequence","Type.typeOfResource","Description.note","Bucketeer State","IIIF Access URL","IIIF Manifest URL"
"Manuscript No. 29: page 6b","Armenian Manuscripts","ark:/21198/zz001dxwzt","ark:/21198/zz001dxwjm","Page","","armenian/masters/21198-zz001dxwzt_1268192_master.tif","14","text","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dxwzt",""
"Manuscript No. 29: page 7a","Armenian Manuscripts","ark:/21198/zz001dxx0t","ark:/21198/zz001dxwjm","Page","","armenian/masters/21198-zz001dxx0t_1268195_master.tif","15","text","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dxx0t",""
"Manuscript No. 29: page 7b","Armenian Manuscripts","ark:/21198/zz001dxx1b","ark:/21198/zz001dxwjm","Page","","armenian/masters/21198-zz001dxx1b_1268198_master.tif","16","text","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dxx1b",""
"Manuscript No. 29: page 8a","Armenian Manuscripts","ark:/21198/zz001dxx2v","ark:/21198/zz001dxwjm","Page","","armenian/masters/21198-zz001dxx2v_1268201_master.tif","17","text","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dxx2v",""
"Manuscript No. 29: page 8b","Armenian Manuscripts","ark:/21198/zz001dxx3c","ark:/21198/zz001dxwjm","Page","","armenian/masters/21198-zz001dxx3c_1268204_master.tif","18","text","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dxx3c",""
"Manuscript No. 29: page 9a","Armenian Manuscripts","ark:/21198/zz001dxx4w","ark:/21198/zz001dxwjm","Page","","armenian/masters/21198-zz001dxx4w_1268207_master.tif","19","text","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dxx4w",""
"Manuscript No. 29: page 9b","Armenian Manuscripts","ark:/21198/zz001dxx5d","ark:/21198/zz001dxwjm","Page","","armenian/masters/21198-zz001dxx5d_1268210_master.tif","20","text","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dxx5d",""
"Manuscript No. 29: page 10a","Armenian Manuscripts","ark:/21198/zz001dxx6x","ark:/21198/zz001dxwjm","Page","","armenian/masters/21198-zz001dxx6x_1268213_master.tif","21","text","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dxx6x",""
"Manuscript No. 29: page 10b","Armenian Manuscripts","ark:/21198/zz001dxx7f","ark:/21198/zz001dxwjm","Page","","armenian/masters/21198-zz001dxx7f_1268216_master.tif","22","text","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dxx7f",""
"Manuscript No. 29: page 11a","Armenian Manuscripts","ark:/21198/zz001dxx8z","ark:/21198/zz001dxwjm","Page","","armenian/masters/21198-zz001dxx8z_1268219_master.tif","23","text","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dxx8z",""
"Manuscript No. 29: page 11b","Armenian Manuscripts","ark:/21198/zz001dxx9g","ark:/21198/zz001dxwjm","Page","","armenian/masters/21198-zz001dxx9g_1268222_master.tif","24","text","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dxx9g",""
"Manuscript No. 29: page 12a","Armenian Manuscripts","ark:/21198/zz001dxxb0","ark:/21198/zz001dxwjm","Page","","armenian/masters/21198-zz001dxxb0_1268225_master.tif","25","text","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dxxb0",""
"Manuscript No. 29: page 12b","Armenian Manuscripts","ark:/21198/zz001dxxch","ark:/21198/zz001dxwjm","Page","","armenian/masters/21198-zz001dxxch_1268228_master.tif","26","text","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dxxch",""
"Manuscript No. 29: page 13a","Armenian Manuscripts","ark:/21198/zz001dxxd1","ark:/21198/zz001dxwjm","Page","","armenian/masters/21198-zz001dxxd1_1268231_master.tif","27","text","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dxxd1",""
"Manuscript No. 29: page 13b","Armenian Manuscripts","ark:/21198/zz001dxxfj","ark:/21198/zz001dxwjm","Page","","armenian/masters/21198-zz001dxxfj_1268234_master.tif","28","text","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dxxfj",""
"Manuscript No. 29: page 14a","Armenian Manuscripts","ark:/21198/zz001dxxg2","ark:/21198/zz001dxwjm","Page","","armenian/masters/21198-zz001dxxg2_1268237_master.tif","29","text","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dxxg2",""
"Manuscript No. 29: page 14b","Armenian Manuscripts","ark:/21198/zz001dxxhk","ark:/21198/zz001dxwjm","Page","","armenian/masters/21198-zz001dxxhk_1268240_master.tif","30","text","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dxxhk",""
"Manuscript No. 29: page 15a","Armenian Manuscripts","ark:/21198/zz001dxxj3","ark:/21198/zz001dxwjm","Page","","armenian/masters/21198-zz001dxxj3_1268243_master.tif","31","text","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dxxj3",""
"Manuscript No. 29: page 15b","Armenian Manuscripts","ark:/21198/zz001dxxkm","ark:/21198/zz001dxwjm","Page","","armenian/masters/21198-zz001dxxkm_1268246_master.tif","32","text","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dxxkm",""
"Manuscript No. 29: page 16a","Armenian Manuscripts","ark:/21198/zz001dxxp5","ark:/21198/zz001dxwjm","Page","","armenian/masters/21198-zz001dxxp5_1268249_master.tif","33","text","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dxxp5",""
"Manuscript No. 29: page 16b","Armenian Manuscripts","ark:/21198/zz001dxxqp","ark:/21198/zz001dxwjm","Page","","armenian/masters/21198-zz001dxxqp_1268252_master.tif","34","text","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dxxqp",""
"Manuscript No. 29: page 17a","Armenian Manuscripts","ark:/21198/zz001dxxr6","ark:/21198/zz001dxwjm","Page","","armenian/masters/21198-zz001dxxr6_1268255_master.tif","35","text","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dxxr6",""
"Manuscript No. 29: page 17b","Armenian Manuscripts","ark:/21198/zz001dxxsq","ark:/21198/zz001dxwjm","Page","","armenian/masters/21198-zz001dxxsq_1268258_master.tif","36","text","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dxxsq",""
"Manuscript No. 29: page 18a","Armenian Manuscripts","ark:/21198/zz001dxxt7","ark:/21198/zz001dxwjm","Page","","armenian/masters/21198-zz001dxxt7_1268261_master.tif","37","text","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dxxt7",""
"Manuscript No. 29: page 18b","Armenian Manuscripts","ark:/21198/zz001dxxvr","ark:/21198/zz001dxwjm","Page","","armenian/masters/21198-zz001dxxvr_1268264_master.tif","38","text","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dxxvr",""
"Manuscript No. 29: page 19a","Armenian Manuscripts","ark:/21198/zz001dxxw8","ark:/21198/zz001dxwjm","Page","","armenian/masters/21198-zz001dxxw8_1268267_master.tif","39","text","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dxxw8",""
"Manuscript No. 29: page 19b","Armenian Manuscripts","ark:/21198/zz001dxxxs","ark:/21198/zz001dxwjm","Page","","armenian/masters/21198-zz001dxxxs_1268270_master.tif","40","text","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dxxxs",""
"Manuscript No. 29: page 20a","Armenian Manuscripts","ark:/21198/zz001dxxz9","ark:/21198/zz001dxwjm","Page","","armenian/masters/21198-zz001dxxz9_1268273_master.tif","41","text","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dxxz9",""
"Manuscript No. 29: page 20b","Armenian Manuscripts","ark:/21198/zz001dxz09","ark:/21198/zz001dxwjm","Page","","armenian/masters/21198-zz001dxz09_1268276_master.tif","42","text","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dxz09",""
"Manuscript No. 29: page 21a","Armenian Manuscripts","ark:/21198/zz001dxz1t","ark:/21198/zz001dxwjm","Page","","armenian/masters/21198-zz001dxz1t_1268279_master.tif","43","text","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dxz1t",""
"Manuscript No. 29: page 21b","Armenian Manuscripts","ark:/21198/zz001dxz2b","ark:/21198/zz001dxwjm","Page","","armenian/masters/21198-zz001dxz2b_1268282_master.tif","44","text","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dxz2b",""
"Manuscript No. 29: page 22a","Armenian Manuscripts","ark:/21198/zz001dxz3v","ark:/21198/zz001dxwjm","Page","","armenian/masters/21198-zz001dxz3v_1268285_master.tif","45","text","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dxz3v",""
"Manuscript No. 29: page 22b","Armenian Manuscripts","ark:/21198/zz001dxz4c","ark:/21198/zz001dxwjm","Page","","armenian/masters/21198-zz001dxz4c_1268288_master.tif","46","text","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dxz4c",""
"Manuscript No. 29: page 23a","Armenian Manuscripts","ark:/21198/zz001dxz5w","ark:/21198/zz001dxwjm","Page","","armenian/masters/21198-zz001dxz5w_1268291_master.tif","47","text","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dxz5w",""
"Manuscript No. 29: page 23b","Armenian Manuscripts","ark:/21198/zz001dxz6d","ark:/21198/zz001dxwjm","Page","","armenian/masters/21198-zz001dxz6d_1268294_master.tif","48","text","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dxz6d",""
"Manuscript No. 29: page 24a","Armenian Manuscripts","ark:/21198/zz001dxz7x","ark:/21198/zz001dxwjm","Page","","armenian/masters/21198-zz001dxz7x_1268297_master.tif","49","text","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dxz7x",""
"Manuscript No. 29: page 24b","Armenian Manuscripts","ark:/21198/zz001dxz8f","ark:/21198/zz001dxwjm","Page","","armenian/masters/21198-zz001dxz8f_1268300_master.tif","50","text","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dxz8f",""
"Manuscript No. 29: page 25a","Armenian Manuscripts","ark:/21198/zz001dxz9z","ark:/21198/zz001dxwjm","Page","","armenian/masters/21198-zz001dxz9z_1268303_master.tif","51","text","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dxz9z",""
"Manuscript No. 29: page 25b","Armenian Manuscripts","ark:/21198/zz001dxzbg","ark:/21198/zz001dxwjm","Page","","armenian/masters/21198-zz001dxzbg_1268306_master.tif","52","text","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dxzbg",""
"Manuscript No. 29: page 26a","Armenian Manuscripts","ark:/21198/zz001dxzc0","ark:/21198/zz001dxwjm","Page","","armenian/masters/21198-zz001dxzc0_1268309_master.tif","53","text","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dxzc0",""
"Manuscript No. 29: page 26b","Armenian Manuscripts","ark:/21198/zz001dxzdh","ark:/21198/zz001dxwjm","Page","","armenian/masters/21198-zz001dxzdh_1268312_master.tif","54","text","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dxzdh",""
"Manuscript No. 29: page 27a","Armenian Manuscripts","ark:/21198/zz001dxzf1","ark:/21198/zz001dxwjm","Page","","armenian/masters/21198-zz001dxzf1_1268315_master.tif","55","text","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dxzf1",""
"Manuscript No. 29: page 27b","Armenian Manuscripts","ark:/21198/zz001dxzgj","ark:/21198/zz001dxwjm","Page","","armenian/masters/21198-zz001dxzgj_1268318_master.tif","56","text","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dxzgj",""
"Manuscript No. 29: page 28a","Armenian Manuscripts","ark:/21198/zz001dxzh2","ark:/21198/zz001dxwjm","Page","","armenian/masters/21198-zz001dxzh2_1268321_master.tif","57","text","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dxzh2",""
"Manuscript No. 29: page 28b","Armenian Manuscripts","ark:/21198/zz001dxzjk","ark:/21198/zz001dxwjm","Page","","armenian/masters/21198-zz001dxzjk_1268324_master.tif","58","text","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dxzjk",""
"Manuscript No. 29: page 29a","Armenian Manuscripts","ark:/21198/zz001dxzk3","ark:/21198/zz001dxwjm","Page","","armenian/masters/21198-zz001dxzk3_1268327_master.tif","59","text","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dxzk3",""
"Manuscript No. 29: page 29b","Armenian Manuscripts","ark:/21198/zz001dxzmm","ark:/21198/zz001dxwjm","Page","","armenian/masters/21198-zz001dxzmm_1268330_master.tif","60","text","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dxzmm",""
"Manuscript No. 29: page 30a","Armenian Manuscripts","ark:/21198/zz001dxzn4","ark:/21198/zz001dxwjm","Page","","armenian/masters/21198-zz001dxzn4_1268333_master.tif","61","text","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dxzn4",""
"Manuscript No. 29: page 30b","Armenian Manuscripts","ark:/21198/zz001dxzpn","ark:/21198/zz001dxwjm","Page","","armenian/masters/21198-zz001dxzpn_1268336_master.tif","62","text","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dxzpn",""
"Manuscript No. 29: page 31a","Armenian Manuscripts","ark:/21198/zz001dxzq5","ark:/21198/zz001dxwjm","Page","","armenian/masters/21198-zz001dxzq5_1268339_master.tif","63","text","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dxzq5",""
"Manuscript No. 29: page 31b","Armenian Manuscripts","ark:/21198/zz001dxzrp","ark:/21198/zz001dxwjm","Page","","armenian/masters/21198-zz001dxzrp_1268342_master.tif","64","text","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dxzrp",""
"Manuscript No. 29: page 32a","Armenian Manuscripts","ark:/21198/zz001dxzs6","ark:/21198/zz001dxwjm","Page","","armenian/masters/21198-zz001dxzs6_1268345_master.tif","65","text","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dxzs6",""
"Manuscript No. 29: page 32b","Armenian Manuscripts","ark:/21198/zz001dxztq","ark:/21198/zz001dxwjm","Page","","armenian/masters/21198-zz001dxztq_1268348_master.tif","66","text","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dxztq",""
"Manuscript No. 29: page 33a","Armenian Manuscripts","ark:/21198/zz001dxzv7","ark:/21198/zz001dxwjm","Page","","armenian/masters/21198-zz001dxzv7_1268351_master.tif","67","text","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dxzv7",""
"Manuscript No. 29: page 33b","Armenian Manuscripts","ark:/21198/zz001dxzwr","ark:/21198/zz001dxwjm","Page","","armenian/masters/21198-zz001dxzwr_1268354_master.tif","68","text","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dxzwr",""
"Manuscript No. 29: page 34a","Armenian Manuscripts","ark:/21198/zz001dxzx8","ark:/21198/zz001dxwjm","Page","","armenian/masters/21198-zz001dxzx8_1268357_master.tif","69","text","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dxzx8",""
"Manuscript No. 29: page 34b","Armenian Manuscripts","ark:/21198/zz001dxzzs","ark:/21198/zz001dxwjm","Page","","armenian/masters/21198-zz001dxzzs_1268360_master.tif","70","text","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dxzzs",""
"Manuscript No. 29: page 35a","Armenian Manuscripts","ark:/21198/zz001dz007","ark:/21198/zz001dxwjm","Page","","armenian/masters/21198-zz001dz007_1268363_master.tif","71","text","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dz007",""
"Manuscript No. 29: page 35b","Armenian Manuscripts","ark:/21198/zz001dz01r","ark:/21198/zz001dxwjm","Page","","armenian/masters/21198-zz001dz01r_1268366_master.tif","72","text","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dz01r",""
"Manuscript No. 29: page 36a","Armenian Manuscripts","ark:/21198/zz001dz028","ark:/21198/zz001dxwjm","Page","","armenian/masters/21198-zz001dz028_1268369_master.tif","73","text","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dz028",""
"Manuscript No. 29: page 36b","Armenian Manuscripts","ark:/21198/zz001dz03s","ark:/21198/zz001dxwjm","Page","","armenian/masters/21198-zz001dz03s_1268372_master.tif","74","text","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dz03s",""
"Manuscript No. 29: page 37a","Armenian Manuscripts","ark:/21198/zz001dz049","ark:/21198/zz001dxwjm","Page","","armenian/masters/21198-zz001dz049_1268375_master.tif","75","text","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dz049",""
"Manuscript No. 29: page 37b","Armenian Manuscripts","ark:/21198/zz001dz05t","ark:/21198/zz001dxwjm","Page","","armenian/masters/21198-zz001dz05t_1268378_master.tif","76","text","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dz05t",""
"Manuscript No. 29: page 38a","Armenian Manuscripts","ark:/21198/zz001dz06b","ark:/21198/zz001dxwjm","Page","","armenian/masters/21198-zz001dz06b_1268381_master.tif","77","text","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dz06b",""
"Manuscript No. 29: page 38b","Armenian Manuscripts","ark:/21198/zz001dz07v","ark:/21198/zz001dxwjm","Page","","armenian/masters/21198-zz001dz07v_1268384_master.tif","78","text","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dz07v",""
"Manuscript No. 29: page 39a","Armenian Manuscripts","ark:/21198/zz001dz08c","ark:/21198/zz001dxwjm","Page","","armenian/masters/21198-zz001dz08c_1268575_master.tif","79","text","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dz08c",""
"Manuscript No. 29: page 39b","Armenian Manuscripts","ark:/21198/zz001dz09w","ark:/21198/zz001dxwjm","Page","","armenian/masters/21198-zz001dz09w_1268578_master.tif","80","text","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dz09w",""
"Manuscript No. 29: page 40a","Armenian Manuscripts","ark:/21198/zz001dz0bd","ark:/21198/zz001dxwjm","Page","","armenian/masters/21198-zz001dz0bd_1268581_master.tif","81","text","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dz0bd",""
"Manuscript No. 29: page 40b","Armenian Manuscripts","ark:/21198/zz001dz0cx","ark:/21198/zz001dxwjm","Page","","armenian/masters/21198-zz001dz0cx_1268584_master.tif","82","text","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dz0cx",""
"Manuscript No. 29: page 41a","Armenian Manuscripts","ark:/21198/zz001dz227","ark:/21198/zz001dxwjm","Page","","armenian/masters/21198-zz001dz227_1268587_master.tif","83","text","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dz227",""
"Manuscript No. 29: page 41b","Armenian Manuscripts","ark:/21198/zz001dz23r","ark:/21198/zz001dxwjm","Page","","armenian/masters/21198-zz001dz23r_1268590_master.tif","84","text","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dz23r",""
"Manuscript No. 29: page 42a","Armenian Manuscripts","ark:/21198/zz001dz248","ark:/21198/zz001dxwjm","Page","","armenian/masters/21198-zz001dz248_1268593_master.tif","85","text","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dz248",""
"Manuscript No. 29: page 42b","Armenian Manuscripts","ark:/21198/zz001dz25s","ark:/21198/zz001dxwjm","Page","","armenian/masters/21198-zz001dz25s_1268596_master.tif","86","text","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dz25s",""
"Manuscript No. 29: page 43a","Armenian Manuscripts","ark:/21198/zz001dz269","ark:/21198/zz001dxwjm","Page","","armenian/masters/21198-zz001dz269_1268599_master.tif","87","text","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dz269",""
"Manuscript No. 29: page 43b","Armenian Manuscripts","ark:/21198/zz001dz27t","ark:/21198/zz001dxwjm","Page","","armenian/masters/21198-zz001dz27t_1268602_master.tif","88","text","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dz27t",""
"Manuscript No. 29: page 44a","Armenian Manuscripts","ark:/21198/zz001dz28b","ark:/21198/zz001dxwjm","Page","","armenian/masters/21198-zz001dz28b_1268665_master.tif","89","text","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dz28b",""
"Manuscript No. 29: page 44b","Armenian Manuscripts","ark:/21198/zz001dz29v","ark:/21198/zz001dxwjm","Page","","armenian/masters/21198-zz001dz29v_1268668_master.tif","90","text","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dz29v",""
"Manuscript No. 29: page 45a","Armenian Manuscripts","ark:/21198/zz001dz2bc","ark:/21198/zz001dxwjm","Page","","armenian/masters/21198-zz001dz2bc_1268671_master.tif","91","text","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dz2bc",""
"Manuscript No. 29: page 45b","Armenian Manuscripts","ark:/21198/zz001dz2cw","ark:/21198/zz001dxwjm","Page","","armenian/masters/21198-zz001dz2cw_1268674_master.tif","92","text","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dz2cw",""
"Manuscript No. 29: page 46a","Armenian Manuscripts","ark:/21198/zz001dz2dd","ark:/21198/zz001dxwjm","Page","","armenian/masters/21198-zz001dz2dd_1268677_master.tif","93","text","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dz2dd",""
"Manuscript No. 29: page 46b","Armenian Manuscripts","ark:/21198/zz001dz2fx","ark:/21198/zz001dxwjm","Page","","armenian/masters/21198-zz001dz2fx_1268680_master.tif","94","text","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dz2fx",""
