Project Name,Item ARK,Parent ARK,Object Type,File Name,Item Sequence,Title,Bucketeer State,IIIF Access URL,IIIF Manifest URL
Eric Gill Artwork Collection,ark:/21198/zz002d3c0q/0g51288g,ark:/21198/zz002d3c0q,Page,eric_gill/image/CEG1892_c.tif,3,Item 3,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002d3c0q%2F0g51288g,
Eric Gill Artwork Collection,ark:/21198/zz002d3c2r/s983pd6n,ark:/21198/zz002d3c2r,Page,eric_gill/image/CEG1896_a.tif,1,Item 1,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002d3c2r%2Fs983pd6n,
Eric Gill Artwork Collection,ark:/21198/zz002d3c2r/r029jc70,ark:/21198/zz002d3c2r,Page,eric_gill/image/CEG1896_b.tif,2,Item 2,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002d3c2r%2Fr029jc70,
Eric Gill Artwork Collection,ark:/21198/zz002d3c2r/2v86kt24,ark:/21198/zz002d3c2r,Page,eric_gill/image/CEG1896_c.tif,3,Item 3,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002d3c2r%2F2v86kt24,
Eric Gill Artwork Collection,ark:/21198/zz002d3c38/mh66vr2j,ark:/21198/zz002d3c38,Page,eric_gill/image/CEG1897_a.tif,1,Item 1,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002d3c38%2Fmh66vr2j,
Eric Gill Artwork Collection,ark:/21198/zz002d3c38/2p25g19g,ark:/21198/zz002d3c38,Page,eric_gill/image/CEG1897_b.tif,2,Item 2,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002d3c38%2F2p25g19g,
Eric Gill Artwork Collection,ark:/21198/zz002d3c4s/4d869q6c,ark:/21198/zz002d3c4s,Page,eric_gill/image/CEG1900_a.tif,1,Item 1,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002d3c4s%2F4d869q6c,
Eric Gill Artwork Collection,ark:/21198/zz002d3c4s/g172s54s,ark:/21198/zz002d3c4s,Page,eric_gill/image/CEG1900_b.tif,2,Item 2,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002d3c4s%2Fg172s54s,
Eric Gill Artwork Collection,ark:/21198/zz002d3c59/8s62pv57,ark:/21198/zz002d3c59,Page,eric_gill/image/CEG1901_a.tif,1,Item 1,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002d3c59%2F8s62pv57,
Eric Gill Artwork Collection,ark:/21198/zz002d3c59/vz15v02f,ark:/21198/zz002d3c59,Page,eric_gill/image/CEG1901_b.tif,2,Item 2,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002d3c59%2Fvz15v02f,
Eric Gill Artwork Collection,ark:/21198/zz002d3c6t/qx14kf93,ark:/21198/zz002d3c6t,Page,eric_gill/image/CEG1902_a.tif,1,Item 1,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002d3c6t%2Fqx14kf93,
Eric Gill Artwork Collection,ark:/21198/zz002d3c6t/wq81t83g,ark:/21198/zz002d3c6t,Page,eric_gill/image/CEG1902_b.tif,2,Item 2,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002d3c6t%2Fwq81t83g,
Eric Gill Artwork Collection,ark:/21198/zz002d3c7b/01898m06,ark:/21198/zz002d3c7b,Page,eric_gill/image/CEG1903_a.tif,1,Item 1,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002d3c7b%2F01898m06,
Eric Gill Artwork Collection,ark:/21198/zz002d3c7b/bv12zc7c,ark:/21198/zz002d3c7b,Page,eric_gill/image/CEG1903_b.tif,2,Item 2,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002d3c7b%2Fbv12zc7c,
Eric Gill Artwork Collection,ark:/21198/zz002d3c7b/c626cq4t,ark:/21198/zz002d3c7b,Page,eric_gill/image/CEG1903_c.tif,3,Item 3,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002d3c7b%2Fc626cq4t,
Eric Gill Artwork Collection,ark:/21198/zz002d3c9c/4j35z03s,ark:/21198/zz002d3c9c,Page,eric_gill/image/CEG1908_a.tif,1,Item 1,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002d3c9c%2F4j35z03s,
Eric Gill Artwork Collection,ark:/21198/zz002d3c9c/f202gp2b,ark:/21198/zz002d3c9c,Page,eric_gill/image/CEG1908_b.tif,2,Item 2,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002d3c9c%2Ff202gp2b,
Eric Gill Artwork Collection,ark:/21198/zz002d3ccd/t513gp5p,ark:/21198/zz002d3ccd,Page,eric_gill/image/CEG1910_a.tif,1,Item 1,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002d3ccd%2Ft513gp5p,
Eric Gill Artwork Collection,ark:/21198/zz002d3ccd/0w19472f,ark:/21198/zz002d3ccd,Page,eric_gill/image/CEG1910_b.tif,2,Item 2,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002d3ccd%2F0w19472f,
Eric Gill Artwork Collection,ark:/21198/zz002d3cff/g550js38,ark:/21198/zz002d3cff,Page,eric_gill/image/CEG1912_a.tif,1,Item 1,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002d3cff%2Fg550js38,
Eric Gill Artwork Collection,ark:/21198/zz002d3cff/2044kz61,ark:/21198/zz002d3cff,Page,eric_gill/image/CEG1912_b.tif,2,Item 2,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002d3cff%2F2044kz61,
Eric Gill Artwork Collection,ark:/21198/zz002d3cgz/k012mm9b,ark:/21198/zz002d3cgz,Page,eric_gill/image/CEG1913_a.tif,1,Item 1,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002d3cgz%2Fk012mm9b,
Eric Gill Artwork Collection,ark:/21198/zz002d3cgz/hz22rr4q,ark:/21198/zz002d3cgz,Page,eric_gill/image/CEG1913_b.tif,2,Item 2,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002d3cgz%2Fhz22rr4q,
Eric Gill Artwork Collection,ark:/21198/zz002d3cj0/9f57h63f,ark:/21198/zz002d3cj0,Page,eric_gill/image/CEG1916_a.tif,1,Item 1,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002d3cj0%2F9f57h63f,
Eric Gill Artwork Collection,ark:/21198/zz002d3cj0/8p91qz0r,ark:/21198/zz002d3cj0,Page,eric_gill/image/CEG1916_b.tif,2,Item 2,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002d3cj0%2F8p91qz0r,
Eric Gill Artwork Collection,ark:/21198/zz002d3cm1/k2103238,ark:/21198/zz002d3cm1,Page,eric_gill/image/CEG1918_a.tif,1,Item 1,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002d3cm1%2Fk2103238,
Eric Gill Artwork Collection,ark:/21198/zz002d3cm1/3260752f,ark:/21198/zz002d3cm1,Page,eric_gill/image/CEG1918_b.tif,2,Item 2,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002d3cm1%2F3260752f,
Eric Gill Artwork Collection,ark:/21198/zz002d3d9v/p986st04,ark:/21198/zz002d3d9v,Page,eric_gill/image/CEG1940.tif,1,Item 1,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002d3d9v%2Fp986st04,
Eric Gill Artwork Collection,ark:/21198/zz002d3d9v/b914vb0r,ark:/21198/zz002d3d9v,Page,eric_gill/image/CEG1940_b.tif,2,Item 2,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002d3d9v%2Fb914vb0r,
Eric Gill Artwork Collection,ark:/21198/zz002j5g4s/qh864v5c,ark:/21198/zz002j5g4s,Page,eric_gill/image/21198-zz002j5g4s_2310749_master.tif,1,Item 1,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002j5g4s%2Fqh864v5c,
Eric Gill Artwork Collection,ark:/21198/zz002j5g4s/86028g23,ark:/21198/zz002j5g4s,Page,eric_gill/image/21198-zz002j5g4s_2310752_master.tif,2,Item 2,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002j5g4s%2F86028g23,
Eric Gill Artwork Collection,ark:/21198/zz002j5gff/fz408w4t,ark:/21198/zz002j5gff,Page,eric_gill/image/21198-zz002j5gff_2310779_master.tif,1,Item 1,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002j5gff%2Ffz408w4t,
Eric Gill Artwork Collection,ark:/21198/zz002j5gff/tf31n132,ark:/21198/zz002j5gff,Page,eric_gill/image/21198-zz002j5gff_2310782_master.tif,2,Item 2,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002j5gff%2Ftf31n132,
