"Title","Project Name","Item ARK","Parent ARK","Object Type","viewingHint","File Name","Item Sequence","Type.typeOfResource","Type.genre","Rights.copyrightStatus","Language","Bucketeer State","IIIF Access URL","IIIF Manifest URL"
"Manuscript No. 10: page 11","Armenian Manuscripts","ark:/21198/zz00276765","ark:/21198/zz0026hv4f","Page","","armenian/masters/ms_10/ms_10_011.tif","11","text","","pd","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00276765",""
"Manuscript No. 10: page 12","Armenian Manuscripts","ark:/21198/zz0027677p","ark:/21198/zz0026hv4f","Page","","armenian/masters/ms_10/ms_10_012.tif","12","text","","pd","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0027677p",""
"Manuscript No. 10: page 13","Armenian Manuscripts","ark:/21198/zz00276786","ark:/21198/zz0026hv4f","Page","","armenian/masters/ms_10/ms_10_013.tif","13","text","","pd","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00276786",""
"Manuscript No. 10: page 14","Armenian Manuscripts","ark:/21198/zz0027679q","ark:/21198/zz0026hv4f","Page","","armenian/masters/ms_10/ms_10_014.tif","14","text","","pd","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0027679q",""
"Manuscript No. 10: page 15","Armenian Manuscripts","ark:/21198/zz002767b7","ark:/21198/zz0026hv4f","Page","","armenian/masters/ms_10/ms_10_015.tif","15","text","","pd","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002767b7",""
"Manuscript No. 10: page 16","Armenian Manuscripts","ark:/21198/zz002767cr","ark:/21198/zz0026hv4f","Page","","armenian/masters/ms_10/ms_10_016.tif","16","text","","pd","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002767cr",""
"Manuscript No. 10: page 17","Armenian Manuscripts","ark:/21198/zz002767d8","ark:/21198/zz0026hv4f","Page","","armenian/masters/ms_10/ms_10_017.tif","17","text","","pd","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002767d8",""
"Manuscript No. 10: page 18","Armenian Manuscripts","ark:/21198/zz002767fs","ark:/21198/zz0026hv4f","Page","","armenian/masters/ms_10/ms_10_018.tif","18","text","","pd","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002767fs",""
"Manuscript No. 10: page 19","Armenian Manuscripts","ark:/21198/zz002767g9","ark:/21198/zz0026hv4f","Page","","armenian/masters/ms_10/ms_10_019.tif","19","text","","pd","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002767g9",""
"Manuscript No. 10: page 20","Armenian Manuscripts","ark:/21198/zz002767ht","ark:/21198/zz0026hv4f","Page","","armenian/masters/ms_10/ms_10_020.tif","20","text","","pd","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002767ht",""
"Manuscript No. 10: page 21","Armenian Manuscripts","ark:/21198/zz002767jb","ark:/21198/zz0026hv4f","Page","","armenian/masters/ms_10/ms_10_021.tif","21","text","","pd","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002767jb",""
"Manuscript No. 10: page 22","Armenian Manuscripts","ark:/21198/zz002767kv","ark:/21198/zz0026hv4f","Page","","armenian/masters/ms_10/ms_10_022.tif","22","text","","pd","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002767kv",""
"Manuscript No. 10: page 23","Armenian Manuscripts","ark:/21198/zz002767mc","ark:/21198/zz0026hv4f","Page","","armenian/masters/ms_10/ms_10_023.tif","23","text","","pd","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002767mc",""
"Manuscript No. 10: page 24","Armenian Manuscripts","ark:/21198/zz002767nw","ark:/21198/zz0026hv4f","Page","","armenian/masters/ms_10/ms_10_024.tif","24","text","","pd","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002767nw",""
"Manuscript No. 10: page 25","Armenian Manuscripts","ark:/21198/zz002767pd","ark:/21198/zz0026hv4f","Page","","armenian/masters/ms_10/ms_10_025.tif","25","text","","pd","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002767pd",""
"Manuscript No. 10: page 26","Armenian Manuscripts","ark:/21198/zz002767qx","ark:/21198/zz0026hv4f","Page","","armenian/masters/ms_10/ms_10_026.tif","26","text","","pd","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002767qx",""
"Manuscript No. 10: page 27","Armenian Manuscripts","ark:/21198/zz002767rf","ark:/21198/zz0026hv4f","Page","","armenian/masters/ms_10/ms_10_027.tif","27","text","","pd","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002767rf",""
"Manuscript No. 10: page 28","Armenian Manuscripts","ark:/21198/zz002767sz","ark:/21198/zz0026hv4f","Page","","armenian/masters/ms_10/ms_10_028.tif","28","text","","pd","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002767sz",""
"Manuscript No. 10: page 29","Armenian Manuscripts","ark:/21198/zz002767tg","ark:/21198/zz0026hv4f","Page","","armenian/masters/ms_10/ms_10_029.tif","29","text","","pd","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002767tg",""
"Manuscript No. 10: page 30","Armenian Manuscripts","ark:/21198/zz002767v0","ark:/21198/zz0026hv4f","Page","","armenian/masters/ms_10/ms_10_030.tif","30","text","","pd","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002767v0",""
"Manuscript No. 10: page 31","Armenian Manuscripts","ark:/21198/zz002767wh","ark:/21198/zz0026hv4f","Page","","armenian/masters/ms_10/ms_10_031.tif","31","text","","pd","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002767wh",""
"Manuscript No. 10: page 32","Armenian Manuscripts","ark:/21198/zz002767x1","ark:/21198/zz0026hv4f","Page","","armenian/masters/ms_10/ms_10_032.tif","32","text","","pd","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002767x1",""
"Manuscript No. 10: page 33","Armenian Manuscripts","ark:/21198/zz002767zj","ark:/21198/zz0026hv4f","Page","","armenian/masters/ms_10/ms_10_033.tif","33","text","","pd","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002767zj",""
"Manuscript No. 10: page 34","Armenian Manuscripts","ark:/21198/zz0027680j","ark:/21198/zz0026hv4f","Page","","armenian/masters/ms_10/ms_10_034.tif","34","text","","pd","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0027680j",""
"Manuscript No. 10: page 35","Armenian Manuscripts","ark:/21198/zz00276812","ark:/21198/zz0026hv4f","Page","","armenian/masters/ms_10/ms_10_035.tif","35","text","","pd","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00276812",""
"Manuscript No. 10: page 36","Armenian Manuscripts","ark:/21198/zz0027682k","ark:/21198/zz0026hv4f","Page","","armenian/masters/ms_10/ms_10_036.tif","36","text","","pd","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0027682k",""
"Manuscript No. 10: page 37","Armenian Manuscripts","ark:/21198/zz00276833","ark:/21198/zz0026hv4f","Page","","armenian/masters/ms_10/ms_10_037.tif","37","text","","pd","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00276833",""
"Manuscript No. 10: page 38","Armenian Manuscripts","ark:/21198/zz0027684m","ark:/21198/zz0026hv4f","Page","","armenian/masters/ms_10/ms_10_038.tif","38","text","","pd","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0027684m",""
"Manuscript No. 10: page 39","Armenian Manuscripts","ark:/21198/zz00276854","ark:/21198/zz0026hv4f","Page","","armenian/masters/ms_10/ms_10_039.tif","39","text","","pd","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00276854",""
"Manuscript No. 10: page 40","Armenian Manuscripts","ark:/21198/zz0027686n","ark:/21198/zz0026hv4f","Page","","armenian/masters/ms_10/ms_10_040.tif","40","text","","pd","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0027686n",""
"Manuscript No. 10: page 41","Armenian Manuscripts","ark:/21198/zz00276875","ark:/21198/zz0026hv4f","Page","","armenian/masters/ms_10/ms_10_041.tif","41","text","","pd","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00276875",""
"Manuscript No. 10: page 42","Armenian Manuscripts","ark:/21198/zz0027688p","ark:/21198/zz0026hv4f","Page","","armenian/masters/ms_10/ms_10_042.tif","42","text","","pd","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0027688p",""
"Manuscript No. 10: page 43","Armenian Manuscripts","ark:/21198/zz00276896","ark:/21198/zz0026hv4f","Page","","armenian/masters/ms_10/ms_10_043.tif","43","text","","pd","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00276896",""
"Manuscript No. 10: page 44","Armenian Manuscripts","ark:/21198/zz002768bq","ark:/21198/zz0026hv4f","Page","","armenian/masters/ms_10/ms_10_044.tif","44","text","","pd","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002768bq",""
"Manuscript No. 10: page 45","Armenian Manuscripts","ark:/21198/zz002768c7","ark:/21198/zz0026hv4f","Page","","armenian/masters/ms_10/ms_10_045.tif","45","text","","pd","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002768c7",""
"Manuscript No. 10: page 46","Armenian Manuscripts","ark:/21198/zz002768dr","ark:/21198/zz0026hv4f","Page","","armenian/masters/ms_10/ms_10_046.tif","46","text","","pd","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002768dr",""
"Manuscript No. 10: page 47","Armenian Manuscripts","ark:/21198/zz002768f8","ark:/21198/zz0026hv4f","Page","","armenian/masters/ms_10/ms_10_047.tif","47","text","","pd","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002768f8",""
"Manuscript No. 10: page 48","Armenian Manuscripts","ark:/21198/zz002768gs","ark:/21198/zz0026hv4f","Page","","armenian/masters/ms_10/ms_10_048.tif","48","text","","pd","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002768gs",""
"Manuscript No. 10: page 49","Armenian Manuscripts","ark:/21198/zz002768h9","ark:/21198/zz0026hv4f","Page","","armenian/masters/ms_10/ms_10_049.tif","49","text","","pd","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002768h9",""
"Manuscript No. 10: page 50","Armenian Manuscripts","ark:/21198/zz002768jt","ark:/21198/zz0026hv4f","Page","","armenian/masters/ms_10/ms_10_050.tif","50","text","","pd","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002768jt",""
"Manuscript No. 10: page 51","Armenian Manuscripts","ark:/21198/zz002768kb","ark:/21198/zz0026hv4f","Page","","armenian/masters/ms_10/ms_10_051.tif","51","text","","pd","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002768kb",""
"Manuscript No. 10: page 52","Armenian Manuscripts","ark:/21198/zz002768mv","ark:/21198/zz0026hv4f","Page","","armenian/masters/ms_10/ms_10_052.tif","52","text","","pd","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002768mv",""
"Manuscript No. 10: page 53","Armenian Manuscripts","ark:/21198/zz002768nc","ark:/21198/zz0026hv4f","Page","","armenian/masters/ms_10/ms_10_053.tif","53","text","","pd","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002768nc",""
"Manuscript No. 10: page 54","Armenian Manuscripts","ark:/21198/zz002768pw","ark:/21198/zz0026hv4f","Page","","armenian/masters/ms_10/ms_10_054.tif","54","text","","pd","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002768pw",""
"Manuscript No. 10: page 55","Armenian Manuscripts","ark:/21198/zz002768qd","ark:/21198/zz0026hv4f","Page","","armenian/masters/ms_10/ms_10_055.tif","55","text","","pd","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002768qd",""
"Manuscript No. 10: page 56","Armenian Manuscripts","ark:/21198/zz002768rx","ark:/21198/zz0026hv4f","Page","","armenian/masters/ms_10/ms_10_056.tif","56","text","","pd","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002768rx",""
"Manuscript No. 10: page 57","Armenian Manuscripts","ark:/21198/zz002768sf","ark:/21198/zz0026hv4f","Page","","armenian/masters/ms_10/ms_10_057.tif","57","text","","pd","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002768sf",""
"Manuscript No. 10: page 58","Armenian Manuscripts","ark:/21198/zz002768tz","ark:/21198/zz0026hv4f","Page","","armenian/masters/ms_10/ms_10_058.tif","58","text","","pd","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002768tz",""
"Manuscript No. 10: page 59","Armenian Manuscripts","ark:/21198/zz002768vg","ark:/21198/zz0026hv4f","Page","","armenian/masters/ms_10/ms_10_059.tif","59","text","","pd","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002768vg",""
"Manuscript No. 10: page 60","Armenian Manuscripts","ark:/21198/zz002768w0","ark:/21198/zz0026hv4f","Page","","armenian/masters/ms_10/ms_10_060.tif","60","text","","pd","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002768w0",""
"Manuscript No. 10: page 61","Armenian Manuscripts","ark:/21198/zz002768xh","ark:/21198/zz0026hv4f","Page","","armenian/masters/ms_10/ms_10_061.tif","61","text","","pd","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002768xh",""
"Manuscript No. 10: page 62","Armenian Manuscripts","ark:/21198/zz002768z1","ark:/21198/zz0026hv4f","Page","","armenian/masters/ms_10/ms_10_062.tif","62","text","","pd","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002768z1",""
"Manuscript No. 10: page 63","Armenian Manuscripts","ark:/21198/zz00276901","ark:/21198/zz0026hv4f","Page","","armenian/masters/ms_10/ms_10_063.tif","63","text","","pd","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00276901",""
"Manuscript No. 10: page 64","Armenian Manuscripts","ark:/21198/zz0027691j","ark:/21198/zz0026hv4f","Page","","armenian/masters/ms_10/ms_10_064.tif","64","text","","pd","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0027691j",""
"Manuscript No. 10: page 65","Armenian Manuscripts","ark:/21198/zz00276922","ark:/21198/zz0026hv4f","Page","","armenian/masters/ms_10/ms_10_065.tif","65","text","","pd","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00276922",""
"Manuscript No. 10: page 66","Armenian Manuscripts","ark:/21198/zz0027693k","ark:/21198/zz0026hv4f","Page","","armenian/masters/ms_10/ms_10_066.tif","66","text","","pd","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0027693k",""
"Manuscript No. 10: page 67","Armenian Manuscripts","ark:/21198/zz00276943","ark:/21198/zz0026hv4f","Page","","armenian/masters/ms_10/ms_10_067.tif","67","text","","pd","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00276943",""
"Manuscript No. 10: page 68","Armenian Manuscripts","ark:/21198/zz0027695m","ark:/21198/zz0026hv4f","Page","","armenian/masters/ms_10/ms_10_068.tif","68","text","","pd","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0027695m",""
"Manuscript No. 10: page 69","Armenian Manuscripts","ark:/21198/zz00276964","ark:/21198/zz0026hv4f","Page","","armenian/masters/ms_10/ms_10_069.tif","69","text","","pd","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00276964",""
"Manuscript No. 10: page 70","Armenian Manuscripts","ark:/21198/zz0027697n","ark:/21198/zz0026hv4f","Page","","armenian/masters/ms_10/ms_10_070.tif","70","text","","pd","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0027697n",""
"Manuscript No. 10: page 71","Armenian Manuscripts","ark:/21198/zz00276985","ark:/21198/zz0026hv4f","Page","","armenian/masters/ms_10/ms_10_071.tif","71","text","","pd","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00276985",""
"Manuscript No. 10: page 72","Armenian Manuscripts","ark:/21198/zz0027699p","ark:/21198/zz0026hv4f","Page","","armenian/masters/ms_10/ms_10_072.tif","72","text","","pd","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0027699p",""
"Manuscript No. 10: page 73","Armenian Manuscripts","ark:/21198/zz002769b6","ark:/21198/zz0026hv4f","Page","","armenian/masters/ms_10/ms_10_073.tif","73","text","","pd","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002769b6",""
"Manuscript No. 10: page 74","Armenian Manuscripts","ark:/21198/zz002769cq","ark:/21198/zz0026hv4f","Page","","armenian/masters/ms_10/ms_10_074.tif","74","text","","pd","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002769cq",""
"Manuscript No. 10: page 75","Armenian Manuscripts","ark:/21198/zz002769d7","ark:/21198/zz0026hv4f","Page","","armenian/masters/ms_10/ms_10_075.tif","75","text","","pd","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002769d7",""
"Manuscript No. 10: page 76","Armenian Manuscripts","ark:/21198/zz002769fr","ark:/21198/zz0026hv4f","Page","","armenian/masters/ms_10/ms_10_076.tif","76","text","","pd","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002769fr",""
"Manuscript No. 10: page 77","Armenian Manuscripts","ark:/21198/zz002769g8","ark:/21198/zz0026hv4f","Page","","armenian/masters/ms_10/ms_10_077.tif","77","text","","pd","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002769g8",""
"Manuscript No. 10: page 78","Armenian Manuscripts","ark:/21198/zz002769hs","ark:/21198/zz0026hv4f","Page","","armenian/masters/ms_10/ms_10_078.tif","78","text","","pd","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002769hs",""
"Manuscript No. 10: page 79","Armenian Manuscripts","ark:/21198/zz002769j9","ark:/21198/zz0026hv4f","Page","","armenian/masters/ms_10/ms_10_079.tif","79","text","","pd","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002769j9",""
"Manuscript No. 10: page 80","Armenian Manuscripts","ark:/21198/zz002769kt","ark:/21198/zz0026hv4f","Page","","armenian/masters/ms_10/ms_10_080.tif","80","text","","pd","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002769kt",""
"Manuscript No. 10: page 81","Armenian Manuscripts","ark:/21198/zz002769mb","ark:/21198/zz0026hv4f","Page","","armenian/masters/ms_10/ms_10_081.tif","81","text","","pd","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002769mb",""
"Manuscript No. 10: page 82","Armenian Manuscripts","ark:/21198/zz002769nv","ark:/21198/zz0026hv4f","Page","","armenian/masters/ms_10/ms_10_082.tif","82","text","","pd","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002769nv",""
"Manuscript No. 10: page 83","Armenian Manuscripts","ark:/21198/zz002769pc","ark:/21198/zz0026hv4f","Page","","armenian/masters/ms_10/ms_10_083.tif","83","text","","pd","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002769pc",""
"Manuscript No. 10: page 84","Armenian Manuscripts","ark:/21198/zz002769qw","ark:/21198/zz0026hv4f","Page","","armenian/masters/ms_10/ms_10_084.tif","84","text","","pd","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002769qw",""
"Manuscript No. 10: page 85","Armenian Manuscripts","ark:/21198/zz002769rd","ark:/21198/zz0026hv4f","Page","","armenian/masters/ms_10/ms_10_085.tif","85","text","","pd","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002769rd",""
"Manuscript No. 10: page 86","Armenian Manuscripts","ark:/21198/zz002769sx","ark:/21198/zz0026hv4f","Page","","armenian/masters/ms_10/ms_10_086.tif","86","text","","pd","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002769sx",""
"Manuscript No. 10: page 87","Armenian Manuscripts","ark:/21198/zz002769tf","ark:/21198/zz0026hv4f","Page","","armenian/masters/ms_10/ms_10_087.tif","87","text","","pd","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002769tf",""
"Manuscript No. 10: page 88","Armenian Manuscripts","ark:/21198/zz002769vz","ark:/21198/zz0026hv4f","Page","","armenian/masters/ms_10/ms_10_088.tif","88","text","","pd","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002769vz",""
"Manuscript No. 10: page 89","Armenian Manuscripts","ark:/21198/zz002769wg","ark:/21198/zz0026hv4f","Page","","armenian/masters/ms_10/ms_10_089.tif","89","text","","pd","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002769wg",""
"Manuscript No. 10: page 90","Armenian Manuscripts","ark:/21198/zz002769x0","ark:/21198/zz0026hv4f","Page","","armenian/masters/ms_10/ms_10_090.tif","90","text","","pd","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002769x0",""
"Manuscript No. 10: page 91","Armenian Manuscripts","ark:/21198/zz002769zh","ark:/21198/zz0026hv4f","Page","","armenian/masters/ms_10/ms_10_091.tif","91","text","","pd","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002769zh",""
"Manuscript No. 10: page 92","Armenian Manuscripts","ark:/21198/zz00276b0h","ark:/21198/zz0026hv4f","Page","","armenian/masters/ms_10/ms_10_092.tif","92","text","","pd","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00276b0h",""
"Manuscript No. 10: page 93","Armenian Manuscripts","ark:/21198/zz00276b11","ark:/21198/zz0026hv4f","Page","","armenian/masters/ms_10/ms_10_093.tif","93","text","","pd","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00276b11",""
"Manuscript No. 10: page 94","Armenian Manuscripts","ark:/21198/zz00276b2j","ark:/21198/zz0026hv4f","Page","","armenian/masters/ms_10/ms_10_094.tif","94","text","","pd","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00276b2j",""
"Manuscript No. 10: page 95","Armenian Manuscripts","ark:/21198/zz00276b32","ark:/21198/zz0026hv4f","Page","","armenian/masters/ms_10/ms_10_095.tif","95","text","","pd","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00276b32",""
"Manuscript No. 10: page 96","Armenian Manuscripts","ark:/21198/zz00276b4k","ark:/21198/zz0026hv4f","Page","","armenian/masters/ms_10/ms_10_096.tif","96","text","","pd","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00276b4k",""
"Manuscript No. 10: page 97","Armenian Manuscripts","ark:/21198/zz00276b53","ark:/21198/zz0026hv4f","Page","","armenian/masters/ms_10/ms_10_097.tif","97","text","","pd","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00276b53",""
"Manuscript No. 10: page 98","Armenian Manuscripts","ark:/21198/zz00276b6m","ark:/21198/zz0026hv4f","Page","","armenian/masters/ms_10/ms_10_098.tif","98","text","","pd","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00276b6m",""
