"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Duplicate","Delete in Title","viewingHint","Text direction","Visibility","IIIF Range","Type.typeOfResource","Type.genre","Rights.copyrightStatus","Language","Subject","Name.repository","Name.creator","Title","Relation.rectoVerso","Date.creation","Relation.isPartOf","Alt ID.local","AltTitle.uniform","Description.note","Format.dimensions","Description.abstract","Coverage.geographic","Date.normalized","Publisher.placeOfOrigin","Format.medium","Publisher.publisherName","Relation.textDirection","Format.extent","thumbnailImageName","masterImageName"
"Medieval and Renaissance Manuscripts","ark:/21198/zz002hw5gm","ark:/21198/zz002hw53x","2","Completed","Page","medren/masters/21198-zz002hw5gm_2290176_master.tif","11","","","","","","","","","","","","","","11","","","","","","","","","","","","","","","","21198-zz002hw5gm_2290176_thumbnail.jpg","21198-zz002hw5gm_2290176_master.tif"
"Medieval and Renaissance Manuscripts","ark:/21198/zz002hw5h4","ark:/21198/zz002hw53x","2","Completed","Page","medren/masters/21198-zz002hw5h4_2290179_master.tif","12","","","","","","","","","","","","","","12","","","","","","","","","","","","","","","","21198-zz002hw5h4_2290179_thumbnail.jpg","21198-zz002hw5h4_2290179_master.tif"
"Medieval and Renaissance Manuscripts","ark:/21198/zz002hw5jn","ark:/21198/zz002hw53x","2","Completed","Page","medren/masters/21198-zz002hw5jn_2290182_master.tif","13","","","","","","","","","","","","","","13","","","","","","","","","","","","","","","","21198-zz002hw5jn_2290182_thumbnail.jpg","21198-zz002hw5jn_2290182_master.tif"
"Medieval and Renaissance Manuscripts","ark:/21198/zz002hw5k5","ark:/21198/zz002hw53x","2","Completed","Page","medren/masters/21198-zz002hw5k5_2290185_master.tif","14","","","","","","","","","","","","","","14","","","","","","","","","","","","","","","","21198-zz002hw5k5_2290185_thumbnail.jpg","21198-zz002hw5k5_2290185_master.tif"
"Medieval and Renaissance Manuscripts","ark:/21198/zz002hw5mp","ark:/21198/zz002hw53x","2","Completed","Page","medren/masters/21198-zz002hw5mp_2290191_master.tif","15","","","","","","","","","","","","","","15","","","","","","","","","","","","","","","","21198-zz002hw5mp_2290191_thumbnail.jpg","21198-zz002hw5mp_2290191_master.tif"
"Medieval and Renaissance Manuscripts","ark:/21198/zz002hw5n6","ark:/21198/zz002hw53x","2","Completed","Page","medren/masters/21198-zz002hw5n6_2290194_master.tif","16","","","","","","","","","","","","","","16","","","","","","","","","","","","","","","","21198-zz002hw5n6_2290194_thumbnail.jpg","21198-zz002hw5n6_2290194_master.tif"
"Medieval and Renaissance Manuscripts","ark:/21198/zz002hw5pq","ark:/21198/zz002hw53x","2","Completed","Page","medren/masters/21198-zz002hw5pq_2290197_master.tif","17","","","","","","","","","","","","","","17","","","","","","","","","","","","","","","","21198-zz002hw5pq_2290197_thumbnail.jpg","21198-zz002hw5pq_2290197_master.tif"
"Medieval and Renaissance Manuscripts","ark:/21198/zz002hw5q7","ark:/21198/zz002hw53x","2","Completed","Page","medren/masters/21198-zz002hw5q7_2290200_master.tif","18","","","","","","","","","","","","","","18","","","","","","","","","","","","","","","","21198-zz002hw5q7_2290200_thumbnail.jpg","21198-zz002hw5q7_2290200_master.tif"
"Medieval and Renaissance Manuscripts","ark:/21198/zz002hw5rr","ark:/21198/zz002hw53x","2","Completed","Page","medren/masters/21198-zz002hw5rr_2384911_master.tif","19","","","","","","","","","","","","","","19","","","","","","","","","","","","","","","","21198-zz002hw5rr_2384911_thumbnail.jpg","21198-zz002hw5rr_2384911_master.tif"
"Medieval and Renaissance Manuscripts","ark:/21198/zz002hw5s8","ark:/21198/zz002hw53x","2","Completed","Page","medren/masters/21198-zz002hw5s8_2290209_master.tif","20","","","","","","","","","","","","","","20","","","","","","","","","","","","","","","","21198-zz002hw5s8_2290209_thumbnail.jpg","21198-zz002hw5s8_2290209_master.tif"
"Medieval and Renaissance Manuscripts","ark:/21198/zz002hw5ts","ark:/21198/zz002hw53x","2","Completed","Page","medren/masters/21198-zz002hw5ts_2290212_master.tif","21","","","","","","","","","","","","","","21","","","","","","","","","","","","","","","","21198-zz002hw5ts_2290212_thumbnail.jpg","21198-zz002hw5ts_2290212_master.tif"
"Medieval and Renaissance Manuscripts","ark:/21198/zz002hw5v9","ark:/21198/zz002hw53x","2","Completed","Page","medren/masters/21198-zz002hw5v9_2290215_master.tif","22","","","","","","","","","","","","","","22","","","","","","Blank page","","","","","","","","","","21198-zz002hw5v9_2290215_thumbnail.jpg","21198-zz002hw5v9_2290215_master.tif"
"Medieval and Renaissance Manuscripts","ark:/21198/zz002hw5wt","ark:/21198/zz002hw53x","2","Completed","Page","medren/masters/21198-zz002hw5wt_2290218_master.tif","23","","","","","","","","","","","","","","23","","","","","","Blank page","","","","","","","","","","21198-zz002hw5wt_2290218_thumbnail.jpg","21198-zz002hw5wt_2290218_master.tif"
"Medieval and Renaissance Manuscripts","ark:/21198/zz002hw5xb","ark:/21198/zz002hw53x","2","Completed","Page","medren/masters/21198-zz002hw5xb_2290221_master.tif","24","","","","","","","","","","","","","","24","","","","","","Blank page","","","","","","","","","","21198-zz002hw5xb_2290221_thumbnail.jpg","21198-zz002hw5xb_2290221_master.tif"
"Medieval and Renaissance Manuscripts","ark:/21198/zz002hw5zv","ark:/21198/zz002hw53x","2","Completed","Page","medren/masters/21198-zz002hw5zv_2290224_master.tif","25","","","","","","","","","","","","","","25","","","","","","Blank page","","","","","","","","","","21198-zz002hw5zv_2290224_thumbnail.jpg","21198-zz002hw5zv_2290224_master.tif"
"Medieval and Renaissance Manuscripts","ark:/21198/zz002hw60v","ark:/21198/zz002hw53x","2","Completed","Page","medren/masters/21198-zz002hw60v_2290227_master.tif","25","","","","","","","","","","","","","","25","","","","","","Blank page","","","","","","","","","","21198-zz002hw60v_2290227_thumbnail.jpg","21198-zz002hw60v_2290227_master.tif"
"Medieval and Renaissance Manuscripts","ark:/21198/zz002hw61c","ark:/21198/zz002hw53x","2","Completed","Page","medren/masters/21198-zz002hw61c_2290233_master.tif","26","","","","","","","","","","","","","","Back cover","","","","","","","","","","","","","","","","21198-zz002hw61c_2290233_thumbnail.jpg","21198-zz002hw61c_2290233_master.tif"
"Medieval and Renaissance Manuscripts","ark:/21198/zz002hw62w","ark:/21198/zz002hw53x","2","Completed","Page","medren/masters/21198-zz002hw62w_2290230_master.tif","26","","","","","","","","","","","","","","26","","","","","","Blank page","","","","","","","","","","21198-zz002hw62w_2290230_thumbnail.jpg","21198-zz002hw62w_2290230_master.tif"
