"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Duplicate","Delete in Title","Thumbnail","Rights.copyrightStatus","Rights.publicationStatus","Language","Type.typeOfResource","Type.genre","Subject.conceptTopic","Subject geographic","Name.creator","Name.repository","Coverage.geographic","Title","Alt ID.local","Date.creation","Date.normalized","Description.fundingNote","Publisher.publisherName","Format.extent","Publisher.placeOfOrigin","Description.note","Coverage.geoscale","AltTitle.translated","AltTitle.descriptive","Alt ID.lccn","Alt ID.oclc","Alt ID.url","Bucketeer State","IIIF Access URL","IIIF Manifest URL"
"East Asian Maps in the Bruman Collection","ark:/21198/zz002hd42n","ark:/21198/zz002hcnjp","10","Completed with minimal metadata","Page","Masters/Maps/east_asian_maps/image/G7830S_250_U51/G7830S_250_U51_NL52_7_ED2_A.tif","78","","","","pd","","","cartographic","map","","","","University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection","easternmost: E1280000|~|southernmost: N0450000|~|northernmost: N0460000|~|westernmost: E1260000","Ha-Erh-Pin (Front)","G7830S_250_U51_NL52_7_ED2_A","","","Access to this collection is generously supported by Sammy Yukuan Lee Foundation.","","","","2nd ed.","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hd42n",""
"East Asian Maps in the Bruman Collection","ark:/21198/zz002hd42n/6499f43h","ark:/21198/zz002hcnjp","10","Completed with minimal metadata","Page","Masters/Maps/east_asian_maps/image/G7830S_250_U51/G7830S_250_U51_NL52_7_ED2_B.tif","79","","","","pd","","","cartographic","map","","","","University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection","easternmost: E1280000|~|southernmost: N0450000|~|northernmost: N0460000|~|westernmost: E1260000","Ha-Erh-Pin (Back)","G7830S_250_U51_NL52_7_ED2_B","","","Access to this collection is generously supported by Sammy Yukuan Lee Foundation.","","","","2nd ed.","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hd42n%2F6499f43h",""
"East Asian Maps in the Bruman Collection","ark:/21198/zz002hd435","ark:/21198/zz002hcnjp","10","Completed with minimal metadata","Page","Masters/Maps/east_asian_maps/image/G7830S_250_U51/G7830S_250_U51_NL52_8_ED2.tif","80","","","","pd","","","cartographic","map","","","","University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection","westernmost: E1280000|~|easternmost: E1300000|~|northernmost: N0460000|~|southernmost: N0450000","I-Mien-P'o","G7830S_250_U51_NL52_8_ED2","","","Access to this collection is generously supported by Sammy Yukuan Lee Foundation.","","","","2nd ed.","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hd435",""
"East Asian Maps in the Bruman Collection","ark:/21198/zz002hd44p","ark:/21198/zz002hcnjp","10","Completed with minimal metadata","Page","Masters/Maps/east_asian_maps/image/G7830S_250_U51/G7830S_250_U51_NL52_9_ED2.tif","81","","","","pd","","","cartographic","map","","","","University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection","southernmost: N0450000|~|westernmost: E1300000|~|easternmost: E1320000|~|northernmost: N0460000","P'o-Li","G7830S_250_U51_NL52_9_ED2","","","Access to this collection is generously supported by Sammy Yukuan Lee Foundation.","","","","2nd ed.","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hd44p",""
"East Asian Maps in the Bruman Collection","ark:/21198/zz002hd456","ark:/21198/zz002hcnjp","10","Completed with minimal metadata","Page","Masters/Maps/east_asian_maps/image/G7830S_250_U51/G7830S_250_U51_NL53_1_ED2.tif","82","","","","pd","","","cartographic","map","","","","University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection","westernmost: E1320000|~|easternmost: E1340000|~|northernmost: N0480000|~|southernmost: N0470000","T'ung-Chiang","G7830S_250_U51_NL53_1_ED2","","","Access to this collection is generously supported by Sammy Yukuan Lee Foundation.","","","","2nd ed.","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hd456",""
"East Asian Maps in the Bruman Collection","ark:/21198/zz002hd46q","ark:/21198/zz002hcnjp","10","Completed with minimal metadata","Page","Masters/Maps/east_asian_maps/image/G7830S_250_U51/G7830S_250_U51_NL53_2_ED2.tif","83","","","","pd","","","cartographic","map","","","","University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection","westernmost: E1340000|~|easternmost: E1360000|~|northernmost: N0480000|~|southernmost: N0470000","Vyazemskiy","G7830S_250_U51_NL53_2_ED2","","","Access to this collection is generously supported by Sammy Yukuan Lee Foundation.","","","","2nd ed.","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hd46q",""
"East Asian Maps in the Bruman Collection","ark:/21198/zz002hd477","ark:/21198/zz002hcnjp","10","Completed with minimal metadata","Page","Masters/Maps/east_asian_maps/image/G7830S_250_U51/G7830S_250_U51_NL53_4_ED2.tif","84","","","","pd","","","cartographic","map","","","","University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection","westernmost: E1320000|~|easternmost: E1340000|~|northernmost: N0470000|~|southernmost: N0460000","Pao-Ch'ing","G7830S_250_U51_NL53_4_ED2","","","Access to this collection is generously supported by Sammy Yukuan Lee Foundation.","","","","2nd ed.","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hd477",""
"East Asian Maps in the Bruman Collection","ark:/21198/zz002hd48r","ark:/21198/zz002hcnjp","10","Completed with minimal metadata","Page","Masters/Maps/east_asian_maps/image/G7830S_250_U51/G7830S_250_U51_NL53_7_ED1.tif","85","","","","pd","","","cartographic","map","","","","University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection","northernmost: N0460000|~|southernmost: N0450000|~|westernmost: E1320000|~|easternmost: E1340000","Hu-Lin","G7830S_250_U51_NL53_7_ED1","","","Access to this collection is generously supported by Sammy Yukuan Lee Foundation.","","","","1st ed.","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hd48r",""
"East Asian Maps in the Bruman Collection","ark:/21198/zz002hd498","ark:/21198/zz002hcnjp","10","Completed with minimal metadata","Page","Masters/Maps/east_asian_maps/image/G7830S_250_U51/G7830S_250_U51_NL53_7_ED2.tif","86","","","","pd","","","cartographic","map","","","","University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection","westernmost: E1320000|~|easternmost: E1340000|~|northernmost: N0460000|~|southernmost: N0450000","Hu-Lin","G7830S_250_U51_NL53_7_ED2","","","Access to this collection is generously supported by Sammy Yukuan Lee Foundation.","","","","2nd ed.","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hd498",""
"East Asian Maps in the Bruman Collection","ark:/21198/zz002hd4bs","ark:/21198/zz002hcnjp","10","Completed with minimal metadata","Page","Masters/Maps/east_asian_maps/image/G7830S_250_U51/G7830S_250_U51_NM50_10_ED1.tif","87","","","","pd","","","cartographic","map","","","","University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection","westernmost: E1135942|~|easternmost: E1160000|~|southernmost: N0480000|~|northernmost: N0490000","Choybalsan","G7830S_250_U51_NM50_10_ED1","","","Access to this collection is generously supported by Sammy Yukuan Lee Foundation.","","","","1st ed.","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hd4bs",""
"East Asian Maps in the Bruman Collection","ark:/21198/zz002hd4c9","ark:/21198/zz002hcnjp","10","Completed with minimal metadata","Page","Masters/Maps/east_asian_maps/image/G7830S_250_U51/G7830S_250_U51_NM50_11_ED1.tif","88","","","","pd","","","cartographic","map","","","","University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection","westernmost: E1160000|~|easternmost: E1180000|~|northernmost: N0490000|~|southernmost: N0480000","A-Erh-T'an-O-Mo-Lo","G7830S_250_U51_NM50_11_ED1","","","Access to this collection is generously supported by Sammy Yukuan Lee Foundation.","","","","1st ed.","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hd4c9",""
"East Asian Maps in the Bruman Collection","ark:/21198/zz002hd4dt","ark:/21198/zz002hcnjp","10","Completed with minimal metadata","Page","Masters/Maps/east_asian_maps/image/G7830S_250_U51/G7830S_250_U51_NM50_12_ED1.tif","89","","","","pd","","","cartographic","map","","","","University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection","westernmost: E1180000|~|easternmost: E1200000|~|northernmost: N0490000|~|southernmost: N0480000","Kan-Chu-Erh-Miao","G7830S_250_U51_NM50_12_ED1","","","Access to this collection is generously supported by Sammy Yukuan Lee Foundation.","","","","1st ed.","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hd4dt",""
"East Asian Maps in the Bruman Collection","ark:/21198/zz002hd4fb","ark:/21198/zz002hcnjp","10","Completed with minimal metadata","Page","Masters/Maps/east_asian_maps/image/G7830S_250_U51/G7830S_250_U51_NM50_3_ED1.tif","90","","","","pd","","","cartographic","map","","","","University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection","westernmost: E1180000|~|easternmost: E1200000|~|northernmost: N0520000|~|southernmost: N0510000","Gazimurskiy Zavod","G7830S_250_U51_NM50_3_ED1","","","Access to this collection is generously supported by Sammy Yukuan Lee Foundation.","","","","1st ed.","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hd4fb",""
"East Asian Maps in the Bruman Collection","ark:/21198/zz002hd4gv","ark:/21198/zz002hcnjp","10","Completed with minimal metadata","Page","Masters/Maps/east_asian_maps/image/G7830S_250_U51/G7830S_250_U51_NM50_6_ED1.tif","91","","","","pd","","","cartographic","map","","","","University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection","easternmost: E1200000|~|northernmost: N0510000|~|southernmost: N0500000|~|westernmost: E1180000","Kalga","G7830S_250_U51_NM50_6_ED1","","","Access to this collection is generously supported by Sammy Yukuan Lee Foundation.","","","","1st ed.","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hd4gv",""
"East Asian Maps in the Bruman Collection","ark:/21198/zz002hd4hc","ark:/21198/zz002hcnjp","10","Completed with minimal metadata","Page","Masters/Maps/east_asian_maps/image/G7830S_250_U51/G7830S_250_U51_NM50_6_ED1_1.tif","92","","","","pd","","","cartographic","map","","","","University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection","easternmost: E1200000|~|southernmost: N0500000|~|northernmost: N0510000|~|westernmost: E1180000","Kalga","G7830S_250_U51_NM50_6_ED1_1","","","Access to this collection is generously supported by Sammy Yukuan Lee Foundation.","","","","1st ed.","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hd4hc",""
"East Asian Maps in the Bruman Collection","ark:/21198/zz002hd4jw","ark:/21198/zz002hcnjp","10","Completed with minimal metadata","Page","Masters/Maps/east_asian_maps/image/G7830S_250_U51/G7830S_250_U51_NM50_8_ED1.tif","93","","","","pd","","","cartographic","map","","","","University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection","westernmost: E1160000|~|easternmost: E1180000|~|northernmost: N0500000|~|southernmost: N0490000","Lu-Pin","G7830S_250_U51_NM50_8_ED1","","","Access to this collection is generously supported by Sammy Yukuan Lee Foundation.","","","","1st ed.","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hd4jw",""
"East Asian Maps in the Bruman Collection","ark:/21198/zz002hd4kd","ark:/21198/zz002hcnjp","10","Completed with minimal metadata","Page","Masters/Maps/east_asian_maps/image/G7830S_250_U51/G7830S_250_U51_NM50_9_ED1.tif","94","","","","pd_usfed","","","cartographic","map","","","","University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection","westernmost: E1180000|~|easternmost: E1200000|~|northernmost: N0500000|~|southernmost: N0490000","Hu-Lun","G7830S_250_U51_NM50_9_ED1","","","Access to this collection is generously supported by Sammy Yukuan Lee Foundation.","","","","1st ed.","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hd4kd",""
"East Asian Maps in the Bruman Collection","ark:/21198/zz002hd4mx","ark:/21198/zz002hcnjp","10","Completed with minimal metadata","Page","Masters/Maps/east_asian_maps/image/G7830S_250_U51/G7830S_250_U51_NM51_10_ED1.tif","95","","","","pd","","","cartographic","map","","","","University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection","westernmost: E1200000|~|easternmost: E1220000|~|northernmost: N0490000|~|southernmost: N0480000","Po-K'o-T'u","G7830S_250_U51_NM51_10_ED1","","","Access to this collection is generously supported by Sammy Yukuan Lee Foundation.","","","","1st ed.","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hd4mx",""
"East Asian Maps in the Bruman Collection","ark:/21198/zz002hd4nf","ark:/21198/zz002hcnjp","10","Completed with minimal metadata","Page","Masters/Maps/east_asian_maps/image/G7830S_250_U51/G7830S_250_U51_NM51_11_ED1.tif","96","","","","pd","","","cartographic","map","","","","University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection","westernmost: E1220000|~|easternmost: E1240000|~|northernmost: N0490000|~|southernmost: N0480000","Ya-Lu","G7830S_250_U51_NM51_11_ED1","","","Access to this collection is generously supported by Sammy Yukuan Lee Foundation.","","","","1st ed.","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hd4nf",""
"East Asian Maps in the Bruman Collection","ark:/21198/zz002hd4pz","ark:/21198/zz002hcnjp","10","Completed with minimal metadata","Page","Masters/Maps/east_asian_maps/image/G7830S_250_U51/G7830S_250_U51_NM51_12_ED1.tif","97","","","","pd","","","cartographic","map","","","","University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection","westernmost: E1240000|~|eastermost: E1260000|~|northernmost: N0490000|~|southernmost: N0480000","K'o-Shan","G7830S_250_U51_NM51_12_ED1","","","Access to this collection is generously supported by Sammy Yukuan Lee Foundation.","","","","1st ed.","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hd4pz",""
"East Asian Maps in the Bruman Collection","ark:/21198/zz002hd4qg","ark:/21198/zz002hcnjp","10","Completed with minimal metadata","Page","Masters/Maps/east_asian_maps/image/G7830S_250_U51/G7830S_250_U51_NM51_1_ED1.tif","98","","","","pd","","","cartographic","map","","","","University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection","westernmost: E1200000|~|easternmost: E1220000|~|northernmost: N0520000|~|southernmost: N0510000","A-La-Ch'i Shan","G7830S_250_U51_NM51_1_ED1","","","Access to this collection is generously supported by Sammy Yukuan Lee Foundation.","","","","1st ed.","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hd4qg",""
"East Asian Maps in the Bruman Collection","ark:/21198/zz002hd4r0","ark:/21198/zz002hcnjp","10","Completed with minimal metadata","Page","Masters/Maps/east_asian_maps/image/G7830S_250_U51/G7830S_250_U51_NM51_2_ED1.tif","99","","","","pd","","","cartographic","map","","","","University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection","westernmost: E1220000|~|easternmost: E1240000|~|northernmost: N0520000|~|southernmost: N0510000","I-Chi-Ch'i Shan","G7830S_250_U51_NM51_2_ED1","","","Access to this collection is generously supported by Sammy Yukuan Lee Foundation.","","","","1st ed.","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hd4r0",""
"East Asian Maps in the Bruman Collection","ark:/21198/zz002hd4sh","ark:/21198/zz002hcnjp","10","Completed with minimal metadata","Page","Masters/Maps/east_asian_maps/image/G7830S_250_U51/G7830S_250_U51_NM51_3_ED1.tif","100","","","","pd","","","cartographic","map","","","","University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection","westernmost: E1240000|~|easternmost: E1260000|~|northernmost: N0520000|~|southernmost: N0510000","Hsing-An-Ling-Chan","G7830S_250_U51_NM51_3_ED1","","","Access to this collection is generously supported by Sammy Yukuan Lee Foundation.","","","","1st ed.","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hd4sh",""
"East Asian Maps in the Bruman Collection","ark:/21198/zz002hd4t1","ark:/21198/zz002hcnjp","10","Completed with minimal metadata","Page","Masters/Maps/east_asian_maps/image/G7830S_250_U51/G7830S_250_U51_NM51_4_ED1.tif","101","","","","pd","","","cartographic","map","","","","University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection","westernmost: E1200000|~|easternmost: E1220000|~|northernmost: N0510000|~|southernmost: N0500000","Nai-Lo-Mu-T'u","G7830S_250_U51_NM51_4_ED1","","","Access to this collection is generously supported by Sammy Yukuan Lee Foundation.","","","","1st ed.","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hd4t1",""
"East Asian Maps in the Bruman Collection","ark:/21198/zz002hd4vj","ark:/21198/zz002hcnjp","10","Completed with minimal metadata","Page","Masters/Maps/east_asian_maps/image/G7830S_250_U51/G7830S_250_U51_NM51_5_ED1.tif","102","","","","unknown","","","cartographic","map","","","","University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection","westernmost: E1220000|~|easternmost: E1240000|~|northernmost: N0510000|~|southernmost: N0500000","Kan Ho","G7830S_250_U51_NM51_5_ED1","","","Access to this collection is generously supported by Sammy Yukuan Lee Foundation.","","","","1st ed.","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hd4vj",""
"East Asian Maps in the Bruman Collection","ark:/21198/zz002hd4w2","ark:/21198/zz002hcnjp","10","Completed with minimal metadata","Page","Masters/Maps/east_asian_maps/image/G7830S_250_U51/G7830S_250_U51_NM51_6_ED1.tif","103","","","","pd","","","cartographic","map","","","","University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection","westernmost: E1240000|~|easternmost: E1260000|~|northernmost: N0510000|~|southernmost: N0500000","Liu-Chan","G7830S_250_U51_NM51_6_ED1","","","Access to this collection is generously supported by Sammy Yukuan Lee Foundation.","","","","1st ed.","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hd4w2",""
"East Asian Maps in the Bruman Collection","ark:/21198/zz002hd4xk","ark:/21198/zz002hcnjp","10","Completed with minimal metadata","Page","Masters/Maps/east_asian_maps/image/G7830S_250_U51/G7830S_250_U51_NM51_7_ED1.tif","104","","","","pd","","","cartographic","map","","","","University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection","southernmost: E0490000|~|westernmost: E1200000|~|northernmost: N0500000|~|easternmost: E1220000","Ya-K'o-Shih","G7830S_250_U51_NM51_7_ED1","","","Access to this collection is generously supported by Sammy Yukuan Lee Foundation.","","","","1st ed.","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hd4xk",""
"East Asian Maps in the Bruman Collection","ark:/21198/zz002hd4z3","ark:/21198/zz002hcnjp","10","Completed with minimal metadata","Page","Masters/Maps/east_asian_maps/image/G7830S_250_U51/G7830S_250_U51_NM51_8_ED1.tif","105","","","","pd","","","cartographic","map","","","","University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection","westernmost: E1220000|~|easternmost: E1240000|~|northernmost: N0500000|~|southernmost: N0490000","Pi-La Ho","G7830S_250_U51_NM51_8_ED1","","","Access to this collection is generously supported by Sammy Yukuan Lee Foundation.","","","","1st ed.","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hd4z3",""
"East Asian Maps in the Bruman Collection","ark:/21198/zz002hd503","ark:/21198/zz002hcnjp","10","Completed with minimal metadata","Page","Masters/Maps/east_asian_maps/image/G7830S_250_U51/G7830S_250_U51_NM51_9_ED1.tif","106","","","","pd","","","cartographic","map","","","","University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection","southernmost: N0490000|~|westernmost: E1240000|~|easternmost: E1260000|~|northernmost: N0500000","Nen-Ch'eng","G7830S_250_U51_NM51_9_ED1","","","Access to this collection is generously supported by Sammy Yukuan Lee Foundation.","","","","1st ed.","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hd503",""
"East Asian Maps in the Bruman Collection","ark:/21198/zz002hd51m","ark:/21198/zz002hcnjp","10","Completed with minimal metadata","Page","Masters/Maps/east_asian_maps/image/G7830S_250_U51/G7830S_250_U51_NN51_10_ED1.tif","107","","","","pd","","","cartographic","map","","","","University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection","westernmost: E1200000|~|easternmost: E1220000|~|northernmost: N0530000|~|southernmost: N0520000","Ch'i-Kan","G7830S_250_U51_NN51_10_ED1","","","Access to this collection is generously supported by Sammy Yukuan Lee Foundation.","","","","1st ed.","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hd51m",""
"East Asian Maps in the Bruman Collection","ark:/21198/zz002hd524","ark:/21198/zz002hcnjp","10","Completed with minimal metadata","Page","Masters/Maps/east_asian_maps/image/G7830S_250_U51/G7830S_250_U51_NN51_11_ED1.tif","108","","","","pd","","","cartographic","map","","","","University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection","westernmost: E1220000|~|easternmost: E1240000|~|northernmost: N0530000|~|southernmost: N0520000","Mu-Ch'ih-K'an Shan","G7830S_250_U51_NN51_11_ED1","","","Access to this collection is generously supported by Sammy Yukuan Lee Foundation.","","","","1st ed.","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hd524",""
"East Asian Maps in the Bruman Collection","ark:/21198/zz002hd53n","ark:/21198/zz002hcnjp","10","Completed with minimal metadata","Page","Masters/Maps/east_asian_maps/image/G7830S_250_U51/G7830S_250_U51_NN51_12_ED1.tif","109","","","","pd","","","cartographic","map","","","","University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection","westernmost: E1240000|~|easternmost: E1260000|~|northernmost: N0530000|~|southernmost: N0520000","I-Hsi-K'en Ho","G7830S_250_U51_NN51_12_ED1","","","Access to this collection is generously supported by Sammy Yukuan Lee Foundation.","","","","1st ed.","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hd53n",""
"East Asian Maps in the Bruman Collection","ark:/21198/zz002hd545","ark:/21198/zz002hcnjp","10","Completed with minimal metadata","Page","Masters/Maps/east_asian_maps/image/G7830S_250_U51/G7830S_250_U51_NN51_7_ED1.tif","110","","","","pd","","","cartographic","map","","","","University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection","westernmost: E1200000|~|easternmost: E1220000|~|northernmost: N0540000|~|southernmost: N0530000","Yerofey Pavlovich","G7830S_250_U51_NN51_7_ED1","","","Access to this collection is generously supported by Sammy Yukuan Lee Foundation.","","","","1st ed.","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hd545",""
"East Asian Maps in the Bruman Collection","ark:/21198/zz002hd55p","ark:/21198/zz002hcnjp","10","Completed with minimal metadata","Page","Masters/Maps/east_asian_maps/image/G7830S_250_U51/G7830S_250_U51_NN51_8_ED1.tif","111","","","","pd","","","cartographic","map","","","","University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection","westernmost: E1220000|~|easternmost: E1240000|~|northernmost: N0540000|~|southernmost: N0530000","Dzhalinda","G7830S_250_U51_NN51_8_ED1","","","Access to this collection is generously supported by Sammy Yukuan Lee Foundation.","","","","1st ed.","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hd55p",""
"East Asian Maps in the Bruman Collection","ark:/21198/zz002hd566","ark:/21198/zz002hcnjp","10","Completed with minimal metadata","Page","Masters/Maps/east_asian_maps/image/G7830S_250_U51/G7830S_250_U51_NN51_9_ED1.tif","112","","","","pd","","","cartographic","map","","","","University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection","westernmost: E1240000|~|easternmost: E1260000|~|southernmost: N0530000|~|northernmost: N0540000","Magdagachi","G7830S_250_U51_NN51_9_ED1","","","Access to this collection is generously supported by Sammy Yukuan Lee Foundation.","","","","1st ed.","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hd566",""
"East Asian Maps in the Bruman Collection","ark:/21198/zz002hd57q","ark:/21198/zz002hcnjp","10","Completed with minimal metadata","Page","Masters/Maps/east_asian_maps/image/G7830S_250_U51/G7830S_250_U51_NN52_10_ED1.tif","113","","","","pd","","","cartographic","map","","","","University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection","westernmost: E1260000|~|easternmost: E1280000|~|northernmost: N0530000|~|southernmost: N0520000","Ou-P'u","G7830S_250_U51_NN52_10_ED1","","","Access to this collection is generously supported by Sammy Yukuan Lee Foundation.","","","","1st ed.","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hd57q",""
