File Name,Item Sequence,Visibility,Title,IIIF Range,viewingHint,Text direction,Parent ARK,ark:/21198/n1qd0c/sw43zc5x,Object Type,Rights.statementLocal
Masters/othermasters/dl_toganoo/masters/3680022/ucla_3680022_061.tif,61,,Page 60,,,,ark:/21198/n1qd0c,ark:/21198/n1qd0c/cf43qc6f,Page,
Masters/othermasters/dl_toganoo/masters/3680022/ucla_3680022_062.tif,62,,Page 61,,,,ark:/21198/n1qd0c,ark:/21198/n1qd0c/03442k8d,Page,
Masters/othermasters/dl_toganoo/masters/3680022/ucla_3680022_063.tif,63,,Page 62,,,,ark:/21198/n1qd0c,ark:/21198/n1qd0c/82332q47,Page,
Masters/othermasters/dl_toganoo/masters/3680022/ucla_3680022_064.tif,64,,Page 63,,,,ark:/21198/n1qd0c,ark:/21198/n1qd0c/6s74gx9v,Page,
Masters/othermasters/dl_toganoo/masters/3680022/ucla_3680022_065.tif,65,,Page 64,,,,ark:/21198/n1qd0c,ark:/21198/n1qd0c/53430h7j,Page,
Masters/othermasters/dl_toganoo/masters/3680022/ucla_3680022_066.tif,66,,Page 65,,,,ark:/21198/n1qd0c,ark:/21198/n1qd0c/2t111b7p,Page,
Masters/othermasters/dl_toganoo/masters/3680022/ucla_3680022_067.tif,67,,Page 66,,,,ark:/21198/n1qd0c,ark:/21198/n1qd0c/xd33c76r,Page,
Masters/othermasters/dl_toganoo/masters/3680022/ucla_3680022_068.tif,68,,Page 67,,,,ark:/21198/n1qd0c,ark:/21198/n1qd0c/h2389r6q,Page,
Masters/othermasters/dl_toganoo/masters/3680022/ucla_3680022_069.tif,69,,Page 68,,,,ark:/21198/n1qd0c,ark:/21198/n1qd0c/1m53q91w,Page,
Masters/othermasters/dl_toganoo/masters/3680022/ucla_3680022_070.tif,70,,Page 69,,,,ark:/21198/n1qd0c,ark:/21198/n1qd0c/zg16dq9g,Page,
Masters/othermasters/dl_toganoo/masters/3680022/ucla_3680022_071.tif,71,,Page 70,,,,ark:/21198/n1qd0c,ark:/21198/n1qd0c/5771kf0x,Page,
Masters/othermasters/dl_toganoo/masters/3680022/ucla_3680022_072.tif,72,,Page 71,,,,ark:/21198/n1qd0c,ark:/21198/n1qd0c/5h76tw04,Page,
Masters/othermasters/dl_toganoo/masters/3680022/ucla_3680022_073.tif,73,,Page 72,,,,ark:/21198/n1qd0c,ark:/21198/n1qd0c/5z324c1s,Page,
Masters/othermasters/dl_toganoo/masters/3680022/ucla_3680022_074.tif,74,,Page 73,,,,ark:/21198/n1qd0c,ark:/21198/n1qd0c/qt623n4b,Page,
Masters/othermasters/dl_toganoo/masters/3680022/ucla_3680022_075.tif,75,,Page 74,,,,ark:/21198/n1qd0c,ark:/21198/n1qd0c/rs75m44d,Page,
Masters/othermasters/dl_toganoo/masters/3680022/ucla_3680022_076.tif,76,,Page 75,,,,ark:/21198/n1qd0c,ark:/21198/n1qd0c/2168r546,Page,
Masters/othermasters/dl_toganoo/masters/3680022/ucla_3680022_077.tif,77,,Page 76,,,,ark:/21198/n1qd0c,ark:/21198/n1qd0c/pp03hg2f,Page,
Masters/othermasters/dl_toganoo/masters/3680022/ucla_3680022_078.tif,78,,Page 77,,,,ark:/21198/n1qd0c,ark:/21198/n1qd0c/rk11hv6b,Page,
Masters/othermasters/dl_toganoo/masters/3680022/ucla_3680022_079.tif,79,,Page 78,,,,ark:/21198/n1qd0c,ark:/21198/n1qd0c/v036466f,Page,
Masters/othermasters/dl_toganoo/masters/3680022/ucla_3680022_080.tif,80,,Page 79,,,,ark:/21198/n1qd0c,ark:/21198/n1qd0c/s2520h8t,Page,
Masters/othermasters/dl_toganoo/masters/3680022/ucla_3680022_081.tif,81,,Page 80,,,,ark:/21198/n1qd0c,ark:/21198/n1qd0c/0n61bp9j,Page,
Masters/othermasters/dl_toganoo/masters/3680022/ucla_3680022_082.tif,82,,Page 81,,,,ark:/21198/n1qd0c,ark:/21198/n1qd0c/qf80r406,Page,
Masters/othermasters/dl_toganoo/masters/3680022/ucla_3680022_083.tif,83,,Page 82,,,,ark:/21198/n1qd0c,ark:/21198/n1qd0c/3d27mk6j,Page,
Masters/othermasters/dl_toganoo/masters/3680022/ucla_3680022_084.tif,84,,Page 83,,,,ark:/21198/n1qd0c,ark:/21198/n1qd0c/jd37s12p,Page,
Masters/othermasters/dl_toganoo/masters/3680022/ucla_3680022_085.tif,85,,Page 84,,,,ark:/21198/n1qd0c,ark:/21198/n1qd0c/gb57s09n,Page,
Masters/othermasters/dl_toganoo/masters/3680022/ucla_3680022_086.tif,86,,Page 85,,,,ark:/21198/n1qd0c,ark:/21198/n1qd0c/p1254b24,Page,
Masters/othermasters/dl_toganoo/masters/3680022/ucla_3680022_087.tif,87,,Page 86,,,,ark:/21198/n1qd0c,ark:/21198/n1qd0c/cg53nj39,Page,
Masters/othermasters/dl_toganoo/masters/3680022/ucla_3680022_088.tif,88,,Page 87,,,,ark:/21198/n1qd0c,ark:/21198/n1qd0c/wn22763z,Page,
Masters/othermasters/dl_toganoo/masters/3680022/ucla_3680022_089.tif,89,,Page 88,,,,ark:/21198/n1qd0c,ark:/21198/n1qd0c/wr713s2h,Page,
Masters/othermasters/dl_toganoo/masters/3680022/ucla_3680022_090.tif,90,,Page 89,,,,ark:/21198/n1qd0c,ark:/21198/n1qd0c/hm51kp60,Page,
Masters/othermasters/dl_toganoo/masters/3680022/ucla_3680022_091.tif,91,,Page 90,,,,ark:/21198/n1qd0c,ark:/21198/n1qd0c/dh56gv9k,Page,
Masters/othermasters/dl_toganoo/masters/3680022/ucla_3680022_092.tif,92,,Page 91,,,,ark:/21198/n1qd0c,ark:/21198/n1qd0c/j979027j,Page,
Masters/othermasters/dl_toganoo/masters/3680022/ucla_3680022_093.tif,93,,Page 92,,,,ark:/21198/n1qd0c,ark:/21198/n1qd0c/rm34139t,Page,
Masters/othermasters/dl_toganoo/masters/3680022/ucla_3680022_094.tif,94,,Page 93,,,,ark:/21198/n1qd0c,ark:/21198/n1qd0c/rh267p60,Page,
Masters/othermasters/dl_toganoo/masters/3680022/ucla_3680022_095.tif,95,,Page 94,,,,ark:/21198/n1qd0c,ark:/21198/n1qd0c/3r37qp4v,Page,
Masters/othermasters/dl_toganoo/masters/3680022/ucla_3680022_096.tif,96,,Page 95,,,,ark:/21198/n1qd0c,ark:/21198/n1qd0c/4063z175,Page,
Masters/othermasters/dl_toganoo/masters/3680022/ucla_3680022_097.tif,97,,Page 96,,,,ark:/21198/n1qd0c,ark:/21198/n1qd0c/p337ns3n,Page,
Masters/othermasters/dl_toganoo/masters/3680022/ucla_3680022_098.tif,98,,Page 97,,,,ark:/21198/n1qd0c,ark:/21198/n1qd0c/8z40xv82,Page,
Masters/othermasters/dl_toganoo/masters/3680022/ucla_3680022_099.tif,99,,Page 98,,,,ark:/21198/n1qd0c,ark:/21198/n1qd0c/b1796d49,Page,
Masters/othermasters/dl_toganoo/masters/3680022/ucla_3680022_100.tif,100,,Page 99,,,,ark:/21198/n1qd0c,ark:/21198/n1qd0c/wg85dp23,Page,
Masters/othermasters/dl_toganoo/masters/3680022/ucla_3680022_101.tif,101,,Page 100,,,,ark:/21198/n1qd0c,ark:/21198/n1qd0c/m150hw4g,Page,
Masters/othermasters/dl_toganoo/masters/3680022/ucla_3680022_102.tif,102,,Page 101,,,,ark:/21198/n1qd0c,ark:/21198/n1qd0c/zj82b20v,Page,
Masters/othermasters/dl_toganoo/masters/3680022/ucla_3680022_103.tif,103,,Page 102,,,,ark:/21198/n1qd0c,ark:/21198/n1qd0c/md49843b,Page,
Masters/othermasters/dl_toganoo/masters/3680022/ucla_3680022_104.tif,104,,Page 103,,,,ark:/21198/n1qd0c,ark:/21198/n1qd0c/3b094m6m,Page,
Masters/othermasters/dl_toganoo/masters/3680022/ucla_3680022_105.tif,105,,Page 104,,,,ark:/21198/n1qd0c,ark:/21198/n1qd0c/s040d72v,Page,
Masters/othermasters/dl_toganoo/masters/3680022/ucla_3680022_106.tif,106,,Page 105,,,,ark:/21198/n1qd0c,ark:/21198/n1qd0c/4999r90g,Page,
Masters/othermasters/dl_toganoo/masters/3680022/ucla_3680022_107.tif,107,,Page 106,,,,ark:/21198/n1qd0c,ark:/21198/n1qd0c/5850nr1r,Page,
Masters/othermasters/dl_toganoo/masters/3680022/ucla_3680022_108.tif,108,,Page 107,,,,ark:/21198/n1qd0c,ark:/21198/n1qd0c/qh29gs8d,Page,
Masters/othermasters/dl_toganoo/masters/3680022/ucla_3680022_109.tif,109,,Page 108,,,,ark:/21198/n1qd0c,ark:/21198/n1qd0c/r692xb6j,Page,
Masters/othermasters/dl_toganoo/masters/3680022/ucla_3680022_110.tif,110,,Page 109,,,,ark:/21198/n1qd0c,ark:/21198/n1qd0c/dg30kn1s,Page,
Masters/othermasters/dl_toganoo/masters/3680022/ucla_3680022_111.tif,111,,Page 110,,,,ark:/21198/n1qd0c,ark:/21198/n1qd0c/8984db97,Page,
Masters/othermasters/dl_toganoo/masters/3680022/ucla_3680022_112.tif,112,,Page 111,,,,ark:/21198/n1qd0c,ark:/21198/n1qd0c/rp70zw5g,Page,
Masters/othermasters/dl_toganoo/masters/3680022/ucla_3680022_113.tif,113,,Page 112,,,,ark:/21198/n1qd0c,ark:/21198/n1qd0c/2g00pj5f,Page,
Masters/othermasters/dl_toganoo/masters/3680022/ucla_3680022_114.tif,114,,Page 113,,,,ark:/21198/n1qd0c,ark:/21198/n1qd0c/qs92mn0s,Page,
Masters/othermasters/dl_toganoo/masters/3680022/ucla_3680022_115.tif,115,,Page 114,,,,ark:/21198/n1qd0c,ark:/21198/n1qd0c/dz66mb8n,Page,
Masters/othermasters/dl_toganoo/masters/3680022/ucla_3680022_116.tif,116,,Page 115,,,,ark:/21198/n1qd0c,ark:/21198/n1qd0c/dr89b11p,Page,
Masters/othermasters/dl_toganoo/masters/3680022/ucla_3680022_117.tif,117,,Page 116,,,,ark:/21198/n1qd0c,ark:/21198/n1qd0c/0s065c00,Page,
Masters/othermasters/dl_toganoo/masters/3680022/ucla_3680022_118.tif,118,,Page 117,,,,ark:/21198/n1qd0c,ark:/21198/n1qd0c/w341pn5s,Page,
Masters/othermasters/dl_toganoo/masters/3680022/ucla_3680022_119.tif,119,,Page 118,,,,ark:/21198/n1qd0c,ark:/21198/n1qd0c/9235vx41,Page,
Masters/othermasters/dl_toganoo/masters/3680022/ucla_3680022_120.tif,120,,Page 119,,,,ark:/21198/n1qd0c,ark:/21198/n1qd0c/db572n3j,Page,
Masters/othermasters/dl_toganoo/masters/3680022/ucla_3680022_121.tif,121,,Page 120,,,,ark:/21198/n1qd0c,ark:/21198/n1qd0c/t422255j,Page,
Masters/othermasters/dl_toganoo/masters/3680022/ucla_3680022_122.tif,122,,Page 121,,,,ark:/21198/n1qd0c,ark:/21198/n1qd0c/m020b51c,Page,
Masters/othermasters/dl_toganoo/masters/3680022/ucla_3680022_123.tif,123,,Page 122,,,,ark:/21198/n1qd0c,ark:/21198/n1qd0c/xj69sv05,Page,
Masters/othermasters/dl_toganoo/masters/3680022/ucla_3680022_124.tif,124,,Page 123,,,,ark:/21198/n1qd0c,ark:/21198/n1qd0c/r1156m1t,Page,
Masters/othermasters/dl_toganoo/masters/3680022/ucla_3680022_125.tif,125,,Page 124,,,,ark:/21198/n1qd0c,ark:/21198/n1qd0c/vw23wf62,Page,
Masters/othermasters/dl_toganoo/masters/3680022/ucla_3680022_126.tif,126,,Page 125,,,,ark:/21198/n1qd0c,ark:/21198/n1qd0c/4c72t74g,Page,
Masters/othermasters/dl_toganoo/masters/3680022/ucla_3680022_127.tif,127,,Page 126,,,,ark:/21198/n1qd0c,ark:/21198/n1qd0c/9839jc7b,Page,
Masters/othermasters/dl_toganoo/masters/3680022/ucla_3680022_128.tif,128,,Page 127,,,,ark:/21198/n1qd0c,ark:/21198/n1qd0c/w199g28c,Page,
Masters/othermasters/dl_toganoo/masters/3680022/ucla_3680022_129.tif,129,,Page 128,,,,ark:/21198/n1qd0c,ark:/21198/n1qd0c/t5408g1z,Page,
Masters/othermasters/dl_toganoo/masters/3680022/ucla_3680022_130.tif,130,,Page 129,,,,ark:/21198/n1qd0c,ark:/21198/n1qd0c/kj679c77,Page,
Masters/othermasters/dl_toganoo/masters/3680022/ucla_3680022_131.tif,131,,Page 130,,,,ark:/21198/n1qd0c,ark:/21198/n1qd0c/b531x951,Page,
Masters/othermasters/dl_toganoo/masters/3680022/ucla_3680022_132.tif,132,,Page 131,,,,ark:/21198/n1qd0c,ark:/21198/n1qd0c/3077p766,Page,
Masters/othermasters/dl_toganoo/masters/3680022/ucla_3680022_133.tif,133,,Page 132,,,,ark:/21198/n1qd0c,ark:/21198/n1qd0c/b5338q62,Page,
Masters/othermasters/dl_toganoo/masters/3680022/ucla_3680022_134.tif,134,,Page 133,,,,ark:/21198/n1qd0c,ark:/21198/n1qd0c/0d829s53,Page,
Masters/othermasters/dl_toganoo/masters/3680022/ucla_3680022_135.tif,135,,Page 134,,,,ark:/21198/n1qd0c,ark:/21198/n1qd0c/rn18bp9j,Page,
Masters/othermasters/dl_toganoo/masters/3680022/ucla_3680022_136.tif,136,,Page 135,,,,ark:/21198/n1qd0c,ark:/21198/n1qd0c/5r17dq03,Page,
Masters/othermasters/dl_toganoo/masters/3680022/ucla_3680022_137.tif,137,,Page 136,,,,ark:/21198/n1qd0c,ark:/21198/n1qd0c/bp87g168,Page,
Masters/othermasters/dl_toganoo/masters/3680022/ucla_3680022_138.tif,138,,Page 137,,,,ark:/21198/n1qd0c,ark:/21198/n1qd0c/k769rt5z,Page,
Masters/othermasters/dl_toganoo/masters/3680022/ucla_3680022_139.tif,139,,Page 138,,,,ark:/21198/n1qd0c,ark:/21198/n1qd0c/m185v89v,Page,
Masters/othermasters/dl_toganoo/masters/3680022/ucla_3680022_140.tif,140,,Page 139,,,,ark:/21198/n1qd0c,ark:/21198/n1qd0c/cb31ng83,Page,
Masters/othermasters/dl_toganoo/masters/3680022/ucla_3680022_141.tif,141,,Page 140,,,,ark:/21198/n1qd0c,ark:/21198/n1qd0c/6z75970h,Page,
Masters/othermasters/dl_toganoo/masters/3680022/ucla_3680022_142.tif,142,,Page 141,,,,ark:/21198/n1qd0c,ark:/21198/n1qd0c/pm49mc21,Page,
Masters/othermasters/dl_toganoo/masters/3680022/ucla_3680022_143.tif,143,,Page 142,,,,ark:/21198/n1qd0c,ark:/21198/n1qd0c/np93gg4d,Page,
Masters/othermasters/dl_toganoo/masters/3680022/ucla_3680022_144.tif,144,,Page 143,,,,ark:/21198/n1qd0c,ark:/21198/n1qd0c/b160cb0v,Page,
Masters/othermasters/dl_toganoo/masters/3680022/ucla_3680022_145.tif,145,,Page 144,,,,ark:/21198/n1qd0c,ark:/21198/n1qd0c/1z63j31n,Page,
Masters/othermasters/dl_toganoo/masters/3680022/ucla_3680022_146.tif,146,,Page 145,,,,ark:/21198/n1qd0c,ark:/21198/n1qd0c/f785sm7p,Page,
Masters/othermasters/dl_toganoo/masters/3680022/ucla_3680022_147.tif,147,,Page 146,,,,ark:/21198/n1qd0c,ark:/21198/n1qd0c/1b66s24j,Page,
Masters/othermasters/dl_toganoo/masters/3680022/ucla_3680022_148.tif,148,,Page 147,,,,ark:/21198/n1qd0c,ark:/21198/n1qd0c/q090dc95,Page,
Masters/othermasters/dl_toganoo/masters/3680022/ucla_3680022_149.tif,149,,Page 148,,,,ark:/21198/n1qd0c,ark:/21198/n1qd0c/mg90bb0m,Page,
Masters/othermasters/dl_toganoo/masters/3680022/ucla_3680022_150.tif,150,,Page 149,,,,ark:/21198/n1qd0c,ark:/21198/n1qd0c/g5908b0c,Page,
Masters/othermasters/dl_toganoo/masters/3680022/ucla_3680022_151.tif,151,,Page 150,,,,ark:/21198/n1qd0c,ark:/21198/n1qd0c/mj077489,Page,
Masters/othermasters/dl_toganoo/masters/3680022/ucla_3680022_152.tif,152,,Page 151,,,,ark:/21198/n1qd0c,ark:/21198/n1qd0c/d897h94r,Page,
Masters/othermasters/dl_toganoo/masters/3680022/ucla_3680022_153.tif,153,,Page 152,,,,ark:/21198/n1qd0c,ark:/21198/n1qd0c/m711kv17,Page,
Masters/othermasters/dl_toganoo/masters/3680022/ucla_3680022_154.tif,154,,Page 153,,,,ark:/21198/n1qd0c,ark:/21198/n1qd0c/xd728m4x,Page,
Masters/othermasters/dl_toganoo/masters/3680022/ucla_3680022_155.tif,155,,Page 154,,,,ark:/21198/n1qd0c,ark:/21198/n1qd0c/rm86614r,Page,
Masters/othermasters/dl_toganoo/masters/3680022/ucla_3680022_156.tif,156,,Page 155,,,,ark:/21198/n1qd0c,ark:/21198/n1qd0c/3b275784,Page,
Masters/othermasters/dl_toganoo/masters/3680022/ucla_3680022_157.tif,157,,Page 156,,,,ark:/21198/n1qd0c,ark:/21198/n1qd0c/8631pt28,Page,
Masters/othermasters/dl_toganoo/masters/3680022/ucla_3680022_158.tif,158,,Page 157,,,,ark:/21198/n1qd0c,ark:/21198/n1qd0c/w003vg8b,Page,
Masters/othermasters/dl_toganoo/masters/3680022/ucla_3680022_159.tif,159,,Page 158,,,,ark:/21198/n1qd0c,ark:/21198/n1qd0c/rq097d25,Page,
