Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,Thumbnail,Name.creator,Type.typeOfResource,viewingHint,Text direction,Visibility,IIIF Range,Type.genre,Rights.copyrightStatus,Rights.publicationStatus,Coverage.geographic,Name.subject,Name.contributor,Subject,Rights.countryCreation,Rights.rightsHolderContact,Language,AltTitle.uniform,Name.architect,Name.photographer,AltTitle.other,Name.repository,Relation.isPartOf,Format.dimensions,Alt ID.local,Rights.statementLocal,Description.note,Title,Date.creation,Format.extent,Date.normalized,Format.medium,Publisher.placeOfOrigin,Publisher.publisherName,Description.abstract,Opac url,Alt ID.url
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz001nqzdq,ark:/21198/zz0008b9tw,2,Completed,Work,neutra/masters/srgb/21198-zz001nqzdq_1439270_master.tif,,,,,,still image,,,,,Black-and-white photographs,,,Idaho,,,dwellings|~|Architecture--California--20th century,,,eng,"Mountain Home Air Force Base Housing (Boise, Idaho)",Neutra and Alexander,"Johnson, Ansgar",,,"Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",20.5 x 25 cm,C1179_b847_f(4)_mt home # 035,,,"Mountain Home Air Force Base Housing, dining room, Boise, Idaho, 1950-1960",Between 1950 and 1960,1 photographic print,1950/1960,b&w,,,,,
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz001nqzf7,ark:/21198/zz0008b9tw,2,Completed,Work,neutra/masters/srgb/21198-zz001nqzf7_1439279_master.tif,,,,,,still image,,,,,Black-and-white photographs,,,Idaho,,,dwellings|~|Architecture--California--20th century,,,eng,"Mountain Home Air Force Base Housing (Boise, Idaho)",Neutra and Alexander,McNeil Studio,,,"Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",20.5 x 25 cm,C1179_b847_f(4)_mt home # 050,,,"Mountain Home Air Force Base Housing, kitchen, Boise, Idaho, 1950-1960",Between 1950 and 1960,1 photographic print,1950/1960,b&w,,,,,
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz001nqzgr,ark:/21198/zz0008b9tw,2,Completed,Work,neutra/masters/srgb/21198-zz001nqzgr_1439285_master.tif,,,,,,still image,,,,,Renderings,,,Idaho,,,dwellings|~|Architecture--California--20th century,,,eng,"Mountain Home Air Force Base Housing (Boise, Idaho)",Neutra and Alexander,,,,"Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",20.5 x 25 cm,C1179_b847_f(4)_mt home int # 002,,,"Mountain Home Air Force Base Housing, rendering of extended living quarters, Boise, Idaho, 1950-1960",Between 1950 and 1960,1 print,1950/1960,,,,,,
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz001nqzh8,ark:/21198/zz0008b9tw,2,Completed,Work,neutra/masters/srgb/21198-zz001nqzh8_1439291_master.tif,,,,,,still image,,,,,Black-and-white photographs,,,Idaho,,,dwellings|~|Architecture--California--20th century,,,eng,"Mountain Home Air Force Base Housing (Boise, Idaho)",Neutra and Alexander,,,,"Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",20.5 x 25 cm,C1179_b847_f(5)_mt home # 001,,,"Mountain Home Air Force Base Housing, exterior, Boise, Idaho, 1950-1960",Between 1950 and 1960,1 photographic print,1950/1960,b&w,,,,,
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz001nqzjs,ark:/21198/zz0008b9tw,1,In progress,Work,neutra/masters/srgb/21198-zz001nqzjs_1439294_master.tif,,,,,,still image,,,private,,Black-and-white photographs,,,Idaho,,,dwellings|~|Architecture--California--20th century,,,eng,"Mountain Home Air Force Base Housing (Boise, Idaho)",Neutra and Alexander,,,,"Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",20.5 x 25 cm,C1179_b847_f(5)_mt home # 002,,,"Mountain Home Air Force Base Housing, exterior, Boise, Idaho, 1950-1960",Between 1950 and 1960,1 photographic print,1950/1960,b&w,,,,,
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz00293n6f,ark:/21198/zz0008b9tw,1,In progress,Work,neutra/masters/srgb/21198-zz00293n6f_1966590_master.tif,,,,,"Neutra, Richard Joseph, $d 1892-1970",still image,,,private,,,,,,,,,,,,,,,,,"Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",,uclamss_1179_b62_f5_001,,,uclamss_1179_b62_f5_001,,,,,,,,,
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz00293rfh,ark:/21198/zz0008b9tw,4,Derived,Work,neutra/masters/srgb/21198-zz00293rfh_1967029_master.tif,,,,,"Neutra, Richard Joseph, $d 1892-1970",still image,,,private,,,,,,,,,,,,,,,,,"Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",,uclamss_1179_b269_f7_001,,,uclamss_1179_b269_f7_001,,,,,,,,,
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz00293rg1,ark:/21198/zz0008b9tw,4,Derived,Work,neutra/masters/srgb/21198-zz00293rg1_1967088_master.tif,,,,,"Neutra, Richard Joseph, $d 1892-1970",still image,,,private,,,,,,,,,,,,,,,,,"Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",,uclamss_1179_b745_002,,,uclamss_1179_b745_002,,,,,,,,,
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz00293rhj,ark:/21198/zz0008b9tw,4,Derived,Work,neutra/masters/srgb/21198-zz00293rhj_1967058_master.tif,,,,,"Neutra, Richard Joseph, $d 1892-1970",still image,,,private,,,,,,,,,,,,,,,,,"Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",,uclamss_1179_b361_f5_430,,,uclamss_1179_b361_f5_430,,,,,,,,,
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz00293rj2,ark:/21198/zz0008b9tw,4,Derived,Work,neutra/masters/srgb/21198-zz00293rj2_1967093_master.tif,,,,,"Neutra, Richard Joseph, $d 1892-1970",still image,,,private,,,,,,,,,,,,,,,,,"Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",,uclamss_1179_b773_f7_Adelphi Library,,,uclamss_1179_b773_f7_Adelphi Library,,,,,,,,,
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz00293rkk,ark:/21198/zz0008b9tw,4,Derived,Work,neutra/masters/srgb/21198-zz00293rkk_1967038_master.tif,,,,,"Neutra, Richard Joseph, $d 1892-1970",still image,,,private,,,,,,,,,,,,,,,,,"Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",,uclamss_1179_b269_f7_004,,,uclamss_1179_b269_f7_004,,,,,,,,,
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz00293rm3,ark:/21198/zz0008b9tw,4,Derived,Work,neutra/masters/srgb/21198-zz00293rm3_1967061_master.tif,,,,,"Neutra, Richard Joseph, $d 1892-1970",still image,,,private,,,,,,,,,,,,,,,,,"Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",,uclamss_1179_b361_f5_431,,,uclamss_1179_b361_f5_431,,,,,,,,,
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz00293rnm,ark:/21198/zz0008b9tw,4,Derived,Work,neutra/masters/srgb/21198-zz00293rnm_1967096_master.tif,,,,,"Neutra, Richard Joseph, $d 1892-1970",still image,,,private,,,,,,,,,,,,,,,,,"Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",,uclamss_1179_b774_f3_Adelphi College-tHE CROSSAXIS OF THE QUADRANGLE ADELPHI UNIVERSITY,,,uclamss_1179_b774_f3_Adelphi College-tHE CROSSAXIS OF THE QUADRANGLE ADELPHI UNIVERSITY,,,,,,,,,
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz00293rp4,ark:/21198/zz0008b9tw,4,Derived,Work,neutra/masters/srgb/21198-zz00293rp4_1967035_master.tif,,,,,"Neutra, Richard Joseph, $d 1892-1970",still image,,,private,,,,,,,,,,,,,,,,,"Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",,uclamss_1179_b269_f7_003,,,uclamss_1179_b269_f7_003,,,,,,,,,
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz00293rqn,ark:/21198/zz0008b9tw,4,Derived,Work,neutra/masters/srgb/21198-zz00293rqn_1967026_master.tif,,,,,"Neutra, Richard Joseph, $d 1892-1970",still image,,,private,,,,,,,,,,,,,,,,,"Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",,uclamss_1179_b269_f5_003,,,uclamss_1179_b269_f5_003,,,,,,,,,
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz00293rr5,ark:/21198/zz0008b9tw,4,Derived,Work,neutra/masters/srgb/21198-zz00293rr5_1967159_master.tif,,,,,"Neutra, Richard Joseph, $d 1892-1970",still image,,,private,,,,,,,,,,,,,,,,,"Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",,uclamss_1179_b781_f8_005,,,uclamss_1179_b781_f8_005,,,,,,,,,
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz00293rsp,ark:/21198/zz0008b9tw,4,Derived,Work,neutra/masters/srgb/21198-zz00293rsp_1967064_master.tif,,,,,"Neutra, Richard Joseph, $d 1892-1970",still image,,,private,,,,,,,,,,,,,,,,,"Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",,uclamss_1179_b361_f5_432,,,uclamss_1179_b361_f5_432,,,,,,,,,
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz00293rt6,ark:/21198/zz0008b9tw,4,Derived,Work,neutra/masters/srgb/21198-zz00293rt6_1967023_master.tif,,,,,"Neutra, Richard Joseph, $d 1892-1970",still image,,,private,,,,,,,,,,,,,,,,,"Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",,uclamss_1179_b269_f5_002,,,uclamss_1179_b269_f5_002,,,,,,,,,
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz00293rvq,ark:/21198/zz0008b9tw,4,Derived,Work,neutra/masters/srgb/21198-zz00293rvq_1967153_master.tif,,,,,"Neutra, Richard Joseph, $d 1892-1970",still image,,,private,,,,,,,,,,,,,,,,,"Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",,uclamss_1179_b781_f8_003,,,uclamss_1179_b781_f8_003,,,,,,,,,
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz00293rw7,ark:/21198/zz0008b9tw,4,Derived,Work,neutra/masters/srgb/21198-zz00293rw7_1967067_master.tif,,,,,"Neutra, Richard Joseph, $d 1892-1970",still image,,,private,,,,,,,,,,,,,,,,,"Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",,uclamss_1179_b361_f5_433,,,uclamss_1179_b361_f5_433,,,,,,,,,
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz00293rxr,ark:/21198/zz0008b9tw,4,Derived,Work,neutra/masters/srgb/21198-zz00293rxr_1967003_master.tif,,,,,"Neutra, Richard Joseph, $d 1892-1970",still image,,,private,,,,,,,,,,,,,,,,,"Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",,uclamss_1179_b62_f5_002,,,uclamss_1179_b62_f5_002,,,,,,,,,
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz00293rz8,ark:/21198/zz0008b9tw,4,Derived,Work,neutra/masters/srgb/21198-zz00293rz8_1967052_master.tif,,,,,"Neutra, Richard Joseph, $d 1892-1970",still image,,,private,,,,,,,,,,,,,,,,,"Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",,uclamss_1179_b310_f1_002,,,uclamss_1179_b310_f1_002,,,,,,,,,
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz00293s08,ark:/21198/zz0008b9tw,4,Derived,Work,neutra/masters/srgb/21198-zz00293s08_1967111_master.tif,,,,,"Neutra, Richard Joseph, $d 1892-1970",still image,,,private,,,,,,,,,,,,,,,,,"Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",,uclamss_1179_b781_f3_005,,,uclamss_1179_b781_f3_005,,,,,,,,,
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz00293s1s,ark:/21198/zz0008b9tw,4,Derived,Work,neutra/masters/srgb/21198-zz00293s1s_1967141_master.tif,,,,,"Neutra, Richard Joseph, $d 1892-1970",still image,,,private,,,,,,,,,,,,,,,,,"Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",,uclamss_1179_b781_f6_001,,,uclamss_1179_b781_f6_001,,,,,,,,,
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz00293s29,ark:/21198/zz0008b9tw,4,Derived,Work,neutra/masters/srgb/21198-zz00293s29_1967032_master.tif,,,,,"Neutra, Richard Joseph, $d 1892-1970",still image,,,private,,,,,,,,,,,,,,,,,"Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",,uclamss_1179_b269_f7_002,,,uclamss_1179_b269_f7_002,,,,,,,,,
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz00293s3t,ark:/21198/zz0008b9tw,4,Derived,Work,neutra/masters/srgb/21198-zz00293s3t_1967041_master.tif,,,,,"Neutra, Richard Joseph, $d 1892-1970",still image,,,private,,,,,,,,,,,,,,,,,"Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",,uclamss_1179_b310_f1_001,,,uclamss_1179_b310_f1_001,,,,,,,,,
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz00293s4b,ark:/21198/zz0008b9tw,4,Derived,Work,neutra/masters/srgb/21198-zz00293s4b_1967105_master.tif,,,,,"Neutra, Richard Joseph, $d 1892-1970",still image,,,private,,,,,,,,,,,,,,,,,"Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",,uclamss_1179_b781_f3_003,,,uclamss_1179_b781_f3_003,,,,,,,,,
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz00293s5v,ark:/21198/zz0008b9tw,4,Derived,Work,neutra/masters/srgb/21198-zz00293s5v_1967132_master.tif,,,,,"Neutra, Richard Joseph, $d 1892-1970",still image,,,private,,,,,,,,,,,,,,,,,"Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",,uclamss_1179_b781_f5_006,,,uclamss_1179_b781_f5_006,,,,,,,,,
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz00293s6c,ark:/21198/zz0008b9tw,4,Derived,Work,neutra/masters/srgb/21198-zz00293s6c_1967108_master.tif,,,,,"Neutra, Richard Joseph, $d 1892-1970",still image,,,private,,,,,,,,,,,,,,,,,"Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",,uclamss_1179_b781_f3_004,,,uclamss_1179_b781_f3_004,,,,,,,,,
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz00293s7w,ark:/21198/zz0008b9tw,4,Derived,Work,neutra/masters/srgb/21198-zz00293s7w_1967144_master.tif,,,,,"Neutra, Richard Joseph, $d 1892-1970",still image,,,private,,,,,,,,,,,,,,,,,"Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",,uclamss_1179_b781_f6_002,,,uclamss_1179_b781_f6_002,,,,,,,,,
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz00293s8d,ark:/21198/zz0008b9tw,4,Derived,Work,neutra/masters/srgb/21198-zz00293s8d_1967082_master.tif,,,,,"Neutra, Richard Joseph, $d 1892-1970",still image,,,private,,,,,,,,,,,,,,,,,"Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",,uclamss_1179_b700_001,,,uclamss_1179_b700_001,,,,,,,,,
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz00293s9x,ark:/21198/zz0008b9tw,4,Derived,Work,neutra/masters/srgb/21198-zz00293s9x_1967009_master.tif,,,,,"Neutra, Richard Joseph, $d 1892-1970",still image,,,private,,,,,,,,,,,,,,,,,"Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",,uclamss_1179_b71_f1_004,,,"Leddy, Albert M., correspondence",,,,,,,,,
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz00293sbf,ark:/21198/zz0008b9tw,4,Derived,Work,neutra/masters/srgb/21198-zz00293sbf_1967079_master.tif,,,,,"Neutra, Richard Joseph, $d 1892-1970",still image,,,private,,,,,,,,,,,,,,,,,"Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",,uclamss_1179_b361_f5_437,,,uclamss_1179_b361_f5_437,,,,,,,,,
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz00293scz,ark:/21198/zz0008b9tw,4,Derived,Work,neutra/masters/srgb/21198-zz00293scz_1967099_master.tif,,,,,"Neutra, Richard Joseph, $d 1892-1970",still image,,,private,,,,,,,,,,,,,,,,,"Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",,uclamss_1179_b781_f3_001,,,uclamss_1179_b781_f3_001,,,,,,,,,
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz00293sdg,ark:/21198/zz0008b9tw,4,Derived,Work,neutra/masters/srgb/21198-zz00293sdg_1967012_master.tif,,,,,"Neutra, Richard Joseph, $d 1892-1970",still image,,,private,,,,,,,,,,,,,,,,,"Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",,uclamss_1179_b269_f5_001,,,uclamss_1179_b269_f5_001,,,,,,,,,
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz00293sf0,ark:/21198/zz0008b9tw,4,Derived,Work,neutra/masters/srgb/21198-zz00293sf0_1967123_master.tif,,,,,"Neutra, Richard Joseph, $d 1892-1970",still image,,,private,,,,,,,,,,,,,,,,,"Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",,uclamss_1179_b781_f5_003,,,uclamss_1179_b781_f5_003,,,,,,,,,
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz00293sgh,ark:/21198/zz0008b9tw,4,Derived,Work,neutra/masters/srgb/21198-zz00293sgh_1967102_master.tif,,,,,"Neutra, Richard Joseph, $d 1892-1970",still image,,,private,,,,,,,,,,,,,,,,,"Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",,uclamss_1179_b781_f3_002,,,uclamss_1179_b781_f3_002,,,,,,,,,
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz00293sh1,ark:/21198/zz0008b9tw,4,Derived,Work,neutra/masters/srgb/21198-zz00293sh1_1967006_master.tif,,,,,"Neutra, Richard Joseph, $d 1892-1970",still image,,,private,,,,,,,,,,,,,,,,,"Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",,uclamss_1179_b71_f1_001,,,"Leddy, Albert M., correspondence",,,,,,,,,
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz00293sjj,ark:/21198/zz0008b9tw,4,Derived,Work,neutra/masters/srgb/21198-zz00293sjj_1967129_master.tif,,,,,"Neutra, Richard Joseph, $d 1892-1970",still image,,,private,,,,,,,,,,,,,,,,,"Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",,uclamss_1179_b781_f5_005,,,uclamss_1179_b781_f5_005,,,,,,,,,
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz00293sk2,ark:/21198/zz0008b9tw,4,Derived,Work,neutra/masters/srgb/21198-zz00293sk2_1967135_master.tif,,,,,"Neutra, Richard Joseph, $d 1892-1970",still image,,,private,,,,,,,,,,,,,,,,,"Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",,uclamss_1179_b781_f5_007,,,uclamss_1179_b781_f5_007,,,,,,,,,
