Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,Thumbnail,Name.creator,Type.typeOfResource,viewingHint,Text direction,Visibility,IIIF Range,Type.genre,Rights.copyrightStatus,Rights.publicationStatus,Coverage.geographic,Name.subject,Name.contributor,Subject,Rights.countryCreation,Rights.rightsHolderContact,Language,AltTitle.uniform,Name.architect,Name.photographer,AltTitle.other,Name.repository,Relation.isPartOf,Format.dimensions,Alt ID.local,Rights.statementLocal,Description.note,Title,Date.creation,Format.extent,Date.normalized,Format.medium,Publisher.placeOfOrigin,Publisher.publisherName,Description.abstract,Opac url,Alt ID.url
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz0019rp1g,ark:/21198/zz0008b9tw,2,Completed,Work,neutra/masters/21198-zz0019rp1g_737643_master.tif,,,,,"Neutra, Richard Joseph, $d 1892-1970",still image,,,,,Sketches,,,California,,,Drawings,,,,,,,,,"Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",25.5 x 35.5 cm,uclamss_1179_b1905_f12|~|Travel sketches,,"Inscription by artist reads ""Palomar Siebenka[ff].""  Signed and dated on bottom middle.|~|Drawing of a girl sitting on a hill reading a book.","Palomar Siebenka[ff], 1946.",1946,1 sketch,1946,crayon on paper,,,,,
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz0019rp20,ark:/21198/zz0008b9tw,1,In progress,Work,neutra/masters/21198-zz0019rp20_737642_master.tif,,,,,,still image,,,private,,Architectural drawings,,,California,,,dwellings|~|Architecture--California--20th century,,,,"Von Sternberg House (San Fernando Valley, Calif.)","Neutra, Richard Joseph, $d 1892-1970",,,,"Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",23 x 28.5 cm,uclamss_1179_f0938_060,,,"Von Sternberg House, preliminary drawing, 2 southwest views, Northridge, California, 1935",1935,1 drawing,1935,graphite on tracing paper,,,,,
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz0019rp3h,ark:/21198/zz0008b9tw,1,In progress,Work,neutra/masters/21198-zz0019rp3h_737657_master.tif,,,,,,still image,,,private,,Architectural drawings,,,California,,,dwellings|~|Architecture--California--20th century,,,eng,"Von Sternberg House (San Fernando Valley, Calif.)","Neutra, Richard Joseph, $d 1892-1970",,,,"Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",21 x 26.5 cm,uclamss_1179_f0938_061,,Title supplied by archivist.|~|Drawing of garage door (?) and cutaway structural detail.,"Von Sternberg House, preliminary drawing, Northridge, California, 1935",1935,1 drawing,1935,graphite on tracing paper,,,,,
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz0019rp41,ark:/21198/zz0008b9tw,2,Completed,Work,neutra/masters/21198-zz0019rp41_737666_master.tif,,,,,"Neutra, Richard Joseph, $d 1892-1970",still image,,,,,Sketches,,,,,,Drawings,,,,,,,,,"Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",33.5 x 25 cm,uclamss_1179_b1905_f13|~|Travel sketches,,"Drawing of a woman possibly playing Porpora on the cello.  The woman is possibly wearing traditional clothing of the region.|~|Inscription by artist reads ""Porpora / 23.""  Signed and dated on bottom right.","Porpora, 1923.",1923,1 sketch,1923,crayon on tracing vellum,,,,,
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz0019rp62,ark:/21198/zz0008b9tw,1,In progress,Work,neutra/masters/21198-zz0019rp62_737668_master.tif,,,,,,still image,,,private,,Architectural drawings,,,California,,,dwellings|~|Architecture--California--20th century,,,eng,"Von Sternberg House (San Fernando Valley, Calif.)","Neutra, Richard Joseph, $d 1892-1970",,,,"Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",21.5 x 32.5 cm,uclamss_1179_f0938_062,,Title supplied by archivist.|~|Rough sketch of exterior estate with street names and directions.,"Von Sternberg House, sketch, exterior, Northridge, California, 1935",1935,1 drawing,1935,graphite on paper,,,,,
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz0019rp7k,ark:/21198/zz0008b9tw,2,Completed,Work,neutra/masters/21198-zz0019rp7k_737681_master.tif,,,,,"Neutra, Richard Joseph, $d 1892-1970",still image,,,,,Sketches,,,,,,Drawings,,,,,,,,,"Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",41 x 26 cm,uclamss_1179_b1905_f14,,Reclining Nude Female with her legs crossed facing slightly left away from the view.|~|Title supplied by archivist.  Possibly dated on bottom right.,"Reclining Nude Female, [1917].",[1917],1 sketch,1917,pencil on paper,,,,,
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz0019rpcn,ark:/21198/zz0008b9tw,2,Completed,Work,neutra/masters/21198-zz0019rpcn_737696_master.tif,,,,,"Neutra, Richard Joseph, $d 1892-1970",still image,,,,,Sketches,,,,,,Drawings,,,,,,,,,"Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",41 x 26 cm,uclamss_1179_b1905_f15,,"Side view of a reclining nude female with her head tilted slightly to the left.|~|Title supplied by archivist.  Dated on bottom right.|~|Image appears in ""Life and Shape"" (1962) by Richard Neutra.Caption in book reads: Human bodies, drawn before the first World War; much aged since. Vienna","Reclining Nude Female, 1914.",1914,1 sketch,1914,pencil on paper,,,,,
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz0019rpg6,ark:/21198/zz0008b9tw,2,Completed,Work,neutra/masters/21198-zz0019rpg6_737728_master.tif,,,,,"Neutra, Richard Joseph, $d 1892-1970",still image,,,,,Sketches,,,,,,Drawings,,,,,,,,,"Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",26 x 39 cm,uclamss_1179_b1905_f16,,Reclining nude female lying on her back with a pillow underneath her upper head and back.|~|Inscription by artist is illegible.  Dated on bottom right.,"Reclining Nude Female, 1923.",1923,1 sketch,1923,charcoal on paper,,,,,
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz0019rpkr,ark:/21198/zz0008b9tw,2,Completed,Work,neutra/masters/21198-zz0019rpkr_737752_master.tif,,,,,"Neutra, Richard Joseph, $d 1892-1970",still image,,,,,Sketches,,,,,,Drawings,,,,,,,,,"Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",26 x 39 cm,uclamss_1179_b1905_f17,,Reclining nude female leaning on her left arm facing towards the viewer.|~|Inscription by artist is illegible.  Dated on bottom right.,"Reclining Nude Female, 1923.",May 1923,1 sketch,1923-05,charcoal on paper,,,,,
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz0019rqjq,ark:/21198/zz0008b9tw,2,Completed,Work,neutra/masters/21198-zz0019rqjq_737935_master.tif,,,,,"Neutra, Richard Joseph, $d 1892-1970",still image,,,,,Sketches,,,,,,Drawings,,,,,,,,,"Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",41 x 26 cm,uclamss_1179_b1905_f18|~|Travel sketches,,Inscription by artist is illegible.  Dated on bottom right.|~|Reclining nude female facing slightly towards the right.,"Reclining Nude Female, 1925.",1925,1 sketch,1925,charcoal on paper,,,,,
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz0019rqk7,ark:/21198/zz0008b9tw,2,Completed,Work,neutra/masters/21198-zz0019rqk7_737938_master.tif,,,,,"Neutra, Richard Joseph, $d 1892-1970",still image,,,,,Sketches,,,,,,Drawings,,,,,,,,,"Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",41 x 26 cm,uclamss_1179_b1905_f19|~|Travel sketches,,Title supplied by archivist.|~|Reclining Nude Female facing away from viewer.,Reclining Nude Female.,,1 sketch,,pencil on paper,,,,,
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz0019rqmr,ark:/21198/zz0008b9tw,2,Completed,Work,neutra/masters/21198-zz0019rqmr_737941_master.tif,,,,,"Neutra, Richard Joseph, $d 1892-1970",still image,,,,,Sketches,,,,,,Drawings,,,,,,,,,"Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",41 x 26 cm,uclamss_1179_b1905_f20|~|Travel sketches,,Seated nude female with her arms outstretched.|~|Title supplied by archivist.  Dated on bottom right.,"Seated Nude Female, 1914.",1914,1 sketch,1914,pencil on paper,,,,,
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz0019rqn8,ark:/21198/zz0008b9tw,2,Completed,Work,neutra/masters/21198-zz0019rqn8_737947_master.tif,,,,,"Neutra, Richard Joseph, $d 1892-1970",still image,,,,,Sketches,,,,,,Drawings,,,,,,,,,"Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",41 x 26 cm,uclamss_1179_b1905_f21|~|Travel sketches,,Title supplied by archivist.  Dated on bottom right.|~|Seated nude female facing left.,"Seated Nude Female, 1914.",1914,1 sketch,1914,pencil on paper,,,,,
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz0019rqps,ark:/21198/zz0008b9tw,2,Completed,Work,neutra/masters/21198-zz0019rqps_737951_master.tif,,,,,"Neutra, Richard Joseph, $d 1892-1970",still image,,,,,Sketches,,,,,,Drawings,,,,,,,,,"Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",41 x 26 cm,uclamss_1179_b1905_f22|~|Travel sketches,,Seated nude female leaning slightly forward with her arms slightly crossed at her knees.|~|Title supplied by archivist.  Dated on bottom left.,"Seated Nude Female, 1914.",1914,1 sketch,1914,pencil on paper,,,,,
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz0019rqq9,ark:/21198/zz0008b9tw,1,In progress,Work,neutra/masters/21198-zz0019rqq9_737950_master.tif,,,,,,still image|~|text,,,private,,Elevations|~|Sections,,,California,,,dwellings|~|Architecture--California--20th century,,,eng,"Von Sternberg House (San Fernando Valley, Calif.)","Neutra, Richard Joseph, $d 1892-1970",,,,"Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",22.5 x 30 cm,uclamss_1179_f0938_063,,"Section through study and master bedroom, and elevation of fireplace chimney.|~|Title supplied by archivist.","Von Sternberg House, elevations and sections, Northridge, California, 1935",1935,1 drawing,1935,graphite on tracing paper,,,,,
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz0019rqrt,ark:/21198/zz0008b9tw,2,Completed,Work,neutra/masters/21198-zz0019rqrt_737956_master.tif,,,,,"Neutra, Richard Joseph, $d 1892-1970",still image,,,,,Sketches,,,,,,Drawings,,,,,,,,,"Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",35.5 x 29.5 cm,uclamss_1179_b1905_f23|~|Travel sketches,,"Image appears in ""Life and Shape"" (1962) by Richard Neutra.Caption in book reads: Human bodies, drawn before the first World War; much aged since. Vienna|~|Title supplied by archivist.  Signed and dated on bottom left.|~|Seated nude female with her arms slightly outstretched facing towards the viewer.","Seated Nude Female, 1919.",1919,1 sketch,1919,pencil on paper,,,,,
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz0019rqtv,ark:/21198/zz0008b9tw,2,Completed,Work,neutra/masters/21198-zz0019rqtv_737963_master.tif,,,,,"Neutra, Richard Joseph, $d 1892-1970",still image,,,,,Sketches,,,,,,Drawings,,,,,,,,,"Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",36 x 30 cm,uclamss_1179_b1905_f24|~|Travel sketches,,"Title supplied by archivist.  Signed and dated on bottom right.|~|Seated nude female with her left arm in a resting position, and her right arm slightly outstretched to her right with her elbow bent.","Seated Nude Female, 1919.",1919,1 sketch,1919,pencil on paper,,,,,
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz0019rqvc,ark:/21198/zz0008b9tw,1,In progress,Work,neutra/masters/21198-zz0019rqvc_737960_master.tif,,,,,,still image,,,private,,Architectural drawings,,,California,,,dwellings|~|Architecture--California--20th century,,,,"Von Sternberg House (San Fernando Valley, Calif.)","Neutra, Richard Joseph, $d 1892-1970",,,,"Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",19.5 x 29 cm,uclamss_1179_f0938_064,,Southwest view of von Sternberg house and sketch of stairs and unidentified object.|~|Title supplied by archivist.,"Von Sternberg House, sketch, stairs and exterior, Northridge, California, 1935",Between 1934 and 1935,1 drawing,1934/1935,graphite on tracing paper,,,,,
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz0019rqww,ark:/21198/zz0008b9tw,2,Completed,Work,neutra/masters/21198-zz0019rqww_737970_master.tif,,,,,"Neutra, Richard Joseph, $d 1892-1970",still image,,,,,Sketches,,,,,,Drawings,,,,,,,,,"Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",41 x 26 cm,Travel sketches|~|uclamss_1179_b1905_f25,,"Seated Nude Female looking up, with her arms extended outward holding an unidentified item (possibly a pole).  On the bottom right of the drawing is a profile of a classical sculpted head.|~|Title supplied by archivist.","Seated Nude Female, [1916].",[1916],1 sketch,1916,pencil on paper,,,,,
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz0019rqzx,ark:/21198/zz0008b9tw,1,In progress,Work,neutra/masters/21198-zz0019rqzx_737968_master.tif,,,,,,still image,,,private,,Floor plans,,,California,,,dwellings|~|Architecture--California--20th century,,,eng,"Von Sternberg House (San Fernando Valley, Calif.)","Neutra, Richard Joseph, $d 1892-1970",,,,"Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",22.5 x 30 cm,uclamss_1179_f0938_065,,Drawing includes architect's notes about scale and placement of fixtures.|~|Title supplied by archivist.,"Von Sternberg House, floor plan, bathroom, Northridge, California, 1935",1935,1 drawing,1935,graphite on tracing paper,,,,,
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz0019rr1f,ark:/21198/zz0008b9tw,1,In progress,Work,neutra/masters/21198-zz0019rr1f_737977_master.tif,,,,,,still image,,,private,,Architectural drawings,,,California,,,dwellings|~|Architecture--California--20th century,,,eng,"Von Sternberg House (San Fernando Valley, Calif.)","Neutra, Richard Joseph, $d 1892-1970",,,,"Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",22.5 x 30 cm,uclamss_1179_f0938_066,,Title supplied by archivist.,"Von Sternberg House, preliminary drawing, chimney, Northridge, California, 1935",1935,1 drawing,1935,graphite on tracing paper,,,,,
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz0019rr2z,ark:/21198/zz0008b9tw,2,Completed,Work,neutra/masters/21198-zz0019rr2z_767518_master.tif,,,,,"Neutra, Richard Joseph, $d 1892-1970",still image,,,,,Sketches,,,,,,Drawings,,,,,,,,,"Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",38 x 26 cm,Travel sketches|~|uclamss_1179_b1905_f26,,"Title supplied by archivist.|~|Seated Nude Female facing away from the viewer.|~|Image appears in ""Life and Shape"" (1962) by Richard Neutra.Caption in book reads: Human bodies, drawn before the first World War; much aged since. Vienna",Seated Nude Female.,,1 sketch,,pencil on paper,,,,,
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz0019rr40,ark:/21198/zz0008b9tw,2,Completed,Work,neutra/masters/21198-zz0019rr40_737990_master.tif,,,,,"Neutra, Richard Joseph, $d 1892-1970",still image,,,,,Sketches,,,,,,Drawings,,,,,,,,,"Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",35.5 x 30 cm,uclamss_1179_b1905_f27|~|Travel sketches,,"Seated nude female with her left hand slightly touching her left knee, and her right arm outstretched slightly behind her (showing movement).|~|Title supplied by archivist.",Seated Nude Female.,,1 sketch,,pencil on paper,,,,,
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz0019rr61,ark:/21198/zz0008b9tw,1,In progress,Work,neutra/masters/21198-zz0019rr61_737993_master.tif,,,,,,still image|~|text,,,private,,Architectural drawings,,,California,,,dwellings|~|Architecture--California--20th century,,,eng,"Von Sternberg House (San Fernando Valley, Calif.)","Neutra, Richard Joseph, $d 1892-1970",,,,"Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",22.5 x 30 cm,uclamss_1179_f0938_067,,"Title supplied by archivist.|~|Drawing contains architect's notes and questions about materials, finishes, and dimensions of bathroom fixtures.","Von Sternberg House, detail of bathroom, Northridge, California, 1935",1935,1 drawing,1935,graphite on tracing paper,,,,,
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz0019rr9k,ark:/21198/zz0008b9tw,1,In progress,Work,neutra/masters/21198-zz0019rr9k_738004_master.tif,,,,,,still image,,,private,,Architectural drawings,,,California,,,dwellings|~|Architecture--California--20th century,,,,"Von Sternberg House (San Fernando Valley, Calif.)","Neutra, Richard Joseph, $d 1892-1970",,,,"Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",23 x 30 cm,uclamss_1179_f0938_068,,Contains two sketches of unidentified structural details.|~|Title supplied by archivist.,"Von Sternberg House, sketch, structural details, Northridge, California, 1935",1935,1 drawing,1935,graphite on tracing paper,,,,,
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz0019rrd4,ark:/21198/zz0008b9tw,1,In progress,Work,neutra/masters/21198-zz0019rrd4_738013_master.tif,,,,,,still image,,,private,,Architectural drawings,,,California,,,dwellings|~|Architecture--California--20th century,,,,"Von Sternberg House (San Fernando Valley, Calif.)","Neutra, Richard Joseph, $d 1892-1970",,,,"Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",23 x 29.5 cm,uclamss_1179_f0938_069,,Rough sketch of master bathroom floor plan.|~|Title supplied by archivist.,"Von Sternberg House, sketch, bathroom, Northridge, California, 1935",1935,1 drawing,1935,graphite on tracing paper,,,,,
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz0019rrhp,ark:/21198/zz0008b9tw,1,In progress,Work,neutra/masters/21198-zz0019rrhp_738026_master.tif,,,,,,still image,,,private,,Architectural drawings,,,California,,,dwellings|~|Architecture--California--20th century,,,eng,"Von Sternberg House (San Fernando Valley, Calif.)","Neutra, Richard Joseph, $d 1892-1970",,,,"Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",22.5 x 30.5 cm,uclamss_1179_f0938_070,,Title supplied by archivist.|~|Rough bathroom floor plan. Drawing torn around upper and right edges.,"Von Sternberg House, sketch, bathroom, Northridge, California, 1935",1935,1 drawing,1935,graphite on tracing paper,,,,,
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz0019rrnr,ark:/21198/zz0008b9tw,1,In progress,Work,neutra/masters/21198-zz0019rrnr_738054_master.tif,,,,,,still image,,,private,,Architectural drawings,,,California,,,dwellings|~|Architecture--California--20th century,,,,"Von Sternberg House (San Fernando Valley, Calif.)","Neutra, Richard Joseph, $d 1892-1970",,,,"Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",18 x 22.5 cm,uclamss_1179_f0938_071,,Title supplied by archivist|~|Drawings of wardrobe closets and bathroom sink and tub.,"Von Sternberg House, preliminary drawing, bathroom, Northridge, California, 1935",1935,1 drawing,1935,graphite on tracing paper,,,,,
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz0019rrqs,ark:/21198/zz0008b9tw,1,In progress,Work,neutra/masters/21198-zz0019rrqs_738062_master.tif,,,,,,still image,,,private,,Architectural drawings,,,California,,,dwellings|~|Architecture--California--20th century,,,eng,"Von Sternberg House (San Fernando Valley, Calif.)","Neutra, Richard Joseph, $d 1892-1970",,,,"Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",21 x 22 cm,uclamss_1179_f0938_072,,"Four views of dressing room and master bathroom with mirror, lighting, and closet details.|~|Title supplied by archivist.","Von Sternberg House, sketch, dressing room and master bathroom, Northridge, California, 1935",1935,1 drawing,1935,graphite on tracing paper,,,,,
