Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,Thumbnail,Name.creator,Type.typeOfResource,viewingHint,Text direction,Visibility,IIIF Range,Type.genre,Rights.copyrightStatus,Rights.publicationStatus,Coverage.geographic,Name.subject,Name.contributor,Subject,Rights.countryCreation,Rights.rightsHolderContact,Language,AltTitle.uniform,Name.architect,Name.photographer,AltTitle.other,Name.repository,Relation.isPartOf,Format.dimensions,Alt ID.local,Rights.statementLocal,Description.note,Title,Date.creation,Format.extent,Date.normalized,Format.medium,Publisher.placeOfOrigin,Publisher.publisherName,Description.abstract,Opac url,Alt ID.url
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz002b0phn,ark:/21198/zz0008b9tw,4,Derived,Work,neutra/masters/srgb/21198-zz002b0phn_1977892_master.tif,,,,,"Neutra, Richard Joseph, $d 1892-1970",still image,,,private,,,,,,,,,,,,,,,,,"Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",,uclamss_1179_b1851_r832_011,,,uclamss_1179_b1851_r832_011,,,,,,,,,
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz002b0pj5,ark:/21198/zz0008b9tw,4,Derived,Work,neutra/masters/srgb/21198-zz002b0pj5_1978058_master.tif,,,,,"Neutra, Richard Joseph, $d 1892-1970",still image,,,private,,,,,,,,,,,,,,,,,"Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",,uclamss_1179_b1735_r870_003,,,uclamss_1179_b1735_r870_003,,,,,,,,,
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz002b0pkp,ark:/21198/zz0008b9tw,4,Derived,Work,neutra/masters/srgb/21198-zz002b0pkp_1978004_master.tif,,,,,"Neutra, Richard Joseph, $d 1892-1970",still image,,,private,,,,,,,,,,,,,,,,,"Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",,uclamss_1179_b1851_r832_023,,,uclamss_1179_b1851_r832_023,,,,,,,,,
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz002b0pm6,ark:/21198/zz0008b9tw,4,Derived,Work,neutra/masters/srgb/21198-zz002b0pm6_1978087_master.tif,,,,,"Neutra, Richard Joseph, $d 1892-1970",still image,,,private,,,,,,,,,,,,,,,,,"Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",,uclamss_1179_b1747_r889_005,,,uclamss_1179_b1747_r889_005,,,,,,,,,
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz002b0pnq,ark:/21198/zz0008b9tw,4,Derived,Work,neutra/masters/srgb/21198-zz002b0pnq_1977854_master.tif,,,,,"Neutra, Richard Joseph, $d 1892-1970",still image,,,private,,,,,,,,,,,,,,,,,"Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",,uclamss_1179_b1851_r832_004,,,uclamss_1179_b1851_r832_004,,,,,,,,,
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz002b0pp7,ark:/21198/zz0008b9tw,4,Derived,Work,neutra/masters/srgb/21198-zz002b0pp7_1977901_master.tif,,,,,"Neutra, Richard Joseph, $d 1892-1970",still image,,,private,,,,,,,,,,,,,,,,,"Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",,uclamss_1179_b1851_r832_014,,,uclamss_1179_b1851_r832_014,,,,,,,,,
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz002b0pqr,ark:/21198/zz0008b9tw,4,Derived,Work,neutra/masters/srgb/21198-zz002b0pqr_1978031_master.tif,,,,,"Neutra, Richard Joseph, $d 1892-1970",still image,,,private,,,,,,,,,,,,,,,,,"Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",,uclamss_1179_b1721_r862_002,,,uclamss_1179_b1721_r862_002,,,,,,,,,
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz002b0qs8,ark:/21198/zz0008b9tw,4,Derived,Work,neutra/masters/srgb/21198-zz002b0qs8_1978368_master.tif,,,,,"Neutra, Richard Joseph, $d 1892-1970",still image,,,private,,,,,,,,,,,,,,,,,"Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",,uclamss_1179_b1871_r1253_006,,,uclamss_1179_b1871_r1253_006,,,,,,,,,
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz002b0qts,ark:/21198/zz0008b9tw,4,Derived,Work,neutra/masters/srgb/21198-zz002b0qts_1978246_master.tif,,,,,"Neutra, Richard Joseph, $d 1892-1970",still image,,,private,,,,,,,,,,,,,,,,,"Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",,uclamss_1179_b1731_r1062_005,,,uclamss_1179_b1731_r1062_005,,,,,,,,,
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz002b0qv9,ark:/21198/zz0008b9tw,4,Derived,Work,neutra/masters/srgb/21198-zz002b0qv9_1978274_master.tif,,,,,"Neutra, Richard Joseph, $d 1892-1970",still image,,,private,,,,,,,,,,,,,,,,,"Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",,uclamss_1179_b1872_r1229_005,,,uclamss_1179_b1872_r1229_005,,,,,,,,,
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz002b0qwt,ark:/21198/zz0008b9tw,4,Derived,Work,neutra/masters/srgb/21198-zz002b0qwt_1978183_master.tif,,,,,"Neutra, Richard Joseph, $d 1892-1970",still image,,,private,,,,,,,,,,,,,,,,,"Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",,uclamss_1179_b1712_r1037_002,,,uclamss_1179_b1712_r1037_002,,,,,,,,,
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz002b0qxb,ark:/21198/zz0008b9tw,4,Derived,Work,neutra/masters/srgb/21198-zz002b0qxb_1978208_master.tif,,,,,"Neutra, Richard Joseph, $d 1892-1970",still image,,,private,,,,,,,,,,,,,,,,,"Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",,uclamss_1179_b1712_r1037_007,,,uclamss_1179_b1712_r1037_007,,,,,,,,,
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz002b0qzv,ark:/21198/zz0008b9tw,4,Derived,Work,neutra/masters/srgb/21198-zz002b0qzv_1978326_master.tif,,,,,"Neutra, Richard Joseph, $d 1892-1970",still image,,,private,,,,,,,,,,,,,,,,,"Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",,uclamss_1179_b1872_r1229_012,,,uclamss_1179_b1872_r1229_012,,,,,,,,,
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz002b0r0v,ark:/21198/zz0008b9tw,4,Derived,Work,neutra/masters/srgb/21198-zz002b0r0v_1978350_master.tif,,,,,"Neutra, Richard Joseph, $d 1892-1970",still image,,,private,,,,,,,,,,,,,,,,,"Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",,uclamss_1179_b1871_r1253_001,,,uclamss_1179_b1871_r1253_001,,,,,,,,,
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz002b0r1c,ark:/21198/zz0008b9tw,4,Derived,Work,neutra/masters/srgb/21198-zz002b0r1c_1978162_master.tif,,,,,"Neutra, Richard Joseph, $d 1892-1970",still image,,,private,,,,,,,,,,,,,,,,,"Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",,uclamss_1179_b1707_r906_007,,,uclamss_1179_b1707_r906_007,,,,,,,,,
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz002b0r2w,ark:/21198/zz0008b9tw,4,Derived,Work,neutra/masters/srgb/21198-zz002b0r2w_1978146_master.tif,,,,,"Neutra, Richard Joseph, $d 1892-1970",still image,,,private,,,,,,,,,,,,,,,,,"Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",,uclamss_1179_b1707_r906_003,,,uclamss_1179_b1707_r906_003,,,,,,,,,
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz002b0r3d,ark:/21198/zz0008b9tw,4,Derived,Work,neutra/masters/srgb/21198-zz002b0r3d_1978377_master.tif,,,,,"Neutra, Richard Joseph, $d 1892-1970",still image,,,private,,,,,,,,,,,,,,,,,"Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",,uclamss_1179_b1871_r1253_008,,,uclamss_1179_b1871_r1253_008,,,,,,,,,
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz002b0r4x,ark:/21198/zz0008b9tw,4,Derived,Work,neutra/masters/srgb/21198-zz002b0r4x_1978251_master.tif,,,,,"Neutra, Richard Joseph, $d 1892-1970",still image,,,private,,,,,,,,,,,,,,,,,"Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",,uclamss_1179_b1731_r1062_006,,,uclamss_1179_b1731_r1062_006,,,,,,,,,
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz002b0r5f,ark:/21198/zz0008b9tw,4,Derived,Work,neutra/masters/srgb/21198-zz002b0r5f_1978290_master.tif,,,,,"Neutra, Richard Joseph, $d 1892-1970",still image,,,private,,,,,,,,,,,,,,,,,"Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",,uclamss_1179_b1872_r1229_006,,,uclamss_1179_b1872_r1229_006,,,,,,,,,
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz002b0r6z,ark:/21198/zz0008b9tw,4,Derived,Work,neutra/masters/srgb/21198-zz002b0r6z_1978188_master.tif,,,,,"Neutra, Richard Joseph, $d 1892-1970",still image,,,private,,,,,,,,,,,,,,,,,"Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",,uclamss_1179_b1712_r1037_003,,,uclamss_1179_b1712_r1037_003,,,,,,,,,
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz002b0r7g,ark:/21198/zz0008b9tw,4,Derived,Work,neutra/masters/srgb/21198-zz002b0r7g_1978219_master.tif,,,,,"Neutra, Richard Joseph, $d 1892-1970",still image,,,private,,,,,,,,,,,,,,,,,"Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",,uclamss_1179_b1712_r1037_008,,,uclamss_1179_b1712_r1037_008,,,,,,,,,
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz002b0r80,ark:/21198/zz0008b9tw,4,Derived,Work,neutra/masters/srgb/21198-zz002b0r80_1978335_master.tif,,,,,"Neutra, Richard Joseph, $d 1892-1970",still image,,,private,,,,,,,,,,,,,,,,,"Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",,uclamss_1179_b1872_r1229_014,,,uclamss_1179_b1872_r1229_014,,,,,,,,,
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz002b0r9h,ark:/21198/zz0008b9tw,4,Derived,Work,neutra/masters/srgb/21198-zz002b0r9h_1978323_master.tif,,,,,"Neutra, Richard Joseph, $d 1892-1970",still image,,,private,,,,,,,,,,,,,,,,,"Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",,uclamss_1179_b1872_r1229_011,,,uclamss_1179_b1872_r1229_011,,,,,,,,,
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz002b0rb1,ark:/21198/zz0008b9tw,4,Derived,Work,neutra/masters/srgb/21198-zz002b0rb1_1978170_master.tif,,,,,"Neutra, Richard Joseph, $d 1892-1970",still image,,,private,,,,,,,,,,,,,,,,,"Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",,uclamss_1179_b1712_r1034_002,,,uclamss_1179_b1712_r1034_002,,,,,,,,,
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz002b0rcj,ark:/21198/zz0008b9tw,4,Derived,Work,neutra/masters/srgb/21198-zz002b0rcj_1978141_master.tif,,,,,"Neutra, Richard Joseph, $d 1892-1970",still image,,,private,,,,,,,,,,,,,,,,,"Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",,uclamss_1179_b1707_r906_002,,,uclamss_1179_b1707_r906_002,,,,,,,,,
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz002b0rd2,ark:/21198/zz0008b9tw,4,Derived,Work,neutra/masters/srgb/21198-zz002b0rd2_1978389_master.tif,,,,,"Neutra, Richard Joseph, $d 1892-1970",still image,,,private,,,,,,,,,,,,,,,,,"Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",,uclamss_1179_b1871_r1253_010,,,uclamss_1179_b1871_r1253_010,,,,,,,,,
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz002b0rfk,ark:/21198/zz0008b9tw,4,Derived,Work,neutra/masters/srgb/21198-zz002b0rfk_1978256_master.tif,,,,,"Neutra, Richard Joseph, $d 1892-1970",still image,,,private,,,,,,,,,,,,,,,,,"Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",,uclamss_1179_b1870_r1229_001,,,uclamss_1179_b1870_r1229_001,,,,,,,,,
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz002b0rg3,ark:/21198/zz0008b9tw,4,Derived,Work,neutra/masters/srgb/21198-zz002b0rg3_1978307_master.tif,,,,,"Neutra, Richard Joseph, $d 1892-1970",still image,,,private,,,,,,,,,,,,,,,,,"Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",,uclamss_1179_b1872_r1229_007,,,uclamss_1179_b1872_r1229_007,,,,,,,,,
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz002b0rhm,ark:/21198/zz0008b9tw,4,Derived,Work,neutra/masters/srgb/21198-zz002b0rhm_1978191_master.tif,,,,,"Neutra, Richard Joseph, $d 1892-1970",still image,,,private,,,,,,,,,,,,,,,,,"Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",,uclamss_1179_b1712_r1037_004,,,uclamss_1179_b1712_r1037_004,,,,,,,,,
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz002b0rj4,ark:/21198/zz0008b9tw,4,Derived,Work,neutra/masters/srgb/21198-zz002b0rj4_1978226_master.tif,,,,,"Neutra, Richard Joseph, $d 1892-1970",still image,,,private,,,,,,,,,,,,,,,,,"Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",,uclamss_1179_b1731_r1062_001,,,uclamss_1179_b1731_r1062_001,,,,,,,,,
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz002b0rkn,ark:/21198/zz0008b9tw,4,Derived,Work,neutra/masters/srgb/21198-zz002b0rkn_1978353_master.tif,,,,,"Neutra, Richard Joseph, $d 1892-1970",still image,,,private,,,,,,,,,,,,,,,,,"Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",,uclamss_1179_b1871_r1253_002,,,uclamss_1179_b1871_r1253_002,,,,,,,,,
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz002b0rm5,ark:/21198/zz0008b9tw,4,Derived,Work,neutra/masters/srgb/21198-zz002b0rm5_1978362_master.tif,,,,,"Neutra, Richard Joseph, $d 1892-1970",still image,,,private,,,,,,,,,,,,,,,,,"Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",,uclamss_1179_b1871_r1253_004,,,uclamss_1179_b1871_r1253_004,,,,,,,,,
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz002b0rnp,ark:/21198/zz0008b9tw,4,Derived,Work,neutra/masters/srgb/21198-zz002b0rnp_1978165_master.tif,,,,,"Neutra, Richard Joseph, $d 1892-1970",still image,,,private,,,,,,,,,,,,,,,,,"Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",,uclamss_1179_b1712_r1034_001,,,uclamss_1179_b1712_r1034_001,,,,,,,,,
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz002b0rp6,ark:/21198/zz0008b9tw,4,Derived,Work,neutra/masters/srgb/21198-zz002b0rp6_1978151_master.tif,,,,,"Neutra, Richard Joseph, $d 1892-1970",still image,,,private,,,,,,,,,,,,,,,,,"Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",,uclamss_1179_b1707_r906_004,,,uclamss_1179_b1707_r906_004,,,,,,,,,
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz002b0rqq,ark:/21198/zz0008b9tw,4,Derived,Work,neutra/masters/srgb/21198-zz002b0rqq_1978381_master.tif,,,,,"Neutra, Richard Joseph, $d 1892-1970",still image,,,private,,,,,,,,,,,,,,,,,"Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",,uclamss_1179_b1871_r1253_009,,,uclamss_1179_b1871_r1253_009,,,,,,,,,
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz002b0rr7,ark:/21198/zz0008b9tw,4,Derived,Work,neutra/masters/srgb/21198-zz002b0rr7_1978261_master.tif,,,,,"Neutra, Richard Joseph, $d 1892-1970",still image,,,private,,,,,,,,,,,,,,,,,"Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",,uclamss_1179_b1870_r1229_002,,,uclamss_1179_b1870_r1229_002,,,,,,,,,
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz002b0rsr,ark:/21198/zz0008b9tw,4,Derived,Work,neutra/masters/srgb/21198-zz002b0rsr_1978312_master.tif,,,,,"Neutra, Richard Joseph, $d 1892-1970",still image,,,private,,,,,,,,,,,,,,,,,"Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",,uclamss_1179_b1872_r1229_008,,,uclamss_1179_b1872_r1229_008,,,,,,,,,
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz002b0rt8,ark:/21198/zz0008b9tw,4,Derived,Work,neutra/masters/srgb/21198-zz002b0rt8_1978196_master.tif,,,,,"Neutra, Richard Joseph, $d 1892-1970",still image,,,private,,,,,,,,,,,,,,,,,"Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",,uclamss_1179_b1712_r1037_005,,,uclamss_1179_b1712_r1037_005,,,,,,,,,
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz002b0rvs,ark:/21198/zz0008b9tw,4,Derived,Work,neutra/masters/srgb/21198-zz002b0rvs_1978231_master.tif,,,,,"Neutra, Richard Joseph, $d 1892-1970",still image,,,private,,,,,,,,,,,,,,,,,"Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",,uclamss_1179_b1731_r1062_002,,,uclamss_1179_b1731_r1062_002,,,,,,,,,
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz002b0rw9,ark:/21198/zz0008b9tw,4,Derived,Work,neutra/masters/srgb/21198-zz002b0rw9_1978365_master.tif,,,,,"Neutra, Richard Joseph, $d 1892-1970",still image,,,private,,,,,,,,,,,,,,,,,"Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",,uclamss_1179_b1871_r1253_005,,,uclamss_1179_b1871_r1253_005,,,,,,,,,
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz002b0rxt,ark:/21198/zz0008b9tw,4,Derived,Work,neutra/masters/srgb/21198-zz002b0rxt_1978344_master.tif,,,,,"Neutra, Richard Joseph, $d 1892-1970",still image,,,private,,,,,,,,,,,,,,,,,"Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",,uclamss_1179_b1872_r1229_016,,,uclamss_1179_b1872_r1229_016,,,,,,,,,
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz002b0rzb,ark:/21198/zz0008b9tw,4,Derived,Work,neutra/masters/srgb/21198-zz002b0rzb_1978175_master.tif,,,,,"Neutra, Richard Joseph, $d 1892-1970",still image,,,private,,,,,,,,,,,,,,,,,"Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",,uclamss_1179_b1712_r1034_003,,,uclamss_1179_b1712_r1034_003,,,,,,,,,
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz002b0s0b,ark:/21198/zz0008b9tw,4,Derived,Work,neutra/masters/srgb/21198-zz002b0s0b_1978154_master.tif,,,,,"Neutra, Richard Joseph, $d 1892-1970",still image,,,private,,,,,,,,,,,,,,,,,"Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",,uclamss_1179_b1707_r906_005,,,uclamss_1179_b1707_r906_005,,,,,,,,,
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz002b0s1v,ark:/21198/zz0008b9tw,4,Derived,Work,neutra/masters/srgb/21198-zz002b0s1v_1978341_master.tif,,,,,"Neutra, Richard Joseph, $d 1892-1970",still image,,,private,,,,,,,,,,,,,,,,,"Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",,uclamss_1179_b1872_r1229_015,,,uclamss_1179_b1872_r1229_015,,,,,,,,,
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz002b0s2c,ark:/21198/zz0008b9tw,4,Derived,Work,neutra/masters/srgb/21198-zz002b0s2c_1978264_master.tif,,,,,"Neutra, Richard Joseph, $d 1892-1970",still image,,,private,,,,,,,,,,,,,,,,,"Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",,uclamss_1179_b1870_r1229_003,,,uclamss_1179_b1870_r1229_003,,,,,,,,,
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz002b0s3w,ark:/21198/zz0008b9tw,4,Derived,Work,neutra/masters/srgb/21198-zz002b0s3w_1978315_master.tif,,,,,"Neutra, Richard Joseph, $d 1892-1970",still image,,,private,,,,,,,,,,,,,,,,,"Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",,uclamss_1179_b1872_r1229_009,,,uclamss_1179_b1872_r1229_009,,,,,,,,,
