Title,Project Name,Item ARK,Parent ARK,Object Type,viewingHint,File Name,Item Sequence,Type.typeOfResource,Type.genre,Rights.copyrightStatus,Bucketeer State,IIIF Access URL
Manuscript No.81: 0045,Armenian Manuscripts,ark:/21198/zz00291gd7,ark:/21198/zz0026w3cc,Page,,armenian/masters/ms_81/ms_81_0045.tif,45,text,Manuscripts,pd,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00291gd7
Manuscript No.81: 0046,Armenian Manuscripts,ark:/21198/zz00291gfr,ark:/21198/zz0026w3cc,Page,,armenian/masters/ms_81/ms_81_0046.tif,46,text,Manuscripts,pd,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00291gfr
Manuscript No.81: 0047,Armenian Manuscripts,ark:/21198/zz00291gg8,ark:/21198/zz0026w3cc,Page,,armenian/masters/ms_81/ms_81_0047.tif,47,text,Manuscripts,pd,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00291gg8
Manuscript No.81: 0048,Armenian Manuscripts,ark:/21198/zz00291ghs,ark:/21198/zz0026w3cc,Page,,armenian/masters/ms_81/ms_81_0048.tif,48,text,Manuscripts,pd,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00291ghs
Manuscript No.81: 0049,Armenian Manuscripts,ark:/21198/zz00291gj9,ark:/21198/zz0026w3cc,Page,,armenian/masters/ms_81/ms_81_0049.tif,49,text,Manuscripts,pd,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00291gj9
Manuscript No.81: 0050,Armenian Manuscripts,ark:/21198/zz00291gkt,ark:/21198/zz0026w3cc,Page,,armenian/masters/ms_81/ms_81_0050.tif,50,text,Manuscripts,pd,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00291gkt
Manuscript No.81: 0051,Armenian Manuscripts,ark:/21198/zz00291gmb,ark:/21198/zz0026w3cc,Page,,armenian/masters/ms_81/ms_81_0051.tif,51,text,Manuscripts,pd,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00291gmb
Manuscript No.81: 0052,Armenian Manuscripts,ark:/21198/zz00291gnv,ark:/21198/zz0026w3cc,Page,,armenian/masters/ms_81/ms_81_0052.tif,52,text,Manuscripts,pd,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00291gnv
Manuscript No.81: 0053,Armenian Manuscripts,ark:/21198/zz00291gpc,ark:/21198/zz0026w3cc,Page,,armenian/masters/ms_81/ms_81_0053.tif,53,text,Manuscripts,pd,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00291gpc
Manuscript No.81: 0054,Armenian Manuscripts,ark:/21198/zz00291gqw,ark:/21198/zz0026w3cc,Page,,armenian/masters/ms_81/ms_81_0054.tif,54,text,Manuscripts,pd,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00291gqw
Manuscript No.81: 0055,Armenian Manuscripts,ark:/21198/zz00291grd,ark:/21198/zz0026w3cc,Page,,armenian/masters/ms_81/ms_81_0055.tif,55,text,Manuscripts,pd,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00291grd
Manuscript No.81: 0056,Armenian Manuscripts,ark:/21198/zz00291gsx,ark:/21198/zz0026w3cc,Page,,armenian/masters/ms_81/ms_81_0056.tif,56,text,Manuscripts,pd,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00291gsx
Manuscript No.81: 0057,Armenian Manuscripts,ark:/21198/zz00291gtf,ark:/21198/zz0026w3cc,Page,,armenian/masters/ms_81/ms_81_0057.tif,57,text,Manuscripts,pd,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00291gtf
Manuscript No.81: 0058,Armenian Manuscripts,ark:/21198/zz00291gvz,ark:/21198/zz0026w3cc,Page,,armenian/masters/ms_81/ms_81_0058.tif,58,text,Manuscripts,pd,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00291gvz
Manuscript No.81: 0059,Armenian Manuscripts,ark:/21198/zz00291gwg,ark:/21198/zz0026w3cc,Page,,armenian/masters/ms_81/ms_81_0059.tif,59,text,Manuscripts,pd,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00291gwg
Manuscript No.81: 0060,Armenian Manuscripts,ark:/21198/zz00291gx0,ark:/21198/zz0026w3cc,Page,,armenian/masters/ms_81/ms_81_0060.tif,60,text,Manuscripts,pd,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00291gx0
Manuscript No.81: 0061,Armenian Manuscripts,ark:/21198/zz00291gzh,ark:/21198/zz0026w3cc,Page,,armenian/masters/ms_81/ms_81_0061.tif,61,text,Manuscripts,pd,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00291gzh
Manuscript No.81: 0062,Armenian Manuscripts,ark:/21198/zz00291h0h,ark:/21198/zz0026w3cc,Page,,armenian/masters/ms_81/ms_81_0062.tif,62,text,Manuscripts,pd,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00291h0h
Manuscript No.81: 0063,Armenian Manuscripts,ark:/21198/zz00291h11,ark:/21198/zz0026w3cc,Page,,armenian/masters/ms_81/ms_81_0063.tif,63,text,Manuscripts,pd,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00291h11
Manuscript No.81: 0064,Armenian Manuscripts,ark:/21198/zz00291h2j,ark:/21198/zz0026w3cc,Page,,armenian/masters/ms_81/ms_81_0064.tif,64,text,Manuscripts,pd,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00291h2j
Manuscript No.81: 0065,Armenian Manuscripts,ark:/21198/zz00291h32,ark:/21198/zz0026w3cc,Page,,armenian/masters/ms_81/ms_81_0065.tif,65,text,Manuscripts,pd,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00291h32
Manuscript No.81: 0066,Armenian Manuscripts,ark:/21198/zz00291h4k,ark:/21198/zz0026w3cc,Page,,armenian/masters/ms_81/ms_81_0066.tif,66,text,Manuscripts,pd,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00291h4k
Manuscript No.81: 0067,Armenian Manuscripts,ark:/21198/zz00291h53,ark:/21198/zz0026w3cc,Page,,armenian/masters/ms_81/ms_81_0067.tif,67,text,Manuscripts,pd,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00291h53
Manuscript No.81: 0068,Armenian Manuscripts,ark:/21198/zz00291h6m,ark:/21198/zz0026w3cc,Page,,armenian/masters/ms_81/ms_81_0068.tif,68,text,Manuscripts,pd,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00291h6m
Manuscript No.81: 0069,Armenian Manuscripts,ark:/21198/zz00291h74,ark:/21198/zz0026w3cc,Page,,armenian/masters/ms_81/ms_81_0069.tif,69,text,Manuscripts,pd,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00291h74
Manuscript No.81: 0070,Armenian Manuscripts,ark:/21198/zz00291h8n,ark:/21198/zz0026w3cc,Page,,armenian/masters/ms_81/ms_81_0070.tif,70,text,Manuscripts,pd,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00291h8n
Manuscript No.81: 0071,Armenian Manuscripts,ark:/21198/zz00291h95,ark:/21198/zz0026w3cc,Page,,armenian/masters/ms_81/ms_81_0071.tif,71,text,Manuscripts,pd,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00291h95
Manuscript No.81: 0072,Armenian Manuscripts,ark:/21198/zz00291hbp,ark:/21198/zz0026w3cc,Page,,armenian/masters/ms_81/ms_81_0072.tif,72,text,Manuscripts,pd,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00291hbp
Manuscript No.81: 0073,Armenian Manuscripts,ark:/21198/zz00291hc6,ark:/21198/zz0026w3cc,Page,,armenian/masters/ms_81/ms_81_0073.tif,73,text,Manuscripts,pd,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00291hc6
Manuscript No.81: 0074,Armenian Manuscripts,ark:/21198/zz00291hdq,ark:/21198/zz0026w3cc,Page,,armenian/masters/ms_81/ms_81_0074.tif,74,text,Manuscripts,pd,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00291hdq
Manuscript No.81: 0075,Armenian Manuscripts,ark:/21198/zz00291hf7,ark:/21198/zz0026w3cc,Page,,armenian/masters/ms_81/ms_81_0075.tif,75,text,Manuscripts,pd,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00291hf7
Manuscript No.81: 0076,Armenian Manuscripts,ark:/21198/zz00291hgr,ark:/21198/zz0026w3cc,Page,,armenian/masters/ms_81/ms_81_0076.tif,76,text,Manuscripts,pd,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00291hgr
Manuscript No.81: 0077,Armenian Manuscripts,ark:/21198/zz00291hh8,ark:/21198/zz0026w3cc,Page,,armenian/masters/ms_81/ms_81_0077.tif,77,text,Manuscripts,pd,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00291hh8
Manuscript No.81: 0078,Armenian Manuscripts,ark:/21198/zz00291hjs,ark:/21198/zz0026w3cc,Page,,armenian/masters/ms_81/ms_81_0078.tif,78,text,Manuscripts,pd,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00291hjs
Manuscript No.81: 0079,Armenian Manuscripts,ark:/21198/zz00291hk9,ark:/21198/zz0026w3cc,Page,,armenian/masters/ms_81/ms_81_0079.tif,79,text,Manuscripts,pd,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00291hk9
Manuscript No.81: 0080,Armenian Manuscripts,ark:/21198/zz00291hmt,ark:/21198/zz0026w3cc,Page,,armenian/masters/ms_81/ms_81_0080.tif,80,text,Manuscripts,pd,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00291hmt
Manuscript No.81: 0081,Armenian Manuscripts,ark:/21198/zz00291hnb,ark:/21198/zz0026w3cc,Page,,armenian/masters/ms_81/ms_81_0081.tif,81,text,Manuscripts,pd,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00291hnb
Manuscript No.81: 0082,Armenian Manuscripts,ark:/21198/zz00291hpv,ark:/21198/zz0026w3cc,Page,,armenian/masters/ms_81/ms_81_0082.tif,82,text,Manuscripts,pd,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00291hpv
Manuscript No.81: 0083,Armenian Manuscripts,ark:/21198/zz00291hqc,ark:/21198/zz0026w3cc,Page,,armenian/masters/ms_81/ms_81_0083.tif,83,text,Manuscripts,pd,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00291hqc
Manuscript No.81: 0084,Armenian Manuscripts,ark:/21198/zz00291hrw,ark:/21198/zz0026w3cc,Page,,armenian/masters/ms_81/ms_81_0084.tif,84,text,Manuscripts,pd,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00291hrw
Manuscript No.81: 0085,Armenian Manuscripts,ark:/21198/zz00291hsd,ark:/21198/zz0026w3cc,Page,,armenian/masters/ms_81/ms_81_0085.tif,85,text,Manuscripts,pd,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00291hsd
Manuscript No.81: 0086,Armenian Manuscripts,ark:/21198/zz00291htx,ark:/21198/zz0026w3cc,Page,,armenian/masters/ms_81/ms_81_0086.tif,86,text,Manuscripts,pd,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00291htx
Manuscript No.81: 0087,Armenian Manuscripts,ark:/21198/zz00291hvf,ark:/21198/zz0026w3cc,Page,,armenian/masters/ms_81/ms_81_0087.tif,87,text,Manuscripts,pd,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00291hvf
Manuscript No.81: 0088,Armenian Manuscripts,ark:/21198/zz00291hwz,ark:/21198/zz0026w3cc,Page,,armenian/masters/ms_81/ms_81_0088.tif,88,text,Manuscripts,pd,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00291hwz
Manuscript No.81: 0089,Armenian Manuscripts,ark:/21198/zz00291hxg,ark:/21198/zz0026w3cc,Page,,armenian/masters/ms_81/ms_81_0089.tif,89,text,Manuscripts,pd,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00291hxg
Manuscript No.81: 0090,Armenian Manuscripts,ark:/21198/zz00291hz0,ark:/21198/zz0026w3cc,Page,,armenian/masters/ms_81/ms_81_0090.tif,90,text,Manuscripts,pd,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00291hz0
Manuscript No.81: 0091,Armenian Manuscripts,ark:/21198/zz00291j00,ark:/21198/zz0026w3cc,Page,,armenian/masters/ms_81/ms_81_0091.tif,91,text,Manuscripts,pd,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00291j00
Manuscript No.81: 0092,Armenian Manuscripts,ark:/21198/zz00291j1h,ark:/21198/zz0026w3cc,Page,,armenian/masters/ms_81/ms_81_0092.tif,92,text,Manuscripts,pd,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00291j1h
Manuscript No.81: 0093,Armenian Manuscripts,ark:/21198/zz00291j21,ark:/21198/zz0026w3cc,Page,,armenian/masters/ms_81/ms_81_0093.tif,93,text,Manuscripts,pd,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00291j21
Manuscript No.81: 0094,Armenian Manuscripts,ark:/21198/zz00291j3j,ark:/21198/zz0026w3cc,Page,,armenian/masters/ms_81/ms_81_0094.tif,94,text,Manuscripts,pd,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00291j3j
Manuscript No.81: 0095,Armenian Manuscripts,ark:/21198/zz00291j42,ark:/21198/zz0026w3cc,Page,,armenian/masters/ms_81/ms_81_0095.tif,95,text,Manuscripts,pd,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00291j42
Manuscript No.81: 0096,Armenian Manuscripts,ark:/21198/zz00291j5k,ark:/21198/zz0026w3cc,Page,,armenian/masters/ms_81/ms_81_0096.tif,96,text,Manuscripts,pd,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00291j5k
