"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","viewingHint","Text direction","Item Sequence","Duplicate","Delete in Title","Type.typeOfResource","Subject","Type.genre","Language","Editor","Name.engraver","Title","Relation.rectoVerso","Relation.PageNumber","Description.note","Source","Relation.isPartOf","Alt ID.local","Date.normalized","Publisher.publisherName","Format.extent","Publisher.placeOfOrigin","Date.creation","Format.dimensions","Description.tableOfContents","Alt ID.oclc","AltTitle.uniform","AltTitle.inscribed","Relation.hasPart","Name.printer","Illustrator","Rights.copyrightStatus","Bucketeer State","IIIF Access URL","IIIF Manifest URL"
"Picart (Bernard) Collection","ark:/21198/zz0013xghk","ark:/21198/zz0009pfk3","2","Completed","Page","picart/masters/21198-zz0013xghk-1-master.tif","","","18","","","text","","","","","","Page 012","v","","","","","","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0013xghk",""
"Picart (Bernard) Collection","ark:/21198/zz0013xgj3","ark:/21198/zz0009pfk3","2","Completed","Page","picart/masters/21198-zz0013xgj3-1-master.tif","","","19","","","text","","","","","","Page 013","r","","","","","","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0013xgj3",""
"Picart (Bernard) Collection","ark:/21198/zz0013xgkm","ark:/21198/zz0009pfk3","2","Completed","Page","picart/masters/21198-zz0013xgkm-1-master.tif","","","20","","","text","","","","","","Page 014","v","","","","","","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0013xgkm",""
"Picart (Bernard) Collection","ark:/21198/zz0013xgm4","ark:/21198/zz0009pfk3","2","Completed","Page","picart/masters/21198-zz0013xgm4-1-master.tif","","","21","","","text","","","","","","Page 015","r","","","","","","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0013xgm4",""
"Picart (Bernard) Collection","ark:/21198/zz0013xgnn","ark:/21198/zz0009pfk3","2","Completed","Page","picart/masters/21198-zz0013xgnn-1-master.tif","","","22","","","text","","","","","","Page 016","v","","","","","","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0013xgnn",""
"Picart (Bernard) Collection","ark:/21198/zz0013xgp5","ark:/21198/zz0009pfk3","2","Completed","Page","picart/masters/21198-zz0013xgp5-1-master.tif","","","23","","","text","","","","","","Page 017","r","","","","","","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0013xgp5",""
"Picart (Bernard) Collection","ark:/21198/zz0013xgqp","ark:/21198/zz0009pfk3","2","Completed","Page","picart/masters/21198-zz0013xgqp-1-master.tif","","","24","","","text","","","","","","Page 018","v","","","","","","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0013xgqp",""
"Picart (Bernard) Collection","ark:/21198/zz0013xgr6","ark:/21198/zz0009pfk3","2","Completed","Page","picart/masters/21198-zz0013xgr6-1-master.tif","","","25","","","text","","","","","","Page 019","r","","","","","","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0013xgr6",""
"Picart (Bernard) Collection","ark:/21198/zz0013xgsq","ark:/21198/zz0009pfk3","2","Completed","Page","picart/masters/21198-zz0013xgsq-1-master.tif","","","26","","","text","","","","","","Page 020","v","","","","","","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0013xgsq",""
"Picart (Bernard) Collection","ark:/21198/zz0013xgt7","ark:/21198/zz0009pfk3","2","Completed","Page","picart/masters/21198-zz0013xgt7-1-master.tif","","","27","","","text","","","","","","Page 021","r","","","","","","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0013xgt7",""
"Picart (Bernard) Collection","ark:/21198/zz0013xgvr","ark:/21198/zz0009pfk3","2","Completed","Page","picart/masters/21198-zz0013xgvr-1-master.tif","","","28","","","text","","","","","","Page 022","v","","","","","","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0013xgvr",""
"Picart (Bernard) Collection","ark:/21198/zz0013xgw8","ark:/21198/zz0009pfk3","2","Completed","Page","picart/masters/21198-zz0013xgw8-1-master.tif","","","29","","","text","","","","","","Page 023","r","","","","","","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0013xgw8",""
"Picart (Bernard) Collection","ark:/21198/zz0013xgxs","ark:/21198/zz0009pfk3","2","Completed","Page","picart/masters/21198-zz0013xgxs-1-master.tif","","","30","","","text","","","","","","Page 024","v","","","","","","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0013xgxs",""
"Picart (Bernard) Collection","ark:/21198/zz0013xgz9","ark:/21198/zz0009pfk3","2","Completed","Page","picart/masters/21198-zz0013xgz9-1-master.tif","","","31","","","text","","","","","","Page 025","r","","","","","","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0013xgz9",""
"Picart (Bernard) Collection","ark:/21198/zz0013xh09","ark:/21198/zz0009pfk3","2","Completed","Page","picart/masters/21198-zz0013xh09-1-master.tif","","","32","","","text","","","","","","Page 026","v","","","","","","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0013xh09",""
"Picart (Bernard) Collection","ark:/21198/zz0013xh1t","ark:/21198/zz0009pfk3","2","Completed","Page","picart/masters/21198-zz0013xh1t-1-master.tif","","","33","","","text","","","","","","Page 027","r","","","","","","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0013xh1t",""
"Picart (Bernard) Collection","ark:/21198/zz0013xh2b","ark:/21198/zz0009pfk3","2","Completed","Page","picart/masters/21198-zz0013xh2b-1-master.tif","","","34","","","text","","","","","","Page 028","v","","","","","","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0013xh2b",""
"Picart (Bernard) Collection","ark:/21198/zz0013xh3v","ark:/21198/zz0009pfk3","2","Completed","Page","picart/masters/21198-zz0013xh3v-1-master.tif","","","35","","","text","","","","","","Page 029","r","","","","","","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0013xh3v",""
"Picart (Bernard) Collection","ark:/21198/zz0013xh4c","ark:/21198/zz0009pfk3","2","Completed","Page","picart/masters/21198-zz0013xh4c-1-master.tif","","","36","","","text","","","","","","Page 030","v","","","","","","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0013xh4c",""
"Picart (Bernard) Collection","ark:/21198/zz0013xh5w","ark:/21198/zz0009pfk3","2","Completed","Page","picart/masters/21198-zz0013xh5w-1-master.tif","","","37","","","text","","","","","","Page 031","r","","","","","","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0013xh5w",""
"Picart (Bernard) Collection","ark:/21198/zz0013xh6d","ark:/21198/zz0009pfk3","2","Completed","Page","picart/masters/21198-zz0013xh6d-1-master.tif","","","38","","","text","","","","","","Page 032","v","","","","","","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0013xh6d",""
"Picart (Bernard) Collection","ark:/21198/zz0013xh7x","ark:/21198/zz0009pfk3","2","Completed","Page","picart/masters/21198-zz0013xh7x-1-master.tif","","","39","","","text","","","","","","Page 033","r","","","","","","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0013xh7x",""
"Picart (Bernard) Collection","ark:/21198/zz0013xh8f","ark:/21198/zz0009pfk3","2","Completed","Page","picart/masters/21198-zz0013xh8f-1-master.tif","","","40","","","text","","","","","","Page 034","v","","","","","","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0013xh8f",""
"Picart (Bernard) Collection","ark:/21198/zz0013xh9z","ark:/21198/zz0009pfk3","2","Completed","Page","picart/masters/21198-zz0013xh9z-1-master.tif","","","41","","","text","","","","","","Page 035","r","","","","","","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0013xh9z",""
"Picart (Bernard) Collection","ark:/21198/zz0013xhbg","ark:/21198/zz0009pfk3","2","Completed","Page","picart/masters/21198-zz0013xhbg-1-master.tif","","","42","","","text","","","","","","Page 036","v","","","","","","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0013xhbg",""
"Picart (Bernard) Collection","ark:/21198/zz0013xhc0","ark:/21198/zz0009pfk3","2","Completed","Page","picart/masters/21198-zz0013xhc0-1-master.tif","","","43","","","text","","","","","","Page 037","r","","","","","","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0013xhc0",""
"Picart (Bernard) Collection","ark:/21198/zz0013xhdh","ark:/21198/zz0009pfk3","2","Completed","Page","picart/masters/21198-zz0013xhdh-1-master.tif","","","44","","","text","","","","","","Page 038","v","","","","","","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0013xhdh",""
"Picart (Bernard) Collection","ark:/21198/zz0013xhf1","ark:/21198/zz0009pfk3","2","Completed","Page","picart/masters/21198-zz0013xhf1-1-master.tif","","","45","","","text","","","","","","Page 039","r","","","","","","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0013xhf1",""
"Picart (Bernard) Collection","ark:/21198/zz0013xhgj","ark:/21198/zz0009pfk3","2","Completed","Page","picart/masters/21198-zz0013xhgj-1-master.tif","","","46","","","text","","","","","","Page 040","v","","","","","","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0013xhgj",""
"Picart (Bernard) Collection","ark:/21198/zz0013xhh2","ark:/21198/zz0009pfk3","2","Completed","Page","picart/masters/21198-zz0013xhh2-1-master.tif","","","47","","","text","","","","","","Page 041","r","","","","","","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0013xhh2",""
"Picart (Bernard) Collection","ark:/21198/zz0013xhjk","ark:/21198/zz0009pfk3","2","Completed","Page","picart/masters/21198-zz0013xhjk-1-master.tif","","","48","","","text","","","","","","Page 042","v","","","","","","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0013xhjk",""
"Picart (Bernard) Collection","ark:/21198/zz0013xhk3","ark:/21198/zz0009pfk3","2","Completed","Page","picart/masters/21198-zz0013xhk3-1-master.tif","","","49","","","text","","","","","","Page 043","r","","","","","","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0013xhk3",""
"Picart (Bernard) Collection","ark:/21198/zz0013xhmm","ark:/21198/zz0009pfk3","2","Completed","Page","picart/masters/21198-zz0013xhmm-1-master.tif","","","50","","","text","","","","","","Page 044","v","","","","","","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0013xhmm",""
"Picart (Bernard) Collection","ark:/21198/zz0013z81w","ark:/21198/zz0009pfk3","2","Completed","Page","picart/masters/21198-zz0013z81w-1-master.tif","","","51","","","text","","","","","","Page 045","r","","","","","","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0013z81w",""
"Picart (Bernard) Collection","ark:/21198/zz0013z82d","ark:/21198/zz0009pfk3","2","Completed","Page","picart/masters/21198-zz0013z82d-1-master.tif","","","52","","","text","","","","","","Page 046","v","","","","","","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0013z82d",""
"Picart (Bernard) Collection","ark:/21198/zz0013z83x","ark:/21198/zz0009pfk3","2","Completed","Page","picart/masters/21198-zz0013z83x-1-master.tif","","","53","","","text","","","","","","Page 047","r","","","","","","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0013z83x",""
"Picart (Bernard) Collection","ark:/21198/zz0013z84f","ark:/21198/zz0009pfk3","2","Completed","Page","picart/masters/21198-zz0013z84f-1-master.tif","","","54","","","text","","","","","","Page 048","v","","","","","","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0013z84f",""
"Picart (Bernard) Collection","ark:/21198/zz0013z85z","ark:/21198/zz0009pfk3","2","Completed","Page","picart/masters/21198-zz0013z85z-1-master.tif","","","55","","","text","","","","","","Page 049","r","","","","","","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0013z85z",""
"Picart (Bernard) Collection","ark:/21198/zz0013z86g","ark:/21198/zz0009pfk3","2","Completed","Page","picart/masters/21198-zz0013z86g-1-master.tif","","","56","","","text","","","","","","Page 050","v","","","","","","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0013z86g",""
"Picart (Bernard) Collection","ark:/21198/zz0013z870","ark:/21198/zz0009pfk3","2","Completed","Page","picart/masters/21198-zz0013z870-1-master.tif","","","57","","","text","","","","","","Page 051","r","","","","","","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0013z870",""
"Picart (Bernard) Collection","ark:/21198/zz0013z88h","ark:/21198/zz0009pfk3","2","Completed","Page","picart/masters/21198-zz0013z88h-1-master.tif","","","58","","","text","","","","","","Page 052","v","","","","","","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0013z88h",""
"Picart (Bernard) Collection","ark:/21198/zz0013z891","ark:/21198/zz0009pfk3","2","Completed","Page","picart/masters/21198-zz0013z891-1-master.tif","","","59","","","text","","","","","","Page 053","r","","","","","","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0013z891",""
"Picart (Bernard) Collection","ark:/21198/zz0013z8bj","ark:/21198/zz0009pfk3","2","Completed","Page","picart/masters/21198-zz0013z8bj-1-master.tif","","","60","","","text","","","","","","Page 054","v","","","","","","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0013z8bj",""
"Picart (Bernard) Collection","ark:/21198/zz0013z8c2","ark:/21198/zz0009pfk3","2","Completed","Page","picart/masters/21198-zz0013z8c2-1-master.tif","","","61","","","text","","","","","","Page 055","r","","","","","","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0013z8c2",""
"Picart (Bernard) Collection","ark:/21198/zz0013z8dk","ark:/21198/zz0009pfk3","2","Completed","Page","picart/masters/21198-zz0013z8dk-1-master.tif","","","62","","","text","","","","","","Page 056","v","","","","","","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0013z8dk",""
"Picart (Bernard) Collection","ark:/21198/zz0013z8f3","ark:/21198/zz0009pfk3","2","Completed","Page","picart/masters/21198-zz0013z8f3-1-master.tif","","","63","","","text","","","","","","Page 057","r","","","","","","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0013z8f3",""
"Picart (Bernard) Collection","ark:/21198/zz0013z8gm","ark:/21198/zz0009pfk3","2","Completed","Page","picart/masters/21198-zz0013z8gm-1-master.tif","","","64","","","text","","","","","","Page 058","v","","","","","","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0013z8gm",""
"Picart (Bernard) Collection","ark:/21198/zz0013z8h4","ark:/21198/zz0009pfk3","2","Completed","Page","picart/masters/21198-zz0013z8h4-1-master.tif","","","65","","","text","","","","","","Page 059","r","","","","","","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0013z8h4",""
"Picart (Bernard) Collection","ark:/21198/zz0013z8jn","ark:/21198/zz0009pfk3","2","Completed","Page","picart/masters/21198-zz0013z8jn-1-master.tif","","","66","","","text","","","","","","Page 060","v","","","","","","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0013z8jn",""
"Picart (Bernard) Collection","ark:/21198/zz0013z8k5","ark:/21198/zz0009pfk3","2","Completed","Page","picart/masters/21198-zz0013z8k5-1-master.tif","","","67","","","text","","","","","","Page 061","r","","","","","","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0013z8k5",""
"Picart (Bernard) Collection","ark:/21198/zz0013z8mp","ark:/21198/zz0009pfk3","2","Completed","Page","picart/masters/21198-zz0013z8mp-1-master.tif","","","68","","","text","","","","","","Page 062","v","","","","","","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0013z8mp",""
"Picart (Bernard) Collection","ark:/21198/zz0013z8n6","ark:/21198/zz0009pfk3","2","Completed","Page","picart/masters/21198-zz0013z8n6-1-master.tif","","","69","","","text","","","","","","Page 063","r","","","","","","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0013z8n6",""
"Picart (Bernard) Collection","ark:/21198/zz0013z8pq","ark:/21198/zz0009pfk3","2","Completed","Page","picart/masters/21198-zz0013z8pq-1-master.tif","","","70","","","text","","","","","","Page 064","v","","","","","","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0013z8pq",""
"Picart (Bernard) Collection","ark:/21198/zz0013z8q7","ark:/21198/zz0009pfk3","2","Completed","Page","picart/masters/21198-zz0013z8q7-1-master.tif","","","71","","","text","","","","","","Page 065","r","","","","","","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0013z8q7",""
"Picart (Bernard) Collection","ark:/21198/zz0013z8rr","ark:/21198/zz0009pfk3","2","Completed","Page","picart/masters/21198-zz0013z8rr-1-master.tif","","","72","","","text","","","","","","Page 066","v","","","","","","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0013z8rr",""
"Picart (Bernard) Collection","ark:/21198/zz0013z8s8","ark:/21198/zz0009pfk3","2","Completed","Page","picart/masters/21198-zz0013z8s8-1-master.tif","","","73","","","text","","","","","","Page 067","r","","","","","","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0013z8s8",""
"Picart (Bernard) Collection","ark:/21198/zz0013z8ts","ark:/21198/zz0009pfk3","2","Completed","Page","picart/masters/21198-zz0013z8ts-1-master.tif","","","74","","","text","","","","","","Page 068","v","","","","","","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0013z8ts",""
"Picart (Bernard) Collection","ark:/21198/zz0013z8v9","ark:/21198/zz0009pfk3","2","Completed","Page","picart/masters/21198-zz0013z8v9-1-master.tif","","","75","","","text","","","","","","Page 069","r","","","","","","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0013z8v9",""
"Picart (Bernard) Collection","ark:/21198/zz0013z8wt","ark:/21198/zz0009pfk3","2","Completed","Page","picart/masters/21198-zz0013z8wt-1-master.tif","","","76","","","text","","","","","","Page 070","v","","","","","","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0013z8wt",""
"Picart (Bernard) Collection","ark:/21198/zz0013z8xb","ark:/21198/zz0009pfk3","2","Completed","Page","picart/masters/21198-zz0013z8xb-1-master.tif","","","77","","","text","","","","","","Page 071","r","","","","","","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0013z8xb",""
"Picart (Bernard) Collection","ark:/21198/zz0013z8zv","ark:/21198/zz0009pfk3","2","Completed","Page","picart/masters/21198-zz0013z8zv-1-master.tif","","","78","","","text|~|still image","","","","","","Page 072","v","","","","","","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0013z8zv",""
"Picart (Bernard) Collection","ark:/21198/zz0013z90v","ark:/21198/zz0009pfk3","2","Completed","Page","picart/masters/21198-zz0013z90v-1-master.tif","","","79","","","text","","","","","","Page 073","r","","","","","","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0013z90v",""
