"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Duplicate","Delete in Title","viewingHint","Text direction","Visibility","IIIF Range","Rights.copyrightStatus","Subject","Type.genre","Name.repository","Author","Name.attributedTo","Name.translator","Name.commentator","Name.scribe","Name.creator","Name.compiler","Name.annotator","Language.language","Language.script","Name.calligrapher","Alternate Identifier.local","Title","Relation.rectoVerso","Source","Date.creation","Format.dimensions","Alternate Title.other","Description.abstract","Description.microfilm","Description.citation","Alternate Title.scriptArab","Description.physical","Relation.textDirection","Date.normalized","Description.note","Format.extent","Relation","Description.stamp","Relation.citation","Alternate Title.spine","Description.marks","Description.colophon","thumbnailImageName","masterImageName","JSON","Metadata Only","Conceptual Page","Bucketeer State","IIIF Access URL","IIIF Manifest URL"
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz001dr5sv","ark:/21198/zz000wrh7t","7","Completed","Page","minasian/masters/1486/1486_0011.tif","11","","","","","","","pd","","","","","","","","","","","","","","","1147_1486_0011","page 10","r","","","","","","","","","","","","","","","","","","","","1147_1486_0011.jpg","1486_0011.tif","['{""Project Name"": ""Minasian (Caro) Collection of Persian and Arabic Manuscripts"", ""Item ARK"": ""ark:/21198/zz000wrh7t"", ""Parent ARK"": ""ark:/21198/zz000wrh7t"", ""Item Status ID"": ""7"", ""Item Status"": ""Completed"", ""Object Type"": ""Page"", ""File Name"": """", ""Item Sequence"": ""1489"", ""Duplicate"": """", ""Delete in Title"": """", ""viewingHint"": ""paged"", ""Text direction"": """", ""Visibility"": """", ""IIIF Range"": """", ""Rights.copyrightStatus"": ""pd"", ""Subject"": ""Astronomy"", ""Type.genre"": ""manuscripts (document genre)"", ""Name.repository"": ""University of California, Los Angeles. $b Library Special Collections"", ""Author"": ""Ru016byu0101nu012b, u02bfAbd al-Qu0101dir"", ""Name.attributedTo"": """", ""Name.translator"": """", ""Name.commentator"": """", ""Name.scribe"": """", ""Name.creator"": """", ""Name.compiler"": """", ""Name.annotator"": """", ""Language.language"": """", ""Language.script"": """", ""Name.calligrapher"": """", ""Alternate Identifier.local"": ""1486"", ""Title"": ""Mau02bfrifat-i rubu02bf"", ""Relation.rectoVerso"": """", ""Source"": ""Caro Minasian Collection of Persian and Arabic Manuscripts, box 172,1486"", ""Date.creation"": ""n.d."", ""Format.dimensions"": ""16.1 x 9.8 x 0.3"", ""Alternate Title.other"": """", ""Description.abstract"": """", ""Description.microfilm"": """", ""Description.citation"": ""Muu1e25ammad Taqu012b Du0101nish-pazhu016bh, Fihrist-i Nushahhu0101-yi khau1e6du1e6du012b, daftar 11 & 12 (u1e6cihru0101n: Intishu0101ru0101t-i Du0101nishgu0101h-i u1e6cihru0101n, 1039 AH), p. 82."", ""Alternate Title.scriptArab"": ""u0645u0639u0631u0641u0629 u0631u0628u0639"", ""Description.physical"": """", ""Relation.textDirection"": ""rtl"", ""Date.normalized"": """", ""Description.note"": """", ""Format.extent"": """", ""Relation"": """", ""Description.stamp"": """", ""Relation.citation"": """", ""Alternate Title.spine"": """", ""Description.marks"": """", ""Description.colophon"": """", ""thumbnailImageName"": """", ""masterImageName"": """"}']","No","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dr5sv",""
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz001dr5tc","ark:/21198/zz000wrh7t","7","Completed","Page","minasian/masters/1486/1486_0012.tif","12","","","","","","","pd","","","","","","","","","","","","","","","1147_1486_0012","page 11","v","","","","","","","","","","","","","","","","","","","","1147_1486_0012.jpg","1486_0012.tif","['{""Project Name"": ""Minasian (Caro) Collection of Persian and Arabic Manuscripts"", ""Item ARK"": ""ark:/21198/zz000wrh7t"", ""Parent ARK"": ""ark:/21198/zz000wrh7t"", ""Item Status ID"": ""7"", ""Item Status"": ""Completed"", ""Object Type"": ""Page"", ""File Name"": """", ""Item Sequence"": ""1489"", ""Duplicate"": """", ""Delete in Title"": """", ""viewingHint"": ""paged"", ""Text direction"": """", ""Visibility"": """", ""IIIF Range"": """", ""Rights.copyrightStatus"": ""pd"", ""Subject"": ""Astronomy"", ""Type.genre"": ""manuscripts (document genre)"", ""Name.repository"": ""University of California, Los Angeles. $b Library Special Collections"", ""Author"": ""Ru016byu0101nu012b, u02bfAbd al-Qu0101dir"", ""Name.attributedTo"": """", ""Name.translator"": """", ""Name.commentator"": """", ""Name.scribe"": """", ""Name.creator"": """", ""Name.compiler"": """", ""Name.annotator"": """", ""Language.language"": """", ""Language.script"": """", ""Name.calligrapher"": """", ""Alternate Identifier.local"": ""1486"", ""Title"": ""Mau02bfrifat-i rubu02bf"", ""Relation.rectoVerso"": """", ""Source"": ""Caro Minasian Collection of Persian and Arabic Manuscripts, box 172,1486"", ""Date.creation"": ""n.d."", ""Format.dimensions"": ""16.1 x 9.8 x 0.3"", ""Alternate Title.other"": """", ""Description.abstract"": """", ""Description.microfilm"": """", ""Description.citation"": ""Muu1e25ammad Taqu012b Du0101nish-pazhu016bh, Fihrist-i Nushahhu0101-yi khau1e6du1e6du012b, daftar 11 & 12 (u1e6cihru0101n: Intishu0101ru0101t-i Du0101nishgu0101h-i u1e6cihru0101n, 1039 AH), p. 82."", ""Alternate Title.scriptArab"": ""u0645u0639u0631u0641u0629 u0631u0628u0639"", ""Description.physical"": """", ""Relation.textDirection"": ""rtl"", ""Date.normalized"": """", ""Description.note"": """", ""Format.extent"": """", ""Relation"": """", ""Description.stamp"": """", ""Relation.citation"": """", ""Alternate Title.spine"": """", ""Description.marks"": """", ""Description.colophon"": """", ""thumbnailImageName"": """", ""masterImageName"": """"}']","No","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dr5tc",""
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz001dr5vw","ark:/21198/zz000wrh7t","7","Completed","Page","minasian/masters/1486/1486_0013.tif","13","","","","","","","pd","","","","","","","","","","","","","","","1147_1486_0013","page 12","r","","","","","","","","","","","","","","","","","","","","1147_1486_0013.jpg","1486_0013.tif","['{""Project Name"": ""Minasian (Caro) Collection of Persian and Arabic Manuscripts"", ""Item ARK"": ""ark:/21198/zz000wrh7t"", ""Parent ARK"": ""ark:/21198/zz000wrh7t"", ""Item Status ID"": ""7"", ""Item Status"": ""Completed"", ""Object Type"": ""Page"", ""File Name"": """", ""Item Sequence"": ""1489"", ""Duplicate"": """", ""Delete in Title"": """", ""viewingHint"": ""paged"", ""Text direction"": """", ""Visibility"": """", ""IIIF Range"": """", ""Rights.copyrightStatus"": ""pd"", ""Subject"": ""Astronomy"", ""Type.genre"": ""manuscripts (document genre)"", ""Name.repository"": ""University of California, Los Angeles. $b Library Special Collections"", ""Author"": ""Ru016byu0101nu012b, u02bfAbd al-Qu0101dir"", ""Name.attributedTo"": """", ""Name.translator"": """", ""Name.commentator"": """", ""Name.scribe"": """", ""Name.creator"": """", ""Name.compiler"": """", ""Name.annotator"": """", ""Language.language"": """", ""Language.script"": """", ""Name.calligrapher"": """", ""Alternate Identifier.local"": ""1486"", ""Title"": ""Mau02bfrifat-i rubu02bf"", ""Relation.rectoVerso"": """", ""Source"": ""Caro Minasian Collection of Persian and Arabic Manuscripts, box 172,1486"", ""Date.creation"": ""n.d."", ""Format.dimensions"": ""16.1 x 9.8 x 0.3"", ""Alternate Title.other"": """", ""Description.abstract"": """", ""Description.microfilm"": """", ""Description.citation"": ""Muu1e25ammad Taqu012b Du0101nish-pazhu016bh, Fihrist-i Nushahhu0101-yi khau1e6du1e6du012b, daftar 11 & 12 (u1e6cihru0101n: Intishu0101ru0101t-i Du0101nishgu0101h-i u1e6cihru0101n, 1039 AH), p. 82."", ""Alternate Title.scriptArab"": ""u0645u0639u0631u0641u0629 u0631u0628u0639"", ""Description.physical"": """", ""Relation.textDirection"": ""rtl"", ""Date.normalized"": """", ""Description.note"": """", ""Format.extent"": """", ""Relation"": """", ""Description.stamp"": """", ""Relation.citation"": """", ""Alternate Title.spine"": """", ""Description.marks"": """", ""Description.colophon"": """", ""thumbnailImageName"": """", ""masterImageName"": """"}']","No","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dr5vw",""
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz001dr5wd","ark:/21198/zz000wrh7t","7","Completed","Page","minasian/masters/1486/1486_0014.tif","14","","","","","","","pd","","","","","","","","","","","","","","","1147_1486_0014","page 13","v","","","","","","","","","","","","","","","","","","","","1147_1486_0014.jpg","1486_0014.tif","['{""Project Name"": ""Minasian (Caro) Collection of Persian and Arabic Manuscripts"", ""Item ARK"": ""ark:/21198/zz000wrh7t"", ""Parent ARK"": ""ark:/21198/zz000wrh7t"", ""Item Status ID"": ""7"", ""Item Status"": ""Completed"", ""Object Type"": ""Page"", ""File Name"": """", ""Item Sequence"": ""1489"", ""Duplicate"": """", ""Delete in Title"": """", ""viewingHint"": ""paged"", ""Text direction"": """", ""Visibility"": """", ""IIIF Range"": """", ""Rights.copyrightStatus"": ""pd"", ""Subject"": ""Astronomy"", ""Type.genre"": ""manuscripts (document genre)"", ""Name.repository"": ""University of California, Los Angeles. $b Library Special Collections"", ""Author"": ""Ru016byu0101nu012b, u02bfAbd al-Qu0101dir"", ""Name.attributedTo"": """", ""Name.translator"": """", ""Name.commentator"": """", ""Name.scribe"": """", ""Name.creator"": """", ""Name.compiler"": """", ""Name.annotator"": """", ""Language.language"": """", ""Language.script"": """", ""Name.calligrapher"": """", ""Alternate Identifier.local"": ""1486"", ""Title"": ""Mau02bfrifat-i rubu02bf"", ""Relation.rectoVerso"": """", ""Source"": ""Caro Minasian Collection of Persian and Arabic Manuscripts, box 172,1486"", ""Date.creation"": ""n.d."", ""Format.dimensions"": ""16.1 x 9.8 x 0.3"", ""Alternate Title.other"": """", ""Description.abstract"": """", ""Description.microfilm"": """", ""Description.citation"": ""Muu1e25ammad Taqu012b Du0101nish-pazhu016bh, Fihrist-i Nushahhu0101-yi khau1e6du1e6du012b, daftar 11 & 12 (u1e6cihru0101n: Intishu0101ru0101t-i Du0101nishgu0101h-i u1e6cihru0101n, 1039 AH), p. 82."", ""Alternate Title.scriptArab"": ""u0645u0639u0631u0641u0629 u0631u0628u0639"", ""Description.physical"": """", ""Relation.textDirection"": ""rtl"", ""Date.normalized"": """", ""Description.note"": """", ""Format.extent"": """", ""Relation"": """", ""Description.stamp"": """", ""Relation.citation"": """", ""Alternate Title.spine"": """", ""Description.marks"": """", ""Description.colophon"": """", ""thumbnailImageName"": """", ""masterImageName"": """"}']","No","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dr5wd",""
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz001dr5xx","ark:/21198/zz000wrh7t","7","Completed","Page","minasian/masters/1486/1486_0015.tif","15","","","","","","","pd","","","","","","","","","","","","","","","1147_1486_0015","page 14","r","","","","","","","","","","","","","","","","","","","","1147_1486_0015.jpg","1486_0015.tif","['{""Project Name"": ""Minasian (Caro) Collection of Persian and Arabic Manuscripts"", ""Item ARK"": ""ark:/21198/zz000wrh7t"", ""Parent ARK"": ""ark:/21198/zz000wrh7t"", ""Item Status ID"": ""7"", ""Item Status"": ""Completed"", ""Object Type"": ""Page"", ""File Name"": """", ""Item Sequence"": ""1489"", ""Duplicate"": """", ""Delete in Title"": """", ""viewingHint"": ""paged"", ""Text direction"": """", ""Visibility"": """", ""IIIF Range"": """", ""Rights.copyrightStatus"": ""pd"", ""Subject"": ""Astronomy"", ""Type.genre"": ""manuscripts (document genre)"", ""Name.repository"": ""University of California, Los Angeles. $b Library Special Collections"", ""Author"": ""Ru016byu0101nu012b, u02bfAbd al-Qu0101dir"", ""Name.attributedTo"": """", ""Name.translator"": """", ""Name.commentator"": """", ""Name.scribe"": """", ""Name.creator"": """", ""Name.compiler"": """", ""Name.annotator"": """", ""Language.language"": """", ""Language.script"": """", ""Name.calligrapher"": """", ""Alternate Identifier.local"": ""1486"", ""Title"": ""Mau02bfrifat-i rubu02bf"", ""Relation.rectoVerso"": """", ""Source"": ""Caro Minasian Collection of Persian and Arabic Manuscripts, box 172,1486"", ""Date.creation"": ""n.d."", ""Format.dimensions"": ""16.1 x 9.8 x 0.3"", ""Alternate Title.other"": """", ""Description.abstract"": """", ""Description.microfilm"": """", ""Description.citation"": ""Muu1e25ammad Taqu012b Du0101nish-pazhu016bh, Fihrist-i Nushahhu0101-yi khau1e6du1e6du012b, daftar 11 & 12 (u1e6cihru0101n: Intishu0101ru0101t-i Du0101nishgu0101h-i u1e6cihru0101n, 1039 AH), p. 82."", ""Alternate Title.scriptArab"": ""u0645u0639u0631u0641u0629 u0631u0628u0639"", ""Description.physical"": """", ""Relation.textDirection"": ""rtl"", ""Date.normalized"": """", ""Description.note"": """", ""Format.extent"": """", ""Relation"": """", ""Description.stamp"": """", ""Relation.citation"": """", ""Alternate Title.spine"": """", ""Description.marks"": """", ""Description.colophon"": """", ""thumbnailImageName"": """", ""masterImageName"": """"}']","No","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dr5xx",""
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz001dr5zf","ark:/21198/zz000wrh7t","7","Completed","Page","minasian/masters/1486/1486_0016.tif","16","","","","","","","pd","","","","","","","","","","","","","","","1147_1486_0016","page 15","v","","","","","","","","","","","","","","","","","","","","1147_1486_0016.jpg","1486_0016.tif","['{""Project Name"": ""Minasian (Caro) Collection of Persian and Arabic Manuscripts"", ""Item ARK"": ""ark:/21198/zz000wrh7t"", ""Parent ARK"": ""ark:/21198/zz000wrh7t"", ""Item Status ID"": ""7"", ""Item Status"": ""Completed"", ""Object Type"": ""Page"", ""File Name"": """", ""Item Sequence"": ""1489"", ""Duplicate"": """", ""Delete in Title"": """", ""viewingHint"": ""paged"", ""Text direction"": """", ""Visibility"": """", ""IIIF Range"": """", ""Rights.copyrightStatus"": ""pd"", ""Subject"": ""Astronomy"", ""Type.genre"": ""manuscripts (document genre)"", ""Name.repository"": ""University of California, Los Angeles. $b Library Special Collections"", ""Author"": ""Ru016byu0101nu012b, u02bfAbd al-Qu0101dir"", ""Name.attributedTo"": """", ""Name.translator"": """", ""Name.commentator"": """", ""Name.scribe"": """", ""Name.creator"": """", ""Name.compiler"": """", ""Name.annotator"": """", ""Language.language"": """", ""Language.script"": """", ""Name.calligrapher"": """", ""Alternate Identifier.local"": ""1486"", ""Title"": ""Mau02bfrifat-i rubu02bf"", ""Relation.rectoVerso"": """", ""Source"": ""Caro Minasian Collection of Persian and Arabic Manuscripts, box 172,1486"", ""Date.creation"": ""n.d."", ""Format.dimensions"": ""16.1 x 9.8 x 0.3"", ""Alternate Title.other"": """", ""Description.abstract"": """", ""Description.microfilm"": """", ""Description.citation"": ""Muu1e25ammad Taqu012b Du0101nish-pazhu016bh, Fihrist-i Nushahhu0101-yi khau1e6du1e6du012b, daftar 11 & 12 (u1e6cihru0101n: Intishu0101ru0101t-i Du0101nishgu0101h-i u1e6cihru0101n, 1039 AH), p. 82."", ""Alternate Title.scriptArab"": ""u0645u0639u0631u0641u0629 u0631u0628u0639"", ""Description.physical"": """", ""Relation.textDirection"": ""rtl"", ""Date.normalized"": """", ""Description.note"": """", ""Format.extent"": """", ""Relation"": """", ""Description.stamp"": """", ""Relation.citation"": """", ""Alternate Title.spine"": """", ""Description.marks"": """", ""Description.colophon"": """", ""thumbnailImageName"": """", ""masterImageName"": """"}']","No","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dr5zf",""
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz001dr60f","ark:/21198/zz000wrh7t","7","Completed","Page","minasian/masters/1486/1486_0017.tif","17","","","","","","","pd","","","","","","","","","","","","","","","1147_1486_0017","page 16","r","","","","","","","","","","","","","","","","","","","","1147_1486_0017.jpg","1486_0017.tif","['{""Project Name"": ""Minasian (Caro) Collection of Persian and Arabic Manuscripts"", ""Item ARK"": ""ark:/21198/zz000wrh7t"", ""Parent ARK"": ""ark:/21198/zz000wrh7t"", ""Item Status ID"": ""7"", ""Item Status"": ""Completed"", ""Object Type"": ""Page"", ""File Name"": """", ""Item Sequence"": ""1489"", ""Duplicate"": """", ""Delete in Title"": """", ""viewingHint"": ""paged"", ""Text direction"": """", ""Visibility"": """", ""IIIF Range"": """", ""Rights.copyrightStatus"": ""pd"", ""Subject"": ""Astronomy"", ""Type.genre"": ""manuscripts (document genre)"", ""Name.repository"": ""University of California, Los Angeles. $b Library Special Collections"", ""Author"": ""Ru016byu0101nu012b, u02bfAbd al-Qu0101dir"", ""Name.attributedTo"": """", ""Name.translator"": """", ""Name.commentator"": """", ""Name.scribe"": """", ""Name.creator"": """", ""Name.compiler"": """", ""Name.annotator"": """", ""Language.language"": """", ""Language.script"": """", ""Name.calligrapher"": """", ""Alternate Identifier.local"": ""1486"", ""Title"": ""Mau02bfrifat-i rubu02bf"", ""Relation.rectoVerso"": """", ""Source"": ""Caro Minasian Collection of Persian and Arabic Manuscripts, box 172,1486"", ""Date.creation"": ""n.d."", ""Format.dimensions"": ""16.1 x 9.8 x 0.3"", ""Alternate Title.other"": """", ""Description.abstract"": """", ""Description.microfilm"": """", ""Description.citation"": ""Muu1e25ammad Taqu012b Du0101nish-pazhu016bh, Fihrist-i Nushahhu0101-yi khau1e6du1e6du012b, daftar 11 & 12 (u1e6cihru0101n: Intishu0101ru0101t-i Du0101nishgu0101h-i u1e6cihru0101n, 1039 AH), p. 82."", ""Alternate Title.scriptArab"": ""u0645u0639u0631u0641u0629 u0631u0628u0639"", ""Description.physical"": """", ""Relation.textDirection"": ""rtl"", ""Date.normalized"": """", ""Description.note"": """", ""Format.extent"": """", ""Relation"": """", ""Description.stamp"": """", ""Relation.citation"": """", ""Alternate Title.spine"": """", ""Description.marks"": """", ""Description.colophon"": """", ""thumbnailImageName"": """", ""masterImageName"": """"}']","No","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dr60f",""
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz001dr61z","ark:/21198/zz000wrh7t","7","Completed","Page","minasian/masters/1486/1486_0018.tif","18","","","","","","","pd","","","","","","","","","","","","","","","1147_1486_0018","page 17","v","","","","","","","","","","","","","","","","","","","","1147_1486_0018.jpg","1486_0018.tif","['{""Project Name"": ""Minasian (Caro) Collection of Persian and Arabic Manuscripts"", ""Item ARK"": ""ark:/21198/zz000wrh7t"", ""Parent ARK"": ""ark:/21198/zz000wrh7t"", ""Item Status ID"": ""7"", ""Item Status"": ""Completed"", ""Object Type"": ""Page"", ""File Name"": """", ""Item Sequence"": ""1489"", ""Duplicate"": """", ""Delete in Title"": """", ""viewingHint"": ""paged"", ""Text direction"": """", ""Visibility"": """", ""IIIF Range"": """", ""Rights.copyrightStatus"": ""pd"", ""Subject"": ""Astronomy"", ""Type.genre"": ""manuscripts (document genre)"", ""Name.repository"": ""University of California, Los Angeles. $b Library Special Collections"", ""Author"": ""Ru016byu0101nu012b, u02bfAbd al-Qu0101dir"", ""Name.attributedTo"": """", ""Name.translator"": """", ""Name.commentator"": """", ""Name.scribe"": """", ""Name.creator"": """", ""Name.compiler"": """", ""Name.annotator"": """", ""Language.language"": """", ""Language.script"": """", ""Name.calligrapher"": """", ""Alternate Identifier.local"": ""1486"", ""Title"": ""Mau02bfrifat-i rubu02bf"", ""Relation.rectoVerso"": """", ""Source"": ""Caro Minasian Collection of Persian and Arabic Manuscripts, box 172,1486"", ""Date.creation"": ""n.d."", ""Format.dimensions"": ""16.1 x 9.8 x 0.3"", ""Alternate Title.other"": """", ""Description.abstract"": """", ""Description.microfilm"": """", ""Description.citation"": ""Muu1e25ammad Taqu012b Du0101nish-pazhu016bh, Fihrist-i Nushahhu0101-yi khau1e6du1e6du012b, daftar 11 & 12 (u1e6cihru0101n: Intishu0101ru0101t-i Du0101nishgu0101h-i u1e6cihru0101n, 1039 AH), p. 82."", ""Alternate Title.scriptArab"": ""u0645u0639u0631u0641u0629 u0631u0628u0639"", ""Description.physical"": """", ""Relation.textDirection"": ""rtl"", ""Date.normalized"": """", ""Description.note"": """", ""Format.extent"": """", ""Relation"": """", ""Description.stamp"": """", ""Relation.citation"": """", ""Alternate Title.spine"": """", ""Description.marks"": """", ""Description.colophon"": """", ""thumbnailImageName"": """", ""masterImageName"": """"}']","No","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dr61z",""
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz001dr62g","ark:/21198/zz000wrh7t","7","Completed","Page","minasian/masters/1486/1486_0019.tif","19","","","","","","","pd","","","","","","","","","","","","","","","1147_1486_0019","page 18","r","","","","","","","","","","","","","","","","","","","","1147_1486_0019.jpg","1486_0019.tif","['{""Project Name"": ""Minasian (Caro) Collection of Persian and Arabic Manuscripts"", ""Item ARK"": ""ark:/21198/zz000wrh7t"", ""Parent ARK"": ""ark:/21198/zz000wrh7t"", ""Item Status ID"": ""7"", ""Item Status"": ""Completed"", ""Object Type"": ""Page"", ""File Name"": """", ""Item Sequence"": ""1489"", ""Duplicate"": """", ""Delete in Title"": """", ""viewingHint"": ""paged"", ""Text direction"": """", ""Visibility"": """", ""IIIF Range"": """", ""Rights.copyrightStatus"": ""pd"", ""Subject"": ""Astronomy"", ""Type.genre"": ""manuscripts (document genre)"", ""Name.repository"": ""University of California, Los Angeles. $b Library Special Collections"", ""Author"": ""Ru016byu0101nu012b, u02bfAbd al-Qu0101dir"", ""Name.attributedTo"": """", ""Name.translator"": """", ""Name.commentator"": """", ""Name.scribe"": """", ""Name.creator"": """", ""Name.compiler"": """", ""Name.annotator"": """", ""Language.language"": """", ""Language.script"": """", ""Name.calligrapher"": """", ""Alternate Identifier.local"": ""1486"", ""Title"": ""Mau02bfrifat-i rubu02bf"", ""Relation.rectoVerso"": """", ""Source"": ""Caro Minasian Collection of Persian and Arabic Manuscripts, box 172,1486"", ""Date.creation"": ""n.d."", ""Format.dimensions"": ""16.1 x 9.8 x 0.3"", ""Alternate Title.other"": """", ""Description.abstract"": """", ""Description.microfilm"": """", ""Description.citation"": ""Muu1e25ammad Taqu012b Du0101nish-pazhu016bh, Fihrist-i Nushahhu0101-yi khau1e6du1e6du012b, daftar 11 & 12 (u1e6cihru0101n: Intishu0101ru0101t-i Du0101nishgu0101h-i u1e6cihru0101n, 1039 AH), p. 82."", ""Alternate Title.scriptArab"": ""u0645u0639u0631u0641u0629 u0631u0628u0639"", ""Description.physical"": """", ""Relation.textDirection"": ""rtl"", ""Date.normalized"": """", ""Description.note"": """", ""Format.extent"": """", ""Relation"": """", ""Description.stamp"": """", ""Relation.citation"": """", ""Alternate Title.spine"": """", ""Description.marks"": """", ""Description.colophon"": """", ""thumbnailImageName"": """", ""masterImageName"": """"}']","No","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dr62g",""
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz001dr630","ark:/21198/zz000wrh7t","7","Completed","Page","minasian/masters/1486/1486_0020.tif","20","","","","","","","pd","","","","","","","","","","","","","","","1147_1486_0020","page 19","v","","","","","","","","","","","","","","","","","","","","1147_1486_0020.jpg","1486_0020.tif","['{""Project Name"": ""Minasian (Caro) Collection of Persian and Arabic Manuscripts"", ""Item ARK"": ""ark:/21198/zz000wrh7t"", ""Parent ARK"": ""ark:/21198/zz000wrh7t"", ""Item Status ID"": ""7"", ""Item Status"": ""Completed"", ""Object Type"": ""Page"", ""File Name"": """", ""Item Sequence"": ""1489"", ""Duplicate"": """", ""Delete in Title"": """", ""viewingHint"": ""paged"", ""Text direction"": """", ""Visibility"": """", ""IIIF Range"": """", ""Rights.copyrightStatus"": ""pd"", ""Subject"": ""Astronomy"", ""Type.genre"": ""manuscripts (document genre)"", ""Name.repository"": ""University of California, Los Angeles. $b Library Special Collections"", ""Author"": ""Ru016byu0101nu012b, u02bfAbd al-Qu0101dir"", ""Name.attributedTo"": """", ""Name.translator"": """", ""Name.commentator"": """", ""Name.scribe"": """", ""Name.creator"": """", ""Name.compiler"": """", ""Name.annotator"": """", ""Language.language"": """", ""Language.script"": """", ""Name.calligrapher"": """", ""Alternate Identifier.local"": ""1486"", ""Title"": ""Mau02bfrifat-i rubu02bf"", ""Relation.rectoVerso"": """", ""Source"": ""Caro Minasian Collection of Persian and Arabic Manuscripts, box 172,1486"", ""Date.creation"": ""n.d."", ""Format.dimensions"": ""16.1 x 9.8 x 0.3"", ""Alternate Title.other"": """", ""Description.abstract"": """", ""Description.microfilm"": """", ""Description.citation"": ""Muu1e25ammad Taqu012b Du0101nish-pazhu016bh, Fihrist-i Nushahhu0101-yi khau1e6du1e6du012b, daftar 11 & 12 (u1e6cihru0101n: Intishu0101ru0101t-i Du0101nishgu0101h-i u1e6cihru0101n, 1039 AH), p. 82."", ""Alternate Title.scriptArab"": ""u0645u0639u0631u0641u0629 u0631u0628u0639"", ""Description.physical"": """", ""Relation.textDirection"": ""rtl"", ""Date.normalized"": """", ""Description.note"": """", ""Format.extent"": """", ""Relation"": """", ""Description.stamp"": """", ""Relation.citation"": """", ""Alternate Title.spine"": """", ""Description.marks"": """", ""Description.colophon"": """", ""thumbnailImageName"": """", ""masterImageName"": """"}']","No","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dr630",""
