"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Duplicate","Delete in Title","viewingHint","Text direction","Visibility","IIIF Range","Type.typeOfResource","Type.genre","Rights.copyrightStatus","Language","Subject","Name.repository","Name.creator","Title","Relation.rectoVerso","Date.creation","Relation.isPartOf","Alt ID.local","AltTitle.uniform","Description.note","Format.dimensions","Description.abstract","Coverage.geographic","Relation.leafNumber","Date.normalized","Publisher.placeOfOrigin","Format.medium","Publisher.publisherName","Relation.textDirection","Format.extent","Relation.pageNumber","thumbnailImageName","masterImageName","Bucketeer State","IIIF Access URL","IIIF Manifest URL"
"Medieval and Renaissance Manuscripts","ark:/21198/zz0009vqbk","ark:/21198/zz0009vj21","2","Completed","Page","medren/masters/21198-zz0009vqbk-1-master.tif","12","","","","","","","","","pd","","","","","Coll. 170. Ms. 50. Page 12","v","","","","","","","","","","","","","","","","","21198-zz0009vqbk-1-thumbnail.jpg","21198-zz0009vqbk-1-master.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009vqbk",""
"Medieval and Renaissance Manuscripts","ark:/21198/zz0009vqdm","ark:/21198/zz0009vj21","2","Completed","Page","medren/masters/21198-zz0009vqdm-1-master.tif","13","","","","","","","","","pd","","","","","Coll. 170. Ms. 50. Page 13","r","","","","","","","","","","","","","","","","","21198-zz0009vqdm-1-thumbnail.jpg","21198-zz0009vqdm-1-master.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009vqdm",""
"Medieval and Renaissance Manuscripts","ark:/21198/zz0009vqgn","ark:/21198/zz0009vj21","2","Completed","Page","medren/masters/21198-zz0009vqgn-1-master.tif","14","","","","","","","","","pd","","","","","Coll. 170. Ms. 50. Page 14","v","","","","","","","","","","","","","","","","","21198-zz0009vqgn-1-thumbnail.jpg","21198-zz0009vqgn-1-master.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009vqgn",""
"Medieval and Renaissance Manuscripts","ark:/21198/zz0009vqjp","ark:/21198/zz0009vj21","2","Completed","Page","medren/masters/21198-zz0009vqjp-1-master.tif","15","","","","","","","","","pd","","","","","Coll. 170. Ms. 50. Page 15","r","","","","","","","","","","","","","","","","","21198-zz0009vqjp-1-thumbnail.jpg","21198-zz0009vqjp-1-master.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009vqjp",""
"Medieval and Renaissance Manuscripts","ark:/21198/zz000b22x9","ark:/21198/zz0009vj21","2","Completed","Page","medren/masters/21198-zz000b22x9-1-master.tif","16","","","","","","","","","pd","","","","","Coll. 170. Ms. 50. Page 16","v","","","","","","","","","","","","","","","","","21198-zz000b22x9-1-thumbnail.jpg","21198-zz000b22x9-1-master.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000b22x9",""
"Medieval and Renaissance Manuscripts","ark:/21198/zz000b22zt","ark:/21198/zz0009vj21","2","Completed","Page","medren/masters/21198-zz000b22zt-1-master.tif","17","","","","","","","","","pd","","","","","Coll. 170. Ms. 50. Page 17","r","","","","","","","","","","","","","","","","","21198-zz000b22zt-1-thumbnail.jpg","21198-zz000b22zt-1-master.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000b22zt",""
"Medieval and Renaissance Manuscripts","ark:/21198/zz000b230t","ark:/21198/zz0009vj21","2","Completed","Page","medren/masters/21198-zz000b230t-1-master.tif","18","","","","","","","","","pd","","","","","Coll. 170. Ms. 50. Page 18","v","","","","","","","","","","","","","","","","","21198-zz000b230t-1-thumbnail.jpg","21198-zz000b230t-1-master.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000b230t",""
"Medieval and Renaissance Manuscripts","ark:/21198/zz000b231b","ark:/21198/zz0009vj21","2","Completed","Page","medren/masters/21198-zz000b231b-1-master.tif","19","","","","","","","","","pd","","","","","Coll. 170. Ms. 50. Page 19","r","","","","","","","","","","","","","","","","","21198-zz000b231b-1-thumbnail.jpg","21198-zz000b231b-1-master.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000b231b",""
"Medieval and Renaissance Manuscripts","ark:/21198/zz000b232v","ark:/21198/zz0009vj21","2","Completed","Page","medren/masters/21198-zz000b232v-1-master.tif","20","","","","","","","","","pd","","","","","Coll. 170. Ms. 50. Page 20","v","","","","","","","","","","","","","","","","","21198-zz000b232v-1-thumbnail.jpg","21198-zz000b232v-1-master.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000b232v",""
"Medieval and Renaissance Manuscripts","ark:/21198/zz000b233c","ark:/21198/zz0009vj21","2","Completed","Page","medren/masters/21198-zz000b233c-1-master.tif","21","","","","","","","","","pd","","","","","Coll. 170. Ms. 50. Page 21","r","","","","","","","","","","","","","","","","","21198-zz000b233c-1-thumbnail.jpg","21198-zz000b233c-1-master.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000b233c",""
"Medieval and Renaissance Manuscripts","ark:/21198/zz000b234w","ark:/21198/zz0009vj21","2","Completed","Page","medren/masters/21198-zz000b234w-1-master.tif","22","","","","","","","","","pd","","","","","Coll. 170. Ms. 50. Page 22","v","","","","","","","","","","","","","","","","","21198-zz000b234w-1-thumbnail.jpg","21198-zz000b234w-1-master.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000b234w",""
"Medieval and Renaissance Manuscripts","ark:/21198/zz000b235d","ark:/21198/zz0009vj21","2","Completed","Page","medren/masters/21198-zz000b235d-1-master.tif","23","","","","","","","","","pd","","","","","Coll. 170. Ms. 50. Page 23","r","","","","","","","","","","","","","","","","","21198-zz000b235d-1-thumbnail.jpg","21198-zz000b235d-1-master.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000b235d",""
"Medieval and Renaissance Manuscripts","ark:/21198/zz000b236x","ark:/21198/zz0009vj21","2","Completed","Page","medren/masters/21198-zz000b236x-1-master.tif","24","","","","","","","","","pd","","","","","Coll. 170. Ms. 50. Page 24","v","","","","","","","","","","","","","","","","","21198-zz000b236x-1-thumbnail.jpg","21198-zz000b236x-1-master.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000b236x",""
"Medieval and Renaissance Manuscripts","ark:/21198/zz000b237f","ark:/21198/zz0009vj21","2","Completed","Page","medren/masters/21198-zz000b237f-1-master.tif","25","","","","","","","","","pd","","","","","Coll. 170. Ms. 50. Page 25","r","","","","","","","","","","","","","","","","","21198-zz000b237f-1-thumbnail.jpg","21198-zz000b237f-1-master.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000b237f",""
"Medieval and Renaissance Manuscripts","ark:/21198/zz000b238z","ark:/21198/zz0009vj21","2","Completed","Page","medren/masters/21198-zz000b238z-1-master.tif","26","","","","","","","","","pd","","","","","Coll. 170. Ms. 50. Page 26","v","","","","","","","","","","","","","","","","","21198-zz000b238z-1-thumbnail.jpg","21198-zz000b238z-1-master.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000b238z",""
"Medieval and Renaissance Manuscripts","ark:/21198/zz000b239g","ark:/21198/zz0009vj21","2","Completed","Page","medren/masters/21198-zz000b239g-1-master.tif","27","","","","","","","","","pd","","","","","Coll. 170. Ms. 50. Page 27","r","","","","","","","","","","","","","","","","","21198-zz000b239g-1-thumbnail.jpg","21198-zz000b239g-1-master.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000b239g",""
"Medieval and Renaissance Manuscripts","ark:/21198/zz000b23b0","ark:/21198/zz0009vj21","2","Completed","Page","medren/masters/21198-zz000b23b0-1-master.tif","28","","","","","","","","","pd","","","","","Coll. 170. Ms. 50. Page 28","v","","","","","","","","","","","","","","","","","21198-zz000b23b0-1-thumbnail.jpg","21198-zz000b23b0-1-master.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000b23b0",""
"Medieval and Renaissance Manuscripts","ark:/21198/zz000b23ch","ark:/21198/zz0009vj21","2","Completed","Page","medren/masters/21198-zz000b23ch-1-master.tif","29","","","","","","","","","pd","","","","","Coll. 170. Ms. 50. Page 29","r","","","","","","","","","","","","","","","","","21198-zz000b23ch-1-thumbnail.jpg","21198-zz000b23ch-1-master.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000b23ch",""
"Medieval and Renaissance Manuscripts","ark:/21198/zz000b23d1","ark:/21198/zz0009vj21","2","Completed","Page","medren/masters/21198-zz000b23d1-1-master.tif","30","","","","","","","","","pd","","","","","Coll. 170. Ms. 50. Page 30","v","","","","","","","","","","","","","","","","","21198-zz000b23d1-1-thumbnail.jpg","21198-zz000b23d1-1-master.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000b23d1",""
"Medieval and Renaissance Manuscripts","ark:/21198/zz000b23fj","ark:/21198/zz0009vj21","2","Completed","Page","medren/masters/21198-zz000b23fj-1-master.tif","31","","","","","","","","","pd","","","","","Coll. 170. Ms. 50. Page 31","r","","","","","","","","","","","","","","","","","21198-zz000b23fj-1-thumbnail.jpg","21198-zz000b23fj-1-master.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000b23fj",""
"Medieval and Renaissance Manuscripts","ark:/21198/zz000b23g2","ark:/21198/zz0009vj21","2","Completed","Page","medren/masters/21198-zz000b23g2-1-master.tif","32","","","","","","","","","pd","","","","","Coll. 170. Ms. 50. Page 32","v","","","","","","","","","","","","","","","","","21198-zz000b23g2-1-thumbnail.jpg","21198-zz000b23g2-1-master.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000b23g2",""
"Medieval and Renaissance Manuscripts","ark:/21198/zz000b23hk","ark:/21198/zz0009vj21","2","Completed","Page","medren/masters/21198-zz000b23hk-1-master.tif","33","","","","","","","","","pd","","","","","Coll. 170. Ms. 50. Page 33","r","","","","","","","","","","","","","","","","","21198-zz000b23hk-1-thumbnail.jpg","21198-zz000b23hk-1-master.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000b23hk",""
"Medieval and Renaissance Manuscripts","ark:/21198/zz000b23j3","ark:/21198/zz0009vj21","2","Completed","Page","medren/masters/21198-zz000b23j3-1-master.tif","34","","","","","","","","","pd","","","","","Coll. 170. Ms. 50. Page 34","v","","","","","","","","","","","","","","","","","21198-zz000b23j3-1-thumbnail.jpg","21198-zz000b23j3-1-master.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000b23j3",""
"Medieval and Renaissance Manuscripts","ark:/21198/zz000b23km","ark:/21198/zz0009vj21","2","Completed","Page","medren/masters/21198-zz000b23km-1-master.tif","35","","","","","","","","","pd","","","","","Coll. 170. Ms. 50. Page 35","r","","","","","","","","","","","","","","","","","21198-zz000b23km-1-thumbnail.jpg","21198-zz000b23km-1-master.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000b23km",""
"Medieval and Renaissance Manuscripts","ark:/21198/zz000b23m4","ark:/21198/zz0009vj21","2","Completed","Page","medren/masters/21198-zz000b23m4-1-master.tif","36","","","","","","","","","pd","","","","","Coll. 170. Ms. 50. Page 36","v","","","","","","","","","","","","","","","","","21198-zz000b23m4-1-thumbnail.jpg","21198-zz000b23m4-1-master.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000b23m4",""
"Medieval and Renaissance Manuscripts","ark:/21198/zz000b23nn","ark:/21198/zz0009vj21","2","Completed","Page","medren/masters/21198-zz000b23nn-1-master.tif","37","","","","","","","","","pd","","","","","Coll. 170. Ms. 50. Page 37","r","","","","","","","","","","","","","","","","","21198-zz000b23nn-1-thumbnail.jpg","21198-zz000b23nn-1-master.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000b23nn",""
"Medieval and Renaissance Manuscripts","ark:/21198/zz000b23p5","ark:/21198/zz0009vj21","2","Completed","Page","medren/masters/21198-zz000b23p5-1-master.tif","38","","","","","","","","","pd","","","","","Coll. 170. Ms. 50. Page 38","v","","","","","","","","","","","","","","","","","21198-zz000b23p5-1-thumbnail.jpg","21198-zz000b23p5-1-master.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000b23p5",""
"Medieval and Renaissance Manuscripts","ark:/21198/zz000b23qp","ark:/21198/zz0009vj21","2","Completed","Page","medren/masters/21198-zz000b23qp-1-master.tif","39","","","","","","","","","pd","","","","","Coll. 170. Ms. 50. Page 39","r","","","","","","","","","","","","","","","","","21198-zz000b23qp-1-thumbnail.jpg","21198-zz000b23qp-1-master.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000b23qp",""
"Medieval and Renaissance Manuscripts","ark:/21198/zz000b23r6","ark:/21198/zz0009vj21","2","Completed","Page","medren/masters/21198-zz000b23r6-1-master.tif","40","","","","","","","","","pd","","","","","Coll. 170. Ms. 50. Page 40","v","","","","","","","","","","","","","","","","","21198-zz000b23r6-1-thumbnail.jpg","21198-zz000b23r6-1-master.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000b23r6",""
"Medieval and Renaissance Manuscripts","ark:/21198/zz000b23sq","ark:/21198/zz0009vj21","2","Completed","Page","medren/masters/21198-zz000b23sq-1-master.tif","41","","","","","","","","","pd","","","","","Coll. 170. Ms. 50. Page 41","r","","","","","","","","","","","","","","","","","21198-zz000b23sq-1-thumbnail.jpg","21198-zz000b23sq-1-master.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000b23sq",""
"Medieval and Renaissance Manuscripts","ark:/21198/zz000b23t7","ark:/21198/zz0009vj21","2","Completed","Page","medren/masters/21198-zz000b23t7-1-master.tif","42","","","","","","","","","pd","","","","","Coll. 170. Ms. 50. Page 42","v","","","","","","","","","","","","","","","","","21198-zz000b23t7-1-thumbnail.jpg","21198-zz000b23t7-1-master.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000b23t7",""
"Medieval and Renaissance Manuscripts","ark:/21198/zz000b23vr","ark:/21198/zz0009vj21","2","Completed","Page","medren/masters/21198-zz000b23vr-1-master.tif","43","","","","","","","","","pd","","","","","Coll. 170. Ms. 50. Page 43","r","","","","","","","","","","","","","","","","","21198-zz000b23vr-1-thumbnail.jpg","21198-zz000b23vr-1-master.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000b23vr",""
"Medieval and Renaissance Manuscripts","ark:/21198/zz000b23w8","ark:/21198/zz0009vj21","2","Completed","Page","medren/masters/21198-zz000b23w8-1-master.tif","44","","","","","","","","","pd","","","","","Coll. 170. Ms. 50. Page 44","v","","","","","","","","","","","","","","","","","21198-zz000b23w8-1-thumbnail.jpg","21198-zz000b23w8-1-master.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000b23w8",""
"Medieval and Renaissance Manuscripts","ark:/21198/zz000b23xs","ark:/21198/zz0009vj21","2","Completed","Page","medren/masters/21198-zz000b23xs-1-master.tif","45","","","","","","","","","pd","","","","","Coll. 170. Ms. 50. Page 45","r","","","","","","","","","","","","","","","","","21198-zz000b23xs-1-thumbnail.jpg","21198-zz000b23xs-1-master.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000b23xs",""
"Medieval and Renaissance Manuscripts","ark:/21198/zz000b23z9","ark:/21198/zz0009vj21","2","Completed","Page","medren/masters/21198-zz000b23z9-1-master.tif","46","","","","","","","","","pd","","","","","Coll. 170. Ms. 50. Page 46","v","","","","","","","","","","","","","","","","","21198-zz000b23z9-1-thumbnail.jpg","21198-zz000b23z9-1-master.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000b23z9",""
"Medieval and Renaissance Manuscripts","ark:/21198/zz000b2409","ark:/21198/zz0009vj21","2","Completed","Page","medren/masters/21198-zz000b2409-1-master.tif","47","","","","","","","","","pd","","","","","Coll. 170. Ms. 50. Page 47","r","","","","","","","","","","","","","","","","","21198-zz000b2409-1-thumbnail.jpg","21198-zz000b2409-1-master.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000b2409",""
"Medieval and Renaissance Manuscripts","ark:/21198/zz000b241t","ark:/21198/zz0009vj21","2","Completed","Page","medren/masters/21198-zz000b241t-1-master.tif","48","","","","","","","","","pd","","","","","Coll. 170. Ms. 50. Page 48","v","","","","","","","","","","","","","","","","","21198-zz000b241t-1-thumbnail.jpg","21198-zz000b241t-1-master.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000b241t",""
"Medieval and Renaissance Manuscripts","ark:/21198/zz000b242b","ark:/21198/zz0009vj21","2","Completed","Page","medren/masters/21198-zz000b242b-1-master.tif","49","","","","","","","","","pd","","","","","Coll. 170. Ms. 50. Page 49","r","","","","","","","","","","","","","","","","","21198-zz000b242b-1-thumbnail.jpg","21198-zz000b242b-1-master.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000b242b",""
"Medieval and Renaissance Manuscripts","ark:/21198/zz000b243v","ark:/21198/zz0009vj21","2","Completed","Page","medren/masters/21198-zz000b243v-1-master.tif","50","","","","","","","","","pd","","","","","Coll. 170. Ms. 50. Page 50","v","","","","","","","","","","","","","","","","","21198-zz000b243v-1-thumbnail.jpg","21198-zz000b243v-1-master.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000b243v",""
"Medieval and Renaissance Manuscripts","ark:/21198/zz000b244c","ark:/21198/zz0009vj21","2","Completed","Page","medren/masters/21198-zz000b244c-1-master.tif","51","","","","","","","","","pd","","","","","Coll. 170. Ms. 50. Page 51","r","","","","","","","","","","","","","","","","","21198-zz000b244c-1-thumbnail.jpg","21198-zz000b244c-1-master.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000b244c",""
"Medieval and Renaissance Manuscripts","ark:/21198/zz000b245w","ark:/21198/zz0009vj21","2","Completed","Page","medren/masters/21198-zz000b245w-1-master.tif","52","","","","","","","","","pd","","","","","Coll. 170. Ms. 50. Page 52","v","","","","","","","","","","","","","","","","","21198-zz000b245w-1-thumbnail.jpg","21198-zz000b245w-1-master.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000b245w",""
"Medieval and Renaissance Manuscripts","ark:/21198/zz000b246d","ark:/21198/zz0009vj21","2","Completed","Page","medren/masters/21198-zz000b246d-1-master.tif","53","","","","","","","","","pd","","","","","Coll. 170. Ms. 50. Page 53","r","","","","","","","","","","","","","","","","","21198-zz000b246d-1-thumbnail.jpg","21198-zz000b246d-1-master.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000b246d",""
"Medieval and Renaissance Manuscripts","ark:/21198/zz000b247x","ark:/21198/zz0009vj21","2","Completed","Page","medren/masters/21198-zz000b247x-1-master.tif","54","","","","","","","","","pd","","","","","Coll. 170. Ms. 50. Page 54","v","","","","","","","","","","","","","","","","","21198-zz000b247x-1-thumbnail.jpg","21198-zz000b247x-1-master.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000b247x",""
"Medieval and Renaissance Manuscripts","ark:/21198/zz000b248f","ark:/21198/zz0009vj21","2","Completed","Page","medren/masters/21198-zz000b248f-1-master.tif","55","","","","","","","","","pd","","","","","Coll. 170. Ms. 50. Page 55","r","","","","","","","","","","","","","","","","","21198-zz000b248f-1-thumbnail.jpg","21198-zz000b248f-1-master.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000b248f",""
"Medieval and Renaissance Manuscripts","ark:/21198/zz000b249z","ark:/21198/zz0009vj21","2","Completed","Page","medren/masters/21198-zz000b249z-1-master.tif","56","","","","","","","","","pd","","","","","Coll. 170. Ms. 50. Page 56","v","","","","","","","","","","","","","","","","","21198-zz000b249z-1-thumbnail.jpg","21198-zz000b249z-1-master.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000b249z",""
"Medieval and Renaissance Manuscripts","ark:/21198/zz000b24bg","ark:/21198/zz0009vj21","2","Completed","Page","medren/masters/21198-zz000b24bg-1-master.tif","57","","","","","","","","","pd","","","","","Coll. 170. Ms. 50. Page 57","r","","","","","","","","","","","","","","","","","21198-zz000b24bg-1-thumbnail.jpg","21198-zz000b24bg-1-master.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000b24bg",""
"Medieval and Renaissance Manuscripts","ark:/21198/zz000b24c0","ark:/21198/zz0009vj21","2","Completed","Page","medren/masters/21198-zz000b24c0-1-master.tif","58","","","","","","","","","pd","","","","","Coll. 170. Ms. 50. Page 58","v","","","","","","","","","","","","","","","","","21198-zz000b24c0-1-thumbnail.jpg","21198-zz000b24c0-1-master.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000b24c0",""
"Medieval and Renaissance Manuscripts","ark:/21198/zz000b24dh","ark:/21198/zz0009vj21","2","Completed","Page","medren/masters/21198-zz000b24dh-1-master.tif","59","","","","","","","","","pd","","","","","Coll. 170. Ms. 50. Page 59","r","","","","","","","","","","","","","","","","","21198-zz000b24dh-1-thumbnail.jpg","21198-zz000b24dh-1-master.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000b24dh",""
