Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Visibility,viewingHint,Delete in Title,Subject topic,Thumbnail,Type.typeOfResource,Type.genre,Rights.copyrightStatus,Rights.permission,Rights.publicationStatus,Coverage.geographic,Name.photographer,Author,Name.subject,Subject,Subject.conceptTopic,Language,Rights.permissionNote,Name.creator,Rights.publicationNote,Text direction,IIIF Range,Name.repository,Title,Date.creation,Description.note,Summary,Description.caption,Date.normalized,Description.abstract,Date.created,AltTitle.other,Opac url,Finding Aid URL,IIIF Manifest URL
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015ssv4,ark:/21198/zz000s2z5v,2,Completed,Work,,18,,,individuals,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015stfd,text,,copyrighted,Y,unpublished,Los Angeles (Calif.),,,Southern California Women for Understanding,Board of Directors Meetings [SCWU],,eng,,Southern California Women for Understanding,,,,,"Steering Committee Meeting Minutes - May 12, 1977","May 12, 1977",,,,1977-05-12,,,,,,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0015ssv4/manifest
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015sswn,ark:/21198/zz000s2z5v,2,Completed,Work,,20,,,individuals,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015stkg,text,,copyrighted,Y,unpublished,Los Angeles (Calif.),,,Southern California Women for Understanding,Board of Directors Meetings [SCWU],,eng,,Southern California Women for Understanding,,,,,"Steering Committee Meeting Minutes - June 9, 1977","June 9, 1977",,,,1977-06-09,,,,,,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0015sswn/manifest
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015ssx5,ark:/21198/zz000s2z5v,2,Completed,Work,,24,,,individuals,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015stz5,text,,copyrighted,Y,unpublished,Los Angeles (Calif.),,,Southern California Women for Understanding,Board of Directors Meetings [SCWU],,eng,,Southern California Women for Understanding,,,,,"Steering Committee Meeting Minutes - July 29, 1977","July 29, 1977",,,,1977-07-29,,,,,,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0015ssx5/manifest
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015sszp,ark:/21198/zz000s2z5v,2,Completed,Work,,25,,,individuals,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015sv3q,text,,copyrighted,Y,unpublished,Los Angeles (Calif.),,,Southern California Women for Understanding,Board of Directors Meetings [SCWU],,eng,,Southern California Women for Understanding,,,,,"Steering Committee Meeting Minutes - August 11, 1977","August 11, 1977",,,,1977-08-11,,,,,,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0015sszp/manifest
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015st0p,ark:/21198/zz000s2z5v,2,Completed,Work,,27,,,individuals,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015sv7s,text,,copyrighted,Y,unpublished,Los Angeles (Calif.),,,Southern California Women for Understanding,Board of Directors Meetings [SCWU],,eng,,Southern California Women for Understanding,,,,,"Steering Committee Meeting Minutes - October 13, 1977","October 13, 1977",,,,1977-10-13,,,,,,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0015st0p/manifest
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015st16,ark:/21198/zz000s2z5v,2,Completed,Work,,28,,,individuals,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015svbb,text,,copyrighted,Y,unpublished,Los Angeles (Calif.),,,Southern California Women for Understanding,Board of Directors Meetings [SCWU],,eng,,Southern California Women for Understanding,,,,,"Steering Committee Meeting Minutes - December 1, 1977","December 1, 1977",,,,1977-12-01,,,,,,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0015st16/manifest
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015st2q,ark:/21198/zz000s2z5v,2,Completed,Work,,29,,,individuals,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015svfw,text,,copyrighted,Y,unpublished,Los Angeles (Calif.),,,Southern California Women for Understanding,Board of Directors Meetings [SCWU],,eng,,Southern California Women for Understanding,,,,,"Steering Committee Meeting Minutes - January 5, 1978","January 5, 1978",Rights.generalNote: Item contains personal information (personal address for Myra Riddell).,,,1978-01-05,,,,,,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0015st2q/manifest
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015st37,ark:/21198/zz000s2z5v,2,Completed,Work,,31,,,individuals,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015svkz,text,,copyrighted,Y,unpublished,Los Angeles (Calif.),,,Southern California Women for Understanding,Board of Directors Meetings [SCWU],,eng,,Southern California Women for Understanding,,,,,"Steering Committee Meeting Minutes - February 9, 1978","February 9, 1978",,,,1978-02-09,,,,,,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0015st37/manifest
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015sw0n,ark:/21198/zz000s2z5v,2,Completed,Work,,32,,,individuals,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015swbt,text,,copyrighted,Y,unpublished,Los Angeles (Calif.),,,Southern California Women for Understanding,Board of Directors Meetings [SCWU],,eng,,Southern California Women for Understanding,,,,,"Steering Committee Meeting Minutes - March 2, 1978","March 2, 1978",,,,1978-03-02,,,,,,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0015sw0n/manifest
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015sw15,ark:/21198/zz000s2z5v,2,Completed,Work,,34,,,individuals,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015swfc,text,,copyrighted,Y,unpublished,Los Angeles (Calif.),,,Southern California Women for Understanding,Board of Directors Meetings [SCWU],,eng,,Southern California Women for Understanding,,,,,"Steering Committee Meeting Minutes - April 20, 1978","April 20, 1978",,,,1978-04-20,,,,,,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0015sw15/manifest
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015sw2p,ark:/21198/zz000s2z5v,2,Completed,Work,,35,,,individuals,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015swkf,text,,copyrighted,Y,unpublished,Los Angeles (Calif.),,,Southern California Women for Understanding,Board of Directors Meetings [SCWU],,eng,,Southern California Women for Understanding,,,,,"Steering Committee Meeting Minutes - May 5, 1978","May 5, 1978",,,,1978-05-05,,,,,,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0015sw2p/manifest
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015sw36,ark:/21198/zz000s2z5v,2,Completed,Work,,37,,,individuals,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015swng,text,,copyrighted,Y,unpublished,Los Angeles (Calif.),,,Southern California Women for Understanding,Board of Directors Meetings [SCWU],,eng,,Southern California Women for Understanding,,,,,"Steering Committee Meeting Minutes - June 8, 1978","June 8, 1978",,,,1978-06-08,,,,,,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0015sw36/manifest
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015sw4q,ark:/21198/zz000s2z5v,2,Completed,Work,,41,,,individuals,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015sx1n,text,,copyrighted,Y,unpublished,Los Angeles (Calif.),,,Southern California Women for Understanding,Board of Directors Meetings [SCWU],,eng,,Southern California Women for Understanding,,,,,"Steering Committee Meeting Minutes - July 27, 1978","July 27, 1978",,,,1978-07-27,,,,,,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0015sw4q/manifest
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015sw57,ark:/21198/zz000s2z5v,2,Completed,Work,,42,,,individuals,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015sx46,text,,copyrighted,Y,unpublished,Los Angeles (Calif.),,,Southern California Women for Understanding,Board of Directors Meetings [SCWU],,eng,,Southern California Women for Understanding,,,,,"Board of Directors Meeting Minutes - August 21, 1978","August 21, 1978",,,,1978-08-21,,,,,,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0015sw57/manifest
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015sw6r,ark:/21198/zz000s2z5v,2,Completed,Work,,43,,,individuals,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015sx67,text,,copyrighted,Y,unpublished,Los Angeles (Calif.),,,Southern California Women for Understanding,Board of Directors Meetings [SCWU],,eng,,Southern California Women for Understanding,,,,,"Board of Directors Meeting Minutes - September 12, 1978","September 12, 1978",,,,1978-09-12,,,,,,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0015sw6r/manifest
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015sw78,ark:/21198/zz000s2z5v,2,Completed,Work,,45,,,individuals,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015sxct,text,,copyrighted,Y,unpublished,Los Angeles (Calif.),,,Southern California Women for Understanding,Board of Directors Meetings [SCWU],,eng,,Southern California Women for Understanding,,,,,"Board of Directors Meeting Minutes - October 12, 1978","October 12, 1978",,,,1978-10-12,,,,,,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0015sw78/manifest
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015sw8s,ark:/21198/zz000s2z5v,2,Completed,Work,,46,,,individuals,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015sxfv,text,,copyrighted,Y,unpublished,Los Angeles (Calif.),,,Southern California Women for Understanding,Board of Directors Meetings [SCWU],,eng,,Southern California Women for Understanding,,,,,"Board of Directors Meeting Minutes - November 9, 1978","November 9, 1978",,,,1978-11-09,,,,,,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0015sw8s/manifest
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015sw99,ark:/21198/zz000s2z5v,2,Completed,Work,,49,,,individuals,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015sxmf,text,,copyrighted,Y,unpublished,Los Angeles (Calif.),,,Southern California Women for Understanding,Board of Directors Meetings [SCWU],,eng,,Southern California Women for Understanding,,,,,"Board of Directors Meeting Minutes - December 14, 1978","December 14, 1978",,,,1978-12-14,,,,,,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0015sw99/manifest
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015sxnz,ark:/21198/zz000s2z5v,2,Completed,Work,,50,,,individuals,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015sxpg,text,,copyrighted,Y,unpublished,Los Angeles (Calif.),,,Southern California Women for Understanding,Board of Directors Meetings [SCWU],,eng,,Southern California Women for Understanding,,,,,"Board of Directors Meeting Minutes - January 11, 1979","January 11, 1979",,,,1979-01-11,,,,,,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0015sxnz/manifest
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015sxrh,ark:/21198/zz000s2z5v,2,Completed,Work,,51,,,individuals,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015sxs1,text,,copyrighted,Y,unpublished,Los Angeles (Calif.),,,Southern California Women for Understanding,Board of Directors Meetings [SCWU],,eng,,Southern California Women for Understanding,,,,,"Board of Directors Meeting Minutes - February 3, 1979","February 3, 1979",,,,1979-02-03,,,,,,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0015sxrh/manifest
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015sxwk,ark:/21198/zz000s2z5v,2,Completed,Work,,52,,,individuals,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015sz77,text,,copyrighted,Y,unpublished,Los Angeles (Calif.),,,Southern California Women for Understanding,Board of Directors Meetings [SCWU],,eng,,Southern California Women for Understanding,,,,,"Board of Directors Meeting Minutes - March 22, 1979","March 22, 1979",,,,1979-03-22,,,,,,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0015sxwk/manifest
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015sxx3,ark:/21198/zz000s2z5v,2,Completed,Work,,53,,,individuals,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015szbs,text,,copyrighted,unknown,unpublished,Los Angeles (Calif.),,,Southern California Women for Understanding,Board of Directors Meetings [SCWU],,eng,,Southern California Women for Understanding,,,,,"Board of Directors Meeting Minutes - April 26, 1979","April 26, 1979",Rights.generalNote: Item contains personal information (phone numbers).,,,1979-04-26,,,,,,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0015sxx3/manifest
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015sxzm,ark:/21198/zz000s2z5v,2,Completed,Work,,54,,,individuals,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015szdt,text,,copyrighted,Y,unpublished,Los Angeles (Calif.),,,Southern California Women for Understanding,Board of Directors Meetings [SCWU],,eng,,Southern California Women for Understanding,,,,,"Board of Directors Meeting Minutes - May 24, 1979","May 24, 1979",,,,1979-05-24,,,,,,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0015sxzm/manifest
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015sz0m,ark:/21198/zz000s2z5v,2,Completed,Work,,55,,,individuals,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015szhc,text,,copyrighted,Y,unpublished,Los Angeles (Calif.),,,Southern California Women for Understanding,Board of Directors Meetings [SCWU],,eng,,Southern California Women for Understanding,,,,,"Board of Directors Meeting Minutes - June 28, 1979","June 28, 1979",,,,1979-06-28,,,,,,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0015sz0m/manifest
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015sz14,ark:/21198/zz000s2z5v,2,Completed,Work,,56,,,individuals,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015szkd,text,,copyrighted,Y,unpublished,Los Angeles (Calif.),,,Southern California Women for Understanding,Board of Directors Meetings [SCWU],,eng,,Southern California Women for Understanding,,,,,"Board of Directors Meeting Minutes - July 26, 1979","July 26, 1979",,,,1979-07-26,,,,,,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0015sz14/manifest
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015sz2n,ark:/21198/zz000s2z5v,2,Completed,Work,,57,,,individuals,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015szpz,text,,copyrighted,Y,unpublished,Los Angeles (Calif.),,,Southern California Women for Understanding,Board of Directors Meetings [SCWU],,eng,,Southern California Women for Understanding,,,,,"Board of Directors Meeting Minutes - August 23, 1979","August 23, 1979",,,,1979-08-23,,,,,,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0015sz2n/manifest
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015sz35,ark:/21198/zz000s2z5v,2,Completed,Work,,58,,,individuals,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015szsh,text,,copyrighted,Y,unpublished,Los Angeles (Calif.),,,Southern California Women for Understanding,Board of Directors Meetings [SCWU],,eng,,Southern California Women for Understanding,,,,,"Board of Directors Meeting Minutes - September 27, 1979","September 27, 1979",,,,1979-09-27,,,,,,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0015sz35/manifest
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015sz4p,ark:/21198/zz000s2z5v,2,Completed,Work,,59,,,individuals,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015szw2,text,,copyrighted,Y,unpublished,Los Angeles (Calif.),,,Southern California Women for Understanding,Board of Directors Meetings [SCWU],,eng,,Southern California Women for Understanding,,,,,"Board of Directors Meeting Minutes - October 28, 1979","October 28, 1979",,,,1979-10-28,,,,,,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0015sz4p/manifest
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015sz56,ark:/21198/zz000s2z5v,2,Completed,Work,,60,,,individuals,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015szz3,text,,copyrighted,Y,unpublished,Los Angeles (Calif.),,,Southern California Women for Understanding,Board of Directors Meetings [SCWU],,eng,,Southern California Women for Understanding,,,,,"Board of Directors Meeting Minutes - November 29, 1979","November 29, 1979",,,,1979-11-29,,,,,,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0015sz56/manifest
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015sz6q,ark:/21198/zz000s2z5v,2,Completed,Work,,61,,,individuals,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015t02k,text,,copyrighted,Y,unpublished,Los Angeles (Calif.),,,Southern California Women for Understanding,Board of Directors Meetings [SCWU],,eng,,Southern California Women for Understanding,,,,,"Board of Directors Meeting Minutes - December 9, 1979","December 9, 1979",,,,1979-12-09,,,,,,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0015sz6q/manifest
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015t054,ark:/21198/zz000s2z5v,2,Completed,Work,,63,,,individuals,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015t0kb,text,,copyrighted,Y,unpublished,Los Angeles (Calif.),,,Southern California Women for Understanding,Board of Directors Meetings [SCWU],,eng,,Southern California Women for Understanding,,,,,"Board of Directors Meeting Minutes - January 24, 1980","January 24, 1980",,,,1980-01-24,,,,,,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0015t054/manifest
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015t06n,ark:/21198/zz000s2z5v,2,Completed,Work,,65,,,individuals,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015t0sf,text,,copyrighted,Y,unpublished,Los Angeles (Calif.),,,Southern California Women for Understanding,Board of Directors Meetings [SCWU],,eng,,Southern California Women for Understanding,,,,,"Board of Directors Meeting Minutes - February 28, 1980","February 28, 1980",,,,1980-02-28,,,,,,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0015t06n/manifest
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015t075,ark:/21198/zz000s2z5v,2,Completed,Work,,66,,,individuals,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015t0xh,text,,copyrighted,Y,unpublished,Los Angeles (Calif.),,,Southern California Women for Understanding,Board of Directors Meetings [SCWU],,eng,,Southern California Women for Understanding,,,,,"Executive Committee Meeting Minutes - March 10, 1980","March 10, 1980",,,,1980-03-10,,,,,,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0015t075/manifest
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015t08p,ark:/21198/zz000s2z5v,2,Completed,Work,,69,,,individuals,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015t13k,text,,copyrighted,Y,unpublished,Los Angeles (Calif.),,,Southern California Women for Understanding,Board of Directors Meetings [SCWU],,eng,,Southern California Women for Understanding,,,,,"Board of Directors Meeting Minutes - April 24, 1980","April 24, 1980",,,,1980-04-24,,,,,,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0015t08p/manifest
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015t096,ark:/21198/zz000s2z5v,2,Completed,Work,,70,,,individuals,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015t19p,text,,copyrighted,Y,unpublished,Los Angeles (Calif.),,,Southern California Women for Understanding,Board of Directors Meetings [SCWU],,eng,,Southern California Women for Understanding,,,,,"Executive Committee Meeting Minutes - May 16, 1980","May 16, 1980",,,,1980-05-16,,,,,,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0015t096/manifest
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015t0bq,ark:/21198/zz000s2z5v,2,Completed,Work,,72,,,individuals,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015t1nv,text,,copyrighted,Y,unpublished,Los Angeles (Calif.),,,Southern California Women for Understanding,Board of Directors Meetings [SCWU],,eng,,Southern California Women for Understanding,,,,,"Board of Directors Meeting Minutes - June 26, 1980","June 26, 1980",,,,1980-06-26,,,,,,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0015t0bq/manifest
