Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,Type.typeOfResource,Type.genre,Rights.copyrightStatus,Language,Subject,Name.repository,Name.creator,Title,Relation.rectoVerso,Alt ID.local,Description.abstract,Description.note,AltTitle.uniform,Publisher.placeOfOrigin,Date.creation,Relation.textDirection,Format.dimensions,Publisher.publisherName,Relation.isPartOf,Format.medium,Format.extent,Relation.pageNumber,Date.normalized
Medieval and Renaissance Manuscripts,ark:/21198/zz000s9nb7,ark:/21198/zz0009gxbj,2,Completed,Page,medren/masters/21198-zz000s9nb7-1-master.tif|~|medren/masters/21198-zz000s9nb7-1-master.tif|~|medren/masters/21198-zz002dj9ds_2151988_master.tif|~|medren/masters/21198-zz002dj9ds_2151988_master.tif,19,,,,,pd,,,,,Rouse Ms. 1. Page 18,v,,,,,,,,,,,,,,
Medieval and Renaissance Manuscripts,ark:/21198/zz000s9ncr,ark:/21198/zz0009gxbj,2,Completed,Page,medren/masters/21198-zz000s9ncr-1-master.tif|~|medren/masters/21198-zz000s9ncr-1-master.tif|~|medren/masters/21198-zz002dj9ds_2151988_master.tif|~|medren/masters/21198-zz002dj9ds_2151988_master.tif,20,,,,,pd,,,,,Rouse Ms. 1. Page 19,r,,,,,,,,,,,,,,
Medieval and Renaissance Manuscripts,ark:/21198/zz000s9nd8,ark:/21198/zz0009gxbj,2,Completed,Page,medren/masters/21198-zz000s9nd8-1-master.tif|~|medren/masters/21198-zz000s9nd8-1-master.tif|~|medren/masters/21198-zz002dj9ds_2151988_master.tif|~|medren/masters/21198-zz002dj9ds_2151988_master.tif,21,,,,,pd,,,,,Rouse Ms. 1. Page 20,v,,,,,,,,,,,,,,
Medieval and Renaissance Manuscripts,ark:/21198/zz000s9nfs,ark:/21198/zz0009gxbj,2,Completed,Page,medren/masters/21198-zz000s9nfs-1-master.tif|~|medren/masters/21198-zz000s9nfs-1-master.tif|~|medren/masters/21198-zz002dj9ds_2151988_master.tif|~|medren/masters/21198-zz002dj9ds_2151988_master.tif,22,,,,,pd,,,,,Rouse Ms. 1. Page 21,r,,,,,,,,,,,,,,
Medieval and Renaissance Manuscripts,ark:/21198/zz000s9njb,ark:/21198/zz0009gxbj,2,Completed,Page,medren/masters/21198-zz000s9njb-1-master.tif|~|medren/masters/21198-zz000s9njb-1-master.tif|~|medren/masters/21198-zz002dj9ds_2151988_master.tif|~|medren/masters/21198-zz002dj9ds_2151988_master.tif,23,,,,,pd,,,,,Rouse Ms. 1. Page 22,v,,,,,,,,,,,,,,
Medieval and Renaissance Manuscripts,ark:/21198/zz000s9nkv,ark:/21198/zz0009gxbj,2,Completed,Page,medren/masters/21198-zz000s9nkv-1-master.tif|~|medren/masters/21198-zz000s9nkv-1-master.tif|~|medren/masters/21198-zz002dj9ds_2151988_master.tif|~|medren/masters/21198-zz002dj9ds_2151988_master.tif,24,,,,,pd,,,,,Rouse Ms. 1. Page 23,r,,,,,,,,,,,,,,
Medieval and Renaissance Manuscripts,ark:/21198/zz000s9nmc,ark:/21198/zz0009gxbj,2,Completed,Page,medren/masters/21198-zz000s9nmc-1-master.tif|~|medren/masters/21198-zz000s9nmc-1-master.tif|~|medren/masters/21198-zz002dj9ds_2151988_master.tif|~|medren/masters/21198-zz002dj9ds_2151988_master.tif,25,,,,,pd,,,,,Rouse Ms. 1. Page 24,v,,,,,,,,,,,,,,
Medieval and Renaissance Manuscripts,ark:/21198/zz000s9nnw,ark:/21198/zz0009gxbj,2,Completed,Page,medren/masters/21198-zz000s9nnw-1-master.tif|~|medren/masters/21198-zz000s9nnw-1-master.tif|~|medren/masters/21198-zz002dj9ds_2151988_master.tif|~|medren/masters/21198-zz002dj9ds_2151988_master.tif,26,,,,,pd,,,,,Rouse Ms. 1. Page 25,r,,,,,,,,,,,,,,
Medieval and Renaissance Manuscripts,ark:/21198/zz000s9npd,ark:/21198/zz0009gxbj,2,Completed,Page,medren/masters/21198-zz000s9npd-1-master.tif|~|medren/masters/21198-zz000s9npd-1-master.tif|~|medren/masters/21198-zz002dj9ds_2151988_master.tif|~|medren/masters/21198-zz002dj9ds_2151988_master.tif,27,,,,,pd,,,,,Rouse Ms. 1. Page 26,v,,,,,,,,,,,,,,
Medieval and Renaissance Manuscripts,ark:/21198/zz000s9nqx,ark:/21198/zz0009gxbj,2,Completed,Page,medren/masters/21198-zz000s9nqx-1-master.tif|~|medren/masters/21198-zz000s9nqx-1-master.tif|~|medren/masters/21198-zz002dj9ds_2151988_master.tif|~|medren/masters/21198-zz002dj9ds_2151988_master.tif,28,,,,,pd,,,,,Rouse Ms. 1. Page 27,r,,,,,,,,,,,,,,
Medieval and Renaissance Manuscripts,ark:/21198/zz000s9nrf,ark:/21198/zz0009gxbj,2,Completed,Page,medren/masters/21198-zz000s9nrf-1-master.tif|~|medren/masters/21198-zz000s9nrf-1-master.tif|~|medren/masters/21198-zz002dj9ds_2151988_master.tif|~|medren/masters/21198-zz002dj9ds_2151988_master.tif,29,,,,,pd,,,,,Rouse Ms. 1. Page 28,v,,,,,,,,,,,,,,
Medieval and Renaissance Manuscripts,ark:/21198/zz000s9nsz,ark:/21198/zz0009gxbj,2,Completed,Page,medren/masters/21198-zz000s9nsz-1-master.tif|~|medren/masters/21198-zz000s9nsz-1-master.tif|~|medren/masters/21198-zz002dj9ds_2151988_master.tif|~|medren/masters/21198-zz002dj9ds_2151988_master.tif,30,,,,,pd,,,,,Rouse Ms. 1. Page 29,r,,,,,,,,,,,,,,
Medieval and Renaissance Manuscripts,ark:/21198/zz000s9ntg,ark:/21198/zz0009gxbj,2,Completed,Page,medren/masters/21198-zz000s9ntg-1-master.tif|~|medren/masters/21198-zz000s9ntg-1-master.tif|~|medren/masters/21198-zz002dj9ds_2151988_master.tif|~|medren/masters/21198-zz002dj9ds_2151988_master.tif,31,,,,,pd,,,,,Rouse Ms. 1. Page 30,v,,,,,,,,,,,,,,
Medieval and Renaissance Manuscripts,ark:/21198/zz000s9nv0,ark:/21198/zz0009gxbj,2,Completed,Page,medren/masters/21198-zz000s9nv0-1-master.tif|~|medren/masters/21198-zz000s9nv0-1-master.tif|~|medren/masters/21198-zz002dj9ds_2151988_master.tif|~|medren/masters/21198-zz002dj9ds_2151988_master.tif,32,,,,,pd,,,,,Rouse Ms. 1. Page 31,r,,,,,,,,,,,,,,
Medieval and Renaissance Manuscripts,ark:/21198/zz000s9nwh,ark:/21198/zz0009gxbj,2,Completed,Page,medren/masters/21198-zz000s9nwh-1-master.tif|~|medren/masters/21198-zz000s9nwh-1-master.tif|~|medren/masters/21198-zz002dj9ds_2151988_master.tif|~|medren/masters/21198-zz002dj9ds_2151988_master.tif,33,,,,,pd,,,,,Rouse Ms. 1. Page 32,v,,,,,,,,,,,,,,
Medieval and Renaissance Manuscripts,ark:/21198/zz000s9nx1,ark:/21198/zz0009gxbj,2,Completed,Page,medren/masters/21198-zz000s9nx1-1-master.tif|~|medren/masters/21198-zz000s9nx1-1-master.tif|~|medren/masters/21198-zz002dj9ds_2151988_master.tif|~|medren/masters/21198-zz002dj9ds_2151988_master.tif,34,,,,,pd,,,,,Rouse Ms. 1. Page 33,r,,,,,,,,,,,,,,
Medieval and Renaissance Manuscripts,ark:/21198/zz000s9nzj,ark:/21198/zz0009gxbj,2,Completed,Page,medren/masters/21198-zz000s9nzj-1-master.tif|~|medren/masters/21198-zz000s9nzj-1-master.tif|~|medren/masters/21198-zz002dj9ds_2151988_master.tif|~|medren/masters/21198-zz002dj9ds_2151988_master.tif,35,,,,,pd,,,,,Rouse Ms. 1. Page 34,v,,,,,,,,,,,,,,
Medieval and Renaissance Manuscripts,ark:/21198/zz000s9p0j,ark:/21198/zz0009gxbj,2,Completed,Page,medren/masters/21198-zz000s9p0j-1-master.tif|~|medren/masters/21198-zz000s9p0j-1-master.tif|~|medren/masters/21198-zz002dj9ds_2151988_master.tif|~|medren/masters/21198-zz002dj9ds_2151988_master.tif,36,,,,,pd,,,,,Rouse Ms. 1. Page 35,r,,,,,,,,,,,,,,
Medieval and Renaissance Manuscripts,ark:/21198/zz000s9p12,ark:/21198/zz0009gxbj,2,Completed,Page,medren/masters/21198-zz000s9p12-1-master.tif|~|medren/masters/21198-zz000s9p12-1-master.tif|~|medren/masters/21198-zz002dj9ds_2151988_master.tif|~|medren/masters/21198-zz002dj9ds_2151988_master.tif,37,,,,,pd,,,,,Rouse Ms. 1. Page 36,v,,,,,,,,,,,,,,
Medieval and Renaissance Manuscripts,ark:/21198/zz000s9p2k,ark:/21198/zz0009gxbj,2,Completed,Page,medren/masters/21198-zz000s9p2k-1-master.tif|~|medren/masters/21198-zz000s9p2k-1-master.tif|~|medren/masters/21198-zz002dj9ds_2151988_master.tif|~|medren/masters/21198-zz002dj9ds_2151988_master.tif,38,,,,,pd,,,,,Rouse Ms. 1. Page 37,r,,,,,,,,,,,,,,
Medieval and Renaissance Manuscripts,ark:/21198/zz000s9p33,ark:/21198/zz0009gxbj,2,Completed,Page,medren/masters/21198-zz000s9p33-1-master.tif|~|medren/masters/21198-zz000s9p33-1-master.tif|~|medren/masters/21198-zz002dj9ds_2151988_master.tif|~|medren/masters/21198-zz002dj9ds_2151988_master.tif,39,,,,,pd,,,,,Rouse Ms. 1. Page 38,v,,,,,,,,,,,,,,
Medieval and Renaissance Manuscripts,ark:/21198/zz000s9p4m,ark:/21198/zz0009gxbj,2,Completed,Page,medren/masters/21198-zz000s9p4m-1-master.tif|~|medren/masters/21198-zz000s9p4m-1-master.tif|~|medren/masters/21198-zz002dj9ds_2151988_master.tif|~|medren/masters/21198-zz002dj9ds_2151988_master.tif,40,,,,,pd,,,,,Rouse Ms. 1. Page 39,r,,,,,,,,,,,,,,
Medieval and Renaissance Manuscripts,ark:/21198/zz000s9p54,ark:/21198/zz0009gxbj,2,Completed,Page,medren/masters/21198-zz000s9p54-1-master.tif|~|medren/masters/21198-zz000s9p54-1-master.tif|~|medren/masters/21198-zz002dj9ds_2151988_master.tif|~|medren/masters/21198-zz002dj9ds_2151988_master.tif,41,,,,,pd,,,,,Rouse Ms. 1. Page 40,v,,,,,,,,,,,,,,
Medieval and Renaissance Manuscripts,ark:/21198/zz000s9t52,ark:/21198/zz0009gxbj,2,Completed,Page,medren/masters/21198-zz000s9t52-1-master.tif|~|medren/masters/21198-zz000s9t52-1-master.tif|~|medren/masters/21198-zz002dj9ds_2151988_master.tif|~|medren/masters/21198-zz002dj9ds_2151988_master.tif,42,,,,,pd,,,,,Rouse Ms. 1. Page 41,r,,,,,,,,,,,,,,
Medieval and Renaissance Manuscripts,ark:/21198/zz000s9t6k,ark:/21198/zz0009gxbj,2,Completed,Page,medren/masters/21198-zz000s9t6k-1-master.tif|~|medren/masters/21198-zz000s9t6k-1-master.tif|~|medren/masters/21198-zz002dj9ds_2151988_master.tif|~|medren/masters/21198-zz002dj9ds_2151988_master.tif,43,,,,,pd,,,,,Rouse Ms. 1. Page 42,v,,,,,,,,,,,,,,
Medieval and Renaissance Manuscripts,ark:/21198/zz000s9t73,ark:/21198/zz0009gxbj,2,Completed,Page,medren/masters/21198-zz000s9t73-1-master.tif|~|medren/masters/21198-zz000s9t73-1-master.tif|~|medren/masters/21198-zz002dj9ds_2151988_master.tif|~|medren/masters/21198-zz002dj9ds_2151988_master.tif,44,,,,,pd,,,,,Rouse Ms. 1. Page 43,r,,,,,,,,,,,,,,
Medieval and Renaissance Manuscripts,ark:/21198/zz000s9t8m,ark:/21198/zz0009gxbj,2,Completed,Page,medren/masters/21198-zz000s9t8m-1-master.tif|~|medren/masters/21198-zz000s9t8m-1-master.tif|~|medren/masters/21198-zz002dj9ds_2151988_master.tif|~|medren/masters/21198-zz002dj9ds_2151988_master.tif,45,,,,,pd,,,,,Rouse Ms. 1. Page 44,v,,,,,,,,,,,,,,
Medieval and Renaissance Manuscripts,ark:/21198/zz000s9t94,ark:/21198/zz0009gxbj,2,Completed,Page,medren/masters/21198-zz000s9t94-1-master.tif|~|medren/masters/21198-zz000s9t94-1-master.tif|~|medren/masters/21198-zz002dj9ds_2151988_master.tif|~|medren/masters/21198-zz002dj9ds_2151988_master.tif,46,,,,,pd,,,,,Rouse Ms. 1. Page 45,r,,,,,,,,,,,,,,
Medieval and Renaissance Manuscripts,ark:/21198/zz000s9tbn,ark:/21198/zz0009gxbj,2,Completed,Page,medren/masters/21198-zz000s9tbn-1-master.tif|~|medren/masters/21198-zz000s9tbn-1-master.tif|~|medren/masters/21198-zz002dj9ds_2151988_master.tif|~|medren/masters/21198-zz002dj9ds_2151988_master.tif,47,,,,,pd,,,,,Rouse Ms. 1. Page 46,v,,,,,,,,,,,,,,
Medieval and Renaissance Manuscripts,ark:/21198/zz000s9tc5,ark:/21198/zz0009gxbj,2,Completed,Page,medren/masters/21198-zz000s9tc5-1-master.tif|~|medren/masters/21198-zz000s9tc5-1-master.tif|~|medren/masters/21198-zz002dj9ds_2151988_master.tif|~|medren/masters/21198-zz002dj9ds_2151988_master.tif,48,,,,,pd,,,,,Rouse Ms. 1. Page 47,r,,,,,,,,,,,,,,
Medieval and Renaissance Manuscripts,ark:/21198/zz000s9tdp,ark:/21198/zz0009gxbj,2,Completed,Page,medren/masters/21198-zz000s9tdp-1-master.tif|~|medren/masters/21198-zz000s9tdp-1-master.tif|~|medren/masters/21198-zz002dj9ds_2151988_master.tif|~|medren/masters/21198-zz002dj9ds_2151988_master.tif,49,,,,,pd,,,,,Rouse Ms. 1. Page 48,v,,,,,,,,,,,,,,
Medieval and Renaissance Manuscripts,ark:/21198/zz000s9tf6,ark:/21198/zz0009gxbj,2,Completed,Page,medren/masters/21198-zz000s9tf6-1-master.tif|~|medren/masters/21198-zz000s9tf6-1-master.tif|~|medren/masters/21198-zz002dj9ds_2151988_master.tif|~|medren/masters/21198-zz002dj9ds_2151988_master.tif,50,,,,,pd,,,,,Rouse Ms. 1. Page 49,r,,,,,,,,,,,,,,
Medieval and Renaissance Manuscripts,ark:/21198/zz000s9tgq,ark:/21198/zz0009gxbj,2,Completed,Page,medren/masters/21198-zz000s9tgq-1-master.tif|~|medren/masters/21198-zz000s9tgq-1-master.tif|~|medren/masters/21198-zz002dj9ds_2151988_master.tif|~|medren/masters/21198-zz002dj9ds_2151988_master.tif,51,,,,,pd,,,,,Rouse Ms. 1. Page 50,v,,,,,,,,,,,,,,
Medieval and Renaissance Manuscripts,ark:/21198/zz000s9th7,ark:/21198/zz0009gxbj,2,Completed,Page,medren/masters/21198-zz000s9th7-1-master.tif|~|medren/masters/21198-zz000s9th7-1-master.tif|~|medren/masters/21198-zz002dj9ds_2151988_master.tif|~|medren/masters/21198-zz002dj9ds_2151988_master.tif,52,,,,,pd,,,,,Rouse Ms. 1. Page 51,r,,,,,,,,,,,,,,
Medieval and Renaissance Manuscripts,ark:/21198/zz000s9tjr,ark:/21198/zz0009gxbj,2,Completed,Page,medren/masters/21198-zz000s9tjr-1-master.tif|~|medren/masters/21198-zz000s9tjr-1-master.tif|~|medren/masters/21198-zz002dj9ds_2151988_master.tif|~|medren/masters/21198-zz002dj9ds_2151988_master.tif,53,,,,,pd,,,,,Rouse Ms. 1. Page 52,v,,,,,,,,,,,,,,
Medieval and Renaissance Manuscripts,ark:/21198/zz000s9tk8,ark:/21198/zz0009gxbj,2,Completed,Page,medren/masters/21198-zz000s9tk8-1-master.tif|~|medren/masters/21198-zz000s9tk8-1-master.tif|~|medren/masters/21198-zz002dj9ds_2151988_master.tif|~|medren/masters/21198-zz002dj9ds_2151988_master.tif,55,,,,,pd,,,,,Rouse Ms. 1. Page 54,v,,,,,,,,,,,,,,
Medieval and Renaissance Manuscripts,ark:/21198/zz000s9tms,ark:/21198/zz0009gxbj,2,Completed,Page,medren/masters/21198-zz000s9tms-1-master.tif|~|medren/masters/21198-zz000s9tms-1-master.tif|~|medren/masters/21198-zz002dj9ds_2151988_master.tif|~|medren/masters/21198-zz002dj9ds_2151988_master.tif,54,,,,,pd,,,,,Rouse Ms. 1. Page 53,r,,,,,,,,,,,,,,
Medieval and Renaissance Manuscripts,ark:/21198/zz000s9tn9,ark:/21198/zz0009gxbj,2,Completed,Page,medren/masters/21198-zz000s9tn9-1-master.tif|~|medren/masters/21198-zz000s9tn9-1-master.tif|~|medren/masters/21198-zz002dj9ds_2151988_master.tif|~|medren/masters/21198-zz002dj9ds_2151988_master.tif,57,,,,,pd,,,,,Rouse Ms. 1. Page 56,v,,,,,,,,,,,,,,
Medieval and Renaissance Manuscripts,ark:/21198/zz000s9tpt,ark:/21198/zz0009gxbj,2,Completed,Page,medren/masters/21198-zz000s9tpt-1-master.tif|~|medren/masters/21198-zz000s9tpt-1-master.tif|~|medren/masters/21198-zz002dj9ds_2151988_master.tif|~|medren/masters/21198-zz002dj9ds_2151988_master.tif,56,,,,,pd,,,,,Rouse Ms. 1. Page 55,r,,,,,,,,,,,,,,
Medieval and Renaissance Manuscripts,ark:/21198/zz000s9trv,ark:/21198/zz0009gxbj,2,Completed,Page,medren/masters/21198-zz000s9trv-1-master.tif|~|medren/masters/21198-zz000s9trv-1-master.tif|~|medren/masters/21198-zz002dj9ds_2151988_master.tif|~|medren/masters/21198-zz002dj9ds_2151988_master.tif,58,,,,,pd,,,,,Rouse Ms. 1. Page 57,r,,,,,,,,,,,,,,
Medieval and Renaissance Manuscripts,ark:/21198/zz000s9tsc,ark:/21198/zz0009gxbj,2,Completed,Page,medren/masters/21198-zz000s9tsc-1-master.tif|~|medren/masters/21198-zz000s9tsc-1-master.tif|~|medren/masters/21198-zz002dj9ds_2151988_master.tif|~|medren/masters/21198-zz002dj9ds_2151988_master.tif,59,,,,,pd,,,,,Rouse Ms. 1. Page 58,v,,,,,,,,,,,,,,
Medieval and Renaissance Manuscripts,ark:/21198/zz000s9ttw,ark:/21198/zz0009gxbj,2,Completed,Page,medren/masters/21198-zz000s9ttw-1-master.tif|~|medren/masters/21198-zz000s9ttw-1-master.tif|~|medren/masters/21198-zz002dj9ds_2151988_master.tif|~|medren/masters/21198-zz002dj9ds_2151988_master.tif,60,,,,,pd,,,,,Rouse Ms. 1. Page 59,r,,,,,,,,,,,,,,
Medieval and Renaissance Manuscripts,ark:/21198/zz000s9tvd,ark:/21198/zz0009gxbj,2,Completed,Page,medren/masters/21198-zz000s9tvd-1-master.tif|~|medren/masters/21198-zz000s9tvd-1-master.tif|~|medren/masters/21198-zz002dj9ds_2151988_master.tif|~|medren/masters/21198-zz002dj9ds_2151988_master.tif,62,,,,,pd,,,,,Rouse Ms. 1. Page 61,r,,,,,,,,,,,,,,
Medieval and Renaissance Manuscripts,ark:/21198/zz000s9twx,ark:/21198/zz0009gxbj,2,Completed,Page,medren/masters/21198-zz000s9twx-1-master.tif|~|medren/masters/21198-zz000s9twx-1-master.tif|~|medren/masters/21198-zz002dj9ds_2151988_master.tif|~|medren/masters/21198-zz002dj9ds_2151988_master.tif,61,,,,,pd,,,,,Rouse Ms. 1. Page 60,v,,,,,,,,,,,,,,
Medieval and Renaissance Manuscripts,ark:/21198/zz000s9txf,ark:/21198/zz0009gxbj,2,Completed,Page,medren/masters/21198-zz000s9txf-1-master.tif|~|medren/masters/21198-zz000s9txf-1-master.tif|~|medren/masters/21198-zz002dj9ds_2151988_master.tif|~|medren/masters/21198-zz002dj9ds_2151988_master.tif,67,,,,,pd,,,,,Rouse Ms. 1. Page 66,v,,,,,,,,,,,,,,
Medieval and Renaissance Manuscripts,ark:/21198/zz000s9tzz,ark:/21198/zz0009gxbj,2,Completed,Page,medren/masters/21198-zz000s9tzz-1-master.tif|~|medren/masters/21198-zz000s9tzz-1-master.tif|~|medren/masters/21198-zz002dj9ds_2151988_master.tif|~|medren/masters/21198-zz002dj9ds_2151988_master.tif,66,,,,,pd,,,,,Rouse Ms. 1. Page 65,r,,,,,,,,,,,,,,
