"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","viewingHint","Text direction","Item Sequence","Duplicate","Delete in Title","Type.typeOfResource","Subject","Type.genre","Language","Name.editor","Name.engraver","Title","Relation.rectoVerso","Relation.pageNumber","Description.note","Source","Relation.isPartOf","Alt ID.local","Date.normalized","Publisher.publisherName","Format.extent","Publisher.placeOfOrigin","Date.publication","Format.dimensions","Description.tableOfContents","Alt ID.oclc","AltTitle.uniform","AltTitle.inscribed","Relation.hasPart","Name.printer","Name.illustrator","Rights.copyrightStatus","Bucketeer State","IIIF Access URL"
"Picart (Bernard) Collection","ark:/21198/zz001hjj1b","ark:/21198/zz001hjhk4","2","Completed","ChildWork","picart/masters/21198-zz001hjj1b-1-master.tif","","","13","","","text","","","","","","declaration 03","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hjj1b"
"Picart (Bernard) Collection","ark:/21198/zz001hjj2v","ark:/21198/zz001hjhk4","2","Completed","ChildWork","picart/masters/21198-zz001hjj2v-1-master.tif","","","14","","","text","","","","","","declaration 04","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hjj2v"
"Picart (Bernard) Collection","ark:/21198/zz001hjj3c","ark:/21198/zz001hjhk4","2","Completed","ChildWork","picart/masters/21198-zz001hjj3c-1-master.tif","","","15","","","text","","","","","","page 001","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hjj3c"
"Picart (Bernard) Collection","ark:/21198/zz001hjj4w","ark:/21198/zz001hjhk4","2","Completed","ChildWork","picart/masters/21198-zz001hjj4w-1-master.tif","","","16","","","text","","","","","","page 002","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hjj4w"
"Picart (Bernard) Collection","ark:/21198/zz001hjj5d","ark:/21198/zz001hjhk4","2","Completed","ChildWork","picart/masters/21198-zz001hjj5d-1-master.tif","","","17","","","text","","","","","","page 003","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hjj5d"
"Picart (Bernard) Collection","ark:/21198/zz001hjj6x","ark:/21198/zz001hjhk4","2","Completed","ChildWork","picart/masters/21198-zz001hjj6x-1-master.tif","","","18","","","text","","","","","","page 005","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hjj6x"
"Picart (Bernard) Collection","ark:/21198/zz001hjj7f","ark:/21198/zz001hjhk4","2","Completed","ChildWork","picart/masters/21198-zz001hjj7f-1-master.tif","","","19","","","text","","","","","","page 006","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hjj7f"
"Picart (Bernard) Collection","ark:/21198/zz001hjj8z","ark:/21198/zz001hjhk4","2","Completed","ChildWork","picart/masters/21198-zz001hjj8z-1-master.tif","","","20","","","text","","","","","","page 007","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hjj8z"
"Picart (Bernard) Collection","ark:/21198/zz001hjj9g","ark:/21198/zz001hjhk4","2","Completed","ChildWork","picart/masters/21198-zz001hjj9g-1-master.tif","","","21","","","text","","","","","","page 008","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hjj9g"
"Picart (Bernard) Collection","ark:/21198/zz001hjjb0","ark:/21198/zz001hjhk4","2","Completed","ChildWork","picart/masters/21198-zz001hjjb0-1-master.tif","","","22","","","text","","","","","","page 009","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hjjb0"
"Picart (Bernard) Collection","ark:/21198/zz001hjjch","ark:/21198/zz001hjhk4","2","Completed","ChildWork","picart/masters/21198-zz001hjjch-1-master.tif","","","23","","","text","","","","","","page 010","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hjjch"
"Picart (Bernard) Collection","ark:/21198/zz001hjjd1","ark:/21198/zz001hjhk4","2","Completed","ChildWork","picart/masters/21198-zz001hjjd1-1-master.tif","","","24","","","text","","","","","","page 011","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hjjd1"
"Picart (Bernard) Collection","ark:/21198/zz001hjjfj","ark:/21198/zz001hjhk4","2","Completed","ChildWork","picart/masters/21198-zz001hjjfj-1-master.tif","","","25","","","text","","","","","","page 012","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hjjfj"
"Picart (Bernard) Collection","ark:/21198/zz001hjjg2","ark:/21198/zz001hjhk4","2","Completed","ChildWork","picart/masters/21198-zz001hjjg2-1-master.tif","","","26","","","text","","","","","","page 013","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hjjg2"
"Picart (Bernard) Collection","ark:/21198/zz001hjjhk","ark:/21198/zz001hjhk4","2","Completed","ChildWork","picart/masters/21198-zz001hjjhk-1-master.tif","","","27","","","text","","","","","","page 014","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hjjhk"
"Picart (Bernard) Collection","ark:/21198/zz001hjjj3","ark:/21198/zz001hjhk4","2","Completed","ChildWork","picart/masters/21198-zz001hjjj3-1-master.tif","","","28","","","text","","","","","","page 015","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hjjj3"
"Picart (Bernard) Collection","ark:/21198/zz001hjjkm","ark:/21198/zz001hjhk4","2","Completed","ChildWork","picart/masters/21198-zz001hjjkm-1-master.tif","","","29","","","text","","","","","","page 016","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hjjkm"
"Picart (Bernard) Collection","ark:/21198/zz001hjjm4","ark:/21198/zz001hjhk4","2","Completed","ChildWork","picart/masters/21198-zz001hjjm4-1-master.tif","","","30","","","text","","","","","","page 017","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hjjm4"
"Picart (Bernard) Collection","ark:/21198/zz001hjjnn","ark:/21198/zz001hjhk4","2","Completed","ChildWork","picart/masters/21198-zz001hjjnn-1-master.tif","","","31","","","text","","","","","","page 018","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hjjnn"
"Picart (Bernard) Collection","ark:/21198/zz001hjjp5","ark:/21198/zz001hjhk4","2","Completed","ChildWork","picart/masters/21198-zz001hjjp5-1-master.tif","","","32","","","text","","","","","","page 019","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hjjp5"
"Picart (Bernard) Collection","ark:/21198/zz001hjjqp","ark:/21198/zz001hjhk4","2","Completed","ChildWork","picart/masters/21198-zz001hjjqp-1-master.tif","","","33","","","text","","","","","","page 020","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hjjqp"
"Picart (Bernard) Collection","ark:/21198/zz001hjjr6","ark:/21198/zz001hjhk4","2","Completed","ChildWork","picart/masters/21198-zz001hjjr6-1-master.tif","","","34","","","text","","","","","","page 021","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hjjr6"
"Picart (Bernard) Collection","ark:/21198/zz001hjjsq","ark:/21198/zz001hjhk4","2","Completed","ChildWork","picart/masters/21198-zz001hjjsq-1-master.tif","","","35","","","text","","","","","","page 022","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hjjsq"
"Picart (Bernard) Collection","ark:/21198/zz001hjjt7","ark:/21198/zz001hjhk4","2","Completed","ChildWork","picart/masters/21198-zz001hjjt7-1-master.tif","","","36","","","text","","","","","","page 023","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hjjt7"
"Picart (Bernard) Collection","ark:/21198/zz001hjjvr","ark:/21198/zz001hjhk4","2","Completed","ChildWork","picart/masters/21198-zz001hjjvr-1-master.tif","","","37","","","text","","","","","","page 024","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hjjvr"
"Picart (Bernard) Collection","ark:/21198/zz001hjjw8","ark:/21198/zz001hjhk4","2","Completed","ChildWork","picart/masters/21198-zz001hjjw8-1-master.tif","","","38","","","text","","","","","","page 025","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hjjw8"
"Picart (Bernard) Collection","ark:/21198/zz001hjjxs","ark:/21198/zz001hjhk4","2","Completed","ChildWork","picart/masters/21198-zz001hjjxs-1-master.tif","","","39","","","text","","","","","","page 026","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hjjxs"
"Picart (Bernard) Collection","ark:/21198/zz001hjjz9","ark:/21198/zz001hjhk4","2","Completed","ChildWork","picart/masters/21198-zz001hjjz9-1-master.tif","","","40","","","text","","","","","","page 027","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hjjz9"
"Picart (Bernard) Collection","ark:/21198/zz001hjk09","ark:/21198/zz001hjhk4","2","Completed","ChildWork","picart/masters/21198-zz001hjk09-1-master.tif","","","41","","","text","","","","","","page 028","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hjk09"
"Picart (Bernard) Collection","ark:/21198/zz001hjk1t","ark:/21198/zz001hjhk4","2","Completed","ChildWork","picart/masters/21198-zz001hjk1t-1-master.tif","","","42","","","text","","","","","","page 029","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hjk1t"
"Picart (Bernard) Collection","ark:/21198/zz001hjk2b","ark:/21198/zz001hjhk4","2","Completed","ChildWork","picart/masters/21198-zz001hjk2b-1-master.tif","","","43","","","text","","","","","","page 030","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hjk2b"
"Picart (Bernard) Collection","ark:/21198/zz001hjk3v","ark:/21198/zz001hjhk4","2","Completed","ChildWork","picart/masters/21198-zz001hjk3v-1-master.tif","","","44","","","text","","","","","","page 031","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hjk3v"
"Picart (Bernard) Collection","ark:/21198/zz001hjk4c","ark:/21198/zz001hjhk4","2","Completed","ChildWork","picart/masters/21198-zz001hjk4c-1-master.tif","","","45","","","text","","","","","","page 032","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hjk4c"
"Picart (Bernard) Collection","ark:/21198/zz001hjk5w","ark:/21198/zz001hjhk4","2","Completed","ChildWork","picart/masters/21198-zz001hjk5w-1-master.tif","","","46","","","text","","","","","","page 033","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hjk5w"
"Picart (Bernard) Collection","ark:/21198/zz001hjk6d","ark:/21198/zz001hjhk4","2","Completed","ChildWork","picart/masters/21198-zz001hjk6d-1-master.tif","","","47","","","text","","","","","","page 034","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hjk6d"
"Picart (Bernard) Collection","ark:/21198/zz001hjk7x","ark:/21198/zz001hjhk4","2","Completed","ChildWork","picart/masters/21198-zz001hjk7x-1-master.tif","","","48","","","text","","","","","","page 035","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hjk7x"
"Picart (Bernard) Collection","ark:/21198/zz001hjk8f","ark:/21198/zz001hjhk4","2","Completed","ChildWork","picart/masters/21198-zz001hjk8f-1-master.tif","","","49","","","text","","","","","","page 036","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hjk8f"
"Picart (Bernard) Collection","ark:/21198/zz001hjk9z","ark:/21198/zz001hjhk4","2","Completed","ChildWork","picart/masters/21198-zz001hjk9z-1-master.tif","","","50","","","text","","","","","","page 037","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hjk9z"
"Picart (Bernard) Collection","ark:/21198/zz001hjkbg","ark:/21198/zz001hjhk4","2","Completed","ChildWork","picart/masters/21198-zz001hjkbg-1-master.tif","","","51","","","text","","","","","","page 038","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hjkbg"
"Picart (Bernard) Collection","ark:/21198/zz001hjkc0","ark:/21198/zz001hjhk4","2","Completed","ChildWork","picart/masters/21198-zz001hjkc0-1-master.tif","","","52","","","text","","","","","","page 039","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hjkc0"
"Picart (Bernard) Collection","ark:/21198/zz001hjkdh","ark:/21198/zz001hjhk4","2","Completed","ChildWork","picart/masters/21198-zz001hjkdh-1-master.tif","","","53","","","text","","","","","","page 040","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hjkdh"
"Picart (Bernard) Collection","ark:/21198/zz001hjkf1","ark:/21198/zz001hjhk4","2","Completed","ChildWork","picart/masters/21198-zz001hjkf1-1-master.tif","","","54","","","text","","","","","","page 041","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hjkf1"
"Picart (Bernard) Collection","ark:/21198/zz001hjkgj","ark:/21198/zz001hjhk4","2","Completed","ChildWork","picart/masters/21198-zz001hjkgj-1-master.tif","","","55","","","text","","","","","","page 042","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hjkgj"
"Picart (Bernard) Collection","ark:/21198/zz001hjkh2","ark:/21198/zz001hjhk4","2","Completed","ChildWork","picart/masters/21198-zz001hjkh2-1-master.tif","","","56","","","text","","","","","","page 043","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hjkh2"
"Picart (Bernard) Collection","ark:/21198/zz001hjkjk","ark:/21198/zz001hjhk4","2","Completed","ChildWork","picart/masters/21198-zz001hjkjk-1-master.tif","","","57","","","text","","","","","","page 044","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hjkjk"
"Picart (Bernard) Collection","ark:/21198/zz001hjkk3","ark:/21198/zz001hjhk4","2","Completed","ChildWork","picart/masters/21198-zz001hjkk3-1-master.tif","","","58","","","text","","","","","","page 045","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hjkk3"
"Picart (Bernard) Collection","ark:/21198/zz001hjkmm","ark:/21198/zz001hjhk4","2","Completed","ChildWork","picart/masters/21198-zz001hjkmm-1-master.tif","","","59","","","text","","","","","","page 046","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hjkmm"
"Picart (Bernard) Collection","ark:/21198/zz001hjkn4","ark:/21198/zz001hjhk4","2","Completed","ChildWork","picart/masters/21198-zz001hjkn4-1-master.tif","","","60","","","text","","","","","","page 047","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hjkn4"
"Picart (Bernard) Collection","ark:/21198/zz001hjkpn","ark:/21198/zz001hjhk4","2","Completed","ChildWork","picart/masters/21198-zz001hjkpn-1-master.tif","","","61","","","text","","","","","","page 048","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hjkpn"
"Picart (Bernard) Collection","ark:/21198/zz001hjkq5","ark:/21198/zz001hjhk4","2","Completed","ChildWork","picart/masters/21198-zz001hjkq5-1-master.tif","","","62","","","text","","","","","","page 049","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hjkq5"
"Picart (Bernard) Collection","ark:/21198/zz001hjkrp","ark:/21198/zz001hjhk4","2","Completed","ChildWork","picart/masters/21198-zz001hjkrp-1-master.tif","","","63","","","text","","","","","","page 050","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hjkrp"
"Picart (Bernard) Collection","ark:/21198/zz001hjks6","ark:/21198/zz001hjhk4","2","Completed","ChildWork","picart/masters/21198-zz001hjks6-1-master.tif","","","64","","","text","","","","","","page 051","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hjks6"
"Picart (Bernard) Collection","ark:/21198/zz001hjktq","ark:/21198/zz001hjhk4","2","Completed","ChildWork","picart/masters/21198-zz001hjktq-1-master.tif","","","65","","","text","","","","","","page 052","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hjktq"
"Picart (Bernard) Collection","ark:/21198/zz001hjkv7","ark:/21198/zz001hjhk4","2","Completed","ChildWork","picart/masters/21198-zz001hjkv7-1-master.tif","","","66","","","text","","","","","","page 053","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hjkv7"
"Picart (Bernard) Collection","ark:/21198/zz001hjkwr","ark:/21198/zz001hjhk4","2","Completed","ChildWork","picart/masters/21198-zz001hjkwr-1-master.tif","","","67","","","text","","","","","","page 054","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hjkwr"
"Picart (Bernard) Collection","ark:/21198/zz001hjkx8","ark:/21198/zz001hjhk4","2","Completed","ChildWork","picart/masters/21198-zz001hjkx8-1-master.tif","","","68","","","text","","","","","","page 055","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hjkx8"
"Picart (Bernard) Collection","ark:/21198/zz001hjkzs","ark:/21198/zz001hjhk4","2","Completed","ChildWork","picart/masters/21198-zz001hjkzs-1-master.tif","","","69","","","text","","","","","","page 056","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hjkzs"
"Picart (Bernard) Collection","ark:/21198/zz001hjm0s","ark:/21198/zz001hjhk4","2","Completed","ChildWork","picart/masters/21198-zz001hjm0s-1-master.tif","","","70","","","text","","","","","","page 057","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hjm0s"
"Picart (Bernard) Collection","ark:/21198/zz001hjm19","ark:/21198/zz001hjhk4","2","Completed","ChildWork","picart/masters/21198-zz001hjm19-1-master.tif","","","71","","","text","","","","","","page 058","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hjm19"
"Picart (Bernard) Collection","ark:/21198/zz001hjm2t","ark:/21198/zz001hjhk4","2","Completed","ChildWork","picart/masters/21198-zz001hjm2t-1-master.tif","","","72","","","text","","","","","","page 059","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hjm2t"
"Picart (Bernard) Collection","ark:/21198/zz001hjm3b","ark:/21198/zz001hjhk4","2","Completed","ChildWork","picart/masters/21198-zz001hjm3b-1-master.tif","","","73","","","text","","","","","","page 060","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hjm3b"
"Picart (Bernard) Collection","ark:/21198/zz001hjm4v","ark:/21198/zz001hjhk4","2","Completed","ChildWork","picart/masters/21198-zz001hjm4v-1-master.tif","","","74","","","text","","","","","","page 061","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hjm4v"
"Picart (Bernard) Collection","ark:/21198/zz001hjm5c","ark:/21198/zz001hjhk4","2","Completed","ChildWork","picart/masters/21198-zz001hjm5c-1-master.tif","","","75","","","text","","","","","","page 062","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hjm5c"
"Picart (Bernard) Collection","ark:/21198/zz001hjm6w","ark:/21198/zz001hjhk4","2","Completed","ChildWork","picart/masters/21198-zz001hjm6w-1-master.tif","","","76","","","text","","","","","","page 063","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hjm6w"
"Picart (Bernard) Collection","ark:/21198/zz001hjm7d","ark:/21198/zz001hjhk4","2","Completed","ChildWork","picart/masters/21198-zz001hjm7d-1-master.tif","","","77","","","text","","","","","","page 064","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hjm7d"
"Picart (Bernard) Collection","ark:/21198/zz001hjm8x","ark:/21198/zz001hjhk4","2","Completed","ChildWork","picart/masters/21198-zz001hjm8x-1-master.tif","","","78","","","text","","","","","","page 065","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hjm8x"
