"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Duplicate","Delete in Title","Type.typeOfResource","Subject","Type.genre","Language","Name.editor","Name.engraver","Title","Relation.rectoVerso","Relation.pageNumber","Description.note","Source","Relation.isPartOf","Alt ID.local","Date.normalized","Publisher.publisherName","Format.extent","Publisher.placeOfOrigin","Date.publication","Format.dimensions","Description.tableOfContents","Alt ID.oclc","AltTitle.uniform","AltTitle.inscribed","Relation.hasPart","Name.printer","Name.illustrator","Rights.copyrightStatus","Bucketeer State","IIIF Access URL","IIIF Manifest URL"
"Picart (Bernard) Collection","ark:/21198/zz001gpjdd","ark:/21198/zz0002hb4s","2","Completed","Page","picart/masters/21198-zz001gpjdd_1271845_master.tif","503","","","text","","","","","","page 377","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001gpjdd",""
"Picart (Bernard) Collection","ark:/21198/zz001gpjfx","ark:/21198/zz0002hb4s","2","Completed","Page","picart/masters/21198-zz001gpjfx_1271854_master.tif","504","","","text","","","","","","page 378","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001gpjfx",""
"Picart (Bernard) Collection","ark:/21198/zz001gpjgf","ark:/21198/zz0002hb4s","2","Completed","Page","picart/masters/21198-zz001gpjgf_1272185_master.tif","505","","","text","","","","","","blank page","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001gpjgf",""
"Picart (Bernard) Collection","ark:/21198/zz001gpjhz","ark:/21198/zz0002hb4s","2","Completed","Page","picart/masters/21198-zz001gpjhz_1272194_master.tif","506","","","still image","","","","","","MAGICAL drums of the people of LAPON","v","","A. The HEAD or SURFACE of various MAGICAL DRUMSB. The REVERS of other MAGICAL DRUMSC. An HAMMER which they use in beating the DRUMSD. MAGICAL Rings-TAMBOURS MAGIQUES des LAPONS.A. Le dessous de diverses series de TAMBOURS MAGIQUES.B. Le dessus de quelques TAMBOURS MAGIQUES.C. MARTEAU avec lequel on frappe sur le TAMBOUR.D. ANNEAUX MAGIQUES.","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001gpjhz",""
"Picart (Bernard) Collection","ark:/21198/zz001gqb9d","ark:/21198/zz0002hb4s","2","Completed","Page","picart/masters/21198-zz001gqb9d_1272390_master.tif","507","","","text","","","","","","page 379","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001gqb9d",""
"Picart (Bernard) Collection","ark:/21198/zz001gqbbx","ark:/21198/zz0002hb4s","2","Completed","Page","picart/masters/21198-zz001gqbbx_1272393_master.tif","508","","","text","","","","","","page 380","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001gqbbx",""
"Picart (Bernard) Collection","ark:/21198/zz001gqbcf","ark:/21198/zz0002hb4s","2","Completed","Page","picart/masters/21198-zz001gqbcf_1272654_master.tif","509","","","text","","","","","","page 381","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001gqbcf",""
"Picart (Bernard) Collection","ark:/21198/zz001gqbdz","ark:/21198/zz0002hb4s","2","Completed","Page","picart/masters/21198-zz001gqbdz_1272657_master.tif","510","","","text","","","","","","page 382","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001gqbdz",""
"Picart (Bernard) Collection","ark:/21198/zz001gqbfg","ark:/21198/zz0002hb4s","2","Completed","Page","picart/masters/21198-zz001gqbfg_1272660_master.tif","511","","","text","","","","","","page 383","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001gqbfg",""
"Picart (Bernard) Collection","ark:/21198/zz001gqbg0","ark:/21198/zz0002hb4s","2","Completed","Page","picart/masters/21198-zz001gqbg0_1272688_master.tif","512","","","text","","","","","","page 384","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001gqbg0",""
"Picart (Bernard) Collection","ark:/21198/zz001gqbhh","ark:/21198/zz0002hb4s","2","Completed","Page","picart/masters/21198-zz001gqbhh_1272694_master.tif","513","","","still image","","","","","","A MARRIAGE of the LAPLANDERS","r","","(MARIAGE des LAPONS.)CHRISTENING of the LAPLANDERS(BAPTÊME des LAPONS.)The BURIAL of a LAPLANDER (BUNERAILLES des LAPONS.)A LAPLANDER in a trance with a MAGICAL DRUM on his back before he fortels future Events.(LAPON en extase le TAMBOUR MAGIQUE sure le dos, avant de PRÉDIRE lavenir.)","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001gqbhh",""
"Picart (Bernard) Collection","ark:/21198/zz001gqbj1","ark:/21198/zz0002hb4s","2","Completed","Page","picart/masters/21198-zz001gqbj1_1272729_master.tif","514","","","text","","","","","","blank page","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001gqbj1",""
"Picart (Bernard) Collection","ark:/21198/zz001gqbkj","ark:/21198/zz0002hb4s","2","Completed","Page","picart/masters/21198-zz001gqbkj_1272732_master.tif","515","","","text","","","","","","page 385","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001gqbkj",""
"Picart (Bernard) Collection","ark:/21198/zz001gqbm2","ark:/21198/zz0002hb4s","2","Completed","Page","picart/masters/21198-zz001gqbm2_1272735_master.tif","516","","","text","","","","","","page 386","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001gqbm2",""
"Picart (Bernard) Collection","ark:/21198/zz001gqbnk","ark:/21198/zz0002hb4s","2","Completed","Page","picart/masters/21198-zz001gqbnk_1272738_master.tif","517","","","text","","","","","","page 387","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001gqbnk",""
"Picart (Bernard) Collection","ark:/21198/zz001gqbp3","ark:/21198/zz0002hb4s","2","Completed","Page","picart/masters/21198-zz001gqbp3_1272741_master.tif","518","","","text","","","","","","page 388","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001gqbp3",""
"Picart (Bernard) Collection","ark:/21198/zz001gqbqm","ark:/21198/zz0002hb4s","2","Completed","Page","picart/masters/21198-zz001gqbqm_1272744_master.tif","519","","","text|~|still image","","","","","","page 389","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001gqbqm",""
"Picart (Bernard) Collection","ark:/21198/zz001gqbr4","ark:/21198/zz0002hb4s","2","Completed","Page","picart/masters/21198-zz001gqbr4_1272747_master.tif","520","","","text","","","","","","blank page (page 390)","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001gqbr4",""
"Picart (Bernard) Collection","ark:/21198/zz001gqbsn","ark:/21198/zz0002hb4s","2","Completed","Page","picart/masters/21198-zz001gqbsn_1272750_master.tif","521","","","text","","","","","","section title page","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001gqbsn",""
"Picart (Bernard) Collection","ark:/21198/zz001gqbt5","ark:/21198/zz0002hb4s","2","Completed","Page","picart/masters/21198-zz001gqbt5_1272753_master.tif","522","","","text","","","","","","blank page (page 392)","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001gqbt5",""
"Picart (Bernard) Collection","ark:/21198/zz001gqbvp","ark:/21198/zz0002hb4s","2","Completed","Page","picart/masters/21198-zz001gqbvp_1273346_master.tif","523","","","text|~|still image","","","","","","page 393","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001gqbvp",""
"Picart (Bernard) Collection","ark:/21198/zz001gqbw6","ark:/21198/zz0002hb4s","2","Completed","Page","picart/masters/21198-zz001gqbw6_1273395_master.tif","524","","","text","","","","","","page 394","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001gqbw6",""
"Picart (Bernard) Collection","ark:/21198/zz001gqbxq","ark:/21198/zz0002hb4s","2","Completed","Page","picart/masters/21198-zz001gqbxq_1273398_master.tif","525","","","text","","","","","","page 395","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001gqbxq",""
"Picart (Bernard) Collection","ark:/21198/zz001gqbz7","ark:/21198/zz0002hb4s","2","Completed","Page","picart/masters/21198-zz001gqbz7_1273401_master.tif","526","","","text","","","","","","page 396","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001gqbz7",""
"Picart (Bernard) Collection","ark:/21198/zz001gqc07","ark:/21198/zz0002hb4s","2","Completed","Page","picart/masters/21198-zz001gqc07_1273404_master.tif","527","","","text","","","","","","page 397","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001gqc07",""
"Picart (Bernard) Collection","ark:/21198/zz001gqc1r","ark:/21198/zz0002hb4s","2","Completed","Page","picart/masters/21198-zz001gqc1r_1273407_master.tif","528","","","text","","","","","","page 398","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001gqc1r",""
"Picart (Bernard) Collection","ark:/21198/zz001gqc28","ark:/21198/zz0002hb4s","2","Completed","Page","picart/masters/21198-zz001gqc28_1273645_master.tif","529","","","text","","","","","","page 399","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001gqc28",""
"Picart (Bernard) Collection","ark:/21198/zz001gqc3s","ark:/21198/zz0002hb4s","2","Completed","Page","picart/masters/21198-zz001gqc3s_1273648_master.tif","530","","","text","","","","","","page 400","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001gqc3s",""
"Picart (Bernard) Collection","ark:/21198/zz001gqc49","ark:/21198/zz0002hb4s","2","Completed","Page","picart/masters/21198-zz001gqc49_1274167_master.tif","531","","","text","","","","","","page 401","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001gqc49",""
"Picart (Bernard) Collection","ark:/21198/zz001gqc5t","ark:/21198/zz0002hb4s","2","Completed","Page","picart/masters/21198-zz001gqc5t_1274170_master.tif","532","","","text","","","","","","page 402","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001gqc5t",""
"Picart (Bernard) Collection","ark:/21198/zz001gqc6b","ark:/21198/zz0002hb4s","2","Completed","Page","picart/masters/21198-zz001gqc6b_1274173_master.tif","533","","","text","","","","","","page 403","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001gqc6b",""
"Picart (Bernard) Collection","ark:/21198/zz001gqc7v","ark:/21198/zz0002hb4s","2","Completed","Page","picart/masters/21198-zz001gqc7v_1274176_master.tif","534","","","text","","","","","","page 404","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001gqc7v",""
"Picart (Bernard) Collection","ark:/21198/zz001gqc8c","ark:/21198/zz0002hb4s","2","Completed","Page","picart/masters/21198-zz001gqc8c_1274179_master.tif","535","","","text","","","","","","page 405","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001gqc8c",""
"Picart (Bernard) Collection","ark:/21198/zz001gqc9w","ark:/21198/zz0002hb4s","2","Completed","Page","picart/masters/21198-zz001gqc9w_1274182_master.tif","536","","","text","","","","","","page 406","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001gqc9w",""
"Picart (Bernard) Collection","ark:/21198/zz001h929k","ark:/21198/zz0002hb4s","2","Completed","Page","picart/masters/21198-zz001h929k_1274185_master.tif","537","","","text","","","","","","page 407","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001h929k",""
"Picart (Bernard) Collection","ark:/21198/zz001h92b3","ark:/21198/zz0002hb4s","2","Completed","Page","picart/masters/21198-zz001h92b3_1274188_master.tif","538","","","text","","","","","","page 408","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001h92b3",""
"Picart (Bernard) Collection","ark:/21198/zz001h92cm","ark:/21198/zz0002hb4s","2","Completed","Page","picart/masters/21198-zz001h92cm_1274191_master.tif","539","","","text","","","","","","page 409","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001h92cm",""
"Picart (Bernard) Collection","ark:/21198/zz001h92d4","ark:/21198/zz0002hb4s","2","Completed","Page","picart/masters/21198-zz001h92d4_1274194_master.tif","540","","","text","","","","","","page 410","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001h92d4",""
"Picart (Bernard) Collection","ark:/21198/zz001h92fn","ark:/21198/zz0002hb4s","2","Completed","Page","picart/masters/21198-zz001h92fn_1274197_master.tif","541","","","text","","","","","","page 411","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001h92fn",""
"Picart (Bernard) Collection","ark:/21198/zz001h92g5","ark:/21198/zz0002hb4s","2","Completed","Page","picart/masters/21198-zz001h92g5_1274200_master.tif","542","","","text","","","","","","page 412","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001h92g5",""
"Picart (Bernard) Collection","ark:/21198/zz001h92hp","ark:/21198/zz0002hb4s","2","Completed","Page","picart/masters/21198-zz001h92hp_1274203_master.tif","543","","","still image","","","","","","The TEMPLE of FIRE.","r","","(Temple du FEU.)TOMBS of the GAURIANS.(SEPULCHRES des GAURES.)","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001h92hp",""
"Picart (Bernard) Collection","ark:/21198/zz001h92j6","ark:/21198/zz0002hb4s","2","Completed","Page","picart/masters/21198-zz001h92j6_1274206_master.tif","544","","","text","","","","","","blank page","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001h92j6",""
"Picart (Bernard) Collection","ark:/21198/zz001h92kq","ark:/21198/zz0002hb4s","2","Completed","Page","picart/masters/21198-zz001h92kq_1274209_master.tif","545","","","text","","","","","","blank page","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001h92kq",""
"Picart (Bernard) Collection","ark:/21198/zz001h92m7","ark:/21198/zz0002hb4s","2","Completed","Page","picart/masters/21198-zz001h92m7_1274651_master.tif","546","","","still image","","","","","","The HIGH-PRIEST of the GAURES or PERSIANS standing before the FIRE with a RITUAL in his hand","v","","(Grand PRETRE des GAURES ou PERSES devant le FEU ajant a la main son RITUEL) / Three different HEADS of GAURIAN PRIESTS with their MITRES on & MOUTHS cover'd (Trois differentes TÊTES de PRÊTRES GAURES avec la MITRE et la bouch couverte.","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001h92m7",""
"Picart (Bernard) Collection","ark:/21198/zz001h92nr","ark:/21198/zz0002hb4s","2","Completed","Page","picart/masters/21198-zz001h92nr_1274684_master.tif","547","","","text","","","","","","page 413","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001h92nr",""
"Picart (Bernard) Collection","ark:/21198/zz001h92p8","ark:/21198/zz0002hb4s","2","Completed","Page","picart/masters/21198-zz001h92p8_1274849_master.tif","548","","","text","","","","","","page 414","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001h92p8",""
"Picart (Bernard) Collection","ark:/21198/zz001h92r9","ark:/21198/zz0002hb4s","2","Completed","Page","picart/masters/21198-zz001h92r9_1275302_master.tif","549","","","text","","","","","","page 415","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001h92r9",""
"Picart (Bernard) Collection","ark:/21198/zz001h92st","ark:/21198/zz0002hb4s","2","Completed","Page","picart/masters/21198-zz001h92st_1275305_master.tif","551","","","text","","","","","","page 416","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001h92st",""
"Picart (Bernard) Collection","ark:/21198/zz001h92tb","ark:/21198/zz0002hb4s","2","Completed","Page","picart/masters/21198-zz001h92tb_1275308_master.tif","552","","","text","","","","","","page 417","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001h92tb",""
"Picart (Bernard) Collection","ark:/21198/zz001h92vv","ark:/21198/zz0002hb4s","2","Completed","Page","picart/masters/21198-zz001h92vv_1275311_master.tif","553","","","text","","","","","","page 418","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001h92vv",""
"Picart (Bernard) Collection","ark:/21198/zz001h92wc","ark:/21198/zz0002hb4s","2","Completed","Page","picart/masters/21198-zz001h92wc_1275317_master.tif","554","","","text","","","","","","page 419","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001h92wc",""
"Picart (Bernard) Collection","ark:/21198/zz001h92xw","ark:/21198/zz0002hb4s","2","Completed","Page","picart/masters/21198-zz001h92xw_1275329_master.tif","555","","","text","","","","","","page 420","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001h92xw",""
"Picart (Bernard) Collection","ark:/21198/zz001h92zd","ark:/21198/zz0002hb4s","2","Completed","Page","picart/masters/21198-zz001h92zd_1275341_master.tif","556","","","text","","","","","","blank page","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001h92zd",""
"Picart (Bernard) Collection","ark:/21198/zz001h930d","ark:/21198/zz0002hb4s","2","Completed","Page","picart/masters/21198-zz001h930d_1275350_master.tif","557","","","still image","","","","","","NUPTIAL Ceremony of the PARSI or GAURI","v","","(Ceremonie NUPTIALE des PARSIS ou GAURES) / The BAPTISME by FIRE of the GAURI (BAPTEME par le FEU des GAURES)","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001h930d",""
"Picart (Bernard) Collection","ark:/21198/zz001h931x","ark:/21198/zz0002hb4s","2","Completed","Page","picart/masters/21198-zz001h931x_1275353_master.tif","558","","","text","","","","","","page 421","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001h931x",""
"Picart (Bernard) Collection","ark:/21198/zz001h932f","ark:/21198/zz0002hb4s","2","Completed","Page","picart/masters/21198-zz001h932f_1275356_master.tif","559","","","text","","","","","","page 422","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001h932f",""
"Picart (Bernard) Collection","ark:/21198/zz001h933z","ark:/21198/zz0002hb4s","2","Completed","Page","picart/masters/21198-zz001h933z_1275359_master.tif","560","","","text","","","","","","page 423","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001h933z",""
"Picart (Bernard) Collection","ark:/21198/zz001h934g","ark:/21198/zz0002hb4s","2","Completed","Page","picart/masters/21198-zz001h934g_1275676_master.tif","561","","","text","","","","","","page 424","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001h934g",""
"Picart (Bernard) Collection","ark:/21198/zz001h9350","ark:/21198/zz0002hb4s","2","Completed","Page","picart/masters/21198-zz001h9350_1275683_master.tif","562","","","text","","","","","","blank page","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001h9350",""
"Picart (Bernard) Collection","ark:/21198/zz001h936h","ark:/21198/zz0002hb4s","2","Completed","Page","picart/masters/21198-zz001h936h_1275688_master.tif","563","","","still image","","","","","","An EXPIRING PARSIS or GUEBRE whose Soul is Received by a DOG:","v","","(PARSIS ou GUEBRE AGNOISANT, dont l'AME est recue par un CHIEN) / The FUNERALS of the PARSIES (FUNERAILLES des PARSIS)","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001h936h",""
"Picart (Bernard) Collection","ark:/21198/zz001h9371","ark:/21198/zz0002hb4s","2","Completed","Page","picart/masters/21198-zz001h9371_1275700_master.tif","564","","","text","","","","","","page 425","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001h9371",""
"Picart (Bernard) Collection","ark:/21198/zz001h938j","ark:/21198/zz0002hb4s","2","Completed","Page","picart/masters/21198-zz001h938j_1275706_master.tif","565","","","text","","","","","","page 426","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001h938j",""
"Picart (Bernard) Collection","ark:/21198/zz001h9392","ark:/21198/zz0002hb4s","2","Completed","Page","picart/masters/21198-zz001h9392_1275709_master.tif","566","","","text","","","","","","page 427","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001h9392",""
"Picart (Bernard) Collection","ark:/21198/zz001h9fwp","ark:/21198/zz0002hb4s","2","Completed","Page","picart/masters/21198-zz001h9fwp_1275715_master.tif","567","","","","","","","","","page 428","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001h9fwp",""
"Picart (Bernard) Collection","ark:/21198/zz001h9fx6","ark:/21198/zz0002hb4s","2","Completed","Page","picart/masters/21198-zz001h9fx6_1275721_master.tif","568","","","text","","","","","","A DISSERTATION on the CEREMONIES and RELIGIOUS CUSTOMS of the AFRICANS (title page)","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001h9fx6",""
"Picart (Bernard) Collection","ark:/21198/zz001h9fzq","ark:/21198/zz0002hb4s","2","Completed","Page","picart/masters/21198-zz001h9fzq_1275727_master.tif","569","","","","","","","","","blank page","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001h9fzq",""
"Picart (Bernard) Collection","ark:/21198/zz001h9g0q","ark:/21198/zz0002hb4s","2","Completed","Page","picart/masters/21198-zz001h9g0q_1275736_master.tif","570","","","text|~|still image","","","","","","A DISSERTATIOn on the CEREMONIES and RELIGIOUS CUSTOMS of the AFRICANS","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001h9g0q",""
"Picart (Bernard) Collection","ark:/21198/zz001h9g17","ark:/21198/zz0002hb4s","2","Completed","Page","picart/masters/21198-zz001h9g17_1275739_master.tif","571","","","text","","","","","","page 432","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001h9g17",""
"Picart (Bernard) Collection","ark:/21198/zz001h9g2r","ark:/21198/zz0002hb4s","2","Completed","Page","picart/masters/21198-zz001h9g2r_1275757_master.tif","572","","","text","","","","","","page 433","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001h9g2r",""
"Picart (Bernard) Collection","ark:/21198/zz001h9g38","ark:/21198/zz0002hb4s","2","Completed","Page","picart/masters/21198-zz001h9g38_1275763_master.tif","573","","","text","","","","","","page 434","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001h9g38",""
"Picart (Bernard) Collection","ark:/21198/zz001h9g4s","ark:/21198/zz0002hb4s","2","Completed","Page","picart/masters/21198-zz001h9g4s_1275769_master.tif","574","","","text","","","","","","page 435","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001h9g4s",""
"Picart (Bernard) Collection","ark:/21198/zz001h9g59","ark:/21198/zz0002hb4s","2","Completed","Page","picart/masters/21198-zz001h9g59_1275772_master.tif","575","","","text","","","","","","page 436","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001h9g59",""
"Picart (Bernard) Collection","ark:/21198/zz001h9g6t","ark:/21198/zz0002hb4s","2","Completed","Page","picart/masters/21198-zz001h9g6t_1275775_master.tif","576","","","text","","","","","","page 437","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001h9g6t",""
"Picart (Bernard) Collection","ark:/21198/zz001h9g7b","ark:/21198/zz0002hb4s","2","Completed","Page","picart/masters/21198-zz001h9g7b_1275778_master.tif","577","","","text","","","","","","page 438","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001h9g7b",""
"Picart (Bernard) Collection","ark:/21198/zz001h9g8v","ark:/21198/zz0002hb4s","2","Completed","Page","picart/masters/21198-zz001h9g8v_1275781_master.tif","578","","","still image","","","","","","Another Ceremony in order to Obtain Rain","r","","(Autre Ceremonie pour demander de la PLUIE) / A Religious Ceremoney performed at GUINEA in honour to the DIETY (Ceremonie Religieuse des Peuples de GUINEE à l'honneur de leur DIVINITE) / Their COMMERMORATION of the DEAD : Leur COMMEMORATION des MORTS & The Ceremony observ'd by the people of Guinea at the Circumcision of their child  (Ceremonie des Peuples de GUINEE pour la CIRCONCISION d'un ENFANT)","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001h9g8v",""
