Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,viewingHint,Visibility,Duplicate,Delete in Title,Thumbnail,Type.typeOfResource,Type.genre,Rights.copyrightStatus,Name.artist,Name.photographer,Relation.isPartOf,Title,Date,Format.dimensions,Format.medium,Description,Description.note,Description.abstract
Art Department Digital Image Collection,ark:/21198/zz00097vjj,ark:/21198/zz0002wfnx,2,Completed,Work,,,individuals,private,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00097vjj%2Fn8564d7d,,,copyrighted,"Bendett, Maura",,Painting and Drawing Collection,Aurora Di Venezia,1998-99,"104"" x 38"" x 20""","Weldsteel Plaster, Resin, Plastic Media",,,
Art Department Digital Image Collection,ark:/21198/zz00097vn3,ark:/21198/zz0002wfnx,2,Completed,Work,,,individuals,private,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00097vn3%2Fch13bc46,,,copyrighted,"Bendett, Maura",,Painting and Drawing Collection,Esmerelda,1998-99,"46"" x 18"" x 7""","Weldsteel Plaster, Resin, Plastic Media",,,
Art Department Digital Image Collection,ark:/21198/zz00097vpm,ark:/21198/zz0002wfnx,2,Completed,Work,,,individuals,private,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00097vpm%2Fbh14w55j,,,copyrighted,"Bendett, Maura",,Painting and Drawing Collection,Wish Universe,1998-99,"27"" x 9"" x 4""","Weldsteel Plaster, Resin, Plastic Media",,,
Art Department Digital Image Collection,ark:/21198/zz00097vq4,ark:/21198/zz0002wfnx,2,Completed,Work,,,individuals,private,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00097vq4%2Fxc84w22v,,,copyrighted,"Bendett, Maura",,Painting and Drawing Collection,Elfin Mer,1998,"64"" x 27"" x 11""","Plaster, Acrylic, Wire, Resi, Monofilament",,,
Art Department Digital Image Collection,ark:/21198/zz00097vs5,ark:/21198/zz0002wfnx,2,Completed,Work,,,individuals,private,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00097vs5%2Fmm983g2m,,,copyrighted,"Bendett, Maura",,Painting and Drawing Collection,Palo Verde No.1,1998,"16"" x 7"" x 4""","Plaster, Resin, Plastic, Wire, Acrylic, Monofiliment, Polymer",,,
Art Department Digital Image Collection,ark:/21198/zz00097vwq,ark:/21198/zz0002wfnx,2,Completed,Work,,,individuals,private,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00097vwq%2F4374qd4x,,,copyrighted,"Bendett, Maura",,Painting and Drawing Collection,If I Were You,1998,"22"" x 7"" x 8""","Weldsteel Plaster, Resin, Plastic Media",,,
Art Department Digital Image Collection,ark:/21198/zz00097vzr,ark:/21198/zz0002wfnx,2,Completed,Work,,,individuals,private,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00097vzr%2Fx720x167,,,copyrighted,"Bendett, Maura",,Painting and Drawing Collection,Del Mar,1998-99,"30"" x 20"" x 8""","Wire, Plaster, Resin, Plastic Media",,,
Art Department Digital Image Collection,ark:/21198/zz00097w2s,ark:/21198/zz0002wfnx,2,Completed,Work,,,individuals,private,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00097w2s%2Fgz39vm22,,,copyrighted,"Bendett, Maura",,Painting and Drawing Collection,Twinkie,1998-99,"58"" x 14"" x 11""","Welded Steel, Plaster, Resin, Plastic Media",,,
Art Department Digital Image Collection,ark:/21198/zz00098277,ark:/21198/zz0002wfnx,2,Completed,Work,,,individuals,private,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00098277%2Fss95h24k,,,copyrighted,"Bontecou, Lee",,Painting and Drawing Collection,Untitled,1998 (begun in the 80's),7' x 8' x 6',"Welded Steel, Porcelain, Wire mesh, Canvas, and Wire","New YorkCollection of the artist, Courtesy of Knoedler & Co.","Lee Bontecou: A RetrospectiveOctober 5, 2003 - January 11, 2004UCLA Hammer Museum",
Art Department Digital Image Collection,ark:/21198/zz000982w2,ark:/21198/zz0002wfnx,2,Completed,Work,,,individuals,private,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000982w2%2Fpc17sq2j,,,copyrighted,"Bontecou, Lee",,Painting and Drawing Collection,Untitled,2000 (begun 1990),,"Welded steel, Wire mesh, silk, and wire","New YorkCollection of the artist, Courtesy of Knoedler & Co.",,
Art Department Digital Image Collection,ark:/21198/zz0009875m,ark:/21198/zz0002wfnx,2,Completed,Work,,,individuals,private,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009875m%2Fgn64dk6f,,,copyrighted,"Brown, Glenn",,Painting and Drawing Collection,Never Forever,"July, 1995",,"Plaster, Acrylic and oil paint",Installation ViewKarsten Shubert,,
Art Department Digital Image Collection,ark:/21198/zz00098f82,ark:/21198/zz0002wfnx,2,Completed,Work,,,individuals,private,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00098f82%2Fth70w39k,,,copyrighted,"Caroompas, Carole",,Painting and Drawing Collection,Before and After Frankenstein,1992,"96"" x 108""",Acrylic on Canvas,,,
Art Department Digital Image Collection,ark:/21198/zz00098ffn,ark:/21198/zz0002wfnx,2,Completed,Work,,,individuals,private,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00098ffn%2F8g89fd0n,,,copyrighted,"Cavolina, Robert",,Painting and Drawing Collection,Untitled,1992,"12"" x 10""",Photo on Concrete,,,
Art Department Digital Image Collection,ark:/21198/zz00098jts,ark:/21198/zz0002wfnx,2,Completed,Work,,,individuals,private,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00098jts%2F05374g3g,,,copyrighted,"Clark, Larry",,Painting and Drawing Collection,Untitled,1991,"24"" x 107""","Photocollage, Unique",,,
Art Department Digital Image Collection,ark:/21198/zz00098k5f,ark:/21198/zz0002wfnx,2,Completed,Work,,,individuals,private,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00098k5f%2F4x44vp52,,,copyrighted,"Chang, Fandra",,Painting and Drawing Collection,Untitled,1991,"21"" x 36"" x 2.5""","Plywood Maple, Silkscreen ink on Silkscreen, Poplar + Birch Plywood",,,
Art Department Digital Image Collection,ark:/21198/zz00098mbh,ark:/21198/zz0002wfnx,2,Completed,Work,,,individuals,private,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00098mbh%2Fwv57t56m,,,copyrighted,"Clemente, Francesco",,Painting and Drawing Collection,clemente_f_pd022.tif,,,,,,
Art Department Digital Image Collection,ark:/21198/zz00098nch,ark:/21198/zz0002wfnx,2,Completed,Work,,,individuals,private,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00098nch%2Fgk19cf1z,,,copyrighted,"Colescott, Robert",,Painting and Drawing Collection,Heart Break Hotel,,"16"" x 24""",Oil on Linen,,,
Art Department Digital Image Collection,ark:/21198/zz000994cq,ark:/21198/zz0002wfnx,2,Completed,Work,,,individuals,private,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000994cq%2Fcb18zx7t,,,copyrighted,"Crotty, Russell",,Painting and Drawing Collection,Jupiter,1994,,Ink and Gesso on Polystyrene Globe,,,
Art Department Digital Image Collection,ark:/21198/zz000994tf,ark:/21198/zz0002wfnx,2,Completed,Work,,,individuals,private,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000994tf%2Fgg989t73,,,copyrighted,"Crotty, Russell",,Painting and Drawing Collection,Mars,1994,"12"" Diameter","Ink, Gesso, on Polystyrene Globe",,,
Art Department Digital Image Collection,ark:/21198/zz000995qc,ark:/21198/zz0002wfnx,2,Completed,Work,,,individuals,private,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000995qc%2F92844p59,,,copyrighted,"Crotty, Russell",,Painting and Drawing Collection,Saturn (Yellow),1994,"120"" x 16""",Gesso and Ink on  Canvas Panels,,,
Art Department Digital Image Collection,ark:/21198/zz000995vf,ark:/21198/zz0002wfnx,2,Completed,Work,,,individuals,private,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000995vf%2Fhg92nw2n,,,copyrighted,"Crotty, Russell",,Painting and Drawing Collection,Atlas of Lunar Drawings (detail),1996,"44"" x 32"" x 3"" Closed/ 44"" x 64"" open",Ink and Pencil on Linen and Paper,,,
Art Department Digital Image Collection,ark:/21198/zz000995xg,ark:/21198/zz0002wfnx,2,Completed,Work,,,individuals,private,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000995xg%2Fqd782z12,,,copyrighted,"Crotty, Russell",,Painting and Drawing Collection,Atlas of Planetary Drawings,1995,"31"" x 21"" x 2"" closed/ 31"" x 42"" open",Ink and Pencil on Linen and Paper,,,
Art Department Digital Image Collection,ark:/21198/zz0009965k,ark:/21198/zz0002wfnx,2,Completed,Work,,,individuals,private,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009965k%2Fpd74hc88,,,copyrighted,"Davidson, Nancy",,Painting and Drawing Collection,Victoria Falls,1990,,Mixed Media,,,
Art Department Digital Image Collection,ark:/21198/zz000996cp,ark:/21198/zz0002wfnx,2,Completed,Work,,,individuals,private,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000996cp%2Fkp981t99,,,copyrighted,"Crotty, Russell",,Photography Collection,Five Nocturnes / Beyond The Waking World (detail),1996,"62"" x 30""  closed / 62"" x 117"" folded out",Ink on Paper / Linen cover 20 Page book with five fold out drawings,,,
Art Department Digital Image Collection,ark:/21198/zz000996d6,ark:/21198/zz0002wfnx,2,Completed,Work,,,individuals,private,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000996d6%2Fch74b758,,,copyrighted,"Crotty, Russell",,Painting and Drawing Collection,Five Nocturnes,1996,"62"" x 30""  closed / 62"" x 117"" folded out",Ink on Paper / Linen cover 20 Page book with five fold out drawings,,,
Art Department Digital Image Collection,ark:/21198/zz000996ks,ark:/21198/zz0002wfnx,2,Completed,Work,,,individuals,private,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000996ks%2F3d25b91g,,,copyrighted,"Crotty, Russell",,Painting and Drawing Collection,Five Nocturnes / Saturn Over Mt. Pinos,1996,"62"" x 30""  closed / 62"" x 117"" folded out",Ink on Paper / Linen cover 20 Page book with five fold out drawings,,,
Art Department Digital Image Collection,ark:/21198/zz000996wf,ark:/21198/zz0002wfnx,2,Completed,Work,,,individuals,private,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000996wf%2F1013tc25,,,copyrighted,"Crotty, Russell",,Painting and Drawing Collection,Five Nocturnes / Orion Over Piz Gloria,1996,"62"" x 30""  closed / 62"" x 117"" folded out",Ink on Paper / Linen cover 20 Page book with five fold out drawings,,,
Art Department Digital Image Collection,ark:/21198/zz00099b0x,ark:/21198/zz0002wfnx,2,Completed,Work,,,individuals,private,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00099b0x%2Fmg48tf0v,,,copyrighted,"Douglas, Stan",,Painting and Drawing Collection,Hors-champs,1991,,installation,,,
Art Department Digital Image Collection,ark:/21198/zz00099b9k,ark:/21198/zz0002wfnx,2,Completed,Work,,,individuals,private,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00099b9k%2Fhk52401v,,,copyrighted,"Douglas, Stan",,Painting and Drawing Collection,"Pursuit, Fear, Catastrophe; Ruskin, BC",1993,,,Installation view,,
Art Department Digital Image Collection,ark:/21198/zz00099bp8,ark:/21198/zz0002wfnx,2,Completed,Work,,,individuals,private,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00099bp8%2F6k07mg8q,,,copyrighted,"Ebner, Tim",,Painting and Drawing Collection,Breakfast at Vickmans,1985,"24"" x 24""",Four Panels,,,
Art Department Digital Image Collection,ark:/21198/zz00099cxc,ark:/21198/zz0002wfnx,2,Completed,Work,,,individuals,private,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00099cxc%2Fz5229146,,,copyrighted,"Feinstein, Rochelle",,Painting and Drawing Collection,Travel Abroad,1997,"74"" x 208"" Multi panel","Oil, Mixed Media on Canvas",Max Protech Gallery,,
Art Department Digital Image Collection,ark:/21198/zz00099d7h,ark:/21198/zz0002wfnx,2,Completed,Work,,,individuals,private,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00099d7h%2F4v647d1f,,,copyrighted,"Finley, Chris",,Painting and Drawing Collection,Worlds Greatest,1994,Space Adjustable,Mixed Media,,,
Art Department Digital Image Collection,ark:/21198/zz00099fzv,ark:/21198/zz0002wfnx,2,Completed,Work,,,individuals,private,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00099fzv%2F6n23615h,,,copyrighted,"Fraser, Andrea",,Painting and Drawing Collection,Museum Highlights: A Gallery Talk,1989,,Performance at the Philadelphia Museum of Art,,,
Art Department Digital Image Collection,ark:/21198/zz00099g0v,ark:/21198/zz0002wfnx,2,Completed,Work,,,individuals,private,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00099g0v%2Fk641xv3f,,,copyrighted,"Fraser, Andrea",,Painting and Drawing Collection,Aren't They lovely,1992,,Insallation,,,
Art Department Digital Image Collection,ark:/21198/zz00099g9h,ark:/21198/zz0002wfnx,2,Completed,Work,,,individuals,private,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00099g9h%2Frp211r59,,,copyrighted,"Fraser, Pamela",,Painting and Drawing Collection,Thriller,2000,"75"" x 65""","Acrylic, Gouache, Gesso on Canvas",,,
Art Department Digital Image Collection,ark:/21198/zz00099n9x,ark:/21198/zz0002wfnx,2,Completed,Work,,,individuals,private,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00099n9x%2F7m63s39f,,,copyrighted,"Heilman, Mary",,Painting and Drawing Collection,Installation View with Elizabeth Cannon,1995,,,,,
Art Department Digital Image Collection,ark:/21198/zz00099p4t,ark:/21198/zz0002wfnx,2,Completed,Work,,,individuals,private,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00099p4t%2Fcc61m10z,,,copyrighted,"Herman, Roger",,Painting and Drawing Collection,Houdini Series (edition 7),1985,4' x 4',Woodcut,,,
Art Department Digital Image Collection,ark:/21198/zz00099p5b,ark:/21198/zz0002wfnx,2,Completed,Work,,,individuals,private,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00099p5b%2Fdj76p16s,,,copyrighted,"Herman, Roger",,,Mountain,1980,"99"" x 80""",Oil on Canvas,,,
Art Department Digital Image Collection,ark:/21198/zz00099pj1,ark:/21198/zz0002wfnx,2,Completed,Work,,,individuals,private,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00099pj1%2F4s50wt6c,,,copyrighted,"Owens, Laura",,Painting and Drawing Collection,Untitled (RO-06),1999,"? x 114""",Oil and Acrylic,Untitled (RO-06 Detail i),,
Art Department Digital Image Collection,ark:/21198/zz00099s48,ark:/21198/zz0002wfnx,2,Completed,Work,,,individuals,private,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00099s48%2F1t689c6x,,,copyrighted,"Hesse, Eva",,Painting and Drawing Collection,Ishtar,1965,"36"" x 91""",Multi Media,,,
Art Department Digital Image Collection,ark:/21198/zz00099t2q,ark:/21198/zz0002wfnx,2,Completed,Work,,,individuals,private,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00099t2q%2Fqs92ks0p,,,copyrighted,"Hirst, Damien",,Painting and Drawing Collection,Isolated Elements Swimming in The Same Direction for Understanding,1991,,Mixed Media,,,
Art Department Digital Image Collection,ark:/21198/zz00099tsk,ark:/21198/zz0002wfnx,2,Completed,Work,,,individuals,private,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00099tsk%2F8d64zp3d,,,copyrighted,"Holzer, Jenny",,Painting and Drawing Collection,Selectons  From Truisms,1982,20' x 40',Spectacolor Board,"Times Square, New York",,
Art Department Digital Image Collection,ark:/21198/zz00099xzm,ark:/21198/zz0002wfnx,2,Completed,Work,,,individuals,private,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00099xzm%2F7k10g78q,,,copyrighted,"Kawara, On",,Painting and Drawing Collection,"May 10, 1990",1991,,Installation View,,,
Art Department Digital Image Collection,ark:/21198/zz00099z77,ark:/21198/zz0002wfnx,2,Completed,Work,,,individuals,private,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00099z77%2Fpt32pm1c,,,copyrighted,"Kersels, Martin",,Painting and Drawing Collection,Brown Sound Kit,1993,,"Amp, Speaker, Oscillator, Case",,,
Art Department Digital Image Collection,ark:/21198/zz00099z98,ark:/21198/zz0002wfnx,2,Completed,Work,,,individuals,private,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00099z98%2Ffv71m38b,,,copyrighted,"Kheedori, Toba",,Painting and Drawing Collection,Untitled,1993,10' x 12',"Oil, Wax on paper",,,
Art Department Digital Image Collection,ark:/21198/zz00099zbs,ark:/21198/zz0002wfnx,2,Completed,Work,,,individuals,private,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00099zbs%2F3v33xg3t,,,copyrighted,"Kilgallen, Margaret",,Painting and Drawing Collection,To Friend and Foe,1999,Installation view,,,"Sept/Oct 1999Deitch Projects, NY",
Art Department Digital Image Collection,ark:/21198/zz00099zc9,ark:/21198/zz0002wfnx,2,Completed,Work,,,individuals,private,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00099zc9%2F5163824d,,,copyrighted,"Kheedori, Toba",,Painting and Drawing Collection,Untitled,1993,10' x 20',"Oil, Wax on paper",,,
Art Department Digital Image Collection,ark:/21198/zz0009b0f8,ark:/21198/zz0002wfnx,2,Completed,Work,,,individuals,private,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009b0f8%2Frd46jx2c,,,copyrighted,"Knechtel, Tom",,Painting and Drawing Collection,Servant of two Masters,1993,"42"" x 88""",Oil on panel,,,
Art Department Digital Image Collection,ark:/21198/zz0009b0kb,ark:/21198/zz0002wfnx,2,Completed,Work,,,individuals,private,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009b0kb%2Fm472432v,,,copyrighted,"Komoski, Bill",,Painting and Drawing Collection,Untitled,1990,"84"" x 60""",Acrylic + modeling paste on canvas,,,
Art Department Digital Image Collection,ark:/21198/zz0009b50z,ark:/21198/zz0002wfnx,2,Completed,Work,,,individuals,private,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009b50z%2Ffh32pj8c,,,copyrighted,"Marshall, Kerry James",,Painting and Drawing Collection,Souvenir I,1996,9' x 13',"Acrylic, Glitter on unstretched Canvas",,,
Art Department Digital Image Collection,ark:/21198/zz0009b562,ark:/21198/zz0002wfnx,2,Completed,Work,,,individuals,private,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009b562%2Ftj872r57,,,copyrighted,"Marshall, Kerry James",,Painting and Drawing Collection,Laid to Rest,1998,,Video Installation,Installation overview + vide stills,,
Art Department Digital Image Collection,ark:/21198/zz0009b9zc,ark:/21198/zz0002wfnx,2,Completed,Work,,,individuals,private,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009b9zc%2F8r668w3j,,,copyrighted,"Moore, Frank",,,Freedom to Share,1994,"69 x 55""",Oil on Canvas with Frame,,,
Art Department Digital Image Collection,ark:/21198/zz0009bb91,ark:/21198/zz0002wfnx,2,Completed,Work,,,individuals,private,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009bb91%2Fhj56bp2d,,,copyrighted,"Min, Yunhee",,Painting and Drawing Collection,FAST TIMES,1996,"Installation aprox: 32"" x 30"" x 12""",Housepaint on wall with painting,ACME Gallery,,
Art Department Digital Image Collection,ark:/21198/zz0009bbc2,ark:/21198/zz0002wfnx,2,Completed,Work,,,individuals,private,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009bbc2%2Fxx17wv25,,,copyrighted,"Min, Yunhee",,Painting and Drawing Collection,CLOSING IN ON ME,1996,"Installation: 96"" x 96"" x 36""",Housepaint on wall,,,
Art Department Digital Image Collection,ark:/21198/zz0009bc9h,ark:/21198/zz0002wfnx,2,Completed,Work,,,individuals,private,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009bc9h%2Fqq082q1m,,,copyrighted,"McIlvain, Isabel",,Painting and Drawing Collection,Cephessus,1986,"apprx. 36"" l",Hydrocal,,,
Art Department Digital Image Collection,ark:/21198/zz0009bcw9,ark:/21198/zz0002wfnx,2,Completed,Work,,,individuals,private,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009bcw9%2F2m31jk9b,,,copyrighted,"Min, Yunhee",,Painting and Drawing Collection,Between the Sheets,1996,10' x 25' x 5',Housepaint on window & wall,The Full Moon Gallery (FAR),,
