Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,viewingHint,Visibility,Duplicate,Delete in Title,Thumbnail,Type.typeOfResource,Type.genre,Rights.copyrightStatus,Name.artist,Name.photographer,Relation.isPartOf,Title,Date,Format.dimensions,Format.medium,Description,Description.note,Description.abstract
Art Department Digital Image Collection,ark:/21198/zz000982w2/7c72bg9g,ark:/21198/zz000982w2,,,Page,art/image/21198-zz000982w2-2-master.tif,2,,private,,,,,,,,,,Page 2,,,,,,
Art Department Digital Image Collection,ark:/21198/zz000982w2/pc17sq2j,ark:/21198/zz000982w2,,,Page,art/image/21198-zz000982w2-1-master.tif,1,,private,,,,,,,,,,Page 1,,,,,,
Art Department Digital Image Collection,ark:/21198/zz0009875m/5554t915,ark:/21198/zz0009875m,,,Page,art/image/21198-zz0009875m-2-master.tif,2,,private,,,,,,,,,,Page 2,,,,,,
Art Department Digital Image Collection,ark:/21198/zz0009875m/gn64dk6f,ark:/21198/zz0009875m,,,Page,art/image/21198-zz0009875m-1-master.tif,1,,private,,,,,,,,,,Page 1,,,,,,
Art Department Digital Image Collection,ark:/21198/zz00098f82/8j127f44,ark:/21198/zz00098f82,,,Page,art/image/21198-zz00098f82-3-master.tif,3,,private,,,,,,,,,,Page 3,,,,,,
Art Department Digital Image Collection,ark:/21198/zz00098f82/s263rf8s,ark:/21198/zz00098f82,,,Page,art/image/21198-zz00098f82-2-master.tif,2,,private,,,,,,,,,,Page 2,,,,,,
Art Department Digital Image Collection,ark:/21198/zz00098f82/th70w39k,ark:/21198/zz00098f82,,,Page,art/image/21198-zz00098f82-1-master.tif,1,,private,,,,,,,,,,Page 1,,,,,,
Art Department Digital Image Collection,ark:/21198/zz00098ffn/8g89fd0n,ark:/21198/zz00098ffn,,,Page,art/image/21198-zz00098ffn-1-master.tif,1,,private,,,,,,,,,,Page 1,,,,,,
Art Department Digital Image Collection,ark:/21198/zz00098ffn/b628g68g,ark:/21198/zz00098ffn,,,Page,art/image/21198-zz00098ffn-3-master.tif,2,,private,,,,,,,,,,Page 2,,,,,,
Art Department Digital Image Collection,ark:/21198/zz00098ffn/d752sw01,ark:/21198/zz00098ffn,,,Page,art/image/21198-zz00098ffn-4-master.tif,3,,private,,,,,,,,,,Page 3,,,,,,
Art Department Digital Image Collection,ark:/21198/zz00098jts/05374g3g,ark:/21198/zz00098jts,,,Page,art/image/21198-zz00098jts-1-master.tif,1,,private,,,,,,,,,,Page 1,,,,,,
Art Department Digital Image Collection,ark:/21198/zz00098jts/25437r5c,ark:/21198/zz00098jts,,,Page,art/image/21198-zz00098jts-3-master.tif,3,,private,,,,,,,,,,Page 3,,,,,,
Art Department Digital Image Collection,ark:/21198/zz00098jts/p806028r,ark:/21198/zz00098jts,,,Page,art/image/21198-zz00098jts-2-master.tif,2,,private,,,,,,,,,,Page 2,,,,,,
Art Department Digital Image Collection,ark:/21198/zz00098k5f/4x44vp52,ark:/21198/zz00098k5f,,,Page,art/image/21198-zz00098k5f-1-master.tif,1,,private,,,,,,,,,,Page 1,,,,,,
Art Department Digital Image Collection,ark:/21198/zz00098k5f/ss36jw5t,ark:/21198/zz00098k5f,,,Page,art/image/21198-zz00098k5f-2-master.tif,2,,private,,,,,,,,,,Page 2,,,,,,
Art Department Digital Image Collection,ark:/21198/zz00098mbh/5380379d,ark:/21198/zz00098mbh,,,Page,art/image/21198-zz00098mbh-2-master.tif,2,,private,,,,,,,,,,Page 2,,,,,,
Art Department Digital Image Collection,ark:/21198/zz00098mbh/9v60rp9z,ark:/21198/zz00098mbh,,,Page,art/image/21198-zz00098mbh-3-master.tif,3,,private,,,,,,,,,,Page 3,,,,,,
Art Department Digital Image Collection,ark:/21198/zz00098mbh/wv57t56m,ark:/21198/zz00098mbh,,,Page,art/image/21198-zz00098mbh-1-master.tif,1,,private,,,,,,,,,,Page 1,,,,,,
Art Department Digital Image Collection,ark:/21198/zz00098nch/5d744z4k,ark:/21198/zz00098nch,,,Page,art/image/21198-zz00098nch-2-master.tif,2,,private,,,,,,,,,,Page 2,,,,,,
Art Department Digital Image Collection,ark:/21198/zz00098nch/gk19cf1z,ark:/21198/zz00098nch,,,Page,art/image/21198-zz00098nch-1-master.tif,1,,private,,,,,,,,,,Page 1,,,,,,
Art Department Digital Image Collection,ark:/21198/zz00098nch/p462wx3h,ark:/21198/zz00098nch,,,Page,art/image/21198-zz00098nch-3-master.tif,3,,private,,,,,,,,,,Page 3,,,,,,
Art Department Digital Image Collection,ark:/21198/zz000994cq/3c253m89,ark:/21198/zz000994cq,,,Page,art/image/21198-zz000994cq-4-master.tif,4,,private,,,,,,,,,,Page 4,,,,,,
Art Department Digital Image Collection,ark:/21198/zz000994cq/cb18zx7t,ark:/21198/zz000994cq,,,Page,art/image/21198-zz000994cq-1-master.tif,1,,private,,,,,,,,,,Page 1,,,,,,
Art Department Digital Image Collection,ark:/21198/zz000994cq/cx725p7f,ark:/21198/zz000994cq,,,Page,art/image/21198-zz000994cq-3-master.tif,3,,private,,,,,,,,,,Page 3,,,,,,
Art Department Digital Image Collection,ark:/21198/zz000994cq/xb54386q,ark:/21198/zz000994cq,,,Page,art/image/21198-zz000994cq-2-master.tif,2,,private,,,,,,,,,,Page 2,,,,,,
Art Department Digital Image Collection,ark:/21198/zz000994tf/1k09qb3n,ark:/21198/zz000994tf,,,Page,art/image/21198-zz000994tf-4-master.tif,4,,private,,,,,,,,,,Page 4,,,,,,
Art Department Digital Image Collection,ark:/21198/zz000994tf/9z541d5j,ark:/21198/zz000994tf,,,Page,art/image/21198-zz000994tf-3-master.tif,3,,private,,,,,,,,,,Page 3,,,,,,
Art Department Digital Image Collection,ark:/21198/zz000994tf/bb12w36r,ark:/21198/zz000994tf,,,Page,art/image/21198-zz000994tf-6-master.tif,6,,private,,,,,,,,,,Page 6,,,,,,
Art Department Digital Image Collection,ark:/21198/zz000994tf/dh774j98,ark:/21198/zz000994tf,,,Page,art/image/21198-zz000994tf-2-master.tif,2,,private,,,,,,,,,,Page 2,,,,,,
Art Department Digital Image Collection,ark:/21198/zz000994tf/gg989t73,ark:/21198/zz000994tf,,,Page,art/image/21198-zz000994tf-1-master.tif,1,,private,,,,,,,,,,Page 1,,,,,,
Art Department Digital Image Collection,ark:/21198/zz000994tf/qv225z86,ark:/21198/zz000994tf,,,Page,art/image/21198-zz000994tf-5-master.tif,5,,private,,,,,,,,,,Page 5,,,,,,
Art Department Digital Image Collection,ark:/21198/zz000995qc/2s992f67,ark:/21198/zz000995qc,,,Page,art/image/21198-zz000995qc-2-master.tif,2,,private,,,,,,,,,,Page 2,,,,,,
Art Department Digital Image Collection,ark:/21198/zz000995qc/92844p59,ark:/21198/zz000995qc,,,Page,art/image/21198-zz000995qc-1-master.tif,1,,private,,,,,,,,,,Page 1,,,,,,
Art Department Digital Image Collection,ark:/21198/zz000995vf/2t789v0t,ark:/21198/zz000995vf,,,Page,art/image/21198-zz000995vf-3-master.tif,3,,private,,,,,,,,,,Page 3,,,,,,
Art Department Digital Image Collection,ark:/21198/zz000995vf/bp60cj70,ark:/21198/zz000995vf,,,Page,art/image/21198-zz000995vf-4-master.tif,4,,private,,,,,,,,,,Page 4,,,,,,
Art Department Digital Image Collection,ark:/21198/zz000995vf/g277hd84,ark:/21198/zz000995vf,,,Page,art/image/21198-zz000995vf-2-master.tif,2,,private,,,,,,,,,,Page 2,,,,,,
Art Department Digital Image Collection,ark:/21198/zz000995vf/hg92nw2n,ark:/21198/zz000995vf,,,Page,art/image/21198-zz000995vf-1-master.tif,1,,private,,,,,,,,,,Page 1,,,,,,
Art Department Digital Image Collection,ark:/21198/zz000995xg/fd97xr2m,ark:/21198/zz000995xg,,,Page,art/image/21198-zz000995xg-3-master.tif,3,,private,,,,,,,,,,Page 3,,,,,,
Art Department Digital Image Collection,ark:/21198/zz000995xg/kx962n96,ark:/21198/zz000995xg,,,Page,art/image/21198-zz000995xg-2-master.tif,2,,private,,,,,,,,,,Page 2,,,,,,
Art Department Digital Image Collection,ark:/21198/zz000995xg/qd782z12,ark:/21198/zz000995xg,,,Page,art/image/21198-zz000995xg-1-master.tif,1,,private,,,,,,,,,,Page 1,,,,,,
Art Department Digital Image Collection,ark:/21198/zz0009965k/b474r24x,ark:/21198/zz0009965k,,,Page,art/image/21198-zz0009965k-2-master.tif,2,,private,,,,,,,,,,Page 2,,,,,,
Art Department Digital Image Collection,ark:/21198/zz0009965k/pd74hc88,ark:/21198/zz0009965k,,,Page,art/image/21198-zz0009965k-1-master.tif,1,,private,,,,,,,,,,Page 1,,,,,,
Art Department Digital Image Collection,ark:/21198/zz000996cp/fk83dq3d,ark:/21198/zz000996cp,,,Page,art/image/21198-zz000996cp-3-master.tif,3,,private,,,,,,,,,,Page 3,,,,,,
Art Department Digital Image Collection,ark:/21198/zz000996cp/kp981t99,ark:/21198/zz000996cp,,,Page,art/image/21198-zz000996cp-1-master.tif,1,,private,,,,,,,,,,Page 1,,,,,,
Art Department Digital Image Collection,ark:/21198/zz000996cp/mr00337q,ark:/21198/zz000996cp,,,Page,art/image/21198-zz000996cp-2-master.tif,2,,private,,,,,,,,,,Page 2,,,,,,
Art Department Digital Image Collection,ark:/21198/zz000996d6/ch74b758,ark:/21198/zz000996d6,,,Page,art/image/21198-zz000996d6-1-master.tif,1,,private,,,,,,,,,,Page 1,,,,,,
Art Department Digital Image Collection,ark:/21198/zz000996d6/cv459g84,ark:/21198/zz000996d6,,,Page,art/image/21198-zz000996d6-2-master.tif,2,,private,,,,,,,,,,Page 2,,,,,,
Art Department Digital Image Collection,ark:/21198/zz000996d6/t299dt0s,ark:/21198/zz000996d6,,,Page,art/image/21198-zz000996d6-3-master.tif,3,,private,,,,,,,,,,Page 3,,,,,,
Art Department Digital Image Collection,ark:/21198/zz000996ks/3d25b91g,ark:/21198/zz000996ks,,,Page,art/image/21198-zz000996ks-1-master.tif,1,,private,,,,,,,,,,Page 1,,,,,,
Art Department Digital Image Collection,ark:/21198/zz000996ks/mw70ps81,ark:/21198/zz000996ks,,,Page,art/image/21198-zz000996ks-2-master.tif,2,,private,,,,,,,,,,Page 2,,,,,,
Art Department Digital Image Collection,ark:/21198/zz000996wf/1013tc25,ark:/21198/zz000996wf,,,Page,art/image/21198-zz000996wf-1-master.tif,1,,private,,,,,,,,,,Page 1,,,,,,
Art Department Digital Image Collection,ark:/21198/zz000996wf/q583hd4z,ark:/21198/zz000996wf,,,Page,art/image/21198-zz000996wf-2-master.tif,2,,private,,,,,,,,,,Page 2,,,,,,
Art Department Digital Image Collection,ark:/21198/zz00099b0x/hn47rx9k,ark:/21198/zz00099b0x,,,Page,art/image/21198-zz00099b0x-2-master.tif,2,,private,,,,,,,,,,Page 2,,,,,,
Art Department Digital Image Collection,ark:/21198/zz00099b0x/mg48tf0v,ark:/21198/zz00099b0x,,,Page,art/image/21198-zz00099b0x-1-master.tif,1,,private,,,,,,,,,,Page 1,,,,,,
Art Department Digital Image Collection,ark:/21198/zz00099b9k/hk52401v,ark:/21198/zz00099b9k,,,Page,art/image/21198-zz00099b9k-1-master.tif,1,,private,,,,,,,,,,Page 1,,,,,,
Art Department Digital Image Collection,ark:/21198/zz00099b9k/pq82sv3j,ark:/21198/zz00099b9k,,,Page,art/image/21198-zz00099b9k-2-master.tif,2,,private,,,,,,,,,,Page 2,,,,,,
Art Department Digital Image Collection,ark:/21198/zz00099bp8/6k07mg8q,ark:/21198/zz00099bp8,,,Page,art/image/21198-zz00099bp8-1-master.tif,1,,private,,,,,,,,,,Page 1,,,,,,
Art Department Digital Image Collection,ark:/21198/zz00099bp8/9x74506g,ark:/21198/zz00099bp8,,,Page,art/image/21198-zz00099bp8-2-master.tif,2,,private,,,,,,,,,,Page 2,,,,,,
Art Department Digital Image Collection,ark:/21198/zz00099cxc/gh27vh7d,ark:/21198/zz00099cxc,,,Page,art/image/21198-zz00099cxc-2-master.tif,2,,private,,,,,,,,,,Page 2,,,,,,
Art Department Digital Image Collection,ark:/21198/zz00099cxc/x5057213,ark:/21198/zz00099cxc,,,Page,art/image/21198-zz00099cxc-3-master.tif,3,,private,,,,,,,,,,Page 3,,,,,,
Art Department Digital Image Collection,ark:/21198/zz00099cxc/z5229146,ark:/21198/zz00099cxc,,,Page,art/image/21198-zz00099cxc-1-master.tif,1,,private,,,,,,,,,,Page 1,,,,,,
Art Department Digital Image Collection,ark:/21198/zz00099d7h/0705qj6x,ark:/21198/zz00099d7h,,,Page,art/image/21198-zz00099d7h-3-master.tif,3,,private,,,,,,,,,,Page 3,,,,,,
Art Department Digital Image Collection,ark:/21198/zz00099d7h/4v647d1f,ark:/21198/zz00099d7h,,,Page,art/image/21198-zz00099d7h-1-master.tif,1,,private,,,,,,,,,,Page 1,,,,,,
Art Department Digital Image Collection,ark:/21198/zz00099d7h/g2610g2g,ark:/21198/zz00099d7h,,,Page,art/image/21198-zz00099d7h-2-master.tif,2,,private,,,,,,,,,,Page 2,,,,,,
Art Department Digital Image Collection,ark:/21198/zz00099d7h/z536rz28,ark:/21198/zz00099d7h,,,Page,art/image/21198-zz00099d7h-4-master.tif,4,,private,,,,,,,,,,Page 4,,,,,,
Art Department Digital Image Collection,ark:/21198/zz00099fzv/6n23615h,ark:/21198/zz00099fzv,,,Page,art/image/21198-zz00099fzv-1-master.tif,1,,private,,,,,,,,,,Page 1,,,,,,
Art Department Digital Image Collection,ark:/21198/zz00099fzv/8m416194,ark:/21198/zz00099fzv,,,Page,art/image/21198-zz00099fzv-2-master.tif,2,,private,,,,,,,,,,Page 2,,,,,,
Art Department Digital Image Collection,ark:/21198/zz00099g0v/hm97qx5z,ark:/21198/zz00099g0v,,,Page,art/image/21198-zz00099g0v-2-master.tif,2,,private,,,,,,,,,,Page 2,,,,,,
Art Department Digital Image Collection,ark:/21198/zz00099g0v/k641xv3f,ark:/21198/zz00099g0v,,,Page,art/image/21198-zz00099g0v-1-master.tif,1,,private,,,,,,,,,,Page 1,,,,,,
Art Department Digital Image Collection,ark:/21198/zz00099g9h/rp211r59,ark:/21198/zz00099g9h,,,Page,art/image/21198-zz00099g9h-1-master.tif,1,,private,,,,,,,,,,Page 1,,,,,,
Art Department Digital Image Collection,ark:/21198/zz00099g9h/tn667w55,ark:/21198/zz00099g9h,,,Page,art/image/21198-zz00099g9h-2-master.tif,2,,private,,,,,,,,,,Page 2,,,,,,
Art Department Digital Image Collection,ark:/21198/zz00099n9x/7m63s39f,ark:/21198/zz00099n9x,,,Page,art/image/21198-zz00099n9x-2-master.tif,1,,private,,,,,,,,,,Page 1,,,,,,
Art Department Digital Image Collection,ark:/21198/zz00099n9x/m316g45j,ark:/21198/zz00099n9x,,,Page,art/image/21198-zz00099n9x-3-master.tif,2,,private,,,,,,,,,,Page 2,,,,,,
Art Department Digital Image Collection,ark:/21198/zz00099p4t/4k22d71g,ark:/21198/zz00099p4t,,,Page,art/image/21198-zz00099p4t-5-master.tif,5,,private,,,,,,,,,,Page 5,,,,,,
Art Department Digital Image Collection,ark:/21198/zz00099p4t/8183vt9j,ark:/21198/zz00099p4t,,,Page,art/image/21198-zz00099p4t-2-master.tif,2,,private,,,,,,,,,,Page 2,,,,,,
Art Department Digital Image Collection,ark:/21198/zz00099p4t/cc61m10z,ark:/21198/zz00099p4t,,,Page,art/image/21198-zz00099p4t-1-master.tif,1,,private,,,,,,,,,,Page 1,,,,,,
Art Department Digital Image Collection,ark:/21198/zz00099p4t/ck621p7g,ark:/21198/zz00099p4t,,,Page,art/image/21198-zz00099p4t-3-master.tif,3,,private,,,,,,,,,,Page 3,,,,,,
Art Department Digital Image Collection,ark:/21198/zz00099p4t/jd90qs4p,ark:/21198/zz00099p4t,,,Page,art/image/21198-zz00099p4t-4-master.tif,4,,private,,,,,,,,,,Page 4,,,,,,
Art Department Digital Image Collection,ark:/21198/zz00099p5b/3x21kd0w,ark:/21198/zz00099p5b,,,Page,art/image/21198-zz00099p5b-2-master.tif,2,,private,,,,,,,,,,Page 2,,,,,,
Art Department Digital Image Collection,ark:/21198/zz00099p5b/dj76p16s,ark:/21198/zz00099p5b,,,Page,art/image/21198-zz00099p5b-1-master.tif,1,,private,,,,,,,,,,Page 1,,,,,,
Art Department Digital Image Collection,ark:/21198/zz00099pj1/4s50wt6c,ark:/21198/zz00099pj1,,,Page,art/image/21198-zz00099pj1-1-master.tif,1,,private,,,,,,,,,,Page 1,,,,,,
