Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,Visibility,Type.genre,Type.typeOfResource,Rights.copyrightStatus,Subject,Name.subject,Name.creator,Rights.servicesContact,Language,Name.repository,Name.artist,Rights.permission,Name.photographer,Name.correspondent,Description.note,Alt ID.local,Title,Date.creation,Format.extent,Date.normalized,Coverage.geographic,Alt ID.collection,Description.inscription,Alt ID.url,Description.abstract,Relation.url,Alt ID.mp4,Format.medium,Relation.isPartOf,IIIF Access URL
Huxley (Aldous) Collection,ark:/21198/zz0027fbt2,ark:/21198/zz00253vz2,1,In progress,Work,huxle/audio/21198-zz0027fbt2-1-master.wav,289,,,private,,sound recording-nonmusical,copyrighted,,,,,,,,Y,,,,,audio 9,,,,,,,,,,,,,
Huxley (Aldous) Collection,ark:/21198/zz0027fbvk,ark:/21198/zz00253vz2,1,In progress,Work,huxle/audio/21198-zz0027fbvk-1-master.wav,290,,,private,,sound recording-nonmusical,copyrighted,,,,,,,,Y,,,,,audio 10A,,,,,,,,,,,,,
Huxley (Aldous) Collection,ark:/21198/zz0027fbw3,ark:/21198/zz00253vz2,1,In progress,Work,huxle/audio/21198-zz0027fbw3-1-master.wav,291,,,private,,sound recording-nonmusical,copyrighted,,,,,,,,Y,,,,,audio 15A,,,,,,,,,,,,,
Huxley (Aldous) Collection,ark:/21198/zz0027fbxm,ark:/21198/zz00253vz2,1,In progress,Work,huxle/audio/21198-zz0027fbxm-1-master.wav,292,,,private,,sound recording-nonmusical,copyrighted,,,,,,,,Y,,,,,audio 15B,,,,,,,,,,,,,
Huxley (Aldous) Collection,ark:/21198/zz0027fbz4,ark:/21198/zz00253vz2,1,In progress,Work,huxle/audio/21198-zz0027fbz4-1-master.wav,293,,,private,,sound recording-nonmusical,copyrighted,,,,,,,,Y,,,,,audio 16,,,,,,,,,,,,,
Huxley (Aldous) Collection,ark:/21198/zz0027fc7r,ark:/21198/zz00253vz2,1,In progress,Work,huxle/audio/21198-zz0027fc7r-1-master.wav,294,,,private,,sound recording-nonmusical,copyrighted,,,,,,,,Y,,,,,audio 17-1 of 3,,,,,,,,,,,,,
Huxley (Aldous) Collection,ark:/21198/zz0027fc88,ark:/21198/zz00253vz2,1,In progress,Work,huxle/audio/21198-zz0027fc88-1-master.wav,295,,,private,,sound recording-nonmusical,copyrighted,,,,,,,,Y,,,,,audio 18A,,,,,,,,,,,,,
Huxley (Aldous) Collection,ark:/21198/zz0027fcb9,ark:/21198/zz00253vz2,1,In progress,Work,huxle/audio/21198-zz0027fcb9-1-master.wav,296,,,private,,sound recording-nonmusical,copyrighted,,,,,,,,Y,,,,,audio 18B,,,,,,,,,,,,,
Huxley (Aldous) Collection,ark:/21198/zz002b0jwd,ark:/21198/zz00253vz2,2,Completed,Work,huxle/audio/21198-zz002b0jwd-1-master.wav,330,,,,,sound recording-nonmusical,copyrighted,,,"Huxley, Aldous, 1894-1963",,eng,,,Y,,,Personal - Recording,uclamss_2009_tape50,Aldous Huxley reading aloud (tape 50),n.d.,30:23 min.,,,,,,,,,,,
Huxley (Aldous) Collection,ark:/21198/zz002b0jxx,ark:/21198/zz00253vz2,2,Completed,Work,huxle/audio/21198-zz002b0jxx-1-master.wav,331,,,,,sound recording-nonmusical,copyrighted,,,"Huxley, Aldous, 1894-1963",,eng,,,Y,,,Personal- Recording,uclamss_2009_tape51,Aldous Huxley reading aloud (tape 51),n.d.,29:49 min.,,,,,,,,,,,
Huxley (Aldous) Collection,ark:/21198/zz002b0jzf,ark:/21198/zz00253vz2,2,Completed,Work,huxle/audio/21198-zz002b0jzf-1-master.wav,332,,,,,sound recording-nonmusical,copyrighted,,,"Huxley, Aldous, 1894-1963",,eng,,,Y,,,Personal- Recording,uclamss_2009_tape52,Aldous Huxley reading aloud (tape 52),n.d.,26:35 min.,,,,,,,,,,,
Huxley (Aldous) Collection,ark:/21198/zz002b0k0f,ark:/21198/zz00253vz2,2,Completed,Work,huxle/audio/21198-zz002b0k0f-1-master.wav,333,,,,,sound recording-nonmusical,copyrighted,,,"Huxley, Aldous, 1894-1963",,eng,,,Y,,,Personal- Recording,uclamss_2009_tape53,"Ambient Sounds, breathing [?] (tape 53)",n.d.,26:40 min.,,,,,,,,,,,
Huxley (Aldous) Collection,ark:/21198/zz002b0k1z,ark:/21198/zz00253vz2,2,Completed,Work,huxle/audio/21198-zz002b0k1z-1-master.wav,334,,,,,sound recording-nonmusical,copyrighted,,,"Huxley, Aldous, 1894-1963",,eng,,,Y,,,Personal- Recording,uclamss_2009_tape54,Aldous Huxley reading aloud (tape 54),n.d.,26:26 min.,,,,,,,,,,,
Huxley (Aldous) Collection,ark:/21198/zz002b0k2g,ark:/21198/zz00253vz2,2,Completed,Work,huxle/audio/21198-zz002b0k2g-1-master.wav,335,,,,,sound recording-nonmusical,copyrighted,,,"Huxley, Aldous, 1894-1963",,eng,,,Y,,,Personal- Recording,uclamss_2009_tape55,Aldous Huxley reciting aloud (tape 55),n.d.,30:20 min.,,,,,,,,,,,
Huxley (Aldous) Collection,ark:/21198/zz002b0k30,ark:/21198/zz00253vz2,2,Completed,Work,huxle/audio/21198-zz002b0k30-1-master.wav,336,,,,,sound recording-nonmusical,copyrighted,,,"Huxley, Aldous, 1894-1963",,eng,,,Y,,,Personal- Recording,uclamss_2009_tape56,"Aldous Huxley reading aloud, poetry (tape 56)",n.d.,30:48 min.,,,,,,,,,,,
Huxley (Aldous) Collection,ark:/21198/zz002b0k4h,ark:/21198/zz00253vz2,2,Completed,Work,huxle/audio/21198-zz002b0k4h-1-master.wav,337,,,,,sound recording-nonmusical,copyrighted,,,"Huxley, Aldous, 1894-1963",,eng,,,Y,,,Personal- Recording,uclamss_2009_tape57,"Aldous Huxley reading aloud, poetry (tape 57)",n.d.,30:36 min.,,,,,,,,,,,
Huxley (Aldous) Collection,ark:/21198/zz002b0k51,ark:/21198/zz00253vz2,2,Completed,Work,huxle/audio/21198-zz002b0k51-1-master.wav,338,,,,,sound recording-nonmusical,copyrighted,,,"Huxley, Aldous, 1894-1963",,eng,,,Y,,,Personal- Recording,uclamss_2009_tape58,"Aldous Huxley reading aloud, poetry (tape 58)",n.d.,19:54 min.,,,,,,,,,,,
Huxley (Aldous) Collection,ark:/21198/zz002b0k6j,ark:/21198/zz00253vz2,2,Completed,Work,huxle/audio/21198-zz002b0k6j-1-master.wav,339,,,,,sound recording-nonmusical,copyrighted,,,"Huxley, Aldous, 1894-1963",,eng,,,Y,,,Personal- Recording,uclamss_2009_tape59,"Aldous Huxley reading aloud, poetry, French (tape 59)",n.d.,30:41 min.,,,,,,,,,,,
Huxley (Aldous) Collection,ark:/21198/zz002b0k72,ark:/21198/zz00253vz2,2,Completed,Work,huxle/audio/21198-zz002b0k72-1-master.wav,340,,,,,sound recording-nonmusical,copyrighted,,,"Huxley, Aldous, 1894-1963",,eng,,,Y,,,Personal- Recording,uclamss_2009_tape60,"Aldous Huxley reading aloud, poetry, French (tape 60)",n.d.,31:45 min.,,,,,,,,,,,
Huxley (Aldous) Collection,ark:/21198/zz002b0k8k,ark:/21198/zz00253vz2,2,Completed,Work,huxle/audio/21198-zz002b0k8k-1-master.wav,341,,,,,sound recording-nonmusical,copyrighted,,,"Huxley, Aldous, 1894-1963",,eng,,,Y,,,Personal- Recording,uclamss_2009_tape61,"Aldous Huxley reading aloud, poetry (tape 61)",n.d.,30:44 min.,,,,,,,,,,,
Huxley (Aldous) Collection,ark:/21198/zz002b0k93,ark:/21198/zz00253vz2,2,Completed,Work,huxle/audio/21198-zz002b0k93-1-master.wav,342,,,,,sound recording-nonmusical,copyrighted,,,"Huxley, Aldous, 1894-1963",,eng,,,Y,,,Personal- Recording,uclamss_2009_tape62,"Aldous Huxley reading aloud, poetry (tape 62)",n.d.,30:43 min.,,,,,,,,,,,
Huxley (Aldous) Collection,ark:/21198/zz002b0kbm,ark:/21198/zz00253vz2,2,Completed,Work,huxle/audio/21198-zz002b0kbm-1-master.wav,343,,,,,sound recording-nonmusical,copyrighted,,,"Huxley, Laura Archera",,eng,,,Y,,,Personal- Recording,uclamss_2009_tape63,"Laura Huxley, reciting aloud, meditation [?], ""Rainbow walk"", Sounds of breathing (tape 63)",n.d.,42:43 min.,,,,,,,,,,,
Huxley (Aldous) Collection,ark:/21198/zz002b0kc4,ark:/21198/zz00253vz2,2,Completed,Work,huxle/audio/21198-zz002b0kc4-1-master.wav,344,,,,,sound recording-nonmusical,copyrighted,,,"Huxley, Aldous, 1894-1963",,eng,,,Y,,,Personal- Recording,uclamss_2009_tape64,"Aldous Huxley, reading aloud, poetry (tape 64)",n.d.,19:47 min.,,,,,,,,,,,
Huxley (Aldous) Collection,ark:/21198/zz002b0kdn,ark:/21198/zz00253vz2,2,Completed,Work,huxle/audio/21198-zz002b0kdn-1-master.wav,345,,,,,sound recording-nonmusical,copyrighted,,,"Huxley, Aldous, 1894-1963",,eng,,,Y,,,Personal- Recording,uclamss_2009_tape65,"Aldous Huxley, conducting meditation [?], label reads ""Auto suggestions"". (tape 65)",n.d.,24:35 min.,,,,,,,,,,,
Huxley (Aldous) Collection,ark:/21198/zz002b0kf5,ark:/21198/zz00253vz2,2,Completed,Work,huxle/audio/21198-zz002b0kf5-1-master.wav,346,,,,,sound recording-nonmusical,copyrighted,,,"Huxley, Aldous, 1894-1963",,eng,,,Y,,,Personal- Recording,uclamss_2009_tape66,"Aldous Huxley, reading aloud (tape 66)",n.d.,30:47 min.,,,,,,,,,,,
Huxley (Aldous) Collection,ark:/21198/zz002b0kgp,ark:/21198/zz00253vz2,2,Completed,Work,huxle/audio/21198-zz002b0kgp-1-master.wav,347,,,,,sound recording-nonmusical,copyrighted,,,"Huxley, Aldous, 1894-1963",,eng,,,Y,,,Personal- Recording,uclamss_2009_tape67,"Aldous Huxley, reading aloud (tape 67)",n.d.,30:07 min.,,,,,,,,,,,
Huxley (Aldous) Collection,ark:/21198/zz002b0kjq,ark:/21198/zz00253vz2,2,Completed,Work,huxle/audio/21198-zz002b0kjq-1-master.wav,297,,,,,sound recording-nonmusical,copyrighted,"Authors, English--20th century",,"Huxley, Aldous, 1894-1963|~|Huxley, Laura Archera",,eng,,,Y,,,Personal- Recording,uclamss_2009_tape1,"Aldous Huxley and Laura Huxley, discussing Recipes for Living and Loving [?] [Label reads: Laura and Aldous practicing] (tape 1)",1963,60:12 min.,1963,,,,,,,,,,
Huxley (Aldous) Collection,ark:/21198/zz002b0kk7,ark:/21198/zz00253vz2,2,Completed,Work,huxle/audio/21198-zz002b0kk7-1-master.wav,298,,,,,sound recording-nonmusical,copyrighted,,,"Huxley, Laura Archera",,eng,,,Y,,,Personal- Recording,uclamss_2009_tape2,"Laura Huxley, seminar?, Love, Not Love (1 of 6) (tape 2)","1964, Oct 2, 3, 4",62:59 min.,,,,,,,,,,,
Huxley (Aldous) Collection,ark:/21198/zz002b0kmr,ark:/21198/zz00253vz2,2,Completed,Work,huxle/audio/21198-zz002b0kmr-1-master.wav,299,,,,,sound recording-nonmusical,copyrighted,,,"Huxley, Laura Archera",,eng,,,Y,,,Personal- Recording,uclamss_2009_tape3,"Laura Huxley, seminar?, Love, Not Love (2 of 6) (tape 3)","1964, Oct 2, 3, 4",64:57 min.,,,,,,,,,,,
Huxley (Aldous) Collection,ark:/21198/zz002b0kn8,ark:/21198/zz00253vz2,2,Completed,Work,huxle/audio/21198-zz002b0kn8-1-master.wav,300,,,,,sound recording-nonmusical,copyrighted,,,"Huxley, Laura Archera",,eng,,,Y,,,Personal- Recording,uclamss_2009_tape4,"Laura Huxley, seminar?, Love, Not Love (3 of 6) (tape 4)","1964, Oct 2, 3, 4",64:44 min.,,,,,,,,,,,
Huxley (Aldous) Collection,ark:/21198/zz002b0kps,ark:/21198/zz00253vz2,2,Completed,Work,huxle/audio/21198-zz002b0kps-1-master.wav,301,,,,,sound recording-nonmusical,copyrighted,,,"Huxley, Laura Archera",,eng,,,Y,,,Personal- Recording,uclamss_2009_tape5,"Laura Huxley, seminar?, Love, Not Love (4 of 6) (tape 5)","1964, Oct 2, 3, 4",63:59 min.,,,,,,,,,,,
Huxley (Aldous) Collection,ark:/21198/zz002b0kq9,ark:/21198/zz00253vz2,2,Completed,Work,huxle/audio/21198-zz002b0kq9-1-master.wav,302,,,,,sound recording-nonmusical,copyrighted,,,"Huxley, Laura Archera",,eng,,,Y,,,Personal- Recording,uclamss_2009_tape6,"Laura Huxley, seminar?, Love, Not Love (5 of 6) (tape 6)","1964, Oct 2, 3, 4",63:44 min.,,,,,,,,,,,
Huxley (Aldous) Collection,ark:/21198/zz002b0krt,ark:/21198/zz00253vz2,2,Completed,Work,huxle/audio/21198-zz002b0krt-1-master.wav,303,,,,,sound recording-nonmusical,copyrighted,,,"Huxley, Laura Archera",,eng,,,Y,,,Personal- Recording,uclamss_2009_tape7,"Laura Huxley, seminar?, Love, Not Love (6 of 6) (tape 7)","1964, Oct 2, 3, 4",14:22 min.,,,,,,,,,,,
Huxley (Aldous) Collection,ark:/21198/zz002b0ktv,ark:/21198/zz00253vz2,2,Completed,Work,huxle/audio/21198-zz002b0ktv-1-master.wav,305,,,,,sound recording-nonmusical,copyrighted,,,"Huxley, Laura Archera",,eng,,,Y,,,Personal- Recording,uclamss_2009_tape9,"Laura Huxley with unidentified others, discussion related to psychology, Label reads: You Are Not the Target (tape 9)",n.d.,46:51 min.,,,,,,,,,,,
Huxley (Aldous) Collection,ark:/21198/zz002b0kvc,ark:/21198/zz00253vz2,2,Completed,Work,huxle/audio/21198-zz002b0kvc-1-master.wav,306,,,,,sound recording-nonmusical,copyrighted,,,,,eng,,,Y,,,Personal- Recording,uclamss_2009_tape10a,Huxley (tape 10A),n.d.,54:19 min.,,,,,,,,,,,
Huxley (Aldous) Collection,ark:/21198/zz002b0kww,ark:/21198/zz00253vz2,2,Completed,Work,huxle/audio/21198-zz002b0kww-1-master.wav,307,,,,,sound recording-nonmusical,copyrighted,,,,,eng,,,Y,,,Personal- Recording,uclamss_2009_tape10b,Huxley (tape 10B),n.d.,54:34 min.,,,,,,,,,,,
Huxley (Aldous) Collection,ark:/21198/zz002b0kxd,ark:/21198/zz00253vz2,2,Completed,Work,huxle/audio/21198-zz002b0kxd-1-master.wav,308,,,,,sound recording-nonmusical,copyrighted,,,,,eng,,,Y,,,Personal- Recording,uclamss_2009_tape11a,Huxley (tape 11A),n.d.,50:21 min.,,,,,,,,,,,
Huxley (Aldous) Collection,ark:/21198/zz002b0kzx,ark:/21198/zz00253vz2,2,Completed,Work,huxle/audio/21198-zz002b0kzx-1-master.wav,309,,,,,sound recording-nonmusical,copyrighted,,,,,eng,,,Y,,,Personal- Recording,uclamss_2009_tape11b,Huxley (tape 11B),n.d.,41:09 min.,,,,,,,,,,,
Huxley (Aldous) Collection,ark:/21198/zz002b0m0x,ark:/21198/zz00253vz2,2,Completed,Work,huxle/audio/21198-zz002b0m0x-1-master.wav,310,,,,,sound recording-nonmusical,copyrighted,,,"Huxley, Laura Archera",,eng,,,Y,,,Personal- Recording,uclamss_2009_tape12,"Laura Huxley, unidentified speaking event, [discussing states of consciousness ?]; Label reads: About Rage, ""Dilusion"" (tape 12)",n.d.,51:39 min.,,,,,,,,,,,
Huxley (Aldous) Collection,ark:/21198/zz002b0m1f,ark:/21198/zz00253vz2,2,Completed,Work,huxle/audio/21198-zz002b0m1f-1-master.wav,311,,,,,sound recording-nonmusical,copyrighted,,,"Huxley, Aldous, 1894-1963|~|Huxley, Laura Archera",,eng,,,Y,,,Personal- Recording,uclamss_2009_tape13,"Aldous Huxley and Laura Huxley, recorded conversation [while on psilocybin?]; Label reads: A & L Bylocyclin [spi?], 8 pills (2 mg.), 3-3/4"" ips. (tape 13)",1962 Jan 22,40:18 min.,,,,,,,,,,,
Huxley (Aldous) Collection,ark:/21198/zz002b0m2z,ark:/21198/zz00253vz2,2,Completed,Work,huxle/audio/21198-zz002b0m2z-1-master.wav,312,,,,,sound recording-nonmusical,copyrighted,,,,,eng,,,Y,,,Personal- Recording,uclamss_2009_tape14a,Huxley (tape 14A),n.d.,54:09 min.,,,,,,,,,,,
Huxley (Aldous) Collection,ark:/21198/zz002b0m3g,ark:/21198/zz00253vz2,2,Completed,Work,huxle/audio/21198-zz002b0m3g-1-master.wav,313,,,,,sound recording-nonmusical,copyrighted,,,,,eng,,,Y,,,Personal- Recording,uclamss_2009_tape14b,Huxley (tape 14B),n.d.,32:43 min.,,,,,,,,,,,
Huxley (Aldous) Collection,ark:/21198/zz002b0m40,ark:/21198/zz00253vz2,2,Completed,Work,huxle/audio/21198-zz002b0m40-1-master.wav,314,,,,,sound recording-nonmusical,copyrighted,,,,,eng,,,Y,,,Personal- Recording,uclamss_2009_tape15a,Huxley (tape 15A),n.d.,49:43 min.,,,,,,,,,,,
Huxley (Aldous) Collection,ark:/21198/zz002b0m5h,ark:/21198/zz00253vz2,2,Completed,Work,huxle/audio/21198-zz002b0m5h-1-master.wav,315,,,,,sound recording-nonmusical,copyrighted,,,,,eng,,,Y,,,Personal- Recording,uclamss_2009_tape15b,Huxley (tape 15B),n.d.,30:32 min.,,,,,,,,,,,
Huxley (Aldous) Collection,ark:/21198/zz002b0m61,ark:/21198/zz00253vz2,2,Completed,Work,huxle/audio/21198-zz002b0m61-1-master.wav,316,,,,,sound recording-nonmusical,copyrighted,,,"Huxley, Aldous, 1894-1963|~|Huxley, Laura Archera",,eng,,,Y,,,Personal- Recording,uclamss_2009_tape16,"Aldous Huxley and Laura Huxley, discussion and practicing for speaking event [?]; Label reads: Laura Practicing (tape 16)",1963 Feb 1,58:04 min.,,,,,,,,,,,
Huxley (Aldous) Collection,ark:/21198/zz002b0m7j,ark:/21198/zz00253vz2,2,Completed,Work,huxle/audio/21198-zz002b0m7j-1-master.wav,317,,,,,sound recording-nonmusical,copyrighted,,,"Huxley, Laura Archera",,eng,,,Y,,,"Personal- Recording|~|1969 Feb- (3"" reel), 1969 Jan (3-1/4"")",uclamss_2009_tape17,"Laura Huxley and unidentified man [Bruce?], reading aloud, The Lady of Shalott; Label reads: Rx Living and Loving; Poems; Bruce- The Lady of Shalot (tape 17)","1969 Feb, 196 Jan",18:21 min.,,,,,,,,,,,
Huxley (Aldous) Collection,ark:/21198/zz002b0m82,ark:/21198/zz00253vz2,2,Completed,Work,huxle/audio/21198-zz002b0m82-1-master.wav,318,,,,,sound recording-nonmusical,copyrighted,,,,,eng,,,Y,,,Personal- Recording,uclamss_2009_tape18a,Huxley (tape 18A),,65:38 min.,,,,,,,,,,,
Huxley (Aldous) Collection,ark:/21198/zz002b0m9k,ark:/21198/zz00253vz2,2,Completed,Work,huxle/audio/21198-zz002b0m9k-1-master.wav,319,,,,,sound recording-nonmusical,copyrighted,,,,,eng,,,Y,,,Personal- Recording,uclamss_2009_tape18b,Huxley (tape 18B),,24:57 min.,,,,,,,,,,,
Huxley (Aldous) Collection,ark:/21198/zz002b0mb3,ark:/21198/zz00253vz2,2,Completed,Work,huxle/audio/21198-zz002b0mb3-1-master.wav,320,,,,,sound recording-nonmusical,copyrighted,,,"Huxley, Laura Archera",,eng,,,Y,,,Personal- Recording,uclamss_2009_tape19,"Laura Huxley, reciting guided meditation [?] with music Label reads: Pool of Silence (tape 19)",1971 Apr.,62:37 min.,,,,,,,,,,,
Huxley (Aldous) Collection,ark:/21198/zz002b0mcm,ark:/21198/zz00253vz2,2,Completed,Work,huxle/audio/21198-zz002b0mcm-1-master.wav,321,,,,,sound recording,copyrighted,,,,,eng,,,Y,,,Music- Recording,uclamss_2009_tape20,"Music, flute [Asian flute?]; Label reads: M.H. lessons; Zen Meditation and Other Joys; Karla Lama (?) UCLA Mai 5'71; L. Practicing and Healers Apr 1971. (tape 20)",1971,41:21 min.,,,,,,,,,,,
Huxley (Aldous) Collection,ark:/21198/zz002b0md4,ark:/21198/zz00253vz2,2,Completed,Work,huxle/audio/21198-zz002b0md4-1-master.wav,322,,,,,sound recording-nonmusical,copyrighted,,,"Huxley, Laura Archera",,eng,,,Y,,,Personal- Recording,uclamss_2009_tape21,"Laura Huxley, practicing ""Yes, no, yes"" for speaking event [?] ; Yes, No, Yes; Eliot Mintz [&] Laura (tape 21)",2 Mar 1971; 1971 Feb,19:35 min.,,,,,,,,,,,
Huxley (Aldous) Collection,ark:/21198/zz002b0mfn,ark:/21198/zz00253vz2,2,Completed,Work,huxle/audio/21198-zz002b0mfn-1-master.wav,323,,,,,sound recording-nonmusical,copyrighted,,,"Huxley, Laura Archera",,eng,,,Y,,,Personal- Recording,uclamss_2009_tape22,"Laura Huxley, practicing Recipes for Living and Loving with music in the background; Label reads: Practicing Ending with Valse (tape 22)",n.d.,40:12 min.,,,,,,,,,,,
Huxley (Aldous) Collection,ark:/21198/zz002b0mg5,ark:/21198/zz00253vz2,2,Completed,Work,huxle/audio/21198-zz002b0mg5-1-master.wav,324,,,,,sound recording-nonmusical,copyrighted,,,"Huxley, Laura Archera",,eng,,,Y,,,Personal- Recording,uclamss_2009_tape23,"Laura Huxley, practicing Recipes for Living and Loving [?], Label reads: Practicing A- No R; L. Between Heaven and Earth. (tape 23)",1971 Feb 28.,20:01 mins.,,,,,,,,,,,
Huxley (Aldous) Collection,ark:/21198/zz002b0mhp,ark:/21198/zz00253vz2,2,Completed,Work,huxle/audio/21198-zz002b0mhp-1-master.wav,325,,,,,sound recording-nonmusical,copyrighted,,,"Huxley, Aldous, 1894-1963",,eng,,,Y,,,Personal- Recording,uclamss_2009_tape45,Aldous Huxley reading aloud (tape 45),n.d.,29:39 mins.,,,,,,,,,,,
