"Object Type","Item ARK","Parent ARK","Title","Item Status ID","Item Status","File Name","Item Sequence","Duplicate","Delete in Title","Type.typeOfResource","viewingHint","Text direction","Visibility","IIIF Range","Rights.copyrightStatus","Rights.servicesContact","Language","Rights.publicationStatus","Name.repository","Subject.conceptTopic","Name.contributor","Type.genre","Date.creation","Date.normalized","AltTitle.uniform","OPAC URL","Format.extent","Relation.isPartOf","Bucketeer State","IIIF Access URL","IIIF Manifest URL"
"Page","ark:/21198/zz0028v68n","ark:/21198/zz0028v66m","page 2","2","Completed","accio/image/21198-zz0028v68n_1948613_master.tif","2","","","","","","","","pd","","","published","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028v68n",""
"Page","ark:/21198/zz0028v695","ark:/21198/zz0028v66m","page 3","2","Completed","accio/image/21198-zz0028v695_1948618_master.tif","3","","","","","","","","pd","","","published","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028v695",""
"Page","ark:/21198/zz0028v6bp","ark:/21198/zz0028v66m","page 4","2","Completed","accio/image/21198-zz0028v6bp_1948622_master.tif","4","","","","","","","","pd","","","published","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028v6bp",""
"Page","ark:/21198/zz0028v6dq","ark:/21198/zz0028v6c6","page 1","2","Completed","accio/image/21198-zz0028v6dq_1948628_master.tif","1","","","","","","","","pd","","","published","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028v6dq",""
"Page","ark:/21198/zz0028v6f7","ark:/21198/zz0028v6c6","page 2","2","Completed","accio/image/21198-zz0028v6f7_1948633_master.tif","2","","","","","","","","pd","","","published","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028v6f7",""
"Page","ark:/21198/zz0028v6gr","ark:/21198/zz0028v6c6","page 3","2","Completed","accio/image/21198-zz0028v6gr_1948636_master.tif","3","","","","","","","","pd","","","published","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028v6gr",""
"Page","ark:/21198/zz0028v6h8","ark:/21198/zz0028v6c6","page 4","2","Completed","accio/image/21198-zz0028v6h8_1948640_master.tif","4","","","","","","","","pd","","","published","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028v6h8",""
"Page","ark:/21198/zz0028v6k9","ark:/21198/zz0028v6js","page 1","2","Completed","accio/image/21198-zz0028v6k9_1948646_master.tif","1","","","","","","","","pd","","","published","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028v6k9",""
"Page","ark:/21198/zz0028v6mt","ark:/21198/zz0028v6js","page 2","2","Completed","accio/image/21198-zz0028v6mt_1948652_master.tif","2","","","","","","","","pd","","","published","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028v6mt",""
"Page","ark:/21198/zz0028v6nb","ark:/21198/zz0028v6js","page 3","2","Completed","accio/image/21198-zz0028v6nb_1948658_master.tif","3","","","","","","","","pd","","","published","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028v6nb",""
"Page","ark:/21198/zz0028v6pv","ark:/21198/zz0028v6js","page 4","2","Completed","accio/image/21198-zz0028v6pv_1948661_master.tif","4","","","","","","","","pd","","","published","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028v6pv",""
"Page","ark:/21198/zz0028v6rw","ark:/21198/zz0028v6qc","page 1","2","Completed","accio/image/21198-zz0028v6rw_1948666_master.tif","1","","","","","","","","pd","","","published","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028v6rw",""
"Page","ark:/21198/zz0028v6sd","ark:/21198/zz0028v6qc","page 2","2","Completed","accio/image/21198-zz0028v6sd_1948669_master.tif","2","","","","","","","","pd","","","published","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028v6sd",""
"Page","ark:/21198/zz0028v6tx","ark:/21198/zz0028v6qc","page 3","2","Completed","accio/image/21198-zz0028v6tx_1948672_master.tif","3","","","","","","","","pd","","","published","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028v6tx",""
"Page","ark:/21198/zz0028v6vf","ark:/21198/zz0028v6qc","page 4","2","Completed","accio/image/21198-zz0028v6vf_1948675_master.tif","4","","","","","","","","pd","","","published","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028v6vf",""
"Page","ark:/21198/zz0028v6xg","ark:/21198/zz0028v6wz","page 1","2","Completed","accio/image/21198-zz0028v6xg_1948678_master.tif","1","","","","","","","","pd","","","published","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028v6xg",""
"Page","ark:/21198/zz0028v6z0","ark:/21198/zz0028v6wz","page 2","2","Completed","accio/image/21198-zz0028v6z0_1948681_master.tif","2","","","","","","","","pd","","","published","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028v6z0",""
"Page","ark:/21198/zz0028v700","ark:/21198/zz0028v6wz","page 3","2","Completed","accio/image/21198-zz0028v700_1948684_master.tif","3","","","","","","","","pd","","","published","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028v700",""
"Page","ark:/21198/zz0028v71h","ark:/21198/zz0028v6wz","page 4","2","Completed","accio/image/21198-zz0028v71h_1948687_master.tif","4","","","","","","","","pd","","","published","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028v71h",""
"Page","ark:/21198/zz0028v73j","ark:/21198/zz0028v721","page 1","2","Completed","accio/image/21198-zz0028v73j_1948690_master.tif","1","","","","","","","","pd","","","published","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028v73j",""
"Page","ark:/21198/zz0028v742","ark:/21198/zz0028v721","page 2","2","Completed","accio/image/21198-zz0028v742_1948693_master.tif","2","","","","","","","","pd","","","published","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028v742",""
"Page","ark:/21198/zz0028v75k","ark:/21198/zz0028v721","page 3","2","Completed","accio/image/21198-zz0028v75k_1948696_master.tif","3","","","","","","","","pd","","","published","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028v75k",""
"Page","ark:/21198/zz0028v763","ark:/21198/zz0028v721","page 4","2","Completed","accio/image/21198-zz0028v763_1948699_master.tif","4","","","","","","","","pd","","","published","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028v763",""
"Page","ark:/21198/zz0028v7b5","ark:/21198/zz0028v79n","page 1","2","Completed","accio/image/21198-zz0028v7b5_1948702_master.tif","1","","","","","","","","pd","","","published","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028v7b5",""
"Page","ark:/21198/zz0028v7cp","ark:/21198/zz0028v79n","page 2","2","Completed","accio/image/21198-zz0028v7cp_1948705_master.tif","2","","","","","","","","pd","","","published","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028v7cp",""
"Page","ark:/21198/zz0028v7d6","ark:/21198/zz0028v79n","page 3","2","Completed","accio/image/21198-zz0028v7d6_1948711_master.tif","3","","","","","","","","pd","","","published","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028v7d6",""
"Page","ark:/21198/zz0028v7fq","ark:/21198/zz0028v79n","page 4","2","Completed","accio/image/21198-zz0028v7fq_1948714_master.tif","4","","","","","","","","pd","","","published","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028v7fq",""
"Page","ark:/21198/zz0028v8jr","ark:/21198/zz0028v8h7","page 1","2","Completed","accio/image/21198-zz0028v8jr_1948717_master.tif","1","","","","","","","","pd","","","published","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028v8jr",""
"Page","ark:/21198/zz0028v8k8","ark:/21198/zz0028v8h7","page 2","2","Completed","accio/image/21198-zz0028v8k8_1948720_master.tif","2","","","","","","","","pd","","","published","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028v8k8",""
"Page","ark:/21198/zz0028v8ms","ark:/21198/zz0028v8h7","page 3","2","Completed","accio/image/21198-zz0028v8ms_1948723_master.tif","3","","","","","","","","pd","","","published","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028v8ms",""
"Page","ark:/21198/zz0028v8n9","ark:/21198/zz0028v8h7","page 4","2","Completed","accio/image/21198-zz0028v8n9_1948726_master.tif","4","","","","","","","","pd","","","published","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028v8n9",""
"Page","ark:/21198/zz0028v8qb","ark:/21198/zz0028v8pt","page 1","2","Completed","accio/image/21198-zz0028v8qb_1948729_master.tif","1","","","","","","","","pd","","","published","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028v8qb",""
"Page","ark:/21198/zz0028v8rv","ark:/21198/zz0028v8pt","page 2","2","Completed","accio/image/21198-zz0028v8rv_1948732_master.tif","2","","","","","","","","pd","","","published","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028v8rv",""
"Page","ark:/21198/zz0028v8sc","ark:/21198/zz0028v8pt","page 3","2","Completed","accio/image/21198-zz0028v8sc_1948735_master.tif","3","","","","","","","","pd","","","published","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028v8sc",""
"Page","ark:/21198/zz0028v8tw","ark:/21198/zz0028v8pt","page 4","2","Completed","accio/image/21198-zz0028v8tw_1948738_master.tif","4","","","","","","","","pd","","","published","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028v8tw",""
"Page","ark:/21198/zz0028v8xf","ark:/21198/zz0028v8wx","page 1","2","Completed","accio/image/21198-zz0028v8xf_1948741_master.tif","1","","","","","","","","pd","","","published","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028v8xf",""
"Page","ark:/21198/zz0028v8zz","ark:/21198/zz0028v8wx","page 2","2","Completed","accio/image/21198-zz0028v8zz_1948744_master.tif","2","","","","","","","","pd","","","published","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028v8zz",""
"Page","ark:/21198/zz0028v90z","ark:/21198/zz0028v8wx","page 3","2","Completed","accio/image/21198-zz0028v90z_1948747_master.tif","3","","","","","","","","pd","","","published","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028v90z",""
"Page","ark:/21198/zz0028v91g","ark:/21198/zz0028v8wx","page 4","2","Completed","accio/image/21198-zz0028v91g_1948753_master.tif","4","","","","","","","","pd","","","published","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028v91g",""
"Page","ark:/21198/zz0028vb4h","ark:/21198/zz0028vb30","page 1","2","Completed","accio/image/21198-zz0028vb4h_1948760_master.tif","1","","","","","","","","pd","","","published","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028vb4h",""
"Page","ark:/21198/zz0028vb51","ark:/21198/zz0028vb30","page 2","2","Completed","accio/image/21198-zz0028vb51_1948766_master.tif","2","","","","","","","","pd","","","published","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028vb51",""
"Page","ark:/21198/zz0028vb6j","ark:/21198/zz0028vb30","page 3","2","Completed","accio/image/21198-zz0028vb6j_1948772_master.tif","3","","","","","","","","pd","","","published","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028vb6j",""
"Page","ark:/21198/zz0028vb72","ark:/21198/zz0028vb30","page 4","2","Completed","accio/image/21198-zz0028vb72_1948778_master.tif","4","","","","","","","","pd","","","published","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028vb72",""
"Page","ark:/21198/zz0028vbbm","ark:/21198/zz0028vb8k","page 1","2","Completed","accio/image/21198-zz0028vbbm_1948792_master.tif","1","","","","","","","","pd","","","published","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028vbbm",""
"Page","ark:/21198/zz0028vbc4","ark:/21198/zz0028vb8k","page 2","2","Completed","accio/image/21198-zz0028vbc4_1948809_master.tif","2","","","","","","","","pd","","","published","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028vbc4",""
"Page","ark:/21198/zz0028vbdn","ark:/21198/zz0028vb8k","page 3","2","Completed","accio/image/21198-zz0028vbdn_1948815_master.tif","3","","","","","","","","pd","","","published","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028vbdn",""
"Page","ark:/21198/zz0028vbf5","ark:/21198/zz0028vb8k","page 4","2","Completed","accio/image/21198-zz0028vbf5_1948821_master.tif","4","","","","","","","","pd","","","published","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028vbf5",""
"Page","ark:/21198/zz0028vbh6","ark:/21198/zz0028vbgp","page 1","2","Completed","accio/image/21198-zz0028vbh6_1948827_master.tif","1","","","","","","","","pd","","","published","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028vbh6",""
"Page","ark:/21198/zz0028vbjq","ark:/21198/zz0028vbgp","page 2","2","Completed","accio/image/21198-zz0028vbjq_1948833_master.tif","2","","","","","","","","pd","","","published","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028vbjq",""
"Page","ark:/21198/zz0028vbk7","ark:/21198/zz0028vbgp","page 3","2","Completed","accio/image/21198-zz0028vbk7_1948839_master.tif","3","","","","","","","","pd","","","published","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028vbk7",""
"Page","ark:/21198/zz0028vbmr","ark:/21198/zz0028vbgp","page 4","2","Completed","accio/image/21198-zz0028vbmr_1948845_master.tif","4","","","","","","","","pd","","","published","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028vbmr",""
"Page","ark:/21198/zz0028vbps","ark:/21198/zz0028vbn8","page 1","2","Completed","accio/image/21198-zz0028vbps_1948852_master.tif","1","","","","","","","","pd","","","published","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028vbps",""
"Page","ark:/21198/zz0028vbq9","ark:/21198/zz0028vbn8","page 2","2","Completed","accio/image/21198-zz0028vbq9_1948857_master.tif","2","","","","","","","","pd","","","published","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028vbq9",""
"Page","ark:/21198/zz0028vbrt","ark:/21198/zz0028vbn8","page 3","2","Completed","accio/image/21198-zz0028vbrt_1948864_master.tif","3","","","","","","","","pd","","","published","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028vbrt",""
"Page","ark:/21198/zz0028vbsb","ark:/21198/zz0028vbn8","page 4","2","Completed","accio/image/21198-zz0028vbsb_1948872_master.tif","4","","","","","","","","pd","","","published","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028vbsb",""
"Page","ark:/21198/zz0028vbvc","ark:/21198/zz0028vbtv","page 1","2","Completed","accio/image/21198-zz0028vbvc_1948877_master.tif","1","","","","","","","","pd","","","published","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028vbvc",""
"Page","ark:/21198/zz0028vbww","ark:/21198/zz0028vbtv","page 2","2","Completed","accio/image/21198-zz0028vbww_1948880_master.tif","2","","","","","","","","pd","","","published","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028vbww",""
"Page","ark:/21198/zz0028vbxd","ark:/21198/zz0028vbtv","page 3","2","Completed","accio/image/21198-zz0028vbxd_1948884_master.tif","3","","","","","","","","pd","","","published","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028vbxd",""
"Page","ark:/21198/zz0028vbzx","ark:/21198/zz0028vbtv","page 4","2","Completed","accio/image/21198-zz0028vbzx_1948890_master.tif","4","","","","","","","","pd","","","published","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028vbzx",""
"Page","ark:/21198/zz0028vc1f","ark:/21198/zz0028vc0x","page 1","2","Completed","accio/image/21198-zz0028vc1f_1948898_master.tif","1","","","","","","","","pd","","","published","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028vc1f",""
"Page","ark:/21198/zz0028vc2z","ark:/21198/zz0028vc0x","page 2","2","Completed","accio/image/21198-zz0028vc2z_1948904_master.tif","2","","","","","","","","pd","","","published","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028vc2z",""
"Page","ark:/21198/zz0028vc3g","ark:/21198/zz0028vc0x","page 3","2","Completed","accio/image/21198-zz0028vc3g_1948910_master.tif","3","","","","","","","","pd","","","published","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028vc3g",""
"Page","ark:/21198/zz0028vc40","ark:/21198/zz0028vc0x","page 4","2","Completed","accio/image/21198-zz0028vc40_1948914_master.tif","4","","","","","","","","pd","","","published","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028vc40",""
"Page","ark:/21198/zz0028vc61","ark:/21198/zz0028vc5h","page 1","2","Completed","accio/image/21198-zz0028vc61_1948922_master.tif","1","","","","","","","","pd","","","published","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028vc61",""
"Page","ark:/21198/zz0028vc7j","ark:/21198/zz0028vc5h","page 2","2","Completed","accio/image/21198-zz0028vc7j_1948928_master.tif","2","","","","","","","","pd","","","published","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028vc7j",""
"Page","ark:/21198/zz0028vc82","ark:/21198/zz0028vc5h","page 3","2","Completed","accio/image/21198-zz0028vc82_1948932_master.tif","3","","","","","","","","pd","","","published","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028vc82",""
"Page","ark:/21198/zz0028vc9k","ark:/21198/zz0028vc5h","page 4","2","Completed","accio/image/21198-zz0028vc9k_1948937_master.tif","4","","","","","","","","pd","","","published","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028vc9k",""
"Page","ark:/21198/zz0028vd6h","ark:/21198/zz0028vd50","page 1","2","Completed","accio/image/21198-zz0028vd6h_1948943_master.tif","1","","","","","","","","pd","","","published","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028vd6h",""
"Page","ark:/21198/zz0028vd71","ark:/21198/zz0028vd50","page 2","2","Completed","accio/image/21198-zz0028vd71_1948949_master.tif","2","","","","","","","","pd","","","published","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028vd71",""
"Page","ark:/21198/zz0028vd8j","ark:/21198/zz0028vd50","page 3","2","Completed","accio/image/21198-zz0028vd8j_1948955_master.tif","3","","","","","","","","pd","","","published","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028vd8j",""
"Page","ark:/21198/zz0028vd92","ark:/21198/zz0028vd50","page 4","2","Completed","accio/image/21198-zz0028vd92_1948969_master.tif","4","","","","","","","","pd","","","published","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028vd92",""
"Page","ark:/21198/zz0028vdc3","ark:/21198/zz0028vdbk","page 1","2","Completed","accio/image/21198-zz0028vdc3_1948975_master.tif","1","","","","","","","","pd","","","published","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028vdc3",""
"Page","ark:/21198/zz0028vddm","ark:/21198/zz0028vdbk","page 2","2","Completed","accio/image/21198-zz0028vddm_1948980_master.tif","2","","","","","","","","pd","","","published","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028vddm",""
"Page","ark:/21198/zz0028vdf4","ark:/21198/zz0028vdbk","page 3","2","Completed","accio/image/21198-zz0028vdf4_1948986_master.tif","3","","","","","","","","pd","","","published","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028vdf4",""
"Page","ark:/21198/zz0028vdgn","ark:/21198/zz0028vdbk","page 4","2","Completed","accio/image/21198-zz0028vdgn_1948992_master.tif","4","","","","","","","","pd","","","published","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028vdgn",""
"Page","ark:/21198/zz0028vdjp","ark:/21198/zz0028vdh5","page 1","2","Completed","accio/image/21198-zz0028vdjp_1948995_master.tif","1","","","","","","","","pd","","","published","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028vdjp",""
"Page","ark:/21198/zz0028vdk6","ark:/21198/zz0028vdh5","page 2","2","Completed","accio/image/21198-zz0028vdk6_1948998_master.tif","2","","","","","","","","pd","","","published","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028vdk6",""
"Page","ark:/21198/zz0028vdmq","ark:/21198/zz0028vdh5","page 3","2","Completed","accio/image/21198-zz0028vdmq_1949004_master.tif","3","","","","","","","","pd","","","published","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028vdmq",""
