Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,Thumbnail,Rights.copyrightStatus,Rights.permission,Language,Type.typeOfResource,Type.genre,Name.repository,Publisher.publisherName,Name.interviewer,Name.interviewee,Source,Description.note,Format.extent,Date.normalized,Date.publication,AltTitle.other,Title,Description.abstract,AltTitle.descriptive,Date.interview,Format.dimensions,Alt ID.local,Date.creation,Format.medium,Alt ID.mp4
Perlich (Martin) Interview Collection,ark:/21198/zz002hc7z3,ark:/21198/zz0025k1n3,1,In progress,Work,,539,,,,copyrighted,Y,,sound recording-nonmusical,interviews,"University of California, Los Angeles. Library. Performing Arts Special Collections",,"Perlich, Martin",,"Martin Perlich Collection, Box 3, Folder 4",,,,,Martin Perlich Interviews,Isaac Stern,,,,,uclapasc341_003_004M,,"10"" open reel audio",
Perlich (Martin) Interview Collection,ark:/21198/zz002hc824,ark:/21198/zz0025k1n3,1,In progress,Work,,542,,,,copyrighted,copyrighted,,sound recording-nonmusical,interviews,"University of California, Los Angeles. Library. Performing Arts Special Collections",,"Perlich, Martin",,"Martin Perlich Collection, Box 1, Folder 6",,,,,Martin Perlich Interviews,Thomas Hampson,,,,,uclapasc341_001_006M,,"10"" open reel audio",
Perlich (Martin) Interview Collection,ark:/21198/zz002hc866,ark:/21198/zz0025k1n3,1,In progress,Work,,546,,,,copyrighted,Y,,sound recording-nonmusical,interviews,"University of California, Los Angeles. Library. Performing Arts Special Collections",,"Perlich, Martin",,"Martin Perlich Collection, Box 3, Folder 6",,,,,Martin Perlich Interviews,Itzhak Perlman,,,,,uclapasc341_003_006M,,"10"" open audio reel",
Perlich (Martin) Interview Collection,ark:/21198/zz002hcqwt,ark:/21198/zz0025k1n3,1,In progress,Work,,549,,,,copyrighted,Y,,sound recording-nonmusical,interviews,"University of California, Los Angeles. Library. Performing Arts Special Collections",,"Perlich, Martin",,"Martin Perlich Collection,",,,2001-01-26,,Martin Perlich Interviews,Jeffrey Kahane,,,,,uclapasc0341_004_013M2,"January 26, 2001",MiniDisc,
Perlich (Martin) Interview Collection,ark:/21198/zz002hcqxb,ark:/21198/zz0025k1n3,1,In progress,Work,,550,,,,copyrighted,Y,,sound recording-nonmusical,interviews,"University of California, Los Angeles. Library. Performing Arts Special Collections",,"Perlich, Martin",,Martin Perlich Collection,,,1988-10-12,,Martin Perlich Interviews,Frank Zappa,,,,,uclapasc0341_010_001MA,"October 12, 1988",MiniDisc,
Perlich (Martin) Interview Collection,ark:/21198/zz002h7sbq,ark:/21198/zz0025k1n3,1,In progress,Work,perlich/audio/uclapasc0341_012_001MA.wav,,,,,copyrighted,Y,,sound recording-nonmusical,interviews,"University of California, Los Angeles. Library. Performing Arts Special Collections",,"Perlich, Martin",,"Martin Perlich Interviews, Box 12, Folder 1",,,,,,Leonard Bernstein,,,,,uclapasc0341_012_001MA,,,
Perlich (Martin) Interview Collection,ark:/21198/zz002h7xjr,ark:/21198/zz0025k1n3,1,In progress,Work,perlich/audio/uclapasc0341_008_010M.wav,,,,,copyrighted,Y,,sound recording-nonmusical,interviews,"University of California, Los Angeles. Library. Performing Arts Special Collections",,"Perlich, Martin","Verrett, Shirley","Martin Perlich Interviews, Box 8, Folder 10",,,2003-08-06,,Martin Perlich Interviews,Shirley Verrett,,,,,uclapasc0341_008_010M,"August 6, 2003",DAT,
Perlich (Martin) Interview Collection,ark:/21198/zz002h7xms,ark:/21198/zz0025k1n3,1,In progress,Work,perlich/audio/uclapasc0341_008_012M.wav,,,,,copyrighted,Y,,sound recording-nonmusical,interviews,"University of California, Los Angeles. Library. Performing Arts Special Collections",,"Perlich, Martin",,"Martin Perlich Interviews, Box 8, Folder 12",,,2002-10-31,,Martin Perlich Interviews,Jorge Mester,,,,,uclapasc0341_008_012M,"October 31, 2002",DAT,
Perlich (Martin) Interview Collection,ark:/21198/zz002h7xqb,ark:/21198/zz0025k1n3,1,In progress,Work,perlich/audio/uclapasc0341_009_001M.wav,,,,,copyrighted,Y,,sound recording-nonmusical,interviews,"University of California, Los Angeles. Library. Performing Arts Special Collections",,"Perlich, Martin","Tower, Joan, 1938-","Martin Perlich Collection, Box 9, Folder 1",,,,,Martin Perlich Interviews,Joan Tower,,,,,uclapasc0341_009_001M,,MiniDisc,
Perlich (Martin) Interview Collection,ark:/21198/zz002h7xrv,ark:/21198/zz0025k1n3,1,In progress,Work,perlich/audio/uclapasc0341_004_003M1.wav,,,,,copyrighted,Y,,sound recording-nonmusical,interviews,"University of California, Los Angeles. Library. Performing Arts Special Collections",,"Perlich, Martin",,"Martin Perlich Collection, Box 4, Folder 3",,,2002-10-27,,Martin Perlich Interviews,Maxim Shostakovich,,,,,uclapasc0341_004_003M1,"October 27, 2002",MiniDisc,
Perlich (Martin) Interview Collection,ark:/21198/zz002h7xvd,ark:/21198/zz0025k1n3,1,In progress,Work,perlich/audio/uclapasc0341_004_006M1.wav,,,,,copyrighted,Y,,sound recording-nonmusical,interviews,"University of California, Los Angeles. Library. Performing Arts Special Collections",,"Perlich, Martin",,"Martin Perlich Collection, Box 4, Folder 6",,,2003-04-25,,Martin Perlich Interviews,Olli Mustonen,,,,,uclapasc0341_004_006_M1,"April 25, 2003",MiniDisc,
Perlich (Martin) Interview Collection,ark:/21198/zz002h7xzz,ark:/21198/zz0025k1n3,1,In progress,Work,perlich/audio/uclapasc0341_009_003M1.wav,,,,,,,,sound recording-nonmusical,,,,"Perlich, Martin","Reich, Steve, 1936-",,,,,,Martin Perlich Interviews,Steve Reich,,,,,uclapasc0341_009_003M1,,,
Perlich (Martin) Interview Collection,ark:/21198/zz002h7z0z,ark:/21198/zz0025k1n3,1,In progress,Work,perlich/audio/uclapasc0341_004_008M1.wav,,,,,copyrighted,Y,,sound recording-nonmusical,interviews,"University of California, Los Angeles. Library. Performing Arts Special Collections",,"Perlich, Martin","Fejér, András","Martin Perlich Collection, Box 4, Folder 8",,,2003-10-20,,Martin Perlich Interviews,András Fejér,,,,,uclapasc0341_004_008M1,"October 20, 2003",,
Perlich (Martin) Interview Collection,ark:/21198/zz002h7z1g,ark:/21198/zz0025k1n3,1,In progress,Work,perlich/audio/uclapasc0341_004_009M1.wav,,,,,copyrighted,Y,,sound recording-nonmusical,interviews,"University of California, Los Angeles. Library. Performing Arts Special Collections",,"Perlich, Martin","Glennie, Evelyn","Martin Perlich Collection, Box 4, Folder 9",,,2002-03-20,,Martin Perlich Interviews,,,,,,uclapasc0341_004_009M1,"March 20, 2002",MiniDisc,
Perlich (Martin) Interview Collection,ark:/21198/zz002h7z20,ark:/21198/zz0025k1n3,1,In progress,Work,perlich/audio/uclapasc0341_004_010M1.wav,,,,,copyrighted,Y,,sound recording-nonmusical,,"University of California, Los Angeles. Library. Performing Arts Special Collections",,"Perlich, Martin",,"Martin Perlich Collection, Box 9, Folder 10",,,2004-05-03,,Martin Perlich Interviews,Andre Watts,,,,,uclapasc0341_004_010M1,"May 3, 2004",MiniDisc,
Perlich (Martin) Interview Collection,ark:/21198/zz002h7z41,ark:/21198/zz0025k1n3,1,In progress,Work,perlich/audio/uclapasc0341_009_005M1.wav,,,,,copyrighted,Y,,sound recording-nonmusical,,"University of California, Los Angeles. Library. Performing Arts Special Collections",,"Perlich, Martin","Livingston, Guy, 1967-","Martin Perlich Collection, Box 9, Folder 7",,,,,Martin Perlich Interviews,Guy Livingston,,,,,uclapasc0341_009_005M1,,,
Perlich (Martin) Interview Collection,ark:/21198/zz002h7z5j,ark:/21198/zz0025k1n3,1,In progress,Work,perlich/audio/uclapasc0341_009_007M1.wav,,,,,copyrighted,Y,,sound recording-nonmusical,interviews,"University of California, Los Angeles. Library. Performing Arts Special Collections",,"Perlich, Martin","Kraft, William","Martin Perlich Collection, Box 9, Folder 7",,,2003-01-14,,Martin Perlich Interviews,William Kraft,,,,,uclapasc0341_009_007M1,"January 14, 2003",minidisc,
Perlich (Martin) Interview Collection,ark:/21198/zz002h7z62,ark:/21198/zz0025k1n3,1,In progress,Work,perlich/audio/uclapasc0341_004_011M1.wav,,,,,copyrighted,Y,,sound recording-nonmusical,interviews,"University of California, Los Angeles. Library. Performing Arts Special Collections",,"Perlich, Martin","Netrebko, Anna","Martin Perlich COllection, Box 4, Folder 11",,,2003-12-11,,Martin Perlich Interviews,Anne Netrebko,,,,,uclapasc0341_004_011M1,"December 11, 2003",Minidisc,
Perlich (Martin) Interview Collection,ark:/21198/zz002h8gxm,ark:/21198/zz0025k1n3,1,In progress,Work,perlich/audio/uclapasc0341_004_015M6.wav,,,,,copyrighted,Y,,sound recording-nonmusical,interviews,"University of California, Los Angeles. Library. Performing Arts Special Collections",,"Perlich, Martin",,,,,2001-03-07,,Martin Perlich Interviews,Olli Mustonen,,,,,uclapasc0341_004_015M1,"March 7, 2001",Minidisc,
Perlich (Martin) Interview Collection,ark:/21198/zz002h8h1n,ark:/21198/zz0025k1n3,1,In progress,Work,perlich/audio/uclapasc0341_009_008M6.wav,,,,,copyrighted,Y,,sound recording-nonmusical,interviews,"University of California, Los Angeles. Library. Performing Arts Special Collections",,"Perlich, Martin","Reich, Steve, 1936-","Martin Perlich Collection, Box 9, Folder 8",,,2007-01-25,,Martin Perlich Interviews,Steve Reich,,,,,uclapasc0341_009_008M1,"January 25, 2007",Minidisc,
Perlich (Martin) Interview Collection,ark:/21198/zz002h8h3p,ark:/21198/zz0025k1n3,1,In progress,Work,perlich/audio/uclapasc0341_004_016M1.wav,,,,,copyrighted,Y,,sound recording-nonmusical,interviews,"University of California, Los Angeles. Library. Performing Arts Special Collections",,"Perlich, Martin",,"Martin Perlich Collection, Box 4, Folder 16",,,2003-01-161,,Martin Perlich Interviews,Frederica Von Stade,,,,,uclapasc0341_004_016M1,"January 16, 2003",Minidisc,
Perlich (Martin) Interview Collection,ark:/21198/zz002h8h67,ark:/21198/zz0025k1n3,1,In progress,Work,perlich/audio/uclapasc0341_004_017M.wav,,,,,copyrighted,Y,,sound recording-nonmusical,,"University of California, Los Angeles. Library. Performing Arts Special Collections",,"Perlich, Martin","Wispelwey, Pieter","Martin Perlich Collection, Box 4, Folder 17",,,2003-05-02,,Martin Perlich Interviews,Pieter Wispelluey,,,,,uclapasc0341_004_017M,"May 2, 2003",MiniDisc,
Perlich (Martin) Interview Collection,ark:/21198/zz002h8hgc,ark:/21198/zz0025k1n3,1,In progress,Work,perlich/audio/uclapasc0341_004_001M1.wav,,,,,copyrighted,Y,,sound recording-nonmusical,interviews,,,"Perlich, Martin","Salonen, Esa-Pekka, 1958-","Martin Perlich Collection, Box 4, Folder 19",,,2004-12-11,,Martin Perlich Interviews,Michael Daugherty,,,,,uclapasc0341_004_001M1,"December 11, 2004",,
Perlich (Martin) Interview Collection,ark:/21198/zz002h94cz,ark:/21198/zz0025k1n3,1,In progress,Work,perlich/audio/uclapasc0341_004_022M5.wav,,,,,copyrighted,Y,,sound recording-nonmusical,interviews,"University of California, Los Angeles. Library. Performing Arts Special Collections",,"Perlich, Martin","Savall, Jordi","Martin Perlich Collection, Box 4, Folder 22",,,2001-02-23,,Martin Perlich Interviews,Jordi Savall,,,,,uclapasc0341_004_022M1,"February 23, 2001",minidisc,
Perlich (Martin) Interview Collection,ark:/21198/zz002h94jj,ark:/21198/zz0025k1n3,2,Completed,Work,perlich/audio/uclapasc0341_004_001M2.wav,,,,,copyrighted,Y,,sound recording-nonmusical,interviews,"University of California, Los Angeles. Library. Performing Arts Special Collections",,"Perlich, Martin","Rudel, Julius","Martin Perlich Collection, Box 4, Folder 1",,,2003-11-11,,Martin Perlich Interviews,Julius Rudel,,,,,uclapasc0341_004_001M2,"November 11, 2003",minidisc,
Perlich (Martin) Interview Collection,ark:/21198/zz002h94pm,ark:/21198/zz0025k1n3,1,In progress,Work,perlich/audio/uclapasc0341_004_002M.wav,,,,,copyrighted,Y,,sound recording-nonmusical,interviews,"University of California, Los Angeles. Library. Performing Arts Special Collections",,"Perlich, Martin",,"Martin Perlich Collection, Box 4, Folder 2",,,2001-12-06,,Martin Perlich Interviews,Jeffrey Kahane,,,,,uclapasc0341_004_002M,"December 6, 2001",minidisc,
Perlich (Martin) Interview Collection,ark:/21198/zz002hbpjq,ark:/21198/zz0025k1n3,1,In progress,Work,perlich/audio/uclapasc0341_003_003M.wav,,,,,copyrighted,Y,,sound recording-nonmusical,,"University of California, Los Angeles. Library. Performing Arts Special Collections",,"Perlich, Martin",,,,,2002-10-27,,Martin Perlich Interviews,Maxim Shostakovich,,,,,uclapasc0341_004_003M4,"October 27, 2002",minidisc,
Perlich (Martin) Interview Collection,ark:/21198/zz002hbpmr,ark:/21198/zz0025k1n3,1,In progress,Work,perlich/audio/uclapasc0341_004_004M.wav,,,,,copyrighted,,,sound recording-nonmusical,interviews,"University of California, Los Angeles. Library. Performing Arts Special Collections",,"Perlich, Martin",,"Martin Perlich Collection, Box 4, Folder 4",,,2004-04-14,,Martin Perlich Interviews,Helmuth Rilling,,,,,uclapasc0341_004_004M,"April 14, 2004",minidisc,
Perlich (Martin) Interview Collection,ark:/21198/zz002hbpps,ark:/21198/zz0025k1n3,1,In progress,Work,perlich/audio/uclapasc0341_004_005M1.wav,,,,,copyrighted,Y,,sound recording-nonmusical,interviews,"University of California, Los Angeles. Library. Performing Arts Special Collections",,"Perlich, Martin",,"Martin Perlich Collection, Box 4, Folder 5",,,2004-05-13,,Martin Perlich Interviews,Robert Spano,,,,,uclapasc0341_004_005M1,"May 13, 2004",minidisc,
Perlich (Martin) Interview Collection,ark:/21198/zz002hbpsb,ark:/21198/zz0025k1n3,1,In progress,Work,perlich/audio/uclapasc0341_004_006M2.wav,,,,,copyrighted,Y,,sound recording-nonmusical,interviews,,,"Perlich, Martin",,"Martin Perlich Collection, Box 4, Folder 5",,,2003-04-25,,Martin Perlich Interviews,Olli Mustonen,,,,,uclapasc0341_004_006M2,"April 25, 2003",minidisc,
Perlich (Martin) Interview Collection,ark:/21198/zz002hc47s,ark:/21198/zz0025k1n3,1,In progress,Work,perlich/audio/uclapasc0341_006_001MA.wav,,,,,,,,sound recording-nonmusical,,,,"Perlich, Martin",,,,,,,Martin Perlich Interviews,The Arizona Project: Michael F. Wendland,,,,,uclapasc0341_006_001S,,,
Perlich (Martin) Interview Collection,ark:/21198/zz002hc4cv,ark:/21198/zz0025k1n3,2,Completed,Work,perlich/audio/uclapasc0341_008_004M.wav,,,,,copyrighted,Y,,sound recording-nonmusical,interviews,"University of California, Los Angeles. Library. Performing Arts Special Collections",,"Perlich, Martin","Huggett, Monica","Martin Perlich Collection, Box 8, Folder 4",,,,,Martin Perlich Interviews,Monica Huggett,,,,,uclapasc0341_008_004S,"October 18, 2001",DAT,
Perlich (Martin) Interview Collection,ark:/21198/zz002hc4dc,ark:/21198/zz0025k1n3,1,In progress,Work,perlich/audio/uclapasc0341_008_005M.wav,,,,,copyrighted,Y,,sound recording-nonmusical,interviews,"University of California, Los Angeles. Library. Performing Arts Special Collections",,"Perlich, Martin",,"Martin Perlich Collection, Box 8, Folder 5",,,2004,,Martin Perlich Interviews,Yuval Ron,,,,,uclapasc0341_008_005M,2004,DAT,
Perlich (Martin) Interview Collection,ark:/21198/zz002hc4fw,ark:/21198/zz0025k1n3,1,In progress,Work,perlich/audio/uclapasc0341_008_006M.wav,,,,,copyrighted,Y,,sound recording-nonmusical,interviews,"University of California, Los Angeles. Library. Performing Arts Special Collections",,"Perlich, Martin","Amram, David","Martin Perlich Collection, Box 8, Folder 6",,,2003-07-31,,Martin Perlich Interviews,David Amram,,,,,uclapasc0341_008_006I,"July 31, 2003",DAT,
Perlich (Martin) Interview Collection,ark:/21198/zz002hc4x4,ark:/21198/zz0025k1n3,1,In progress,Work,perlich/audio/uclapasc0341_008_007M.wav,,,,,copyrighted,Y,,sound recording-nonmusical,interviews,"University of California, Los Angeles. Library. Performing Arts Special Collections",,"Perlich, Martin",,"Martin Perlich Collection, Box 8, Folder 7",,,2004-03-03,,Martin Perlich Interviews,Jeff von der Schmidt,,,,,uclapasc0341_008_007M,"March 3, 2004",DAT,
Perlich (Martin) Interview Collection,ark:/21198/zz002hc4zn,ark:/21198/zz0025k1n3,1,In progress,Work,perlich/audio/uclapasc0341_008_008M.wav,,,,,copyrighted,Y,,sound recording-nonmusical,interviews,"University of California, Los Angeles. Library. Performing Arts Special Collections",,"Perlich, Martin",,"Martin Perlich Collection, Box 8, Folder 8",,,2003-12-31,,Martin Perlich Interviews,Nathan Milstein,,,,,uclapasc0341_008_008M,"December 31, 2003",DAT,
Perlich (Martin) Interview Collection,ark:/21198/zz002hc50n,ark:/21198/zz0025k1n3,1,In progress,Work,perlich/audio/uclapasc0341_008_009M2.wav,,,,,copyrighted,Y,,sound recording-nonmusical,interviews,"University of California, Los Angeles. Library. Performing Arts Special Collections",,"Perlich, Martin",,"Martin Perlich Collection, Box 8, Folder 9",,,,,Martin Perlich Interviews,Ian Krause,,,,,uclapasc0341_008_009M2,,DAT,
Perlich (Martin) Interview Collection,ark:/21198/zz002hc536,ark:/21198/zz0025k1n3,1,In progress,Work,perlich/audio/uclapasc0341_009_003M2.wav,,,,,copyrighted,Y,,sound recording-nonmusical,interviews,,,,,"Martin Perlich Collection, Box 9, Folder 3",,,2004-10-20,,Martin Perlich Interviews,Steve Reich,,,,,uclapasc0341_009_003M2,"October 20, 2004",MiniDisc,
Perlich (Martin) Interview Collection,ark:/21198/zz002hc54q,ark:/21198/zz0025k1n3,1,In progress,Work,perlich/audio/uclapasc0341_009_004M2.wav,,,,,copyrighted,Y,,sound recording-nonmusical,interviews,"University of California, Los Angeles. Library. Performing Arts Special Collections",,"Perlich, Martin",,"Martin Perlich Collection, Box 9, Folder 4",,,,,Martin Perlich Interviews,Peter Schickele,,,,,uclapasc0341_009_004M2,,MiniDisc,
Perlich (Martin) Interview Collection,ark:/21198/zz002hc56r,ark:/21198/zz0025k1n3,1,In progress,Work,perlich/audio/uclapasc0341_009_006M.wav,,,,,copyrighted,Y,,sound recording-nonmusical,interviews,"University of California, Los Angeles. Library. Performing Arts Special Collections",,"Perlich, Martin",,"Martin Perlich Collection, Box 9, Folder 6",,,2002-02-13,,Martin Perlich Interviews,Andre Watts,,,,,uclapasc0341_009_006M,"February 13, 2002",MiniDisc,
Perlich (Martin) Interview Collection,ark:/21198/zz002hc58s,ark:/21198/zz0025k1n3,1,In progress,Work,perlich/audio/uclapasc0341_012_003MA.wav,,,,,copyrighted,Y,,sound recording-nonmusical,interviews,"University of California, Los Angeles. Library. Performing Arts Special Collections",,"Perlich, Martin","Pinnock, Trevor","Martin Perlich Collection, Box 12, Folder 3",,,,,Martin Perlich Interviews,Trevor Pinnock,,,,,uclapasc0341_012_003M,,Compact Cassette,
Perlich (Martin) Interview Collection,ark:/21198/zz002hc5hd,ark:/21198/zz0025k1n3,1,In progress,Work,perlich/audio/uclapasc0341_006_005M.wav,,,,,copyrighted,,,sound recording-nonmusical,interviews,"University of California, Los Angeles. Library. Performing Arts Special Collections",,,,"Martin Perlich Collection, Box 6, Folder 5",,,2000-11-17,,Martin Perlich Interviews,Oscar Brown Jr.,,,,,uclapasc0341_006_005s,"November 17, 2000",DAT,
Perlich (Martin) Interview Collection,ark:/21198/zz002hc7xk,ark:/21198/zz0025k1n3,1,In progress,Work,perlich/audio/uclapasc0341_001_004M.wav,,,,,copyrighted,Y,,sound recording-nonmusical,interviews,"University of California, Los Angeles. Library. Performing Arts Special Collections",,"Perlich, Martin",,"Martin Perlich Collection, Box 3, Folder 3",,,,,Martin Perlich Interviews,Steve Reich,,,,,uclapasc341_001_004M,,"10"" open reel audio",
Perlich (Martin) Interview Collection,ark:/21198/zz002hc81m,ark:/21198/zz0025k1n3,1,In progress,Work,perlich/audio/uclapasc0341_001_005M.wav,,,,,copyrighted,Y,,sound recording-nonmusical,interviews,"University of California, Los Angeles. Library. Performing Arts Special Collections",,"Perlich, Martin",,"Martin Perlich Collection, Box 1, Folder 5",,,,,Martin Perlich Interviews,Eric Burdon,,,,,uclapasc341_001_005M,,"10"" open reel audio",
Perlich (Martin) Interview Collection,ark:/21198/zz002hc83n,ark:/21198/zz0025k1n3,1,In progress,Work,perlich/audio/uclapasc0341_001_007M.wav,,,,,copyrighted,Y,,sound recording-nonmusical,interviews,"University of California, Los Angeles. Library. Performing Arts Special Collections",,"Perlich, Martin",,"Martin Perlich Collection, Box 1, Folder 7",,,,,Martin Perlich Interviews,Barry Truckwell,,,,,uclapasc341_001_007M,,"10"" open reel audio",
Perlich (Martin) Interview Collection,ark:/21198/zz002hc845,ark:/21198/zz0025k1n3,1,In progress,Work,perlich/audio/uclapasc0341_002_004M.wav,,,,,copyrighted,Y,,sound recording-nonmusical,interviews,"University of California, Los Angeles. Library. Performing Arts Special Collections",,"Perlich, Martin",,"Martin Perlich Collection, Box 2, Folder 4",,,1990,,Martin Perlich Interviews,Bell Lewitzky,,,,,uclapasc341_002_004M,1990,"10"" open reel audio",
Perlich (Martin) Interview Collection,ark:/21198/zz002hc85p,ark:/21198/zz0025k1n3,1,In progress,Work,perlich/audio/uclapasc0341_002_005M.wav,,,,,copyrighted,Y,,sound recording-nonmusical,interviews,"University of California, Los Angeles. Library. Performing Arts Special Collections",,"Perlich, Martin",,"Martin Perlich Collection, Box 2, Folder 5",,,,,Martin Perlich Interviews,John Adams,,,,,uclapasc341_002_005M,,,
Perlich (Martin) Interview Collection,ark:/21198/zz002hcqts,ark:/21198/zz0025k1n3,1,In progress,Work,perlich/audio/uclapasc0341_002_006M.wav,,,,,copyrighted,Y,,sound recording-nonmusical,interviews,"University of California, Los Angeles. Library. Performing Arts Special Collections",,"Perlich, Martin",,"Martin Perlich Collection, Box 2, Folder 6",,,,,Martin Perlich Interviews,Jessie Colin Young,,,,,uclapasc341_002_006M,,,
Perlich (Martin) Interview Collection,ark:/21198/zz002hcqv9,ark:/21198/zz0025k1n3,1,In progress,Work,perlich/audio/uclapasc0341_002_007M.wav,,,,,copyrighted,Y,,sound recording-nonmusical,interviews,"University of California, Los Angeles. Library. Performing Arts Special Collections",,"Perlich, Martin",,"Martin Perlich Collection, Box 2, Folder 7",,,,,Martin Perlich Interviews,Cleo Laine,,,,,uclapasc341_002_007M,,"10"" open audio reel",
Perlich (Martin) Interview Collection,ark:/21198/zz002hcqzv,ark:/21198/zz0025k1n3,1,In progress,Work,perlich/audio/uclapasc0341_008_002M2.wav,,,,,copyrighted,Y,,sound recording-nonmusical,interviews,"University of California, Los Angeles. Library. Performing Arts Special Collections",,"Perlich, Martin",,"Martin Perlich Collection, Box 8, Folder 2",,,,,Martin Perlich Interviews,Sarah Chang,,,,,uclapasc0341_008_002M1,"April 23, 2002",DAT,
Perlich (Martin) Interview Collection,ark:/21198/zz002hcr0v,ark:/21198/zz0025k1n3,1,In progress,Work,perlich/audio/uclapasc0341_004_013M2.wav,,,,,copyrighted,Y,,sound recording-nonmusical,interviews,"University of California, Los Angeles. Library. Performing Arts Special Collections",,"Perlich, Martin",,"Martin Perlich Collection, Box 4, Folder 13",,,2001-01-26,,Martin Perlich Interviews,Jeffrey Kahane,,,,,uclapasc0341_004_013M2,"January 26, 2001",DAT,
