Project Name,Item ARK,Parent ARK,Object Type,File Name,viewingHint,Item Sequence,Type.typeOfResource,Rights.copyrightStatus,Name.repository,Subject.conceptTopic,Language,Type.manuscript,Rights.servicesContact,Title,Description.note,Summary,Date.normalized,AltIdentifier.oclc,Relation.isPartOf,Opac url,Format.extent,AltTitle.other,Format.dimensions,Bucketeer State,IIIF Access URL,IIIF Manifest URL
Conoximent de las Orines,ark:/21198/zz000228vv,ark:/21198/zz0002267k,Page,conoximent/masters/21198-zz000228vv-1-master.tif,,23,text,pd,Louise M. Darling Biomedical Library. History and Special Collections for the Sciences,,,,,"22v, 23r",,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000228vv,
Conoximent de las Orines,ark:/21198/zz000228wc,ark:/21198/zz0002267k,Page,conoximent/masters/21198-zz000228wc-1-master.tif,,24,text,pd,Louise M. Darling Biomedical Library. History and Special Collections for the Sciences,,,,,"23v, 24r",,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000228wc,
Conoximent de las Orines,ark:/21198/zz000228xw,ark:/21198/zz0002267k,Page,conoximent/masters/21198-zz000228xw-1-master.tif,,25,text,pd,Louise M. Darling Biomedical Library. History and Special Collections for the Sciences,,,,,"24v, 25r",,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000228xw,
Conoximent de las Orines,ark:/21198/zz000228zd,ark:/21198/zz0002267k,Page,conoximent/masters/21198-zz000228zd-1-master.tif,,26,text,pd,Louise M. Darling Biomedical Library. History and Special Collections for the Sciences,,,,,"25v, 26r",,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000228zd,
Conoximent de las Orines,ark:/21198/zz0002290d,ark:/21198/zz0002267k,Page,conoximent/masters/21198-zz0002290d-1-master.tif,,27,text,pd,Louise M. Darling Biomedical Library. History and Special Collections for the Sciences,,,,,"26v, 27r",,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002290d,
Conoximent de las Orines,ark:/21198/zz0002291x,ark:/21198/zz0002267k,Page,conoximent/masters/21198-zz0002291x-1-master.tif,,28,text,pd,Louise M. Darling Biomedical Library. History and Special Collections for the Sciences,,,,,"27v, 28r",,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002291x,
Conoximent de las Orines,ark:/21198/zz0002292f,ark:/21198/zz0002267k,Page,conoximent/masters/21198-zz0002292f-1-master.tif,,29,text,pd,Louise M. Darling Biomedical Library. History and Special Collections for the Sciences,,,,,"28v, 29r",,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002292f,
Conoximent de las Orines,ark:/21198/zz0002293z,ark:/21198/zz0002267k,Page,conoximent/masters/21198-zz0002293z-1-master.tif,,30,text,pd,Louise M. Darling Biomedical Library. History and Special Collections for the Sciences,,,,,"29v, 30r",,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002293z,
Conoximent de las Orines,ark:/21198/zz00022971,ark:/21198/zz0002267k,Page,conoximent/masters/21198-zz00022971-1-master.tif,,31,text,pd,Louise M. Darling Biomedical Library. History and Special Collections for the Sciences,,,,,"30v, 31r",,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00022971,
Conoximent de las Orines,ark:/21198/zz000228r9,ark:/21198/zz0002267k,Page,conoximent/masters/21198-zz000228r9-1-master.tif,,32,text,pd,Louise M. Darling Biomedical Library. History and Special Collections for the Sciences,,,,,"31v, 32r",,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000228r9,
Conoximent de las Orines,ark:/21198/zz000228st,ark:/21198/zz0002267k,Page,conoximent/masters/21198-zz000228st-1-master.tif,,33,text,pd,Louise M. Darling Biomedical Library. History and Special Collections for the Sciences,,,,,"32v, 33r",,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000228st,
Conoximent de las Orines,ark:/21198/zz000229bk,ark:/21198/zz0002267k,Page,conoximent/masters/21198-zz000229bk-1-master.tif,,34,text,pd,Louise M. Darling Biomedical Library. History and Special Collections for the Sciences,,,,,"33v, 34r",,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000229bk,
Conoximent de las Orines,ark:/21198/zz000229c3,ark:/21198/zz0002267k,Page,conoximent/masters/21198-zz000229c3-1-master.tif,,35,text,pd,Louise M. Darling Biomedical Library. History and Special Collections for the Sciences,,,,,"34v, 35r",,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000229c3,
Conoximent de las Orines,ark:/21198/zz0002294g,ark:/21198/zz0002267k,Page,conoximent/masters/21198-zz0002294g-1-master.tif,,36,text,pd,Louise M. Darling Biomedical Library. History and Special Collections for the Sciences,,,,,"35v, 36r",,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002294g,
Conoximent de las Orines,ark:/21198/zz0002296h,ark:/21198/zz0002267k,Page,conoximent/masters/21198-zz0002296h-1-master.tif,,37,text,pd,Louise M. Darling Biomedical Library. History and Special Collections for the Sciences,,,,,"36v, 37r",,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002296h,
Conoximent de las Orines,ark:/21198/zz0002298j,ark:/21198/zz0002267k,Page,conoximent/masters/21198-zz0002298j-1-master.tif,,38,text,pd,Louise M. Darling Biomedical Library. History and Special Collections for the Sciences,,,,,"37v, 38r",,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002298j,
Conoximent de las Orines,ark:/21198/zz00022992,ark:/21198/zz0002267k,Page,conoximent/masters/21198-zz00022992-1-master.tif,,39,text,pd,Louise M. Darling Biomedical Library. History and Special Collections for the Sciences,,,,,"38v, 39r",,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00022992,
Conoximent de las Orines,ark:/21198/zz00022950,ark:/21198/zz0002267k,Page,conoximent/masters/21198-zz00022950-1-master.tif,,40,text,pd,Louise M. Darling Biomedical Library. History and Special Collections for the Sciences,,,,,"39v, 40r",,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00022950,
Conoximent de las Orines,ark:/21198/zz00022b3f,ark:/21198/zz0002267k,Page,conoximent/masters/21198-zz00022b3f-1-master.tif,,41,text,pd,Louise M. Darling Biomedical Library. History and Special Collections for the Sciences,,,,,"40v, 41r",,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00022b3f,
Conoximent de las Orines,ark:/21198/zz000229f4,ark:/21198/zz0002267k,Page,conoximent/masters/21198-zz000229f4-1-master.tif,,42,text,pd,Louise M. Darling Biomedical Library. History and Special Collections for the Sciences,,,,,"41v, 42r",,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000229f4,
Conoximent de las Orines,ark:/21198/zz000229gn,ark:/21198/zz0002267k,Page,conoximent/masters/21198-zz000229gn-1-master.tif,,43,text,pd,Louise M. Darling Biomedical Library. History and Special Collections for the Sciences,,,,,"42v, 43r",,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000229gn,
Conoximent de las Orines,ark:/21198/zz000229h5,ark:/21198/zz0002267k,Page,conoximent/masters/21198-zz000229h5-1-master.tif,,44,text,pd,Louise M. Darling Biomedical Library. History and Special Collections for the Sciences,,,,,"43v, 44r",,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000229h5,
Conoximent de las Orines,ark:/21198/zz000229jp,ark:/21198/zz0002267k,Page,conoximent/masters/21198-zz000229jp-1-master.tif,,45,text,pd,Louise M. Darling Biomedical Library. History and Special Collections for the Sciences,,,,,"44v, 45r",,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000229jp,
Conoximent de las Orines,ark:/21198/zz000229k6,ark:/21198/zz0002267k,Page,conoximent/masters/21198-zz000229k6-1-master.tif,,46,text,pd,Louise M. Darling Biomedical Library. History and Special Collections for the Sciences,,,,,"45v, 46r",,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000229k6,
Conoximent de las Orines,ark:/21198/zz000229mq,ark:/21198/zz0002267k,Page,conoximent/masters/21198-zz000229mq-1-master.tif,,47,text,pd,Louise M. Darling Biomedical Library. History and Special Collections for the Sciences,,,,,"46v, 47r",,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000229mq,
Conoximent de las Orines,ark:/21198/zz000229q8,ark:/21198/zz0002267k,Page,conoximent/masters/21198-zz000229q8-1-master.tif,,48,text,pd,Louise M. Darling Biomedical Library. History and Special Collections for the Sciences,,,,,"47v, 48r",,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000229q8,
Conoximent de las Orines,ark:/21198/zz000229vb,ark:/21198/zz0002267k,Page,conoximent/masters/21198-zz000229vb-1-master.tif,,49,text,pd,Louise M. Darling Biomedical Library. History and Special Collections for the Sciences,,,,,"48v, 49r",,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000229vb,
Conoximent de las Orines,ark:/21198/zz000229wv,ark:/21198/zz0002267k,Page,conoximent/masters/21198-zz000229wv-1-master.tif,,50,text,pd,Louise M. Darling Biomedical Library. History and Special Collections for the Sciences,,,,,"49v, 50r",,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000229wv,
Conoximent de las Orines,ark:/21198/zz000229tt,ark:/21198/zz0002267k,Page,conoximent/masters/21198-zz000229tt-1-master.tif,,51,text,pd,Louise M. Darling Biomedical Library. History and Special Collections for the Sciences,,,,,"50v, 51r",,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000229tt,
Conoximent de las Orines,ark:/21198/zz000229zw,ark:/21198/zz0002267k,Page,conoximent/masters/21198-zz000229zw-1-master.tif,,52,text,pd,Louise M. Darling Biomedical Library. History and Special Collections for the Sciences,,,,,"51v, 52r",,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000229zw,
Conoximent de las Orines,ark:/21198/zz00022b0w,ark:/21198/zz0002267k,Page,conoximent/masters/21198-zz00022b0w-1-master.tif,,53,text,pd,Louise M. Darling Biomedical Library. History and Special Collections for the Sciences,,,,,"52v, 53r",,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00022b0w,
Conoximent de las Orines,ark:/21198/zz000229s9,ark:/21198/zz0002267k,Page,conoximent/masters/21198-zz000229s9-1-master.tif,,54,text,pd,Louise M. Darling Biomedical Library. History and Special Collections for the Sciences,,,,,"53v, 54r",,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000229s9,
Conoximent de las Orines,ark:/21198/zz000229rs,ark:/21198/zz0002267k,Page,conoximent/masters/21198-zz000229rs-1-master.tif,,55,text,pd,Louise M. Darling Biomedical Library. History and Special Collections for the Sciences,,,,,"54v, 55r",,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000229rs,
Conoximent de las Orines,ark:/21198/zz000229pr,ark:/21198/zz0002267k,Page,conoximent/masters/21198-zz000229pr-1-master.tif,,56,text,pd,Louise M. Darling Biomedical Library. History and Special Collections for the Sciences,,,,,"55v, 56r",,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000229pr,
Conoximent de las Orines,ark:/21198/zz000229xc,ark:/21198/zz0002267k,Page,conoximent/masters/21198-zz000229xc-1-master.tif,,57,text,pd,Louise M. Darling Biomedical Library. History and Special Collections for the Sciences,,,,,"56v, 57r",,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000229xc,
Conoximent de las Orines,ark:/21198/zz00022b1d,ark:/21198/zz0002267k,Page,conoximent/masters/21198-zz00022b1d-1-master.tif,,58,text,pd,Louise M. Darling Biomedical Library. History and Special Collections for the Sciences,,,,,"57v, 58r",,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00022b1d,
Conoximent de las Orines,ark:/21198/zz00022b2x,ark:/21198/zz0002267k,Page,conoximent/masters/21198-zz00022b2x-1-master.tif,,59,text,pd,Louise M. Darling Biomedical Library. History and Special Collections for the Sciences,,,,,"58v, 59r",,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00022b2x,
Conoximent de las Orines,ark:/21198/zz000229n7,ark:/21198/zz0002267k,Page,conoximent/masters/21198-zz000229n7-1-master.tif,,60,text,pd,Louise M. Darling Biomedical Library. History and Special Collections for the Sciences,,,,,"59v, 60r",,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000229n7,
Conoximent de las Orines,ark:/21198/zz00022bkp,ark:/21198/zz0002267k,Page,conoximent/masters/21198-zz00022bkp-1-master.tif,,61,text,pd,Louise M. Darling Biomedical Library. History and Special Collections for the Sciences,,,,,"60v, 61r",,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00022bkp,
Conoximent de las Orines,ark:/21198/zz00022bnq,ark:/21198/zz0002267k,Page,conoximent/masters/21198-zz00022bnq-1-master.tif,,62,text,pd,Louise M. Darling Biomedical Library. History and Special Collections for the Sciences,,,,,"61v, 62r",,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00022bnq,
Conoximent de las Orines,ark:/21198/zz0008hs8m,ark:/21198/zz0002267k,Page,conoximent/masters/21198-zz0008hs8m-1-master.tif,,63,text,pd,Louise M. Darling Biomedical Library. History and Special Collections for the Sciences,,,,,"62v, 63r",,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0008hs8m,
Conoximent de las Orines,ark:/21198/zz0008hs94,ark:/21198/zz0002267k,Page,conoximent/masters/21198-zz0008hs94-1-master.tif,,64,text,pd,Louise M. Darling Biomedical Library. History and Special Collections for the Sciences,,,,,"63v, 64r",,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0008hs94,
Conoximent de las Orines,ark:/21198/zz0008hsbn,ark:/21198/zz0002267k,Page,conoximent/masters/21198-zz0008hsbn-1-master.tif,,65,text,pd,Louise M. Darling Biomedical Library. History and Special Collections for the Sciences,,,,,"64v, 65r",,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0008hsbn,
Conoximent de las Orines,ark:/21198/zz0008hsc5,ark:/21198/zz0002267k,Page,conoximent/masters/21198-zz0008hsc5-1-master.tif,,66,text,pd,Louise M. Darling Biomedical Library. History and Special Collections for the Sciences,,,,,"65v, 66r",,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0008hsc5,
Conoximent de las Orines,ark:/21198/zz0008hsdp,ark:/21198/zz0002267k,Page,conoximent/masters/21198-zz0008hsdp-1-master.tif,,67,text,pd,Louise M. Darling Biomedical Library. History and Special Collections for the Sciences,,,,,"66v, 67r",,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0008hsdp,
Conoximent de las Orines,ark:/21198/zz0008hsf6,ark:/21198/zz0002267k,Page,conoximent/masters/21198-zz0008hsf6-1-master.tif,,68,text,pd,Louise M. Darling Biomedical Library. History and Special Collections for the Sciences,,,,,"67v, 68r",,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0008hsf6,
Conoximent de las Orines,ark:/21198/zz0008hsgq,ark:/21198/zz0002267k,Page,conoximent/masters/21198-zz0008hsgq-1-master.tif,,69,text,pd,Louise M. Darling Biomedical Library. History and Special Collections for the Sciences,,,,,"68v, 69r",,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0008hsgq,
Conoximent de las Orines,ark:/21198/zz0008hsh7,ark:/21198/zz0002267k,Page,conoximent/masters/21198-zz0008hsh7-1-master.tif,,70,text,pd,Louise M. Darling Biomedical Library. History and Special Collections for the Sciences,,,,,"69v, 70r",,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0008hsh7,
Conoximent de las Orines,ark:/21198/zz0008jsg5,ark:/21198/zz0002267k,Page,conoximent/masters/21198-zz0008jsg5-1-master.tif,,71,text,pd,Louise M. Darling Biomedical Library. History and Special Collections for the Sciences,,,,,"70v, 71r",,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0008jsg5,
Conoximent de las Orines,ark:/21198/zz0008hsk8,ark:/21198/zz0002267k,Page,conoximent/masters/21198-zz0008hsk8-1-master.tif,,72,text,pd,Louise M. Darling Biomedical Library. History and Special Collections for the Sciences,,,,,"71v, 72r",,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0008hsk8,
Conoximent de las Orines,ark:/21198/zz0008hsjr,ark:/21198/zz0002267k,Page,conoximent/masters/21198-zz0008hsjr-1-master.tif,,73,text,pd,Louise M. Darling Biomedical Library. History and Special Collections for the Sciences,,,,,"72v, 73r",,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0008hsjr,
Conoximent de las Orines,ark:/21198/zz0008jdvj,ark:/21198/zz0002267k,Page,conoximent/masters/21198-zz0008jdvj-1-master.tif,,74,text,pd,Louise M. Darling Biomedical Library. History and Special Collections for the Sciences,,,,,"73v, 74r",,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0008jdvj,
Conoximent de las Orines,ark:/21198/zz0008jqsv,ark:/21198/zz0002267k,Page,conoximent/masters/21198-zz0008jqsv-1-master.tif,,75,text,pd,Louise M. Darling Biomedical Library. History and Special Collections for the Sciences,,,,,"74v, 75r",,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0008jqsv,
Conoximent de las Orines,ark:/21198/zz0008jqvw,ark:/21198/zz0002267k,Page,conoximent/masters/21198-zz0008jqvw-1-master.tif,,76,text,pd,Louise M. Darling Biomedical Library. History and Special Collections for the Sciences,,,,,"75v, 76r",,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0008jqvw,
Conoximent de las Orines,ark:/21198/zz0008jqxx,ark:/21198/zz0002267k,Page,conoximent/masters/21198-zz0008jqxx-1-master.tif,,77,text,pd,Louise M. Darling Biomedical Library. History and Special Collections for the Sciences,,,,,"76v, 77r",,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0008jqxx,
Conoximent de las Orines,ark:/21198/zz0008jr0f,ark:/21198/zz0002267k,Page,conoximent/masters/21198-zz0008jr0f-1-master.tif,,78,text,pd,Louise M. Darling Biomedical Library. History and Special Collections for the Sciences,,,,,"77v, 78r",,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0008jr0f,
