"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Duplicate","Delete in Title","viewingHint","Text direction","Visibility","IIIF Range","Rights.copyrightStatus","Subject","Type.genre","Name.repository","Name.author","Name.attributedTo","Name.translator","Name.commentator","Name.scribe","Name.creator","Name.compiler","Name.annotator","Language.language","Language.script","Name.calligrapher","Alternate Identifier.local","Title","Relation.rectoVerso","Source","Date.creation","Format.dimensions","Alternate Title.other","Description.abstract","Description.microfilm","Description.citation","Alternate Title.scriptArab","Description.physical","Relation.textDirection","Date.normalized","Description.note","Format.extent","Relation","Description.stamp","Relation.citation","Alternate Title.spine","Description.marks","Description.colophon","thumbnailImageName","masterImageName","Description.tableOfContents","Metadata Only","Conceptual Work","Bucketeer State","IIIF Access URL","IIIF Manifest URL"
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz000w3s6n","ark:/21198/zz000ss0bb","7","Completed","Page","minasian/masters/0590/0590_0012.tif","12","","","","","","","pd","","","","","","","","","","","","","","","1147_0590_0012","page 9","v","","","","","","","","","","","","","","","","","","","","1147_0590_0012.jpg","1147_0590_0012.tif","","","No","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000w3s6n",""
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz000w3s75","ark:/21198/zz000ss0bb","7","Completed","Page","minasian/masters/0590/0590_0013.tif","13","","","","","","","pd","","","","","","","","","","","","","","","1147_0590_0013","page 10","r","","","","","","","","","","","","","","","","","","","","1147_0590_0013.jpg","1147_0590_0013.tif","","","No","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000w3s75",""
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz000w3s8p","ark:/21198/zz000ss0bb","7","Completed","Page","minasian/masters/0590/0590_0014.tif","14","","","","","","","pd","","","","","","","","","","","","","","","1147_0590_0014","page 11","v","","","","","","","","","","","","","","","","","","","","1147_0590_0014.jpg","1147_0590_0014.tif","","","No","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000w3s8p",""
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz000w3s96","ark:/21198/zz000ss0bb","7","Completed","Page","minasian/masters/0590/0590_0015.tif","15","","","","","","","pd","","","","","","","","","","","","","","","1147_0590_0015","page 12","r","","","","","","","","","","","","","","","","","","","","1147_0590_0015.jpg","1147_0590_0015.tif","","","No","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000w3s96",""
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz000w3sbq","ark:/21198/zz000ss0bb","7","Completed","Page","minasian/masters/0590/0590_0016.tif","16","","","","","","","pd","","","","","","","","","","","","","","","1147_0590_0016","page 13","v","","","","","","","","","","","","","","","","","","","","1147_0590_0016.jpg","1147_0590_0016.tif","","","No","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000w3sbq",""
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz000w3sc7","ark:/21198/zz000ss0bb","7","Completed","Page","minasian/masters/0590/0590_0017.tif","17","","","","","","","pd","","","","","","","","","","","","","","","1147_0590_0017","page 14","r","","","","","","","","","","","","","","","","","","","","1147_0590_0017.jpg","1147_0590_0017.tif","","","No","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000w3sc7",""
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz000w3sdr","ark:/21198/zz000ss0bb","7","Completed","Page","minasian/masters/0590/0590_0018.tif","18","","","","","","","pd","","","","","","","","","","","","","","","1147_0590_0018","page 15","v","","","","","","","","","","","","","","","","","","","","1147_0590_0018.jpg","1147_0590_0018.tif","","","No","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000w3sdr",""
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz000w3sf8","ark:/21198/zz000ss0bb","7","Completed","Page","minasian/masters/0590/0590_0019.tif","19","","","","","","","pd","","","","","","","","","","","","","","","1147_0590_0019","page 16","r","","","","","","","","","","","","","","","","","","","","1147_0590_0019.jpg","1147_0590_0019.tif","","","No","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000w3sf8",""
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz000w3sgs","ark:/21198/zz000ss0bb","7","Completed","Page","minasian/masters/0590/0590_0020.tif","20","","","","","","","pd","","","","","","","","","","","","","","","1147_0590_0020","page 17","v","","","","","","","","","","","","","","","","","","","","1147_0590_0020.jpg","1147_0590_0020.tif","","","No","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000w3sgs",""
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz000w3sh9","ark:/21198/zz000ss0bb","7","Completed","Page","minasian/masters/0590/0590_0021.tif","21","","","","","","","pd","","","","","","","","","","","","","","","1147_0590_0021","page 18","r","","","","","","","","","","","","","","","","","","","","1147_0590_0021.jpg","1147_0590_0021.tif","","","No","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000w3sh9",""
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz000w3sjt","ark:/21198/zz000ss0bb","7","Completed","Page","minasian/masters/0590/0590_0022.tif","22","","","","","","","pd","","","","","","","","","","","","","","","1147_0590_0022","page 19","v","","","","","","","","","","","","","","","","","","","","1147_0590_0022.jpg","1147_0590_0022.tif","","","No","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000w3sjt",""
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz000w3skb","ark:/21198/zz000ss0bb","7","Completed","Page","minasian/masters/0590/0590_0023.tif","23","","","","","","","pd","","","","","","","","","","","","","","","1147_0590_0023","page 20","r","","","","","","","","","","","","","","","","","","","","1147_0590_0023.jpg","1147_0590_0023.tif","","","No","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000w3skb",""
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz000w3smv","ark:/21198/zz000ss0bb","7","Completed","Page","minasian/masters/0590/0590_0024.tif","24","","","","","","","pd","","","","","","","","","","","","","","","1147_0590_0024","page 21","v","","","","","","","","","","","","","","","","","","","","1147_0590_0024.jpg","1147_0590_0024.tif","","","No","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000w3smv",""
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz000w3snc","ark:/21198/zz000ss0bb","7","Completed","Page","minasian/masters/0590/0590_0025.tif","25","","","","","","","pd","","","","","","","","","","","","","","","1147_0590_0025","page 22","r","","","","","","","","","","","","","","","","","","","","1147_0590_0025.jpg","1147_0590_0025.tif","","","No","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000w3snc",""
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz000w3spw","ark:/21198/zz000ss0bb","7","Completed","Page","minasian/masters/0590/0590_0026.tif","26","","","","","","","pd","","","","","","","","","","","","","","","1147_0590_0026","page 23","v","","","","","","","","","","","","","","","","","","","","1147_0590_0026.jpg","1147_0590_0026.tif","","","No","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000w3spw",""
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz000w3sqd","ark:/21198/zz000ss0bb","7","Completed","Page","minasian/masters/0590/0590_0027.tif","27","","","","","","","pd","","","","","","","","","","","","","","","1147_0590_0027","page 24","r","","","","","","","","","","","","","","","","","","","","1147_0590_0027.jpg","1147_0590_0027.tif","","","No","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000w3sqd",""
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz000w3srx","ark:/21198/zz000ss0bb","7","Completed","Page","minasian/masters/0590/0590_0028.tif","28","","","","","","","pd","","","","","","","","","","","","","","","1147_0590_0028","page 25","v","","","","","","","","","","","","","","","","","","","","1147_0590_0028.jpg","1147_0590_0028.tif","","","No","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000w3srx",""
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz000w3ssf","ark:/21198/zz000ss0bb","7","Completed","Page","minasian/masters/0590/0590_0029.tif","29","","","","","","","pd","","","","","","","","","","","","","","","1147_0590_0029","page 26","r","","","","","","","","","","","","","","","","","","","","1147_0590_0029.jpg","1147_0590_0029.tif","","","No","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000w3ssf",""
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz000w3stz","ark:/21198/zz000ss0bb","7","Completed","Page","minasian/masters/0590/0590_0030.tif","30","","","","","","","pd","","","","","","","","","","","","","","","1147_0590_0030","page 27","v","","","","","","","","","","","","","","","","","","","","1147_0590_0030.jpg","1147_0590_0030.tif","","","No","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000w3stz",""
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz000w3svg","ark:/21198/zz000ss0bb","7","Completed","Page","minasian/masters/0590/0590_0031.tif","31","","","","","","","pd","","","","","","","","","","","","","","","1147_0590_0031","page 28","r","","","","","","","","","","","","","","","","","","","","1147_0590_0031.jpg","1147_0590_0031.tif","","","No","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000w3svg",""
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz000w3sw0","ark:/21198/zz000ss0bb","7","Completed","Page","minasian/masters/0590/0590_0032.tif","32","","","","","","","pd","","","","","","","","","","","","","","","1147_0590_0032","page 29","v","","","","","","","","","","","","","","","","","","","","1147_0590_0032.jpg","1147_0590_0032.tif","","","No","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000w3sw0",""
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz000w3sxh","ark:/21198/zz000ss0bb","7","Completed","Page","minasian/masters/0590/0590_0033.tif","33","","","","","","","pd","","","","","","","","","","","","","","","1147_0590_0033","page 30","r","","","","","","","","","","","","","","","","","","","","1147_0590_0033.jpg","1147_0590_0033.tif","","","No","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000w3sxh",""
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz000w3sz1","ark:/21198/zz000ss0bb","7","Completed","Page","minasian/masters/0590/0590_0034.tif","34","","","","","","","pd","","","","","","","","","","","","","","","1147_0590_0034","page 31","v","","","","","","","","","","","","","","","","","","","","1147_0590_0034.jpg","1147_0590_0034.tif","","","No","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000w3sz1",""
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz000w3t01","ark:/21198/zz000ss0bb","7","Completed","Page","minasian/masters/0590/0590_0035.tif","35","","","","","","","pd","","","","","","","","","","","","","","","1147_0590_0035","page 32","r","","","","","","","","","","","","","","","","","","","","1147_0590_0035.jpg","1147_0590_0035.tif","","","No","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000w3t01",""
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz000w3t1j","ark:/21198/zz000ss0bb","7","Completed","Page","minasian/masters/0590/0590_0036.tif","36","","","","","","","pd","","","","","","","","","","","","","","","1147_0590_0036","page 33","v","","","","","","","","","","","","","","","","","","","","1147_0590_0036.jpg","1147_0590_0036.tif","","","No","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000w3t1j",""
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz000w3t22","ark:/21198/zz000ss0bb","7","Completed","Page","minasian/masters/0590/0590_0037.tif","37","","","","","","","pd","","","","","","","","","","","","","","","1147_0590_0037","page 34","r","","","","","","","","","","","","","","","","","","","","1147_0590_0037.jpg","1147_0590_0037.tif","","","No","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000w3t22",""
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz000w3t3k","ark:/21198/zz000ss0bb","7","Completed","Page","minasian/masters/0590/0590_0038.tif","38","","","","","","","pd","","","","","","","","","","","","","","","1147_0590_0038","page 35","v","","","","","","","","","","","","","","","","","","","","1147_0590_0038.jpg","1147_0590_0038.tif","","","No","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000w3t3k",""
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz000w3t43","ark:/21198/zz000ss0bb","7","Completed","Page","minasian/masters/0590/0590_0039.tif","39","","","","","","","pd","","","","","","","","","","","","","","","1147_0590_0039","page 36","r","","","","","","","","","","","","","","","","","","","","1147_0590_0039.jpg","1147_0590_0039.tif","","","No","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000w3t43",""
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz000w3t5m","ark:/21198/zz000ss0bb","7","Completed","Page","minasian/masters/0590/0590_0040.tif","40","","","","","","","pd","","","","","","","","","","","","","","","1147_0590_0040","page 37","v","","","","","","","","","","","","","","","","","","","","1147_0590_0040.jpg","1147_0590_0040.tif","","","No","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000w3t5m",""
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz000w3t64","ark:/21198/zz000ss0bb","7","Completed","Page","minasian/masters/0590/0590_0041.tif","41","","","","","","","pd","","","","","","","","","","","","","","","1147_0590_0041","page 38","r","","","","","","","","","","","","","","","","","","","","1147_0590_0041.jpg","1147_0590_0041.tif","","","No","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000w3t64",""
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz000w3t7n","ark:/21198/zz000ss0bb","7","Completed","Page","minasian/masters/0590/0590_0042.tif","42","","","","","","","pd","","","","","","","","","","","","","","","1147_0590_0042","page 39","v","","","","","","","","","","","","","","","","","","","","1147_0590_0042.jpg","1147_0590_0042.tif","","","No","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000w3t7n",""
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz000w3t85","ark:/21198/zz000ss0bb","7","Completed","Page","minasian/masters/0590/0590_0043.tif","43","","","","","","","pd","","","","","","","","","","","","","","","1147_0590_0043","page 40","r","","","","","","","","","","","","","","","","","","","","1147_0590_0043.jpg","1147_0590_0043.tif","","","No","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000w3t85",""
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz000w3t9p","ark:/21198/zz000ss0bb","7","Completed","Page","minasian/masters/0590/0590_0044.tif","44","","","","","","","pd","","","","","","","","","","","","","","","1147_0590_0044","page 41","v","","","","","","","","","","","","","","","","","","","","1147_0590_0044.jpg","1147_0590_0044.tif","","","No","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000w3t9p",""
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz000w3tb6","ark:/21198/zz000ss0bb","7","Completed","Page","minasian/masters/0590/0590_0045.tif","45","","","","","","","pd","","","","","","","","","","","","","","","1147_0590_0045","page 42","r","","","","","","","","","","","","","","","","","","","","1147_0590_0045.jpg","1147_0590_0045.tif","","","No","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000w3tb6",""
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz000w3tcq","ark:/21198/zz000ss0bb","7","Completed","Page","minasian/masters/0590/0590_0046.tif","46","","","","","","","pd","","","","","","","","","","","","","","","1147_0590_0046","page 43","v","","","","","","","","","","","","","","","","","","","","1147_0590_0046.jpg","1147_0590_0046.tif","","","No","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000w3tcq",""
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz000w3td7","ark:/21198/zz000ss0bb","7","Completed","Page","minasian/masters/0590/0590_0047.tif","47","","","","","","","pd","","","","","","","","","","","","","","","1147_0590_0047","page 44","r","","","","","","","","","","","","","","","","","","","","1147_0590_0047.jpg","1147_0590_0047.tif","","","No","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000w3td7",""
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz000w3tfr","ark:/21198/zz000ss0bb","7","Completed","Page","minasian/masters/0590/0590_0048.tif","48","","","","","","","pd","","","","","","","","","","","","","","","1147_0590_0048","page 45","v","","","","","","","","","","","","","","","","","","","","1147_0590_0048.jpg","1147_0590_0048.tif","","","No","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000w3tfr",""
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz000w3tg8","ark:/21198/zz000ss0bb","7","Completed","Page","minasian/masters/0590/0590_0049.tif","49","","","","","","","pd","","","","","","","","","","","","","","","1147_0590_0049","page 46","r","","","","","","","","","","","","","","","","","","","","1147_0590_0049.jpg","1147_0590_0049.tif","","","No","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000w3tg8",""
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz000w3ths","ark:/21198/zz000ss0bb","7","Completed","Page","minasian/masters/0590/0590_0050.tif","50","","","","","","","pd","","","","","","","","","","","","","","","1147_0590_0050","page 47","v","","","","","","","","","","","","","","","","","","","","1147_0590_0050.jpg","1147_0590_0050.tif","","","No","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000w3ths",""
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz000w3tj9","ark:/21198/zz000ss0bb","7","Completed","Page","minasian/masters/0590/0590_0051.tif","51","","","","","","","pd","","","","","","","","","","","","","","","1147_0590_0051","page 48","r","","","","","","","","","","","","","","","","","","","","1147_0590_0051.jpg","1147_0590_0051.tif","","","No","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000w3tj9",""
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz000w3tkt","ark:/21198/zz000ss0bb","7","Completed","Page","minasian/masters/0590/0590_0052.tif","52","","","","","","","pd","","","","","","","","","","","","","","","1147_0590_0052","page 49","v","","","","","","","","","","","","","","","","","","","","1147_0590_0052.jpg","1147_0590_0052.tif","","","No","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000w3tkt",""
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz000w3tmb","ark:/21198/zz000ss0bb","7","Completed","Page","minasian/masters/0590/0590_0053.tif","53","","","","","","","pd","","","","","","","","","","","","","","","1147_0590_0053","page 50","r","","","","","","","","","","","","","","","","","","","","1147_0590_0053.jpg","1147_0590_0053.tif","","","No","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000w3tmb",""
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz000w3tnv","ark:/21198/zz000ss0bb","7","Completed","Page","minasian/masters/0590/0590_0054.tif","54","","","","","","","pd","","","","","","","","","","","","","","","1147_0590_0054","page 51","v","","","","","","","","","","","","","","","","","","","","1147_0590_0054.jpg","1147_0590_0054.tif","","","No","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000w3tnv",""
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz000w3tpc","ark:/21198/zz000ss0bb","7","Completed","Page","minasian/masters/0590/0590_0055.tif","55","","","","","","","pd","","","","","","","","","","","","","","","1147_0590_0055","page 52","r","","","","","","","","","","","","","","","","","","","","1147_0590_0055.jpg","1147_0590_0055.tif","","","No","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000w3tpc",""
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz000w3tqw","ark:/21198/zz000ss0bb","7","Completed","Page","minasian/masters/0590/0590_0056.tif","56","","","","","","","pd","","","","","","","","","","","","","","","1147_0590_0056","page 53","v","","","","","","","","","","","","","","","","","","","","1147_0590_0056.jpg","1147_0590_0056.tif","","","No","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000w3tqw",""
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz000w3trd","ark:/21198/zz000ss0bb","7","Completed","Page","minasian/masters/0590/0590_0057.tif","57","","","","","","","pd","","","","","","","","","","","","","","","1147_0590_0057","page 54","r","","","","","","","","","","","","","","","","","","","","1147_0590_0057.jpg","1147_0590_0057.tif","","","No","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000w3trd",""
