Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,Thumbnail,viewingHint,Visibility,Type.typeOfResource,Type.genre,Rights.copyrightStatus,Rights.publicationStatus,Rights.permission,Name.actor,Name.director,Name.subject,Name.producer,Name.photographer,Name.costumeDesigner,Name.distributor,Subject.descriptiveTopic,AltTitle.uniform,Language,Name.repository,Name.cinematographer,Subject,Subject.geographicPlace,Name.artDirector,Name.setDesigner,Alt ID.local,Format.extent,Format.dimensions,Title,Date.normalized,Description.caption,Date.creation,Description.note,AltTitle.other,Description.abstract,Opac url,Finding Aid URL,Bucketeer State,IIIF Access URL,IIIF Manifest URL
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz001d35mr,ark:/21198/zz0015w23z,1,In progress,Work,,,,,,,private,still image,Black-and-white photographs,copyrighted,unknown,,,"Horne, James W., 1880-1942",,Kalem Co.; Broadway Favorites,,,,,Barnstormers (Motion picture : 1915),,"University of California, Los Angeles. Library. Performing Arts Special Collections",,,,,,uclapasc_195_b62_f2894_2,1 photograph : b&w,8 x 10 in.,Film still from The Barnstormers,1915,,ca. 1915,Two copies of image in folder.,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=4232828,https://oac.cdlib.org/findaid/ark:/13030/kt9779q7sn/,missing,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001d35mr/manifest
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz001d3640,ark:/21198/zz0015w23z,1,In progress,Work,,,,,,,private,still image,Black-and-white photographs,copyrighted,unknown,,,"Horne, James W., 1880-1942",,Kalem Co.; Broadway Favorites,,,,,Barnstormers (Motion picture : 1915),,"University of California, Los Angeles. Library. Performing Arts Special Collections",,,,,,pasc_195_f2894_5,1 photograph: b&W,8 x 10 in.,Film still from The Barnstormers,1915,,ca. 1915,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=4232828,https://oac.cdlib.org/findaid/ark:/13030/kt9779q7sn/,missing,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001d3640/manifest
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz001d365h,ark:/21198/zz0015w23z,1,In progress,Work,,,,,,,private,still image,Black-and-white photographs,copyrighted,unknown,,,"Young, James",,Jesse L. Lasky Feature Play Company,,,,,Sweet Kitty Bellairs (Motion picture : 1916),eng,"University of California, Los Angeles. Library. Performing Arts Special Collections",,,,,,pasc_195_f3119_2,1 photograph : b&W,8 x 10 in.,Cast member in Sweet Kitty Bellairs,1916,"What must be, what must be. Alack, alas, and, oh my!",ca. 1916,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=4232828,https://oac.cdlib.org/findaid/ark:/13030/kt9779q7sn/,missing,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001d365h/manifest
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz001d3661,ark:/21198/zz0015w23z,1,In progress,Work,,,,,,,private,still image,Black-and-white photographs,copyrighted,unknown,,"Murray, Mae, $d 1889-1965","Young, James",,Jesse L. Lasky Feature Play Company,,,,,Sweet Kitty Bellairs (Motion picture : 1916),eng,"University of California, Los Angeles. Library. Performing Arts Special Collections",,,,,,pasc_195_f3119_6,1 photograph : b&W,8 x 10 in.,Mae Murray in Sweet Kitty Bellairs,1916,In the cellar of the house.,ca. 1916,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=4232828,https://oac.cdlib.org/findaid/ark:/13030/kt9779q7sn/,missing,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001d3661/manifest
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz001d367j,ark:/21198/zz0015w23z,1,In progress,Work,,,,,,,private,still image,Black-and-white photographs,copyrighted,unknown,,"Bernhardt, Sarah, 1844-1923","Mercanton, Louis|~|Desfontaines, Henri, 1876-1931",,Histrionic Film,,,,,Queen Elizabeth (Motion picture : 1912),,"University of California, Los Angeles. Library. Performing Arts Special Collections",,,,,,pasc_195_f2039,1 photograph : b&w,8 x 10 in.,Sarah Bernhardt in Queen Elizabeth,1912,,ca. 1912,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=4232828,https://oac.cdlib.org/findaid/ark:/13030/kt9779q7sn/,missing,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001d367j/manifest
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz001d3682,ark:/21198/zz0015w23z,1,In progress,Work,,,,,,,private,,still image|~|Black-and-white photographs,copyrighted,unknown,,"Oaker, John","Ivers, Julia Crawford",,"Bosworth, Inc.",,,,,Majesty of the law (Motion picture),eng,"University of California, Los Angeles. Library. Performing Arts Special Collections",,,,,,pasc_195_f2096,1 photograph : b&w,8 x 10 in.,John Oaker in Majesty of the Law,1915,Lloyd finds escape impossible.,ca. 1915,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=4232828,https://oac.cdlib.org/findaid/ark:/13030/kt9779q7sn/,missing,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001d3682/manifest
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz001d369k,ark:/21198/zz0015w23z,1,In progress,Work,,,,,,,private,still image,Black-and-white photographs,copyrighted,unknown,,"Murray, Mae, $d 1889-1965","Young, James",,Jesse L. Lasky Feature Play Company,,,,,Sweet Kitty Bellairs (Motion picture : 1916),eng,"University of California, Los Angeles. Library. Performing Arts Special Collections",,,,,,pasc_195_f3119_4,1 photograph : b&w,8 x 10 in.,Mae Murray in Sweet Kitty Bellairs,1916,"For the Glory of Ireland [sic] England, forever, pull.",ca. 1916,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=4232828,https://oac.cdlib.org/findaid/ark:/13030/kt9779q7sn/,missing,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001d369k/manifest
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz001d36b3,ark:/21198/zz0015w23z,1,In progress,Work,,,,,,,private,still image,Black-and-white photographs,copyrighted,unknown,,"Murray, Mae, $d 1889-1965","Young, James",,Jack Pickford Film Co.,,,,,Sweet Kitty Bellairs (Motion picture : 1916),eng,"University of California, Los Angeles. Library. Performing Arts Special Collections",,,,,,pasc_195_f3119_1,1 photograph : b&w,8 x 10 in.,Mae Murray in Sweet Kitty Bellairs,1916,The too willing servant.,ca. 1916,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=4232828,https://oac.cdlib.org/findaid/ark:/13030/kt9779q7sn/,missing,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001d36b3/manifest
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz001d36cm,ark:/21198/zz0015w23z,1,In progress,Work,,,,,,,private,still image,Black-and-white photographs,copyrighted,unknown,,,"Young, James",,Jack Pickford Film Co.,,,,,Sweet Kitty Bellairs (Motion picture : 1916),eng,"University of California, Los Angeles. Library. Performing Arts Special Collections",,,,,,pasc_195_f3119_5,1 photograph b&W,8 x 10 in.,Cast member in Sweet Kitty Bellairs,1916,Welcome!,ca. 1916,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=4232828,https://oac.cdlib.org/findaid/ark:/13030/kt9779q7sn/,missing,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001d36cm/manifest
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz001d36d4,ark:/21198/zz0015w23z,1,In progress,Work,,,,,,,private,still image,Black-and-white photographs,copyrighted,unknown,,"Murray, Mae, $d 1889-1965","Young, James",,Jesse L. Lasky Feature Play Company,,,,,Sweet Kitty Bellairs (Motion picture : 1916),eng,"University of California, Los Angeles. Library. Performing Arts Special Collections",,,,,,pasc_195_f3119_7,1 photograph : b&w,8 x 10 in.,Mae Murray in Sweet Kitty Bellairs,1916,On to Dublin.,ca. 1916,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=4232828,https://oac.cdlib.org/findaid/ark:/13030/kt9779q7sn/,missing,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001d36d4/manifest
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz001d36fn,ark:/21198/zz0015w23z,1,In progress,Work,,,,,,,private,still image,Black-and-white photographs,copyrighted,unknown,,"Gilbert, John, 1897-1936","Fox, William, 1879-1952",,Fox Film Corporation,,,,,Honor first (Motion picture),,"University of California, Los Angeles. Library. Performing Arts Special Collections",,,,,,pasc_195_f2072,1 photograph : b&w,8 x 10 in.,John Gilbert in Honor First,1922,,ca. 1922,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=4232828,https://oac.cdlib.org/findaid/ark:/13030/kt9779q7sn/,missing,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001d36fn/manifest
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz001d36g5,ark:/21198/zz0015w23z,1,In progress,Work,,,,,,,private,still image,Black-and-white photographs,copyrighted,unknown,,"Murray, Mae, $d 1889-1965","Young, James",,Jesse L. Lasky Feature Play Company,,,,,Sweet Kitty Bellairs (Motion picture : 1916),eng,"University of California, Los Angeles. Library. Performing Arts Special Collections",,,,,,pasc_195_f3119_3,1 photograph : b&w,8 x 10 in.,Mae Murray in Sweet Kitty Bellairs,1916,"You don't love me, Jasper.",ca. 1916,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=4232828,https://oac.cdlib.org/findaid/ark:/13030/kt9779q7sn/,missing,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001d36g5/manifest
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz001d36qs,ark:/21198/zz0015w23z,1,In progress,Work,,,,,,,private,still image,Black-and-white photographs,copyrighted,unknown,,"Sweet, Blanche","Griffith, D. W. (David Wark), 1875-1948",,Jesse L. Lasky Feature Play Company,,,,,Judith of Bethulia (Motion picture),zxx,"University of California, Los Angeles. Library. Performing Arts Special Collections",,,,,,pasc_195_f1816,1 photograph : b&w,8 x 10 in.,Blanche Sweet in Judith of Bethulia,1914,,ca. 1914,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=4232828,https://oac.cdlib.org/findaid/ark:/13030/kt9779q7sn/,missing,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001d36qs/manifest
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz001d4mn0,ark:/21198/zz0015w23z,1,In progress,Work,,,,,,,private,still image,Black-and-white photographs,copyrighted,unknown,,,"Griffith, D. W. (David Wark), 1875-1948",,David W. Griffith Corp.,,,,,Birth of a nation (Motion picture),eng,"University of California, Los Angeles. Library. Performing Arts Special Collections",,,,,,pasc_195_f8408_1,1 photograph : b&w,3 1/2 x 5 1/2 in.,Clansmen on horseback in The Birth of a Nation,1915,,ca. 1915,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=4232828,https://oac.cdlib.org/findaid/ark:/13030/kt9779q7sn/,missing,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001d4mn0/manifest
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz001d4mph,ark:/21198/zz0015w23z,6,Needs QA,Work,,,,,,,private,still image,Black-and-white photographs,copyrighted,unknown,,"Pickford, Jack, 1896-1933|~|Simpson, Russell, 1880-1959","Kirkwood, James, 1875-1963",,Jack Pickford Film Co.,,,,,Bill Apperson's boy (Motion picture),zxx,"University of California, Los Angeles. Library. Performing Arts Special Collections",,,,,,pasc_195_f8409_1,1 photograph : b&w,8 x 10 in.,Russell Simpson and Jack Pickford in scene from Bill Apperson's Boy,1919,,ca. 1919,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=4232828,https://oac.cdlib.org/findaid/ark:/13030/kt9779q7sn/,missing,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001d4mph/manifest
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz001d4mq1,ark:/21198/zz0015w23z,6,Needs QA,Work,,,,,,,private,still image,Black-and-white photographs,copyrighted,unknown,,"Cunard, Grace, 1894-1967|~|Polo, Eddie","Ford, Francis, 1882-1953",,Universal Film Manufacturing Company,,,,,Broken coin (Motion picture : 1915),zxx,"University of California, Los Angeles. Library. Performing Arts Special Collections",,,,,,pasc_195_f8422,1 photograph : b&w,6 1/2 x 8 1/2 in.,Actors leaping between balconies in scene from The Broken Coin,1915,,ca. 1915,"Actors are likely Eddie Polo and Grace Cunard, or her stunt double.",,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=4232828,https://oac.cdlib.org/findaid/ark:/13030/kt9779q7sn/,missing,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001d4mq1/manifest
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz001d4mrj,ark:/21198/zz0015w23z,6,Needs QA,Work,,,,,,,private,still image,Black-and-white photographs,copyrighted,unknown,,"Hayakawa, Sesshū, $d 1889-1973|~|Aoki, Tsuru, 1892-1961","Reicher, Frank, 1875-1965",,Jesse L. Lasky Feature Play Company,,,,,,zxx,"University of California, Los Angeles. Library. Performing Arts Special Collections",,,,,,pasc_195_f8391,1 photograph : b&w,8 x 10 in.,Tsuru Aoki and Sessue Hayakawa in scene from Alien Souls,1916,,ca. 1916,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=4232828,https://oac.cdlib.org/findaid/ark:/13030/kt9779q7sn/,missing,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001d4mrj/manifest
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz001d4ms2,ark:/21198/zz0015w23z,1,In progress,Work,,,,,,,private,still image,Black-and-white photographs,copyrighted,unknown,,"De Cordoba, Pedro, 1881-1950|~|Ferguson, Elsie","Tourneur, Maurice, $d 1876-1961",,Artcraft Pictures Corporation,,,,,Barbary sheep (Motion picture),zxx,"University of California, Los Angeles. Library. Performing Arts Special Collections",,,,,,pasc_195_f8396,1 photograph : b&w,8 x 10 in.,Elise Ferguson and [Pedro De Cordoba] in scene from Barbary Sheep,1917,,ca. 1917,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=4232828,https://oac.cdlib.org/findaid/ark:/13030/kt9779q7sn/,missing,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001d4ms2/manifest
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz001d4mtk,ark:/21198/zz0015w23z,6,Needs QA,Work,,,,,,,private,still image,Black-and-white photographs,copyrighted,unknown,,"Russell, William, 1886-1929","Bartlett, Charles",,American Film Manufacturing Company,,,,,Bruiser (Motion picture),eng,"University of California, Los Angeles. Library. Performing Arts Special Collections",,,,,,pasc_195_f8423,1 photograph : b&w,7 x 10 in.,Charles Bartlett and William Russell on set of The Bruiser,1916,,ca. 1916,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=4232828,https://oac.cdlib.org/findaid/ark:/13030/kt9779q7sn/,missing,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001d4mtk/manifest
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz001d4mv3,ark:/21198/zz0015w23z,1,In progress,Work,,,,,,,private,still image,Black-and-white photographs,copyrighted,unknown,,"Goodrich, Edna","Melford, George, 1877-1961",,Jesse L. Lasky Feature Play Company,,,,,Armstrong's wife (Motion picture),zxx,"University of California, Los Angeles. Library. Performing Arts Special Collections",,,,,,pasc_195_f8394,1 photograph : b&w,8 x 10 in.,Edna Goodrich and [George Melford] on the set of Armstrong's Wife,1915,,ca. 1915,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=4232828,https://oac.cdlib.org/findaid/ark:/13030/kt9779q7sn/,missing,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001d4mv3/manifest
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz001d4mwm,ark:/21198/zz0015w23z,6,Needs QA,Work,,,,,,,private,still image,Black-and-white photographs,copyrighted,unknown,,"Taylor, William Desmond, 1877-1922|~|Storey, Edith, 1892-1967","Sturgeon, Rollin S., d. 1925",,Vitagraph Company of America,,,,,Captain Alvarez (Motion picture),zxx,"University of California, Los Angeles. Library. Performing Arts Special Collections",,,,,,pasc_195_f8428_1,1 photograph : b&w,5 x 7 in.,William D. Taylor and Edith Storey in scene from Captain Alvarez,1914,,ca. 1914,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=4232828,https://oac.cdlib.org/findaid/ark:/13030/kt9779q7sn/,missing,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001d4mwm/manifest
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz001d4mx4,ark:/21198/zz0015w23z,6,Needs QA,Work,,,,,,,private,still image,Black-and-white photographs,copyrighted,unknown,,,"Sturgeon, Rollin S., d. 1925",,Vitagraph Company of America,,,,,Captain Alvarez (Motion picture),zxx,"University of California, Los Angeles. Library. Performing Arts Special Collections",,,,,,pasc_195_f8428_2,1 photograph : b&w,5 x 7 in.,Actor on horseback in scene from Captain Alvarez,1914,,ca. 1914,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=4232828,https://oac.cdlib.org/findaid/ark:/13030/kt9779q7sn/,missing,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001d4mx4/manifest
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz001d4mzn,ark:/21198/zz0015w23z,1,In progress,Work,,,,,,,private,still image,Black-and-white photographs,copyrighted,unknown,,,"Ince, Thomas H.",,New York (Motion picture) Corp.,,,,,Alien (Motion picture : 1915),zxx,"University of California, Los Angeles. Library. Performing Arts Special Collections",,,,,,pasc_195_f8390,1 photograph : b&w,8 x 10 in.,Thomas H. Ince directing a scene on the set of The Alien,1915,,ca. 1915,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=4232828,https://oac.cdlib.org/findaid/ark:/13030/kt9779q7sn/,missing,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001d4mzn/manifest
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz001d4n0n,ark:/21198/zz0015w23z,1,In progress,Work,,,,,,,private,still image,Black-and-white photographs,copyrighted,unknown,,,,,,,,,,,zxx,"University of California, Los Angeles. Library. Performing Arts Special Collections",,,,,,pasc_195_f8405,1 photograph : b&w,6 1/2 x 8 1/2 in.,Cast members in The Best of Enemies,1915,,ca. 1915,Weber & Fields (Comedy team). Keystone Film Company; Triangle Distribution Company; Lew Fields and Joe Weber; SEE REF in ARTS LIB,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=4232828,https://oac.cdlib.org/findaid/ark:/13030/kt9779q7sn/,missing,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001d4n0n/manifest
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz001d4n15,ark:/21198/zz0015w23z,1,In progress,Work,,,,,,,private,still image,Black-and-white photographs,copyrighted,unknown,,,"DeMille, Cecil B. (Cecil Blount), $d 1881-1959",,Jesse L. Lasky Feature Play Company,,,,,Arab (Motion picture : 1915),zxx,"University of California, Los Angeles. Library. Performing Arts Special Collections",,,,,,pasc_195_f8393,1 photograph : b&w,8 x 10 in.,Cast member in scene from The Arab,1915,,ca. 1915,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=4232828,https://oac.cdlib.org/findaid/ark:/13030/kt9779q7sn/,missing,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001d4n15/manifest
