Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Visibility,viewingHint,Delete in Title,Subject topic,Thumbnail,Type.typeOfResource,Type.genre,Rights.copyrightStatus,Rights.permission,Rights.publicationStatus,Coverage.geographic,Name.photographer,Author,Name.subject,Subject,Subject.conceptTopic,Language,Rights.permissionNote,Name.creator,Rights.publicationNote,Text direction,IIIF Range,Name.repository,Title,Date.creation,Description.note,Summary,Description.caption,Date.normalized,Description.abstract,Date.created,AltTitle.other,Opac url,Finding Aid URL,IIIF Manifest URL
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz00160m7h,ark:/21198/zz000s2z5v,2,Completed,Work,,11,,,individuals,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00160pcj,text,,copyrighted,Y,unpublished,Los Angeles (Calif.)|~|Anaheim (Calif.),,,,Personal Profile Questionnaires,"Lesbians $z California $z Los Angeles|~|Homophobia|~|Discrimination|~|Lesbians--Religion|~|Lesbians--Education|~|Lesbians--Politics, Practical|~|Marital Status|~|Coming out (Sexual orientation)|~|Lesbians--Employment",eng,,,,,,,Questionnaire 11,1977-1978,,,,1977/1978,,,,,,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00160m7h/manifest
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz00160m81,ark:/21198/zz000s2z5v,2,Completed,Work,,12,,,individuals,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00160phm,text,,copyrighted,Y,unpublished,Los Angeles (Calif.),,,,Personal Profile Questionnaires,"Lesbians $z California $z Los Angeles|~|Homophobia|~|Discrimination|~|Lesbians--Religion|~|Lesbians--Education|~|Lesbians--Politics, Practical|~|Marital Status|~|Coming out (Sexual orientation)|~|Lesbians--Employment",eng,,,,,,,Questionnaire 12,1977-1978,,,,1977/1978,,,,,,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00160m81/manifest
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz00160m9j,ark:/21198/zz000s2z5v,2,Completed,Work,,13,,,individuals,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00160pr7,text,,copyrighted,Y,unpublished,Los Angeles (Calif.),,,,Personal Profile Questionnaires,"Lesbians $z California $z Los Angeles|~|Homophobia|~|Discrimination|~|Lesbians--Religion|~|Lesbians--Education|~|Lesbians--Politics, Practical|~|Marital Status|~|Coming out (Sexual orientation)|~|Lesbians--Employment",eng,,,,,,,Questionnaire 13,1977-1978,,,,1977/1978,,,,,,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00160m9j/manifest
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz00160mb2,ark:/21198/zz000s2z5v,2,Completed,Work,,14,,,individuals,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00160pw9,text,,copyrighted,Y,unpublished,Los Angeles (Calif.),,,,Personal Profile Questionnaires,"Lesbians $z California $z Los Angeles|~|Homophobia|~|Discrimination|~|Lesbians--Religion|~|Lesbians--Education|~|Lesbians--Politics, Practical|~|Marital Status|~|Coming out (Sexual orientation)|~|Lesbians--Employment",eng,,,,,,,Questionnaire 14,1977-1978,,,,1977/1978,,,,,,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00160mb2/manifest
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz00160mck,ark:/21198/zz000s2z5v,2,Completed,Work,,15,,,individuals,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00160q1v,text,,copyrighted,Y,unpublished,"Los Angeles (Calif.)|~|North Hollywood (Los Angeles, Calif.)",,,,Personal Profile Questionnaires,"Lesbians $z California $z Los Angeles|~|Homophobia|~|Discrimination|~|Lesbians--Religion|~|Lesbians--Education|~|Lesbians--Politics, Practical|~|Marital Status|~|Coming out (Sexual orientation)|~|Lesbians--Employment",eng,,,,,,,Questionnaire 15,1977-1978,,,,1977/1978,,,,,,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00160mck/manifest
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz00160md3,ark:/21198/zz000s2z5v,2,Completed,Work,,16,,,individuals,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00160q5x,text,,copyrighted,Y,unpublished,Los Angeles (Calif.),,,,Personal Profile Questionnaires,"Lesbians $z California $z Los Angeles|~|Homophobia|~|Discrimination|~|Lesbians--Religion|~|Lesbians--Education|~|Lesbians--Politics, Practical|~|Marital Status|~|Coming out (Sexual orientation)|~|Lesbians--Employment",eng,,,,,,,Questionnaire 16,1977-1978,,,,1977/1978,,,,,,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00160md3/manifest
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz00160mfm,ark:/21198/zz000s2z5v,2,Completed,Work,,17,,,individuals,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00160q90,text,,copyrighted,Y,unpublished,Los Angeles (Calif.),,,,Personal Profile Questionnaires,"Lesbians $z California $z Los Angeles|~|Homophobia|~|Discrimination|~|Lesbians--Religion|~|Lesbians--Education|~|Lesbians--Politics, Practical|~|Marital Status|~|Coming out (Sexual orientation)|~|Lesbians--Employment",eng,,,,,,,Questionnaire 17,1977-1978,,,,1977/1978,,,,,,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00160mfm/manifest
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz00160mg4,ark:/21198/zz000s2z5v,2,Completed,Work,,18,,private,individuals,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00160qf2,text,,copyrighted,unknown,unpublished,Los Angeles (Calif.),,,,Personal Profile Questionnaires,"Lesbians $z California $z Los Angeles|~|Homophobia|~|Discrimination|~|Lesbians--Religion|~|Lesbians--Education|~|Lesbians--Politics, Practical|~|Marital Status|~|Coming out (Sexual orientation)|~|Lesbians--Employment",eng,,,,,,,Questionnaire 18,1977-1978,item contains personal information (respondent's name and personal address),,,1977/1978,,,,,,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00160mg4/manifest
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz00160mhn,ark:/21198/zz000s2z5v,2,Completed,Work,,19,,,individuals,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00160qk4,text,,copyrighted,Y,unpublished,Los Angeles (Calif.)|~|Escondido (Calif.),,,,Personal Profile Questionnaires,"Lesbians $z California $z Los Angeles|~|Homophobia|~|Discrimination|~|Lesbians--Religion|~|Lesbians--Education|~|Lesbians--Politics, Practical|~|Marital Status|~|Coming out (Sexual orientation)|~|Lesbians--Employment",eng,,,,,,,Questionnaire 19,1977-1978,,,,1977/1978,,,,,,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00160mhn/manifest
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz00160mj5,ark:/21198/zz000s2z5v,2,Completed,Work,,20,,,individuals,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00160qq6,text,,copyrighted,Y,unpublished,Los Angeles (Calif.),,,,Personal Profile Questionnaires,"Lesbians $z California $z Los Angeles|~|Homophobia|~|Discrimination|~|Lesbians--Religion|~|Lesbians--Education|~|Lesbians--Politics, Practical|~|Marital Status|~|Coming out (Sexual orientation)|~|Lesbians--Employment",eng,,,,,,,Questionnaire 20,1977-1978,,,,1977/1978,,,,,,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00160mj5/manifest
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz00160rj3,ark:/21198/zz000s2z5v,2,Completed,Work,,21,,,individuals,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00160s8f,text,,copyrighted,Y,unpublished,Los Angeles (Calif.),,,,Personal Profile Questionnaires,"Lesbians $z California $z Los Angeles|~|Homophobia|~|Discrimination|~|Lesbians--Religion|~|Lesbians--Education|~|Lesbians--Politics, Practical|~|Marital Status|~|Coming out (Sexual orientation)|~|Lesbians--Employment",eng,,,,,,,Questionnaire 21,1977-1978,,,,1977/1978,,,,,,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00160rj3/manifest
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz00160rkm,ark:/21198/zz000s2z5v,2,Completed,Work,,22,,,individuals,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00160sdh,text,,copyrighted,Y,unpublished,Los Angeles (Calif.),,,,Personal Profile Questionnaires,"Lesbians $z California $z Los Angeles|~|Homophobia|~|Discrimination|~|Lesbians--Religion|~|Lesbians--Education|~|Lesbians--Politics, Practical|~|Marital Status|~|Coming out (Sexual orientation)|~|Lesbians--Employment",eng,,,,,,,Questionnaire 22,1977-1978,,,,1977/1978,,,,,,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00160rkm/manifest
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz00160rm4,ark:/21198/zz000s2z5v,2,Completed,Work,,23,,,individuals,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00160sjk,text,,copyrighted,Y,unpublished,Los Angeles (Calif.)|~|Long Beach (Calif.),,,,Personal Profile Questionnaires,"Lesbians $z California $z Los Angeles|~|Homophobia|~|Discrimination|~|Lesbians--Religion|~|Lesbians--Education|~|Lesbians--Politics, Practical|~|Marital Status|~|Coming out (Sexual orientation)|~|Lesbians--Employment",eng,,,,,,,Questionnaire 23,1977-1978,,,,1977/1978,,,,,,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00160rm4/manifest
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz00160rnn,ark:/21198/zz000s2z5v,2,Completed,Work,,24,,,individuals,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00160spn,text,,copyrighted,Y,unpublished,Los Angeles (Calif.),,,,Personal Profile Questionnaires,"Lesbians $z California $z Los Angeles|~|Homophobia|~|Discrimination|~|Lesbians--Religion|~|Lesbians--Education|~|Lesbians--Politics, Practical|~|Marital Status|~|Coming out (Sexual orientation)|~|Lesbians--Employment",eng,,,,,,,Questionnaire 24,1977-1978,,,,1977/1978,,,,,,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00160rnn/manifest
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz00160rp5,ark:/21198/zz000s2z5v,2,Completed,Work,,25,,,individuals,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00160stq,text,,copyrighted,Y,unpublished,Los Angeles (Calif.),,,,Personal Profile Questionnaires,"Lesbians $z California $z Los Angeles|~|Homophobia|~|Discrimination|~|Lesbians--Religion|~|Lesbians--Education|~|Lesbians--Politics, Practical|~|Marital Status|~|Coming out (Sexual orientation)|~|Lesbians--Employment",eng,,,,,,,Questionnaire 25,1977-1978,,,,1977/1978,,,,,,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00160rp5/manifest
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz00160rqp,ark:/21198/zz000s2z5v,2,Completed,Work,,26,,,individuals,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00160szs,text,,copyrighted,Y,unpublished,Los Angeles (Calif.)|~|Anaheim (Calif.),,,,Personal Profile Questionnaires,"Lesbians $z California $z Los Angeles|~|Homophobia|~|Discrimination|~|Lesbians--Religion|~|Lesbians--Education|~|Lesbians--Politics, Practical|~|Marital Status|~|Coming out (Sexual orientation)|~|Lesbians--Employment",eng,,,,,,,Questionnaire 26,1977-1978,,,,1977/1978,,,,,,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00160rqp/manifest
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz00160rr6,ark:/21198/zz000s2z5v,2,Completed,Work,,27,,,individuals,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00160t3b,text,,copyrighted,Y,unpublished,Los Angeles (Calif.),,,,Personal Profile Questionnaires,"Lesbians $z California $z Los Angeles|~|Homophobia|~|Discrimination|~|Lesbians--Religion|~|Lesbians--Education|~|Lesbians--Politics, Practical|~|Marital Status|~|Coming out (Sexual orientation)|~|Lesbians--Employment",eng,,,,,,,Questionnaire 27,1977-1978,,,,1977/1978,,,,,,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00160rr6/manifest
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz00160rsq,ark:/21198/zz000s2z5v,2,Completed,Work,,28,,,individuals,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00160t7d,text,,copyrighted,Y,unpublished,Los Angeles (Calif.),,,,Personal Profile Questionnaires,"Lesbians $z California $z Los Angeles|~|Homophobia|~|Discrimination|~|Lesbians--Religion|~|Lesbians--Education|~|Lesbians--Politics, Practical|~|Marital Status|~|Coming out (Sexual orientation)|~|Lesbians--Employment",eng,,,,,,,Questionnaire 28,1977-1978,,,,1977/1978,,,,,,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00160rsq/manifest
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz00160rt7,ark:/21198/zz000s2z5v,2,Completed,Work,,29,,,individuals,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00160tcg,text,,copyrighted,Y,unpublished,Los Angeles (Calif.),,,,Personal Profile Questionnaires,"Lesbians $z California $z Los Angeles|~|Homophobia|~|Discrimination|~|Lesbians--Religion|~|Lesbians--Education|~|Lesbians--Politics, Practical|~|Marital Status|~|Coming out (Sexual orientation)|~|Lesbians--Employment",eng,,,,,,,Questionnaire 29,1977-1978,,,,1977/1978,,,,,,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00160rt7/manifest
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz00160rvr,ark:/21198/zz000s2z5v,2,Completed,Work,,30,,,individuals,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00160thj,text,,copyrighted,Y,unpublished,Los Angeles (Calif.)|~|Long Beach (Calif.),,,,Personal Profile Questionnaires,"Lesbians $z California $z Los Angeles|~|Homophobia|~|Discrimination|~|Lesbians--Religion|~|Lesbians--Education|~|Lesbians--Politics, Practical|~|Marital Status|~|Coming out (Sexual orientation)|~|Lesbians--Employment",eng,,,,,,,Questionnaire 30,1977-1978,,,,1977/1978,,,,,,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00160rvr/manifest
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz00160rw8,ark:/21198/zz000s2z5v,2,Completed,Work,,31,,,individuals,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00160tnm,text,,copyrighted,Y,unpublished,Los Angeles (Calif.)|~|Long Beach (Calif.),,,,Personal Profile Questionnaires,"Lesbians $z California $z Los Angeles|~|Homophobia|~|Discrimination|~|Lesbians--Religion|~|Lesbians--Education|~|Lesbians--Politics, Practical|~|Marital Status|~|Coming out (Sexual orientation)|~|Lesbians--Employment",eng,,,,,,,Questionnaire 31,1977-1978,,,,1977/1978,,,,,,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00160rw8/manifest
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz00160rxs,ark:/21198/zz000s2z5v,2,Completed,Work,,32,,private,individuals,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00160tsp,text,,copyrighted,Y,unpublished,"Los Angeles (Calif.)|~|Reseda (Los Angeles, Calif.)",,,,Personal Profile Questionnaires,"Lesbians $z California $z Los Angeles|~|Homophobia|~|Discrimination|~|Lesbians--Religion|~|Lesbians--Education|~|Lesbians--Politics, Practical|~|Marital Status|~|Coming out (Sexual orientation)|~|Lesbians--Employment",eng,,,,,,,Questionnaire 32,1977-1978,respondent asked to ensure that the survey was not published due to identifying information,,,1977/1978,,,,,,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00160rxs/manifest
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz00160rz9,ark:/21198/zz000s2z5v,2,Completed,Work,,33,,,individuals,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00160txr,text,,copyrighted,Y,unpublished,Los Angeles (Calif.),,,,Personal Profile Questionnaires,"Lesbians $z California $z Los Angeles|~|Homophobia|~|Discrimination|~|Lesbians--Religion|~|Lesbians--Education|~|Lesbians--Politics, Practical|~|Marital Status|~|Coming out (Sexual orientation)|~|Lesbians--Employment",eng,,,,,,,Questionnaire 33,1977-1978,,,,1977/1978,,,,,,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00160rz9/manifest
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz00160s09,ark:/21198/zz000s2z5v,2,Completed,Work,,34,,private,individuals,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00160v29,text,,copyrighted,unknown,unpublished,Los Angeles (Calif.),,,,Personal Profile Questionnaires,"Lesbians $z California $z Los Angeles|~|Homophobia|~|Discrimination|~|Lesbians--Religion|~|Lesbians--Education|~|Lesbians--Politics, Practical|~|Marital Status|~|Coming out (Sexual orientation)|~|Lesbians--Employment",eng,,,,,,,Questionnaire 34,1977-1978,"item contains personal information on back of survey (name, personal address, telephone number)",,,1977/1978,,,,,,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00160s09/manifest
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz00160s1t,ark:/21198/zz000s2z5v,2,Completed,Work,,35,,,individuals,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00160v6c,text,,copyrighted,Y,unpublished,Los Angeles (Calif.),,,,Personal Profile Questionnaires,"Lesbians $z California $z Los Angeles|~|Homophobia|~|Discrimination|~|Lesbians--Religion|~|Lesbians--Education|~|Lesbians--Politics, Practical|~|Marital Status|~|Coming out (Sexual orientation)|~|Lesbians--Employment",eng,,,,,,,Questionnaire 35,1977-1978,,,,1977/1978,,,,,,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00160s1t/manifest
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz00160s2b,ark:/21198/zz000s2z5v,2,Completed,Work,,36,,,individuals,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00160wp3,text,,copyrighted,Y,unpublished,Los Angeles (Calif.),,,,Personal Profile Questionnaires,"Lesbians $z California $z Los Angeles|~|Homophobia|~|Discrimination|~|Lesbians--Religion|~|Lesbians--Education|~|Lesbians--Politics, Practical|~|Marital Status|~|Coming out (Sexual orientation)|~|Lesbians--Employment",eng,,,,,,,Questionnaire 36,1977-1978,,,,1977/1978,,,,,,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00160s2b/manifest
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz00160s3v,ark:/21198/zz000s2z5v,2,Completed,Work,,37,,,individuals,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00160x7v,text,,copyrighted,Y,unpublished,Los Angeles (Calif.)|~|Rosemead (Calif.),,,,Personal Profile Questionnaires,"Lesbians $z California $z Los Angeles|~|Homophobia|~|Discrimination|~|Lesbians--Religion|~|Lesbians--Education|~|Lesbians--Politics, Practical|~|Marital Status|~|Coming out (Sexual orientation)|~|Lesbians--Employment",eng,,,,,,,Questionnaire 37,1977-1978,,,,1977/1978,,,,,,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00160s3v/manifest
