File Name,Title,Object Type,Item ARK,Parent ARK,Parent ARK (multi),Item Sequence,Item Sequence (multi),Bucketeer State,IIIF Access URL
Masters/othermasters/dl_lafronde/7684021_1874-11-15_005.tif,,Page,ark:/21198/z19w280q,,ark:/21198/z1ck06td,237,5,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz19w280q
Masters/othermasters/dl_lafronde/7684021_1874-11-15_006.tif,,Page,ark:/21198/z1641h6d,,ark:/21198/z1ck06td,238,6,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1641h6d
Masters/othermasters/dl_lafronde/7684021_1874-11-15_007.tif,,Page,ark:/21198/z12c0rgp,,ark:/21198/z1ck06td,239,7,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz12c0rgp
Masters/othermasters/dl_lafronde/7684021_1874-11-15_008.tif,,Page,ark:/21198/z1xm080s,,ark:/21198/z1ck06td,240,8,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1xm080s
Masters/othermasters/dl_lafronde/7684021_1874-11-22_001.tif,,Page,ark:/21198/z1sx86mx,,ark:/21198/z17s9g40,241,1,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1sx86mx
Masters/othermasters/dl_lafronde/7684021_1874-11-22_002.tif,,Page,ark:/21198/z1p57fxz,,ark:/21198/z17s9g40,242,2,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1p57fxz
Masters/othermasters/dl_lafronde/7684021_1874-11-22_003.tif,,Page,ark:/21198/z1jd6q73,,ark:/21198/z17s9g40,243,3,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1jd6q73
Masters/othermasters/dl_lafronde/7684021_1874-11-22_004.tif,,Page,ark:/21198/z1dn5zhc,,ark:/21198/z17s9g40,244,4,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1dn5zhc
Masters/othermasters/dl_lafronde/7684021_1874-11-22_005.tif,,Page,ark:/21198/z18w56s1,,ark:/21198/z17s9g40,245,5,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz18w56s1
Masters/othermasters/dl_lafronde/7684021_1874-11-22_006.tif,,Page,ark:/21198/z1544g1k,,ark:/21198/z17s9g40,246,6,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1544g1k
Masters/othermasters/dl_lafronde/7684021_1874-11-22_007.tif,,Page,ark:/21198/z11c3q9v,,ark:/21198/z17s9g40,247,7,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz11c3q9v
Masters/othermasters/dl_lafronde/7684021_1874-11-22_008.tif,,Page,ark:/21198/z1wq1x6f,,ark:/21198/z17s9g40,248,8,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1wq1x6f
Masters/othermasters/dl_lafronde/7684021_1874-11-29_001.tif,,Page,ark:/21198/z1rz15hj,,ark:/21198/z1447dtw,249,1,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1rz15hj
Masters/othermasters/dl_lafronde/7684021_1874-11-29_002.tif,,Page,ark:/21198/z1n60dv1,,ark:/21198/z1447dtw,250,2,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1n60dv1
Masters/othermasters/dl_lafronde/7684021_1874-11-29_003.tif,,Page,ark:/21198/z1hd9p5m,,ark:/21198/z1447dtw,251,3,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1hd9p5m
Masters/othermasters/dl_lafronde/7684021_1874-11-29_004.tif,,Page,ark:/21198/z1cn8xc0,,ark:/21198/z1447dtw,252,4,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1cn8xc0
Masters/othermasters/dl_lafronde/7684021_1874-11-29_005.tif,,Page,ark:/21198/z17w85m6,,ark:/21198/z1447dtw,253,5,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz17w85m6
Masters/othermasters/dl_lafronde/7684021_1874-11-29_006.tif,,Page,ark:/21198/z14764bz,,ark:/21198/z1447dtw,254,6,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz14764bz
Masters/othermasters/dl_lafronde/7684021_1874-11-29_007.tif,,Page,ark:/21198/z10g5cks,,ark:/21198/z1447dtw,255,7,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz10g5cks
Masters/othermasters/dl_lafronde/7684021_1874-11-29_008.tif,,Page,ark:/21198/z1vq4w4z,,ark:/21198/z1447dtw,256,8,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1vq4w4z
Masters/othermasters/dl_lafronde/7684021_1874-12-06_001.tif,,Page,ark:/21198/z1qz44f2,,ark:/21198/z10c6p5g,257,1,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1qz44f2
Masters/othermasters/dl_lafronde/7684021_1874-12-06_002.tif,,Page,ark:/21198/z1m63csj,,ark:/21198/z10c6p5g,258,2,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1m63csj
Masters/othermasters/dl_lafronde/7684021_1874-12-06_003.tif,,Page,ark:/21198/z1gf2n0b,,ark:/21198/z10c6p5g,259,3,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1gf2n0b
Masters/othermasters/dl_lafronde/7684021_1874-12-06_004.tif,,Page,ark:/21198/z1bp1w8m,,ark:/21198/z10c6p5g,260,4,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1bp1w8m
Masters/othermasters/dl_lafronde/7684021_1874-12-06_005.tif,,Page,ark:/21198/z1709tw2,,ark:/21198/z10c6p5g,261,5,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1709tw2
Masters/othermasters/dl_lafronde/7684021_1874-12-06_006.tif,,Page,ark:/21198/z137934p,,ark:/21198/z10c6p5g,262,6,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz137934p
Masters/othermasters/dl_lafronde/7684021_1874-12-06_007.tif,,Page,ark:/21198/z1zg8kpf,,ark:/21198/z10c6p5g,263,7,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1zg8kpf
Masters/othermasters/dl_lafronde/7684021_1874-12-06_008.tif,,Page,ark:/21198/z1tq7v11,,ark:/21198/z10c6p5g,264,8,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1tq7v11
Masters/othermasters/dl_lafronde/7684021_1874-12-13_001.tif,,Page,ark:/21198/z1pz739p,,ark:/21198/z1vm65p5,265,1,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1pz739p
Masters/othermasters/dl_lafronde/7684021_1874-12-13_002.tif,,Page,ark:/21198/z1k66bjt,,ark:/21198/z1vm65p5,266,2,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1k66bjt
Masters/othermasters/dl_lafronde/7684021_1874-12-13_003.tif,,Page,ark:/21198/z1ff5ksn,,ark:/21198/z1vm65p5,267,3,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1ff5ksn
Masters/othermasters/dl_lafronde/7684021_1874-12-13_004.tif,,Page,ark:/21198/z19s3jgn,,ark:/21198/z1vm65p5,268,4,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz19s3jgn
Masters/othermasters/dl_lafronde/7684021_1874-12-13_005.tif,,Page,ark:/21198/z1612sr7,,ark:/21198/z1vm65p5,269,5,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1612sr7
Masters/othermasters/dl_lafronde/7684021_1874-12-13_006.tif,,Page,ark:/21198/z1282219,,ark:/21198/z1vm65p5,270,6,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1282219
Masters/othermasters/dl_lafronde/7684021_1874-12-13_007.tif,,Page,ark:/21198/z1xh1jmh,,ark:/21198/z1vm65p5,271,7,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1xh1jmh
Masters/othermasters/dl_lafronde/7684021_1874-12-13_008.tif,,Page,ark:/21198/z1sr0sws,,ark:/21198/z1vm65p5,272,8,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1sr0sws
Masters/othermasters/dl_lafronde/7684021_1874-12-20_001.tif,,Page,ark:/21198/z1p00238,,ark:/21198/z1qv5dzf,273,1,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1p00238
Masters/othermasters/dl_lafronde/7684021_1874-12-20_002.tif,,Page,ark:/21198/z1j699bj,,ark:/21198/z1qv5dzf,274,2,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1j699bj
Masters/othermasters/dl_lafronde/7684021_1874-12-20_003.tif,,Page,ark:/21198/z1dj784w,,ark:/21198/z1qv5dzf,275,3,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1dj784w
Masters/othermasters/dl_lafronde/7684021_1874-12-20_004.tif,,Page,ark:/21198/z18s6hcq,,ark:/21198/z1qv5dzf,276,4,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz18s6hcq
Masters/othermasters/dl_lafronde/7684021_1874-12-20_005.tif,,Page,ark:/21198/z1515rpr,,ark:/21198/z1qv5dzf,277,5,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1515rpr
Masters/othermasters/dl_lafronde/7684021_1874-12-20_006.tif,,Page,ark:/21198/z1185108,,ark:/21198/z1qv5dzf,278,6,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1185108
Masters/othermasters/dl_lafronde/7684021_1874-12-20_007.tif,,Page,ark:/21198/z1wh4hhk,,ark:/21198/z1qv5dzf,279,7,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1wh4hhk
Masters/othermasters/dl_lafronde/7684021_1874-12-20_008.tif,,Page,ark:/21198/z1rr3rph,,ark:/21198/z1qv5dzf,280,8,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1rr3rph
Masters/othermasters/dl_lafronde/7684021_1874-12-27_001.tif,,Page,ark:/21198/z1n030zg,,ark:/21198/z1m34p43,281,1,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1n030zg
Masters/othermasters/dl_lafronde/7684021_1874-12-27_002.tif,,Page,ark:/21198/z1hb0zn3,,ark:/21198/z1m34p43,282,2,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1hb0zn3
Masters/othermasters/dl_lafronde/7684021_1874-12-27_003.tif,,Page,ark:/21198/z1ck06xr,,ark:/21198/z1m34p43,283,3,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1ck06xr
Masters/othermasters/dl_lafronde/7684021_1874-12-27_004.tif,,Page,ark:/21198/z17s9g6w,,ark:/21198/z1m34p43,284,4,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz17s9g6w
Masters/othermasters/dl_lafronde/7684021_1875-01-03_001.tif,,Page,ark:/21198/z1418qjc,,ark:/21198/z1gb3xcx,285,1,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1418qjc
Masters/othermasters/dl_lafronde/7684021_1875-01-03_002.tif,,Page,ark:/21198/z1087zs6,,ark:/21198/z1gb3xcx,286,2,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1087zs6
Masters/othermasters/dl_lafronde/7684021_1875-01-03_003.tif,,Page,ark:/21198/z1vh7g99,,ark:/21198/z1gb3xcx,287,3,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1vh7g99
Masters/othermasters/dl_lafronde/7684021_1875-01-03_004.tif,,Page,ark:/21198/z1qr6qj4,,ark:/21198/z1gb3xcx,288,4,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1qr6qj4
Masters/othermasters/dl_lafronde/7684021_1875-01-10_001.tif,,Page,ark:/21198/z1m34p60,,ark:/21198/z1bk35qg,289,1,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1m34p60
Masters/othermasters/dl_lafronde/7684021_1875-01-10_002.tif,,Page,ark:/21198/z1gb3xg8,,ark:/21198/z1bk35qg,290,2,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1gb3xg8
Masters/othermasters/dl_lafronde/7684021_1875-01-10_003.tif,,Page,ark:/21198/z1bk35sc,,ark:/21198/z1bk35qg,291,3,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1bk35sc
Masters/othermasters/dl_lafronde/7684021_1875-01-10_004.tif,,Page,ark:/21198/z16t2f4z,,ark:/21198/z1bk35qg,292,4,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz16t2f4z
Masters/othermasters/dl_lafronde/7684021_1875-01-17_001.tif,,Page,ark:/21198/z1321pc3,,ark:/21198/z16x14fx,293,1,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1321pc3
Masters/othermasters/dl_lafronde/7684021_1875-01-17_002.tif,,Page,ark:/21198/z1z915tw,,ark:/21198/z16x14fx,294,2,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1z915tw
Masters/othermasters/dl_lafronde/7684021_1875-01-17_003.tif,,Page,ark:/21198/z1tj0f3k,,ark:/21198/z16x14fx,295,3,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1tj0f3k
Masters/othermasters/dl_lafronde/7684021_1875-01-17_004.tif,,Page,ark:/21198/z1pv8ct2,,ark:/21198/z16x14fx,296,4,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1pv8ct2
Masters/othermasters/dl_lafronde/7684021_1875-01-24_001.tif,,Page,ark:/21198/z1k37n32,,ark:/21198/z1350csd,297,1,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1k37n32
Masters/othermasters/dl_lafronde/7684021_1875-01-24_002.tif,,Page,ark:/21198/z1fb6wds,,ark:/21198/z1350csd,298,2,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1fb6wds
Masters/othermasters/dl_lafronde/7684021_1875-01-24_003.tif,,Page,ark:/21198/z19k64qw,,ark:/21198/z1350csd,299,3,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz19k64qw
Masters/othermasters/dl_lafronde/7684021_1875-01-24_004.tif,,Page,ark:/21198/z15t5d0k,,ark:/21198/z1350csd,300,4,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz15t5d0k
Masters/othermasters/dl_lafronde/7684021_1875-01-31_001.tif,,Page,ark:/21198/z1224n68,,ark:/21198/z1zc9wb1,301,1,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1224n68
Masters/othermasters/dl_lafronde/7684021_1875-01-31_002.tif,,Page,ark:/21198/z1x944qz,,ark:/21198/z1zc9wb1,302,2,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1x944qz
Masters/othermasters/dl_lafronde/7684021_1875-01-31_003.tif,,Page,ark:/21198/z1sn23dz,,ark:/21198/z1zc9wb1,303,3,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1sn23dz
Masters/othermasters/dl_lafronde/7684021_1875-01-31_004.tif,,Page,ark:/21198/z1nw1bp7,,ark:/21198/z1zc9wb1,304,4,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1nw1bp7
