File Name,Title,Object Type,Item ARK,Parent ARK,Parent ARK (multi),Item Sequence,Item Sequence (multi),Bucketeer State,IIIF Access URL
Masters/othermasters/dl_lafronde/7684021_1874-05-31_006.tif,,Page,ark:/21198/z1rv2g6k,,ark:/21198/z1zg8kk3,70,6,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1rv2g6k
Masters/othermasters/dl_lafronde/7684021_1874-05-31_007.tif,,Page,ark:/21198/z1n31qd8,,ark:/21198/z1zg8kk3,71,7,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1n31qd8
Masters/othermasters/dl_lafronde/7684021_1874-05-31_008.tif,,Page,ark:/21198/z1hb0zmn,,ark:/21198/z1zg8kk3,72,8,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1hb0zmn
Masters/othermasters/dl_lafronde/7684021_1874-06-07_001.tif,,Page,ark:/21198/z1ck06w9,,ark:/21198/z1tq7tzq,73,1,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1ck06w9
Masters/othermasters/dl_lafronde/7684021_1874-06-07_002.tif,,Page,ark:/21198/z17w85kr,,ark:/21198/z1tq7tzq,74,2,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz17w85kr
Masters/othermasters/dl_lafronde/7684021_1874-06-07_003.tif,,Page,ark:/21198/z1447dws,,ark:/21198/z1tq7tzq,75,3,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1447dws
Masters/othermasters/dl_lafronde/7684021_1874-06-07_004.tif,,Page,ark:/21198/z10c6p6x,,ark:/21198/z1tq7tzq,76,4,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz10c6p6x
Masters/othermasters/dl_lafronde/7684021_1874-06-07_005.tif,,Page,ark:/21198/z1vm65qm,,ark:/21198/z1tq7tzq,77,5,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1vm65qm
Masters/othermasters/dl_lafronde/7684021_1874-06-07_006.tif,,Page,ark:/21198/z1qv5f09,,ark:/21198/z1tq7tzq,78,6,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1qv5f09
Masters/othermasters/dl_lafronde/7684021_1874-06-07_007.tif,,Page,ark:/21198/z1m34p5j,,ark:/21198/z1tq7tzq,79,7,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1m34p5j
Masters/othermasters/dl_lafronde/7684021_1874-06-07_008.tif,,Page,ark:/21198/z1gb3xft,,ark:/21198/z1tq7tzq,80,8,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1gb3xft
Masters/othermasters/dl_lafronde/7684021_1874-06-14_001.tif,,Page,ark:/21198/z1bp1w75,,ark:/21198/z1q25smk,81,1,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1bp1w75
Masters/othermasters/dl_lafronde/7684021_1874-06-14_002.tif,,Page,ark:/21198/z16x14ht,,ark:/21198/z1q25smk,82,2,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz16x14ht
Masters/othermasters/dl_lafronde/7684021_1874-06-14_003.tif,,Page,ark:/21198/z1350ctv,,ark:/21198/z1q25smk,83,3,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1350ctv
Masters/othermasters/dl_lafronde/7684021_1874-06-14_004.tif,,Page,ark:/21198/z1zc9wcg,,ark:/21198/z1q25smk,84,4,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1zc9wcg
Masters/othermasters/dl_lafronde/7684021_1874-06-14_005.tif,,Page,ark:/21198/z1tm94k7,,ark:/21198/z1q25smk,85,5,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1tm94k7
Masters/othermasters/dl_lafronde/7684021_1874-06-14_006.tif,,Page,ark:/21198/z1pv8csm,,ark:/21198/z1q25smk,86,6,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1pv8csm
Masters/othermasters/dl_lafronde/7684021_1874-06-14_007.tif,,Page,ark:/21198/z1k37n2m,,ark:/21198/z1q25smk,87,7,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1k37n2m
Masters/othermasters/dl_lafronde/7684021_1874-06-14_008.tif,,Page,ark:/21198/z1ff5kr6,,ark:/21198/z1q25smk,88,8,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1ff5kr6
Masters/othermasters/dl_lafronde/7684021_1874-06-21_001.tif,,Page,ark:/21198/z19p4v2b,,ark:/21198/z1k951z4,89,1,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz19p4v2b
Masters/othermasters/dl_lafronde/7684021_1874-06-21_002.tif,,Page,ark:/21198/z15x43cf,,ark:/21198/z1k951z4,90,2,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz15x43cf
Masters/othermasters/dl_lafronde/7684021_1874-06-21_003.tif,,Page,ark:/21198/z1253bpg,,ark:/21198/z1k951z4,91,3,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1253bpg
Masters/othermasters/dl_lafronde/7684021_1874-06-21_004.tif,,Page,ark:/21198/z1xd2v49,,ark:/21198/z1k951z4,92,4,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1xd2v49
Masters/othermasters/dl_lafronde/7684021_1874-06-21_005.tif,,Page,ark:/21198/z1sn23ch,,ark:/21198/z1k951z4,93,5,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1sn23ch
Masters/othermasters/dl_lafronde/7684021_1874-06-21_006.tif,,Page,ark:/21198/z1nw1bns,,ark:/21198/z1k951z4,94,6,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1nw1bns
Masters/othermasters/dl_lafronde/7684021_1874-06-21_007.tif,,Page,ark:/21198/z1j69993,,ark:/21198/z1k951z4,95,7,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1j69993
Masters/othermasters/dl_lafronde/7684021_1874-06-21_008.tif,,Page,ark:/21198/z1df8jmt,,ark:/21198/z1k951z4,96,8,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1df8jmt
Masters/othermasters/dl_lafronde/7684021_1874-06-28_001.tif,,Page,ark:/21198/z18p7sz0,,ark:/21198/z1fj497t,97,1,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz18p7sz0
Masters/othermasters/dl_lafronde/7684021_1874-06-28_002.tif,,Page,ark:/21198/z14x7272,,ark:/21198/z1fj497t,98,2,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz14x7272
Masters/othermasters/dl_lafronde/7684021_1874-06-28_003.tif,,Page,ark:/21198/z11569g6,,ark:/21198/z1fj497t,99,3,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz11569g6
Masters/othermasters/dl_lafronde/7684021_1874-06-28_004.tif,,Page,ark:/21198/z1wd5sxm,,ark:/21198/z1fj497t,100,4,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1wd5sxm
Masters/othermasters/dl_lafronde/7684021_1874-06-28_005.tif,,Page,ark:/21198/z1rn5274,,ark:/21198/z1fj497t,101,5,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1rn5274
Masters/othermasters/dl_lafronde/7684021_1874-06-28_006.tif,,Page,ark:/21198/z1n030x1,,ark:/21198/z1fj497t,102,6,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1n030x1
Masters/othermasters/dl_lafronde/7684021_1874-06-28_007.tif,,Page,ark:/21198/z1h72875,,ark:/21198/z1fj497t,103,7,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1h72875
Masters/othermasters/dl_lafronde/7684021_1874-06-28_008.tif,,Page,ark:/21198/z1cg1hjw,,ark:/21198/z1fj497t,104,8,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1cg1hjw
Masters/othermasters/dl_lafronde/7684021_1874-07-05_001.tif,,Page,ark:/21198/z17q0rw2,,ark:/21198/z19s3jdr,105,1,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz17q0rw2
Masters/othermasters/dl_lafronde/7684021_1874-07-05_002.tif,,Page,ark:/21198/z13z0137,,ark:/21198/z19s3jdr,106,2,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz13z0137
Masters/othermasters/dl_lafronde/7684021_1874-07-05_003.tif,,Page,ark:/21198/z10598bt,,ark:/21198/z19s3jdr,107,3,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz10598bt
Masters/othermasters/dl_lafronde/7684021_1874-07-05_004.tif,,Page,ark:/21198/z1vd8rv4,,ark:/21198/z19s3jdr,108,4,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1vd8rv4
Masters/othermasters/dl_lafronde/7684021_1874-07-05_005.tif,,Page,ark:/21198/z1qr6qhp,,ark:/21198/z19s3jdr,109,5,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1qr6qhp
Masters/othermasters/dl_lafronde/7684021_1874-07-05_006.tif,,Page,ark:/21198/z1m05zv5,,ark:/21198/z19s3jdr,110,6,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1m05zv5
Masters/othermasters/dl_lafronde/7684021_1874-07-05_007.tif,,Page,ark:/21198/z1g7575p,,ark:/21198/z19s3jdr,111,7,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1g7575p
Masters/othermasters/dl_lafronde/7684021_1874-07-05_008.tif,,Page,ark:/21198/z1bg4ggd,,ark:/21198/z19s3jdr,112,8,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1bg4ggd
Masters/othermasters/dl_lafronde/7684021_1874-07-12_001.tif,,Page,ark:/21198/z16q3qnb,,ark:/21198/z1612snw,113,1,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz16q3qnb
Masters/othermasters/dl_lafronde/7684021_1874-07-12_002.tif,,Page,ark:/21198/z12z2zxm,,ark:/21198/z1612snw,114,2,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz12z2zxm
Masters/othermasters/dl_lafronde/7684021_1874-07-12_003.tif,,Page,ark:/21198/z1z62ggg,,ark:/21198/z1612snw,115,3,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1z62ggg
Masters/othermasters/dl_lafronde/7684021_1874-07-12_004.tif,,Page,ark:/21198/z1tj0f24,,ark:/21198/z1612snw,116,4,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1tj0f24
Masters/othermasters/dl_lafronde/7684021_1874-07-12_005.tif,,Page,ark:/21198/z1pr9pc9,,ark:/21198/z1612snw,117,5,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1pr9pc9
