File name,Item ARK,Parent ARK,Object Type,local ID,Title,Creator,Date.created,Date.created (single),TypeOfResource,Genre,Extent,Dimensions,Insitution/Repository,collection name,Rights.copyrightStatus,Rights.publicationStatus,Rights.servicesContact,Note.content,Subject,Digital Collection Title
lnm_ramakatane_a10_0010_008.tif,ark:/21198/z1vb019j,ark:/21198/z12r5hwv,Work,A10_Ramakatane_10_08,Ramakatane archive 1205,M.T. Ramakatane,1970,1970,still image,black-and-white photographs,1 negative,6 x 6cm,Lesotho National Museum|~|Photography Legacy Project,Ramakatane Archive (Lesotho National Museum),copyrighted,unpublished,https://www.plparchive.com/contact/,"Seated man in spectacles wearing a suit and a battersby, photographed in Mr. M.T. Ramakatane's City Centre Studio",Maseru (Lesotho) |~| Portrait photography |~| Vernacular photography |~| Independence |~| Men,Ramakatane Archive
lnm_ramakatane_a10_0011_007.tif,ark:/21198/z1qj98hc,ark:/21198/z12r5hwv,Work,A10_Ramakatane_11_07,Ramakatane archive 1206,M.T. Ramakatane,1970,1970,still image,black-and-white photographs,1 negative,6 x 6cm,Lesotho National Museum|~|Photography Legacy Project,Ramakatane Archive (Lesotho National Museum),copyrighted,unpublished,https://www.plparchive.com/contact/,"Seated woman in a checked beanie holding guitar and half smiling to the camera, photographed in Mr. M.T. Ramakatane's City Centre Studio",Maseru (Lesotho) |~| Portrait photography |~| Vernacular photography |~| Independence |~| Women,Ramakatane Archive
lnm_ramakatane_a10_0011_012.tif,ark:/21198/z1ks8hqr,ark:/21198/z12r5hwv,Work,A10_Ramakatane_11_12,Ramakatane archive 1207,M.T. Ramakatane,1970,1970,still image,black-and-white photographs,1 negative,6 x 6cm,Lesotho National Museum|~|Photography Legacy Project,Ramakatane Archive (Lesotho National Museum),copyrighted,unpublished,https://www.plparchive.com/contact/,"Woman in underwear and beret standing bare-footing with her hands on her hips, photographed in Mr. M.T. Ramakatane's City Centre Studio",Maseru (Lesotho) |~| Portrait photography |~| Vernacular photography |~| Independence |~| Women,Ramakatane Archive
lnm_ramakatane_a10_0012_017.tif,ark:/21198/z1g17rzw,ark:/21198/z12r5hwv,Work,A10_Ramakatane_12_17,Ramakatane archive 1208,M.T. Ramakatane,1970,1970,still image,black-and-white photographs,1 negative,6 x 6cm,Lesotho National Museum|~|Photography Legacy Project,Ramakatane Archive (Lesotho National Museum),copyrighted,unpublished,https://www.plparchive.com/contact/,"Man in swimming trunks standing with his hands hanging loosely on sides, photographed in Mr. M.T. Ramakatane's City Centre Studio",Maseru (Lesotho) |~| Portrait photography |~| Vernacular photography |~| Independence |~| Men,Ramakatane Archive
lnm_ramakatane_a10_0012_017a.tif,ark:/21198/z1b8719v,ark:/21198/z12r5hwv,Work,A10_Ramakatane_12_17a,Ramakatane archive 1209,M.T. Ramakatane,1970,1970,still image,black-and-white photographs,1 negative,6 x 6cm,Lesotho National Museum|~|Photography Legacy Project,Ramakatane Archive (Lesotho National Museum),copyrighted,unpublished,https://www.plparchive.com/contact/,"Bride in a long veil kneeling with bouquet in one hand, photographed in Mr. M.T. Ramakatane's City Centre Studio",Maseru (Lesotho) |~| Portrait photography |~| Vernacular photography |~| Independence |~| Women,Ramakatane Archive
lnm_ramakatane_a10_0013_001.tif,ark:/21198/z16h68n1,ark:/21198/z12r5hwv,Work,A10_Ramakatane_13_01,Ramakatane archive 1210,M.T. Ramakatane,1970,1970,still image,black-and-white photographs,1 negative,6 x 6cm,Lesotho National Museum|~|Photography Legacy Project,Ramakatane Archive (Lesotho National Museum),copyrighted,unpublished,https://www.plparchive.com/contact/,"Bride and groom holding hands and wearing satin gloves with bride holding bouquet in one hand, photographed in Mr. M.T. Ramakatane's City Centre Studio",Maseru (Lesotho) |~| Portrait photography |~| Vernacular photography |~| Independence |~| Couples,Ramakatane Archive
lnm_ramakatane_a10_0016_013.tif,ark:/21198/z12v4784,ark:/21198/z12r5hwv,Work,A10_Ramakatane_16_13,Ramakatane archive 1211,M.T. Ramakatane,1970,1970,still image,black-and-white photographs,1 negative,6 x 6cm,Lesotho National Museum|~|Photography Legacy Project,Ramakatane Archive (Lesotho National Museum),copyrighted,unpublished,https://www.plparchive.com/contact/,"Man in suit holding hand of woman with flower tiara and satin gloves on her hands, photographed in Mr. M.T. Ramakatane's City Centre Studio",Maseru (Lesotho) |~| Portrait photography |~| Vernacular photography |~| Independence |~| Couples,Ramakatane Archive
lnm_ramakatane_a10_0017_007.tif,ark:/21198/z1z33qw3,ark:/21198/z12r5hwv,Work,A10_Ramakatane_17_07,Ramakatane archive 1212,M.T. Ramakatane,1970,1970,still image,black-and-white photographs,1 negative,6 x 6cm,Lesotho National Museum|~|Photography Legacy Project,Ramakatane Archive (Lesotho National Museum),copyrighted,unpublished,https://www.plparchive.com/contact/,"Moustached man in sunglasses and battersby hat wearing a suit in a walking pose, photographed in Mr. M.T. Ramakatane's City Centre Studio",Maseru (Lesotho) |~| Portrait photography |~| Vernacular photography |~| Independence |~| Men,Ramakatane Archive
lnm_ramakatane_a10_0026_006.tif,ark:/21198/z1tb304q,ark:/21198/z12r5hwv,Work,A10_Ramakatane_26_06,Ramakatane archive 1213,M.T. Ramakatane,1970,1970,still image,black-and-white photographs,1 negative,6 x 6cm,Lesotho National Museum|~|Photography Legacy Project,Ramakatane Archive (Lesotho National Museum),copyrighted,unpublished,https://www.plparchive.com/contact/,"Young woman wearing short shorts with stockings and closed shoes standing with her hands on her waist, photographed in Mr. M.T. Ramakatane's City Centre Studio",Maseru (Lesotho) |~| Portrait photography |~| Vernacular photography |~| Independence |~| Youth,Ramakatane Archive
lnm_ramakatane_a10_0030_013.tif,ark:/21198/z1pk279n,ark:/21198/z12r5hwv,Work,A10_Ramakatane_30_13,Ramakatane archive 1214,M.T. Ramakatane,1970,1970,still image,black-and-white photographs,1 negative,6 x 6cm,Lesotho National Museum|~|Photography Legacy Project,Ramakatane Archive (Lesotho National Museum),copyrighted,unpublished,https://www.plparchive.com/contact/,"Woman in sunglasses and turtleneck wearing shorts and long gladiator sandals, photographed in Mr. M.T. Ramakatane's City Centre Studio",Maseru (Lesotho) |~| Portrait photography |~| Vernacular photography |~| Independence |~| Women,Ramakatane Archive
lnm_ramakatane_a10_0045_010.tif,ark:/21198/z1jt1gjg,ark:/21198/z12r5hwv,Work,A10_Ramakatane_45_10,Ramakatane archive 1215,M.T. Ramakatane,1970,1970,still image,black-and-white photographs,1 negative,6 x 6cm,Lesotho National Museum|~|Photography Legacy Project,Ramakatane Archive (Lesotho National Museum),copyrighted,unpublished,https://www.plparchive.com/contact/,"Woman in spectacles and two piece dress suit seated with her hands clasped on her lap, photographed in Mr. M.T. Ramakatane's City Centre Studio",Maseru (Lesotho) |~| Portrait photography |~| Vernacular photography |~| Independence |~| Women,Ramakatane Archive
lnm_ramakatane_a10_0048_010.tif,ark:/21198/z1f20qvh,ark:/21198/z12r5hwv,Work,A10_Ramakatane_48_10,Ramakatane archive 1216,M.T. Ramakatane,1970,1970,still image,black-and-white photographs,1 negative,6 x 6cm,Lesotho National Museum|~|Photography Legacy Project,Ramakatane Archive (Lesotho National Museum),copyrighted,unpublished,https://www.plparchive.com/contact/,"Smiling teen girl wearing satin gloves and knee high fancy socks standing, photographed in Mr. M.T. Ramakatane's City Centre Studio",Maseru (Lesotho) |~| Portrait photography |~| Vernacular photography |~| Independence |~| Teens,Ramakatane Archive
lnm_ramakatane_a10_0051_009.tif,ark:/21198/z199007x,ark:/21198/z12r5hwv,Work,A10_Ramakatane_51_09,Ramakatane archive 1217,M.T. Ramakatane,1970,1970,still image,black-and-white photographs,1 negative,6 x 6cm,Lesotho National Museum|~|Photography Legacy Project,Ramakatane Archive (Lesotho National Museum),copyrighted,unpublished,https://www.plparchive.com/contact/,"Man in a suit and battersby hat smiling with eyes looking away from the camera, hand on his cheek with elbow leaning on his thigh, photographed in Mr. M.T. Ramakatane's City Centre Studio",Maseru (Lesotho) |~| Portrait photography |~| Vernacular photography |~| Independence |~| Men,Ramakatane Archive
lnm_ramakatane_a10_0051_010.tif,ark:/21198/z15m7xvp,ark:/21198/z12r5hwv,Work,A10_Ramakatane_51_10,Ramakatane archive 1218,M.T. Ramakatane,1970,1970,still image,black-and-white photographs,1 negative,6 x 6cm,Lesotho National Museum|~|Photography Legacy Project,Ramakatane Archive (Lesotho National Museum),copyrighted,unpublished,https://www.plparchive.com/contact/,"Young woman in a sun hat and wig seated on a stool with her legs crossed, photographed in Mr. M.T. Ramakatane's City Centre Studio",Maseru (Lesotho) |~| Portrait photography |~| Vernacular photography |~| Independence |~| Youth,Ramakatane Archive
lnm_ramakatane_a10_0051_012.tif,ark:/21198/z11v7656,ark:/21198/z12r5hwv,Work,A10_Ramakatane_51_12,Ramakatane archive 1219,M.T. Ramakatane,1970,1970,still image,black-and-white photographs,1 negative,6 x 6cm,Lesotho National Museum|~|Photography Legacy Project,Ramakatane Archive (Lesotho National Museum),copyrighted,unpublished,https://www.plparchive.com/contact/,"Man in Victorian heritage blanket and traditional sun hat standing with molamu held as if about to strike, photographed in Mr. M.T. Ramakatane's City Centre Studio",Maseru (Lesotho) |~| Portrait photography |~| Vernacular photography |~| Independence |~| Men,Ramakatane Archive
lnm_ramakatane_a10_0055_010.tif,ark:/21198/z1x36ppt,ark:/21198/z12r5hwv,Work,A10_Ramakatane_55_10,Ramakatane archive 1220,M.T. Ramakatane,1970,1970,still image,black-and-white photographs,1 negative,6 x 6cm,Lesotho National Museum|~|Photography Legacy Project,Ramakatane Archive (Lesotho National Museum),copyrighted,unpublished,https://www.plparchive.com/contact/,"Photo board of BCP members of parliament 1965, photographed in Mr. M.T. Ramakatane's City Centre Studio",Maseru (Lesotho) |~| Portrait photography |~| Vernacular photography |~| Independence |~| Men,Ramakatane Archive
lnm_ramakatane_a10_0056_007.tif,ark:/21198/z1sb5xw6,ark:/21198/z12r5hwv,Work,A10_Ramakatane_56_07,Ramakatane archive 1221,M.T. Ramakatane,1970,1970,still image,black-and-white photographs,1 negative,6 x 6cm,Lesotho National Museum|~|Photography Legacy Project,Ramakatane Archive (Lesotho National Museum),copyrighted,unpublished,https://www.plparchive.com/contact/,"Moustached man in a traditional blanket and beanie holding up a framed photograph of King Moshoeshoe II to the camera, photographed in Mr. M.T. Ramakatane's City Centre Studio",Maseru (Lesotho) |~| Portrait photography |~| Vernacular photography |~| Independence |~| Men,Ramakatane Archive
lnm_ramakatane_a10_0057_002.tif,ark:/21198/z1nk5658,ark:/21198/z12r5hwv,Work,A10_Ramakatane_57_02,Ramakatane archive 1222,M.T. Ramakatane,1970,1970,still image,black-and-white photographs,1 negative,6 x 6cm,Lesotho National Museum|~|Photography Legacy Project,Ramakatane Archive (Lesotho National Museum),copyrighted,unpublished,https://www.plparchive.com/contact/,"Woman in sunglasses and sun hat dressed in a swimsuit standing barefoot with one leg raised on a dressing stool and arm on her waist, photographed in Mr. M.T. Ramakatane's City Centre Studio",Maseru (Lesotho) |~| Portrait photography |~| Vernacular photography |~| Independence |~| Women,Ramakatane Archive
lnm_ramakatane_a10_0057_008.tif,ark:/21198/z1ht4fhf,ark:/21198/z12r5hwv,Work,A10_Ramakatane_57_08,Ramakatane archive 1223,M.T. Ramakatane,1970,1970,still image,black-and-white photographs,1 negative,6 x 6cm,Lesotho National Museum|~|Photography Legacy Project,Ramakatane Archive (Lesotho National Museum),copyrighted,unpublished,https://www.plparchive.com/contact/,"Young girl with fur hat holding and camera, photographed in Mr. M.T. Ramakatane's City Centre Studio",Maseru (Lesotho) |~| Portrait photography |~| Vernacular photography |~| Independence |~| Girls,Ramakatane Archive
lnm_ramakatane_a10_0067_005.tif,ark:/21198/z1d52d3d,ark:/21198/z12r5hwv,Work,A10_Ramakatane_67_05,Ramakatane archive 1224,M.T. Ramakatane,1970,1970,still image,black-and-white photographs,1 negative,6 x 6cm,Lesotho National Museum|~|Photography Legacy Project,Ramakatane Archive (Lesotho National Museum),copyrighted,unpublished,https://www.plparchive.com/contact/,"Middle-aged woman in LECSA Mothers' Union uniform standing with one hand on her thigh and the other holding onto her purse, photographed in Mr. M.T. Ramakatane's City Centre Studio",Maseru (Lesotho) |~| Portrait photography |~| Vernacular photography |~| Independence |~| Women,Ramakatane Archive
lnm_ramakatane_a10_0070_010.tif,ark:/21198/z18d1nfk,ark:/21198/z12r5hwv,Work,A10_Ramakatane_70_10,Ramakatane archive 1225,M.T. Ramakatane,1970,1970,still image,black-and-white photographs,1 negative,6 x 6cm,Lesotho National Museum|~|Photography Legacy Project,Ramakatane Archive (Lesotho National Museum),copyrighted,unpublished,https://www.plparchive.com/contact/,"Woman sitting with her hand raised to her chin and elbow leaning on leg crossed over her knee, photographed in Mr. M.T. Ramakatane's City Centre Studio",Maseru (Lesotho) |~| Portrait photography |~| Vernacular photography |~| Independence |~| Women,Ramakatane Archive
lnm_ramakatane_a10_0071_012.tif,ark:/21198/z14n0wt6,ark:/21198/z12r5hwv,Work,A10_Ramakatane_71_12,Ramakatane archive 1226,M.T. Ramakatane,1970,1970,still image,black-and-white photographs,1 negative,6 x 6cm,Lesotho National Museum|~|Photography Legacy Project,Ramakatane Archive (Lesotho National Museum),copyrighted,unpublished,https://www.plparchive.com/contact/,"Elderly woman in LECSA Mothers' Union uniform and black stockings standing with her hands hanging loosely on either side and looking into  the camera, photographed in Mr. M.T. Ramakatane's City Centre Studio",Maseru (Lesotho) |~| Portrait photography |~| Vernacular photography |~| Independence |~| Women,Ramakatane Archive
lnm_ramakatane_a11_0001_012.tif,ark:/21198/z10w051c,ark:/21198/z12r5hwv,Work,A11_Ramakatane_01_12,Ramakatane archive 1227,M.T. Ramakatane,1971,1971,still image,black-and-white photographs,1 negative,6 x 6cm,Lesotho National Museum|~|Photography Legacy Project,Ramakatane Archive (Lesotho National Museum),copyrighted,unpublished,https://www.plparchive.com/contact/,"Man in a gold shirt holding boxing gloves to his chest, photographed in Mr. M.T. Ramakatane's City Centre Studio",Maseru (Lesotho) |~| Portrait photography |~| Vernacular photography |~| Independence |~| Men,Ramakatane Archive
lnm_ramakatane_a11_0002_001.tif,ark:/21198/z1w39nh0,ark:/21198/z12r5hwv,Work,A11_Ramakatane_02_01,Ramakatane archive 1228,M.T. Ramakatane,1971,1971,still image,black-and-white photographs,1 negative,6 x 6cm,Lesotho National Museum|~|Photography Legacy Project,Ramakatane Archive (Lesotho National Museum),copyrighted,unpublished,https://www.plparchive.com/contact/,"Young woman dressed in turtleneck holding magazine as if reading, photographed in Mr. M.T. Ramakatane's City Centre Studio",Maseru (Lesotho) |~| Portrait photography |~| Vernacular photography |~| Independence |~| Youth,Ramakatane Archive
lnm_ramakatane_a11_0004_001.tif,ark:/21198/z1rb8wrt,ark:/21198/z12r5hwv,Work,A11_Ramakatane_04_01,Ramakatane archive 1229,M.T. Ramakatane,1971,1971,still image,black-and-white photographs,1 negative,6 x 6cm,Lesotho National Museum|~|Photography Legacy Project,Ramakatane Archive (Lesotho National Museum),copyrighted,unpublished,https://www.plparchive.com/contact/,"Middle-aged man with a moustache dressed in a thin plaid blazer holding a folded magazine in his lap, photographed in Mr. M.T. Ramakatane's City Centre Studio",Maseru (Lesotho) |~| Portrait photography |~| Vernacular photography |~| Independence |~| Men,Ramakatane Archive
lnm_ramakatane_a11_0005_006.tif,ark:/21198/z1mk853s,ark:/21198/z12r5hwv,Work,A11_Ramakatane_05_06,Ramakatane archive 1230,M.T. Ramakatane,1971,1971,still image,black-and-white photographs,1 negative,6 x 6cm,Lesotho National Museum|~|Photography Legacy Project,Ramakatane Archive (Lesotho National Museum),copyrighted,unpublished,https://www.plparchive.com/contact/,"Clean cut young man with scar on his eyebrow dressed in a striped suit with his eyes fixed on the camera, photographed in Mr. M.T. Ramakatane's City Centre Studio",Maseru (Lesotho) |~| Portrait photography |~| Vernacular photography |~| Independence |~| Men,Ramakatane Archive
lnm_ramakatane_a11_0008_008.tif,ark:/21198/z1gx63p1,ark:/21198/z12r5hwv,Work,A11_Ramakatane_08_08,Ramakatane archive 1231,M.T. Ramakatane,1971,1971,still image,black-and-white photographs,1 negative,6 x 6cm,Lesotho National Museum|~|Photography Legacy Project,Ramakatane Archive (Lesotho National Museum),copyrighted,unpublished,https://www.plparchive.com/contact/,"Woman in plaid dress with ribbon on her neck seated with her arms folded and looking at the camera, photographed in Mr. M.T. Ramakatane's City Centre Studio",Maseru (Lesotho) |~| Portrait photography |~| Vernacular photography |~| Independence |~| Women,Ramakatane Archive
lnm_ramakatane_a11_0010_006.tif,ark:/21198/z1c55c1x,ark:/21198/z12r5hwv,Work,A11_Ramakatane_10_06,Ramakatane archive 1232,M.T. Ramakatane,1971,1971,still image,black-and-white photographs,1 negative,6 x 6cm,Lesotho National Museum|~|Photography Legacy Project,Ramakatane Archive (Lesotho National Museum),copyrighted,unpublished,https://www.plparchive.com/contact/,"Man dressed in cap and overalls with a cigarette in his mouth while touching bottle on top radiogram with one hand, photographed in Mr. M.T. Ramakatane's City Centre Studio",Maseru (Lesotho) |~| Portrait photography |~| Vernacular photography |~| Independence |~| Men,Ramakatane Archive
lnm_ramakatane_a11_0022_002.tif,ark:/21198/z17d4mdj,ark:/21198/z12r5hwv,Work,A11_Ramakatane_22_02,Ramakatane archive 1233,M.T. Ramakatane,1971,1971,still image,black-and-white photographs,1 negative,6 x 6cm,Lesotho National Museum|~|Photography Legacy Project,Ramakatane Archive (Lesotho National Museum),copyrighted,unpublished,https://www.plparchive.com/contact/,"Three young girls dressed in matching dashiki print shirts and short hair standing in a row and smiling for the camera, photographed in Mr. M.T. Ramakatane's City Centre Studio",Maseru (Lesotho) |~| Portrait photography |~| Vernacular photography |~| Independence |~| Girls,Ramakatane Archive
lnm_ramakatane_a11_0022_007.tif,ark:/21198/z13n3vnc,ark:/21198/z12r5hwv,Work,A11_Ramakatane_22_07,Ramakatane archive 1234,M.T. Ramakatane,1971,1971,still image,black-and-white photographs,1 negative,6 x 6cm,Lesotho National Museum|~|Photography Legacy Project,Ramakatane Archive (Lesotho National Museum),copyrighted,unpublished,https://www.plparchive.com/contact/,"Side shot of woman in large sunglasses dressed in a print dress with lace scarf and her hand on her strapped purse, photographed in Mr. M.T. Ramakatane's City Centre Studio",Maseru (Lesotho) |~| Portrait photography |~| Vernacular photography |~| Independence |~| Women,Ramakatane Archive
lnm_ramakatane_a11_0025_002.tif,ark:/21198/z1zw3c3k,ark:/21198/z12r5hwv,Work,A11_Ramakatane_25_02,Ramakatane archive 1235,M.T. Ramakatane,1971,1971,still image,black-and-white photographs,1 negative,6 x 6cm,Lesotho National Museum|~|Photography Legacy Project,Ramakatane Archive (Lesotho National Museum),copyrighted,unpublished,https://www.plparchive.com/contact/,"Teen in sunglasses dressed in leather jacket with shorts and striped polo shirt, one hand tucked into his pocket and another holding a hat, photographed in Mr. M.T. Ramakatane's City Centre Studio",Maseru (Lesotho) |~| Portrait photography |~| Vernacular photography |~| Independence |~| Teens,Ramakatane Archive
lnm_ramakatane_a11_0030_001.tif,ark:/21198/z1v42mbq,ark:/21198/z12r5hwv,Work,A11_Ramakatane_30_01,Ramakatane archive 1236,M.T. Ramakatane,1971,1971,still image,black-and-white photographs,1 negative,6 x 6cm,Lesotho National Museum|~|Photography Legacy Project,Ramakatane Archive (Lesotho National Museum),copyrighted,unpublished,https://www.plparchive.com/contact/,"Woman displaying her wedding ring with her arms folded and looking into the eyes of the man with sideburns in in a cap smiling back at her, photographed in Mr. M.T. Ramakatane's City Centre Studio",Maseru (Lesotho) |~| Portrait photography |~| Vernacular photography |~| Independence |~| Couples,Ramakatane Archive
lnm_ramakatane_a11_0033_008.tif,ark:/21198/z1qc1vpw,ark:/21198/z12r5hwv,Work,A11_Ramakatane_33_08,Ramakatane archive 1237,M.T. Ramakatane,1971,1971,still image,black-and-white photographs,1 negative,6 x 6cm,Lesotho National Museum|~|Photography Legacy Project,Ramakatane Archive (Lesotho National Museum),copyrighted,unpublished,https://www.plparchive.com/contact/,"Woman in a buttoned up dress seated with her underskirt petticoat exposed with hand leaning on the back of her chair, photographed in Mr. M.T. Ramakatane's City Centre Studio",Maseru (Lesotho) |~| Portrait photography |~| Vernacular photography |~| Independence |~| Women,Ramakatane Archive
lnm_ramakatane_a11_0034_002.tif,ark:/21198/z1kp9t9f,ark:/21198/z12r5hwv,Work,A11_Ramakatane_34_02,Ramakatane archive 1238,M.T. Ramakatane,1971,1971,still image,black-and-white photographs,1 negative,6 x 6cm,Lesotho National Museum|~|Photography Legacy Project,Ramakatane Archive (Lesotho National Museum),copyrighted,unpublished,https://www.plparchive.com/contact/,"Three teen girls dressed in traditional attire for cultural day one with her torso covered by a headwrap and battersby and the other two wearing heritage blankets with head wraps on their heads, photographed in Mr. M.T. Ramakatane's City Centre Studio",Maseru (Lesotho) |~| Portrait photography |~| Vernacular photography |~| Independence |~| Teens,Ramakatane Archive
lnm_ramakatane_a11_0040_005.tif,ark:/21198/z1fx92pf,ark:/21198/z12r5hwv,Work,A11_Ramakatane_40_05,Ramakatane archive 1239,M.T. Ramakatane,1971,1971,still image,black-and-white photographs,1 negative,6 x 6cm,Lesotho National Museum|~|Photography Legacy Project,Ramakatane Archive (Lesotho National Museum),copyrighted,unpublished,https://www.plparchive.com/contact/,"Young woman in a knitted beret with her purse placed on the floor in front of her, photographed in Mr. M.T. Ramakatane's City Centre Studio",Maseru (Lesotho) |~| Portrait photography |~| Vernacular photography |~| Independence |~| Women,Ramakatane Archive
