"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Duplicate","Delete in Title","Thumbnail","Type.typeOfResource","viewingHint","Text direction","Visibility","IIIF Range","Rights.copyrightStatus","Rights.servicesContact","Name.subject","Relation.isPartOf","Subject","Name.collector","Name.repository","Description.contents","Relation.box","Relation.subseries","Relation.file","Relation.series","Alt ID.local","Title","Date.creation","Description.note","Description.condition","Format.extent","Language","AltTitle.other","Description.abstract","Date.normalized","Opac url","Finding Aid URL","Bucketeer State","IIIF Access URL"
"Holtzman (Howard) Collection on Isadora Duncan. Collection 1729","ark:/21198/zz002hdk60","ark:/21198/zz002hdffp","7","Needs Review","Page","holtzman/image/uclamss_1729_002-037_04_01.tif","1","","","","","","","private","","","","","","","","","","","","","","","uclamss_1729_002-037_04_01","","","","","","","","","https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812","https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hdk60"
"Holtzman (Howard) Collection on Isadora Duncan. Collection 1729","ark:/21198/zz002hdk7h","ark:/21198/zz002hdfg6","7","Needs Review","Page","holtzman/image/uclamss_1729_002-037_05_01.tif","1","","","","","","","private","","","","","","","","","","","","","","","uclamss_1729_002-037_05_01","","","","","","","","","https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812","https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hdk7h"
"Holtzman (Howard) Collection on Isadora Duncan. Collection 1729","ark:/21198/zz002hdk81","ark:/21198/zz002hdfhq","7","Needs Review","Page","holtzman/image/uclamss_1729_002-037_06_01.tif","1","","","","","","","private","","","","","","","","","","","","","","","uclamss_1729_002-037_06_01","","","","","","","","","https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812","https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hdk81"
"Holtzman (Howard) Collection on Isadora Duncan. Collection 1729","ark:/21198/zz002hdk9j","ark:/21198/zz002hdftc","7","Needs Review","Page","holtzman/image/uclamss_1729_002-038_01_01.tif","1","","","","","","","private","","","","","","","","","","","","","","","uclamss_1729_002-038_01_01","","","","","","","","","https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812","https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hdk9j"
"Holtzman (Howard) Collection on Isadora Duncan. Collection 1729","ark:/21198/zz002hdkb2","ark:/21198/zz002hdfvw","7","Needs Review","Page","holtzman/image/uclamss_1729_002-038_02_01.tif","1","","","","","","","private","","","","","","","","","","","","","","","uclamss_1729_002-038_02_01","","","","","","","","","https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812","https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hdkb2"
"Holtzman (Howard) Collection on Isadora Duncan. Collection 1729","ark:/21198/zz002hdkck","ark:/21198/zz002hdfwd","7","Needs Review","Page","holtzman/image/uclamss_1729_002-038_03_01.tif","1","","","","","","","private","","","","","","","","","","","","","","","uclamss_1729_002-038_03_01","","","","","","","","","https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812","https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hdkck"
"Holtzman (Howard) Collection on Isadora Duncan. Collection 1729","ark:/21198/zz002hdkd3","ark:/21198/zz002hdfxx","7","Needs Review","Page","holtzman/image/uclamss_1729_002-038_04_01.tif","1","","","","","","","private","","","","","","","","","","","","","","","uclamss_1729_002-038_04_01","","","","","","","","","https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812","https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hdkd3"
"Holtzman (Howard) Collection on Isadora Duncan. Collection 1729","ark:/21198/zz002hdkfm","ark:/21198/zz002hdfzf","7","Needs Review","Page","holtzman/image/uclamss_1729_002-038_05_01.tif","1","","","","","","","private","","","","","","","","","","","","","","","uclamss_1729_002-038_05_01","","","","","","","","","https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812","https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hdkfm"
"Holtzman (Howard) Collection on Isadora Duncan. Collection 1729","ark:/21198/zz002hdkg4","ark:/21198/zz002hdg0f","7","Needs Review","Page","holtzman/image/uclamss_1729_002-038_06_01.tif","1","","","","","","","private","","","","","","","","","","","","","","","uclamss_1729_002-038_06_01","","","","","","","","","https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812","https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hdkg4"
"Holtzman (Howard) Collection on Isadora Duncan. Collection 1729","ark:/21198/zz002hdkhn","ark:/21198/zz002hdg1z","7","Needs Review","Page","holtzman/image/uclamss_1729_002-038_07_01.tif","1","","","","","","","private","","","","","","","","","","","","","","","uclamss_1729_002-038_07_01","","","","","","","","","https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812","https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hdkhn"
"Holtzman (Howard) Collection on Isadora Duncan. Collection 1729","ark:/21198/zz002hdkj5","ark:/21198/zz002hdfj7","7","Needs Review","Page","holtzman/image/uclamss_1729_002-039_01_01.tif","1","","","","","","","private","","","","","","","","","","","","","","","uclamss_1729_002-039_01_01","","","","","","","","","https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812","https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hdkj5"
"Holtzman (Howard) Collection on Isadora Duncan. Collection 1729","ark:/21198/zz002hdkkp","ark:/21198/zz002hdfkr","7","Needs Review","Page","holtzman/image/uclamss_1729_002-039_02_01.tif","1","","","","","","","private","","","","","","","","","","","","","","","uclamss_1729_002-039_02_01","","","","","","","","","https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812","https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hdkkp"
"Holtzman (Howard) Collection on Isadora Duncan. Collection 1729","ark:/21198/zz002hdkm6","ark:/21198/zz002hdfm8","7","Needs Review","Page","holtzman/image/uclamss_1729_002-039_03_01.tif","1","","","","","","","private","","","","","","","","","","","","","","","uclamss_1729_002-039_03_01","","","","","","","","","https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812","https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hdkm6"
"Holtzman (Howard) Collection on Isadora Duncan. Collection 1729","ark:/21198/zz002hdknq","ark:/21198/zz002hdfns","7","Needs Review","Page","holtzman/image/uclamss_1729_002-039_04_01.tif","1","","","","","","","private","","","","","","","","","","","","","","","uclamss_1729_002-039_04_01","","","","","","","","","https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812","https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hdknq"
"Holtzman (Howard) Collection on Isadora Duncan. Collection 1729","ark:/21198/zz002hdkp7","ark:/21198/zz002hdfp9","7","Needs Review","Page","holtzman/image/uclamss_1729_002-039_06_01.tif","1","","","","","","","private","","","","","","","","","","","","","","","uclamss_1729_002-039_06_01","","","","","","","","","https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812","https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hdkp7"
"Holtzman (Howard) Collection on Isadora Duncan. Collection 1729","ark:/21198/zz002hdkqr","ark:/21198/zz002hdfqt","7","Needs Review","Page","holtzman/image/uclamss_1729_002-039_07_01.tif","1","","","","","","","private","","","","","","","","","","","","","","","uclamss_1729_002-039_07_01","","","","","","","","","https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812","https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hdkqr"
"Holtzman (Howard) Collection on Isadora Duncan. Collection 1729","ark:/21198/zz002hdkr8","ark:/21198/zz002hdfrb","7","Needs Review","Page","holtzman/image/uclamss_1729_002-039_08_01.tif","1","","","","","","","private","","","","","","","","","","","","","","","uclamss_1729_002-039_08_01","","","","","","","","","https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812","https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hdkr8"
"Holtzman (Howard) Collection on Isadora Duncan. Collection 1729","ark:/21198/zz002hdkss","ark:/21198/zz002hdfsv","7","Needs Review","Page","holtzman/image/uclamss_1729_002-039_09_01.tif","1","","","","","","","private","","","","","","","","","","","","","","","uclamss_1729_002-039_09_01","","","","","","","","","https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812","https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hdkss"
"Holtzman (Howard) Collection on Isadora Duncan. Collection 1729","ark:/21198/zz002hdkt9","ark:/21198/zz002hdg2g","7","Needs Review","Page","holtzman/image/uclamss_1729_003-001_02_01.tif","1","","","","","","","private","","","","","","","","","","","","","","","uclamss_1729_003-001_02_01","","","","","","","","","https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812","https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hdkt9"
"Holtzman (Howard) Collection on Isadora Duncan. Collection 1729","ark:/21198/zz002hdkvt","ark:/21198/zz002hdg2g","7","Needs Review","Page","holtzman/image/uclamss_1729_003-001_02_02.tif","2","","","","","","","private","","","","","","","","","","","","","","","uclamss_1729_003-001_02_02","","","","","","","","","https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812","https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hdkvt"
"Holtzman (Howard) Collection on Isadora Duncan. Collection 1729","ark:/21198/zz002hdkwb","ark:/21198/zz002hdg30","7","Needs Review","Page","holtzman/image/uclamss_1729_003-001_01_01.tif","1","","","","","","","private","","","","","","","","","","","","","","","uclamss_1729_003-001_01_01","","","","","","","","","https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812","https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hdkwb"
"Holtzman (Howard) Collection on Isadora Duncan. Collection 1729","ark:/21198/zz002hdkxv","ark:/21198/zz002hdg4h","7","Needs Review","Page","holtzman/image/uclamss_1729_003-002_01_01.tif","1","","","","","","","private","","","","","","","","","","","","","","","uclamss_1729_003-002_01_01","","","","","","","","","https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812","https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hdkxv"
"Holtzman (Howard) Collection on Isadora Duncan. Collection 1729","ark:/21198/zz002hdkzc","ark:/21198/zz002hdhnr","7","Needs Review","Page","holtzman/image/uclamss_1729_003-003_01_01.tif","1","","","","","","","private","","","","","","","","","","","","","","","uclamss_1729_003-003_01_01","","","","","","","","","https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812","https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hdkzc"
"Holtzman (Howard) Collection on Isadora Duncan. Collection 1729","ark:/21198/zz002hdm0c","ark:/21198/zz002hdhnr","7","Needs Review","Page","holtzman/image/uclamss_1729_003-003_01_02.tif","2","","","","","","","private","","","","","","","","","","","","","","","uclamss_1729_003-003_01_02","","","","","","","","","https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812","https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hdm0c"
"Holtzman (Howard) Collection on Isadora Duncan. Collection 1729","ark:/21198/zz002hdm1w","ark:/21198/zz002hdhp8","7","Needs Review","Page","holtzman/image/uclamss_1729_003-004_01_01.tif","1","","","","","","","private","","","","","","","","","","","","","","","uclamss_1729_003-004_01_01","","","","","","","","","https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812","https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hdm1w"
"Holtzman (Howard) Collection on Isadora Duncan. Collection 1729","ark:/21198/zz002hdm2d","ark:/21198/zz002hdhqs","7","Needs Review","Page","holtzman/image/uclamss_1729_003-005_01_01.tif","1","","","","","","","private","","","","","","","","","","","","","","","uclamss_1729_003-005_01_01","","","","","","","","","https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812","https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hdm2d"
"Holtzman (Howard) Collection on Isadora Duncan. Collection 1729","ark:/21198/zz002hdm3x","ark:/21198/zz002hdg51","7","Needs Review","Page","holtzman/image/uclamss_1729_003-006_01_01.tif","1","","","","","","","private","","","","","","","","","","","","","","","uclamss_1729_003-006_01_01","","","","","","","","","https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812","https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hdm3x"
"Holtzman (Howard) Collection on Isadora Duncan. Collection 1729","ark:/21198/zz002hdm4f","ark:/21198/zz002hdg6j","7","Needs Review","Page","holtzman/image/uclamss_1729_003-007_01_01.tif","1","","","","","","","private","","","","","","","","","","","","","","","uclamss_1729_003-007_01_01","","","","","","","","","https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812","https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hdm4f"
"Holtzman (Howard) Collection on Isadora Duncan. Collection 1729","ark:/21198/zz002hdm5z","ark:/21198/zz002hdg6j","7","Needs Review","Page","holtzman/image/uclamss_1729_003-007_01_02.tif","2","","","","","","","private","","","","","","","","","","","","","","","uclamss_1729_003-007_01_02","","","","","","","","","https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812","https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hdm5z"
"Holtzman (Howard) Collection on Isadora Duncan. Collection 1729","ark:/21198/zz002hdm6g","ark:/21198/zz002hdg6j","7","Needs Review","Page","holtzman/image/uclamss_1729_003-007_01_03.tif","3","","","","","","","private","","","","","","","","","","","","","","","uclamss_1729_003-007_01_03","","","","","","","","","https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812","https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hdm6g"
"Holtzman (Howard) Collection on Isadora Duncan. Collection 1729","ark:/21198/zz002hdm70","ark:/21198/zz002hdg6j","7","Needs Review","Page","holtzman/image/uclamss_1729_003-007_01_04.tif","4","","","","","","","private","","","","","","","","","","","","","","","uclamss_1729_003-007_01_04","","","","","","","","","https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812","https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hdm70"
"Holtzman (Howard) Collection on Isadora Duncan. Collection 1729","ark:/21198/zz002hdm8h","ark:/21198/zz002hdg72","7","Needs Review","Page","holtzman/image/uclamss_1729_003-008_01_01.tif","1","","","","","","","private","","","","","","","","","","","","","","","uclamss_1729_003-008_01_01","","","","","","","","","https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812","https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hdm8h"
"Holtzman (Howard) Collection on Isadora Duncan. Collection 1729","ark:/21198/zz002hdm91","ark:/21198/zz002hdg8k","7","Needs Review","Page","holtzman/image/uclamss_1729_003-009_01_01.tif","1","","","","","","","private","","","","","","","","","","","","","","","uclamss_1729_003-009_01_01","","","","","","","","","https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812","https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hdm91"
"Holtzman (Howard) Collection on Isadora Duncan. Collection 1729","ark:/21198/zz002hdmbj","ark:/21198/zz002hdg93","7","Needs Review","Page","holtzman/image/uclamss_1729_003-010_01_01.tif","1","","","","","","","private","","","","","","","","","","","","","","","uclamss_1729_003-010_01_01","","","","","","","","","https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812","https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hdmbj"
"Holtzman (Howard) Collection on Isadora Duncan. Collection 1729","ark:/21198/zz002hdmc2","ark:/21198/zz002hdgbm","7","Needs Review","Page","holtzman/image/uclamss_1729_003-011_01_01.tif","1","","","","","","","private","","","","","","","","","","","","","","","uclamss_1729_003-011_01_01","","","","","","","","","https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812","https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hdmc2"
"Holtzman (Howard) Collection on Isadora Duncan. Collection 1729","ark:/21198/zz002hdmdk","ark:/21198/zz002hdgc4","7","Needs Review","Page","holtzman/image/uclamss_1729_003-012_01_01.tif","1","","","","","","","private","","","","","","","","","","","","","","","uclamss_1729_003-012_01_01","","","","","","","","","https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812","https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hdmdk"
"Holtzman (Howard) Collection on Isadora Duncan. Collection 1729","ark:/21198/zz002hdmf3","ark:/21198/zz002hdgc4","7","Needs Review","Page","holtzman/image/uclamss_1729_003-012_01_02.tif","2","","","","","","","private","","","","","","","","","","","","","","","uclamss_1729_003-012_01_02","","","","","","","","","https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812","https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hdmf3"
"Holtzman (Howard) Collection on Isadora Duncan. Collection 1729","ark:/21198/zz002hdmgm","ark:/21198/zz002hdgdn","7","Needs Review","Page","holtzman/image/uclamss_1729_003-013_01_01.tif","1","","","","","","","private","","","","","","","","","","","","","","","uclamss_1729_003-013_01_01","","","","","","","","","https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812","https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hdmgm"
"Holtzman (Howard) Collection on Isadora Duncan. Collection 1729","ark:/21198/zz002hdmh4","ark:/21198/zz002hdgf5","7","Needs Review","Page","holtzman/image/uclamss_1729_003-014_01_01.tif","1","","","","","","","private","","","","","","","","","","","","","","","uclamss_1729_003-014_01_01","","","","","","","","","https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812","https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hdmh4"
"Holtzman (Howard) Collection on Isadora Duncan. Collection 1729","ark:/21198/zz002hdmjn","ark:/21198/zz002hdggp","7","Needs Review","Page","holtzman/image/uclamss_1729_003-015_01_01.tif","1","","","","","","","private","","","","","","","","","","","","","","","uclamss_1729_003-015_01_01","","","","","","","","","https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812","https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hdmjn"
"Holtzman (Howard) Collection on Isadora Duncan. Collection 1729","ark:/21198/zz002hdmk5","ark:/21198/zz002hdggp","7","Needs Review","Page","holtzman/image/uclamss_1729_003-015_01_02.tif","2","","","","","","","private","","","","","","","","","","","","","","","uclamss_1729_003-015_01_02","","","","","","","","","https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812","https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hdmk5"
"Holtzman (Howard) Collection on Isadora Duncan. Collection 1729","ark:/21198/zz002hdmmp","ark:/21198/zz002hdgh6","7","Needs Review","Page","holtzman/image/uclamss_1729_003-016_01_01.tif","1","","","","","","","private","","","","","","","","","","","","","","","uclamss_1729_003-016_01_01","","","","","","","","","https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812","https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hdmmp"
"Holtzman (Howard) Collection on Isadora Duncan. Collection 1729","ark:/21198/zz002hdmn6","ark:/21198/zz002hdgjq","7","Needs Review","Page","holtzman/image/uclamss_1729_003-017_01_01.tif","1","","","","","","","private","","","","","","","","","","","","","","","uclamss_1729_003-017_01_01","","","","","","","","","https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812","https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hdmn6"
"Holtzman (Howard) Collection on Isadora Duncan. Collection 1729","ark:/21198/zz002hdmpq","ark:/21198/zz002hdgk7","7","Needs Review","Page","holtzman/image/uclamss_1729_003-018_01_01.tif","1","","","","","","","private","","","","","","","","","","","","","","","uclamss_1729_003-018_01_01","","","","","","","","","https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812","https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hdmpq"
"Holtzman (Howard) Collection on Isadora Duncan. Collection 1729","ark:/21198/zz002hdmq7","ark:/21198/zz002hdgk7","7","Needs Review","Page","holtzman/image/uclamss_1729_003-018_01_02.tif","2","","","","","","","private","","","","","","","","","","","","","","","uclamss_1729_003-018_01_02","","","","","","","","","https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812","https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hdmq7"
"Holtzman (Howard) Collection on Isadora Duncan. Collection 1729","ark:/21198/zz002hdmrr","ark:/21198/zz002hdgk7","7","Needs Review","Page","holtzman/image/uclamss_1729_003-018_01_03.tif","3","","","","","","","private","","","","","","","","","","","","","","","uclamss_1729_003-018_01_03","","","","","","","","","https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812","https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hdmrr"
"Holtzman (Howard) Collection on Isadora Duncan. Collection 1729","ark:/21198/zz002hdms8","ark:/21198/zz002hdgmr","7","Needs Review","Page","holtzman/image/uclamss_1729_003-019_01_01.tif","1","","","","","","","private","","","","","","","","","","","","","","","uclamss_1729_003-019_01_01","","","","","","","","","https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812","https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hdms8"
"Holtzman (Howard) Collection on Isadora Duncan. Collection 1729","ark:/21198/zz002hdmts","ark:/21198/zz002hdgmr","7","Needs Review","Page","holtzman/image/uclamss_1729_003-019_01_02.tif","2","","","","","","","private","","","","","","","","","","","","","","","uclamss_1729_003-019_01_02","","","","","","","","","https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812","https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hdmts"
"Holtzman (Howard) Collection on Isadora Duncan. Collection 1729","ark:/21198/zz002hdmv9","ark:/21198/zz002hdgn8","7","Needs Review","Page","holtzman/image/uclamss_1729_003-020_01_01.tif","1","","","","","","","private","","","","","","","","","","","","","","","uclamss_1729_003-020_01_01","","","","","","","","","https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812","https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hdmv9"
"Holtzman (Howard) Collection on Isadora Duncan. Collection 1729","ark:/21198/zz002hdmwt","ark:/21198/zz002hdgn8","7","Needs Review","Page","holtzman/image/uclamss_1729_003-020_01_02.tif","2","","","","","","","private","","","","","","","","","","","","","","","uclamss_1729_003-020_01_02","","","","","","","","","https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812","https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hdmwt"
"Holtzman (Howard) Collection on Isadora Duncan. Collection 1729","ark:/21198/zz002hdmxb","ark:/21198/zz002hdgps","7","Needs Review","Page","holtzman/image/uclamss_1729_003-021_01_01.tif","1","","","","","","","private","","","","","","","","","","","","","","","uclamss_1729_003-021_01_01","","","","","","","","","https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812","https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hdmxb"
