Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,Thumbnail,Type.typeOfResource,viewingHint,Text direction,Visibility,IIIF Range,Rights.copyrightStatus,Rights.servicesContact,Name.subject,Relation.isPartOf,Subject,Name.collector,Name.repository,Description.contents,Relation.box,Relation.subseries,Relation.file,Relation.series,Alt ID.local,Title,Date.creation,Description.note,Description.condition,Format.extent,Language,AltTitle.other,Description.abstract,Date.normalized,Opac url,Finding Aid URL,IIIF Manifest URL
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hdgtv,ark:/21198/zz0008c2pw,7,Needs Review,Work,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hdn4x,text,paged,,private,,copyrighted,,,,,,,11,1,1. Business Papers 1905-1907,06. Letters 1903-1904,1. Isadora Duncan,003-025,"Letter to Isadora Duncan, 1904 November 4",1904-11-04,"Letter to Isadora Duncan, dated 4 November 1904, regarding money owed to be resolved by December 20.  Signed [Alexander?] Grosz. With a page of ""amounts due.""","Folded, 1 hole punched along upper edges, 2 holes punched along lower edges.","Holograph, 1 leaf (4 pages), folded signed, with 1 leaf (1 page) attachment.",ger,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hdgtv/manifest
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hdgvc,ark:/21198/zz0008c2pw,7,Needs Review,Work,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hdn6z,text,paged,,private,,copyrighted,,,,,,,11,1,1. Business Papers 1905-1907,06. Letters 1903-1904,1. Isadora Duncan,003-026,"Declaration, 1904 November 26",1904-11-26,"Declaration of exclusive musical services, dated 26 November 1904, for the month of May.",3 holes punched along left edge.,"Holograph, 1 leaf (1 page), signed.",ger,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hdgvc/manifest
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hdgww,ark:/21198/zz0008c2pw,7,Needs Review,Work,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hdn7g,text,paged,,private,,copyrighted,,,,,,,11,1,1. Business Papers 1905-1907,06. Letters 1903-1904,1. Isadora Duncan,003-027,"Letter to ""Sehr geehrten Herr!"", 1904 December 31",1904-12-31,"Letter, dated 31 December 1904, offering musical services as a concert master. Signed ""L. V. Celansky.""","Folded, 2 holes punched along left edges.","Holograph, 1 leaf (4 pages), folded, signed.",ger,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hdgww/manifest
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hdgxd,ark:/21198/zz0008c2pw,7,Needs Review,Work,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hdn9h,text,paged,,private,,copyrighted,,,,,,,12,1,1. Business Papers 1905-1907,06. Letters 1903-1904,1. Isadora Duncan,003-029,"Letter to Maurice Magnus, Berlin, 1905 October 30",1905-10-30,"Letter to Maurice Magnus, dated 30 October 1905, regarding arrangement of tour dates, suggestions for booking theatres and costs for orchestra and rehearsals. Signed ""C. Fichefet.""",,"Holograph, 1 leaf (2 pages), signed.",fre,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hdgxd/manifest
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hdgzx,ark:/21198/zz0008c2pw,7,Needs Review,Work,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hdncj,text,paged,,private,,copyrighted,,,,,,,12,1,1. Business Papers 1905-1907,07. Letters 1905,1. Isadora Duncan,003-029-02,"Postcard to Direktion Vereinigter Künste, Berlin, 1905 September 20",1905-09-20,"Postcard, dated 20 September 1905, recommending the firm of ""P. Johansen, Musikhandlung und Concerrtarrangement"" in St. Petersburg. Signed by the director of Der Vorstand Warschauer Philharmonie.",2 holes punched along lower edge.,"Typescript, signed.",ger,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hdgzx/manifest
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hdh0x,ark:/21198/zz0008c2pw,7,Needs Review,Work,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hdnd2,text,paged,,private,,copyrighted,,,,,,,12,1,1. Business Papers 1905-1907,07. Letters 1905,1. Isadora Duncan,003-030,"Letter to Maurice Magnus, Berlin, 1905 November 4",1905-11-04,"Letter to Maurice Magnus, dated 4 November 1905, concerning performances in Brussells and Antwerp. Signed ""M. Eschig.""",,"Typescript, 12 leaves (2 pages), signed.",ger,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hdh0x/manifest
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hdh1f,ark:/21198/zz0008c2pw,7,Needs Review,Work,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hdng3,text,paged,,private,,copyrighted,,,,,,,12,1,1. Business Papers 1905-1907,07. Letters 1905,1. Isadora Duncan,003-031,"Letter to Maurice Magnus, Berlin, 1905 November 10",1905-11-10,"Letter to Maurice Magnus, dated 10 November 1905, expressing regret for conditions of the Antwerp theatres. Signed ""M. Eschig.""",,"Typescript, 2 leaves (2 pages), signed.",ger,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hdh1f/manifest
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hdh2z,ark:/21198/zz0008c2pw,7,Needs Review,Work,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hdnj4,text,paged,,private,,copyrighted,,,,,,,12,1,1. Business Papers 1905-1907,07. Letters 1905,1. Isadora Duncan,003-032,"Letter to Maurice Magnus, Berlin, 1905 November 13",1905-11-13,"Letter to Maurice Magnus, dated 13 November 1905, in reply to his of 11 November, replying to points raised by MM. Signed ""M. Eschig.""",,"Typescript, 2 leaves (2 pages), signed.",ger,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hdh2z/manifest
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hdh3g,ark:/21198/zz0008c2pw,7,Needs Review,Work,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hdnm5,text,paged,,private,,copyrighted,,,,,,,12,1,1. Business Papers 1905-1907,07. Letters 1905,1. Isadora Duncan,003-033,"Letter to Theater Solodovnikov, Belchaia Dmitrovka, Moscou, 1905 November 16",1905-11-16,"Letter to Theater Solodovnikov, dated 16 November 1905, inquiring about possible dates in December for a guest performance by Isadora Duncan.",2 holes punched along left edge.,"Typescript(carbon), 1 leaf (1 page).",ger,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hdh3g/manifest
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hdh40,ark:/21198/zz0008c2pw,7,Needs Review,Work,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hdnnp,text,paged,,private,,copyrighted,,,,,,,12,1,1. Business Papers 1905-1907,07. Letters 1905,1. Isadora Duncan,003-034,"Letter to Maurice Magnus, Berlin, 1905 November 26",1905-11-26,"Letter to Maurice Magnus, dated 26 November 1905, concerning cancelled performances by Isadora Duncan in Brussels. Signed ""M. Eschig.""",,"Typescript, 1 leaf (1 page), signed.",ger,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hdh40/manifest
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hdh5h,ark:/21198/zz0008c2pw,7,Needs Review,Work,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hdnp6,text,paged,,private,,copyrighted,,,,,,,12,1,1. Business Papers 1905-1907,07. Letters 1905,1. Isadora Duncan,003-035,"Letter to Maurice Magnus, Berlin, 1905 November 28",1905-11-28,"Letter to Maurice Magnus, dated 28 November 1905, concerning uncertain performance dates and difficulties in communicating with Edward Gordon Craig as Isadora Duncan's manager. Signed ""M. Eschig.""",,"Typescript, 1 leaf (1 page), signed.",ger,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hdh5h/manifest
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hdh61,ark:/21198/zz0008c2pw,7,Needs Review,Work,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hdnqq,text,paged,,private,,copyrighted,,,,,,,12,1,1. Business Papers 1905-1907,07. Letters 1905,1. Isadora Duncan,003-036,"Letter to Maurice Magnus, Berlin, 1905 November 30",1905-11-30,"Letter to Maurice Magnus, dated 30 November 1905, concerning further negotiations regarding uncertain performance dates. Signed ""M. Eschig.""",Folds in upper left-hand corner.,"Typescript, 1 leaf (1 page), signed.",ger,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hdh61/manifest
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hdh7j,ark:/21198/zz0008c2pw,7,Needs Review,Work,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hdnr7,text,paged,,private,,copyrighted,,,,,,,13,1,1. Business Papers 1905-1907,08. Letters 1906,1. Isadora Duncan,003-037,"Letter to ""Sehr geehrter Herr"" [Maurice Magnus or Edward Gordon Craig], 1906 January 15",1906-01-15,"Letter, dated 15 January 1906, stating that his musical services are available until the first of May.",2 holes punched along left edge.,"Holograph, 1 leaf (4 pages), folded, signed.",ger,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hdh7j/manifest
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hdh82,ark:/21198/zz0008c2pw,7,Needs Review,Work,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hdnt8,text,paged,,private,,copyrighted,,,,,,,13,1,1. Business Papers 1905-1907,08. Letters 1906,1. Isadora Duncan,003-038,"Letter to Direktion Vereinigter Künste, Berlin, 1906 March 16",1906-03-16,"Letter to Direktion Vereinigter Künste, dated 16 March 1906, regarding Isadora Duncan's performance, date and ticket prices.|~|Typescript on graph paper.",2 holes punched along left edge.,"Typescript, 1 leaf (1 page).",ger,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hdh82/manifest
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hdh9k,ark:/21198/zz0008c2pw,7,Needs Review,Work,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hdnw9,text,paged,,private,,copyrighted,,,,,,,13,1,1. Business Papers 1905-1907,08. Letters 1906,1. Isadora Duncan,003-039,"Letter to Direktion Vereinigter Künste, Berlin, 1906 October 17",1906-10-17,"Letter to Direktion Vereinigter Künste, dated 17 October 1906, in response to theirs of the 11th, regarding 2 or 3 performances by Isadora Duncan, December 15-20. Signed by representative fof Der Vorstand Der Warschauer Philharmonie.|~|With typescript English translation along lower half of letter.","2 holes punched along left edge, torn through.","Typescript, 1 leaf (4 pages), folded, signed, with holograph note by Edward Gordon Craig.",ger|~|eng,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hdh9k/manifest
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hdhb3,ark:/21198/zz0008c2pw,7,Needs Review,Work,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hdnxt,text,paged,,private,,copyrighted,,,,,,,13,1,1. Business Papers 1905-1907,08. Letters 1906,1. Isadora Duncan,003-040,"Letter to Warschauer Philharmonie, Warschau, 1906 October 17",1906-10-19,"Carbon copy of letter to Warschauer Philharmonie, dated 19 October 1906, regarding their unsatisfactory offer.",2 holes punched along left edge.,"Typescript(carbon), 1 leaf (1 page).",eng,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hdhb3/manifest
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hdhcm,ark:/21198/zz0008c2pw,7,Needs Review,Work,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hdnzb,text,paged,,private,,copyrighted,,,,,,,13,1,1. Business Papers 1905-1907,08. Letters 1906,1. Isadora Duncan,003-041,"Letter to Direktion Vereinigter Künste, Berlin, 1906 October 24",1906-10-24,"Letter to Direktion Vereinigter Künste, dated 24 October 1906, regarding a greater percentage of the receipts, citing greater expenses, and requesting correspondence in German or French rather than English. Signed by representative of Der Vorstand Der Warschauer Philharmonie.",2 holes punched along left edge.,"Typescript, 1 leaf (4 pages), signed.",ger,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hdhcm/manifest
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hdhd4,ark:/21198/zz0008c2pw,7,Needs Review,Work,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hdp0b,text,paged,,private,,copyrighted,,,,,,,13,1,1. Business Papers 1905-1907,08. Letters 1906,1. Isadora Duncan,003-042,"Letter to Warschauer Philharmonie, Warschau, 1906 October 27",1906-10-27,"Letter to Warschauer Philharmonie, dated 27 October 1906, regarding unsatisfactory terms.",2 holes punched along left edge.,"Typescript(carbon), 1 leaf (2 pages), signed.",ger,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hdhd4/manifest
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hdhfn,ark:/21198/zz0008c2pw,7,Needs Review,Work,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hdp2c,text,paged,,private,,copyrighted,,,,,,,13,1,1. Business Papers 1905-1907,08. Letters 1906,1. Isadora Duncan,003-043,"Letter to Direktion Vereinigter Künste, Berlin, 1906 October 30",1906-10-30,"Letter to Direktion Vereinigter Künste, dated 30 October 1906, regarding changed circumstances since 1904.  Signed by representative of Der Vorstand Der Warschauer Philharmonie.|~|With typescript English translation with holograph note and calculations by Edward Gordon Craig.",2 holes punched along left edge.,"Typescript, 1 leaf (1 page), signed, with 1 leaf (1 page) half-sheet attachment.",ger|~|eng,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hdhfn/manifest
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hdhg5,ark:/21198/zz0008c2pw,7,Needs Review,Work,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hdp4d,text,paged,,private,,copyrighted,,,,,,,13,1,1. Business Papers 1905-1907,08. Letters 1906,1. Isadora Duncan,003-044,"Letter to Warschauer Philharmonie, Warschau, 1906 November 1",1906-11-01,"Letter to Warschauer Philharmonie, dated 1 November 1906, regarding price of tickets and taxes.|~|Typescript German translation on lower half of page.",2 holes punched along left edge.,"Typescript(carbon), 1 leaf (1 page), signed.",eng|~|ger,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hdhg5/manifest
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hdhhp,ark:/21198/zz0008c2pw,7,Needs Review,Work,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hdp5x,text,paged,,private,,copyrighted,,,,,,,13,1,1. Business Papers 1905-1907,08. Letters 1906,1. Isadora Duncan,003-045,"Letter to Direktion Vereinigter Künste, Berlin, 1906 November 5",1906-11-05,"Letter to Direktion Vereinigter Künste, dated 5 November 1906, negotiationg price of tickets and taxes. Signed by representative of Der Vorstand Der Warschauer Philharmonie.|~|With typescript English translation on half-sheet.","2 holes punched along left edge, upper hole torn through to edge.","Typescript, 1 leaf (1 page), signed, with 1 leaf (1 page) half-sheet attachement.",ger|~|eng,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hdhhp/manifest
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hdhj6,ark:/21198/zz0008c2pw,7,Needs Review,Work,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hdp7z,text,paged,,private,,copyrighted,,,,,,,13,1,1. Business Papers 1905-1907,08. Letters 1906,1. Isadora Duncan,003-046,"Letter to Warschauer Philharmonie, Warschau, 1906 November 10",1906-11-10,"Letter to Warschauer Philharmonie, dated 10 November 1906, accepting their terms and requesting copies of a contract.|~|With manuscript note in pencil along betlow typed text.",2 partial holes punched at left edge,"Typescript(carbon), 1 leaf (1 page).",ger,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hdhj6/manifest
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hdhkq,ark:/21198/zz0008c2pw,7,Needs Review,Work,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hdp8g,text,paged,,private,,copyrighted,,,,,,,13,1,1. Business Papers 1905-1907,08. Letters 1906,1. Isadora Duncan,003-047,"Letter to Direktion Vereinigter Künste, Berlin, 1906 November 12",1906-11-12,"Letter to Direktion Vereinigter Künste, dated 12 November 1906, regarding contract negotations about performance dates, taxes, and division of receipts. Signed by representative of Der Vorstand Der Warschauer Philharmonie.|~|With manuscript English translation in pencil along left margin.",2 holes punched along left edge.,"Typescript, 1 leaf (4 page), signed, with manuscript note.",ger|~|eng,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hdhkq/manifest
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hdhm7,ark:/21198/zz0008c2pw,7,Needs Review,Work,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hdp90,text,paged,,private,,copyrighted,,,,,,,13,1,1. Business Papers 1905-1907,08. Letters 1906,1. Isadora Duncan,003-048,"Letter to Warschauer Philharmonie, Warschau, 1906 November 15",1906-11-15,"Letter to Warschauer Philharmonie, dated 15 November 1906, regarding performance dates and other contract items.",,"Typescript(carbon), 1 leaf (1 page).",ger,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hdhm7/manifest
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hdhnr,ark:/21198/zz0008c2pw,7,Needs Review,Work,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hdkzc,text,paged,,private,,copyrighted,,,,,,,14,1,1. Business Papers 1905-1907,08. Letters 1906,1. Isadora Duncan,003-003,"Letter to ""Dearest [illegible]"", 1907 April 19",1907-04-19,"Reply to letter of ""19-4-07"", asking for "" … assurance by some few words added to the contract --that the orchestra will be able to play the music.""",4 holes punched along left edge.,"Holograph letter (signed), 1 leaf (2 pages).",eng,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hdhnr/manifest
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hdhp8,ark:/21198/zz0008c2pw,7,Needs Review,Work,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hdm1w,text,paged,,private,,copyrighted,,,,,,,15,1,1. Business Papers 1905-1907,10. Letters No Date,1. Isadora Duncan,003-004,"[Letter to Isadora Duncan], no year September 25",[no year] Sep,"Letter to Isadora Duncan, September 25 [no year], regarding contract for Halle, Coblenz date postponed, and ""I am sorry you felt annoyed at my 'no money.'""|~|On Direktion Vereinigter Künste letterhead.",2 holes punched along left edge. Paper loss along upper right edge. Paper loss at lower left corner.,"Holograph letter (signed), 1 leaf (1 page).",eng,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hdhp8/manifest
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hdhqs,ark:/21198/zz0008c2pw,7,Needs Review,Work,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hdm2d,text,paged,,private,,copyrighted,,,,,,,15,1,1. Business Papers 1905-1907,10. Letters No Date,1. Isadora Duncan,003-005,"Telegram, n.d.",n.d.,Telegram regarding a meeting forbidden by the police and a letter to follow.,2 holes punched along left edge. Fold in upper left corner.,"Telegram, 1 leaf (1 page) with manuscript annotations.",ger|~|rus,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hdhqs/manifest
