File Name,Object Type,Title,Item Sequence,Parent ARK,Item ARK,local ID,Creator,Date.created,Date.created (single),Language | code,TypeOfResource,Genre,Extent,Dimensions,Abstract,Note.content,Institution/Repository,Subject.place,Rights.copyrightStatus,Rights.publicationStatus,Rights.servicesContact,Subject.topic
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss18_feb1943_011.tif,Page,Page 11,11,ark:/21198/z1z0548q,ark:/21198/z1qn8324,,,,,,,,,,,,,,,,,
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss18_feb1943_012.tif,Page,Page 12,12,ark:/21198/z1z0548q,ark:/21198/z1m061np,,,,,,,,,,,,,,,,,
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss18_feb1943_013.tif,Page,Page 13,13,ark:/21198/z1z0548q,ark:/21198/z1g75908,,,,,,,,,,,,,,,,,
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss18_feb1943_014.tif,Page,Page 14,14,ark:/21198/z1z0548q,ark:/21198/z1bg4jbf,,,,,,,,,,,,,,,,,
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss18_feb1943_015.tif,Page,Page 15,15,ark:/21198/z1z0548q,ark:/21198/z16q3sjt,,,,,,,,,,,,,,,,,
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss18_feb1943_016.tif,Page,Page 16,16,ark:/21198/z1z0548q,ark:/21198/z12z31s1,,,,,,,,,,,,,,,,,
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss18_feb1943_017.tif,Page,Page 17,17,ark:/21198/z1z0548q,ark:/21198/z1z62j8m,,,,,,,,,,,,,,,,,
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss18_feb1943_018.tif,Page,Page 18,18,ark:/21198/z1z0548q,ark:/21198/z1tf1sms,,,,,,,,,,,,,,,,,
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss18_feb1943_019.tif,Page,Page 19,19,ark:/21198/z1z0548q,ark:/21198/z1pr9r7b,,,,,,,,,,,,,,,,,
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss18_feb1943_020.tif,Page,Page 20,20,ark:/21198/z1z0548q,ark:/21198/z1k090mn,,,,,,,,,,,,,,,,,
