Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,Thumbnail,viewingHint,Text direction,Visibility,IIIF Range,Type.typeOfResource,Rights.copyrightStatus,Rights.publicationStatus,Rights.permission,Name.subject,Coverage.geographic,Name.creator,Subject,Rights.publicationNote,Language,Type.genre,Author,Name.contributor,Name.correspondent,Name.repository,Rights.permissionNote,Name.photographer,Title,Date.creation,Date.publication,Description.note,Date.normalized,Description.caption,Description.abstract
Women Against Violence Against Women (WAVAW) Collection,ark:/21198/zz00179h2x,ark:/21198/zz000s2z4b,2,Completed,Work,,11,,,,individuals,,private,,text,copyrighted,unpublished,unknown,Women Against Violence Against Women ,Los Angeles (Calif.),Women Against Violence Against Women ,Correspondence (WAVAW),,eng,letters (correspondence),"Sterchi, Denise",,,,,,Letter Regarding National Meeting,"May 20, 1980",,Rights.generalNote: Unsure as to whether or not permission needs to be obtained as author is writing on behalf of organization.,1980-05-20,,
Women Against Violence Against Women (WAVAW) Collection,ark:/21198/zz00179h3f,ark:/21198/zz000s2z4b,2,Completed,Work,,12,,,,individuals,,private,,text,copyrighted,unpublished,unknown,Women Against Violence Against Women ,Los Angeles (Calif.),Women Against Violence Against Women ,Correspondence (WAVAW),,eng,letters (correspondence),,,,,,,Letter Regarding National Meeting,1980,,Rights.generalNote: Unsure as to whether or not permission needs to be obtained as author is writing on behalf of organization.,1980,,
Women Against Violence Against Women (WAVAW) Collection,ark:/21198/zz00179hwb,ark:/21198/zz000s2z4b,2,Completed,Work,,13,,,,individuals,,private,,text,copyrighted,unpublished,unknown,Women Against Violence Against Women ,Los Angeles (Calif.),Women Against Violence Against Women ,Correspondence (WAVAW),,eng,letters (correspondence),"Yamada, Jeni|~|de la Pena, Terri",,,,,,Los Angeles Chapter Progress Report,"June 11, 1980",,Rights.generalNote: Unsure as to whether or not permission needs to be obtained as author is writing on behalf of organization.,1980-06-11,,
Women Against Violence Against Women (WAVAW) Collection,ark:/21198/zz00179hxv,ark:/21198/zz000s2z4b,2,Completed,Work,,14,,,,individuals,,private,,text,copyrighted,unpublished,unknown,Women Against Violence Against Women ,Los Angeles (Calif.),Women Against Violence Against Women ,Correspondence (WAVAW),,eng,letters (correspondence),"Lowrey, Melinda",,,,,,Letter to Reconnect with Chapters,"January 27, 1982",,Rights.generalNote: Unsure as to whether or not permission needs to be obtained as author is writing on behalf of organization.,1982-01-27,,
Women Against Violence Against Women (WAVAW) Collection,ark:/21198/zz00179hzc,ark:/21198/zz000s2z4b,2,Completed,Work,,15,,,,individuals,,private,,text,copyrighted,unpublished,unknown,Women Against Violence Against Women ,Los Angeles (Calif.),Women Against Violence Against Women ,Correspondence (WAVAW),,eng,letters (correspondence),"Lowrey, Melinda",,,,,,Letter Regarding New Slideshow and Re-establishing Communication,"February, 1982",,Rights.generalNote: Unsure as to whether or not permission needs to be obtained as author is writing on behalf of organization.,1982-02,,
Women Against Violence Against Women (WAVAW) Collection,ark:/21198/zz00179mrq,ark:/21198/zz000s2z4b,2,Completed,Work,,16,,,,individuals,,private,,text,copyrighted,unpublished,unknown,Women Against Violence Against Women ,Los Angeles (Calif.),Women Against Violence Against Women ,Correspondence (WAVAW),,eng,letters (correspondence),"Lowrey, Melinda",,,,,,Letter Regarding Donation Request,Between 1977 and 1980,,Rights.generalNote: Unsure as to whether or not permission needs to be obtained as author is writing on behalf of organization.,1977/1980,,
Women Against Violence Against Women (WAVAW) Collection,ark:/21198/zz00179ms7,ark:/21198/zz000s2z4b,2,Completed,Work,,17,,,,individuals,,,,text,copyrighted,unpublished,Y,Women Against Violence Against Women ,Los Angeles (Calif.),Women Against Violence Against Women ,Correspondence (WAVAW),,eng,letters (correspondence),,,,,,,Letter Regarding Items for Sale,Between 1977 and 1980,,,1977/1980,,
Women Against Violence Against Women (WAVAW) Collection,ark:/21198/zz00179mtr,ark:/21198/zz000s2z4b,2,Completed,Work,,18,,,,individuals,,,,text,copyrighted,unpublished,Y,Women Against Violence Against Women ,Los Angeles (Calif.),Women Against Violence Against Women ,Correspondence (WAVAW),,eng,letters (correspondence),,,,,,,Letter Regarding Request for Literature,Between 1977 and 1980,,,1977/1980,,
Women Against Violence Against Women (WAVAW) Collection,ark:/21198/zz00179mv8,ark:/21198/zz000s2z4b,2,Completed,Work,,19,,,,individuals,,,,text,copyrighted,unpublished,Y,Women Against Violence Against Women ,Los Angeles (Calif.),Women Against Violence Against Women ,Correspondence (WAVAW),,eng,letters (correspondence),,,,,,,Letter Regarding Steps of Action Recommendations,Between 1977 and 1980,,,1977/1980,,
Women Against Violence Against Women (WAVAW) Collection,ark:/21198/zz00179n1b,ark:/21198/zz000s2z4b,2,Completed,Work,,20,,,,individuals,,,,text,copyrighted,unpublished,Y,Women Against Violence Against Women ,Los Angeles (Calif.),Women Against Violence Against Women ,Correspondence (WAVAW),,eng,letters (correspondence),,,,,,,Letter Regarding New Slide Program,Between 1977 and 1980,,,1977/1980,,
