"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Duplicate","Delete in Title","Thumbnail","Relation.isPartOf","Relation.box","Date.creation","Alt ID.local","Description.caption","Format.medium","Relation.folder","Title","Format.dimensions","AltTitle.uniform","Description.note","Description.abstract","Finding Aid URL","Opac url","Bucketeer State","IIIF Access URL"
"Takamura (Kango) paintings","ark:/21198/zz002k6dxk/sm754w79","ark:/21198/zz002k6dxk","2","Completed","Page","takamura/image/takamura21198-zz002k6dxk_2401310_master.tif","2","","","","","","","","","","","Page 2","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002k6dxk%2Fsm754w79"
"Takamura (Kango) paintings","ark:/21198/zz002k6dxk/vr32tt8q","ark:/21198/zz002k6dxk","2","Completed","Page","takamura/image/takamura21198-zz002k6dxk_2383576_master.tif","1","","","","","","","","","","","Page 1","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002k6dxk%2Fvr32tt8q"
"Takamura (Kango) paintings","ark:/21198/zz002k6dz3/1p63kc78","ark:/21198/zz002k6dz3","2","Completed","Page","takamura/image/takamura21198-zz002k6dz3_2383605_master.tif","1","","","","","","","","","","","Page 1","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002k6dz3%2F1p63kc78"
"Takamura (Kango) paintings","ark:/21198/zz002k6dz3/6044hg9c","ark:/21198/zz002k6dz3","2","Completed","Page","takamura/image/takamura21198-zz002k6dz3_2383768_master.tif","2","","","","","","","","","","","Page 2","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002k6dz3%2F6044hg9c"
"Takamura (Kango) paintings","ark:/21198/zz002k6dz3/6v20v11x","ark:/21198/zz002k6dz3","2","Completed","Page","takamura/image/takamura21198-zz002k6dz3_2384855_master.tif","3","","","","","","","","","","","Page 3","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002k6dz3%2F6v20v11x"
"Takamura (Kango) paintings","ark:/21198/zz002k6dz3/dx551d5w","ark:/21198/zz002k6dz3","2","Completed","Page","takamura/image/takamura21198-zz002k6dz3_2384856_master.tif","4","","","","","","","","","","","Page 4","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002k6dz3%2Fdx551d5w"
"Takamura (Kango) paintings","ark:/21198/zz002k6dz3/v7279b60","ark:/21198/zz002k6dz3","2","Completed","Page","takamura/image/takamura21198-zz002k6dz3_2384863_master.tif","5","","","","","","","","","","","Page 5","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002k6dz3%2Fv7279b60"
"Takamura (Kango) paintings","ark:/21198/zz002k6f03/3c62kb5n","ark:/21198/zz002k6f03","2","Completed","Page","takamura/image/takamura21198-zz002k6f03_2383849_master.tif","1","","","","","","","","","","","Page 1","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002k6f03%2F3c62kb5n"
"Takamura (Kango) paintings","ark:/21198/zz002k6f03/7380jz1w","ark:/21198/zz002k6f03","2","Completed","Page","takamura/image/takamura21198-zz002k6f03_2383852_master.tif","2","","","","","","","","","","","Page 2","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002k6f03%2F7380jz1w"
"Takamura (Kango) paintings","ark:/21198/zz002k6f1m/fr69r75f","ark:/21198/zz002k6f1m","2","Completed","Page","takamura/image/takamura21198-zz002k6f1m_2383679_master.tif","1","","","","","","","","","","","Page 1","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002k6f1m%2Ffr69r75f"
"Takamura (Kango) paintings","ark:/21198/zz002k6f1m/gg654375","ark:/21198/zz002k6f1m","2","Completed","Page","takamura/image/takamura21198-zz002k6f1m_2401345_master.tif","2","","","","","","","","","","","Page 2","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002k6f1m%2Fgg654375"
"Takamura (Kango) paintings","ark:/21198/zz002k6f1m/sm97b36m","ark:/21198/zz002k6f1m","2","Completed","Page","takamura/image/takamura21198-zz002k6f1m_2401348_master.tif","3","","","","","","","","","","","Page 3","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002k6f1m%2Fsm97b36m"
"Takamura (Kango) paintings","ark:/21198/zz002k6f24/mk64jq7p","ark:/21198/zz002k6f24","2","Completed","Page","takamura/image/takamura21198-zz002k6f24_2401331_master.tif","2","","","","","","","","","","","Page 2","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002k6f24%2Fmk64jq7p"
"Takamura (Kango) paintings","ark:/21198/zz002k6f24/nr15z95m","ark:/21198/zz002k6f24","2","Completed","Page","takamura/image/takamura21198-zz002k6f24_2401336_master.tif","3","","","","","","","","","","","Page 3","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002k6f24%2Fnr15z95m"
"Takamura (Kango) paintings","ark:/21198/zz002k6f24/sf171q9j","ark:/21198/zz002k6f24","2","Completed","Page","takamura/image/takamura21198-zz002k6f24_2383571_master.tif","1","","","","","","","","","","","Page 1","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002k6f24%2Fsf171q9j"
"Takamura (Kango) paintings","ark:/21198/zz002k6f3n/0923bq7d","ark:/21198/zz002k6f3n","2","Completed","Page","takamura/image/takamura21198-zz002k6f3n_2383840_master.tif","1","","","","","","","","","","","Page 1","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002k6f3n%2F0923bq7d"
"Takamura (Kango) paintings","ark:/21198/zz002k6f3n/sv97zs3g","ark:/21198/zz002k6f3n","2","Completed","Page","takamura/image/takamura21198-zz002k6f3n_2401357_master.tif","3","","","","","","","","","","","Page 3","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002k6f3n%2Fsv97zs3g"
"Takamura (Kango) paintings","ark:/21198/zz002k6f3n/sw53m703","ark:/21198/zz002k6f3n","2","Completed","Page","takamura/image/takamura21198-zz002k6f3n_2401289_master.tif","2","","","","","","","","","","","Page 2","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002k6f3n%2Fsw53m703"
"Takamura (Kango) paintings","ark:/21198/zz002k6f45/2920bh01","ark:/21198/zz002k6f45","2","Completed","Page","takamura/image/takamura21198-zz002k6f45_2401304_master.tif","3","","","","","","","","","","","Page 3","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002k6f45%2F2920bh01"
"Takamura (Kango) paintings","ark:/21198/zz002k6f45/6r02ks75","ark:/21198/zz002k6f45","2","Completed","Page","takamura/image/takamura21198-zz002k6f45_2401299_master.tif","2","","","","","","","","","","","Page 2","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002k6f45%2F6r02ks75"
"Takamura (Kango) paintings","ark:/21198/zz002k6f45/k886h476","ark:/21198/zz002k6f45","2","Completed","Page","takamura/image/takamura21198-zz002k6f45_2383837_master.tif","1","","","","","","","","","","","Page 1","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002k6f45%2Fk886h476"
"Takamura (Kango) paintings","ark:/21198/zz002k6f5p/4r39tm71","ark:/21198/zz002k6f5p","2","Completed","Page","takamura/image/takamura21198-zz002k6f5p_2401298_master.tif","2","","","","","","","","","","","Page 2","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002k6f5p%2F4r39tm71"
"Takamura (Kango) paintings","ark:/21198/zz002k6f5p/r653kd97","ark:/21198/zz002k6f5p","2","Completed","Page","takamura/image/takamura21198-zz002k6f5p_2383828_master.tif","1","","","","","","","","","","","Page 1","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002k6f5p%2Fr653kd97"
"Takamura (Kango) paintings","ark:/21198/zz002k6f66/4g25rf0h","ark:/21198/zz002k6f66","2","Completed","Page","takamura/image/takamura21198-zz002k6f66_2383843_master.tif","1","","","","","","","","","","","Page 1","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002k6f66%2F4g25rf0h"
"Takamura (Kango) paintings","ark:/21198/zz002k6f66/s378kp7s","ark:/21198/zz002k6f66","2","Completed","Page","takamura/image/takamura21198-zz002k6f66_2383846_master.tif","2","","","","","","","","","","","Page 2","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002k6f66%2Fs378kp7s"
"Takamura (Kango) paintings","ark:/21198/zz002k6f9r/0913bj8t","ark:/21198/zz002k6f9r","2","Completed","Page","takamura/image/takamura21198-zz002k6f9r_2383685_master.tif","1","","","","","","","","","","","Page 1","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002k6f9r%2F0913bj8t"
"Takamura (Kango) paintings","ark:/21198/zz002k6f9r/hc59j777","ark:/21198/zz002k6f9r","2","Completed","Page","takamura/image/takamura21198-zz002k6f9r_2401354_master.tif","3","","","","","","","","","","","Page 3","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002k6f9r%2Fhc59j777"
"Takamura (Kango) paintings","ark:/21198/zz002k6f9r/z2352f23","ark:/21198/zz002k6f9r","2","Completed","Page","takamura/image/takamura21198-zz002k6f9r_2401351_master.tif","2","","","","","","","","","","","Page 2","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002k6f9r%2Fz2352f23"
"Takamura (Kango) paintings","ark:/21198/zz002k6fb8/6779s855","ark:/21198/zz002k6fb8","2","Completed","Page","takamura/image/takamura21198-zz002k6fb8_2383834_master.tif","1","","","","","","","","","","","Page 1","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002k6fb8%2F6779s855"
"Takamura (Kango) paintings","ark:/21198/zz002k6fb8/q6865s1m","ark:/21198/zz002k6fb8","2","Completed","Page","takamura/image/takamura21198-zz002k6fb8_2401316_master.tif","2","","","","","","","","","","","Page 2","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002k6fb8%2Fq6865s1m"
"Takamura (Kango) paintings","ark:/21198/zz002k6fd9/6493p96z","ark:/21198/zz002k6fd9","2","Completed","Page","takamura/image/takamura21198-zz002k6fd9_2384118_master.tif","2","","","","","","","","","","","Page 2","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002k6fd9%2F6493p96z"
"Takamura (Kango) paintings","ark:/21198/zz002k6fd9/dg74668b","ark:/21198/zz002k6fd9","2","Completed","Page","takamura/image/takamura21198-zz002k6fd9_2384121_master.tif","3","","","","","","","","","","","Page 3","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002k6fd9%2Fdg74668b"
"Takamura (Kango) paintings","ark:/21198/zz002k6fd9/sn53qc64","ark:/21198/zz002k6fd9","2","Completed","Page","takamura/image/takamura21198-zz002k6fd9_2384113_master.tif","1","","","","","","","","","","","Page 1","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002k6fd9%2Fsn53qc64"
"Takamura (Kango) paintings","ark:/21198/zz002k6fft/cw67kw76","ark:/21198/zz002k6fft","2","Completed","Page","takamura/image/takamura21198-zz002k6fft_2384242_master.tif","1","","","","","","","","","","","Page 1","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002k6fft%2Fcw67kw76"
"Takamura (Kango) paintings","ark:/21198/zz002k6fft/h8402r2r","ark:/21198/zz002k6fft","2","Completed","Page","takamura/image/takamura21198-zz002k6fft_2384247_master.tif","2","","","","","","","","","","","Page 2","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002k6fft%2Fh8402r2r"
"Takamura (Kango) paintings","ark:/21198/zz002k6fgb/1h75qx5r","ark:/21198/zz002k6fgb","2","Completed","Page","takamura/image/takamura21198-zz002k6fgb_2384551_master.tif","2","","","","","","","","","","","Page 2","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002k6fgb%2F1h75qx5r"
"Takamura (Kango) paintings","ark:/21198/zz002k6fgb/2606rq1g","ark:/21198/zz002k6fgb","2","Completed","Page","takamura/image/takamura21198-zz002k6fgb_2384548_master.tif","1","","","","","","","","","","","Page 1","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002k6fgb%2F2606rq1g"
"Takamura (Kango) paintings","ark:/21198/zz002k6fgb/4q02gj6w","ark:/21198/zz002k6fgb","2","Completed","Page","takamura/image/takamura21198-zz002k6fgb_2384554_master.tif","3","","","","","","","","","","","Page 3","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002k6fgb%2F4q02gj6w"
"Takamura (Kango) paintings","ark:/21198/zz002k6fhv/9996dj8b","ark:/21198/zz002k6fhv","2","Completed","Page","takamura/image/takamura21198-zz002k6fhv_2383858_master.tif","2","","","","","","","","","","","Page 2","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002k6fhv%2F9996dj8b"
"Takamura (Kango) paintings","ark:/21198/zz002k6fhv/pp51nx5f","ark:/21198/zz002k6fhv","2","Completed","Page","takamura/image/takamura21198-zz002k6fhv_2383861_master.tif","3","","","","","","","","","","","Page 3","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002k6fhv%2Fpp51nx5f"
"Takamura (Kango) paintings","ark:/21198/zz002k6fhv/s205d64v","ark:/21198/zz002k6fhv","2","Completed","Page","takamura/image/takamura21198-zz002k6fhv_2383855_master.tif","1","","","","","","","","","","","Page 1","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002k6fhv%2Fs205d64v"
"Takamura (Kango) paintings","ark:/21198/zz002k6fjc/5z37vv8h","ark:/21198/zz002k6fjc","2","Completed","Page","takamura/image/takamura21198-zz002k6fjc_2384590_master.tif","2","","","","","","","","","","","Page 2","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002k6fjc%2F5z37vv8h"
"Takamura (Kango) paintings","ark:/21198/zz002k6fjc/jw95hg7c","ark:/21198/zz002k6fjc","2","Completed","Page","takamura/image/takamura21198-zz002k6fjc_2384587_master.tif","1","","","","","","","","","","","Page 1","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002k6fjc%2Fjw95hg7c"
"Takamura (Kango) paintings","ark:/21198/zz002k6fkw/kz96qm0c","ark:/21198/zz002k6fkw","2","Completed","Page","takamura/image/takamura21198-zz002k6fkw_2384033_master.tif","2","","","","","","","","","","","Page 2","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002k6fkw%2Fkz96qm0c"
"Takamura (Kango) paintings","ark:/21198/zz002k6fkw/z9946h29","ark:/21198/zz002k6fkw","2","Completed","Page","takamura/image/takamura21198-zz002k6fkw_2384028_master.tif","1","","","","","","","","","","","Page 1","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002k6fkw%2Fz9946h29"
"Takamura (Kango) paintings","ark:/21198/zz002k6fmd/0r500974","ark:/21198/zz002k6fmd","2","Completed","Page","takamura/image/takamura21198-zz002k6fmd_2384542_master.tif","2","","","","","","","","","","","Page 2","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002k6fmd%2F0r500974"
"Takamura (Kango) paintings","ark:/21198/zz002k6fmd/1z892j10","ark:/21198/zz002k6fmd","2","Completed","Page","takamura/image/takamura21198-zz002k6fmd_2384539_master.tif","1","","","","","","","","","","","Page 1","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002k6fmd%2F1z892j10"
"Takamura (Kango) paintings","ark:/21198/zz002k6fmd/gf65qb7p","ark:/21198/zz002k6fmd","2","Completed","Page","takamura/image/takamura21198-zz002k6fmd_2384545_master.tif","3","","","","","","","","","","","Page 3","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002k6fmd%2Fgf65qb7p"
"Takamura (Kango) paintings","ark:/21198/zz002k6fnx/kh16dp33","ark:/21198/zz002k6fnx","2","Completed","Page","takamura/image/takamura21198-zz002k6fnx_2383867_master.tif","2","","","","","","","","","","","Page 2","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002k6fnx%2Fkh16dp33"
"Takamura (Kango) paintings","ark:/21198/zz002k6fnx/rt67w232","ark:/21198/zz002k6fnx","2","Completed","Page","takamura/image/takamura21198-zz002k6fnx_2383864_master.tif","1","","","","","","","","","","","Page 1","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002k6fnx%2Frt67w232"
"Takamura (Kango) paintings","ark:/21198/zz002k6fpf/6v62g05n","ark:/21198/zz002k6fpf","2","Completed","Page","takamura/image/takamura21198-zz002k6fpf_2384168_master.tif","2","","","","","","","","","","","Page 2","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002k6fpf%2F6v62g05n"
"Takamura (Kango) paintings","ark:/21198/zz002k6fpf/w7110h27","ark:/21198/zz002k6fpf","2","Completed","Page","takamura/image/takamura21198-zz002k6fpf_2384173_master.tif","3","","","","","","","","","","","Page 3","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002k6fpf%2Fw7110h27"
"Takamura (Kango) paintings","ark:/21198/zz002k6fpf/z737tw43","ark:/21198/zz002k6fpf","2","Completed","Page","takamura/image/takamura21198-zz002k6fpf_2384163_master.tif","1","","","","","","","","","","","Page 1","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002k6fpf%2Fz737tw43"
"Takamura (Kango) paintings","ark:/21198/zz002k6frg/4k60pf14","ark:/21198/zz002k6frg","2","Completed","Page","takamura/image/takamura21198-zz002k6frg_2384557_master.tif","1","","","","","","","","","","","Page 1","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002k6frg%2F4k60pf14"
"Takamura (Kango) paintings","ark:/21198/zz002k6frg/w631d267","ark:/21198/zz002k6frg","2","Completed","Page","takamura/image/takamura21198-zz002k6frg_2384560_master.tif","2","","","","","","","","","","","Page 2","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002k6frg%2Fw631d267"
"Takamura (Kango) paintings","ark:/21198/zz002k6fs0/3k784c6b","ark:/21198/zz002k6fs0","2","Completed","Page","takamura/image/takamura21198-zz002k6fs0_2384127_master.tif","2","","","","","","","","","","","Page 2","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002k6fs0%2F3k784c6b"
"Takamura (Kango) paintings","ark:/21198/zz002k6fs0/8020pf0d","ark:/21198/zz002k6fs0","2","Completed","Page","takamura/image/takamura21198-zz002k6fs0_2384130_master.tif","3","","","","","","","","","","","Page 3","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002k6fs0%2F8020pf0d"
"Takamura (Kango) paintings","ark:/21198/zz002k6fs0/n806vr41","ark:/21198/zz002k6fs0","2","Completed","Page","takamura/image/takamura21198-zz002k6fs0_2384124_master.tif","1","","","","","","","","","","","Page 1","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002k6fs0%2Fn806vr41"
"Takamura (Kango) paintings","ark:/21198/zz002k6fth/4r61bh7n","ark:/21198/zz002k6fth","2","Completed","Page","takamura/image/takamura21198-zz002k6fth_2384596_master.tif","2","","","","","","","","","","","Page 2","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002k6fth%2F4r61bh7n"
"Takamura (Kango) paintings","ark:/21198/zz002k6fth/dn70362z","ark:/21198/zz002k6fth","2","Completed","Page","takamura/image/takamura21198-zz002k6fth_2384593_master.tif","1","","","","","","","","","","","Page 1","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002k6fth%2Fdn70362z"
