Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,viewingHint,Text direction,Visibility,IIIF Range,Type.typeOfResource,Type.genre,Rights.copyrightStatus,Language,Subject,Name.repository,Name.creator,Title,Relation.rectoVerso,Date.creation,Relation.isPartOf,Alt ID.local,AltTitle.uniform,Description.note,Format.dimensions,Description.abstract,Coverage.geographic,Date.normalized,Publisher.placeOfOrigin,Format.medium,Publisher.publisherName,Relation.textDirection,Format.extent,thumbnailImageName,masterImageName,Bucketeer State,IIIF Access URL
Medieval and Renaissance Manuscripts,ark:/21198/zz000rsv0t,ark:/21198/zz000rstf2,2,Completed,Page,medren/masters/21198-zz000rsv0t-1-master.tif,16,,,,,,,,,pd,,,,,Coll. 170. Ms. 348. Page 16,v,,,,,,,,,,,,,,,21198-zz000rsv0t-1-thumbnail.jpg,21198-zz000rsv0t-1-master.tif,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000rsv0t
Medieval and Renaissance Manuscripts,ark:/21198/zz000rsv1b,ark:/21198/zz000rstf2,2,Completed,Page,medren/masters/21198-zz000rsv1b-1-master.tif,17,,,,,,,,,pd,,,,,Coll. 170. Ms. 348. Page 17,r,,,,,,,,,,,,,,,21198-zz000rsv1b-1-thumbnail.jpg,21198-zz000rsv1b-1-master.tif,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000rsv1b
Medieval and Renaissance Manuscripts,ark:/21198/zz000rsv2v,ark:/21198/zz000rstf2,2,Completed,Page,medren/masters/21198-zz000rsv2v-1-master.tif,18,,,,,,,,,pd,,,,,Coll. 170. Ms. 348. Page 18,v,,,,,,,,,,,,,,,21198-zz000rsv2v-1-thumbnail.jpg,21198-zz000rsv2v-1-master.tif,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000rsv2v
Medieval and Renaissance Manuscripts,ark:/21198/zz000rsv3c,ark:/21198/zz000rstf2,2,Completed,Page,medren/masters/21198-zz000rsv3c-1-master.tif,19,,,,,,,,,pd,,,,,Coll. 170. Ms. 348. Page 19,r,,,,,,,,,,,,,,,21198-zz000rsv3c-1-thumbnail.jpg,21198-zz000rsv3c-1-master.tif,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000rsv3c
Medieval and Renaissance Manuscripts,ark:/21198/zz000rsv4w,ark:/21198/zz000rstf2,2,Completed,Page,medren/masters/21198-zz000rsv4w-1-master.tif,20,,,,,,,,,pd,,,,,Coll. 170. Ms. 348. Page 20,v,,,,,,,,,,,,,,,21198-zz000rsv4w-1-thumbnail.jpg,21198-zz000rsv4w-1-master.tif,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000rsv4w
Medieval and Renaissance Manuscripts,ark:/21198/zz000rsv5d,ark:/21198/zz000rstf2,2,Completed,Page,medren/masters/21198-zz000rsv5d-1-master.tif,21,,,,,,,,,pd,,,,,Coll. 170. Ms. 348. Page 21,r,,,,,,,,,,,,,,,21198-zz000rsv5d-1-thumbnail.jpg,21198-zz000rsv5d-1-master.tif,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000rsv5d
Medieval and Renaissance Manuscripts,ark:/21198/zz000rsv6x,ark:/21198/zz000rstf2,2,Completed,Page,medren/masters/21198-zz000rsv6x-1-master.tif,22,,,,,,,,,pd,,,,,Coll. 170. Ms. 348. Page 22,v,,,,,,,,,,,,,,,21198-zz000rsv6x-1-thumbnail.jpg,21198-zz000rsv6x-1-master.tif,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000rsv6x
Medieval and Renaissance Manuscripts,ark:/21198/zz000rsv7f,ark:/21198/zz000rstf2,2,Completed,Page,medren/masters/21198-zz000rsv7f-1-master.tif,23,,,,,,,,,pd,,,,,Coll. 170. Ms. 348. Page 23,r,,,,,,,,,,,,,,,21198-zz000rsv7f-1-thumbnail.jpg,21198-zz000rsv7f-1-master.tif,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000rsv7f
Medieval and Renaissance Manuscripts,ark:/21198/zz000rsv8z,ark:/21198/zz000rstf2,2,Completed,Page,medren/masters/21198-zz000rsv8z-1-master.tif,24,,,,,,,,,pd,,,,,Coll. 170. Ms. 348. Page 24,v,,,,,,,,,,,,,,,21198-zz000rsv8z-1-thumbnail.jpg,21198-zz000rsv8z-1-master.tif,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000rsv8z
Medieval and Renaissance Manuscripts,ark:/21198/zz000rsv9g,ark:/21198/zz000rstf2,2,Completed,Page,medren/masters/21198-zz000rsv9g-1-master.tif,25,,,,,,,,,pd,,,,,Coll. 170. Ms. 348. Page 25,r,,,,,,,,,,,,,,,21198-zz000rsv9g-1-thumbnail.jpg,21198-zz000rsv9g-1-master.tif,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000rsv9g
Medieval and Renaissance Manuscripts,ark:/21198/zz000rsvb0,ark:/21198/zz000rstf2,2,Completed,Page,medren/masters/21198-zz000rsvb0-1-master.tif,26,,,,,,,,,pd,,,,,Coll. 170. Ms. 348. Page 26,v,,,,,,,,,,,,,,,21198-zz000rsvb0-1-thumbnail.jpg,21198-zz000rsvb0-1-master.tif,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000rsvb0
Medieval and Renaissance Manuscripts,ark:/21198/zz000rsvch,ark:/21198/zz000rstf2,2,Completed,Page,medren/masters/21198-zz000rsvch-1-master.tif,27,,,,,,,,,pd,,,,,Coll. 170. Ms. 348. Page 27,r,,,,,,,,,,,,,,,21198-zz000rsvch-1-thumbnail.jpg,21198-zz000rsvch-1-master.tif,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000rsvch
Medieval and Renaissance Manuscripts,ark:/21198/zz000rsvd1,ark:/21198/zz000rstf2,2,Completed,Page,medren/masters/21198-zz000rsvd1-1-master.tif,28,,,,,,,,,pd,,,,,Coll. 170. Ms. 348. Page 28,v,,,,,,,,,,,,,,,21198-zz000rsvd1-1-thumbnail.jpg,21198-zz000rsvd1-1-master.tif,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000rsvd1
Medieval and Renaissance Manuscripts,ark:/21198/zz000rsvfj,ark:/21198/zz000rstf2,2,Completed,Page,medren/masters/21198-zz000rsvfj-1-master.tif,29,,,,,,,,,pd,,,,,Coll. 170. Ms. 348. Page 29,r,,,,,,,,,,,,,,,21198-zz000rsvfj-1-thumbnail.jpg,21198-zz000rsvfj-1-master.tif,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000rsvfj
Medieval and Renaissance Manuscripts,ark:/21198/zz000rsvg2,ark:/21198/zz000rstf2,2,Completed,Page,medren/masters/21198-zz000rsvg2-1-master.tif,30,,,,,,,,,pd,,,,,Coll. 170. Ms. 348. Page 30,v,,,,,,,,,,,,,,,21198-zz000rsvg2-1-thumbnail.jpg,21198-zz000rsvg2-1-master.tif,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000rsvg2
Medieval and Renaissance Manuscripts,ark:/21198/zz000rsvhk,ark:/21198/zz000rstf2,2,Completed,Page,medren/masters/21198-zz000rsvhk-1-master.tif,31,,,,,,,,,pd,,,,,Coll. 170. Ms. 348. Page 31,r,,,,,,,,,,,,,,,21198-zz000rsvhk-1-thumbnail.jpg,21198-zz000rsvhk-1-master.tif,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000rsvhk
Medieval and Renaissance Manuscripts,ark:/21198/zz000rsvj3,ark:/21198/zz000rstf2,2,Completed,Page,medren/masters/21198-zz000rsvj3-1-master.tif,32,,,,,,,,,pd,,,,,Coll. 170. Ms. 348. Page 32,v,,,,,,,,,,,,,,,21198-zz000rsvj3-1-thumbnail.jpg,21198-zz000rsvj3-1-master.tif,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000rsvj3
Medieval and Renaissance Manuscripts,ark:/21198/zz000rsvkm,ark:/21198/zz000rstf2,2,Completed,Page,medren/masters/21198-zz000rsvkm-1-master.tif,33,,,,,,,,,pd,,,,,Coll. 170. Ms. 348. Page 33,r,,,,,,,,,,,,,,,21198-zz000rsvkm-1-thumbnail.jpg,21198-zz000rsvkm-1-master.tif,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000rsvkm
Medieval and Renaissance Manuscripts,ark:/21198/zz000rsvm4,ark:/21198/zz000rstf2,2,Completed,Page,medren/masters/21198-zz000rsvm4-1-master.tif,34,,,,,,,,,pd,,,,,Coll. 170. Ms. 348. Page 34,v,,,,,,,,,,,,,,,21198-zz000rsvm4-1-thumbnail.jpg,21198-zz000rsvm4-1-master.tif,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000rsvm4
Medieval and Renaissance Manuscripts,ark:/21198/zz000rsvnn,ark:/21198/zz000rstf2,2,Completed,Page,medren/masters/21198-zz000rsvnn-1-master.tif,35,,,,,,,,,pd,,,,,Coll. 170. Ms. 348. Page 35,r,,,,,,,,,,,,,,,21198-zz000rsvnn-1-thumbnail.jpg,21198-zz000rsvnn-1-master.tif,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000rsvnn
Medieval and Renaissance Manuscripts,ark:/21198/zz000rsvp5,ark:/21198/zz000rstf2,2,Completed,Page,medren/masters/21198-zz000rsvp5-1-master.tif,36,,,,,,,,,pd,,,,,Coll. 170. Ms. 348. Page 36,v,,,,,,,,,,,,,,,21198-zz000rsvp5-1-thumbnail.jpg,21198-zz000rsvp5-1-master.tif,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000rsvp5
Medieval and Renaissance Manuscripts,ark:/21198/zz000rsvqp,ark:/21198/zz000rstf2,2,Completed,Page,medren/masters/21198-zz000rsvqp-1-master.tif,37,,,,,,,,,pd,,,,,Coll. 170. Ms. 348. Page 37,r,,,,,,,,,,,,,,,21198-zz000rsvqp-1-thumbnail.jpg,21198-zz000rsvqp-1-master.tif,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000rsvqp
Medieval and Renaissance Manuscripts,ark:/21198/zz000rsvr6,ark:/21198/zz000rstf2,2,Completed,Page,medren/masters/21198-zz000rsvr6-1-master.tif,38,,,,,,,,,pd,,,,,Coll. 170. Ms. 348. Page 38,v,,,,,,,,,,,,,,,21198-zz000rsvr6-1-thumbnail.jpg,21198-zz000rsvr6-1-master.tif,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000rsvr6
Medieval and Renaissance Manuscripts,ark:/21198/zz000rsvsq,ark:/21198/zz000rstf2,2,Completed,Page,medren/masters/21198-zz000rsvsq-1-master.tif,39,,,,,,,,,pd,,,,,Coll. 170. Ms. 348. Page 39,r,,,,,,,,,,,,,,,21198-zz000rsvsq-1-thumbnail.jpg,21198-zz000rsvsq-1-master.tif,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000rsvsq
Medieval and Renaissance Manuscripts,ark:/21198/zz000rsvt7,ark:/21198/zz000rstf2,2,Completed,Page,medren/masters/21198-zz000rsvt7-1-master.tif,40,,,,,,,,,pd,,,,,Coll. 170. Ms. 348. Page 40,v,,,,,,,,,,,,,,,21198-zz000rsvt7-1-thumbnail.jpg,21198-zz000rsvt7-1-master.tif,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000rsvt7
Medieval and Renaissance Manuscripts,ark:/21198/zz000rsvvr,ark:/21198/zz000rstf2,2,Completed,Page,medren/masters/21198-zz000rsvvr-1-master.tif,41,,,,,,,,,pd,,,,,Coll. 170. Ms. 348. Page 41,r,,,,,,,,,,,,,,,21198-zz000rsvvr-1-thumbnail.jpg,21198-zz000rsvvr-1-master.tif,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000rsvvr
Medieval and Renaissance Manuscripts,ark:/21198/zz000rsvw8,ark:/21198/zz000rstf2,2,Completed,Page,medren/masters/21198-zz000rsvw8-1-master.tif,42,,,,,,,,,pd,,,,,Coll. 170. Ms. 348. Page 42,v,,,,,,,,,,,,,,,21198-zz000rsvw8-1-thumbnail.jpg,21198-zz000rsvw8-1-master.tif,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000rsvw8
Medieval and Renaissance Manuscripts,ark:/21198/zz000rsvxs,ark:/21198/zz000rstf2,2,Completed,Page,medren/masters/21198-zz000rsvxs-1-master.tif,43,,,,,,,,,pd,,,,,Coll. 170. Ms. 348. Page 43,r,,,,,,,,,,,,,,,21198-zz000rsvxs-1-thumbnail.jpg,21198-zz000rsvxs-1-master.tif,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000rsvxs
Medieval and Renaissance Manuscripts,ark:/21198/zz000rsvz9,ark:/21198/zz000rstf2,2,Completed,Page,medren/masters/21198-zz000rsvz9-1-master.tif,44,,,,,,,,,pd,,,,,Coll. 170. Ms. 348. Page 44,v,,,,,,,,,,,,,,,21198-zz000rsvz9-1-thumbnail.jpg,21198-zz000rsvz9-1-master.tif,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000rsvz9
Medieval and Renaissance Manuscripts,ark:/21198/zz000rsw09,ark:/21198/zz000rstf2,2,Completed,Page,medren/masters/21198-zz000rsw09-1-master.tif,45,,,,,,,,,pd,,,,,Coll. 170. Ms. 348. Page 45,r,,,,,,,,,,,,,,,21198-zz000rsw09-1-thumbnail.jpg,21198-zz000rsw09-1-master.tif,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000rsw09
Medieval and Renaissance Manuscripts,ark:/21198/zz000rsw1t,ark:/21198/zz000rstf2,2,Completed,Page,medren/masters/21198-zz000rsw1t-1-master.tif,46,,,,,,,,,pd,,,,,Coll. 170. Ms. 348. Page 46,v,,,,,,,,,,,,,,,21198-zz000rsw1t-1-thumbnail.jpg,21198-zz000rsw1t-1-master.tif,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000rsw1t
Medieval and Renaissance Manuscripts,ark:/21198/zz000rsw2b,ark:/21198/zz000rstf2,2,Completed,Page,medren/masters/21198-zz000rsw2b-1-master.tif,47,,,,,,,,,pd,,,,,Coll. 170. Ms. 348. Page 47,r,,,,,,,,,,,,,,,21198-zz000rsw2b-1-thumbnail.jpg,21198-zz000rsw2b-1-master.tif,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000rsw2b
Medieval and Renaissance Manuscripts,ark:/21198/zz000rsw3v,ark:/21198/zz000rstf2,2,Completed,Page,medren/masters/21198-zz000rsw3v-1-master.tif,48,,,,,,,,,pd,,,,,Coll. 170. Ms. 348. Page 48,v,,,,,,,,,,,,,,,21198-zz000rsw3v-1-thumbnail.jpg,21198-zz000rsw3v-1-master.tif,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000rsw3v
Medieval and Renaissance Manuscripts,ark:/21198/zz000rsw4c,ark:/21198/zz000rstf2,2,Completed,Page,medren/masters/21198-zz000rsw4c-1-master.tif,49,,,,,,,,,pd,,,,,Coll. 170. Ms. 348. Page 49,r,,,,,,,,,,,,,,,21198-zz000rsw4c-1-thumbnail.jpg,21198-zz000rsw4c-1-master.tif,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000rsw4c
Medieval and Renaissance Manuscripts,ark:/21198/zz000rsw5w,ark:/21198/zz000rstf2,2,Completed,Page,medren/masters/21198-zz000rsw5w-1-master.tif,50,,,,,,,,,pd,,,,,Coll. 170. Ms. 348. Page 50,v,,,,,,,,,,,,,,,21198-zz000rsw5w-1-thumbnail.jpg,21198-zz000rsw5w-1-master.tif,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000rsw5w
Medieval and Renaissance Manuscripts,ark:/21198/zz000rswwr,ark:/21198/zz000rstf2,2,Completed,Page,medren/masters/21198-zz000rswwr-1-master.tif,51,,,,,,,,,pd,,,,,Coll. 170. Ms. 348. Page 51,r,,,,,,,,,,,,,,,21198-zz000rswwr-1-thumbnail.jpg,21198-zz000rswwr-1-master.tif,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000rswwr
Medieval and Renaissance Manuscripts,ark:/21198/zz000rswx8,ark:/21198/zz000rstf2,2,Completed,Page,medren/masters/21198-zz000rswx8-1-master.tif,52,,,,,,,,,pd,,,,,Coll. 170. Ms. 348. Page 52,v,,,,,,,,,,,,,,,21198-zz000rswx8-1-thumbnail.jpg,21198-zz000rswx8-1-master.tif,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000rswx8
Medieval and Renaissance Manuscripts,ark:/21198/zz000rswzs,ark:/21198/zz000rstf2,2,Completed,Page,medren/masters/21198-zz000rswzs-1-master.tif,53,,,,,,,,,pd,,,,,Coll. 170. Ms. 348. Page 53,r,,,,,,,,,,,,,,,21198-zz000rswzs-1-thumbnail.jpg,21198-zz000rswzs-1-master.tif,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000rswzs
Medieval and Renaissance Manuscripts,ark:/21198/zz000rsx0s,ark:/21198/zz000rstf2,2,Completed,Page,medren/masters/21198-zz000rsx0s-1-master.tif,54,,,,,,,,,pd,,,,,Coll. 170. Ms. 348. Page 54,v,,,,,,,,,,,,,,,21198-zz000rsx0s-1-thumbnail.jpg,21198-zz000rsx0s-1-master.tif,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000rsx0s
Medieval and Renaissance Manuscripts,ark:/21198/zz000rsx19,ark:/21198/zz000rstf2,2,Completed,Page,medren/masters/21198-zz000rsx19-1-master.tif,55,,,,,,,,,pd,,,,,Coll. 170. Ms. 348. Page 55,r,,,,,,,,,,,,,,,21198-zz000rsx19-1-thumbnail.jpg,21198-zz000rsx19-1-master.tif,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000rsx19
Medieval and Renaissance Manuscripts,ark:/21198/zz000rsx2t,ark:/21198/zz000rstf2,2,Completed,Page,medren/masters/21198-zz000rsx2t-1-master.tif,56,,,,,,,,,pd,,,,,Coll. 170. Ms. 348. Page 56,v,,,,,,,,,,,,,,,21198-zz000rsx2t-1-thumbnail.jpg,21198-zz000rsx2t-1-master.tif,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000rsx2t
Medieval and Renaissance Manuscripts,ark:/21198/zz000rsx3b,ark:/21198/zz000rstf2,2,Completed,Page,medren/masters/21198-zz000rsx3b-1-master.tif,57,,,,,,,,,pd,,,,,Coll. 170. Ms. 348. Page 57,r,,,,,,,,,,,,,,,21198-zz000rsx3b-1-thumbnail.jpg,21198-zz000rsx3b-1-master.tif,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000rsx3b
Medieval and Renaissance Manuscripts,ark:/21198/zz000rsx4v,ark:/21198/zz000rstf2,2,Completed,Page,medren/masters/21198-zz000rsx4v-1-master.tif,58,,,,,,,,,pd,,,,,Coll. 170. Ms. 348. Page 58,v,,,,,,,,,,,,,,,21198-zz000rsx4v-1-thumbnail.jpg,21198-zz000rsx4v-1-master.tif,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000rsx4v
Medieval and Renaissance Manuscripts,ark:/21198/zz000rsx5c,ark:/21198/zz000rstf2,2,Completed,Page,medren/masters/21198-zz000rsx5c-1-master.tif,59,,,,,,,,,pd,,,,,Coll. 170. Ms. 348. Page 59,r,,,,,,,,,,,,,,,21198-zz000rsx5c-1-thumbnail.jpg,21198-zz000rsx5c-1-master.tif,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000rsx5c
Medieval and Renaissance Manuscripts,ark:/21198/zz000rsx6w,ark:/21198/zz000rstf2,2,Completed,Page,medren/masters/21198-zz000rsx6w-1-master.tif,60,,,,,,,,,pd,,,,,Coll. 170. Ms. 348. Page 60,v,,,,,,,,,,,,,,,21198-zz000rsx6w-1-thumbnail.jpg,21198-zz000rsx6w-1-master.tif,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000rsx6w
