Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,Rights.copyrightStatus,Rights.publicationStatus,Language,Type.typeOfResource,Type.genre,Subject.conceptTopic,Subject geographic,Name.creator,Name.repository,Note,Title,Alt ID.local,Date.creation,Date.normalized,Description.fundingNote,Publisher.publisherName,Format.extent,Publisher.placeOfOrigin,Description.note,Coverage.geographic,AltTitle.translated,AltTitle.descriptive,Alt ID.lccn,Alt ID.oclc,Alt ID.url,Bucketeer State,IIIF Access URL
East Asian Maps in the Bruman Collection,ark:/21198/zz002hgf2w,ark:/21198/zz002hc63p,10,Completed with minimal metadata,Work,Masters/Maps/east_asian_maps/image/Monograph_Maps/srgb/G7802_1_9M_USMD_1904.tif,934,,,pd,,eng,cartographic,map,,Korea--Maps|~|Manchuria (China)--Maps,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",southernmost:N0320000|~|westernmost:E1180000|~|northernmost:N0480000|~|easternmost:E1340000,"Map Of Korea And Manchuria / Prepared By The Second Division, General Staff (Military Information Division), War Department.",G7802_1_9M_USMD_1904|~|Monograph_Maps,1904,1904,Access to this collection is generously supported by Sammy Yukuan Lee Foundation.,,,,,Manchuria (China)|~|Korea,,,,,,failed,
East Asian Maps in the Bruman Collection,ark:/21198/zz002hghg2,ark:/21198/zz002hc63p,10,Completed with minimal metadata,Work,Masters/Maps/east_asian_maps/image/Monograph_Maps/srgb/G7824_50_AMS_1945_ED2.tif,1004,,,pd,,eng,cartographic,map,,"Tong Zhou (Beijing, China)--Maps",,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",easternmost:E1165000|~|northernmost:N0400000|~|westernmost:E1163500|~|southernmost:N0395000,Tungchow,G7824_50_AMS_1945_ED2|~|Monograph_Maps,1945,1945,Access to this collection is generously supported by Sammy Yukuan Lee Foundation.,,,,2nd ed.,"Tong Zhou (Beijing, China)|~|50000",,,,,,failed,
East Asian Maps in the Bruman Collection,ark:/21198/zz002hghhk,ark:/21198/zz002hc63p,10,Completed with minimal metadata,Work,Masters/Maps/east_asian_maps/image/Monograph_Maps/srgb/G7824_CANTON_NS_HUP_1665_1965.tif,1005,,,pd,,eng|~|fre,cartographic,map,,Canton--Maps,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,Canton,G7824_CANTON_NS_HUP_1665_1965|~|Monograph_Maps,1965,1965,Access to this collection is generously supported by Sammy Yukuan Lee Foundation.,,,,,Canton,KANTON.,,,,,failed,
East Asian Maps in the Bruman Collection,ark:/21198/zz002hghj3,ark:/21198/zz002hc63p,10,Completed with minimal metadata,Work,Masters/Maps/east_asian_maps/image/Monograph_Maps/srgb/G7824_Dalny.tif,1006,,,pd,,eng,cartographic,map,,"Dalian (Liaoning Sheng, China)--Maps",,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,Map Of Dalny,G7824_Dalny|~|Monograph_Maps,,,Access to this collection is generously supported by Sammy Yukuan Lee Foundation.,,,,,"Dalian (Liaoning Sheng, China)|~|10000",,,,,,failed,
East Asian Maps in the Bruman Collection,ark:/21198/zz002hghkm,ark:/21198/zz002hc63p,10,Completed with minimal metadata,Work,Masters/Maps/east_asian_maps/image/Monograph_Maps/srgb/G7824_Harbin_1933.tif,1007,,,pd,,rus|~|eng,cartographic,map,,Harbin (China)--Maps,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,大哈爾濱圖,G7824_Harbin_1933|~|Monograph_Maps,1933,1933,Access to this collection is generously supported by Sammy Yukuan Lee Foundation.,,,,,Harbin (China),,,,,,failed,
East Asian Maps in the Bruman Collection,ark:/21198/zz002hghm4,ark:/21198/zz002hc63p,10,Completed with minimal metadata,Work,Masters/Maps/east_asian_maps/image/Monograph_Maps/srgb/G7824_N3_10.tif,1008,,,pd,,chi,cartographic,map,,"Nanjing (Jiangsu Sheng, China)--Maps",,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,南京最新全圖,G7824_N3_10|~|Monograph_Maps,民國十九年七月,1930-07,Access to this collection is generously supported by Sammy Yukuan Lee Foundation.,,,,,"Nanjing (Jiangsu Sheng, China)",,,,,,failed,
East Asian Maps in the Bruman Collection,ark:/21198/zz002hghnn,ark:/21198/zz002hc63p,10,Completed with minimal metadata,Work,Masters/Maps/east_asian_maps/image/Monograph_Maps/srgb/G7824_N3_15_1928.tif,1009,,,pd,,chi,cartographic,map,,"Nanjing (Jiangsu Sheng, China)--Maps",,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,The Map Of Nanking City,G7824_N3_15_1928|~|Monograph_Maps,中華民國十七年三月三,1928-03-03,Access to this collection is generously supported by Sammy Yukuan Lee Foundation.,,,,,"Nanjing (Jiangsu Sheng, China)",南京城市全圖,,,,,failed,
East Asian Maps in the Bruman Collection,ark:/21198/zz002hghp5,ark:/21198/zz002hc63p,5,Imported,Work,Masters/Maps/east_asian_maps/image/Monograph_Maps/srgb/G7824_NS_NP_ND.tif,1010,,,pd,,chi|~|eng,cartographic,map,Shanghai (China)--Maps,,Shanghai ren min mei shu chu ban she.,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,Shanghai shi shi qu tu = : Map of Shanghai proper,G7824_NS_NP_ND|~|Monograph_Maps,1983|~|[1983?],,Access to this collection is generously supported by Sammy Yukuan Lee Foundation.,Sanghai ren min mei shu chu ban she,1 map : col. ; 49 x 68 cm.,"[Shanghai, China]|~|cc","Chinese and English.|~|Includes index to selected buildings and inset of ""Map of Shanghai Municipality.""",Shanghai (China),,Map of Shanghai proper,85693777,,,failed,
East Asian Maps in the Bruman Collection,ark:/21198/zz002hghqp,ark:/21198/zz002hc63p,10,Completed with minimal metadata,Work,Masters/Maps/east_asian_maps/image/Monograph_Maps/srgb/G7824_P5_20_SHM_1932.tif,1011,,,pd,,fre,cartographic,map,,Shanghai (China)--Maps,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",southernmost:N0311530|~|easternmost:E1213500|~|westernmost:E1212700|~|northernmost:N0312530,Shanghai Region,G7824_P5_20_SHM_1932|~|Monograph_Maps,1932,1932,Access to this collection is generously supported by Sammy Yukuan Lee Foundation.,,,,,Shanghai (China),RIVIERE WHANGPOO,,,,,failed,
East Asian Maps in the Bruman Collection,ark:/21198/zz002hghr6,ark:/21198/zz002hc63p,10,Completed with minimal metadata,Work,Masters/Maps/east_asian_maps/image/Monograph_Maps/srgb/G7824_P5_6M_JHD_1935.tif,1012,,,pd,,eng|~|jpn,cartographic,map,,Canton--Maps,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",northernmost:N0230700|~|southernmost:N0223000|~|westernmost:E1131300|~|easternmost:E1131500,Canton Harbour,G7824_P5_6M_JHD_1935|~|Monograph_Maps,1935,1935,Access to this collection is generously supported by Sammy Yukuan Lee Foundation.,,,,,Canton|~|6000,廣東港,,,,,failed,
East Asian Maps in the Bruman Collection,ark:/21198/zz002hghsq,ark:/21198/zz002hc63p,10,Completed with minimal metadata,Work,Masters/Maps/east_asian_maps/image/Monograph_Maps/srgb/G7824_Peking_HUP_1765_1965.tif,1013,,,pd,,fre,cartographic,map,,Beijing (China)--Maps,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,Plan De La Ville Tartare De Peking,G7824_Peking_HUP_1765_1965|~|Monograph_Maps,1965,1965,Access to this collection is generously supported by Sammy Yukuan Lee Foundation.,,,,,Beijing (China),,,,,,failed,
East Asian Maps in the Bruman Collection,ark:/21198/zz002hght7,ark:/21198/zz002hc63p,10,Completed with minimal metadata,Work,Masters/Maps/east_asian_maps/image/Monograph_Maps/srgb/G7824_R_Shanghai.tif,1014,,,pd,,chi,cartographic,map,,Shanghai (China)--Maps,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,最近中日戰爭區域形勢全圖,G7824_R_Shanghai|~|Monograph_Maps,,,Access to this collection is generously supported by Sammy Yukuan Lee Foundation.,,,,,Shanghai (China),,,,,,failed,
East Asian Maps in the Bruman Collection,ark:/21198/zz002hghw8,ark:/21198/zz002hc63p,10,Completed with minimal metadata,Work,Masters/Maps/east_asian_maps/image/Monograph_Maps/srgb/G7824_Shanghai.tif,1016,,,pd,,eng,cartographic,map,,Shanghai (China)--Maps,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,Cook'S Plan Of The Foreign Settlements Of Shanghai,G7824_Shanghai|~|Monograph_Maps,,,Access to this collection is generously supported by Sammy Yukuan Lee Foundation.,,,,,Shanghai (China),,,,,,failed,
East Asian Maps in the Bruman Collection,ark:/21198/zz002hgjs6,ark:/21198/zz002hc63p,2,Completed,Work,Masters/Maps/east_asian_maps/image/Monograph_Maps/srgb/G7881_A_7_5M_OSS_1942.tif,1042,,,pd,,eng,cartographic,map,Xinjiang Uygur Zizhiqu (China)--Maps,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",westernmost:E0720000|~|easternmost:E0960000|~|northernmost:N0480000|~|southernmost:N0360000,Sinkiang Province,G7881_A_7_5M_OSS_1942|~|Monograph_Maps,1942,,Access to this collection is generously supported by Sammy Yukuan Lee Foundation.,OSS],1 map ; 24 x 26 cm.,"dcu|~|[Washington, D.C.?","Drawn in the Geography Division, OSS.|~|""Map no. 867.""",Xinjiang Uygur Zizhiqu (China)|~|7700000,,,,,,failed,
East Asian Maps in the Bruman Collection,ark:/21198/zz002hgjtq,ark:/21198/zz002hc63p,2,Completed,Work,Masters/Maps/east_asian_maps/image/Monograph_Maps/srgb/G7881_H1_J1_7M_OSS_1942.tif,1043,,,pd,,eng,cartographic,map,Mines and mineral resources--Sinkiang Uighur Autonomous Region--Maps|~|Mines and mineral resources--China--Xinjiang Uygur Zizhiqu--Maps|~|Agriculture--China--Xinjiang Uygur Zizhiqu--Maps,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",southernmost:N0340000|~|westernmost:E0720000|~|northernmost:N0500000|~|easternmost:E0980000,Agriculture and minerals of Sinkiang,G7881_H1_J1_7M_OSS_1942|~|Monograph_Maps,1942,,Access to this collection is generously supported by Sammy Yukuan Lee Foundation.,"Geography Division, O.S.S.",1 map ; 30 x 33 cm.,"dcu|~|[Washington, D.C.?]","Provisional ed.|~|""Map no. 729.""",China|~|Xinjiang Uygur Zizhiqu|~|Sinkiang Uighur Autonomous Region|~|6900000,,,,,,failed,
East Asian Maps in the Bruman Collection,ark:/21198/zz002hgjv7,ark:/21198/zz002hc63p,2,Completed,Work,Masters/Maps/east_asian_maps/image/Monograph_Maps/srgb/G7881_P1_7_3M_OSS_1943_EDProv.tif,1044,,,pd,,eng,cartographic,map,Xinjiang Uygur Zizhiqu (China)--Road maps|~|Communication--China--Xinjiang Uygur Zizhiqu--Maps,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",easternmost:E0940000|~|northernmost:N0500000|~|southernmost:N0340000|~|westernmost:E0720000,Roads and communications of Sinkiang,G7881_P1_7_3M_OSS_1943_EDProv|~|Monograph_Maps,1943,,Access to this collection is generously supported by Sammy Yukuan Lee Foundation.,"Geography Division, O.S.S.",1 map ; 29 x 32 cm.,"[Washington, D.C.?]|~|dcu","Provisional ed. (1st rev.).|~|""Map no. 726.""|~|Provisional (1st Revision) ed.",China|~|Xinjiang Uygur Zizhiqu (China)|~|7000000,,,,,,failed,
East Asian Maps in the Bruman Collection,ark:/21198/zz002hgjwr,ark:/21198/zz002hc63p,10,Completed with minimal metadata,Work,Masters/Maps/east_asian_maps/image/Monograph_Maps/srgb/G7882_1_5M_17MK_1942.tif,1045,,,pd,,eng,cartographic,map,,Xinjiang Uygur Zizhiqu (China)--Maps,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",easternmost:E0810000|~|northernmost:N0420000|~|southernmost:N0360000|~|westernmost:E0720000,Central Asia Kirgizkaya S.S.R - Tyan Shan Mts,G7882_1_5M_17MK_1942|~|Monograph_Maps,1942,1942,Access to this collection is generously supported by Sammy Yukuan Lee Foundation.,,,,,XinJiang Yygur Zizhiqu (China0,,,,,,failed,
East Asian Maps in the Bruman Collection,ark:/21198/zz002hgjx8,ark:/21198/zz002hc63p,10,Completed with minimal metadata,Work,Masters/Maps/east_asian_maps/image/Monograph_Maps/srgb/G7891_A1_5_5M_OSS_1943.tif,1046,,,pd,,eng,cartographic,map,,Tibet Autonomous Region (China)--Maps,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",westernmost:E0800000|~|easternmost:E0920000|~|southernmost:N0280000|~|northernmost:N0360000,Tibet Board Of Economic Warefare,G7891_A1_5_5M_OSS_1943|~|Monograph_Maps,3 March 1943,1943-03-03,Access to this collection is generously supported by Sammy Yukuan Lee Foundation.,,,,,Tibet Autonomous Region (China),,,,,,failed,
East Asian Maps in the Bruman Collection,ark:/21198/zz002hgjzs,ark:/21198/zz002hc63p,10,Completed with minimal metadata,Work,Masters/Maps/east_asian_maps/image/Monograph_Maps/srgb/G7891_Lhasa_16_RGS_1906.tif,1047,,,pd,,eng,cartographic,map,,Tibet Autonomous Region (China)--Maps,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,Plan Of Lhasa,G7891_Lhasa_16_RGS_1906|~|Monograph_Maps,1906,1906,Access to this collection is generously supported by Sammy Yukuan Lee Foundation.,,,,,Tibet Autonomous Region (China0|~|16000,,,,,,failed,
East Asian Maps in the Bruman Collection,ark:/21198/zz002hgk0s,ark:/21198/zz002hc63p,10,Completed with minimal metadata,Work,Masters/Maps/east_asian_maps/image/Monograph_Maps/srgb/G7892_1M_S1_1920.tif,1048,,,pd,,eng,cartographic,map,,China--Maps,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",easternmost:E0920000|~|northernmost:N0360000|~|southernmost:N0320000|~|westernmost:E0880000,Ed Dzong,G7892_1M_S1_1920|~|Monograph_Maps,1920,1920,Access to this collection is generously supported by Sammy Yukuan Lee Foundation.,,,,,China,,,,,,failed,
East Asian Maps in the Bruman Collection,ark:/21198/zz002hgk19,ark:/21198/zz002hc63p,10,Completed with minimal metadata,Work,Masters/Maps/east_asian_maps/image/Monograph_Maps/srgb/G7894.tif,1049,,,pd,,eng,cartographic,map,,Tibet Autonomous Region (China)--Maps,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,Lhasa-The Mecca Of The Buddhist Faith,G7894|~|Monograph_Maps,1916,1916,Access to this collection is generously supported by Sammy Yukuan Lee Foundation.,,,,,Tibet Autonomous Region (China),,,,,,failed,
East Asian Maps in the Bruman Collection,ark:/21198/zz002hgk2t,ark:/21198/zz002hc63p,10,Completed with minimal metadata,Work,Masters/Maps/east_asian_maps/image/Monograph_Maps/srgb/G7896_P2_5M_OSS_1943_EDProv.tif,1050,,,pd,,eng,cartographic,map,,East Asia--Maps,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",easternmost:E1180000|~|southernmost:N0380000|~|westernmost:E0900000|~|northernmost:N0520000,Outer Mongolia And Tannu Tuva,G7896_P2_5M_OSS_1943_EDProv|~|Monograph_Maps,29 March 1943,1943-03-29,Access to this collection is generously supported by Sammy Yukuan Lee Foundation.,,,,Provisional ed.,East Asia,,,,,,failed,
