Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,Rights.copyrightStatus,Rights.publicationStatus,Language,Type.typeOfResource,Type.genre,Subject.conceptTopic,Subject geographic,Name.creator,Name.repository,Note,Title,Alt ID.local,Date.creation,Date.normalized,Description.fundingNote,Publisher.publisherName,Format.extent,Publisher.placeOfOrigin,Description.note,Coverage.geographic,AltTitle.translated,AltTitle.descriptive,Alt ID.lccn,Alt ID.oclc,Alt ID.url,Bucketeer State,IIIF Access URL
East Asian Maps in the Bruman Collection,ark:/21198/zz002hf5kb,ark:/21198/zz002hc63p,2,Completed,Work,Masters/Maps/east_asian_maps/image/Monograph_Maps/srgb/G7961_J1_6M_BEW_1942_ED1.tif,728,,,pd_usfed,,eng,cartographic,map,Japan--Maps|~|Agriculture--Japan--Maps,,United States. Board of Economic Warfare.|~|United States. Office of Strategic Services. Research and Analysis Branch. Geography Division.,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",southernmost:N0340000|~|westernmost:E1260000|~|northernmost:N0420000|~|easternmost:E1480000,Agriculture in Japan,G7961_J1_6M_BEW_1942_ED1|~|Monograph_Maps,1942,,Access to this collection is generously supported by Sammy Yukuan Lee Foundation.,Office of Strategic Services,1 map ; 30 x 36 cm.,"[Washington, D.C.]|~|dcu","Dated; June 23, 1942.|~|Data prepared by Economic Analysis Section, Far Eastern Division, Board of Economic Warfare ; drawn in the Geography Division, Office of Strategic Services.|~|1st ed.",Japan|~|5700000,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hf5kb
East Asian Maps in the Bruman Collection,ark:/21198/zz002hf5mv,ark:/21198/zz002hc63p,10,Completed with minimal metadata,Work,Masters/Maps/east_asian_maps/image/Monograph_Maps/srgb/G7961_J61_14M_OSS_1944.tif,729,,,pd_usfed,,eng,cartographic,map,Wheat--Japan--Maps|~|Rice--Japan--Maps,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",westernmost:E1260000|~|easternmost:E1460000|~|northernmost:N0440000|~|southernmost:N0300000,"Japan, acreage of rice by prefectures, 1939 ; Japan, acreage of wheat by prefectures, 1939",G7961_J61_14M_OSS_1944|~|Monograph_Maps,1944,,Access to this collection is generously supported by Sammy Yukuan Lee Foundation.,"Reproduction Branch, OSS",2 maps on 1 sheet ; 34 x 20 cm.,"[Washington, D.C.?]|~|dcu","""No. A-5411.""|~|R & A, OSS.",Japan|~|13700000,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hf5mv
East Asian Maps in the Bruman Collection,ark:/21198/zz002hf5nc,ark:/21198/zz002hc63p,10,Completed with minimal metadata,Work,Masters/Maps/east_asian_maps/image/Monograph_Maps/srgb/G7961_K2_3M_SCAP_1947.tif,730,,,pd_usfed,,eng,cartographic,map,Forests and forestry--Japan--Maps,Japan--Maps,Supreme Commander for the Allied Powers. Natural Resources Section.|~|Japan. Nōrinshō.,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",westernmost:E1300000|~|easternmost:E1440000|~|northernmost:N0460000|~|southernmost:N0280000,Forest types of Japan : March 1947,G7961_K2_3M_SCAP_1947|~|Monograph_Maps,1947|~|March 1947,1947-03,Access to this collection is generously supported by Sammy Yukuan Lee Foundation.,Natural Resources Section GHQ SCAP,1 map : col. ; 64 x 47 cm.,dcu|~|[Washington?],"Source: Bureau of Forestry, Ministry of Agriculture and Forestry.",Japan|~|3000000,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hf5nc
East Asian Maps in the Bruman Collection,ark:/21198/zz002hf5pw,ark:/21198/zz002hc63p,2,Completed,Work,Masters/Maps/east_asian_maps/image/Monograph_Maps/srgb/G7961_M1_2_7M_OSS_1945_EDProv.tif,731,,,pd_usfed,,eng,cartographic,map|~|Topographic maps.|~|Physical maps.,Japan--Maps|~|Industrial concentration--Japan--Maps|~|Industries--Japan--Maps,,Buyōdō,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",westernmost:E1300000|~|southernmost:N0320000|~|northernmost:N0410000|~|easternmost:E1410000,Japan : industrial concentration by prefectures,G7961_M1_2_7M_OSS_1945_EDProv|~|Monograph_Maps,Shōwa 43 (1968)|~|1945,,Access to this collection is generously supported by Sammy Yukuan Lee Foundation.,"Buyōdō|~|Reproduction Branch, Office of Strategic Services]","23 maps : col. ; 92 x 103 cm. or smaller., folded in cover 27 x 13 cm.|~|1 map : col. ; 42 x 42 cm.",[Washington|~|dcu|~|Tōkyō|~|ja,"21 Aug. 1945.|~|Includes index map to adjoining sheets, coverage diagram, and glossaries.|~|""Degree of industrial concentration ... in 1943.""|~|Relief represented by shading.|~|Includes inset of Hokkaido.|~|""No. 8120--R & A, OSS.""|~|""Provisional edition.""|~|Provisional ed.",Japan|~|2500000|~|2800000,,General map,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hf5pw
East Asian Maps in the Bruman Collection,ark:/21198/zz002hf5qd,ark:/21198/zz002hc63p,2,Completed,Work,Masters/Maps/east_asian_maps/image/Monograph_Maps/srgb/G7961_N42_3_5M_OSS_1944_EDProv.tif,732,,,pd_usfed,,eng,cartographic,map,Japan--Maps|~|Public utilities--Japan--Maps|~|Gas companies--Japan--Maps,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",easternmost:E1420000|~|northernmost:N0420000|~|westernmost:E1300000|~|southernmost:N0300000,Japan : public utility gas installations (1938),G7961_N42_3_5M_OSS_1944_EDProv|~|Monograph_Maps,1944,,Access to this collection is generously supported by Sammy Yukuan Lee Foundation.,Office of Strategic Services],1 map : col. ; 47 x 35 cm.,[Washington|~|dcu,"11 Dec. 1944.|~|""Provisional edition.""|~|Includes inset of Hokkaido.|~|""No. 5596--R & A, OSS.""|~|Provisional ed.",Japan|~|3400000,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hf5qd
East Asian Maps in the Bruman Collection,ark:/21198/zz002hf5rx,ark:/21198/zz002hc63p,2,Completed,Work,Masters/Maps/east_asian_maps/image/Monograph_Maps/srgb/G7961_N44_3M_OSS_1945_EDProv.tif,733,,,pd_usfed,,eng,cartographic,map,Japan--Maps|~|Waterworks--Japan--Maps,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",westernmost:E1290000|~|northernmost:N0410000|~|easternmost:E1420000|~|southernmost:N0310000,Japan : distribution of waterworks,G7961_N44_3M_OSS_1945_EDProv|~|Monograph_Maps,1945,,Access to this collection is generously supported by Sammy Yukuan Lee Foundation.,OSS,1 map : col. ; 42 x 40 cm.,"[Washington, D.C.]|~|dcu",Includes glossary and table: Reliability of data.|~|Inset: Hokkaidō.|~|Dated: 15 January 1945.|~|Provisional ed.,Japan|~|2850000,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hf5rx
East Asian Maps in the Bruman Collection,ark:/21198/zz002hf5sf,ark:/21198/zz002hc63p,10,Completed with minimal metadata,Work,Masters/Maps/east_asian_maps/image/Monograph_Maps/srgb/G7961_P2_1M_AMS_1945_ED1_Part1.tif,734,,,pd_usfed,,eng,cartographic,map,,Japan--Maps,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",westernmost:E1400000|~|easternmost:E1460000|~|northernmost:N0460000|~|southernmost:N0410000,Northern Japan,G7961_P2_1M_AMS_1945_ED1_Part1|~|Monograph_Maps,1945,1945,Access to this collection is generously supported by Sammy Yukuan Lee Foundation.,,,,1st ed.,Japan,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hf5sf
East Asian Maps in the Bruman Collection,ark:/21198/zz002hf5vg,ark:/21198/zz002hc63p,10,Completed with minimal metadata,Work,Masters/Maps/east_asian_maps/image/Monograph_Maps/srgb/G7961_P2_1M_AMS_1945_ED1_Part3.tif,736,,,pd_usfed,,eng,cartographic,map,,Japan--Maps,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",westernmost:E1290000|~|southernmost:N0310000|~|northernmost:N0360000,Southern Japan,G7961_P2_1M_AMS_1945_ED1_Part3|~|Monograph_Maps,1945,1945,Access to this collection is generously supported by Sammy Yukuan Lee Foundation.,,,,1st ed.,Japan,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hf5vg
East Asian Maps in the Bruman Collection,ark:/21198/zz002hf5w0,ark:/21198/zz002hc63p,10,Completed with minimal metadata,Work,Masters/Maps/east_asian_maps/image/Monograph_Maps/srgb/G7961_P2_P55_3M_OSS_1945_EDProv.tif,737,,,pd_usfed,,eng,cartographic,map,Roads--Japan--Maps|~|Harbors--Japan--Maps,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",northernmost:N0410000|~|westernmost:E1290000|~|easternmost:E1420000|~|southernmost:N0310000,"Japan, motor roads and ports",G7961_P2_P55_3M_OSS_1945_EDProv|~|Monograph_Maps,1945,,Access to this collection is generously supported by Sammy Yukuan Lee Foundation.,Office of Strategic Services],1 map : col. ; 42 x 40 cm.,dcu|~|[Washington,"2 Feb. 1945.|~|""No. 5833--R & A, OSS.""|~|Relief represented by shading.|~|Includes inset of Hokkaido.|~|""Provisional edition.""|~|Provisional ed.",Japan|~|2950000,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hf5w0
East Asian Maps in the Bruman Collection,ark:/21198/zz002hf601,ark:/21198/zz002hc63p,2,Completed,Work,Masters/Maps/east_asian_maps/image/Monograph_Maps/srgb/G7961_P3_2M_OSS_1945_EDProv.tif,740,,,pd,,eng,cartographic,map,Japan--Maps,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",westernmost:E1290000|~|southernmost:N0320000|~|northernmost:N01410000|~|easternmost:E1410000,Japan,G7961_P3_2M_OSS_1945_EDProv|~|Monograph_Maps,1945,,Access to this collection is generously supported by Sammy Yukuan Lee Foundation.,OSS,1 map ; 59 x 58 cm.,"dcu|~|[Washington, D.C.]","Indicates railroads.|~|Dated: 9 June 1945.|~|""No. 7162.""|~|Provisional ed.",Japan|~|2000000,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hf601
East Asian Maps in the Bruman Collection,ark:/21198/zz002hf61j,ark:/21198/zz002hc63p,2,Completed,Work,Masters/Maps/east_asian_maps/image/Monograph_Maps/srgb/G7961_P3_3M_OSS_1945_EDProv.tif,741,,,pd,,eng,cartographic,map,Japan--Maps|~|Railroads--Japan--Maps,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",northernmost: N0450000|~|southernmost: N0310000|~|westernmost: E1290000|~|easternmost: E1460000,Japan : railroads and railroad facilities,G7961_P3_3M_OSS_1945_EDProv|~|Monograph_Maps,1945,,Access to this collection is generously supported by Sammy Yukuan Lee Foundation.,"Reproduction Branch, Office of Strategic Services",1 map : col. ; 42 x 40 cm.,dcu|~|[Washington],"3 Jan. 1945.|~|""No. 5832--R & A, OSS.""|~|Relief represented by shading.|~|""Provisional edition.""|~|Includes insets of Hokkaido and the Tokyo region.|~|Provisional ed.",Japan|~|2950000,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hf61j
East Asian Maps in the Bruman Collection,ark:/21198/zz002hf622,ark:/21198/zz002hc63p,2,Completed,Work,Masters/Maps/east_asian_maps/image/Monograph_Maps/srgb/G7961_P3_4M_COI_1942.tif,742,,,pd,,eng,cartographic,map,Railroads--Japan--Maps,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",westernmost: E1300000|~|easternmost: E1420000|~|southernmost: N0340000|~|northernmost:N0400000,"Japan, railroad network",G7961_P3_4M_COI_1942|~|Monograph_Maps,1942],,Access to this collection is generously supported by Sammy Yukuan Lee Foundation.,OSS,1 map ; 25 x 36 cm.,[Washington|~|dcu,"Feb. 28, 1942.|~|""Map No. 338.""|~|compiled and drawn in the Geographic Division, C.O.I.|~|Includes insets of Hokkaido, Karafuto, Taiwan and Okinawa.",Japan|~|3800000,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hf622
East Asian Maps in the Bruman Collection,ark:/21198/zz002hf63k,ark:/21198/zz002hc63p,2,Completed,Work,Masters/Maps/east_asian_maps/image/Monograph_Maps/srgb/G7961_P55_4M_OSS_1945_EDProv.tif,743,,,pd,,eng,cartographic,map|~|Thematic maps.,Shipping--Japan--Maps,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",westernmost:E1300000|~|northernmost:N0420000|~|easternmost:E1420000|~|southernmost:N0300000,Japan : ports of greatest shipping activity 1934 (entrances and clearances of vessels in gross tons),G7961_P55_4M_OSS_1945_EDProv|~|Monograph_Maps,1945,,Access to this collection is generously supported by Sammy Yukuan Lee Foundation.,"Reproduction Branch, OSS",1 map : col. ; 42 x 31 cm.,"dcu|~|[Washington, D.C.]","Dated: 1 September 1945.|~|Indicates gross tonnage and proportion of sailing vessels.|~|Inset: Japan secondary ports.|~|""No. 6172 -- R & A, OSS.""|~|Provisional ed.",Japan|~|3500000,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hf63k
East Asian Maps in the Bruman Collection,ark:/21198/zz002hf643,ark:/21198/zz002hc63p,2,Completed,Work,Masters/Maps/east_asian_maps/image/Monograph_Maps/srgb/G7961_P95_3M_OSS_1941_EDProv.tif,744,,,pd,,eng,cartographic,map,Telegraph--Japan--Maps|~|Telephone--Japan--Maps|~|Radio stations--Japan--Maps,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",southernmost: N0310000|~|northernmost: N0440000|~|westernmost: E1290000|~|easternmost: E1460000,"Japan, radiotelephone and radiotelegraph stations : 1941",G7961_P95_3M_OSS_1941_EDProv|~|Monograph_Maps,1944,,Access to this collection is generously supported by Sammy Yukuan Lee Foundation.,Office of Strategic Services],1 map : col. ; 45 x 44 cm.,dcu|~|[Washington,"7 Dec. 1944.|~|""No. 5503--R & A, OSS.""|~|""Provisional edition.""|~|Includes inset of Hokkaido.|~|Provisional ed.",Japan|~|2950000,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hf643
East Asian Maps in the Bruman Collection,ark:/21198/zz002hf65m,ark:/21198/zz002hc63p,10,Completed with minimal metadata,Work,Masters/Maps/east_asian_maps/image/Monograph_Maps/srgb/G7961_P95_3M_OSS_1944_EDProv.tif,745,,,pd,,eng,cartographic,map,Transportation--Japan--Maps.,Japan--Maps,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",southernmost: N0310000|~|northernmost: N0440000|~|westernmost: E1290000|~|easternmost: E1460000,Japan Radio Broadcasting Stations 1941,G7961_P95_3M_OSS_1944_EDProv|~|Monograph_Maps,9 December 1944,1944-12-09,Access to this collection is generously supported by Sammy Yukuan Lee Foundation.,,,,Provisional ed.,Japan,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hf65m
East Asian Maps in the Bruman Collection,ark:/21198/zz002hf664,ark:/21198/zz002hc63p,10,Completed with minimal metadata,Work,Masters/Maps/east_asian_maps/image/Monograph_Maps/srgb/G7961_R1_5_5M_EWM_1945.tif,746,,,pd,,eng,cartographic,map,,Japan--Maps,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,Enemy's Heart,G7961_R1_5_5M_EWM_1945|~|Monograph_Maps,1945,1945,Access to this collection is generously supported by Sammy Yukuan Lee Foundation.,,,,,Japan,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hf664
East Asian Maps in the Bruman Collection,ark:/21198/zz002hf67n,ark:/21198/zz002hc63p,2,Completed,Work,Masters/Maps/east_asian_maps/image/Monograph_Maps/srgb/G7961_R2_6M_OSS_1945_ED1.tif,747,,,pd,,eng,cartographic,map,Japan--Administrative and political divisions--Maps,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",easternmost:E1460000|~|northernmost:N0440000|~|southernmost:N0320000|~|westernmost:E1240000,Japan administrative divisions : political and military,G7961_R2_6M_OSS_1945_ED1|~|Monograph_Maps,1945,,Access to this collection is generously supported by Sammy Yukuan Lee Foundation.,OSS,1 map : col. ; 30 x 33 cm.,"[Washington, D.C.]|~|dcu","Provisional ed., 1st revision.|~|Includes reliability table.|~|Insets: Karafuto -- Okinawa.|~|Dated: 6 August 1945.|~|1st ed.",Japan|~|540000,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hf67n
