Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Visibility,viewingHint,Delete in Title,Subject topic,Thumbnail,Type.typeOfResource,Type.genre,Rights.copyrightStatus,Rights.permission,Rights.publicationStatus,Coverage.geographic,Name.photographer,Author,Name.subject,Subject,Subject.conceptTopic,Language,Rights.permissionNote,Name.creator,Rights.publicationNote,Text direction,IIIF Range,Name.repository,Title,Date.creation,Description.note,Summary,Description.caption,Date.normalized,Description.abstract,Date.created,AltTitle.other,Opac url,Finding Aid URL,IIIF Manifest URL
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015wn8r,ark:/21198/zz000s2z5v,2,Completed,Work,,12,,private,individuals,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015wn98,text,,copyrighted,,unpublished,Los Angeles (Calif.),,,"Berzon, Betty|~|Whitman Radclyffe Foundation|~|Southern California Women for Understanding",Board of Directors - Founding Papers,Lesbians $z California $z Los Angeles|~|Lesbians—Services for—California—Los Angeles,eng,Y,Southern California Women for Understanding,,,,,Proposal of the Southern California Women for the Whitman-Radclyffe Foundation Regarding the Relationship of This Organization to the National Foundation,"July 30, 1976","This document is contained within a plastic sleeve, on which is affixed a green label that reads ""Betty Berzon Presents Proposals to WRF Board - Accepted.""",,,1976-07-30,,,,,,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0015wn8r/manifest
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015wnbs,ark:/21198/zz000s2z5v,2,Completed,Work,,13,,private,individuals,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015wnc9,text,,copyrighted,unknown,unpublished,Los Angeles (Calif.),,"Berzon, Betty|~|DeCrescenzo, Terry|~|Riddell, Myra",,Board of Directors - Founding Papers,Gay Pride Day,eng,,Southern California Women for Understanding,,,,,Letter to Mayor Thomas Bradley Regarding His Statement of Support for Gay Pride Week,August 6 1976,Rights.generalNote: Not sure if copyright is held by organization or by individual authors.,,,1976-08-06,,,,,,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0015wnbs/manifest
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015wndt,ark:/21198/zz000s2z5v,2,Completed,Work,,14,,private,individuals,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015wnfb,text,,copyrighted,unknown,unpublished,Los Angeles (Calif.),,"Riddell, Myra","Southern California Women for Understanding|~|DeCrescenzo, Terry|~|Denslow, Pat",Board of Directors - Founding Papers,Lesbians $z California $z Los Angeles|~|Lesbians—Services for—California—Los Angeles,eng,,,,,,,Letter Recruiting Steering Committee Members for Southern California Women for the Whitman-Radclyffe Foundation,"August 9, 1976",Rights.generalNote: Not sure if copyright is held by organization or by individual author. Includes personal information: Pat Denslow's address.,,,1976-08-09,,,,,,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0015wndt/manifest
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015wngv,ark:/21198/zz000s2z5v,2,Completed,Work,,15,,private,individuals,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015wnhc,text,,copyrighted,unknown,unpublished,Los Angeles (Calif.),,"Berzon, Betty",Southern California Women for Understanding,Board of Directors - Founding Papers,Lesbians $z California $z Los Angeles|~|Lesbians—Services for—California—Los Angeles,eng,,,,,,,Copy for SCW/WRF Newsletter from Betty Berzon - 8/76,"August, 1976",Rights.generalNote: Not sure if copyright is held by organization or individual author.,,,1976-08,,,,,,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0015wngv/manifest
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015wnkd,ark:/21198/zz000s2z5v,2,Completed,Work,,16,,private,individuals,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015wnmx,text,,copyrighted,N,published,Los Angeles (Calif.),,,Whitman Radclyffe Foundation|~|Southern California Women for Understanding,Board of Directors - Founding Papers,Lesbians $z California $z Los Angeles|~|Lesbians—Services for—California—Los Angeles,eng,,Whitman Radclyffe Foundation,,,,,Whitman-Radclyffe Foundation - Fall 1976 Newsletter,"Fall, 1976",Rights.generalNote: Permission to publish must be obtained from copyright holder (WRF).|~|Article about SCWU on page 4.,,,1976,,,,,,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0015wnkd/manifest
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015wnr0,ark:/21198/zz000s2z5v,2,Completed,Work,,17,,private,individuals,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015wnsh,text,,copyrighted,unknown,unpublished,Los Angeles (Calif.),,,"Berzon, Betty|~|Southern California Women for Understanding|~|Riddell, Myra|~|Denslow, Pat",Board of Directors - Founding Papers,Lesbians $z California $z Los Angeles|~|Lesbians—Services for—California—Los Angeles,eng,,,,,,,Special Interest Raps,1976,"Attached to a letter regarding an upcoming fundraising event.|~|Rights.generalNote: Includes personal information: Betty Berzon's address and phone number, Jane Patterson's address, Pat Denslow's address.",,,1976,,,,,,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0015wnr0/manifest
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015wnw2,ark:/21198/zz000s2z5v,2,Completed,Work,,18,,,individuals,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015wnz3,text,,copyrighted,Y,unpublished,Los Angeles (Calif.),,Southern California Women for Understanding,,Board of Directors - Founding Papers,Gay men--Stereotypes|~|Homosexuality and television,eng,,,,,,,Letter to General Manager of CBS Television Regarding Offensive Representations of Gay Men on TV,"November, 1976",,,,1976-11,,,,,,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0015wnw2/manifest
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015wnxk,ark:/21198/zz000s2z5v,2,Completed,Work,,19,,private,individuals,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015wp03,text,,copyrighted,unknown,unpublished,Los Angeles (Calif.),,"Riddell, Myra",Southern California Women for Understanding|~|National Gay and Lesbian Task Force (U.S.),Board of Directors - Founding Papers,,eng,,,,,,,Letter to Jean O'Leary Regarding her Attendance at an Upcoming Rally,"November, 1976",Rights.generalNote: Not sure whether copyright is held by organization or individual author.,,,1976-11,,,,,,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0015wnxk/manifest
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015wp1m,ark:/21198/zz000s2z5v,2,Completed,Work,,20,,private,individuals,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015wp24,text,,copyrighted,unknown,unpublished,Los Angeles (Calif.),,"Riddell, Myra",Whitman Radclyffe Foundation|~|Southern California Women for Understanding,Board of Directors - Founding Papers,,eng,,,,,,,Letter to Whitman-Radclyffe Foundation Requesting a Copy of the Organization's Bylaws,"November 17, 1976",Rights.generalNote: Not sure whether copyright is held by organization or individual author. Includes personal information: Myra Riddell's address.,,,1976-11-17,,,,,,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0015wp1m/manifest
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015wp3n,ark:/21198/zz000s2z5v,2,Completed,Work,,21,,private,individuals,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015wp45,text,,copyrighted,unknown,unpublished,Los Angeles (Calif.),,Unknown,"Berzon, Betty|~|Whitman Radclyffe Foundation|~|Southern California Women for Understanding|~|Riddell, Myra",Board of Directors - Founding Papers,Lesbians $z California $z Los Angeles|~|Lesbians—Services for—California—Los Angeles,eng,,,,,,,Document Regarding the Formation of Southern California for Women,Between 1980 and 1990,Rights.generalNote: Author is unknown; orphan work.,,,1980/1990,,,,,,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0015wp3n/manifest
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015wp9r,ark:/21198/zz000s2z5v,2,Completed,Work,,8,,private,individuals,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015wpb8,text,,copyrighted,unknown,unpublished,Los Angeles (Calif.),,"Berzon, Betty",Whitman Radclyffe Foundation|~|Southern California Women for Understanding,Board of Directors - Founding Papers,Lesbians $z California $z Los Angeles|~|Lesbians—Services for—California—Los Angeles,eng,,,,,,,Invitation to the Southern California Women for Whitman-Radclyffe Foundation's First Membership Meeting,"June 23, 1976",Rights.generalNote: Not sure if copyright is held by organization or by individual author. Includes personal information: Jane Patterson and Irene Robertson's address and phone number.,,,1976-06-23,,,,,,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0015wp9r/manifest
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0016300j,ark:/21198/zz000s2z5v,2,Completed,Work,,22,,private,individuals,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00163012,text,,copyrighted,N,unpublished,Los Angeles (Calif.),,,Whitman Radclyffe Foundation|~|Southern California Women for Understanding,Board of Directors - Founding Papers,Lesbians $z California $z Los Angeles|~|Lesbians—Services for—California—Los Angeles,eng,,Whitman Radclyffe Foundation,,,,,Letter from WRF Requesting Fiscal Report,"May 16, 1978",Rights.generalNote: Permission to publish must be obtained from copyright holder (original author).,,,1978-05-16,,,,,,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0016300j/manifest
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz00163033,ark:/21198/zz000s2z5v,2,Completed,Work,,23,,private,individuals,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00163054,text,,copyrighted,unknown,unpublished,Los Angeles (Calif.),,"Riddell, Myra",Whitman Radclyffe Foundation|~|Southern California Women for Understanding,Board of Directors - Founding Papers,Lesbians $z California $z Los Angeles|~|Lesbians—Services for—California—Los Angeles,eng,,,,,,,Letter to WRF Reporting on Activities,"June 12, 1978",Rights.generalNote: Not sure whether copyright is held by organization or individual author.,,,1978-06-12,,,,,,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00163033/manifest
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0016304m,ark:/21198/zz000s2z5v,2,Completed,Work,,24,,private,individuals,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00163075,text,,copyrighted,N,unpublished,Los Angeles (Calif.),,,Whitman Radclyffe Foundation|~|Southern California Women for Understanding,Board of Directors - Founding Papers,Lesbians $z California $z Los Angeles|~|Lesbians—Services for—California—Los Angeles,eng,,Whitman Radclyffe Foundation,,,,,Letter from WRF Discontinuing its Relationship with SCW,"June 21, 1978",Rights.generalNote: Permission to publish must be obtained from copyright holder (original author).,,,1978-06-21,,,,,,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0016304m/manifest
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0016308p,ark:/21198/zz000s2z5v,2,Completed,Work,,25,,,individuals,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00163096,text,,copyrighted,Y,unpublished,Los Angeles (Calif.),,,Southern California Women for Understanding,Board of Directors - Founding Papers,Lesbians $z California $z Los Angeles|~|Lesbians—Services for—California—Los Angeles,eng,,Southern California Women for Understanding,,,,,SCW/WRF Bylaws,"January, 1977",,,"Presented as written Jan 1977 at Sportsmens Lodge: There are the bylaws, then a 2 page summary Pat Deslow used to explain them to the meeting attendees",1977-01,,,,,,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0016308p/manifest
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz001632rw,ark:/21198/zz000s2z5v,2,Completed,Work,,26,,,individuals,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001632sd,text,,copyrighted,Y,unpublished,Los Angeles (Calif.),,,Southern California Women for Understanding,Board of Directors - Founding Papers,Lesbians $z California $z Los Angeles|~|Lesbians—Services for—California—Los Angeles,eng,,Southern California Women for Understanding,,,,,SCWU Bylaws,"August, 1978",,,8/78 First bylaws as independent organization. These appear to be the original typed version not zerox [sic].,1978-08,,,,,,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001632rw/manifest
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0016333j,ark:/21198/zz000s2z5v,2,Completed,Work,,27,,,individuals,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00163342,text,,copyrighted,Y,unpublished,Los Angeles (Calif.),,,Southern California Women for Understanding,Board of Directors - Founding Papers,Lesbians $z California $z Los Angeles|~|Lesbians—Services for—California—Los Angeles,eng,,Southern California Women for Understanding,,,,,SCWU Bylaws Revised,"July, 1983",,,"SCWU Bylaws REv. 7/83 - used to make the reduced version, which follows. This is the one where a typing omission caused a lot of policy confusion for a whileSee P 5 Top Paragraph",1983-07,,,,,,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0016333j/manifest
