Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,viewingHint,Text direction,Visibility,IIIF Range,Type.typeOfResource,Type.genre,Rights.copyrightStatus,Language,Subject,Name.repository,Name.creator,Title,Relation.rectoVerso,Date.creation,Relation.isPartOf,Alt ID.local,AltTitle.uniform,Description.note,Format.dimensions,Description.abstract,Coverage.geographic,Date.normalized,Publisher.placeOfOrigin,Format.medium,Publisher.publisherName,Relation.textDirection,Format.extent,thumbnailImageName,masterImageName,Bucketeer State,IIIF Access URL
Medieval and Renaissance Manuscripts,ark:/21198/zz002kj8s2,ark:/21198/zz002kj8rj,2,Completed,Page,medren/masters/21198-zz002kj8s2_2411520_master.tif,1,,,,,,,,,,,,,,MS 16 page 1,,,,,,,,,,,,,,,,21198-zz002kj8s2_2411520_thumbnail.jpg,21198-zz002kj8s2_2411520_master.tif,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002kj8s2
Medieval and Renaissance Manuscripts,ark:/21198/zz002kj8tk,ark:/21198/zz002kj8rj,2,Completed,Page,medren/masters/21198-zz002kj8tk_2411523_master.tif,2,,,,,,,,,,,,,,MS 16 page 2,,,,,,,,,,,,,,,,21198-zz002kj8tk_2411523_thumbnail.jpg,21198-zz002kj8tk_2411523_master.tif,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002kj8tk
Medieval and Renaissance Manuscripts,ark:/21198/zz002kj8v3,ark:/21198/zz002kj8rj,2,Completed,Page,medren/masters/21198-zz002kj8v3_2411526_master.tif,3,,,,,,,,,,,,,,MS 16 page 3,,,,,,,,,,,,,,,,21198-zz002kj8v3_2411526_thumbnail.jpg,21198-zz002kj8v3_2411526_master.tif,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002kj8v3
Medieval and Renaissance Manuscripts,ark:/21198/zz002kj8wm,ark:/21198/zz002kj8rj,2,Completed,Page,medren/masters/21198-zz002kj8wm_2411529_master.tif,4,,,,,,,,,,,,,,MS 16 page 4,,,,,,,,,,,,,,,,21198-zz002kj8wm_2411529_thumbnail.jpg,21198-zz002kj8wm_2411529_master.tif,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002kj8wm
Medieval and Renaissance Manuscripts,ark:/21198/zz002kj9vk,ark:/21198/zz002kj9t2,2,Completed,Page,medren/masters/21198-zz002kj9vk_2411576_master.tif,1,,,,,,,,,,,,,,MS 19 folio 1,,,,,,,,,,,,,,,,21198-zz002kj9vk_2411576_thumbnail.jpg,21198-zz002kj9vk_2411576_master.tif,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002kj9vk
Medieval and Renaissance Manuscripts,ark:/21198/zz002kj9w3,ark:/21198/zz002kj9t2,2,Completed,Page,medren/masters/21198-zz002kj9w3_2411579_master.tif,2,,,,,,,,,,,,,,MS 19 folio 1v,,,,,,,,,,,,,,,,21198-zz002kj9w3_2411579_thumbnail.jpg,21198-zz002kj9w3_2411579_master.tif,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002kj9w3
Medieval and Renaissance Manuscripts,ark:/21198/zz002kj9xm,ark:/21198/zz002kj9t2,2,Completed,Page,medren/masters/21198-zz002kj9xm_2411582_master.tif,3,,,,,,,,,,,,,,MS 19 folio 2,,,,,,,,,,,,,,,,21198-zz002kj9xm_2411582_thumbnail.jpg,21198-zz002kj9xm_2411582_master.tif,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002kj9xm
Medieval and Renaissance Manuscripts,ark:/21198/zz002kj9z4,ark:/21198/zz002kj9t2,2,Completed,Page,medren/masters/21198-zz002kj9z4_2411585_master.tif,4,,,,,,,,,,,,,,MS 19 folio 2v,,,,,,,,,,,,,,,,21198-zz002kj9z4_2411585_thumbnail.jpg,21198-zz002kj9z4_2411585_master.tif,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002kj9z4
Medieval and Renaissance Manuscripts,ark:/21198/zz002kjj01,ark:/21198/zz002kjhmv,2,Completed,Page,medren/masters/21198-zz002kjj01_2412152_master.tif,1,,,,,,,,,,,,,,Rouse MS 79: 1r,recto,,,,,,,,,,,,,,,21198-zz002kjj01_2412152_thumbnail.jpg,21198-zz002kjj01_2412152_master.tif,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002kjj01
Medieval and Renaissance Manuscripts,ark:/21198/zz002kjj1j,ark:/21198/zz002kjhmv,2,Completed,Page,medren/masters/21198-zz002kjj1j_2412157_master.tif,2,,,,,,,,,,,,,,Rouse MS 79: 1v,verso,,,,,,,,,,,,,,,21198-zz002kjj1j_2412157_thumbnail.jpg,21198-zz002kjj1j_2412157_master.tif,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002kjj1j
Medieval and Renaissance Manuscripts,ark:/21198/zz002kjj22,ark:/21198/zz002kjhmv,2,Completed,Page,medren/masters/21198-zz002kjj22_2412163_master.tif,3,,,,,,,,,,,,,,Rouse MS 79: 2r,recto,,,,,,,,,,,,,,,21198-zz002kjj22_2412163_thumbnail.jpg,21198-zz002kjj22_2412163_master.tif,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002kjj22
Medieval and Renaissance Manuscripts,ark:/21198/zz002kjj3k,ark:/21198/zz002kjhmv,2,Completed,Page,medren/masters/21198-zz002kjj3k_2412166_master.tif,4,,,,,,,,,,,,,,Rouse MS 79: 2v,verso,,,,,,,,,,,,,,,21198-zz002kjj3k_2412166_thumbnail.jpg,21198-zz002kjj3k_2412166_master.tif,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002kjj3k
Medieval and Renaissance Manuscripts,ark:/21198/zz002kjj43,ark:/21198/zz002kjhmv,2,Completed,Page,medren/masters/21198-zz002kjj43_2412169_master.tif,5,,,,,,,,,,,,,,Rouse MS 79: 3r,recto,,,,,,,,,,,,,,,21198-zz002kjj43_2412169_thumbnail.jpg,21198-zz002kjj43_2412169_master.tif,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002kjj43
Medieval and Renaissance Manuscripts,ark:/21198/zz002kjj64,ark:/21198/zz002kjhmv,2,Completed,Page,medren/masters/21198-zz002kjj64_2412175_master.tif,7,,,,,,,,,,,,,,Rouse MS 79: 4r,recto,,,,,,,,,,,,,,,21198-zz002kjj64_2412175_thumbnail.jpg,21198-zz002kjj64_2412175_master.tif,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002kjj64
Medieval and Renaissance Manuscripts,ark:/21198/zz002kjj85,ark:/21198/zz002kjhmv,2,Completed,Page,medren/masters/21198-zz002kjj85_2412184_master.tif,9,,,,,,,,,,,,,,Rouse MS 79: 4v,verso,,,,,,,,,,,,,,,21198-zz002kjj85_2412184_thumbnail.jpg,21198-zz002kjj85_2412184_master.tif,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002kjj85
Medieval and Renaissance Manuscripts,ark:/21198/zz002kjj9p,ark:/21198/zz002kjhmv,2,Completed,Page,medren/masters/21198-zz002kjj9p_2412187_master.tif,10,,,,,,,,,,,,,,Rouse MS 79: 5r,recto,,,,,,,,,,,,,,,21198-zz002kjj9p_2412187_thumbnail.jpg,21198-zz002kjj9p_2412187_master.tif,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002kjj9p
Medieval and Renaissance Manuscripts,ark:/21198/zz002kjjmb,ark:/21198/zz002kjhmv,2,Completed,Page,medren/masters/21198-zz002kjjmb_2412190_master.tif,11,,,,,,,,,,,,,,Rouse MS 79: 5v,verso,,,,,,,,,,,,,,,21198-zz002kjjmb_2412190_thumbnail.jpg,21198-zz002kjjmb_2412190_master.tif,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002kjjmb
Medieval and Renaissance Manuscripts,ark:/21198/zz002kjjnv,ark:/21198/zz002kjhmv,2,Completed,Page,medren/masters/21198-zz002kjjnv_2412196_master.tif,12,,,,,,,,,,,,,,Rouse MS 79: 6r,recto,,,,,,,,,,,,,,,21198-zz002kjjnv_2412196_thumbnail.jpg,21198-zz002kjjnv_2412196_master.tif,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002kjjnv
Medieval and Renaissance Manuscripts,ark:/21198/zz002kjjpc,ark:/21198/zz002kjhmv,2,Completed,Page,medren/masters/21198-zz002kjjpc_2412199_master.tif,13,,,,,,,,,,,,,,Rouse MS 79: 6v,verso,,,,,,,,,,,,,,,21198-zz002kjjpc_2412199_thumbnail.jpg,21198-zz002kjjpc_2412199_master.tif,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002kjjpc
Medieval and Renaissance Manuscripts,ark:/21198/zz002kjjqw,ark:/21198/zz002kjhmv,2,Completed,Page,medren/masters/21198-zz002kjjqw_2412202_master.tif,14,,,,,,,,,,,,,,Rouse MS 79: 7r,recto,,,,,,,,,,,,,,,21198-zz002kjjqw_2412202_thumbnail.jpg,21198-zz002kjjqw_2412202_master.tif,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002kjjqw
Medieval and Renaissance Manuscripts,ark:/21198/zz002kjjrd,ark:/21198/zz002kjhmv,2,Completed,Page,medren/masters/21198-zz002kjjrd_2412205_master.tif,15,,,,,,,,,,,,,,Rouse MS 79: 7v,verso,,,,,,,,,,,,,,,21198-zz002kjjrd_2412205_thumbnail.jpg,21198-zz002kjjrd_2412205_master.tif,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002kjjrd
Medieval and Renaissance Manuscripts,ark:/21198/zz002kjjsx,ark:/21198/zz002kjhmv,2,Completed,Page,medren/masters/21198-zz002kjjsx_2412208_master.tif,16,,,,,,,,,,,,,,Rouse MS 79: 8r,recto,,,,,,,,,,,,,,,21198-zz002kjjsx_2412208_thumbnail.jpg,21198-zz002kjjsx_2412208_master.tif,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002kjjsx
Medieval and Renaissance Manuscripts,ark:/21198/zz002kjjtf,ark:/21198/zz002kjhmv,2,Completed,Page,medren/masters/21198-zz002kjjtf_2412211_master.tif,17,,,,,,,,,,,,,,Rouse MS 79: 8v,verso,,,,,,,,,,,,,,,21198-zz002kjjtf_2412211_thumbnail.jpg,21198-zz002kjjtf_2412211_master.tif,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002kjjtf
Medieval and Renaissance Manuscripts,ark:/21198/zz002kjjvz,ark:/21198/zz002kjhmv,2,Completed,Page,medren/masters/21198-zz002kjjvz_2412214_master.tif,18,,,,,,,,,,,,,,Rouse MS 79: 9r,recto,,,,,,,,,,,,,,,21198-zz002kjjvz_2412214_thumbnail.jpg,21198-zz002kjjvz_2412214_master.tif,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002kjjvz
Medieval and Renaissance Manuscripts,ark:/21198/zz002kjjwg,ark:/21198/zz002kjhmv,2,Completed,Page,medren/masters/21198-zz002kjjwg_2412217_master.tif,19,,,,,,,,,,,,,,Rouse MS 79: 9v,verso,,,,,,,,,,,,,,,21198-zz002kjjwg_2412217_thumbnail.jpg,21198-zz002kjjwg_2412217_master.tif,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002kjjwg
Medieval and Renaissance Manuscripts,ark:/21198/zz002kjjx0,ark:/21198/zz002kjhmv,2,Completed,Page,medren/masters/21198-zz002kjjx0_2412220_master.tif,20,,,,,,,,,,,,,,Rouse MS 79: 10r,recto,,,,,,,,,,,,,,,21198-zz002kjjx0_2412220_thumbnail.jpg,21198-zz002kjjx0_2412220_master.tif,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002kjjx0
Medieval and Renaissance Manuscripts,ark:/21198/zz002kjkpv,ark:/21198/zz002kjhnc,2,Completed,Page,medren/masters/21198-zz002kjkpv_2412254_master.tif,1,,,,,,,,,,,,,,Rouse MS 91: 1r,recto,,,,,,,,,,,,,,,21198-zz002kjkpv_2412254_thumbnail.jpg,21198-zz002kjkpv_2412254_master.tif,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002kjkpv
Medieval and Renaissance Manuscripts,ark:/21198/zz002kjkqc,ark:/21198/zz002kjhnc,2,Completed,Page,medren/masters/21198-zz002kjkqc_2412257_master.tif,2,,,,,,,,,,,,,,Rouse MS 91: 1v,verso,,,,,,,,,,,,,,,21198-zz002kjkqc_2412257_thumbnail.jpg,21198-zz002kjkqc_2412257_master.tif,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002kjkqc
Medieval and Renaissance Manuscripts,ark:/21198/zz002kjkrw,ark:/21198/zz002kjhnc,2,Completed,Page,medren/masters/21198-zz002kjkrw_2412260_master.tif,3,,,,,,,,,,,,,,Rouse MS 91: 2r,recto,,,,,,,,,,,,,,,21198-zz002kjkrw_2412260_thumbnail.jpg,21198-zz002kjkrw_2412260_master.tif,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002kjkrw
Medieval and Renaissance Manuscripts,ark:/21198/zz002kjksd,ark:/21198/zz002kjhnc,2,Completed,Page,medren/masters/21198-zz002kjksd_2412263_master.tif,4,,,,,,,,,,,,,,Rouse MS 91: 2v,verso,,,,,,,,,,,,,,,21198-zz002kjksd_2412263_thumbnail.jpg,21198-zz002kjksd_2412263_master.tif,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002kjksd
Medieval and Renaissance Manuscripts,ark:/21198/zz002kjktx,ark:/21198/zz002kjhnc,2,Completed,Page,medren/masters/21198-zz002kjktx_2412266_master.tif,5,,,,,,,,,,,,,,Rouse MS 91: 3r,recto,,,,,,,,,,,,,,,21198-zz002kjktx_2412266_thumbnail.jpg,21198-zz002kjktx_2412266_master.tif,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002kjktx
Medieval and Renaissance Manuscripts,ark:/21198/zz002kjkvf,ark:/21198/zz002kjhnc,2,Completed,Page,medren/masters/21198-zz002kjkvf_2412269_master.tif,6,,,,,,,,,,,,,,Rouse MS 91: 3v,verso,,,,,,,,,,,,,,,21198-zz002kjkvf_2412269_thumbnail.jpg,21198-zz002kjkvf_2412269_master.tif,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002kjkvf
Medieval and Renaissance Manuscripts,ark:/21198/zz002kjkwz,ark:/21198/zz002kjhnc,2,Completed,Page,medren/masters/21198-zz002kjkwz_2412272_master.tif,7,,,,,,,,,,,,,,Rouse MS 91: 4r,recto,,,,,,,,,,,,,,,21198-zz002kjkwz_2412272_thumbnail.jpg,21198-zz002kjkwz_2412272_master.tif,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002kjkwz
Medieval and Renaissance Manuscripts,ark:/21198/zz002kjkxg,ark:/21198/zz002kjhnc,2,Completed,Page,medren/masters/21198-zz002kjkxg_2412275_master.tif,8,,,,,,,,,,,,,,Rouse MS 91: 4v,verso,,,,,,,,,,,,,,,21198-zz002kjkxg_2412275_thumbnail.jpg,21198-zz002kjkxg_2412275_master.tif,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002kjkxg
Medieval and Renaissance Manuscripts,ark:/21198/zz002kjkz0,ark:/21198/zz002kjhnc,2,Completed,Page,medren/masters/21198-zz002kjkz0_2412278_master.tif,9,,,,,,,,,,,,,,Rouse MS 91: 5r,recto,,,,,,,,,,,,,,,21198-zz002kjkz0_2412278_thumbnail.jpg,21198-zz002kjkz0_2412278_master.tif,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002kjkz0
Medieval and Renaissance Manuscripts,ark:/21198/zz002kjm00,ark:/21198/zz002kjhnc,2,Completed,Page,medren/masters/21198-zz002kjm00_2412281_master.tif,10,,,,,,,,,,,,,,Rouse MS 91: 5v,verso,,,,,,,,,,,,,,,21198-zz002kjm00_2412281_thumbnail.jpg,21198-zz002kjm00_2412281_master.tif,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002kjm00
Medieval and Renaissance Manuscripts,ark:/21198/zz002kjm21,ark:/21198/zz002kjhnc,2,Completed,Page,medren/masters/21198-zz002kjm21_2412287_master.tif,12,,,,,,,,,,,,,,Rouse MS 91: 6v,verso,,,,,,,,,,,,,,,21198-zz002kjm21_2412287_thumbnail.jpg,21198-zz002kjm21_2412287_master.tif,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002kjm21
Medieval and Renaissance Manuscripts,ark:/21198/zz002kjp83,ark:/21198/zz001nfk56,2,Completed,Page,medren/masters/21198-zz002kjp83_2412400_master.tif,3,,,,,,,,,,,,,,Rouse MS 108: 2r,recto,,,,,,,,,,,,,,,21198-zz002kjp83_2412400_thumbnail.jpg,21198-zz002kjp83_2412400_master.tif,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002kjp83
Medieval and Renaissance Manuscripts,ark:/21198/zz002kjp9m,ark:/21198/zz001nfk56,2,Completed,Page,medren/masters/21198-zz002kjp9m_2412403_master.tif,4,,,,,,,,,,,,,,Rouse MS 108: 2v,verso,,,,,,,,,,,,,,,21198-zz002kjp9m_2412403_thumbnail.jpg,21198-zz002kjp9m_2412403_master.tif,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002kjp9m
Medieval and Renaissance Manuscripts,ark:/21198/zz002kjpb4,ark:/21198/zz001nfk56,2,Completed,Page,medren/masters/21198-zz002kjpb4_2412406_master.tif,5,,,,,,,,,,,,,,Rouse MS 108: 3r,recto,,,,,,,,,,,,,,,21198-zz002kjpb4_2412406_thumbnail.jpg,21198-zz002kjpb4_2412406_master.tif,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002kjpb4
Medieval and Renaissance Manuscripts,ark:/21198/zz002kjpcn,ark:/21198/zz001nfk56,2,Completed,Page,medren/masters/21198-zz002kjpcn_2412409_master.tif,6,,,,,,,,,,,,,,Rouse MS 108: 3v,verso,,,,,,,,,,,,,,,21198-zz002kjpcn_2412409_thumbnail.jpg,21198-zz002kjpcn_2412409_master.tif,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002kjpcn
