"File Name","Object Type","Title","Item Sequence","Parent ARK","Item ARK","Rights.copyrightStatus","Type.typeOfResource","IIIF Manifest URL"
"uclalsc_bioms111_b04_015.tif","Page","Page 12","15","ark:/21198/n12k6g","ark:/21198/n12k6g/p198wm7t","","",""
"uclalsc_bioms111_b04_016.tif","Page","Page 13","16","ark:/21198/n12k6g","ark:/21198/n12k6g/rq396r55","","",""
"uclalsc_bioms111_b04_017.tif","Page","Page 14","17","ark:/21198/n12k6g","ark:/21198/n12k6g/k3447942","","",""
"uclalsc_bioms111_b04_018.tif","Page","Page 15","18","ark:/21198/n12k6g","ark:/21198/n12k6g/mk59304q","","",""
"uclalsc_bioms111_b04_019.tif","Page","Page 16","19","ark:/21198/n12k6g","ark:/21198/n12k6g/cx52z74m","","",""
"uclalsc_bioms111_b04_020.tif","Page","Page 17","20","ark:/21198/n12k6g","ark:/21198/n12k6g/qq32wz2s","","",""
"uclalsc_bioms111_b04_021.tif","Page","Page 18","21","ark:/21198/n12k6g","ark:/21198/n12k6g/rm36kj2x","","",""
"uclalsc_bioms111_b04_022.tif","Page","Page 19","22","ark:/21198/n12k6g","ark:/21198/n12k6g/km300m8p","","",""
"uclalsc_bioms111_b04_023.tif","Page","Page 20","23","ark:/21198/n12k6g","ark:/21198/n12k6g/7h05wt8d","","",""
"uclalsc_bioms111_b04_024.tif","Page","Page 21","24","ark:/21198/n12k6g","ark:/21198/n12k6g/fb532321","","",""
"uclalsc_bioms111_b04_025.tif","Page","Page 22","25","ark:/21198/n12k6g","ark:/21198/n12k6g/7t26qx28","","",""
"uclalsc_bioms111_b04_026.tif","Page","Page 23","26","ark:/21198/n12k6g","ark:/21198/n12k6g/m8370t4z","","",""
"uclalsc_bioms111_b04_027.tif","Page","Page 24","27","ark:/21198/n12k6g","ark:/21198/n12k6g/z0589755","","",""
"uclalsc_bioms111_b04_028.tif","Page","Page 25","28","ark:/21198/n12k6g","ark:/21198/n12k6g/hj69004j","","",""
"uclalsc_bioms111_b04_029.tif","Page","Page 26","29","ark:/21198/n12k6g","ark:/21198/n12k6g/3j21dp2v","","",""
"uclalsc_bioms111_b04_030.tif","Page","Page 27","30","ark:/21198/n12k6g","ark:/21198/n12k6g/0m851s1b","","",""
"uclalsc_bioms111_b04_031.tif","Page","Page 28","31","ark:/21198/n12k6g","ark:/21198/n12k6g/p441rb7x","","",""
"uclalsc_bioms111_b04_032.tif","Page","Page 29","32","ark:/21198/n12k6g","ark:/21198/n12k6g/8c42zq9w","","",""
"uclalsc_bioms111_b04_033.tif","Page","Page 30","33","ark:/21198/n12k6g","ark:/21198/n12k6g/z117p631","","",""
"uclalsc_bioms111_b04_034.tif","Page","Page 31","34","ark:/21198/n12k6g","ark:/21198/n12k6g/q417254x","","",""
"uclalsc_bioms111_b04_035.tif","Page","Page 32","35","ark:/21198/n12k6g","ark:/21198/n12k6g/hf670j9g","","",""
"uclalsc_bioms111_b04_036.tif","Page","Page 33","36","ark:/21198/n12k6g","ark:/21198/n12k6g/qs07v335","","",""
"uclalsc_bioms111_b04_037.tif","Page","Page 34","37","ark:/21198/n12k6g","ark:/21198/n12k6g/wf78bs1t","","",""
"uclalsc_bioms111_b04_038.tif","Page","Page 35","38","ark:/21198/n12k6g","ark:/21198/n12k6g/q048506n","","",""
"uclalsc_bioms111_b04_039.tif","Page","Page 36","39","ark:/21198/n12k6g","ark:/21198/n12k6g/vk30rc31","","",""
"uclalsc_bioms111_b04_040.tif","Page","Page 37","40","ark:/21198/n12k6g","ark:/21198/n12k6g/mk993b8k","","",""
"uclalsc_bioms111_b04_041.tif","Page","Page 38","41","ark:/21198/n12k6g","ark:/21198/n12k6g/z708gr1v","","",""
"uclalsc_bioms111_b04_042.tif","Page","Page 39","42","ark:/21198/n12k6g","ark:/21198/n12k6g/mx03hp6v","","",""
"uclalsc_bioms111_b04_043.tif","Page","Page 40","43","ark:/21198/n12k6g","ark:/21198/n12k6g/x1991c9j","","",""
"uclalsc_bioms111_b04_044.tif","Page","Page 41","44","ark:/21198/n12k6g","ark:/21198/n12k6g/20818v4n","","",""
"uclalsc_bioms111_b04_045.tif","Page","Page 42","45","ark:/21198/n12k6g","ark:/21198/n12k6g/n1721c9v","","",""
"uclalsc_bioms111_b04_046.tif","Page","Page 43","46","ark:/21198/n12k6g","ark:/21198/n12k6g/6x695j1s","","",""
"uclalsc_bioms111_b04_047.tif","Page","Page 44","47","ark:/21198/n12k6g","ark:/21198/n12k6g/kz96bm95","","",""
"uclalsc_bioms111_b04_048.tif","Page","Page 45","48","ark:/21198/n12k6g","ark:/21198/n12k6g/7d627h5s","","",""
"uclalsc_bioms111_b04_049.tif","Page","Page 46","49","ark:/21198/n12k6g","ark:/21198/n12k6g/mn55803r","","",""
"uclalsc_bioms111_b04_050.tif","Page","Page 47","50","ark:/21198/n12k6g","ark:/21198/n12k6g/6c086q12","","",""
"uclalsc_bioms111_b04_051.tif","Page","Page 48","51","ark:/21198/n12k6g","ark:/21198/n12k6g/br81105n","","",""
"uclalsc_bioms111_b04_052.tif","Page","Page 49","52","ark:/21198/n12k6g","ark:/21198/n12k6g/qj37t89w","","",""
"uclalsc_bioms111_b04_053.tif","Page","Page 50","53","ark:/21198/n12k6g","ark:/21198/n12k6g/ff02f936","","",""
"uclalsc_bioms111_b04_054.tif","Page","Page 51","54","ark:/21198/n12k6g","ark:/21198/n12k6g/fd70nx23","","",""
"uclalsc_bioms111_b04_055.tif","Page","Page 52","55","ark:/21198/n12k6g","ark:/21198/n12k6g/jk822397","","",""
"uclalsc_bioms111_b04_056.tif","Page","Page 53","56","ark:/21198/n12k6g","ark:/21198/n12k6g/3952346d","","",""
"uclalsc_bioms111_b04_057.tif","Page","Page 54","57","ark:/21198/n12k6g","ark:/21198/n12k6g/4b93f02s","","",""
"uclalsc_bioms111_b04_058.tif","Page","Page 55","58","ark:/21198/n12k6g","ark:/21198/n12k6g/vb16dk5v","","",""
"uclalsc_bioms111_b04_059.tif","Page","Page 56","59","ark:/21198/n12k6g","ark:/21198/n12k6g/0q851c64","","",""
"uclalsc_bioms111_b04_060.tif","Page","Page 57","60","ark:/21198/n12k6g","ark:/21198/n12k6g/s351q05s","","",""
"uclalsc_bioms111_b04_061.tif","Page","Page 58","61","ark:/21198/n12k6g","ark:/21198/n12k6g/7511756r","","",""
"uclalsc_bioms111_b04_062.tif","Page","Page 59","62","ark:/21198/n12k6g","ark:/21198/n12k6g/4b74xq11","","",""
"uclalsc_bioms111_b04_063.tif","Page","Page 60","63","ark:/21198/n12k6g","ark:/21198/n12k6g/8f322099","","",""
"uclalsc_bioms111_b04_064.tif","Page","Page 61","64","ark:/21198/n12k6g","ark:/21198/n12k6g/zj12ch2v","","",""
"uclalsc_bioms111_b04_065.tif","Page","Page 62","65","ark:/21198/n12k6g","ark:/21198/n12k6g/nc37bb6q","","",""
"uclalsc_bioms111_b04_066.tif","Page","Page 63","66","ark:/21198/n12k6g","ark:/21198/n12k6g/b3709q5w","","",""
"uclalsc_bioms111_b04_067.tif","Page","Page 64","67","ark:/21198/n12k6g","ark:/21198/n12k6g/kv66bb65","","",""
"uclalsc_bioms111_b04_068.tif","Page","Page 65","68","ark:/21198/n12k6g","ark:/21198/n12k6g/sb62v83v","","",""
"uclalsc_bioms111_b04_069.tif","Page","Page 66","69","ark:/21198/n12k6g","ark:/21198/n12k6g/00410h49","","",""
"uclalsc_bioms111_b04_070.tif","Page","Page 67","70","ark:/21198/n12k6g","ark:/21198/n12k6g/pm39gz6b","","",""
"uclalsc_bioms111_b04_071.tif","Page","Page 68","71","ark:/21198/n12k6g","ark:/21198/n12k6g/fk66t413","","",""
"uclalsc_bioms111_b04_072.tif","Page","Page 69","72","ark:/21198/n12k6g","ark:/21198/n12k6g/34740k32","","",""
"uclalsc_bioms111_b04_073.tif","Page","Page 70","73","ark:/21198/n12k6g","ark:/21198/n12k6g/p323hg45","","",""
"uclalsc_bioms111_b04_074.tif","Page","Page 71","74","ark:/21198/n12k6g","ark:/21198/n12k6g/5x359j7r","","",""
"uclalsc_bioms111_b04_075.tif","Page","Page 72","75","ark:/21198/n12k6g","ark:/21198/n12k6g/tt45dr7x","","",""
"uclalsc_bioms111_b04_076.tif","Page","Page 73","76","ark:/21198/n12k6g","ark:/21198/n12k6g/fq99cj05","","",""
"uclalsc_bioms111_b04_077.tif","Page","Page 74","77","ark:/21198/n12k6g","ark:/21198/n12k6g/m270kj81","","",""
"uclalsc_bioms111_b04_078.tif","Page","Page 75","78","ark:/21198/n12k6g","ark:/21198/n12k6g/c0230f35","","",""
"uclalsc_bioms111_b04_079.tif","Page","Page 76","79","ark:/21198/n12k6g","ark:/21198/n12k6g/b9413g4d","","",""
"uclalsc_bioms111_b04_080.tif","Page","Page 77","80","ark:/21198/n12k6g","ark:/21198/n12k6g/3734bn5k","","",""
"uclalsc_bioms111_b04_081.tif","Page","Page 78","81","ark:/21198/n12k6g","ark:/21198/n12k6g/1q56rm0v","","",""
"uclalsc_bioms111_b04_082.tif","Page","Page 79","82","ark:/21198/n12k6g","ark:/21198/n12k6g/q831b70b","","",""
"uclalsc_bioms111_b04_083.tif","Page","Page 80","83","ark:/21198/n12k6g","ark:/21198/n12k6g/0j98729g","","",""
"uclalsc_bioms111_b04_084.tif","Page","Page 81","84","ark:/21198/n12k6g","ark:/21198/n12k6g/qg504r3w","","",""
"uclalsc_bioms111_b04_085.tif","Page","Page 82","85","ark:/21198/n12k6g","ark:/21198/n12k6g/sd39dd6p","","",""
"uclalsc_bioms111_b04_086.tif","Page","Page 83","86","ark:/21198/n12k6g","ark:/21198/n12k6g/4q01z039","","",""
"uclalsc_bioms111_b04_087.tif","Page","Page 84","87","ark:/21198/n12k6g","ark:/21198/n12k6g/gd89kc4w","","",""
"uclalsc_bioms111_b04_088.tif","Page","Page 85","88","ark:/21198/n12k6g","ark:/21198/n12k6g/cm85j915","","",""
"uclalsc_bioms111_b04_089.tif","Page","Page 86","89","ark:/21198/n12k6g","ark:/21198/n12k6g/mb340c4c","","",""
"uclalsc_bioms111_b04_090.tif","Page","Flyleaf","90","ark:/21198/n12k6g","ark:/21198/n12k6g/tp102j64","","",""
"uclalsc_bioms111_b04_091.tif","Page","Inside back cover","91","ark:/21198/n12k6g","ark:/21198/n12k6g/vz321v5z","","",""
"uclalsc_bioms111_b04_092.tif","Page","Back cover","92","ark:/21198/n12k6g","ark:/21198/n12k6g/9v14p02b","","",""
