"File Name","Object Type","Title","Item Sequence","Parent ARK","Item ARK","Rights.copyrightStatus","Type.typeOfResource","IIIF Manifest URL"
"uclalsc_bioms111_b03_015.tif","Page","Page 12","15","ark:/21198/n16c9s","ark:/21198/n16c9s/m150hw4g","","",""
"uclalsc_bioms111_b03_016.tif","Page","Page 13","16","ark:/21198/n16c9s","ark:/21198/n16c9s/zj82b20v","","",""
"uclalsc_bioms111_b03_017.tif","Page","Page 14","17","ark:/21198/n16c9s","ark:/21198/n16c9s/md49843b","","",""
"uclalsc_bioms111_b03_018.tif","Page","Page 15","18","ark:/21198/n16c9s","ark:/21198/n16c9s/3b094m6m","","",""
"uclalsc_bioms111_b03_019.tif","Page","Page 16","19","ark:/21198/n16c9s","ark:/21198/n16c9s/s040d72v","","",""
"uclalsc_bioms111_b03_020.tif","Page","Page 17","20","ark:/21198/n16c9s","ark:/21198/n16c9s/4999r90g","","",""
"uclalsc_bioms111_b03_021.tif","Page","Page 18","21","ark:/21198/n16c9s","ark:/21198/n16c9s/5850nr1r","","",""
"uclalsc_bioms111_b03_022.tif","Page","Page 19","22","ark:/21198/n16c9s","ark:/21198/n16c9s/qh29gs8d","","",""
"uclalsc_bioms111_b03_023.tif","Page","Page 20","23","ark:/21198/n16c9s","ark:/21198/n16c9s/r692xb6j","","",""
"uclalsc_bioms111_b03_024.tif","Page","Page 21","24","ark:/21198/n16c9s","ark:/21198/n16c9s/dg30kn1s","","",""
"uclalsc_bioms111_b03_025.tif","Page","Page 22","25","ark:/21198/n16c9s","ark:/21198/n16c9s/8984db97","","",""
"uclalsc_bioms111_b03_026.tif","Page","Page 23","26","ark:/21198/n16c9s","ark:/21198/n16c9s/rp70zw5g","","",""
"uclalsc_bioms111_b03_027.tif","Page","Page 24","27","ark:/21198/n16c9s","ark:/21198/n16c9s/2g00pj5f","","",""
"uclalsc_bioms111_b03_028.tif","Page","Page 25","28","ark:/21198/n16c9s","ark:/21198/n16c9s/qs92mn0s","","",""
"uclalsc_bioms111_b03_029.tif","Page","Page 26","29","ark:/21198/n16c9s","ark:/21198/n16c9s/dz66mb8n","","",""
"uclalsc_bioms111_b03_030.tif","Page","Page 27","30","ark:/21198/n16c9s","ark:/21198/n16c9s/dr89b11p","","",""
"uclalsc_bioms111_b03_031.tif","Page","Page 28","31","ark:/21198/n16c9s","ark:/21198/n16c9s/0s065c00","","",""
"uclalsc_bioms111_b03_032.tif","Page","Page 29","32","ark:/21198/n16c9s","ark:/21198/n16c9s/w341pn5s","","",""
"uclalsc_bioms111_b03_033.tif","Page","Page 30","33","ark:/21198/n16c9s","ark:/21198/n16c9s/9235vx41","","",""
"uclalsc_bioms111_b03_034.tif","Page","Page 31","34","ark:/21198/n16c9s","ark:/21198/n16c9s/db572n3j","","",""
"uclalsc_bioms111_b03_035.tif","Page","Page 32","35","ark:/21198/n16c9s","ark:/21198/n16c9s/t422255j","","",""
"uclalsc_bioms111_b03_036.tif","Page","Page 33","36","ark:/21198/n16c9s","ark:/21198/n16c9s/m020b51c","","",""
"uclalsc_bioms111_b03_037.tif","Page","Page 34","37","ark:/21198/n16c9s","ark:/21198/n16c9s/xj69sv05","","",""
"uclalsc_bioms111_b03_038.tif","Page","Page 35","38","ark:/21198/n16c9s","ark:/21198/n16c9s/r1156m1t","","",""
"uclalsc_bioms111_b03_039.tif","Page","Page 36","39","ark:/21198/n16c9s","ark:/21198/n16c9s/vw23wf62","","",""
"uclalsc_bioms111_b03_040.tif","Page","Page 37","40","ark:/21198/n16c9s","ark:/21198/n16c9s/4c72t74g","","",""
"uclalsc_bioms111_b03_041.tif","Page","Page 38","41","ark:/21198/n16c9s","ark:/21198/n16c9s/9839jc7b","","",""
"uclalsc_bioms111_b03_042.tif","Page","Page 39","42","ark:/21198/n16c9s","ark:/21198/n16c9s/w199g28c","","",""
"uclalsc_bioms111_b03_043.tif","Page","Page 40","43","ark:/21198/n16c9s","ark:/21198/n16c9s/t5408g1z","","",""
"uclalsc_bioms111_b03_044.tif","Page","Page 41","44","ark:/21198/n16c9s","ark:/21198/n16c9s/kj679c77","","",""
"uclalsc_bioms111_b03_045.tif","Page","Page 42","45","ark:/21198/n16c9s","ark:/21198/n16c9s/b531x951","","",""
"uclalsc_bioms111_b03_046.tif","Page","Page 43","46","ark:/21198/n16c9s","ark:/21198/n16c9s/3077p766","","",""
"uclalsc_bioms111_b03_047.tif","Page","Page 44","47","ark:/21198/n16c9s","ark:/21198/n16c9s/b5338q62","","",""
"uclalsc_bioms111_b03_048.tif","Page","Page 45","48","ark:/21198/n16c9s","ark:/21198/n16c9s/0d829s53","","",""
"uclalsc_bioms111_b03_049.tif","Page","Page 46","49","ark:/21198/n16c9s","ark:/21198/n16c9s/rn18bp9j","","",""
"uclalsc_bioms111_b03_050.tif","Page","Page 47","50","ark:/21198/n16c9s","ark:/21198/n16c9s/5r17dq03","","",""
"uclalsc_bioms111_b03_051.tif","Page","Page 48","51","ark:/21198/n16c9s","ark:/21198/n16c9s/bp87g168","","",""
"uclalsc_bioms111_b03_052.tif","Page","Page 49","52","ark:/21198/n16c9s","ark:/21198/n16c9s/k769rt5z","","",""
"uclalsc_bioms111_b03_053.tif","Page","Page 50","53","ark:/21198/n16c9s","ark:/21198/n16c9s/m185v89v","","",""
"uclalsc_bioms111_b03_054.tif","Page","Page 51","54","ark:/21198/n16c9s","ark:/21198/n16c9s/cb31ng83","","",""
"uclalsc_bioms111_b03_055.tif","Page","Page 52","55","ark:/21198/n16c9s","ark:/21198/n16c9s/6z75970h","","",""
"uclalsc_bioms111_b03_056.tif","Page","Page 53","56","ark:/21198/n16c9s","ark:/21198/n16c9s/pm49mc21","","",""
"uclalsc_bioms111_b03_057.tif","Page","Page 54","57","ark:/21198/n16c9s","ark:/21198/n16c9s/np93gg4d","","",""
"uclalsc_bioms111_b03_058.tif","Page","Page 55","58","ark:/21198/n16c9s","ark:/21198/n16c9s/b160cb0v","","",""
"uclalsc_bioms111_b03_059.tif","Page","Page 56","59","ark:/21198/n16c9s","ark:/21198/n16c9s/1z63j31n","","",""
"uclalsc_bioms111_b03_060.tif","Page","Page 57","60","ark:/21198/n16c9s","ark:/21198/n16c9s/f785sm7p","","",""
"uclalsc_bioms111_b03_061.tif","Page","Page 58","61","ark:/21198/n16c9s","ark:/21198/n16c9s/1b66s24j","","",""
"uclalsc_bioms111_b03_062.tif","Page","Page 59","62","ark:/21198/n16c9s","ark:/21198/n16c9s/q090dc95","","",""
"uclalsc_bioms111_b03_063.tif","Page","Page 60","63","ark:/21198/n16c9s","ark:/21198/n16c9s/mg90bb0m","","",""
"uclalsc_bioms111_b03_064.tif","Page","Page 61","64","ark:/21198/n16c9s","ark:/21198/n16c9s/g5908b0c","","",""
"uclalsc_bioms111_b03_065.tif","Page","Page 62","65","ark:/21198/n16c9s","ark:/21198/n16c9s/mj077489","","",""
"uclalsc_bioms111_b03_066.tif","Page","Page 63","66","ark:/21198/n16c9s","ark:/21198/n16c9s/d897h94r","","",""
"uclalsc_bioms111_b03_067.tif","Page","Page 64","67","ark:/21198/n16c9s","ark:/21198/n16c9s/m711kv17","","",""
"uclalsc_bioms111_b03_068.tif","Page","Page 65","68","ark:/21198/n16c9s","ark:/21198/n16c9s/xd728m4x","","",""
"uclalsc_bioms111_b03_069.tif","Page","Page 66","69","ark:/21198/n16c9s","ark:/21198/n16c9s/rm86614r","","",""
"uclalsc_bioms111_b03_070.tif","Page","Page 67","70","ark:/21198/n16c9s","ark:/21198/n16c9s/3b275784","","",""
"uclalsc_bioms111_b03_071.tif","Page","Page 68","71","ark:/21198/n16c9s","ark:/21198/n16c9s/8631pt28","","",""
"uclalsc_bioms111_b03_072.tif","Page","Page 69","72","ark:/21198/n16c9s","ark:/21198/n16c9s/w003vg8b","","",""
"uclalsc_bioms111_b03_073.tif","Page","Page 70","73","ark:/21198/n16c9s","ark:/21198/n16c9s/rq097d25","","",""
"uclalsc_bioms111_b03_074.tif","Page","Page 71","74","ark:/21198/n16c9s","ark:/21198/n16c9s/wn43n21p","","",""
"uclalsc_bioms111_b03_075.tif","Page","Page 72","75","ark:/21198/n16c9s","ark:/21198/n16c9s/52378t9n","","",""
"uclalsc_bioms111_b03_076.tif","Page","Flyleaf","76","ark:/21198/n16c9s","ark:/21198/n16c9s/wx54dh33","","",""
"uclalsc_bioms111_b03_077.tif","Page","Inside back cover","77","ark:/21198/n16c9s","ark:/21198/n16c9s/6x65h169","","",""
"uclalsc_bioms111_b03_078.tif","Page","Back cover","78","ark:/21198/n16c9s","ark:/21198/n16c9s/h671nv97","","",""
