Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,Type.typeOfResource,Type.genre,Name.subject,Name.donor,Name.copyrightHolder,Name.repository,Subject,Rights.copyrightStatus,Name.publisher,Name.designer,Name.creator,Name.contributor,Format.extent,AltIdentifier.collection,AltIdentifier.local,Relation.relatedTo,Date.creation,Title,Format.medium,Format.dimensions,Date.normalized,Relation.isPartOf,Description.note,Format.material,Description.physicalDescription,Bucketeer State,IIIF Access URL
Roybal (Edward R.) Photograph Collection,ark:/21198/zz000sjtqg,ark:/21198/zz000s3hxd,2,Completed,Work,csrc/masters/21198-zz000sjtqg-1-master.tif,,,,photographs,Black-and-white photographs,"Roybal, Edward Ross, 1916-2005",Roybal Family,Roybal Family Trust,UCLA Chicano Studies Research Center Library & Archive,,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",,,,,,Edward R. Roybal Papers,CSRC_ROYBAL_EarlyYears_0008.tif,"Edward R. Roybal Papers, 1953-1962",,CSRC_ROYBAL_EarlyYears_0008.tif,,,,Edward R. Roybal Papers,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000sjtqg
Roybal (Edward R.) Photograph Collection,ark:/21198/zz000sjtr0,ark:/21198/zz000s3hxd,2,Completed,Work,csrc/masters/21198-zz000sjtr0-1-master.tif,,,,photographs,Black-and-white photographs,"Roybal, Edward Ross, 1916-2005",Roybal Family,Roybal Family,UCLA Chicano Studies Research Center Library & Archive,,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",,,,,1 photograph,Edward R. Roybal Papers,CSRC_ROYBAL_EarlyYears_0003.tif,"Edward R. Roybal Papers,1953-1962",,CSRC_ROYBAL_EarlyYears_0003.tif,,,,Edward R. Roybal Papers,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000sjtr0
Roybal (Edward R.) Photograph Collection,ark:/21198/zz000sk1tc,ark:/21198/zz000s3hxd,2,Completed,Work,csrc/masters/21198-zz000sk1tc-1-master.tif,,,,photographs,Black-and-white photographs,"Roybal, Edward Ross, 1916-2005",Roybal Family,Roybal Family Trust,UCLA Chicano Studies Research Center Library & Archive,,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",,,,,1 Photograph,Edward R. Roybal Papers,CSRC_ROYBAL_EarlyYears_0013.tif,"Edward R. Roybal Papers, 1953-1962",,CSRC_ROYBAL_EarlyYears_0013.tif,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000sk1tc
Roybal (Edward R.) Photograph Collection,ark:/21198/zz000sk1vw,ark:/21198/zz000s3hxd,2,Completed,Work,csrc/masters/21198-zz000sk1vw-1-master.tif,,,,photographs,Black-and-white photographs,"Roybal, Edward Ross, 1916-2005",Roybal Family,Roybal Family Trust,UCLA Chicano Studies Research Center Library & Archive,,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",,,,,1 Photograph,,CSRC_ROYBAL_EarlyYears_0014.tif,"Edward R. Roybal Papers, 1953-1962",,CSRC_ROYBAL_EarlyYears_0014.tif,,,1950/1959,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000sk1vw
Roybal (Edward R.) Photograph Collection,ark:/21198/zz000sk1wd,ark:/21198/zz000s3hxd,2,Completed,Work,csrc/masters/21198-zz000sk1wd-1-master.tif,,,,photographs,Black-and-white photographs,"Roybal, Edward Ross, 1916-2005",Roybal Family,Roybal Family Trust,UCLA Chicano Studies Research Center Library & Archive,,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",,,,,1 Photograph,Edward R. Roybal Papers,CSRC_ROYBAL_EarlyYears_0016.tif,Edward R. Roybal Papers,,CSRC_ROYBAL_EarlyYears_0016.tif,,,1950/1959,Edward R. Roybal Papers,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000sk1wd
Roybal (Edward R.) Photograph Collection,ark:/21198/zz000sk1xx,ark:/21198/zz000s3hxd,2,Completed,Work,csrc/masters/21198-zz000sk1xx-1-master.tif,,,,photographs,Black-and-white photographs,"Roybal, Edward Ross, 1916-2005",Roybal Family,Roybal Family Trust,UCLA Chicano Studies Research Center Library & Archive,,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",,,,,1 Photograph,Edward R. Roybal Papers,CSRC_ROYBAL_EarlyYears_0015.tif,"Edward R. Roybal Papers, 1953-1962",,CSRC_ROYBAL_EarlyYears_0015.tif,,,,Edward R. Roybal Papers,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000sk1xx
Roybal (Edward R.) Photograph Collection,ark:/21198/zz001410qp,ark:/21198/zz000s3hxd,2,Completed,Work,csrc/masters/21198-zz001410qp-1-master.tif,,,,still image,Black-and-white photographs,"Roybal, Edward Ross, 1916-2005",Roybal Family,Roybal Family Trust,UCLA Chicano Studies Research Center Library & Archive,,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",,,,,1 photograph,Edward R. Roybal Papers,CSRC_ROYBAL-HAYNES_1949_005.tif,"Edward Ross Roybal Papers, 1953-1962",1949,Edward Roybal at dinner,Gelatin-Silver Photograph,5 x 7,1940/1949,Edward R. Roybal Papers,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001410qp
Roybal (Edward R.) Photograph Collection,ark:/21198/zz001410r6,ark:/21198/zz000s3hxd,2,Completed,Work,csrc/masters/21198-zz001410r6-1-master.tif,,,,still image,Black-and-white photographs,"Roybal, Edward Ross, 1916-2005|~|Roybal, Lucille Beserra, 1917 -",Roybal Family,Roybal Family Trust,UCLA Chicano Studies Research Center Library & Archive,,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",,,,,1 photograph,Edward R. Roybal Papers,CSRC_ROYBAL-HAYNES_1949_001.tif,"Edward Ross Roybal Papers, 1953-1962",1949,Roybal Family with Mr. and Mrs. Bowron,Gelatin-Silver Photograph,7 x 9,1940/1949,Edward R. Roybal Papers,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001410r6
Roybal (Edward R.) Photograph Collection,ark:/21198/zz001410sq,ark:/21198/zz000s3hxd,2,Completed,Work,csrc/masters/21198-zz001410sq-1-master.tif,,,,still image,Black-and-white photographs,"Roybal, Edward Ross, 1916-2005",Roybal Family,Roybal Family Trust,UCLA Chicano Studies Research Center Library & Archive,,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",,,,,1 photograph,Edward R. Roybal Papers,CSRC_ROYBAL-HAYNES_1942_001.tif,"Edward Ross Roybal Papers, 1953-1962",1942,Edward Roybal with family on Mother's Day,Gelatin-Silver Photograph,4 1/2 x 3 1/8,1940/1949,Edward R. Roybal Papers,,Kodak Velox Paper,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001410sq
Roybal (Edward R.) Photograph Collection,ark:/21198/zz001410t7,ark:/21198/zz000s3hxd,2,Completed,Work,csrc/masters/21198-zz001410t7-1-master.tif,,,,still image,Black-and-white photographs,"Roybal, Edward Ross, 1916-2005|~|Roybal, Lucille Beserra, 1917 -",Roybal Family,Roybal Family Trust,UCLA Chicano Studies Research Center Library & Archive,Los Angeles (Calif.). City Council,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",,,,,1 photograph,Edward R. Roybal Papers,CSRC_ROYBAL-HAYNES_1949_007.tif,"Edward Ross Roybal Papers, 1953-1962",1949,Edward Roybal at Election Night in City Hall,Gelatin-Silver Photograph,8 x 10,1940/1949,Edward R. Roybal Papers,"Inscribed on back,"" L.R- Henry Nava-Roger Townson-Edward Roybal-Joe Carlos---------Danny Nava.""",,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001410t7
Roybal (Edward R.) Photograph Collection,ark:/21198/zz001410w8,ark:/21198/zz000s3hxd,2,Completed,Work,csrc/masters/21198-zz001410w8-1-master.tif,,,,still image,Black-and-white photographs,"Roybal, Edward Ross, 1916-2005",Roybal Family,Roybal Family Trust,UCLA Chicano Studies Research Center Library & Archive,,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",,,,,1 photograph,Edward R. Roybal Papers,CSRC_ROYBAL-HAYNES_1949_006.tif,"Edward Ross Roybal Papers, 1953-1962",1949,Edward Roybal on KFVD,Gelatin-Silver Photograph,8 x 10,1940/1949,Edward R. Roybal Papers,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001410w8
Roybal (Edward R.) Photograph Collection,ark:/21198/zz001410xs,ark:/21198/zz000s3hxd,2,Completed,Work,csrc/masters/21198-zz001410xs-1-master.tif,,,,still image,Black-and-white photographs,"Roybal, Edward Ross, 1916-2005",Roybal Family,Roybal Family Trust,UCLA Chicano Studies Research Center Library & Archive,,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",,,,,1 Photograph,Edward R. Roybal Papers,CSRC_ROYBAL-HAYNES_1919_001.tif,"Edward Ross Roybal Papers, 1953-1962",1919 September,Childhood photograph,Gelatin-Silver Photograph,4 x 6,1910/1919,Edward R. Roybal Papers,"Inscribed on back, "" To Mercy-from Ique PapoyaEddie, Ique, Mercy. Taken: Sept 1919""",,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001410xs
Roybal (Edward R.) Photograph Collection,ark:/21198/zz001410z9,ark:/21198/zz000s3hxd,2,Completed,Work,csrc/masters/21198-zz001410z9-1-master.tif,,,,still image,Black-and-white photographs,"Roybal, Edward Ross, 1916-2005",Roybal Family,Roybal Family Trust,UCLA Chicano Studies Research Center Library & Archive,,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",,,,,1 photograph,Edward R. Roybal Papers,CSRC_ROYBAL-HAYNES_1949_003.tif,"Edward Ross Roybal Papers, 1953-1962",1949,Edward Roybal on KRKD,Gelatin-Silver Photograph,9 x 7,1940/1949,Edward R. Roybal Papers,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001410z9
Roybal (Edward R.) Photograph Collection,ark:/21198/zz00141109,ark:/21198/zz000s3hxd,2,Completed,Work,csrc/masters/21198-zz00141109-1-master.tif,,,,still image,Black-and-white photographs,"Roybal, Edward Ross, 1916-2005",Roybal Family,Roybal Family Trust,UCLA Chicano Studies Research Center Library & Archive,,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",,,,,1 photograph,Edward R. Roybal Papers,CSRC_ROYBAL-HAYNES_1949_008.tif,"Edward Ross Roybal Papers, 1953-1962",1949,Edward Roybal shaking Mayor Bowron,Gelatin-Silver Photograph,8 x 10,1940/1949,Edward R. Roybal Papers,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00141109
Roybal (Edward R.) Photograph Collection,ark:/21198/zz0014113v,ark:/21198/zz000s3hxd,2,Completed,Work,csrc/masters/21198-zz0014113v-1-master.tif,,,,still image,Black-and-white photographs,"Roybal, Edward Ross, 1916-2005",Roybal Family,Roybal Family Trust,UCLA Chicano Studies Research Center Library & Archive,,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",,,,,1 photograph,Edward R. Roybal Papers,CSRC_ROYBAL-HAYNES_1950_03.tif,"Edward Ross Roybal Papers, 1953-1962",1950,Edward Roybal and little girl from L.A. Orphanage,Gelatin-Silver Photograph,8 x 10,1950/1959,Edward R. Roybal Papers,"Note: ""Councilman Edward R. Roybal, with the assistance of youngsters from the Los Angeles Orphanage, dubs one of the Candy Cane Coaches, ""Pintos"". Fifteen of the gay Christmas vehicles will be put into the operation throughout the city today, under the sponsorship of the Downtown Business Men's association.""",,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0014113v
Roybal (Edward R.) Photograph Collection,ark:/21198/zz0014114c,ark:/21198/zz000s3hxd,2,Completed,Work,csrc/masters/21198-zz0014114c-1-master.tif,,,,still image,Black-and-white photographs,"Roybal, Edward Ross, 1916-2005",Roybal Family,Roybal Family Trust,UCLA Chicano Studies Research Center Library & Archive,,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",,,,,1 photograph,Edward R. Roybal Papers,CSRC_ROYBAL-HAYNES_1950_01.tif,"Edward Ross Roybal Papers, 1953-1962",1950,Edward Roybal at Camp Walcrest for Youth,Gelatin-Silver Photograph,8 x 10,1950/1959,Edward R. Roybal Papers,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0014114c
Roybal (Edward R.) Photograph Collection,ark:/21198/zz0014115w,ark:/21198/zz000s3hxd,2,Completed,Work,csrc/masters/21198-zz0014115w-1-master.tif,,,,still image,Black-and-white photographs,"Roybal, Edward Ross, 1916-2005|~|Roybal, Lucille Beserra, 1917 -",Roybal Family,Roybal Family Trust,UCLA Chicano Studies Research Center Library & Archive,,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",,,,,1 photograph,Edward R. Roybal Papers,CSRC_ROYBAL-HAYNES_1950_04.tif,"Edward Ross Roybal Papers, 1953-1962",1950 August 14,Souvenir Photo from Paris Inn,Gelatin-Silver Photograph,5 x 7,1950/1959,Edward R. Roybal Papers,Photograph taken at Paris Inn in Los Angeles. CA.,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0014115w
Roybal (Edward R.) Photograph Collection,ark:/21198/zz0014116d,ark:/21198/zz000s3hxd,2,Completed,Work,csrc/masters/21198-zz0014116d-1-master.tif,,,,still image,Black-and-white photographs,"Roybal, Edward Ross, 1916-2005|~|Roybal, Lucille Beserra, 1917 -",Roybal Family,Roybal Family Trust,UCLA Chicano Studies Research Center Library & Archive,,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",,,,,1 photograph,Edward R. Roybal Papers,CSRC_ROYBAL-HAYNES_1949_010.tif,"Edward Ross Roybal Papers, 1953-1962",1949,Edward Roybal Kissing Lucille Beserra Roybal,Gelatin-Silver Photograph,8 x 10,1940/1949,Edward R. Roybal Papers,"Photograph of Lucille Beserra Roybal, Edward R. Roybal, Lucille Jr., and Lillian.",,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0014116d
