"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Duplicate","Delete in Title","viewingHint","Text direction","Visibility","IIIF Range","Rights.copyrightStatus","Alternate Identifier.local","Title","Relation.rectoVerso","thumbnailImageName","masterImageName","Bucketeer State","IIIF Access URL","IIIF Manifest URL"
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz0014ks66","ark:/21198/zz000wq4n8","7","Completed","Page","minasian/masters/1391/1391_0075.tif","74","","","","","","","pd","1147_1391_0075","page 75","r","1147_1391_0075.jpg","1391_0075.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0014ks66",""
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz0014ks7q","ark:/21198/zz000wq4n8","7","Completed","Page","minasian/masters/1391/1391_0076.tif","75","","","","","","","pd","1147_1391_0076","page 76","v","1147_1391_0076.jpg","1391_0076.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0014ks7q",""
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz0014ks87","ark:/21198/zz000wq4n8","7","Completed","Page","minasian/masters/1391/1391_0077.tif","76","","","","","","","pd","1147_1391_0077","page 77","r","1147_1391_0077.jpg","1391_0077.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0014ks87",""
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz0014ks9r","ark:/21198/zz000wq4n8","7","Completed","Page","minasian/masters/1391/1391_0078.tif","77","","","","","","","pd","1147_1391_0078","page 78","v","1147_1391_0078.jpg","1391_0078.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0014ks9r",""
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz0014ksb8","ark:/21198/zz000wq4n8","7","Completed","Page","minasian/masters/1391/1391_0079.tif","78","","","","","","","pd","1147_1391_0079","page 79","r","1147_1391_0079.jpg","1391_0079.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0014ksb8",""
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz0014kscs","ark:/21198/zz000wq4n8","7","Completed","Page","minasian/masters/1391/1391_0080.tif","79","","","","","","","pd","1147_1391_0080","page 80","v","1147_1391_0080.jpg","1391_0080.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0014kscs",""
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz0014ksd9","ark:/21198/zz000wq4n8","7","Completed","Page","minasian/masters/1391/1391_0081.tif","80","","","","","","","pd","1147_1391_0081","page 81","r","1147_1391_0081.jpg","1391_0081.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0014ksd9",""
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz0014ksft","ark:/21198/zz000wq4n8","7","Completed","Page","minasian/masters/1391/1391_0082.tif","81","","","","","","","pd","1147_1391_0082","page 82","v","1147_1391_0082.jpg","1391_0082.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0014ksft",""
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz0014ksgb","ark:/21198/zz000wq4n8","7","Completed","Page","minasian/masters/1391/1391_0083.tif","82","","","","","","","pd","1147_1391_0083","page 83","r","1147_1391_0083.jpg","1391_0083.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0014ksgb",""
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz0014kshv","ark:/21198/zz000wq4n8","7","Completed","Page","minasian/masters/1391/1391_0084.tif","83","","","","","","","pd","1147_1391_0084","page 84","v","1147_1391_0084.jpg","1391_0084.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0014kshv",""
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz0014qsvt","ark:/21198/zz000wq4n8","7","Completed","Page","minasian/masters/1391/1391_0085.tif","84","","","","","","","pd","1147_1391_0085","page 85","r","1147_1391_0085.jpg","1391_0085.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0014qsvt",""
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz0014qswb","ark:/21198/zz000wq4n8","7","Completed","Page","minasian/masters/1391/1391_0086.tif","85","","","","","","","pd","1147_1391_0086","page 86","v","1147_1391_0086.jpg","1391_0086.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0014qswb",""
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz0014qsxv","ark:/21198/zz000wq4n8","7","Completed","Page","minasian/masters/1391/1391_0087.tif","86","","","","","","","pd","1147_1391_0087","page 87","r","1147_1391_0087.jpg","1391_0087.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0014qsxv",""
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz0014qszc","ark:/21198/zz000wq4n8","7","Completed","Page","minasian/masters/1391/1391_0088.tif","87","","","","","","","pd","1147_1391_0088","page 88","v","1147_1391_0088.jpg","1391_0088.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0014qszc",""
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz0014qt0c","ark:/21198/zz000wq4n8","7","Completed","Page","minasian/masters/1391/1391_0089.tif","88","","","","","","","pd","1147_1391_0089","page 89","r","1147_1391_0089.jpg","1391_0089.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0014qt0c",""
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz0014qt1w","ark:/21198/zz000wq4n8","7","Completed","Page","minasian/masters/1391/1391_0090.tif","89","","","","","","","pd","1147_1391_0090","page 90","v","1147_1391_0090.jpg","1391_0090.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0014qt1w",""
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz0014qt2d","ark:/21198/zz000wq4n8","7","Completed","Page","minasian/masters/1391/1391_0091.tif","90","","","","","","","pd","1147_1391_0091","page 91","r","1147_1391_0091.jpg","1391_0091.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0014qt2d",""
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz0014qt3x","ark:/21198/zz000wq4n8","7","Completed","Page","minasian/masters/1391/1391_0092.tif","91","","","","","","","pd","1147_1391_0092","page 92","v","1147_1391_0092.jpg","1391_0092.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0014qt3x",""
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz0014qt4f","ark:/21198/zz000wq4n8","7","Completed","Page","minasian/masters/1391/1391_0093.tif","92","","","","","","","pd","1147_1391_0093","page 93","r","1147_1391_0093.jpg","1391_0093.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0014qt4f",""
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz0014qt5z","ark:/21198/zz000wq4n8","7","Completed","Page","minasian/masters/1391/1391_0094.tif","93","","","","","","","pd","1147_1391_0094","page 94","v","1147_1391_0094.jpg","1391_0094.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0014qt5z",""
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz0014qt6g","ark:/21198/zz000wq4n8","7","Completed","Page","minasian/masters/1391/1391_0095.tif","94","","","","","","","pd","1147_1391_0095","page 95","r","1147_1391_0095.jpg","1391_0095.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0014qt6g",""
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz0014qt70","ark:/21198/zz000wq4n8","7","Completed","Page","minasian/masters/1391/1391_0096.tif","95","","","","","","","pd","1147_1391_0096","page 96","v","1147_1391_0096.jpg","1391_0096.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0014qt70",""
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz0014qt8h","ark:/21198/zz000wq4n8","7","Completed","Page","minasian/masters/1391/1391_0097.tif","96","","","","","","","pd","1147_1391_0097","page 97","r","1147_1391_0097.jpg","1391_0097.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0014qt8h",""
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz0014qt91","ark:/21198/zz000wq4n8","7","Completed","Page","minasian/masters/1391/1391_0098.tif","97","","","","","","","pd","1147_1391_0098","page 98","v","1147_1391_0098.jpg","1391_0098.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0014qt91",""
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz0014qtbj","ark:/21198/zz000wq4n8","7","Completed","Page","minasian/masters/1391/1391_0099.tif","98","","","","","","","pd","1147_1391_0099","page 99","r","1147_1391_0099.jpg","1391_0099.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0014qtbj",""
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz0014qtc2","ark:/21198/zz000wq4n8","7","Completed","Page","minasian/masters/1391/1391_0100.tif","99","","","","","","","pd","1147_1391_0100","page 100","v","1147_1391_0100.jpg","1391_0100.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0014qtc2",""
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz0014qtdk","ark:/21198/zz000wq4n8","7","Completed","Page","minasian/masters/1391/1391_0101.tif","100","","","","","","","pd","1147_1391_0101","page 101","r","1147_1391_0101.jpg","1391_0101.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0014qtdk",""
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz0014qtf3","ark:/21198/zz000wq4n8","7","Completed","Page","minasian/masters/1391/1391_0102.tif","102","","","","","","","pd","1147_1391_0102","page 102","v","1147_1391_0102.jpg","1391_0102.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0014qtf3",""
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz0014qth4","ark:/21198/zz000wq4n8","7","Completed","Page","minasian/masters/1391/1391_0104.tif","103","","","","","","","pd","1147_1391_0103","page 103","v","1147_1391_0104.jpg","1391_0104.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0014qth4",""
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz0014qtgm","ark:/21198/zz000wq4n8","7","Completed","Page","minasian/masters/1391/1391_0103.tif","104","","","","","","","pd","1147_1391_0104","page 104","r","1147_1391_0103.jpg","1391_0103.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0014qtgm",""
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz0014qtk5","ark:/21198/zz000wq4n8","7","Completed","Page","minasian/masters/1391/1391_0106.tif","105","","","","","","","pd","1147_1391_0105","page 105","v","1147_1391_0106.jpg","1391_0106.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0014qtk5",""
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz0014qtjn","ark:/21198/zz000wq4n8","7","Completed","Page","minasian/masters/1391/1391_0105.tif","106","","","","","","","pd","1147_1391_0106","page 106","r","1147_1391_0105.jpg","1391_0105.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0014qtjn",""
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz0014qtn6","ark:/21198/zz000wq4n8","7","Completed","Page","minasian/masters/1391/1391_0108.tif","107","","","","","","","pd","1147_1391_0107","page 107","v","1147_1391_0108.jpg","1391_0108.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0014qtn6",""
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz0014qtmp","ark:/21198/zz000wq4n8","7","Completed","Page","minasian/masters/1391/1391_0107.tif","108","","","","","","","pd","1147_1391_0108","page 108","r","1147_1391_0107.jpg","1391_0107.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0014qtmp",""
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz0014qtq7","ark:/21198/zz000wq4n8","7","Completed","Page","minasian/masters/1391/1391_0110.tif","109","","","","","","","pd","1147_1391_0109","page 109","v","1147_1391_0110.jpg","1391_0110.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0014qtq7",""
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz0014qtpq","ark:/21198/zz000wq4n8","7","Completed","Page","minasian/masters/1391/1391_0109.tif","110","","","","","","","pd","1147_1391_0110","page 110","r","1147_1391_0109.jpg","1391_0109.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0014qtpq",""
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz0014qts8","ark:/21198/zz000wq4n8","7","Completed","Page","minasian/masters/1391/1391_0112.tif","111","","","","","","","pd","1147_1391_0111","page 111","v","1147_1391_0112.jpg","1391_0112.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0014qts8",""
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz0014qtrr","ark:/21198/zz000wq4n8","7","Completed","Page","minasian/masters/1391/1391_0111.tif","112","","","","","","","pd","1147_1391_0112","page 112","r","1147_1391_0111.jpg","1391_0111.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0014qtrr",""
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz0014qtv9","ark:/21198/zz000wq4n8","7","Completed","Page","minasian/masters/1391/1391_0114.tif","113","","","","","","","pd","1147_1391_0113","page 113","v","1147_1391_0114.jpg","1391_0114.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0014qtv9",""
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz0014qtts","ark:/21198/zz000wq4n8","7","Completed","Page","minasian/masters/1391/1391_0113.tif","114","","","","","","","pd","1147_1391_0114","page 114","r","1147_1391_0113.jpg","1391_0113.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0014qtts",""
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz0014qtxb","ark:/21198/zz000wq4n8","7","Completed","Page","minasian/masters/1391/1391_0116.tif","115","","","","","","","pd","1147_1391_0115","page 115","v","1147_1391_0116.jpg","1391_0116.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0014qtxb",""
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz0014qtwt","ark:/21198/zz000wq4n8","7","Completed","Page","minasian/masters/1391/1391_0115.tif","116","","","","","","","pd","1147_1391_0116","page 116","r","1147_1391_0115.jpg","1391_0115.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0014qtwt",""
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz0014qv0v","ark:/21198/zz000wq4n8","7","Completed","Page","minasian/masters/1391/1391_0118.tif","117","","","","","","","pd","1147_1391_0117","page 117","v","1147_1391_0118.jpg","1391_0118.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0014qv0v",""
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz0014qtzv","ark:/21198/zz000wq4n8","7","Completed","Page","minasian/masters/1391/1391_0117.tif","118","","","","","","","pd","1147_1391_0118","page 118","r","1147_1391_0117.jpg","1391_0117.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0014qtzv",""
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz0014qv2w","ark:/21198/zz000wq4n8","7","Completed","Page","minasian/masters/1391/1391_0120.tif","119","","","","","","","pd","1147_1391_0119","page 119","v","1147_1391_0120.jpg","1391_0120.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0014qv2w",""
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz0014qv1c","ark:/21198/zz000wq4n8","7","Completed","Page","minasian/masters/1391/1391_0119.tif","120","","","","","","","pd","1147_1391_0120","page 120","r","1147_1391_0119.jpg","1391_0119.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0014qv1c",""
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz0014qv4x","ark:/21198/zz000wq4n8","7","Completed","Page","minasian/masters/1391/1391_0122.tif","121","","","","","","","pd","1147_1391_0121","page 121","v","1147_1391_0122.jpg","1391_0122.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0014qv4x",""
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz0014qv3d","ark:/21198/zz000wq4n8","7","Completed","Page","minasian/masters/1391/1391_0121.tif","122","","","","","","","pd","1147_1391_0122","page 122","r","1147_1391_0121.jpg","1391_0121.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0014qv3d",""
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz0014qv6z","ark:/21198/zz000wq4n8","7","Completed","Page","minasian/masters/1391/1391_0124.tif","123","","","","","","","pd","1147_1391_0123","page 123","v","1147_1391_0124.jpg","1391_0124.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0014qv6z",""
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz0014qv5f","ark:/21198/zz000wq4n8","7","Completed","Page","minasian/masters/1391/1391_0123.tif","124","","","","","","","pd","1147_1391_0124","page 124","r","1147_1391_0123.jpg","1391_0123.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0014qv5f",""
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz0014qv80","ark:/21198/zz000wq4n8","7","Completed","Page","minasian/masters/1391/1391_0126.tif","125","","","","","","","pd","1147_1391_0125","page 125","v","1147_1391_0126.jpg","1391_0126.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0014qv80",""
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz0014qv7g","ark:/21198/zz000wq4n8","7","Completed","Page","minasian/masters/1391/1391_0125.tif","126","","","","","","","pd","1147_1391_0126","page 126","r","1147_1391_0125.jpg","1391_0125.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0014qv7g",""
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz0014qvb1","ark:/21198/zz000wq4n8","7","Completed","Page","minasian/masters/1391/1391_0128.tif","127","","","","","","","pd","1147_1391_0127","page 127","v","1147_1391_0128.jpg","1391_0128.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0014qvb1",""
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz0014qv9h","ark:/21198/zz000wq4n8","7","Completed","Page","minasian/masters/1391/1391_0127.tif","128","","","","","","","pd","1147_1391_0128","page 128","r","1147_1391_0127.jpg","1391_0127.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0014qv9h",""
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz0014qvd2","ark:/21198/zz000wq4n8","7","Completed","Page","minasian/masters/1391/1391_0130.tif","129","","","","","","","pd","1147_1391_0129","page 129","v","1147_1391_0130.jpg","1391_0130.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0014qvd2",""
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz0014qvcj","ark:/21198/zz000wq4n8","7","Completed","Page","minasian/masters/1391/1391_0129.tif","130","","","","","","","pd","1147_1391_0130","page 130","r","1147_1391_0129.jpg","1391_0129.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0014qvcj",""
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz0014qvg3","ark:/21198/zz000wq4n8","7","Completed","Page","minasian/masters/1391/1391_0132.tif","131","","","","","","","pd","1147_1391_0131","page 131","v","1147_1391_0132.jpg","1391_0132.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0014qvg3",""
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz0014qvfk","ark:/21198/zz000wq4n8","7","Completed","Page","minasian/masters/1391/1391_0131.tif","132","","","","","","","pd","1147_1391_0132","page 132","r","1147_1391_0131.jpg","1391_0131.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0014qvfk",""
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz0014qvj4","ark:/21198/zz000wq4n8","7","Completed","Page","minasian/masters/1391/1391_0134.tif","133","","","","","","","pd","1147_1391_0133","page 133","v","1147_1391_0134.jpg","1391_0134.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0014qvj4",""
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz0014qvhm","ark:/21198/zz000wq4n8","7","Completed","Page","minasian/masters/1391/1391_0133.tif","134","","","","","","","pd","1147_1391_0134","page 134","r","1147_1391_0133.jpg","1391_0133.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0014qvhm",""
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz0014qvm5","ark:/21198/zz000wq4n8","7","Completed","Page","minasian/masters/1391/1391_0136.tif","135","","","","","","","pd","1147_1391_0135","page 135","v","1147_1391_0136.jpg","1391_0136.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0014qvm5",""
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz0014qvkn","ark:/21198/zz000wq4n8","7","Completed","Page","minasian/masters/1391/1391_0135.tif","136","","","","","","","pd","1147_1391_0136","page 136","r","1147_1391_0135.jpg","1391_0135.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0014qvkn",""
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz0014qvp6","ark:/21198/zz000wq4n8","7","Completed","Page","minasian/masters/1391/1391_0138.tif","137","","","","","","","pd","1147_1391_0137","page 137","v","1147_1391_0138.jpg","1391_0138.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0014qvp6",""
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz0014qvnp","ark:/21198/zz000wq4n8","7","Completed","Page","minasian/masters/1391/1391_0137.tif","138","","","","","","","pd","1147_1391_0138","page 138","r","1147_1391_0137.jpg","1391_0137.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0014qvnp",""
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz0014qvr7","ark:/21198/zz000wq4n8","7","Completed","Page","minasian/masters/1391/1391_0140.tif","139","","","","","","","pd","1147_1391_0139","page 139","v","1147_1391_0140.jpg","1391_0140.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0014qvr7",""
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz0014qvqq","ark:/21198/zz000wq4n8","7","Completed","Page","minasian/masters/1391/1391_0139.tif","140","","","","","","","pd","1147_1391_0140","page 140","r","1147_1391_0139.jpg","1391_0139.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0014qvqq",""
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz0014qvt8","ark:/21198/zz000wq4n8","7","Completed","Page","minasian/masters/1391/1391_0142.tif","141","","","","","","","pd","1147_1391_0141","page 141","v","1147_1391_0142.jpg","1391_0142.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0014qvt8",""
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz0014qvsr","ark:/21198/zz000wq4n8","7","Completed","Page","minasian/masters/1391/1391_0141.tif","142","","","","","","","pd","1147_1391_0142","page 142","r","1147_1391_0141.jpg","1391_0141.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0014qvsr",""
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz0014qvw9","ark:/21198/zz000wq4n8","7","Completed","Page","minasian/masters/1391/1391_0144.tif","143","","","","","","","pd","1147_1391_0143","page 143","v","1147_1391_0144.jpg","1391_0144.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0014qvw9",""
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz0014qvvs","ark:/21198/zz000wq4n8","7","Completed","Page","minasian/masters/1391/1391_0143.tif","144","","","","","","","pd","1147_1391_0144","page 144","r","1147_1391_0143.jpg","1391_0143.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0014qvvs",""
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz0014qvzb","ark:/21198/zz000wq4n8","7","Completed","Page","minasian/masters/1391/1391_0146.tif","145","","","","","","","pd","1147_1391_0145","page 145","v","1147_1391_0146.jpg","1391_0146.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0014qvzb",""
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz0014qvxt","ark:/21198/zz000wq4n8","7","Completed","Page","minasian/masters/1391/1391_0145.tif","146","","","","","","","pd","1147_1391_0146","page 146","r","1147_1391_0145.jpg","1391_0145.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0014qvxt",""
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz0014qw1v","ark:/21198/zz000wq4n8","7","Completed","Page","minasian/masters/1391/1391_0148.tif","147","","","","","","","pd","1147_1391_0147","page 147","v","1147_1391_0148.jpg","1391_0148.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0014qw1v",""
