Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,Type.typeOfResource,Name.repository,Title,Alt ID.local,Description.abstract,Bucketeer State,IIIF Access URL,IIIF Manifest URL
Rainbow Bridge,ark:/21198/zz002j0ggq,ark:/21198/zz002j0bw0,10,Completed with minimal metadata,Work,rainbow_bridge/image/fowler_a243_0018.tif,,,,still image,Fowler Museum at UCLA,fowler_a243_0018,fowler_a243_0018,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002j0ggq,http://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002j0ggq/manifest
Rainbow Bridge,ark:/21198/zz002j0gh7,ark:/21198/zz002j0bw0,10,Completed with minimal metadata,Work,rainbow_bridge/image/fowler_a243_0019.tif,,,,still image,Fowler Museum at UCLA,fowler_a243_0019,fowler_a243_0019,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002j0gh7,http://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002j0gh7/manifest
Rainbow Bridge,ark:/21198/zz002j0gjr,ark:/21198/zz002j0bw0,10,Completed with minimal metadata,Work,rainbow_bridge/image/fowler_a243_0020.tif,,,,still image,Fowler Museum at UCLA,fowler_a243_0020,fowler_a243_0020,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002j0gjr,http://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002j0gjr/manifest
Rainbow Bridge,ark:/21198/zz002j0gk8,ark:/21198/zz002j0bw0,10,Completed with minimal metadata,Work,rainbow_bridge/image/fowler_a243_0021.tif,,,,still image,Fowler Museum at UCLA,fowler_a243_0021,fowler_a243_0021,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002j0gk8,http://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002j0gk8/manifest
Rainbow Bridge,ark:/21198/zz002j0gms,ark:/21198/zz002j0bw0,10,Completed with minimal metadata,Work,rainbow_bridge/image/fowler_a243_0022.tif,,,,still image,Fowler Museum at UCLA,fowler_a243_0022,fowler_a243_0022,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002j0gms,http://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002j0gms/manifest
Rainbow Bridge,ark:/21198/zz002j0gn9,ark:/21198/zz002j0bw0,10,Completed with minimal metadata,Work,rainbow_bridge/image/fowler_a243_0023.tif,,,,still image,Fowler Museum at UCLA,fowler_a243_0023,fowler_a243_0023,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002j0gn9,http://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002j0gn9/manifest
Rainbow Bridge,ark:/21198/zz002j0gpt,ark:/21198/zz002j0bw0,10,Completed with minimal metadata,Work,rainbow_bridge/image/fowler_a243_0024.tif,,,,still image,Fowler Museum at UCLA,fowler_a243_0024,fowler_a243_0024,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002j0gpt,http://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002j0gpt/manifest
Rainbow Bridge,ark:/21198/zz002j0gqb,ark:/21198/zz002j0bw0,10,Completed with minimal metadata,Work,rainbow_bridge/image/rotate/fowler_a243_0025.tif,,,,still image,Fowler Museum at UCLA,fowler_a243_0025,fowler_a243_0025,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002j0gqb,http://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002j0gqb/manifest
Rainbow Bridge,ark:/21198/zz002j0grv,ark:/21198/zz002j0bw0,10,Completed with minimal metadata,Work,rainbow_bridge/image/rotate/fowler_a243_0026.tif,,,,still image,Fowler Museum at UCLA,fowler_a243_0026,fowler_a243_0026,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002j0grv,http://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002j0grv/manifest
Rainbow Bridge,ark:/21198/zz002j0gsc,ark:/21198/zz002j0bw0,10,Completed with minimal metadata,Work,rainbow_bridge/image/rotate/fowler_a243_0027.tif,,,,still image,Fowler Museum at UCLA,fowler_a243_0027,fowler_a243_0027,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002j0gsc,http://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002j0gsc/manifest
Rainbow Bridge,ark:/21198/zz002j0gtw,ark:/21198/zz002j0bw0,10,Completed with minimal metadata,Work,rainbow_bridge/image/fowler_a243_0028.tif,,,,still image,Fowler Museum at UCLA,fowler_a243_0028,fowler_a243_0028,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002j0gtw,http://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002j0gtw/manifest
Rainbow Bridge,ark:/21198/zz002j0gvd,ark:/21198/zz002j0bw0,10,Completed with minimal metadata,Work,rainbow_bridge/image/fowler_a243_0029.tif,,,,still image,Fowler Museum at UCLA,fowler_a243_0029,fowler_a243_0029,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002j0gvd,http://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002j0gvd/manifest
Rainbow Bridge,ark:/21198/zz002j0gwx,ark:/21198/zz002j0bw0,10,Completed with minimal metadata,Work,rainbow_bridge/image/fowler_a243_0030.tif,,,,still image,Fowler Museum at UCLA,fowler_a243_0030,fowler_a243_0030,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002j0gwx,http://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002j0gwx/manifest
Rainbow Bridge,ark:/21198/zz002j0gxf,ark:/21198/zz002j0bw0,10,Completed with minimal metadata,Work,rainbow_bridge/image/fowler_a243_0031.tif,,,,still image,Fowler Museum at UCLA,fowler_a243_0031,fowler_a243_0031,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002j0gxf,http://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002j0gxf/manifest
Rainbow Bridge,ark:/21198/zz002j0gzz,ark:/21198/zz002j0bw0,10,Completed with minimal metadata,Work,rainbow_bridge/image/fowler_a243_0032.tif,,,,still image,Fowler Museum at UCLA,fowler_a243_0032,fowler_a243_0032,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002j0gzz,http://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002j0gzz/manifest
Rainbow Bridge,ark:/21198/zz002j0h0z,ark:/21198/zz002j0bw0,10,Completed with minimal metadata,Work,rainbow_bridge/image/fowler_a243_0033.tif,,,,still image,Fowler Museum at UCLA,fowler_a243_0033,fowler_a243_0033,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002j0h0z,http://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002j0h0z/manifest
Rainbow Bridge,ark:/21198/zz002j0h1g,ark:/21198/zz002j0bw0,10,Completed with minimal metadata,Work,rainbow_bridge/image/fowler_a243_0034.tif,,,,still image,Fowler Museum at UCLA,fowler_a243_0034,fowler_a243_0034,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002j0h1g,http://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002j0h1g/manifest
Rainbow Bridge,ark:/21198/zz002j0h20,ark:/21198/zz002j0bw0,10,Completed with minimal metadata,Work,rainbow_bridge/image/fowler_a243_0035.tif,,,,still image,Fowler Museum at UCLA,fowler_a243_0035,fowler_a243_0035,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002j0h20,http://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002j0h20/manifest
Rainbow Bridge,ark:/21198/zz002j0h3h,ark:/21198/zz002j0bw0,10,Completed with minimal metadata,Work,rainbow_bridge/image/fowler_a243_0036.tif,,,,still image,Fowler Museum at UCLA,fowler_a243_0036,fowler_a243_0036,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002j0h3h,http://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002j0h3h/manifest
Rainbow Bridge,ark:/21198/zz002j0h41,ark:/21198/zz002j0bw0,10,Completed with minimal metadata,Work,rainbow_bridge/image/fowler_a243_0037.tif,,,,still image,Fowler Museum at UCLA,fowler_a243_0037,fowler_a243_0037,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002j0h41,http://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002j0h41/manifest
Rainbow Bridge,ark:/21198/zz002j0h5j,ark:/21198/zz002j0bw0,10,Completed with minimal metadata,Work,rainbow_bridge/image/fowler_a243_0038.tif,,,,still image,Fowler Museum at UCLA,fowler_a243_0038,fowler_a243_0038,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002j0h5j,http://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002j0h5j/manifest
Rainbow Bridge,ark:/21198/zz002j0h62,ark:/21198/zz002j0bw0,10,Completed with minimal metadata,Work,rainbow_bridge/image/fowler_a243_0039.tif,,,,still image,Fowler Museum at UCLA,fowler_a243_0039,fowler_a243_0039,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002j0h62,http://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002j0h62/manifest
Rainbow Bridge,ark:/21198/zz002j0h7k,ark:/21198/zz002j0bw0,10,Completed with minimal metadata,Work,rainbow_bridge/image/fowler_a243_0040.tif,,,,still image,Fowler Museum at UCLA,fowler_a243_0040,fowler_a243_0040,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002j0h7k,http://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002j0h7k/manifest
Rainbow Bridge,ark:/21198/zz002j0h83,ark:/21198/zz002j0bw0,10,Completed with minimal metadata,Work,rainbow_bridge/image/fowler_a243_0041.tif,,,,still image,Fowler Museum at UCLA,fowler_a243_0041,fowler_a243_0041,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002j0h83,http://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002j0h83/manifest
Rainbow Bridge,ark:/21198/zz002j0h9m,ark:/21198/zz002j0bw0,10,Completed with minimal metadata,Work,rainbow_bridge/image/fowler_a243_0042.tif,,,,still image,Fowler Museum at UCLA,fowler_a243_0042,fowler_a243_0042,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002j0h9m,http://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002j0h9m/manifest
Rainbow Bridge,ark:/21198/zz002j0hb4,ark:/21198/zz002j0bw0,10,Completed with minimal metadata,Work,rainbow_bridge/image/fowler_a243_0043.tif,,,,still image,Fowler Museum at UCLA,fowler_a243_0043,fowler_a243_0043,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002j0hb4,http://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002j0hb4/manifest
Rainbow Bridge,ark:/21198/zz002j0hcn,ark:/21198/zz002j0bw0,10,Completed with minimal metadata,Work,rainbow_bridge/image/fowler_a243_0044.tif,,,,still image,Fowler Museum at UCLA,fowler_a243_0044,fowler_a243_0044,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002j0hcn,http://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002j0hcn/manifest
Rainbow Bridge,ark:/21198/zz002j0hd5,ark:/21198/zz002j0bw0,10,Completed with minimal metadata,Work,rainbow_bridge/image/fowler_a243_0045.tif,,,,still image,Fowler Museum at UCLA,fowler_a243_0045,fowler_a243_0045,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002j0hd5,http://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002j0hd5/manifest
Rainbow Bridge,ark:/21198/zz002j0hfp,ark:/21198/zz002j0bw0,10,Completed with minimal metadata,Work,rainbow_bridge/image/fowler_a243_0046.tif,,,,still image,Fowler Museum at UCLA,fowler_a243_0046,fowler_a243_0046,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002j0hfp,http://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002j0hfp/manifest
Rainbow Bridge,ark:/21198/zz002j0hg6,ark:/21198/zz002j0bw0,10,Completed with minimal metadata,Work,rainbow_bridge/image/fowler_a243_0047.tif,,,,still image,Fowler Museum at UCLA,fowler_a243_0047,fowler_a243_0047,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002j0hg6,http://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002j0hg6/manifest
Rainbow Bridge,ark:/21198/zz002j0hhq,ark:/21198/zz002j0bw0,10,Completed with minimal metadata,Work,rainbow_bridge/image/fowler_a243_0048.tif,,,,still image,Fowler Museum at UCLA,fowler_a243_0048,fowler_a243_0048,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002j0hhq,http://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002j0hhq/manifest
Rainbow Bridge,ark:/21198/zz002j0hj7,ark:/21198/zz002j0bw0,10,Completed with minimal metadata,Work,rainbow_bridge/image/fowler_a243_0049.tif,,,,still image,Fowler Museum at UCLA,fowler_a243_0049,fowler_a243_0049,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002j0hj7,http://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002j0hj7/manifest
Rainbow Bridge,ark:/21198/zz002j0hkr,ark:/21198/zz002j0bw0,10,Completed with minimal metadata,Work,rainbow_bridge/image/fowler_a243_0050.tif,,,,still image,Fowler Museum at UCLA,fowler_a243_0050,fowler_a243_0050,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002j0hkr,http://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002j0hkr/manifest
Rainbow Bridge,ark:/21198/zz002j0hm8,ark:/21198/zz002j0bw0,10,Completed with minimal metadata,Work,rainbow_bridge/image/fowler_a243_0051.tif,,,,still image,Fowler Museum at UCLA,fowler_a243_0051,fowler_a243_0051,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002j0hm8,http://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002j0hm8/manifest
Rainbow Bridge,ark:/21198/zz002j0hns,ark:/21198/zz002j0bw0,10,Completed with minimal metadata,Work,rainbow_bridge/image/fowler_a243_0052.tif,,,,still image,Fowler Museum at UCLA,fowler_a243_0052,fowler_a243_0052,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002j0hns,http://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002j0hns/manifest
Rainbow Bridge,ark:/21198/zz002j0hp9,ark:/21198/zz002j0bw0,10,Completed with minimal metadata,Work,rainbow_bridge/image/fowler_a243_0053.tif,,,,still image,Fowler Museum at UCLA,fowler_a243_0053,fowler_a243_0053,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002j0hp9,http://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002j0hp9/manifest
Rainbow Bridge,ark:/21198/zz002j0hqt,ark:/21198/zz002j0bw0,10,Completed with minimal metadata,Work,rainbow_bridge/image/fowler_a243_0054.tif,,,,still image,Fowler Museum at UCLA,fowler_a243_0054,fowler_a243_0054,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002j0hqt,http://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002j0hqt/manifest
Rainbow Bridge,ark:/21198/zz002j0hrb,ark:/21198/zz002j0bw0,10,Completed with minimal metadata,Work,rainbow_bridge/image/fowler_a243_0055.tif,,,,still image,Fowler Museum at UCLA,fowler_a243_0055,fowler_a243_0055,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002j0hrb,http://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002j0hrb/manifest
Rainbow Bridge,ark:/21198/zz002j0hsv,ark:/21198/zz002j0bw0,10,Completed with minimal metadata,Work,rainbow_bridge/image/fowler_a243_0056.tif,,,,still image,Fowler Museum at UCLA,fowler_a243_0056,fowler_a243_0056,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002j0hsv,http://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002j0hsv/manifest
Rainbow Bridge,ark:/21198/zz002j0htc,ark:/21198/zz002j0bw0,10,Completed with minimal metadata,Work,rainbow_bridge/image/fowler_a243_0057.tif,,,,still image,Fowler Museum at UCLA,fowler_a243_0057,fowler_a243_0057,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002j0htc,http://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002j0htc/manifest
Rainbow Bridge,ark:/21198/zz002j0hvw,ark:/21198/zz002j0bw0,10,Completed with minimal metadata,Work,rainbow_bridge/image/fowler_a243_0058.tif,,,,still image,Fowler Museum at UCLA,fowler_a243_0058,fowler_a243_0058,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002j0hvw,http://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002j0hvw/manifest
Rainbow Bridge,ark:/21198/zz002j0hwd,ark:/21198/zz002j0bw0,10,Completed with minimal metadata,Work,rainbow_bridge/image/fowler_a243_0059.tif,,,,still image,Fowler Museum at UCLA,fowler_a243_0059,fowler_a243_0059,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002j0hwd,http://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002j0hwd/manifest
Rainbow Bridge,ark:/21198/zz002j0hxx,ark:/21198/zz002j0bw0,10,Completed with minimal metadata,Work,rainbow_bridge/image/fowler_a243_0060.tif,,,,still image,Fowler Museum at UCLA,fowler_a243_0060,fowler_a243_0060,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002j0hxx,http://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002j0hxx/manifest
Rainbow Bridge,ark:/21198/zz002j0hzf,ark:/21198/zz002j0bw0,10,Completed with minimal metadata,Work,rainbow_bridge/image/fowler_a243_0061.tif,,,,still image,Fowler Museum at UCLA,fowler_a243_0061,fowler_a243_0061,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002j0hzf,http://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002j0hzf/manifest
Rainbow Bridge,ark:/21198/zz002j0j0f,ark:/21198/zz002j0bw0,10,Completed with minimal metadata,Work,rainbow_bridge/image/fowler_a243_0062.tif,,,,still image,Fowler Museum at UCLA,fowler_a243_0062,fowler_a243_0062,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002j0j0f,http://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002j0j0f/manifest
