Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,IIIF Access URL,viewingHint,Text direction,Visibility,IIIF Range,Type.typeOfResource,Rights.copyrightStatus,License,Language,Type.genre,Subject topic,Author,Name.subject,Name.annotator,Name.repository,Name.scribe,Title,Thumbnail,IIIF Manifest URL,Related,Relation.rectoVerso,Relation.pageNumber,Relation.textDirection,Relation.isVersionOf,AltIdentifier.local,Description.contents,Date.creation,Format.dimensions,Format.extent,Description.note,Summary
St Gall Manuscripts,ark:/21198/zz00261mkh,ark:/21198/zz0015vcjk,2,Completed,Work,,,,paged,,,,text,public domain,,,Manuscripts,,,,,Stiftsbibliothek Sankt Gallen|~|e-codices,,"St. Gallen, Stiftsbibliothek, Codex 158",https://www.e-codices.unifr.ch/loris/csg/csg-0158/csg-0158_003.jp2,https://www.e-codices.unifr.ch/metadata/iiif/csg-0158/manifest.json,https://www.e-codices.unifr.ch/en/list/one/csg/0158,,,,,,,,,,,
St Gall Manuscripts,ark:/21198/zz00261w97,ark:/21198/zz0015vcjk,2,Completed,Work,,,,paged,,,,text,public domain,,,Manuscripts,,,,,Stiftsbibliothek Sankt Gallen|~|e-codices,,"St. Gallen, Stiftsbibliothek, Codex 159",https://www.e-codices.unifr.ch/loris/csg/csg-0159/csg-0159_005.jp2,https://www.e-codices.unifr.ch/metadata/iiif/csg-0159/manifest.json,https://www.e-codices.unifr.ch/en/list/one/csg/0159,,,,,,,,,,,
St Gall Manuscripts,ark:/21198/zz00262bzs,ark:/21198/zz0015vcjk,2,Completed,Work,,,,paged,,,,text,public domain,,,Manuscripts,,,,,Stiftsbibliothek Sankt Gallen|~|e-codices,,"St. Gallen, Stiftsbibliothek, Codex 160",https://www.e-codices.unifr.ch/loris/csg/csg-0160/csg-0160_002.jp2,https://www.e-codices.unifr.ch/metadata/iiif/csg-0160/manifest.json,https://www.e-codices.unifr.ch/en/list/one/csg/0160,,,,,,,,,,,
St Gall Manuscripts,ark:/21198/zz002632xv,ark:/21198/zz0015vcjk,2,Completed,Work,,,,paged,,,,text,public domain,,,Manuscripts,,,,,Stiftsbibliothek Sankt Gallen|~|e-codices,,"St. Gallen, Stiftsbibliothek, Codex 161",https://www.e-codices.unifr.ch/loris/csg/csg-0161/csg-0161_003.jp2,https://www.e-codices.unifr.ch/metadata/iiif/csg-0161/manifest.json,https://www.e-codices.unifr.ch/en/list/one/csg/0161,,,,,,,,,,,
St Gall Manuscripts,ark:/21198/zz00263hmg,ark:/21198/zz0015vcjk,2,Completed,Work,,,,paged,,,,text,public domain,,,Manuscripts,,,,,Stiftsbibliothek Sankt Gallen|~|e-codices,,"St. Gallen, Stiftsbibliothek, Codex 162",https://www.e-codices.unifr.ch/loris/csg/csg-0162/csg-0162_002.jp2,https://www.e-codices.unifr.ch/metadata/iiif/csg-0162/manifest.json,https://www.e-codices.unifr.ch/en/list/one/csg/0162,,,,,,,,,,,
St Gall Manuscripts,ark:/21198/zz002641d2,ark:/21198/zz0015vcjk,2,Completed,Work,,,,paged,,,,text,public domain,,,Manuscripts,,,,,Stiftsbibliothek Sankt Gallen|~|e-codices,,"St. Gallen, Stiftsbibliothek, Codex 163",https://www.e-codices.unifr.ch/loris/csg/csg-0163/csg-0163_003.jp2,https://www.e-codices.unifr.ch/metadata/iiif/csg-0163/manifest.json,https://www.e-codices.unifr.ch/en/list/one/csg/0163,,,,,,,,,,,
St Gall Manuscripts,ark:/21198/zz0026431b,ark:/21198/zz0015vcjk,2,Completed,Work,,,,paged,,,,text,public domain,,,Manuscripts,,,,,Stiftsbibliothek Sankt Gallen|~|e-codices,,"St. Gallen, Stiftsbibliothek, Codex 164",https://www.e-codices.unifr.ch/loris/csg/csg-0164/csg-0164_003.jp2,https://www.e-codices.unifr.ch/metadata/iiif/csg-0164/manifest.json,https://www.e-codices.unifr.ch/en/list/one/csg/0164,,,,,,,,,,,
St Gall Manuscripts,ark:/21198/zz00264kf9,ark:/21198/zz0015vcjk,2,Completed,Work,,,,paged,,,,text,public domain,,,Manuscripts,,,,,Stiftsbibliothek Sankt Gallen|~|e-codices,,"St. Gallen, Stiftsbibliothek, Codex 165",https://www.e-codices.unifr.ch/loris/csg/csg-0165/csg-0165_002.jp2,https://www.e-codices.unifr.ch/metadata/iiif/csg-0165/manifest.json,https://www.e-codices.unifr.ch/en/list/one/csg/0165,,,,,,,,,,,
St Gall Manuscripts,ark:/21198/zz00264zd3,ark:/21198/zz0015vcjk,2,Completed,Work,,,,paged,,,,text,public domain,,,Manuscripts,,,,,Stiftsbibliothek Sankt Gallen|~|e-codices,,"St. Gallen, Stiftsbibliothek, Codex 166",https://www.e-codices.unifr.ch/loris/csg/csg-0166/csg-0166_003.jp2,https://www.e-codices.unifr.ch/metadata/iiif/csg-0166/manifest.json,https://www.e-codices.unifr.ch/en/list/one/csg/0166,,,,,,,,,,,
St Gall Manuscripts,ark:/21198/zz002655n2,ark:/21198/zz0015vcjk,2,Completed,Work,,,,paged,,,,text,public domain,,,Manuscripts,,,,,Stiftsbibliothek Sankt Gallen|~|e-codices,,"St. Gallen, Stiftsbibliothek, Codex 167",https://www.e-codices.unifr.ch/loris/csg/csg-0167/csg-0167_002.jp2,https://www.e-codices.unifr.ch/metadata/iiif/csg-0167/manifest.json,https://www.e-codices.unifr.ch/en/list/one/csg/0167,,,,,,,,,,,
St Gall Manuscripts,ark:/21198/zz00265b4q,ark:/21198/zz0015vcjk,2,Completed,Work,,,,paged,,,,text,public domain,,,Manuscripts,,,,,Stiftsbibliothek Sankt Gallen|~|e-codices,,"St. Gallen, Stiftsbibliothek, Codex 169",https://www.e-codices.unifr.ch/loris/csg/csg-0169/csg-0169_002.jp2,https://www.e-codices.unifr.ch/metadata/iiif/csg-0169/manifest.json,https://www.e-codices.unifr.ch/en/list/one/csg/0169,,,,,,,,,,,
St Gall Manuscripts,ark:/21198/zz00265gjv,ark:/21198/zz0015vcjk,2,Completed,Work,,,,paged,,,,text,public domain,,,Manuscripts,,,,,Stiftsbibliothek Sankt Gallen|~|e-codices,,"St. Gallen, Stiftsbibliothek, Codex 172",https://www.e-codices.unifr.ch/loris/csg/csg-0172/csg-0172_003.jp2,https://www.e-codices.unifr.ch/metadata/iiif/csg-0172/manifest.json,https://www.e-codices.unifr.ch/en/list/one/csg/0172,,,,,,,,,,,
St Gall Manuscripts,ark:/21198/zz00265tgn,ark:/21198/zz0015vcjk,2,Completed,Work,,,,paged,,,,text,public domain,,,Manuscripts,,,,,Stiftsbibliothek Sankt Gallen|~|e-codices,,"St. Gallen, Stiftsbibliothek, Codex 173",https://www.e-codices.unifr.ch/loris/csg/csg-0173/csg-0173_002.jp2,https://www.e-codices.unifr.ch/metadata/iiif/csg-0173/manifest.json,https://www.e-codices.unifr.ch/en/list/one/csg/0173,,,,,,,,,,,
St Gall Manuscripts,ark:/21198/zz002669pz,ark:/21198/zz0015vcjk,2,Completed,Work,,,,paged,,,,text,public domain,,,Manuscripts,,,,,Stiftsbibliothek Sankt Gallen|~|e-codices,,"St. Gallen, Stiftsbibliothek, Codex 176",https://www.e-codices.unifr.ch/loris/csg/csg-0176/csg-0176_001.jp2,https://www.e-codices.unifr.ch/metadata/iiif/csg-0176/manifest.json,https://www.e-codices.unifr.ch/en/list/one/csg/0176,,,,,,,,,,,
St Gall Manuscripts,ark:/21198/zz00266whk,ark:/21198/zz0015vcjk,2,Completed,Work,,,,paged,,,,text,public domain,,,Manuscripts,,,,,Stiftsbibliothek Sankt Gallen|~|e-codices,,"St. Gallen, Stiftsbibliothek, Codex 178",https://www.e-codices.unifr.ch/loris/csg/csg-0178/csg-0178_003.jp2,https://www.e-codices.unifr.ch/metadata/iiif/csg-0178/manifest.json,https://www.e-codices.unifr.ch/en/list/one/csg/0178,,,,,,,,,,,
St Gall Manuscripts,ark:/21198/zz00267dbp,ark:/21198/zz0015vcjk,2,Completed,Work,,,,paged,,,,text,public domain,,,Manuscripts,,,,,Stiftsbibliothek Sankt Gallen|~|e-codices,,"St. Gallen, Stiftsbibliothek, Codex 187",https://www.e-codices.unifr.ch/loris/csg/csg-0187/csg-0187_002.jp2,https://www.e-codices.unifr.ch/metadata/iiif/csg-0187/manifest.json,https://www.e-codices.unifr.ch/en/list/one/csg/0187,,,,,,,,,,,
St Gall Manuscripts,ark:/21198/zz0025r27m,ark:/21198/zz0015vcjk,2,Completed,Work,,,,paged,,,,text,public domain,,,Manuscripts,,,,,Stiftsbibliothek Sankt Gallen|~|e-codices,,"St. Gallen, Stiftsbibliothek, Codex 19",https://www.e-codices.unifr.ch/loris/csg/csg-0019/csg-0019_003.jp2,https://www.e-codices.unifr.ch/metadata/iiif/csg-0019/manifest.json,https://www.e-codices.unifr.ch/en/list/one/csg/0019,,,,,,,,,,,
St Gall Manuscripts,ark:/21198/zz00267sqp,ark:/21198/zz0015vcjk,2,Completed,Work,,,,paged,,,,text,public domain,,,Manuscripts,,,,,Stiftsbibliothek Sankt Gallen|~|e-codices,,"St. Gallen, Stiftsbibliothek, Codex 200",https://www.e-codices.unifr.ch/loris/csg/csg-0200/csg-0200_003.jp2,https://www.e-codices.unifr.ch/metadata/iiif/csg-0200/manifest.json,https://www.e-codices.unifr.ch/en/list/one/csg/0200,,,,,,,,,,,
St Gall Manuscripts,ark:/21198/zz00268dfp,ark:/21198/zz0015vcjk,2,Completed,Work,,,,paged,,,,text,public domain,,,Manuscripts,,,,,Stiftsbibliothek Sankt Gallen|~|e-codices,,"St. Gallen, Stiftsbibliothek, Codex 201",https://www.e-codices.unifr.ch/loris/csg/csg-0201/csg-0201_001.jp2,https://www.e-codices.unifr.ch/metadata/iiif/csg-0201/manifest.json,https://www.e-codices.unifr.ch/en/list/one/csg/0201,,,,,,,,,,,
St Gall Manuscripts,ark:/21198/zz00268wgz,ark:/21198/zz0015vcjk,2,Completed,Work,,,,paged,,,,text,public domain,,,Manuscripts,,,,,Stiftsbibliothek Sankt Gallen|~|e-codices,,"St. Gallen, Stiftsbibliothek, Codex 202",https://www.e-codices.unifr.ch/loris/csg/csg-0202/csg-0202_003.jp2,https://www.e-codices.unifr.ch/metadata/iiif/csg-0202/manifest.json,https://www.e-codices.unifr.ch/en/list/one/csg/0202,,,,,,,,,,,
St Gall Manuscripts,ark:/21198/zz00269bf5,ark:/21198/zz0015vcjk,2,Completed,Work,,,,paged,,,,text,public domain,,,Manuscripts,,,,,Stiftsbibliothek Sankt Gallen|~|e-codices,,"St. Gallen, Stiftsbibliothek, Codex 206",https://www.e-codices.unifr.ch/loris/csg/csg-0206/csg-0206_001.jp2,https://www.e-codices.unifr.ch/metadata/iiif/csg-0206/manifest.json,https://www.e-codices.unifr.ch/en/list/one/csg/0206,,,,,,,,,,,
St Gall Manuscripts,ark:/21198/zz00269qz7,ark:/21198/zz0015vcjk,2,Completed,Work,,,,paged,,,,text,public domain,,,Manuscripts,,,,,Stiftsbibliothek Sankt Gallen|~|e-codices,,"St. Gallen, Stiftsbibliothek, Codex 207",https://www.e-codices.unifr.ch/loris/csg/csg-0207/csg-0207_003.jp2,https://www.e-codices.unifr.ch/metadata/iiif/csg-0207/manifest.json,https://www.e-codices.unifr.ch/en/list/one/csg/0207,,,,,,,,,,,
St Gall Manuscripts,ark:/21198/zz0026b4m9,ark:/21198/zz0015vcjk,2,Completed,Work,,,,paged,,,,text,public domain,,,Manuscripts,,,,,Stiftsbibliothek Sankt Gallen|~|e-codices,,"St. Gallen, Stiftsbibliothek, Codex 208",https://www.e-codices.unifr.ch/loris/csg/csg-0208/csg-0208_006.jp2,https://www.e-codices.unifr.ch/metadata/iiif/csg-0208/manifest.json,https://www.e-codices.unifr.ch/en/list/one/csg/0208,,,,,,,,,,,
St Gall Manuscripts,ark:/21198/zz0026bgd1,ark:/21198/zz0015vcjk,2,Completed,Work,,,,paged,,,,text,public domain,,,Manuscripts,,,,,Stiftsbibliothek Sankt Gallen|~|e-codices,,"St. Gallen, Stiftsbibliothek, Codex 209",https://www.e-codices.unifr.ch/loris/csg/csg-0209/csg-0209_002.jp2,https://www.e-codices.unifr.ch/metadata/iiif/csg-0209/manifest.json,https://www.e-codices.unifr.ch/en/list/one/csg/0209,,,,,,,,,,,
St Gall Manuscripts,ark:/21198/zz0026c1zg,ark:/21198/zz0015vcjk,2,Completed,Work,,,,paged,,,,text,public domain,,,Manuscripts,,,,,Stiftsbibliothek Sankt Gallen|~|e-codices,,"St. Gallen, Stiftsbibliothek, Codex 211",https://www.e-codices.unifr.ch/loris/csg/csg-0211/csg-0211_004.jp2,https://www.e-codices.unifr.ch/metadata/iiif/csg-0211/manifest.json,https://www.e-codices.unifr.ch/en/list/one/csg/0211,,,,,,,,,,,
St Gall Manuscripts,ark:/21198/zz0026kdcp,ark:/21198/zz0015vcjk,2,Completed,Work,,,,paged,,,,text,public domain,,,Manuscripts,,,,,Stiftsbibliothek Sankt Gallen|~|e-codices,,"St. Gallen, Stiftsbibliothek, Codex 231",https://www.e-codices.unifr.ch/loris/csg/csg-0231/csg-0231_004.jp2,https://www.e-codices.unifr.ch/metadata/iiif/csg-0231/manifest.json,https://www.e-codices.unifr.ch/en/list/one/csg/0231,,,,,,,,,,,
St Gall Manuscripts,ark:/21198/zz0026kvtp,ark:/21198/zz0015vcjk,2,Completed,Work,,,,paged,,,,text,public domain,,,Manuscripts,,,,,Stiftsbibliothek Sankt Gallen|~|e-codices,,"St. Gallen, Stiftsbibliothek, Codex 232",https://www.e-codices.unifr.ch/loris/csg/csg-0232/csg-0232_005.jp2,https://www.e-codices.unifr.ch/metadata/iiif/csg-0232/manifest.json,https://www.e-codices.unifr.ch/en/list/one/csg/0232,,,,,,,,,,,
St Gall Manuscripts,ark:/21198/zz0026m8wz,ark:/21198/zz0015vcjk,2,Completed,Work,,,,paged,,,,text,public domain,,,Manuscripts,,,,,Stiftsbibliothek Sankt Gallen|~|e-codices,,"St. Gallen, Stiftsbibliothek, Codex 250",https://www.e-codices.unifr.ch/loris/csg/csg-0250/csg-0250_002.jp2,https://www.e-codices.unifr.ch/metadata/iiif/csg-0250/manifest.json,https://www.e-codices.unifr.ch/en/list/one/csg/0250,,,,,,,,,,,
St Gall Manuscripts,ark:/21198/zz0026n2cr,ark:/21198/zz0015vcjk,2,Completed,Work,,,,paged,,,,text,public domain,,,Manuscripts,,,,,Stiftsbibliothek Sankt Gallen|~|e-codices,,"St. Gallen, Stiftsbibliothek, Codex 279",https://www.e-codices.unifr.ch/loris/csg/csg-0279/csg-0279_002.jp2,https://www.e-codices.unifr.ch/metadata/iiif/csg-0279/manifest.json,https://www.e-codices.unifr.ch/en/list/one/csg/0279,,,,,,,,,,,
St Gall Manuscripts,ark:/21198/zz0026nvn0,ark:/21198/zz0015vcjk,2,Completed,Work,,,,paged,,,,text,public domain,,,Manuscripts,,,,,Stiftsbibliothek Sankt Gallen|~|e-codices,,"St. Gallen, Stiftsbibliothek, Codex 281",https://www.e-codices.unifr.ch/loris/csg/csg-0281/csg-0281_005.jp2,https://www.e-codices.unifr.ch/metadata/iiif/csg-0281/manifest.json,https://www.e-codices.unifr.ch/en/list/one/csg/0281,,,,,,,,,,,
St Gall Manuscripts,ark:/21198/zz0026pjpm,ark:/21198/zz0015vcjk,2,Completed,Work,,,,paged,,,,text,public domain,,,Manuscripts,,,,,Stiftsbibliothek Sankt Gallen|~|e-codices,,"St. Gallen, Stiftsbibliothek, Codex 282",https://www.e-codices.unifr.ch/loris/csg/csg-0282/csg-0282_001.jp2,https://www.e-codices.unifr.ch/metadata/iiif/csg-0282/manifest.json,https://www.e-codices.unifr.ch/en/list/one/csg/0282,,,,,,,,,,,
St Gall Manuscripts,ark:/21198/zz0026ptfv,ark:/21198/zz0015vcjk,2,Completed,Work,,,,paged,,,,text,public domain,,,Manuscripts,,,,,Stiftsbibliothek Sankt Gallen|~|e-codices,,"St. Gallen, Stiftsbibliothek, Codex 317",https://www.e-codices.unifr.ch/loris/csg/csg-0317/csg-0317_002.jp2,https://www.e-codices.unifr.ch/metadata/iiif/csg-0317/manifest.json,https://www.e-codices.unifr.ch/en/list/one/csg/0317,,,,,,,,,,,
St Gall Manuscripts,ark:/21198/zz0026q5bk,ark:/21198/zz0015vcjk,2,Completed,Work,,,,paged,,,,text,public domain,,,Manuscripts,,,,,Stiftsbibliothek Sankt Gallen|~|e-codices,,"St. Gallen, Stiftsbibliothek, Codex 330",https://www.e-codices.unifr.ch/loris/csg/csg-0330/csg-0330_003.jp2,https://www.e-codices.unifr.ch/metadata/iiif/csg-0330/manifest.json,https://www.e-codices.unifr.ch/en/list/one/csg/0330,,,,,,,,,,,
St Gall Manuscripts,ark:/21198/zz0025r7bk,ark:/21198/zz0015vcjk,2,Completed,Work,,,,paged,,,,text,public domain,,,Manuscripts,,,,,Stiftsbibliothek Sankt Gallen|~|e-codices,,"St. Gallen, Stiftsbibliothek, Codex 42",https://www.e-codices.unifr.ch/loris/csg/csg-0042/csg-0042_002.jp2,https://www.e-codices.unifr.ch/metadata/iiif/csg-0042/manifest.json,https://www.e-codices.unifr.ch/en/list/one/csg/0042,,,,,,,,,,,
St Gall Manuscripts,ark:/21198/zz0026qh5t,ark:/21198/zz0015vcjk,2,Completed,Work,,,,paged,,,,text,public domain,,,Manuscripts,,,,,Stiftsbibliothek Sankt Gallen|~|e-codices,,"St. Gallen, Stiftsbibliothek, Codex 430",https://www.e-codices.unifr.ch/loris/csg/csg-0430/csg-0430_005.jp2,https://www.e-codices.unifr.ch/metadata/iiif/csg-0430/manifest.json,https://www.e-codices.unifr.ch/en/list/one/csg/0430,,,,,,,,,,,
St Gall Manuscripts,ark:/21198/zz0026r94v,ark:/21198/zz0015vcjk,2,Completed,Work,,,,paged,,,,text,public domain,,,Manuscripts,,,,,Stiftsbibliothek Sankt Gallen|~|e-codices,,"St. Gallen, Stiftsbibliothek, Codex 431",https://www.e-codices.unifr.ch/loris/csg/csg-0431/csg-0431_002.jp2,https://www.e-codices.unifr.ch/metadata/iiif/csg-0431/manifest.json,https://www.e-codices.unifr.ch/en/list/one/csg/0431,,,,,,,,,,,
St Gall Manuscripts,ark:/21198/zz0026j1df,ark:/21198/zz0015vcjk,2,Completed,Work,,,,paged,,,,text,public domain,,,Manuscripts,,,,,Stiftsbibliothek Sankt Gallen|~|e-codices,,"St. Gallen, Stiftsbibliothek, Codex 46",https://www.e-codices.unifr.ch/loris/csg/csg-0046/csg-0046_005.jp2,https://www.e-codices.unifr.ch/metadata/iiif/csg-0046/manifest.json,https://www.e-codices.unifr.ch/en/list/one/csg/0046,,,,,,,,,,,
St Gall Manuscripts,ark:/21198/zz0026rpx2,ark:/21198/zz0015vcjk,2,Completed,Work,,,,paged,,,,text,public domain,,,Manuscripts,,,,,Stiftsbibliothek Sankt Gallen|~|e-codices,,"St. Gallen, Stiftsbibliothek, Codex 555",https://www.e-codices.unifr.ch/loris/csg/csg-0555/csg-0555_005.jp2,https://www.e-codices.unifr.ch/metadata/iiif/csg-0555/manifest.json,https://www.e-codices.unifr.ch/en/list/one/csg/0555,,,,,,,,,,,
St Gall Manuscripts,ark:/21198/zz0026rx6k,ark:/21198/zz0015vcjk,2,Completed,Work,,,,paged,,,,text,public domain,,,Manuscripts,,,,,Stiftsbibliothek Sankt Gallen|~|e-codices,,"St. Gallen, Stiftsbibliothek, Codex 557",https://www.e-codices.unifr.ch/loris/csg/csg-0557/csg-0557_002.jp2,https://www.e-codices.unifr.ch/metadata/iiif/csg-0557/manifest.json,https://www.e-codices.unifr.ch/en/list/one/csg/0557,,,,,,,,,,,
St Gall Manuscripts,ark:/21198/zz0026s839,ark:/21198/zz0015vcjk,2,Completed,Work,,,,paged,,,,text,public domain,,,Manuscripts,,,,,Stiftsbibliothek Sankt Gallen|~|e-codices,,"St. Gallen, Stiftsbibliothek, Codex 568",https://www.e-codices.unifr.ch/loris/csg/csg-0568/csg-0568_002.jp2,https://www.e-codices.unifr.ch/metadata/iiif/csg-0568/manifest.json,https://www.e-codices.unifr.ch/en/list/one/csg/0568,,,,,,,,,,,
St Gall Manuscripts,ark:/21198/zz0026sh46,ark:/21198/zz0015vcjk,2,Completed,Work,,,,paged,,,,text,public domain,,,Manuscripts,,,,,Stiftsbibliothek Sankt Gallen|~|e-codices,,"St. Gallen, Stiftsbibliothek, Codex 573",https://www.e-codices.unifr.ch/loris/csg/csg-0573/csg-0573_002.jp2,https://www.e-codices.unifr.ch/metadata/iiif/csg-0573/manifest.json,https://www.e-codices.unifr.ch/en/list/one/csg/0573,,,,,,,,,,,
St Gall Manuscripts,ark:/21198/zz0026t3j2,ark:/21198/zz0015vcjk,2,Completed,Work,,,,paged,,,,text,public domain,,,Manuscripts,,,,,Stiftsbibliothek Sankt Gallen|~|e-codices,,"St. Gallen, Stiftsbibliothek, Codex 574",https://www.e-codices.unifr.ch/loris/csg/csg-0574/csg-0574_002.jp2,https://www.e-codices.unifr.ch/metadata/iiif/csg-0574/manifest.json,https://www.e-codices.unifr.ch/en/list/one/csg/0574,,,,,,,,,,,
St Gall Manuscripts,ark:/21198/zz0026tds1,ark:/21198/zz0015vcjk,2,Completed,Work,,,,paged,,,,text,public domain,,,Manuscripts,,,,,Stiftsbibliothek Sankt Gallen|~|e-codices,,"St. Gallen, Stiftsbibliothek, Codex 575",https://www.e-codices.unifr.ch/loris/csg/csg-0575/csg-0575_001.jp2,https://www.e-codices.unifr.ch/metadata/iiif/csg-0575/manifest.json,https://www.e-codices.unifr.ch/en/list/one/csg/0575,,,,,,,,,,,
St Gall Manuscripts,ark:/21198/zz0026ckp2,ark:/21198/zz0015vcjk,2,Completed,Work,,,,paged,,,,text,public domain,,,Manuscripts,,,,,Stiftsbibliothek Sankt Gallen|~|e-codices,,"St. Gallen, Stiftsbibliothek, Codex 576",https://www.e-codices.unifr.ch/loris/csg/csg-0576/csg-0576_003.jp2,https://www.e-codices.unifr.ch/metadata/iiif/csg-0576/manifest.json,https://www.e-codices.unifr.ch/en/list/one/csg/0576,,,,,,,,,,,
