"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Duplicate","Delete in Title","Thumbnail","viewingHint","Text direction","Visibility","IIIF Range","Type.typeOfResource","Rights.copyrightStatus","Language","Type.genre","Subject","Name.author","Name.subject","Name.annotator","Name.repository","Name.scribe","Title","Relation.rectoVerso","Relation.pageNumber","Relation.textDirection","Relation.isVersionOf","Alt ID.local","Description.contents","Date.creation","Format.dimensions","Format.extent","Description.note","Description.abstract","Bucketeer State","IIIF Access URL","IIIF Manifest URL"
"St Gall Manuscripts","ark:/21198/zz00294sw5","ark:/21198/zz00294sdx","2","Completed","Page","StGall/masters/napoli_004/napoli_4_007_v.tif","14","","","","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 7v","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00294sw5",""
"St Gall Manuscripts","ark:/21198/zz00294sxp","ark:/21198/zz00294sdx","2","Completed","Page","StGall/masters/napoli_004/napoli_4_008_r.tif","15","","","","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 8r","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00294sxp",""
"St Gall Manuscripts","ark:/21198/zz00294sz6","ark:/21198/zz00294sdx","2","Completed","Page","StGall/masters/napoli_004/napoli_4_008_v.tif","16","","","","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 8v","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00294sz6",""
"St Gall Manuscripts","ark:/21198/zz00294t06","ark:/21198/zz00294sdx","2","Completed","Page","StGall/masters/napoli_004/napoli_4_009_r.tif","17","","","","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 9r","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00294t06",""
"St Gall Manuscripts","ark:/21198/zz00294t1q","ark:/21198/zz00294sdx","2","Completed","Page","StGall/masters/napoli_004/napoli_4_009_v.tif","18","","","","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 9v","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00294t1q",""
"St Gall Manuscripts","ark:/21198/zz00294t27","ark:/21198/zz00294sdx","2","Completed","Page","StGall/masters/napoli_004/napoli_4_010_r.tif","19","","","","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 10r","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00294t27",""
"St Gall Manuscripts","ark:/21198/zz00294t3r","ark:/21198/zz00294sdx","2","Completed","Page","StGall/masters/napoli_004/napoli_4_010_v.tif","20","","","","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 10v","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00294t3r",""
"St Gall Manuscripts","ark:/21198/zz00294t48","ark:/21198/zz00294sdx","2","Completed","Page","StGall/masters/napoli_004/napoli_4_011_r.tif","21","","","","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 11r","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00294t48",""
"St Gall Manuscripts","ark:/21198/zz00294t5s","ark:/21198/zz00294sdx","2","Completed","Page","StGall/masters/napoli_004/napoli_4_011_v.tif","22","","","","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 11v","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00294t5s",""
"St Gall Manuscripts","ark:/21198/zz00294t69","ark:/21198/zz00294sdx","2","Completed","Page","StGall/masters/napoli_004/napoli_4_012_r.tif","23","","","","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 12r","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00294t69",""
"St Gall Manuscripts","ark:/21198/zz00294t7t","ark:/21198/zz00294sdx","2","Completed","Page","StGall/masters/napoli_004/napoli_4_012_v.tif","24","","","","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 12v","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00294t7t",""
"St Gall Manuscripts","ark:/21198/zz00294t8b","ark:/21198/zz00294sdx","2","Completed","Page","StGall/masters/napoli_004/napoli_4_013_r.tif","25","","","","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 13r","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00294t8b",""
"St Gall Manuscripts","ark:/21198/zz00294t9v","ark:/21198/zz00294sdx","2","Completed","Page","StGall/masters/napoli_004/napoli_4_013_v.tif","26","","","","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 13v","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00294t9v",""
"St Gall Manuscripts","ark:/21198/zz00294tbc","ark:/21198/zz00294sdx","2","Completed","Page","StGall/masters/napoli_004/napoli_4_014_r.tif","27","","","","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 14r","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00294tbc",""
"St Gall Manuscripts","ark:/21198/zz00294tcw","ark:/21198/zz00294sdx","2","Completed","Page","StGall/masters/napoli_004/napoli_4_014_v.tif","28","","","","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 14v","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00294tcw",""
"St Gall Manuscripts","ark:/21198/zz00294tdd","ark:/21198/zz00294sdx","2","Completed","Page","StGall/masters/napoli_004/napoli_4_015_r.tif","29","","","","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 15r","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00294tdd",""
"St Gall Manuscripts","ark:/21198/zz00294tfx","ark:/21198/zz00294sdx","2","Completed","Page","StGall/masters/napoli_004/napoli_4_015_v.tif","30","","","","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 15v","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00294tfx",""
"St Gall Manuscripts","ark:/21198/zz00294tgf","ark:/21198/zz00294sdx","2","Completed","Page","StGall/masters/napoli_004/napoli_4_016_r.tif","31","","","","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 16r","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00294tgf",""
"St Gall Manuscripts","ark:/21198/zz00294thz","ark:/21198/zz00294sdx","2","Completed","Page","StGall/masters/napoli_004/napoli_4_016_v.tif","32","","","","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 16v","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00294thz",""
"St Gall Manuscripts","ark:/21198/zz00294tjg","ark:/21198/zz00294sdx","2","Completed","Page","StGall/masters/napoli_004/napoli_4_017_r.tif","33","","","","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 17r","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00294tjg",""
"St Gall Manuscripts","ark:/21198/zz00294tk0","ark:/21198/zz00294sdx","2","Completed","Page","StGall/masters/napoli_004/napoli_4_017_v.tif","34","","","","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 17v","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00294tk0",""
"St Gall Manuscripts","ark:/21198/zz00294tmh","ark:/21198/zz00294sdx","2","Completed","Page","StGall/masters/napoli_004/napoli_4_018_r.tif","35","","","","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 18r","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00294tmh",""
"St Gall Manuscripts","ark:/21198/zz00294tn1","ark:/21198/zz00294sdx","2","Completed","Page","StGall/masters/napoli_004/napoli_4_018_v.tif","36","","","","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 18v","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00294tn1",""
"St Gall Manuscripts","ark:/21198/zz00294tpj","ark:/21198/zz00294sdx","2","Completed","Page","StGall/masters/napoli_004/napoli_4_019_r.tif","37","","","","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 19r","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00294tpj",""
"St Gall Manuscripts","ark:/21198/zz00294tq2","ark:/21198/zz00294sdx","2","Completed","Page","StGall/masters/napoli_004/napoli_4_019_v.tif","38","","","","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 19v","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00294tq2",""
"St Gall Manuscripts","ark:/21198/zz00294trk","ark:/21198/zz00294sdx","2","Completed","Page","StGall/masters/napoli_004/napoli_4_020_r.tif","39","","","","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 20r","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00294trk",""
"St Gall Manuscripts","ark:/21198/zz00294ts3","ark:/21198/zz00294sdx","2","Completed","Page","StGall/masters/napoli_004/napoli_4_020_v.tif","40","","","","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 20v","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00294ts3",""
"St Gall Manuscripts","ark:/21198/zz00294ttm","ark:/21198/zz00294sdx","2","Completed","Page","StGall/masters/napoli_004/napoli_4_021_r.tif","41","","","","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 21r","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00294ttm",""
"St Gall Manuscripts","ark:/21198/zz00294tv4","ark:/21198/zz00294sdx","2","Completed","Page","StGall/masters/napoli_004/napoli_4_021_v.tif","42","","","","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 21v","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00294tv4",""
"St Gall Manuscripts","ark:/21198/zz00294twn","ark:/21198/zz00294sdx","2","Completed","Page","StGall/masters/napoli_004/napoli_4_022_r.tif","43","","","","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 22r","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00294twn",""
"St Gall Manuscripts","ark:/21198/zz00294tx5","ark:/21198/zz00294sdx","2","Completed","Page","StGall/masters/napoli_004/napoli_4_022_v.tif","44","","","","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 22v","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00294tx5",""
"St Gall Manuscripts","ark:/21198/zz00294tzp","ark:/21198/zz00294sdx","2","Completed","Page","StGall/masters/napoli_004/napoli_4_023_r.tif","45","","","","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 23r","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00294tzp",""
"St Gall Manuscripts","ark:/21198/zz00294v0p","ark:/21198/zz00294sdx","2","Completed","Page","StGall/masters/napoli_004/napoli_4_023_v.tif","46","","","","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 23v","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00294v0p",""
"St Gall Manuscripts","ark:/21198/zz00294v16","ark:/21198/zz00294sdx","2","Completed","Page","StGall/masters/napoli_004/napoli_4_024_r.tif","47","","","","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 24r","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00294v16",""
"St Gall Manuscripts","ark:/21198/zz00294v2q","ark:/21198/zz00294sdx","2","Completed","Page","StGall/masters/napoli_004/napoli_4_024_v.tif","48","","","","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 24v","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00294v2q",""
"St Gall Manuscripts","ark:/21198/zz00294v37","ark:/21198/zz00294sdx","2","Completed","Page","StGall/masters/napoli_004/napoli_4_025_r.tif","49","","","","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 25r","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00294v37",""
"St Gall Manuscripts","ark:/21198/zz00294v4r","ark:/21198/zz00294sdx","2","Completed","Page","StGall/masters/napoli_004/napoli_4_025_v.tif","50","","","","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 25v","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00294v4r",""
"St Gall Manuscripts","ark:/21198/zz00294v58","ark:/21198/zz00294sdx","2","Completed","Page","StGall/masters/napoli_004/napoli_4_026_r.tif","51","","","","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 26r","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00294v58",""
"St Gall Manuscripts","ark:/21198/zz00294v6s","ark:/21198/zz00294sdx","2","Completed","Page","StGall/masters/napoli_004/napoli_4_026_v.tif","52","","","","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 26v","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00294v6s",""
"St Gall Manuscripts","ark:/21198/zz00294v79","ark:/21198/zz00294sdx","2","Completed","Page","StGall/masters/napoli_004/napoli_4_027_r.tif","53","","","","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 27r","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00294v79",""
"St Gall Manuscripts","ark:/21198/zz00294v8t","ark:/21198/zz00294sdx","2","Completed","Page","StGall/masters/napoli_004/napoli_4_027_v.tif","54","","","","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 27v","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00294v8t",""
"St Gall Manuscripts","ark:/21198/zz00294v9b","ark:/21198/zz00294sdx","2","Completed","Page","StGall/masters/napoli_004/napoli_4_028_r.tif","55","","","","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 28r","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00294v9b",""
"St Gall Manuscripts","ark:/21198/zz00294vbv","ark:/21198/zz00294sdx","2","Completed","Page","StGall/masters/napoli_004/napoli_4_028_v.tif","56","","","","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 28v","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00294vbv",""
"St Gall Manuscripts","ark:/21198/zz00294vcc","ark:/21198/zz00294sdx","2","Completed","Page","StGall/masters/napoli_004/napoli_4_029_r.tif","57","","","","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 29r","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00294vcc",""
"St Gall Manuscripts","ark:/21198/zz00294vdw","ark:/21198/zz00294sdx","2","Completed","Page","StGall/masters/napoli_004/napoli_4_029_v.tif","58","","","","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 29v","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00294vdw",""
"St Gall Manuscripts","ark:/21198/zz00294vfd","ark:/21198/zz00294sdx","2","Completed","Page","StGall/masters/napoli_004/napoli_4_030_r.tif","59","","","","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 30r","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00294vfd",""
"St Gall Manuscripts","ark:/21198/zz00294vgx","ark:/21198/zz00294sdx","2","Completed","Page","StGall/masters/napoli_004/napoli_4_030_v.tif","60","","","","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 30v","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00294vgx",""
"St Gall Manuscripts","ark:/21198/zz00294vhf","ark:/21198/zz00294sdx","2","Completed","Page","StGall/masters/napoli_004/napoli_4_031_r.tif","61","","","","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 31r","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00294vhf",""
"St Gall Manuscripts","ark:/21198/zz00294vjz","ark:/21198/zz00294sdx","2","Completed","Page","StGall/masters/napoli_004/napoli_4_031_v.tif","62","","","","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 31v","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00294vjz",""
"St Gall Manuscripts","ark:/21198/zz00294vkg","ark:/21198/zz00294sdx","2","Completed","Page","StGall/masters/napoli_004/napoli_4_032_r.tif","63","","","","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 32r","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00294vkg",""
"St Gall Manuscripts","ark:/21198/zz00294vm0","ark:/21198/zz00294sdx","2","Completed","Page","StGall/masters/napoli_004/napoli_4_032_v.tif","64","","","","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 32v","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00294vm0",""
"St Gall Manuscripts","ark:/21198/zz00294vnh","ark:/21198/zz00294sdx","2","Completed","Page","StGall/masters/napoli_004/napoli_4_033_r.tif","65","","","","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 33r","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00294vnh",""
"St Gall Manuscripts","ark:/21198/zz00294vp1","ark:/21198/zz00294sdx","2","Completed","Page","StGall/masters/napoli_004/napoli_4_033_v.tif","66","","","","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 33v","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00294vp1",""
"St Gall Manuscripts","ark:/21198/zz00294vqj","ark:/21198/zz00294sdx","2","Completed","Page","StGall/masters/napoli_004/napoli_4_034_r.tif","67","","","","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 34r","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00294vqj",""
"St Gall Manuscripts","ark:/21198/zz00294vr2","ark:/21198/zz00294sdx","2","Completed","Page","StGall/masters/napoli_004/napoli_4_034_v.tif","68","","","","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 34v","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00294vr2",""
"St Gall Manuscripts","ark:/21198/zz00294vsk","ark:/21198/zz00294sdx","2","Completed","Page","StGall/masters/napoli_004/napoli_4_035_r.tif","69","","","","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 35r","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00294vsk",""
"St Gall Manuscripts","ark:/21198/zz00294vt3","ark:/21198/zz00294sdx","2","Completed","Page","StGall/masters/napoli_004/napoli_4_035_v.tif","70","","","","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 35v","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00294vt3",""
"St Gall Manuscripts","ark:/21198/zz00294vvm","ark:/21198/zz00294sdx","2","Completed","Page","StGall/masters/napoli_004/napoli_4_036_r.tif","71","","","","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 36r","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00294vvm",""
"St Gall Manuscripts","ark:/21198/zz00294vw4","ark:/21198/zz00294sdx","2","Completed","Page","StGall/masters/napoli_004/napoli_4_036_v.tif","72","","","","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 36v","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00294vw4",""
"St Gall Manuscripts","ark:/21198/zz00294vxn","ark:/21198/zz00294sdx","2","Completed","Page","StGall/masters/napoli_004/napoli_4_037_r.tif","73","","","","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 37r","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00294vxn",""
"St Gall Manuscripts","ark:/21198/zz00294vz5","ark:/21198/zz00294sdx","2","Completed","Page","StGall/masters/napoli_004/napoli_4_037_v.tif","74","","","","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 37v","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00294vz5",""
"St Gall Manuscripts","ark:/21198/zz00294w05","ark:/21198/zz00294sdx","2","Completed","Page","StGall/masters/napoli_004/napoli_4_038_r.tif","75","","","","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 38r","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00294w05",""
"St Gall Manuscripts","ark:/21198/zz00294w1p","ark:/21198/zz00294sdx","2","Completed","Page","StGall/masters/napoli_004/napoli_4_038_v.tif","76","","","","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 38v","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00294w1p",""
