"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Duplicate","Delete in Title","Type.typeOfResource","Name.repository","Title","Alt ID.local","Description.note","Bucketeer State","IIIF Access URL","IIIF Manifest URL"
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0jxd","ark:/21198/zz002kjsvb","10","Completed with minimal metadata","Page","fowler_rainbow_bridge/image/uclalsc_2995564_0012.tif","12","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0012","uclalsc_2995564_0012","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002j0jxd",""
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0jzx","ark:/21198/zz002kjsvb","10","Completed with minimal metadata","Page","fowler_rainbow_bridge/image/uclalsc_2995564_0013.tif","13","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0013","uclalsc_2995564_0013","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002j0jzx",""
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0k0x","ark:/21198/zz002kjsvb","10","Completed with minimal metadata","Page","fowler_rainbow_bridge/image/uclalsc_2995564_0014.tif","14","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0014","uclalsc_2995564_0014","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002j0k0x",""
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0k1f","ark:/21198/zz002kjsvb","10","Completed with minimal metadata","Page","fowler_rainbow_bridge/image/uclalsc_2995564_0015.tif","15","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0015","uclalsc_2995564_0015","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002j0k1f",""
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0k2z","ark:/21198/zz002kjsvb","10","Completed with minimal metadata","Page","fowler_rainbow_bridge/image/uclalsc_2995564_0016.tif","16","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0016","uclalsc_2995564_0016","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002j0k2z",""
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0k3g","ark:/21198/zz002kjsvb","10","Completed with minimal metadata","Page","fowler_rainbow_bridge/image/uclalsc_2995564_0017.tif","17","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0017","uclalsc_2995564_0017","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002j0k3g",""
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0k40","ark:/21198/zz002kjsvb","10","Completed with minimal metadata","Page","fowler_rainbow_bridge/image/uclalsc_2995564_0018.tif","18","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0018","uclalsc_2995564_0018","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002j0k40",""
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0k5h","ark:/21198/zz002kjsvb","10","Completed with minimal metadata","Page","fowler_rainbow_bridge/image/uclalsc_2995564_0019.tif","19","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0019","uclalsc_2995564_0019","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002j0k5h",""
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0k61","ark:/21198/zz002kjsvb","10","Completed with minimal metadata","Page","fowler_rainbow_bridge/image/uclalsc_2995564_0020.tif","20","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0020","uclalsc_2995564_0020","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002j0k61",""
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0k7j","ark:/21198/zz002kjsvb","10","Completed with minimal metadata","Page","fowler_rainbow_bridge/image/uclalsc_2995564_0021.tif","21","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0021","uclalsc_2995564_0021","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002j0k7j",""
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0k82","ark:/21198/zz002kjsvb","10","Completed with minimal metadata","Page","fowler_rainbow_bridge/image/uclalsc_2995564_0022.tif","22","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0022","uclalsc_2995564_0022","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002j0k82",""
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0k9k","ark:/21198/zz002kjsvb","10","Completed with minimal metadata","Page","fowler_rainbow_bridge/image/uclalsc_2995564_0023.tif","23","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0023","uclalsc_2995564_0023","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002j0k9k",""
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0kb3","ark:/21198/zz002kjsvb","10","Completed with minimal metadata","Page","fowler_rainbow_bridge/image/uclalsc_2995564_0024.tif","24","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0024","uclalsc_2995564_0024","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002j0kb3",""
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0kcm","ark:/21198/zz002kjsvb","10","Completed with minimal metadata","Page","fowler_rainbow_bridge/image/uclalsc_2995564_0025.tif","25","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0025","uclalsc_2995564_0025","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002j0kcm",""
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0kd4","ark:/21198/zz002kjsvb","10","Completed with minimal metadata","Page","fowler_rainbow_bridge/image/uclalsc_2995564_0026.tif","26","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0026","uclalsc_2995564_0026","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002j0kd4",""
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0kfn","ark:/21198/zz002kjsvb","10","Completed with minimal metadata","Page","fowler_rainbow_bridge/image/uclalsc_2995564_0027.tif","27","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0027","uclalsc_2995564_0027","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002j0kfn",""
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0kg5","ark:/21198/zz002kjsvb","10","Completed with minimal metadata","Page","fowler_rainbow_bridge/image/uclalsc_2995564_0028.tif","28","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0028","uclalsc_2995564_0028","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002j0kg5",""
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0khp","ark:/21198/zz002kjsvb","10","Completed with minimal metadata","Page","fowler_rainbow_bridge/image/uclalsc_2995564_0029.tif","29","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0029","uclalsc_2995564_0029","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002j0khp",""
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0kj6","ark:/21198/zz002kjsvb","10","Completed with minimal metadata","Page","fowler_rainbow_bridge/image/uclalsc_2995564_0030.tif","30","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0030","uclalsc_2995564_0030","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002j0kj6",""
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0kkq","ark:/21198/zz002kjsvb","10","Completed with minimal metadata","Page","fowler_rainbow_bridge/image/uclalsc_2995564_0031.tif","31","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0031","uclalsc_2995564_0031","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002j0kkq",""
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0km7","ark:/21198/zz002kjsvb","10","Completed with minimal metadata","Page","fowler_rainbow_bridge/image/uclalsc_2995564_0032.tif","32","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0032","uclalsc_2995564_0032","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002j0km7",""
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0knr","ark:/21198/zz002kjsvb","10","Completed with minimal metadata","Page","fowler_rainbow_bridge/image/uclalsc_2995564_0033.tif","33","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0033","uclalsc_2995564_0033","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002j0knr",""
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0kp8","ark:/21198/zz002kjsvb","10","Completed with minimal metadata","Page","fowler_rainbow_bridge/image/uclalsc_2995564_0034.tif","34","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0034","uclalsc_2995564_0034","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002j0kp8",""
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0kqs","ark:/21198/zz002kjsvb","10","Completed with minimal metadata","Page","fowler_rainbow_bridge/image/uclalsc_2995564_0035.tif","35","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0035","uclalsc_2995564_0035","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002j0kqs",""
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0kr9","ark:/21198/zz002kjsvb","10","Completed with minimal metadata","Page","fowler_rainbow_bridge/image/uclalsc_2995564_0036.tif","36","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0036","uclalsc_2995564_0036","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002j0kr9",""
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0kst","ark:/21198/zz002kjsvb","10","Completed with minimal metadata","Page","fowler_rainbow_bridge/image/uclalsc_2995564_0037.tif","37","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0037","uclalsc_2995564_0037","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002j0kst",""
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0ktb","ark:/21198/zz002kjsvb","10","Completed with minimal metadata","Page","fowler_rainbow_bridge/image/uclalsc_2995564_0038.tif","38","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0038","uclalsc_2995564_0038","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002j0ktb",""
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0kvv","ark:/21198/zz002kjsvb","10","Completed with minimal metadata","Page","fowler_rainbow_bridge/image/uclalsc_2995564_0039.tif","39","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0039","uclalsc_2995564_0039","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002j0kvv",""
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0kwc","ark:/21198/zz002kjsvb","10","Completed with minimal metadata","Page","fowler_rainbow_bridge/image/uclalsc_2995564_0040.tif","40","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0040","uclalsc_2995564_0040","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002j0kwc",""
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0kxw","ark:/21198/zz002kjsvb","10","Completed with minimal metadata","Page","fowler_rainbow_bridge/image/uclalsc_2995564_0041.tif","41","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0041","uclalsc_2995564_0041","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002j0kxw",""
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0kzd","ark:/21198/zz002kjsvb","10","Completed with minimal metadata","Page","fowler_rainbow_bridge/image/uclalsc_2995564_0042.tif","42","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0042","uclalsc_2995564_0042","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002j0kzd",""
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0m0d","ark:/21198/zz002kjsvb","10","Completed with minimal metadata","Page","fowler_rainbow_bridge/image/uclalsc_2995564_0043.tif","43","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0043","uclalsc_2995564_0043","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002j0m0d",""
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0m1x","ark:/21198/zz002kjsvb","10","Completed with minimal metadata","Page","fowler_rainbow_bridge/image/uclalsc_2995564_0044.tif","44","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0044","uclalsc_2995564_0044","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002j0m1x",""
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0m2f","ark:/21198/zz002kjsvb","10","Completed with minimal metadata","Page","fowler_rainbow_bridge/image/uclalsc_2995564_0045.tif","45","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0045","uclalsc_2995564_0045","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002j0m2f",""
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0m3z","ark:/21198/zz002kjsvb","10","Completed with minimal metadata","Page","fowler_rainbow_bridge/image/uclalsc_2995564_0046.tif","46","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0046","uclalsc_2995564_0046","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002j0m3z",""
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0m4g","ark:/21198/zz002kjsvb","10","Completed with minimal metadata","Page","fowler_rainbow_bridge/image/uclalsc_2995564_0047.tif","47","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0047","uclalsc_2995564_0047","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002j0m4g",""
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0m50","ark:/21198/zz002kjsvb","10","Completed with minimal metadata","Page","fowler_rainbow_bridge/image/uclalsc_2995564_0048.tif","48","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0048","uclalsc_2995564_0048","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002j0m50",""
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0m6h","ark:/21198/zz002kjsvb","10","Completed with minimal metadata","Page","fowler_rainbow_bridge/image/uclalsc_2995564_0049.tif","49","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0049","uclalsc_2995564_0049","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002j0m6h",""
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0m71","ark:/21198/zz002kjsvb","10","Completed with minimal metadata","Page","fowler_rainbow_bridge/image/uclalsc_2995564_0050.tif","50","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0050","uclalsc_2995564_0050","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002j0m71",""
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0m8j","ark:/21198/zz002kjsvb","10","Completed with minimal metadata","Page","fowler_rainbow_bridge/image/uclalsc_2995564_0051.tif","51","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0051","uclalsc_2995564_0051","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002j0m8j",""
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0m92","ark:/21198/zz002kjsvb","10","Completed with minimal metadata","Page","fowler_rainbow_bridge/image/uclalsc_2995564_0052.tif","52","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0052","uclalsc_2995564_0052","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002j0m92",""
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0mbk","ark:/21198/zz002kjsvb","10","Completed with minimal metadata","Page","fowler_rainbow_bridge/image/uclalsc_2995564_0053.tif","53","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0053","uclalsc_2995564_0053","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002j0mbk",""
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0mc3","ark:/21198/zz002kjsvb","10","Completed with minimal metadata","Page","fowler_rainbow_bridge/image/uclalsc_2995564_0054.tif","54","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0054","uclalsc_2995564_0054","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002j0mc3",""
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0mdm","ark:/21198/zz002kjsvb","10","Completed with minimal metadata","Page","fowler_rainbow_bridge/image/uclalsc_2995564_0055.tif","55","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0055","uclalsc_2995564_0055","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002j0mdm",""
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0mf4","ark:/21198/zz002kjsvb","10","Completed with minimal metadata","Page","fowler_rainbow_bridge/image/uclalsc_2995564_0056.tif","56","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0056","uclalsc_2995564_0056","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002j0mf4",""
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0mgn","ark:/21198/zz002kjsvb","10","Completed with minimal metadata","Page","fowler_rainbow_bridge/image/uclalsc_2995564_0057.tif","57","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0057","uclalsc_2995564_0057","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002j0mgn",""
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0mh5","ark:/21198/zz002kjsvb","10","Completed with minimal metadata","Page","fowler_rainbow_bridge/image/uclalsc_2995564_0058.tif","58","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0058","uclalsc_2995564_0058","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002j0mh5",""
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0mjp","ark:/21198/zz002kjsvb","10","Completed with minimal metadata","Page","fowler_rainbow_bridge/image/uclalsc_2995564_0059.tif","59","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0059","uclalsc_2995564_0059","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002j0mjp",""
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0mk6","ark:/21198/zz002kjsvb","10","Completed with minimal metadata","Page","fowler_rainbow_bridge/image/uclalsc_2995564_0060.tif","60","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0060","uclalsc_2995564_0060","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002j0mk6",""
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0mmq","ark:/21198/zz002kjsvb","10","Completed with minimal metadata","Page","fowler_rainbow_bridge/image/uclalsc_2995564_0061.tif","61","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0061","uclalsc_2995564_0061","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002j0mmq",""
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0mn7","ark:/21198/zz002kjsvb","10","Completed with minimal metadata","Page","fowler_rainbow_bridge/image/uclalsc_2995564_0062.tif","62","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0062","uclalsc_2995564_0062","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002j0mn7",""
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0mpr","ark:/21198/zz002kjsvb","10","Completed with minimal metadata","Page","fowler_rainbow_bridge/image/uclalsc_2995564_0063.tif","63","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0063","uclalsc_2995564_0063","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002j0mpr",""
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0mq8","ark:/21198/zz002kjsvb","10","Completed with minimal metadata","Page","fowler_rainbow_bridge/image/uclalsc_2995564_0064.tif","64","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0064","uclalsc_2995564_0064","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002j0mq8",""
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0mrs","ark:/21198/zz002kjsvb","10","Completed with minimal metadata","Page","fowler_rainbow_bridge/image/uclalsc_2995564_0065.tif","65","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0065","uclalsc_2995564_0065","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002j0mrs",""
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0ms9","ark:/21198/zz002kjsvb","10","Completed with minimal metadata","Page","fowler_rainbow_bridge/image/uclalsc_2995564_0066.tif","66","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0066","uclalsc_2995564_0066","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002j0ms9",""
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0mtt","ark:/21198/zz002kjsvb","10","Completed with minimal metadata","Page","fowler_rainbow_bridge/image/uclalsc_2995564_0067.tif","67","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0067","uclalsc_2995564_0067","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002j0mtt",""
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0mvb","ark:/21198/zz002kjsvb","10","Completed with minimal metadata","Page","fowler_rainbow_bridge/image/uclalsc_2995564_0068.tif","68","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0068","uclalsc_2995564_0068","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002j0mvb",""
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0mwv","ark:/21198/zz002kjsvb","10","Completed with minimal metadata","Page","fowler_rainbow_bridge/image/uclalsc_2995564_0069.tif","69","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0069","uclalsc_2995564_0069","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002j0mwv",""
