Project Name,Parent ARK,Item ARK,Object Type,viewingHint,Text direction,File Name,AltIdentifier.local,Item Sequence,Title,Type.typeOfResource,Type.genre,Rights.copyrightStatus,Rights.servicesContact,Language,Name.repository,AltTitle.other,AltTitle.translated,AltTitle.uniform,Place of origin,Date.creation,Date.normalized,Format.extent,Format.dimensions,Support,Relation.rectoVerso,Description.note,Description.history,Description.condition,Coverage.temporal,Description.collation,Description.binding,Description.tableOfContents,Description.contents,Description.abstract,Bucketeer State,IIIF Access URL
Ethiopic Manuscripts,ark:/21198/zz0009qnkf,ark:/21198/zz0009qnng,Page,,,Masters/dlmasters/ethiopian/masters/21198-zz0009qnng-1-master.tif,Ms. 63_17,1,Page 17,,,pd,,gez,,ጸሎተ ነቢያት,Psalter and Canticles of New and Old Testaments,Psalter,Ethiopia,17th c.,1600/1699,1 Page,140 mm x 120 mm,Vellum,,"Book of Psalm መዝሙረ ዳዊት ; Fifteen biblical canticles መኀልየ ነቢያት ወጸሎቶሙ ለሙሴ ; Canticles of the Prophets and prayer of Moses :  1. First song of Moses ; 2. Second song of Moses ; Title: ጸሎተ ሙሴ ዘዳግም ሕግ ; Prayer of Moses of the Second Law ; 3. Third song of Moses ; Title:  ጸሎተ ሙሴ ዘሣልስ ሕግ Tsalota Muse zasales heg. Prayer of Moses of the Third Law ;  4. Song of Hannah ; Title: ጸሎተ ሃና እመ ሳሙኤል ; Prayer of Hannah, the mother of Samuel ; 5. Prayer of Hezekiah ; Title:  ጸሎተ ሕዝቅያስ ንጉሠ ይሁዳ ; Prayer of Hezekiah King of Judea ; 6. Prayer of Manasseh ;  Title:  ጸሎተ ምናሴ ነቢይ ; Prayer of Mennase the Prophet ; 7. Prayer of Jonah ; ጸሎተ ዮናስ ነቢይ ; Prayer of Jonah the Prophet ; 8. Prayer of Daniel ; Title:  ጸሎተ ዳንኤል ነቢይ ወስብሐት ዘእምአዛርያ ; Prayer of Daniel and Praise of Azariah ; 9. First Song of the Three Children ; Title: ጸሎተ ሠለስቱ ደቂቅ ;  Tsalota Salasetu Dakqiq ; Prayer of the Three Children ; 10. Second Song of the Three Children ; Title:  ኀበ ባረኩ አናንያ አዛርያ ወሚሳኤል ; When Ananiah Azariah and Misael Praised God ; 11. Song of Habakkuk ; Title:  ጸሎተ ዕንባቆም ነቢይ ; Prayer of Habakkuk the Prophet ; 12. Song of Isaiah ; Title:  ጸሎተ ኢሳይያስ ነቢይ Prayer of Isaiah the Prophet ; 13. Song of the Virgin Mary ; Title:  ጸሎተ እግዝእትነ ማርያም ; Prayer of our Lady Virgin Mary ; 14. Song of Zachariah ; Title:  ጸሎተ ዘካርያስ ነቢይ ; Prayer of Zachrariah the Prophet ; 15. Song of Simeon ; Title:  Tsalota Seme'on Nabiy ; ጸሎተ ስምዖን ነቢይ ; Prayer of Simeon the Prophet",,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009qnng
Ethiopic Manuscripts,ark:/21198/zz0009qnkf,ark:/21198/zz0009qrx2,Page,,,Masters/dlmasters/ethiopian/masters/21198-zz0009qrx2-1-master.tif,Ms. 63_103,87,Page 103,,,pd,,gez,,ጸሎተ ነቢያት,Psalter and Canticles of New and Old Testaments,Psalter,Ethiopia,17th c.,1600/1699,1 Page,140 mm x 120 mm,Vellum,,"Book of Psalm መዝሙረ ዳዊት ; Fifteen biblical canticles መኀልየ ነቢያት ወጸሎቶሙ ለሙሴ ; Canticles of the Prophets and prayer of Moses :  1. First song of Moses ; 2. Second song of Moses ; Title: ጸሎተ ሙሴ ዘዳግም ሕግ ; Prayer of Moses of the Second Law ; 3. Third song of Moses ; Title:  ጸሎተ ሙሴ ዘሣልስ ሕግ Tsalota Muse zasales heg. Prayer of Moses of the Third Law ;  4. Song of Hannah ; Title: ጸሎተ ሃና እመ ሳሙኤል ; Prayer of Hannah, the mother of Samuel ; 5. Prayer of Hezekiah ; Title:  ጸሎተ ሕዝቅያስ ንጉሠ ይሁዳ ; Prayer of Hezekiah King of Judea ; 6. Prayer of Manasseh ;  Title:  ጸሎተ ምናሴ ነቢይ ; Prayer of Mennase the Prophet ; 7. Prayer of Jonah ; ጸሎተ ዮናስ ነቢይ ; Prayer of Jonah the Prophet ; 8. Prayer of Daniel ; Title:  ጸሎተ ዳንኤል ነቢይ ወስብሐት ዘእምአዛርያ ; Prayer of Daniel and Praise of Azariah ; 9. First Song of the Three Children ; Title: ጸሎተ ሠለስቱ ደቂቅ ;  Tsalota Salasetu Dakqiq ; Prayer of the Three Children ; 10. Second Song of the Three Children ; Title:  ኀበ ባረኩ አናንያ አዛርያ ወሚሳኤል ; When Ananiah Azariah and Misael Praised God ; 11. Song of Habakkuk ; Title:  ጸሎተ ዕንባቆም ነቢይ ; Prayer of Habakkuk the Prophet ; 12. Song of Isaiah ; Title:  ጸሎተ ኢሳይያስ ነቢይ Prayer of Isaiah the Prophet ; 13. Song of the Virgin Mary ; Title:  ጸሎተ እግዝእትነ ማርያም ; Prayer of our Lady Virgin Mary ; 14. Song of Zachariah ; Title:  ጸሎተ ዘካርያስ ነቢይ ; Prayer of Zachrariah the Prophet ; 15. Song of Simeon ; Title:  Tsalota Seme'on Nabiy ; ጸሎተ ስምዖን ነቢይ ; Prayer of Simeon the Prophet",,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009qrx2
Ethiopic Manuscripts,ark:/21198/zz0009qnkf,ark:/21198/zz0009qrzk,Page,,,Masters/dlmasters/ethiopian/masters/21198-zz0009qrzk-1-master.tif,Ms. 63_104,88,Page 104,,,pd,,gez,,ጸሎተ ነቢያት,Psalter and Canticles of New and Old Testaments,Psalter,Ethiopia,17th c.,1600/1699,1 Page,140 mm x 120 mm,Vellum,,"Book of Psalm መዝሙረ ዳዊት ; Fifteen biblical canticles መኀልየ ነቢያት ወጸሎቶሙ ለሙሴ ; Canticles of the Prophets and prayer of Moses :  1. First song of Moses ; 2. Second song of Moses ; Title: ጸሎተ ሙሴ ዘዳግም ሕግ ; Prayer of Moses of the Second Law ; 3. Third song of Moses ; Title:  ጸሎተ ሙሴ ዘሣልስ ሕግ Tsalota Muse zasales heg. Prayer of Moses of the Third Law ;  4. Song of Hannah ; Title: ጸሎተ ሃና እመ ሳሙኤል ; Prayer of Hannah, the mother of Samuel ; 5. Prayer of Hezekiah ; Title:  ጸሎተ ሕዝቅያስ ንጉሠ ይሁዳ ; Prayer of Hezekiah King of Judea ; 6. Prayer of Manasseh ;  Title:  ጸሎተ ምናሴ ነቢይ ; Prayer of Mennase the Prophet ; 7. Prayer of Jonah ; ጸሎተ ዮናስ ነቢይ ; Prayer of Jonah the Prophet ; 8. Prayer of Daniel ; Title:  ጸሎተ ዳንኤል ነቢይ ወስብሐት ዘእምአዛርያ ; Prayer of Daniel and Praise of Azariah ; 9. First Song of the Three Children ; Title: ጸሎተ ሠለስቱ ደቂቅ ;  Tsalota Salasetu Dakqiq ; Prayer of the Three Children ; 10. Second Song of the Three Children ; Title:  ኀበ ባረኩ አናንያ አዛርያ ወሚሳኤል ; When Ananiah Azariah and Misael Praised God ; 11. Song of Habakkuk ; Title:  ጸሎተ ዕንባቆም ነቢይ ; Prayer of Habakkuk the Prophet ; 12. Song of Isaiah ; Title:  ጸሎተ ኢሳይያስ ነቢይ Prayer of Isaiah the Prophet ; 13. Song of the Virgin Mary ; Title:  ጸሎተ እግዝእትነ ማርያም ; Prayer of our Lady Virgin Mary ; 14. Song of Zachariah ; Title:  ጸሎተ ዘካርያስ ነቢይ ; Prayer of Zachrariah the Prophet ; 15. Song of Simeon ; Title:  Tsalota Seme'on Nabiy ; ጸሎተ ስምዖን ነቢይ ; Prayer of Simeon the Prophet",,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009qrzk
Ethiopic Manuscripts,ark:/21198/zz0009qnkf,ark:/21198/zz0009qs13,Page,,,Masters/dlmasters/ethiopian/masters/21198-zz0009qs13-1-master.tif,Ms. 63_105,89,Page 105,,,pd,,gez,,ጸሎተ ነቢያት,Psalter and Canticles of New and Old Testaments,Psalter,Ethiopia,17th c.,1600/1699,1 Page,140 mm x 120 mm,Vellum,,"Book of Psalm መዝሙረ ዳዊት ; Fifteen biblical canticles መኀልየ ነቢያት ወጸሎቶሙ ለሙሴ ; Canticles of the Prophets and prayer of Moses :  1. First song of Moses ; 2. Second song of Moses ; Title: ጸሎተ ሙሴ ዘዳግም ሕግ ; Prayer of Moses of the Second Law ; 3. Third song of Moses ; Title:  ጸሎተ ሙሴ ዘሣልስ ሕግ Tsalota Muse zasales heg. Prayer of Moses of the Third Law ;  4. Song of Hannah ; Title: ጸሎተ ሃና እመ ሳሙኤል ; Prayer of Hannah, the mother of Samuel ; 5. Prayer of Hezekiah ; Title:  ጸሎተ ሕዝቅያስ ንጉሠ ይሁዳ ; Prayer of Hezekiah King of Judea ; 6. Prayer of Manasseh ;  Title:  ጸሎተ ምናሴ ነቢይ ; Prayer of Mennase the Prophet ; 7. Prayer of Jonah ; ጸሎተ ዮናስ ነቢይ ; Prayer of Jonah the Prophet ; 8. Prayer of Daniel ; Title:  ጸሎተ ዳንኤል ነቢይ ወስብሐት ዘእምአዛርያ ; Prayer of Daniel and Praise of Azariah ; 9. First Song of the Three Children ; Title: ጸሎተ ሠለስቱ ደቂቅ ;  Tsalota Salasetu Dakqiq ; Prayer of the Three Children ; 10. Second Song of the Three Children ; Title:  ኀበ ባረኩ አናንያ አዛርያ ወሚሳኤል ; When Ananiah Azariah and Misael Praised God ; 11. Song of Habakkuk ; Title:  ጸሎተ ዕንባቆም ነቢይ ; Prayer of Habakkuk the Prophet ; 12. Song of Isaiah ; Title:  ጸሎተ ኢሳይያስ ነቢይ Prayer of Isaiah the Prophet ; 13. Song of the Virgin Mary ; Title:  ጸሎተ እግዝእትነ ማርያም ; Prayer of our Lady Virgin Mary ; 14. Song of Zachariah ; Title:  ጸሎተ ዘካርያስ ነቢይ ; Prayer of Zachrariah the Prophet ; 15. Song of Simeon ; Title:  Tsalota Seme'on Nabiy ; ጸሎተ ስምዖን ነቢይ ; Prayer of Simeon the Prophet",,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009qs13
Ethiopic Manuscripts,ark:/21198/zz0009qnkf,ark:/21198/zz0009qs2m,Page,,,Masters/dlmasters/ethiopian/masters/21198-zz0009qs2m-1-master.tif,Ms. 63_106,90,Page 106,,,pd,,gez,,ጸሎተ ነቢያት,Psalter and Canticles of New and Old Testaments,Psalter,Ethiopia,17th c.,1600/1699,1 Page,140 mm x 120 mm,Vellum,,"Book of Psalm መዝሙረ ዳዊት ; Fifteen biblical canticles መኀልየ ነቢያት ወጸሎቶሙ ለሙሴ ; Canticles of the Prophets and prayer of Moses :  1. First song of Moses ; 2. Second song of Moses ; Title: ጸሎተ ሙሴ ዘዳግም ሕግ ; Prayer of Moses of the Second Law ; 3. Third song of Moses ; Title:  ጸሎተ ሙሴ ዘሣልስ ሕግ Tsalota Muse zasales heg. Prayer of Moses of the Third Law ;  4. Song of Hannah ; Title: ጸሎተ ሃና እመ ሳሙኤል ; Prayer of Hannah, the mother of Samuel ; 5. Prayer of Hezekiah ; Title:  ጸሎተ ሕዝቅያስ ንጉሠ ይሁዳ ; Prayer of Hezekiah King of Judea ; 6. Prayer of Manasseh ;  Title:  ጸሎተ ምናሴ ነቢይ ; Prayer of Mennase the Prophet ; 7. Prayer of Jonah ; ጸሎተ ዮናስ ነቢይ ; Prayer of Jonah the Prophet ; 8. Prayer of Daniel ; Title:  ጸሎተ ዳንኤል ነቢይ ወስብሐት ዘእምአዛርያ ; Prayer of Daniel and Praise of Azariah ; 9. First Song of the Three Children ; Title: ጸሎተ ሠለስቱ ደቂቅ ;  Tsalota Salasetu Dakqiq ; Prayer of the Three Children ; 10. Second Song of the Three Children ; Title:  ኀበ ባረኩ አናንያ አዛርያ ወሚሳኤል ; When Ananiah Azariah and Misael Praised God ; 11. Song of Habakkuk ; Title:  ጸሎተ ዕንባቆም ነቢይ ; Prayer of Habakkuk the Prophet ; 12. Song of Isaiah ; Title:  ጸሎተ ኢሳይያስ ነቢይ Prayer of Isaiah the Prophet ; 13. Song of the Virgin Mary ; Title:  ጸሎተ እግዝእትነ ማርያም ; Prayer of our Lady Virgin Mary ; 14. Song of Zachariah ; Title:  ጸሎተ ዘካርያስ ነቢይ ; Prayer of Zachrariah the Prophet ; 15. Song of Simeon ; Title:  Tsalota Seme'on Nabiy ; ጸሎተ ስምዖን ነቢይ ; Prayer of Simeon the Prophet",,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009qs2m
Ethiopic Manuscripts,ark:/21198/zz0009qnkf,ark:/21198/zz0009qs34,Page,,,Masters/dlmasters/ethiopian/masters/21198-zz0009qs34_1308771_master.tif,Ms. 63_107,91,Page 107,,,pd,,gez,,ጸሎተ ነቢያት,Psalter and Canticles of New and Old Testaments,Psalter,Ethiopia,17th c.,1600/1699,1 Page,140 mm x 120 mm,Vellum,,"Book of Psalm መዝሙረ ዳዊት ; Fifteen biblical canticles መኀልየ ነቢያት ወጸሎቶሙ ለሙሴ ; Canticles of the Prophets and prayer of Moses :  1. First song of Moses ; 2. Second song of Moses ; Title: ጸሎተ ሙሴ ዘዳግም ሕግ ; Prayer of Moses of the Second Law ; 3. Third song of Moses ; Title:  ጸሎተ ሙሴ ዘሣልስ ሕግ Tsalota Muse zasales heg. Prayer of Moses of the Third Law ;  4. Song of Hannah ; Title: ጸሎተ ሃና እመ ሳሙኤል ; Prayer of Hannah, the mother of Samuel ; 5. Prayer of Hezekiah ; Title:  ጸሎተ ሕዝቅያስ ንጉሠ ይሁዳ ; Prayer of Hezekiah King of Judea ; 6. Prayer of Manasseh ;  Title:  ጸሎተ ምናሴ ነቢይ ; Prayer of Mennase the Prophet ; 7. Prayer of Jonah ; ጸሎተ ዮናስ ነቢይ ; Prayer of Jonah the Prophet ; 8. Prayer of Daniel ; Title:  ጸሎተ ዳንኤል ነቢይ ወስብሐት ዘእምአዛርያ ; Prayer of Daniel and Praise of Azariah ; 9. First Song of the Three Children ; Title: ጸሎተ ሠለስቱ ደቂቅ ;  Tsalota Salasetu Dakqiq ; Prayer of the Three Children ; 10. Second Song of the Three Children ; Title:  ኀበ ባረኩ አናንያ አዛርያ ወሚሳኤል ; When Ananiah Azariah and Misael Praised God ; 11. Song of Habakkuk ; Title:  ጸሎተ ዕንባቆም ነቢይ ; Prayer of Habakkuk the Prophet ; 12. Song of Isaiah ; Title:  ጸሎተ ኢሳይያስ ነቢይ Prayer of Isaiah the Prophet ; 13. Song of the Virgin Mary ; Title:  ጸሎተ እግዝእትነ ማርያም ; Prayer of our Lady Virgin Mary ; 14. Song of Zachariah ; Title:  ጸሎተ ዘካርያስ ነቢይ ; Prayer of Zachrariah the Prophet ; 15. Song of Simeon ; Title:  Tsalota Seme'on Nabiy ; ጸሎተ ስምዖን ነቢይ ; Prayer of Simeon the Prophet",,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009qs34
Ethiopic Manuscripts,ark:/21198/zz0009qnkf,ark:/21198/zz0009qs4n,Page,,,Masters/dlmasters/ethiopian/masters/21198-zz0009qs4n-1-master.tif,Ms. 63_108,92,Page 108,,,pd,,gez,,ጸሎተ ነቢያት,Psalter and Canticles of New and Old Testaments,Psalter,Ethiopia,17th c.,1600/1699,1 Page,140 mm x 120 mm,Vellum,,"Book of Psalm መዝሙረ ዳዊት ; Fifteen biblical canticles መኀልየ ነቢያት ወጸሎቶሙ ለሙሴ ; Canticles of the Prophets and prayer of Moses :  1. First song of Moses ; 2. Second song of Moses ; Title: ጸሎተ ሙሴ ዘዳግም ሕግ ; Prayer of Moses of the Second Law ; 3. Third song of Moses ; Title:  ጸሎተ ሙሴ ዘሣልስ ሕግ Tsalota Muse zasales heg. Prayer of Moses of the Third Law ;  4. Song of Hannah ; Title: ጸሎተ ሃና እመ ሳሙኤል ; Prayer of Hannah, the mother of Samuel ; 5. Prayer of Hezekiah ; Title:  ጸሎተ ሕዝቅያስ ንጉሠ ይሁዳ ; Prayer of Hezekiah King of Judea ; 6. Prayer of Manasseh ;  Title:  ጸሎተ ምናሴ ነቢይ ; Prayer of Mennase the Prophet ; 7. Prayer of Jonah ; ጸሎተ ዮናስ ነቢይ ; Prayer of Jonah the Prophet ; 8. Prayer of Daniel ; Title:  ጸሎተ ዳንኤል ነቢይ ወስብሐት ዘእምአዛርያ ; Prayer of Daniel and Praise of Azariah ; 9. First Song of the Three Children ; Title: ጸሎተ ሠለስቱ ደቂቅ ;  Tsalota Salasetu Dakqiq ; Prayer of the Three Children ; 10. Second Song of the Three Children ; Title:  ኀበ ባረኩ አናንያ አዛርያ ወሚሳኤል ; When Ananiah Azariah and Misael Praised God ; 11. Song of Habakkuk ; Title:  ጸሎተ ዕንባቆም ነቢይ ; Prayer of Habakkuk the Prophet ; 12. Song of Isaiah ; Title:  ጸሎተ ኢሳይያስ ነቢይ Prayer of Isaiah the Prophet ; 13. Song of the Virgin Mary ; Title:  ጸሎተ እግዝእትነ ማርያም ; Prayer of our Lady Virgin Mary ; 14. Song of Zachariah ; Title:  ጸሎተ ዘካርያስ ነቢይ ; Prayer of Zachrariah the Prophet ; 15. Song of Simeon ; Title:  Tsalota Seme'on Nabiy ; ጸሎተ ስምዖን ነቢይ ; Prayer of Simeon the Prophet",,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009qs4n
Ethiopic Manuscripts,ark:/21198/zz0009qnkf,ark:/21198/zz0009qs55,Page,,,Masters/dlmasters/ethiopian/masters/21198-zz0009qs55-1-master.tif,Ms. 63_109,93,Page 109,,,pd,,gez,,ጸሎተ ነቢያት,Psalter and Canticles of New and Old Testaments,Psalter,Ethiopia,17th c.,1600/1699,1 Page,140 mm x 120 mm,Vellum,,"Book of Psalm መዝሙረ ዳዊት ; Fifteen biblical canticles መኀልየ ነቢያት ወጸሎቶሙ ለሙሴ ; Canticles of the Prophets and prayer of Moses :  1. First song of Moses ; 2. Second song of Moses ; Title: ጸሎተ ሙሴ ዘዳግም ሕግ ; Prayer of Moses of the Second Law ; 3. Third song of Moses ; Title:  ጸሎተ ሙሴ ዘሣልስ ሕግ Tsalota Muse zasales heg. Prayer of Moses of the Third Law ;  4. Song of Hannah ; Title: ጸሎተ ሃና እመ ሳሙኤል ; Prayer of Hannah, the mother of Samuel ; 5. Prayer of Hezekiah ; Title:  ጸሎተ ሕዝቅያስ ንጉሠ ይሁዳ ; Prayer of Hezekiah King of Judea ; 6. Prayer of Manasseh ;  Title:  ጸሎተ ምናሴ ነቢይ ; Prayer of Mennase the Prophet ; 7. Prayer of Jonah ; ጸሎተ ዮናስ ነቢይ ; Prayer of Jonah the Prophet ; 8. Prayer of Daniel ; Title:  ጸሎተ ዳንኤል ነቢይ ወስብሐት ዘእምአዛርያ ; Prayer of Daniel and Praise of Azariah ; 9. First Song of the Three Children ; Title: ጸሎተ ሠለስቱ ደቂቅ ;  Tsalota Salasetu Dakqiq ; Prayer of the Three Children ; 10. Second Song of the Three Children ; Title:  ኀበ ባረኩ አናንያ አዛርያ ወሚሳኤል ; When Ananiah Azariah and Misael Praised God ; 11. Song of Habakkuk ; Title:  ጸሎተ ዕንባቆም ነቢይ ; Prayer of Habakkuk the Prophet ; 12. Song of Isaiah ; Title:  ጸሎተ ኢሳይያስ ነቢይ Prayer of Isaiah the Prophet ; 13. Song of the Virgin Mary ; Title:  ጸሎተ እግዝእትነ ማርያም ; Prayer of our Lady Virgin Mary ; 14. Song of Zachariah ; Title:  ጸሎተ ዘካርያስ ነቢይ ; Prayer of Zachrariah the Prophet ; 15. Song of Simeon ; Title:  Tsalota Seme'on Nabiy ; ጸሎተ ስምዖን ነቢይ ; Prayer of Simeon the Prophet",,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009qs55
Ethiopic Manuscripts,ark:/21198/zz0009qnkf,ark:/21198/zz0009qs6p,Page,,,Masters/dlmasters/ethiopian/masters/21198-zz0009qs6p-1-master.tif,Ms. 63_110,94,Page 110,,,pd,,gez,,ጸሎተ ነቢያት,Psalter and Canticles of New and Old Testaments,Psalter,Ethiopia,17th c.,1600/1699,1 Page,140 mm x 120 mm,Vellum,,"Book of Psalm መዝሙረ ዳዊት ; Fifteen biblical canticles መኀልየ ነቢያት ወጸሎቶሙ ለሙሴ ; Canticles of the Prophets and prayer of Moses :  1. First song of Moses ; 2. Second song of Moses ; Title: ጸሎተ ሙሴ ዘዳግም ሕግ ; Prayer of Moses of the Second Law ; 3. Third song of Moses ; Title:  ጸሎተ ሙሴ ዘሣልስ ሕግ Tsalota Muse zasales heg. Prayer of Moses of the Third Law ;  4. Song of Hannah ; Title: ጸሎተ ሃና እመ ሳሙኤል ; Prayer of Hannah, the mother of Samuel ; 5. Prayer of Hezekiah ; Title:  ጸሎተ ሕዝቅያስ ንጉሠ ይሁዳ ; Prayer of Hezekiah King of Judea ; 6. Prayer of Manasseh ;  Title:  ጸሎተ ምናሴ ነቢይ ; Prayer of Mennase the Prophet ; 7. Prayer of Jonah ; ጸሎተ ዮናስ ነቢይ ; Prayer of Jonah the Prophet ; 8. Prayer of Daniel ; Title:  ጸሎተ ዳንኤል ነቢይ ወስብሐት ዘእምአዛርያ ; Prayer of Daniel and Praise of Azariah ; 9. First Song of the Three Children ; Title: ጸሎተ ሠለስቱ ደቂቅ ;  Tsalota Salasetu Dakqiq ; Prayer of the Three Children ; 10. Second Song of the Three Children ; Title:  ኀበ ባረኩ አናንያ አዛርያ ወሚሳኤል ; When Ananiah Azariah and Misael Praised God ; 11. Song of Habakkuk ; Title:  ጸሎተ ዕንባቆም ነቢይ ; Prayer of Habakkuk the Prophet ; 12. Song of Isaiah ; Title:  ጸሎተ ኢሳይያስ ነቢይ Prayer of Isaiah the Prophet ; 13. Song of the Virgin Mary ; Title:  ጸሎተ እግዝእትነ ማርያም ; Prayer of our Lady Virgin Mary ; 14. Song of Zachariah ; Title:  ጸሎተ ዘካርያስ ነቢይ ; Prayer of Zachrariah the Prophet ; 15. Song of Simeon ; Title:  Tsalota Seme'on Nabiy ; ጸሎተ ስምዖን ነቢይ ; Prayer of Simeon the Prophet",,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009qs6p
Ethiopic Manuscripts,ark:/21198/zz0009qnkf,ark:/21198/zz0009qs76,Page,,,Masters/dlmasters/ethiopian/masters/21198-zz0009qs76-1-master.tif,Ms. 63_111,95,Page 111,,,pd,,gez,,ጸሎተ ነቢያት,Psalter and Canticles of New and Old Testaments,Psalter,Ethiopia,17th c.,1600/1699,1 Page,140 mm x 120 mm,Vellum,,"Book of Psalm መዝሙረ ዳዊት ; Fifteen biblical canticles መኀልየ ነቢያት ወጸሎቶሙ ለሙሴ ; Canticles of the Prophets and prayer of Moses :  1. First song of Moses ; 2. Second song of Moses ; Title: ጸሎተ ሙሴ ዘዳግም ሕግ ; Prayer of Moses of the Second Law ; 3. Third song of Moses ; Title:  ጸሎተ ሙሴ ዘሣልስ ሕግ Tsalota Muse zasales heg. Prayer of Moses of the Third Law ;  4. Song of Hannah ; Title: ጸሎተ ሃና እመ ሳሙኤል ; Prayer of Hannah, the mother of Samuel ; 5. Prayer of Hezekiah ; Title:  ጸሎተ ሕዝቅያስ ንጉሠ ይሁዳ ; Prayer of Hezekiah King of Judea ; 6. Prayer of Manasseh ;  Title:  ጸሎተ ምናሴ ነቢይ ; Prayer of Mennase the Prophet ; 7. Prayer of Jonah ; ጸሎተ ዮናስ ነቢይ ; Prayer of Jonah the Prophet ; 8. Prayer of Daniel ; Title:  ጸሎተ ዳንኤል ነቢይ ወስብሐት ዘእምአዛርያ ; Prayer of Daniel and Praise of Azariah ; 9. First Song of the Three Children ; Title: ጸሎተ ሠለስቱ ደቂቅ ;  Tsalota Salasetu Dakqiq ; Prayer of the Three Children ; 10. Second Song of the Three Children ; Title:  ኀበ ባረኩ አናንያ አዛርያ ወሚሳኤል ; When Ananiah Azariah and Misael Praised God ; 11. Song of Habakkuk ; Title:  ጸሎተ ዕንባቆም ነቢይ ; Prayer of Habakkuk the Prophet ; 12. Song of Isaiah ; Title:  ጸሎተ ኢሳይያስ ነቢይ Prayer of Isaiah the Prophet ; 13. Song of the Virgin Mary ; Title:  ጸሎተ እግዝእትነ ማርያም ; Prayer of our Lady Virgin Mary ; 14. Song of Zachariah ; Title:  ጸሎተ ዘካርያስ ነቢይ ; Prayer of Zachrariah the Prophet ; 15. Song of Simeon ; Title:  Tsalota Seme'on Nabiy ; ጸሎተ ስምዖን ነቢይ ; Prayer of Simeon the Prophet",,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009qs76
Ethiopic Manuscripts,ark:/21198/zz0009qnkf,ark:/21198/zz0009qs8q,Page,,,Masters/dlmasters/ethiopian/masters/21198-zz0009qs8q-1-master.tif,Ms. 63_112,96,Page 112,,,pd,,gez,,ጸሎተ ነቢያት,Psalter and Canticles of New and Old Testaments,Psalter,Ethiopia,17th c.,1600/1699,1 Page,140 mm x 120 mm,Vellum,,"Book of Psalm መዝሙረ ዳዊት ; Fifteen biblical canticles መኀልየ ነቢያት ወጸሎቶሙ ለሙሴ ; Canticles of the Prophets and prayer of Moses :  1. First song of Moses ; 2. Second song of Moses ; Title: ጸሎተ ሙሴ ዘዳግም ሕግ ; Prayer of Moses of the Second Law ; 3. Third song of Moses ; Title:  ጸሎተ ሙሴ ዘሣልስ ሕግ Tsalota Muse zasales heg. Prayer of Moses of the Third Law ;  4. Song of Hannah ; Title: ጸሎተ ሃና እመ ሳሙኤል ; Prayer of Hannah, the mother of Samuel ; 5. Prayer of Hezekiah ; Title:  ጸሎተ ሕዝቅያስ ንጉሠ ይሁዳ ; Prayer of Hezekiah King of Judea ; 6. Prayer of Manasseh ;  Title:  ጸሎተ ምናሴ ነቢይ ; Prayer of Mennase the Prophet ; 7. Prayer of Jonah ; ጸሎተ ዮናስ ነቢይ ; Prayer of Jonah the Prophet ; 8. Prayer of Daniel ; Title:  ጸሎተ ዳንኤል ነቢይ ወስብሐት ዘእምአዛርያ ; Prayer of Daniel and Praise of Azariah ; 9. First Song of the Three Children ; Title: ጸሎተ ሠለስቱ ደቂቅ ;  Tsalota Salasetu Dakqiq ; Prayer of the Three Children ; 10. Second Song of the Three Children ; Title:  ኀበ ባረኩ አናንያ አዛርያ ወሚሳኤል ; When Ananiah Azariah and Misael Praised God ; 11. Song of Habakkuk ; Title:  ጸሎተ ዕንባቆም ነቢይ ; Prayer of Habakkuk the Prophet ; 12. Song of Isaiah ; Title:  ጸሎተ ኢሳይያስ ነቢይ Prayer of Isaiah the Prophet ; 13. Song of the Virgin Mary ; Title:  ጸሎተ እግዝእትነ ማርያም ; Prayer of our Lady Virgin Mary ; 14. Song of Zachariah ; Title:  ጸሎተ ዘካርያስ ነቢይ ; Prayer of Zachrariah the Prophet ; 15. Song of Simeon ; Title:  Tsalota Seme'on Nabiy ; ጸሎተ ስምዖን ነቢይ ; Prayer of Simeon the Prophet",,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009qs8q
