"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Duplicate","Delete in Title","Type.typeOfResource","Rights.copyrightStatus","Name.artist","Subject","Type.genre","Rights.permissionNote","Rights.permission","Name.copyrightHolder","Name.repository","Name.publisher","Name.subject","Name.contributor","Name.calligrapher","Name.photographer","Name.manufacturer","Name.donor","Name.creator","Title","Alt ID.collection","Alt ID.local","Date.creation","Date.normalized","Format.extent","Description.note","Relation.isPartOf","Relation.relatedTo","Coverage.geographic","Format.dimensions","Bucketeer State","IIIF Access URL","IIIF Manifest URL"
"Tovar (Nancy) Murals of East LA Collection","ark:/21198/zz0025nn0v","ark:/21198/zz001ndq5p","1","In progress","Work","tovar/masters/21198-zz0025nn0v_1708106_master.tif","","","","still image","copyrighted","","Chicano artists--California--Los Angeles County|~|Chicano archives|~|photography -- Chicano|~|photography -- California -- Los Angeles|~|photography -- Mexican American|~|documentary photography","slides (photographs)","Copyright has been assigned to the UCLA Chicano Studies Research Center. All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.","Y","UCLA Chicano Studies Research Center Library & Archive","UCLA Chicano Studies Research Center Library & Archive","","","","","Tovar, Nancy","","","","Estrada Courts Graffiti","Nancy Tovar Murals of East LA Collection","CSRC_MURALS_TOVAR_377.tif","1975","1975","1 slide","Estrada Courts Graffiti","Nancy Tovar Murals of East LA Collection","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025nn0v","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025nn0v/manifest"
"Tovar (Nancy) Murals of East LA Collection","ark:/21198/zz0025nn1c","ark:/21198/zz001ndq5p","1","In progress","Work","tovar/masters/21198-zz0025nn1c_1704231_master.tif","","","","still image","copyrighted","","Chicano artists--California--Los Angeles County|~|Chicano archives|~|photography -- Chicano|~|photography -- California -- Los Angeles|~|photography -- Mexican American|~|documentary photography","slides (photographs)","Copyright has been assigned to the UCLA Chicano Studies Research Center. All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.","Y","UCLA Chicano Studies Research Center Library & Archive","UCLA Chicano Studies Research Center Library & Archive","","","","","Tovar, Nancy","","","","Estrada Courts","Nancy Tovar Murals of East LA Collection","CSRC_MURALS_TOVAR_276.tif","1975","1975","1 slide","Estrada Courts walls","Nancy Tovar Murals of East LA Collection","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025nn1c","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025nn1c/manifest"
"Tovar (Nancy) Murals of East LA Collection","ark:/21198/zz0025nn2w","ark:/21198/zz001ndq5p","1","In progress","Work","tovar/masters/21198-zz0025nn2w_1708112_master.tif","","","","still image","copyrighted","","Chicano artists--California--Los Angeles County|~|Chicano archives|~|photography -- Chicano|~|photography -- California -- Los Angeles|~|photography -- Mexican American|~|documentary photography","slides (photographs)","Copyright has been assigned to the UCLA Chicano Studies Research Center. All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.","Y","UCLA Chicano Studies Research Center Library & Archive","UCLA Chicano Studies Research Center Library & Archive","","","","","Tovar, Nancy","","","","East L.A. Mural","Nancy Tovar Murals of East LA Collection","CSRC_MURALS_TOVAR_379.tif","1976","1976","1 slide","Artists: Raul Soto","Nancy Tovar Murals of East LA Collection","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025nn2w","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025nn2w/manifest"
"Tovar (Nancy) Murals of East LA Collection","ark:/21198/zz0025nn3d","ark:/21198/zz001ndq5p","1","In progress","Work","tovar/masters/21198-zz0025nn3d_1704234_master.tif","","","","still image","copyrighted","","Chicano artists--California--Los Angeles County|~|Chicano archives|~|photography -- Chicano|~|photography -- California -- Los Angeles|~|photography -- Mexican American|~|documentary photography","slides (photographs)","Copyright has been assigned to the UCLA Chicano Studies Research Center. All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.","Y","UCLA Chicano Studies Research Center Library & Archive","UCLA Chicano Studies Research Center Library & Archive","","","","","Tovar, Nancy","","","","Estrada Courts","Nancy Tovar Murals of East LA Collection","CSRC_MURALS_TOVAR_277.tif","1975","1975","1 slide","Estrada Courts walls","Nancy Tovar Murals of East LA Collection","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025nn3d","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025nn3d/manifest"
"Tovar (Nancy) Murals of East LA Collection","ark:/21198/zz0025nn4x","ark:/21198/zz001ndq5p","1","In progress","Work","tovar/masters/21198-zz0025nn4x_1708115_master.tif","","","","still image","copyrighted","","Chicano artists--California--Los Angeles County|~|Chicano archives|~|photography -- Chicano|~|photography -- California -- Los Angeles|~|photography -- Mexican American|~|documentary photography","slides (photographs)","Copyright has been assigned to the UCLA Chicano Studies Research Center. All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.","Y","UCLA Chicano Studies Research Center Library & Archive","UCLA Chicano Studies Research Center Library & Archive","","","","","Tovar, Nancy","","","","East L.A. Mural","Nancy Tovar Murals of East LA Collection","CSRC_MURALS_TOVAR_380.tif","1975","1975","1 slide","Artist: Raul Soto","Nancy Tovar Murals of East LA Collection","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025nn4x","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025nn4x/manifest"
"Tovar (Nancy) Murals of East LA Collection","ark:/21198/zz0025nn5f","ark:/21198/zz001ndq5p","2","Completed","Work","tovar/masters/21198-zz0025nn5f_1704237_master.tif","","","","still image","copyrighted","Ramirez, Sonny","Chicano artists--California--Los Angeles County|~|Chicano archives|~|photography -- Chicano|~|photography -- California -- Los Angeles|~|photography -- Mexican American|~|Mural painting and decoration|~|Ramirez, Sonny|~|documentary photography","slides (photographs)","Copyright has been assigned to the UCLA Chicano Studies Research Center. All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.","Y","Artist(s)","UCLA Chicano Studies Research Center Library & Archive","","","","","Tovar, Nancy","","","","Two Flags","Nancy Tovar Murals of East L.A. Collection","CSRC_MURALS_TOVAR_278.tif","1973","1973","1 slide","Mural located at 1364-6 Grande Vista Avenue (Olympic Blvd.) at the Estrada Courts housing projects.","Nancy Tovar Murals of East L.A. Collection","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025nn5f","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025nn5f/manifest"
"Tovar (Nancy) Murals of East LA Collection","ark:/21198/zz0025nn6z","ark:/21198/zz001ndq5p","1","In progress","Work","tovar/masters/21198-zz0025nn6z_1708118_master.tif","","","","still image","copyrighted","","Chicano artists--California--Los Angeles County|~|Chicano archives|~|photography -- Chicano|~|photography -- California -- Los Angeles|~|photography -- Mexican American|~|documentary photography","slides (photographs)","Copyright has been assigned to the UCLA Chicano Studies Research Center. All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.","Y","UCLA Chicano Studies Research Center Library & Archive","UCLA Chicano Studies Research Center Library & Archive","","","","","Tovar, Nancy","","","","""Untitled"" by Raul Soto","Nancy Tovar Murals of East LA Collection","CSRC_MURALS_TOVAR_381.tif","1976","1976","1 slide","","Nancy Tovar Murals of East LA Collection","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025nn6z","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025nn6z/manifest"
"Tovar (Nancy) Murals of East LA Collection","ark:/21198/zz0025nn7g","ark:/21198/zz001ndq5p","2","Completed","Work","tovar/masters/21198-zz0025nn7g_1704240_master.tif","","","","still image","copyrighted","Ramirez, Sonny","Chicano artists--California--Los Angeles County|~|Chicano archives|~|photography -- Chicano|~|photography -- California -- Los Angeles|~|photography -- Mexican American|~|Mural painting and decoration|~|Ramirez, Sonny|~|documentary photography","slides (photographs)","Copyright has been assigned to the UCLA Chicano Studies Research Center. All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.","Y","Artist(s)","UCLA Chicano Studies Research Center Library & Archive","","","","","Tovar, Nancy","","","","Two Flags","Nancy Tovar Murals of East L.A. Collection","CSRC_MURALS_TOVAR_279.tif","1973","1973","1 slide","Mural located at 1364-6 Grande Vista Avenue (Olympic Blvd.) at the Estrada Courts housing projects.","Nancy Tovar Murals of East L.A. Collection","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025nn7g","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025nn7g/manifest"
"Tovar (Nancy) Murals of East LA Collection","ark:/21198/zz0025nn80","ark:/21198/zz001ndq5p","1","In progress","Work","tovar/masters/21198-zz0025nn80_1708124_master.tif","","","","still image","copyrighted","","Chicano artists--California--Los Angeles County|~|Chicano archives|~|photography -- Chicano|~|photography -- California -- Los Angeles|~|photography -- Mexican American|~|documentary photography","slides (photographs)","Copyright has been assigned to the UCLA Chicano Studies Research Center. All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.","Y","UCLA Chicano Studies Research Center Library & Archive","UCLA Chicano Studies Research Center Library & Archive","","","","","Tovar, Nancy","","","","""Untitled"" by Raul Soto","Nancy Tovar Murals of East LA Collection","CSRC_MURALS_TOVAR_383.tif","1975","1975","1 slide","","Nancy Tovar Murals of East LA Collection","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025nn80","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025nn80/manifest"
"Tovar (Nancy) Murals of East LA Collection","ark:/21198/zz0025nn9h","ark:/21198/zz001ndq5p","1","In progress","Work","tovar/masters/21198-zz0025nn9h_1704243_master.tif","","","","still image","copyrighted","","Chicano artists--California--Los Angeles County|~|Chicano archives|~|photography -- Chicano|~|photography -- California -- Los Angeles|~|photography -- Mexican American|~|documentary photography","slides (photographs)","Copyright has been assigned to the UCLA Chicano Studies Research Center. All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.","Y","UCLA Chicano Studies Research Center Library & Archive","UCLA Chicano Studies Research Center Library & Archive","","","","","Tovar, Nancy","","","","Estrada Courts","Nancy Tovar Murals of East LA Collection","CSRC_MURALS_TOVAR_280.tif","1975","1975","1 slide","Estrada Courts","Nancy Tovar Murals of East LA Collection","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025nn9h","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025nn9h/manifest"
"Tovar (Nancy) Murals of East LA Collection","ark:/21198/zz0025nnb1","ark:/21198/zz001ndq5p","2","Completed","Work","tovar/masters/21198-zz0025nnb1_1708130_master.tif","","","","still image","copyrighted","Chavez, Robert (American muralist, active ca. 1973)","Chicano artists--California--Los Angeles County|~|Chicano archives|~|photography -- Chicano|~|photography -- California -- Los Angeles|~|photography -- Mexican American|~|documentary photography","slides (photographs)","Copyright has been assigned to the UCLA Chicano Studies Research Center. All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.","Y","UCLA Chicano Studies Research Center Library & Archive","UCLA Chicano Studies Research Center Library & Archive","","","","","Tovar, Nancy","","","","The Path to Knowledge and the False University","Nancy Tovar Murals of East L.A. Collection","CSRC_MURALS_TOVAR_385.tif","1975","1975","1 slide","Mural was located at East Los Angeles College","Nancy Tovar Murals of East L.A. Collection","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025nnb1","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025nnb1/manifest"
"Tovar (Nancy) Murals of East LA Collection","ark:/21198/zz0025nncj","ark:/21198/zz001ndq5p","1","In progress","Work","tovar/masters/21198-zz0025nncj_1704246_master.tif","","","","still image","copyrighted","","Chicano artists--California--Los Angeles County|~|Chicano archives|~|photography -- Chicano|~|photography -- California -- Los Angeles|~|photography -- Mexican American|~|documentary photography","slides (photographs)","Copyright has been assigned to the UCLA Chicano Studies Research Center. All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.","Y","UCLA Chicano Studies Research Center Library & Archive","UCLA Chicano Studies Research Center Library & Archive","","","","","Tovar, Nancy","","","","Estrada Courts","Nancy Tovar Murals of East LA Collection","CSRC_MURALS_TOVAR_281.tif","1975","1975","1 slide","Estrada Courts","Nancy Tovar Murals of East LA Collection","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025nncj","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025nncj/manifest"
"Tovar (Nancy) Murals of East LA Collection","ark:/21198/zz0025nnd2","ark:/21198/zz001ndq5p","1","In progress","Work","tovar/masters/21198-zz0025nnd2_1708136_master.tif","","","","still image","copyrighted","","Chicano artists--California--Los Angeles County|~|Chicano archives|~|photography -- Chicano|~|photography -- California -- Los Angeles|~|photography -- Mexican American|~|documentary photography","slides (photographs)","Copyright has been assigned to the UCLA Chicano Studies Research Center. All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.","Y","UCLA Chicano Studies Research Center Library & Archive","UCLA Chicano Studies Research Center Library & Archive","","","","","Tovar, Nancy","","","","East L.A. Mural","Nancy Tovar Murals of East LA Collection","CSRC_MURALS_TOVAR_387.tif","1976","1976","1 slide","","Nancy Tovar Murals of East LA Collection","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025nnd2","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025nnd2/manifest"
"Tovar (Nancy) Murals of East LA Collection","ark:/21198/zz0025nnfk","ark:/21198/zz001ndq5p","2","Completed","Work","tovar/masters/21198-zz0025nnfk_1704249_master.tif","","","","","copyrighted","Haro, Daniel","Chicano artists--California--Los Angeles County|~|Chicano archives|~|photography -- Chicano|~|photography -- California -- Los Angeles|~|photography -- Mexican American|~|Mural painting and decoration|~|Haro, Daniel|~|documentary photography","slides (photographs)","Copyright has been assigned to the UCLA Chicano Studies Research Center. All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.","Y","UCLA Chicano Studies Research Center Library & Archive","UCLA Chicano Studies Research Center Library & Archive","","","","","Tovar, Nancy","","","","The Artist","Nancy Tovar Murals of East L.A. Collection","CSRC_MURALS_TOVAR_282.tif","1973","1973","","Mural located at 3237 Olympic Blvd. at the Estrada Courts housing projects.","Nancy Tovar Murals of East L.A. Collection","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025nnfk","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025nnfk/manifest"
"Tovar (Nancy) Murals of East LA Collection","ark:/21198/zz0025nng3","ark:/21198/zz001ndq5p","1","In progress","Work","tovar/masters/21198-zz0025nng3_1708142_master.tif","","","","still image","copyrighted","","Chicano artists--California--Los Angeles County|~|Chicano archives|~|photography -- Chicano|~|photography -- California -- Los Angeles|~|photography -- Mexican American|~|documentary photography","slides (photographs)","Copyright has been assigned to the UCLA Chicano Studies Research Center. All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.","Y","UCLA Chicano Studies Research Center Library & Archive","UCLA Chicano Studies Research Center Library & Archive","","","","","Tovar, Nancy","","","","East L.A. Mural","Nancy Tovar Murals of East LA Collection","CSRC_MURALS_TOVAR_388.tif","1976","1976","1 slide","","Nancy Tovar Murals of East LA Collection","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025nng3","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025nng3/manifest"
"Tovar (Nancy) Murals of East LA Collection","ark:/21198/zz0025nnhm","ark:/21198/zz001ndq5p","2","Completed","Work","tovar/masters/21198-zz0025nnhm_1704252_master.tif","","","","still image","copyrighted","Chavez, Robert (American muralist, active ca. 1973)","Chicano artists--California--Los Angeles County|~|Chicano archives|~|photography -- Chicano|~|photography -- California -- Los Angeles|~|photography -- Mexican American|~|documentary photography","slides (photographs)|~|mural paintings (visual works)","Copyright has been assigned to the UCLA Chicano Studies Research Center. All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.","Y","Artist(s)","UCLA Chicano Studies Research Center Library & Archive","","","","","Tovar, Nancy","","","","La Fiesta","Nancy Tovar Murals of East L.A. Collection","CSRC_MURALS_TOVAR_283.tif","1973","1973","1 slide","Mural located at 3370-3372 1/2 Hunter St. at the Estrada Courts housing projects","Nancy Tovar Murals of East L.A. Collection","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025nnhm","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025nnhm/manifest"
"Tovar (Nancy) Murals of East LA Collection","ark:/21198/zz0025nnj4","ark:/21198/zz001ndq5p","2","Completed","Work","tovar/masters/21198-zz0025nnj4_1708152_master.tif","","","","still image","copyrighted","Chavez, Robert (American muralist, active ca. 1973)","Chicano artists--California--Los Angeles County|~|Chicano archives|~|photography -- Chicano|~|photography -- California -- Los Angeles|~|photography -- Mexican American|~|documentary photography","slides (photographs)","Copyright has been assigned to the UCLA Chicano Studies Research Center. All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.","Y","UCLA Chicano Studies Research Center Library & Archive","UCLA Chicano Studies Research Center Library & Archive","","","","","Tovar, Nancy","","","","The Path to Knowledge and the False University","Nancy Tovar Murals of East L.A. Collection","CSRC_MURALS_TOVAR_389.tif","1975","1975","","Mural was located at East Los Angeles College","Nancy Tovar Murals of East L.A. Collection","","","1 slide","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025nnj4","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025nnj4/manifest"
"Tovar (Nancy) Murals of East LA Collection","ark:/21198/zz0025nnkn","ark:/21198/zz001ndq5p","2","Completed","Work","tovar/masters/21198-zz0025nnkn_1704255_master.tif","","","","still image","copyrighted","Chavez, Robert (American muralist, active ca. 1973)","Chicano artists--California--Los Angeles County|~|Chicano archives|~|photography -- Chicano|~|photography -- California -- Los Angeles|~|photography -- Mexican American|~|documentary photography","slides (photographs)","Copyright has been assigned to the UCLA Chicano Studies Research Center. All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.","Y","Artist(s)","UCLA Chicano Studies Research Center Library & Archive","","","","","Tovar, Nancy","","","","La Fiesta","Nancy Tovar Murals of East L.A. Collection","CSRC_MURALS_TOVAR_284.tif","1973","1973","1 slide","Mural located at 3370-3372 1/2 Hunter St. at the Estrada Courts housing projects","Nancy Tovar Murals of East L.A. Collection","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025nnkn","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025nnkn/manifest"
"Tovar (Nancy) Murals of East LA Collection","ark:/21198/zz0025nnm5","ark:/21198/zz001ndq5p","1","In progress","Work","tovar/masters/21198-zz0025nnm5_1708166_master.tif","","","","still image","copyrighted","","Chicano artists--California--Los Angeles County|~|Chicano archives|~|photography -- Chicano|~|photography -- California -- Los Angeles|~|photography -- Mexican American|~|documentary photography","slides (photographs)","Copyright has been assigned to the UCLA Chicano Studies Research Center. All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.","Y","UCLA Chicano Studies Research Center Library & Archive","UCLA Chicano Studies Research Center Library & Archive","","","","","Tovar, Nancy","","","","East L.A. Mural","Nancy Tovar Murals of East LA Collection","CSRC_MURALS_TOVAR_391.tif","1976","1976","1 slide","","Nancy Tovar Murals of East LA Collection","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025nnm5","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025nnm5/manifest"
"Tovar (Nancy) Murals of East LA Collection","ark:/21198/zz0025nnnp","ark:/21198/zz001ndq5p","2","Completed","Work","tovar/masters/21198-zz0025nnnp_1704258_master.tif","","","","still image","copyrighted","","Chicano artists--California--Los Angeles County|~|Chicano archives|~|photography -- Chicano|~|photography -- California -- Los Angeles|~|photography -- Mexican American|~|Mural painting and decoration|~|Chicano Art Collectors Anonymous (C.A.C.A.)|~|documentary photography","slides (photographs)","Copyright has been assigned to the UCLA Chicano Studies Research Center. All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.","Y","UCLA Chicano Studies Research Center Library & Archive","UCLA Chicano Studies Research Center Library & Archive","","","","","Tovar, Nancy","","","","Untitled","Nancy Tovar Murals of East LA Collection","CSRC_MURALS_TOVAR_285.tif","1975","1975","1 slide","Mural located at Estrada Courts housing projects.Artists:C.A.C.A (Chicano Art Collectors Anonymous )","Nancy Tovar Murals of East LA Collection","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025nnnp","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025nnnp/manifest"
"Tovar (Nancy) Murals of East LA Collection","ark:/21198/zz0025nnp6","ark:/21198/zz001ndq5p","1","In progress","Work","tovar/masters/21198-zz0025nnp6_1708181_master.tif","","","","still image","copyrighted","","Chicano artists--California--Los Angeles County|~|Chicano archives|~|photography -- Chicano|~|photography -- California -- Los Angeles|~|photography -- Mexican American|~|documentary photography","slides (photographs)","Copyright has been assigned to the UCLA Chicano Studies Research Center. All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.","Y","UCLA Chicano Studies Research Center Library & Archive","UCLA Chicano Studies Research Center Library & Archive","","","","","Tovar, Nancy","","","","East L.A. Mural","Nancy Tovar Murals of East LA Collection","CSRC_MURALS_TOVAR_393.tif","1976","1976","1 slide","","Nancy Tovar Murals of East LA Collection","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025nnp6","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025nnp6/manifest"
"Tovar (Nancy) Murals of East LA Collection","ark:/21198/zz0025nnqq","ark:/21198/zz001ndq5p","2","Completed","Work","tovar/masters/21198-zz0025nnqq_1704261_master.tif","","","","","copyrighted","","Chicano artists--California--Los Angeles County|~|Chicano archives|~|photography -- Chicano|~|photography -- California -- Los Angeles|~|photography -- Mexican American|~|Mural painting and decoration|~|Chicano Art Collectors Anonymous (C.A.C.A.)|~|documentary photography","slides (photographs)","Copyright has been assigned to the UCLA Chicano Studies Research Center. All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.","Y","UCLA Chicano Studies Research Center Library & Archive","UCLA Chicano Studies Research Center Library & Archive","","","","","Tovar, Nancy","","","","Untitled","Nancy Tovar Murals of East LA Collection","CSRC_MURALS_TOVAR_286.tif","1975","1975","","Mural located at Estrada Courts housing projects.Artists:Chicano Art Collectors Anonymous (C.A.C.A)","Nancy Tovar Murals of East LA Collection","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025nnqq","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025nnqq/manifest"
"Tovar (Nancy) Murals of East LA Collection","ark:/21198/zz0025nnr7","ark:/21198/zz001ndq5p","1","In progress","Work","tovar/masters/21198-zz0025nnr7_1708193_master.tif","","","","still image","copyrighted","","Chicano artists--California--Los Angeles County|~|Chicano archives|~|photography -- Chicano|~|photography -- California -- Los Angeles|~|photography -- Mexican American|~|documentary photography","slides (photographs)","Copyright has been assigned to the UCLA Chicano Studies Research Center. All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.","Y","UCLA Chicano Studies Research Center Library & Archive","UCLA Chicano Studies Research Center Library & Archive","","","","","Tovar, Nancy","","","","East L.A. Mural","Nancy Tovar Murals of East LA Collection","CSRC_MURALS_TOVAR_394.tif","1976","1976","1 slide","","Nancy Tovar Murals of East LA Collection","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025nnr7","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025nnr7/manifest"
"Tovar (Nancy) Murals of East LA Collection","ark:/21198/zz0025nnsr","ark:/21198/zz001ndq5p","2","Completed","Work","tovar/masters/21198-zz0025nnsr_1704264_master.tif","","","","still image","copyrighted","","Chicano artists--California--Los Angeles County|~|Chicano archives|~|photography -- Chicano|~|photography -- California -- Los Angeles|~|photography -- Mexican American|~|Mural painting and decoration|~|Chicano Art Collectors Anonymous (C.A.C.A.)|~|documentary photography","slides (photographs)","Copyright has been assigned to the UCLA Chicano Studies Research Center. All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.","Y","UCLA Chicano Studies Research Center Library & Archive","UCLA Chicano Studies Research Center Library & Archive","","","","","Tovar, Nancy","","","","""Untitled"" by El Congreso de Artistas Cosmicos de las Americas de San Diego (Mario Torero, Rocky, El Lton, Zade)","Nancy Tovar Murals of East LA Collection","CSRC_MURALS_TOVAR_287.tif","1975","1975","1 slide","Mural located at Estrada Courts housing projects.","Nancy Tovar Murals of East LA Collection","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025nnsr","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025nnsr/manifest"
"Tovar (Nancy) Murals of East LA Collection","ark:/21198/zz0025nnt8","ark:/21198/zz001ndq5p","2","Completed","Work","tovar/masters/21198-zz0025nnt8_1708216_master.tif","","","","still image","copyrighted","Romero, Frank (American muralist, born 1941)","Chicano artists--California--Los Angeles County|~|Chicano archives|~|photography -- Chicano|~|photography -- California -- Los Angeles|~|photography -- Mexican American|~|documentary photography","slides (photographs)","Copyright has been assigned to the UCLA Chicano Studies Research Center. All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.","Y","Artist(s)","UCLA Chicano Studies Research Center Library & Archive","","","","","Tovar, Nancy","","","","Un Corazon por la Gente","Nancy Tovar Murals of East LA Collection","CSRC_MURALS_TOVAR_396.tif","1974","1974","1 slide","This mural was the first to occupy this same wall. In about 1974 Frank Romero covered 200 square feet with a whimsical spray can heart. In 1978 the Citywide Mural Project brought together several artists to paint OUR PEOPLE (70' x 16'). Among those involved were John Valadez, Barbara Carrasco, Glenna Boltuch (Avila), Carlos Callejo, Leo Lim¢n, George Yepes, and Rod Sakai. In the early 1980s that mural was destroyed when new earthquake codes required Payless Shoes to add steel H-beams and make other improvements to its unreinforced masonry building.","","Nancy Tovar Murals of East L.A. Collection","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025nnt8","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025nnt8/manifest"
"Tovar (Nancy) Murals of East LA Collection","ark:/21198/zz0025nnvs","ark:/21198/zz001ndq5p","1","In progress","Work","tovar/masters/21198-zz0025nnvs_1704267_master.tif","","","","still image","copyrighted","","Chicano artists--California--Los Angeles County|~|Chicano archives|~|photography -- Chicano|~|photography -- California -- Los Angeles|~|photography -- Mexican American|~|documentary photography","slides (photographs)","Copyright has been assigned to the UCLA Chicano Studies Research Center. All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.","Y","UCLA Chicano Studies Research Center Library & Archive","UCLA Chicano Studies Research Center Library & Archive","","","","","Tovar, Nancy","","","","Estrada Courts","Nancy Tovar Murals of East LA Collection","CSRC_MURALS_TOVAR_288.tif","1975","1975","1 slide","Estrada Courts","Nancy Tovar Murals of East LA Collection","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025nnvs","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025nnvs/manifest"
