"Project Name","Item ARK","Parent ARK","Object Type","File Name","Item Sequence","Duplicate","Type.typeOfResource","Rights.copyrightStatus","Language","Name.repository","Name.creator","Subject","Name.subject","Relation.isPartOf","Type.genre","Title","Alt ID.local","Description.note","AltTitle.descriptive","Date.creation","Format.extent","Description.abstract","Date.normalized","Coverage.geographic"
"Sachtleben (William) Diaries","ark:/21198/zz002hk7f1","ark:/21198/zz002hjqt1","ChildWork","sachtleben_diaries/image/1841_diary_10_083.tif","83","","text","pd","","","","","","","","[Turkey travel diary: page 77, Apr. 26, 1891]","1841_diary_10_083","","","","","","",""
"Sachtleben (William) Diaries","ark:/21198/zz002hk7gj","ark:/21198/zz002hjqt1","ChildWork","sachtleben_diaries/image/1841_diary_10_084.tif","84","","text","pd","","","","","","","","[Turkey travel diary: page 78, Apr. 26, 1891]","1841_diary_10_084","","","","","","",""
"Sachtleben (William) Diaries","ark:/21198/zz002hk7h2","ark:/21198/zz002hjqt1","ChildWork","sachtleben_diaries/image/1841_diary_10_085.tif","85","","text","pd","","","","","","","","[Turkey travel diary: page 79, Apr. 26, 1891]","1841_diary_10_085","","","","","","",""
"Sachtleben (William) Diaries","ark:/21198/zz002hk7jk","ark:/21198/zz002hjqt1","ChildWork","sachtleben_diaries/image/1841_diary_10_086.tif","86","","text","pd","","","","","","","","[Turkey travel diary: page 80, Apr. 26-27, 1891]","1841_diary_10_086","","","","","","",""
"Sachtleben (William) Diaries","ark:/21198/zz002hk7k3","ark:/21198/zz002hjqt1","ChildWork","sachtleben_diaries/image/1841_diary_10_087.tif","87","","text","pd","","","","","","","","[Turkey travel diary: page 81, Apr. 27, 1891]","1841_diary_10_087","","","","","","",""
"Sachtleben (William) Diaries","ark:/21198/zz002hk7mm","ark:/21198/zz002hjqt1","ChildWork","sachtleben_diaries/image/1841_diary_10_088.tif","88","","text","pd","","","","","","","","[Turkey travel diary: page 82, Apr. 27, 1891]","1841_diary_10_088","","","","","","",""
"Sachtleben (William) Diaries","ark:/21198/zz002hk7n4","ark:/21198/zz002hjqt1","ChildWork","sachtleben_diaries/image/1841_diary_10_089.tif","89","","text","pd","","","","","","","","[Turkey travel diary: page 83, Apr. 27, 1891]","1841_diary_10_089","","","","","","",""
"Sachtleben (William) Diaries","ark:/21198/zz002hk7pn","ark:/21198/zz002hjqt1","ChildWork","sachtleben_diaries/image/1841_diary_10_090.tif","90","","text","pd","","","","","","","","[Turkey travel diary: page 84, Apr. 27, 1891]","1841_diary_10_090","","","","","","",""
"Sachtleben (William) Diaries","ark:/21198/zz002hk7q5","ark:/21198/zz002hjqt1","ChildWork","sachtleben_diaries/image/1841_diary_10_091.tif","91","","text","pd","","","","","","","","[Turkey travel diary: page 85, Apr. 27, 1891]","1841_diary_10_091","","","","","","",""
"Sachtleben (William) Diaries","ark:/21198/zz002hk7rp","ark:/21198/zz002hjqt1","ChildWork","sachtleben_diaries/image/1841_diary_10_092.tif","92","","text","pd","","","","","","","","[Turkey travel diary: page 86, Apr. 27, 1891]","1841_diary_10_092","","","","","","",""
"Sachtleben (William) Diaries","ark:/21198/zz002hk7s6","ark:/21198/zz002hjqt1","ChildWork","sachtleben_diaries/image/1841_diary_10_093.tif","93","","text","pd","","","","","","","","[Turkey travel diary: page 87, Apr. 27, 1891]","1841_diary_10_093","","","","","","",""
"Sachtleben (William) Diaries","ark:/21198/zz002hk7tq","ark:/21198/zz002hjqt1","ChildWork","sachtleben_diaries/image/1841_diary_10_094.tif","94","","text","pd","","","","","","","","[Turkey travel diary: page 88, Apr. 27, 1891]","1841_diary_10_094","","","","","","",""
"Sachtleben (William) Diaries","ark:/21198/zz002hk7v7","ark:/21198/zz002hjqt1","ChildWork","sachtleben_diaries/image/1841_diary_10_095.tif","95","","text","pd","","","","","","","","[Turkey travel diary: page 89, Apr. 27-28, 1891]","1841_diary_10_095","","","","","","",""
"Sachtleben (William) Diaries","ark:/21198/zz002hk7wr","ark:/21198/zz002hjqt1","ChildWork","sachtleben_diaries/image/1841_diary_10_096.tif","96","","text","pd","","","","","","","","[Turkey travel diary: page 90, Apr. 28-29, 1891]","1841_diary_10_096","","","","","","",""
"Sachtleben (William) Diaries","ark:/21198/zz002hk7x8","ark:/21198/zz002hjqt1","ChildWork","sachtleben_diaries/image/1841_diary_10_097.tif","97","","text","pd","","","","","","","","[Turkey travel diary: page 91, Apr. 30, 1891]","1841_diary_10_097","","","","","","",""
"Sachtleben (William) Diaries","ark:/21198/zz002hk7zs","ark:/21198/zz002hjqt1","ChildWork","sachtleben_diaries/image/1841_diary_10_098.tif","98","","text","pd","","","","","","","","[Turkey travel diary: page 92, Apr. 30, 1891]","1841_diary_10_098","","","","","","",""
"Sachtleben (William) Diaries","ark:/21198/zz002hk80s","ark:/21198/zz002hjqt1","ChildWork","sachtleben_diaries/image/1841_diary_10_099.tif","99","","text","pd","","","","","","","","[Turkey travel diary: page 93, Apr. 30, 1891]","1841_diary_10_099","","","","","","",""
"Sachtleben (William) Diaries","ark:/21198/zz002hk819","ark:/21198/zz002hjqt1","ChildWork","sachtleben_diaries/image/1841_diary_10_100.tif","100","","text","pd","","","","","","","","[Turkey travel diary: page 94, Apr. 30, 1891]","1841_diary_10_100","","","","","","",""
"Sachtleben (William) Diaries","ark:/21198/zz002hk82t","ark:/21198/zz002hjqt1","ChildWork","sachtleben_diaries/image/1841_diary_10_101.tif","101","","text","pd","","","","","","","","[Turkey travel diary: page 95, Apr. 30-May 1, 1891]","1841_diary_10_101","","","","","","",""
"Sachtleben (William) Diaries","ark:/21198/zz002hk83b","ark:/21198/zz002hjqt1","ChildWork","sachtleben_diaries/image/1841_diary_10_102.tif","102","","text","pd","","","","","","","","[Turkey travel diary: page 96, May 1, 1891]","1841_diary_10_102","","","","","","",""
"Sachtleben (William) Diaries","ark:/21198/zz002hk84v","ark:/21198/zz002hjqt1","ChildWork","sachtleben_diaries/image/1841_diary_10_103.tif","103","","text","pd","","","","","","","","[Turkey travel diary: page 97, May 1, 1891]","1841_diary_10_103","","","","","","",""
"Sachtleben (William) Diaries","ark:/21198/zz002hk85c","ark:/21198/zz002hjqt1","ChildWork","sachtleben_diaries/image/1841_diary_10_104.tif","104","","text","pd","","","","","","","","[Turkey travel diary: page 98, May 1, 1891]","1841_diary_10_104","","","","","","",""
"Sachtleben (William) Diaries","ark:/21198/zz002hk86w","ark:/21198/zz002hjqt1","ChildWork","sachtleben_diaries/image/1841_diary_10_105.tif","105","","text","pd","","","","","","","","[Turkey travel diary: page 99, May 1, 1891 (Messiah's Herald newspaper clipping from this opening placed at end of diary)]","1841_diary_10_105","","","","","","",""
"Sachtleben (William) Diaries","ark:/21198/zz002hk87d","ark:/21198/zz002hjqt1","ChildWork","sachtleben_diaries/image/1841_diary_10_106.tif","106","","text","pd","","","","","","","","[Turkey travel diary: page 100, May 1-2, 1891]","1841_diary_10_106","","","","","","",""
"Sachtleben (William) Diaries","ark:/21198/zz002hk88x","ark:/21198/zz002hjqt1","ChildWork","sachtleben_diaries/image/1841_diary_10_107.tif","107","","text","pd","","","","","","","","[Turkey travel diary: page 101, May 2, 1891]","1841_diary_10_107","","","","","","",""
"Sachtleben (William) Diaries","ark:/21198/zz002hk89f","ark:/21198/zz002hjqt1","ChildWork","sachtleben_diaries/image/1841_diary_10_108.tif","108","","text","pd","","","","","","","","[Turkey travel diary: page 102, May 3, 1891]","1841_diary_10_108","","","","","","",""
"Sachtleben (William) Diaries","ark:/21198/zz002hk8bz","ark:/21198/zz002hjqt1","ChildWork","sachtleben_diaries/image/1841_diary_10_109.tif","109","","text","pd","","","","","","","","[Turkey travel diary: page 103, May 3, 1891]","1841_diary_10_109","","","","","","",""
"Sachtleben (William) Diaries","ark:/21198/zz002hk8cg","ark:/21198/zz002hjqt1","ChildWork","sachtleben_diaries/image/1841_diary_10_110.tif","110","","text","pd","","","","","","","","[Turkey travel diary: page 102, May 3, 1891]","1841_diary_10_110","","","","","","",""
"Sachtleben (William) Diaries","ark:/21198/zz002hk8d0","ark:/21198/zz002hjqt1","ChildWork","sachtleben_diaries/image/1841_diary_10_111.tif","111","","text","pd","","","","","","","","[Turkey travel diary: page 103, May 3, 1891]","1841_diary_10_111","","","","","","",""
"Sachtleben (William) Diaries","ark:/21198/zz002hk8fh","ark:/21198/zz002hjqt1","ChildWork","sachtleben_diaries/image/1841_diary_10_112.tif","112","","text","pd","","","","","","","","[Turkey travel diary: page 102, May 3, 1891]","1841_diary_10_112","","","","","","",""
"Sachtleben (William) Diaries","ark:/21198/zz002hk8g1","ark:/21198/zz002hjqt1","ChildWork","sachtleben_diaries/image/1841_diary_10_113.tif","113","","text","pd","","","","","","","","[Turkey travel diary: page 103, May 3, 1891]","1841_diary_10_113","","","","","","",""
"Sachtleben (William) Diaries","ark:/21198/zz002hk8hj","ark:/21198/zz002hjqt1","ChildWork","sachtleben_diaries/image/1841_diary_10_114.tif","114","","text","pd","","","","","","","","[Turkey travel diary: page 102, May 3, 1891]","1841_diary_10_114","","","","","","",""
"Sachtleben (William) Diaries","ark:/21198/zz002hk8j2","ark:/21198/zz002hjqt1","ChildWork","sachtleben_diaries/image/1841_diary_10_115.tif","115","","text","pd","","","","","","","","[Turkey travel diary: page 103, May 3, 1891]","1841_diary_10_115","","","","","","",""
"Sachtleben (William) Diaries","ark:/21198/zz002hk8kk","ark:/21198/zz002hjqt1","ChildWork","sachtleben_diaries/image/1841_diary_10_116.tif","116","","text","pd","","","","","","","","[Turkey travel diary: page 104, May 3, 1891]","1841_diary_10_116","","","","","","",""
"Sachtleben (William) Diaries","ark:/21198/zz002hk8m3","ark:/21198/zz002hjqt1","ChildWork","sachtleben_diaries/image/1841_diary_10_117.tif","117","","text","pd","","","","","","","","[Turkey travel diary: page 105, May 3, 1891]","1841_diary_10_117","","","","","","",""
"Sachtleben (William) Diaries","ark:/21198/zz002hk8nm","ark:/21198/zz002hjqt1","ChildWork","sachtleben_diaries/image/1841_diary_10_118.tif","118","","text","pd","","","","","","","","[Turkey travel diary: page 106, May 3, 1891]","1841_diary_10_118","","","","","","",""
"Sachtleben (William) Diaries","ark:/21198/zz002hk8p4","ark:/21198/zz002hjqt1","ChildWork","sachtleben_diaries/image/1841_diary_10_119.tif","119","","text","pd","","","","","","","","[Turkey travel diary: page 107, May 3, 1891]","1841_diary_10_119","","","","","","",""
"Sachtleben (William) Diaries","ark:/21198/zz002hk8qn","ark:/21198/zz002hjqt1","ChildWork","sachtleben_diaries/image/1841_diary_10_120.tif","120","","text","pd","","","","","","","","[Turkey travel diary: page 108, May 3-4, 1891]","1841_diary_10_120","","","","","","",""
"Sachtleben (William) Diaries","ark:/21198/zz002hk8r5","ark:/21198/zz002hjqt1","ChildWork","sachtleben_diaries/image/1841_diary_10_121.tif","121","","text","pd","","","","","","","","[Turkey travel diary: page 109, May 4, 1891]","1841_diary_10_121","","","","","","",""
"Sachtleben (William) Diaries","ark:/21198/zz002hk8sp","ark:/21198/zz002hjqt1","ChildWork","sachtleben_diaries/image/1841_diary_10_122.tif","122","","text","pd","","","","","","","","[Turkey travel diary: page 110, May 5, 1891]","1841_diary_10_122","","","","","","",""
"Sachtleben (William) Diaries","ark:/21198/zz002hk8t6","ark:/21198/zz002hjqt1","ChildWork","sachtleben_diaries/image/1841_diary_10_123.tif","123","","text","pd","","","","","","","","[Turkey travel diary: page 111, May 5, 1891]","1841_diary_10_123","","","","","","",""
"Sachtleben (William) Diaries","ark:/21198/zz002hk8vq","ark:/21198/zz002hjqt1","ChildWork","sachtleben_diaries/image/1841_diary_10_124.tif","124","","text","pd","","","","","","","","[Turkey travel diary: page 110, May 5, 1891]","1841_diary_10_124","","","","","","",""
"Sachtleben (William) Diaries","ark:/21198/zz002hk8w7","ark:/21198/zz002hjqt1","ChildWork","sachtleben_diaries/image/1841_diary_10_125.tif","125","","text","pd","","","","","","","","[Turkey travel diary: page 111, May 5, 1891]","1841_diary_10_125","","","","","","",""
"Sachtleben (William) Diaries","ark:/21198/zz002hk8xr","ark:/21198/zz002hjqt1","ChildWork","sachtleben_diaries/image/1841_diary_10_126.tif","126","","text","pd","","","","","","","","[Turkey travel diary: page 112, May 6, 1891]","1841_diary_10_126","","","","","","",""
"Sachtleben (William) Diaries","ark:/21198/zz002hk8z8","ark:/21198/zz002hjqt1","ChildWork","sachtleben_diaries/image/1841_diary_10_127.tif","127","","text","pd","","","","","","","","[Turkey travel diary: page 113, May 6, 1891]","1841_diary_10_127","","","","","","",""
"Sachtleben (William) Diaries","ark:/21198/zz002hk908","ark:/21198/zz002hjqt1","ChildWork","sachtleben_diaries/image/1841_diary_10_128.tif","128","","text","pd","","","","","","","","[Turkey travel diary: page 114, May 6, 1891]","1841_diary_10_128","","","","","","",""
"Sachtleben (William) Diaries","ark:/21198/zz002hk91s","ark:/21198/zz002hjqt1","ChildWork","sachtleben_diaries/image/1841_diary_10_129.tif","129","","text","pd","","","","","","","","[Turkey travel diary: page 115, May 6-7, 1891]","1841_diary_10_129","","","","","","",""
"Sachtleben (William) Diaries","ark:/21198/zz002hk929","ark:/21198/zz002hjqt1","ChildWork","sachtleben_diaries/image/1841_diary_10_130.tif","130","","text","pd","","","","","","","","[Turkey travel diary: page 116, May 7, 1891]","1841_diary_10_130","","","","","","",""
"Sachtleben (William) Diaries","ark:/21198/zz002hk93t","ark:/21198/zz002hjqt1","ChildWork","sachtleben_diaries/image/1841_diary_10_131.tif","131","","text","pd","","","","","","","","[Turkey travel diary: page 117, May 7, 1891]","1841_diary_10_131","","","","","","",""
"Sachtleben (William) Diaries","ark:/21198/zz002hk94b","ark:/21198/zz002hjqt1","ChildWork","sachtleben_diaries/image/1841_diary_10_132.tif","132","","text","pd","","","","","","","","[Turkey travel diary: page 118, May 7, 1891]","1841_diary_10_132","","","","","","",""
"Sachtleben (William) Diaries","ark:/21198/zz002hk95v","ark:/21198/zz002hjqt1","ChildWork","sachtleben_diaries/image/1841_diary_10_133.tif","133","","text","pd","","","","","","","","[Turkey travel diary: page 119, May 8, 1891]","1841_diary_10_133","","","","","","",""
"Sachtleben (William) Diaries","ark:/21198/zz002hk96c","ark:/21198/zz002hjqt1","ChildWork","sachtleben_diaries/image/1841_diary_10_134.tif","134","","text","pd","","","","","","","","[Turkey travel diary: page 120, May 8, 1891]","1841_diary_10_134","","","","","","",""
"Sachtleben (William) Diaries","ark:/21198/zz002hk97w","ark:/21198/zz002hjqt1","ChildWork","sachtleben_diaries/image/1841_diary_10_135.tif","135","","text","pd","","","","","","","","[Turkey travel diary: page 121, May 8, 1891]","1841_diary_10_135","","","","","","",""
"Sachtleben (William) Diaries","ark:/21198/zz002hk98d","ark:/21198/zz002hjqt1","ChildWork","sachtleben_diaries/image/1841_diary_10_136.tif","136","","text","pd","","","","","","","","[Turkey travel diary: page 122, May 8, 1891]","1841_diary_10_136","","","","","","",""
"Sachtleben (William) Diaries","ark:/21198/zz002hk99x","ark:/21198/zz002hjqt1","ChildWork","sachtleben_diaries/image/1841_diary_10_137.tif","137","","text","pd","","","","","","","","[Turkey travel diary: page 123, May 8, 1891]","1841_diary_10_137","","","","","","",""
"Sachtleben (William) Diaries","ark:/21198/zz002hk9bf","ark:/21198/zz002hjqt1","ChildWork","sachtleben_diaries/image/1841_diary_10_138.tif","138","","text","pd","","","","","","","","[Turkey travel diary: page 124, May 8, 1891]","1841_diary_10_138","","","","","","",""
"Sachtleben (William) Diaries","ark:/21198/zz002hk9cz","ark:/21198/zz002hjqt1","ChildWork","sachtleben_diaries/image/1841_diary_10_139.tif","139","","text","pd","","","","","","","","[Turkey travel diary: page 125, May 8, 1891]","1841_diary_10_139","","","","","","",""
"Sachtleben (William) Diaries","ark:/21198/zz002hk9dg","ark:/21198/zz002hjqt1","ChildWork","sachtleben_diaries/image/1841_diary_10_140.tif","140","","text","pd","","","","","","","","[Turkey travel diary: page 126, May 8, 1891]","1841_diary_10_140","","","","","","",""
"Sachtleben (William) Diaries","ark:/21198/zz002hk9f0","ark:/21198/zz002hjqt1","ChildWork","sachtleben_diaries/image/1841_diary_10_141.tif","141","","text","pd","","","","","","","","[Turkey travel diary: page 127, May 8 [probably 9], 1891]","1841_diary_10_141","","","","","","",""
"Sachtleben (William) Diaries","ark:/21198/zz002hk9gh","ark:/21198/zz002hjqt1","ChildWork","sachtleben_diaries/image/1841_diary_10_142.tif","142","","text","pd","","","","","","","","[Turkey travel diary: page 128, May 8 [probably 9], 1891]","1841_diary_10_142","","","","","","",""
"Sachtleben (William) Diaries","ark:/21198/zz002hk9h1","ark:/21198/zz002hjqt1","ChildWork","sachtleben_diaries/image/1841_diary_10_143.tif","143","","text","pd","","","","","","","","[Turkey travel diary: page 129, May 8 [probably 9], 1891]","1841_diary_10_143","","","","","","",""
"Sachtleben (William) Diaries","ark:/21198/zz002hk9jj","ark:/21198/zz002hjqt1","ChildWork","sachtleben_diaries/image/1841_diary_10_144.tif","144","","text","pd","","","","","","","","[Turkey travel diary: page 130, May 8-9 [probably 9-10], 1891]","1841_diary_10_144","","","","","","",""
"Sachtleben (William) Diaries","ark:/21198/zz002hk9k2","ark:/21198/zz002hjqt1","ChildWork","sachtleben_diaries/image/1841_diary_10_145.tif","145","","text","pd","","","","","","","","[Turkey travel diary: page 131, May 9 [probably 10], 1891]","1841_diary_10_145","","","","","","",""
"Sachtleben (William) Diaries","ark:/21198/zz002hk9mk","ark:/21198/zz002hjqt1","ChildWork","sachtleben_diaries/image/1841_diary_10_146.tif","146","","text","pd","","","","","","","","[Turkey travel diary: page 132, May 9 [probably 10], 1891]","1841_diary_10_146","","","","","","",""
"Sachtleben (William) Diaries","ark:/21198/zz002hk9n3","ark:/21198/zz002hjqt1","ChildWork","sachtleben_diaries/image/1841_diary_10_147.tif","147","","text","pd","","","","","","","","[Turkey travel diary: page 133, May 9 [probably 10], 1891]","1841_diary_10_147","","","","","","",""
"Sachtleben (William) Diaries","ark:/21198/zz002hk9pm","ark:/21198/zz002hjqt1","ChildWork","sachtleben_diaries/image/1841_diary_10_148.tif","148","","text","pd","","","","","","","","[Turkey travel diary: page 134, May 9 [probably 10], 1891]","1841_diary_10_148","","","","","","",""
"Sachtleben (William) Diaries","ark:/21198/zz002hk9q4","ark:/21198/zz002hjqt1","ChildWork","sachtleben_diaries/image/1841_diary_10_149.tif","149","","text","pd","","","","","","","","[Turkey travel diary: page 135, May 9 [probably 10], 1891]","1841_diary_10_149","","","","","","",""
"Sachtleben (William) Diaries","ark:/21198/zz002hk9rn","ark:/21198/zz002hjqt1","ChildWork","sachtleben_diaries/image/1841_diary_10_150.tif","150","","text","pd","","","","","","","","[Turkey travel diary: page 136, May 9 [probably 10], 1891]","1841_diary_10_150","","","","","","",""
"Sachtleben (William) Diaries","ark:/21198/zz002hk9s5","ark:/21198/zz002hjqt1","ChildWork","sachtleben_diaries/image/1841_diary_10_151.tif","151","","text","pd","","","","","","","","[Turkey travel diary: page 137, May 9 [probably 10], 1891]","1841_diary_10_151","","","","","","",""
"Sachtleben (William) Diaries","ark:/21198/zz002hk9tp","ark:/21198/zz002hjqt1","ChildWork","sachtleben_diaries/image/21198-zz002hk9tp_2268754_master.tif","152","","text","pd","","","","","","","","[Turkey travel diary: page 138, May 9 [probably 10], 1891]","1841_diary_10_152","","","","","","",""
"Sachtleben (William) Diaries","ark:/21198/zz002hk9v6","ark:/21198/zz002hjqt1","ChildWork","sachtleben_diaries/image/1841_diary_10_153.tif","153","","text","pd","","","","","","","","[Turkey travel diary: page 139, May 9 [probably 10], 1891]","1841_diary_10_153","","","","","","",""
"Sachtleben (William) Diaries","ark:/21198/zz002hk9wq","ark:/21198/zz002hjqt1","ChildWork","sachtleben_diaries/image/1841_diary_10_154.tif","154","","text","pd","","","","","","","","[Turkey travel diary: page 140, May 9 [probably 10], 1891]","1841_diary_10_154","","","","","","",""
"Sachtleben (William) Diaries","ark:/21198/zz002hk9x7","ark:/21198/zz002hjqt1","ChildWork","sachtleben_diaries/image/1841_diary_10_155.tif","155","","text","pd","","","","","","","","[Turkey travel diary: page 141, May 9 [probably 10], 1891]","1841_diary_10_155","","","","","","",""
"Sachtleben (William) Diaries","ark:/21198/zz002hk9zr","ark:/21198/zz002hjqt1","ChildWork","sachtleben_diaries/image/1841_diary_10_156.tif","156","","text","pd","","","","","","","","[Turkey travel diary: reading list on first endpage after page 141]","1841_diary_10_156","","","","","","",""
"Sachtleben (William) Diaries","ark:/21198/zz002hkb0r","ark:/21198/zz002hjqt1","ChildWork","sachtleben_diaries/image/1841_diary_10_157.tif","157","","text","pd","","","","","","","","[Turkey travel diary: reading list on second endpage after page 141]","1841_diary_10_157","","","","","","",""
"Sachtleben (William) Diaries","ark:/21198/zz002hkb18","ark:/21198/zz002hjqt1","ChildWork","sachtleben_diaries/image/1841_diary_10_158.tif","158","","text","pd","","","","","","","","[Turkey travel diary: clipping placed on page 99, Messaih's Herald, 1 Apr. 1891]","1841_diary_10_158","","","","","","",""
