Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,Thumbnail,Rights.copyrightStatus,Rights.permission,Language,Type.typeOfResource,Type.genre,Name.repository,Publisher.publisherName,Name.interviewer,Name.interviewee,Source,Description.note,Format.extent,Date.normalized,Date.publication,AltTitle.other,Title,Description.abstract,AltTitle.descriptive,Date.interview,Format.dimensions,Alt ID.local,Date.creation,Format.medium,Alt ID.mp4
Perlich (Martin) Interview Collection,ark:/21198/zz0025k2dz,ark:/21198/zz0025k1n3,2,Completed,Work,perlich/audio/21198-zz0025k2dz-1-master.wav,377,,,,copyrighted,Y,,sound recording-nonmusical,interviews,"University of California, Los Angeles. Library. Performing Arts Special Collections","KCSN (Radio station : Los Angeles, Calif.)","Perlich, Martin","Upshaw, Dawn","Martin Perlich Collection, Martin Perlich Interviews, CD 3, Track 14","Produced at KCSN Radio, Los Angeles.",2:02 min.,????-09-24,"September 24, ????",Martin Perlich Interviews,Dawn Upshaw,,,,,,,,
Perlich (Martin) Interview Collection,ark:/21198/zz0025k2fg,ark:/21198/zz0025k1n3,2,Completed,Work,perlich/audio/21198-zz0025k2fg-1-master.wav,378,,,,copyrighted,Y,,sound recording-nonmusical,interviews,"University of California, Los Angeles. Library. Performing Arts Special Collections","KCSN (Radio station : Los Angeles, Calif.)","Perlich, Martin","Upshaw, Dawn","Martin Perlich Collection, Martin Perlich Interviews, CD 3, Track 15","Produced at KCSN Radio, Los Angeles.",2:01 min.,2003-09-25,"September 25, 2003",Martin Perlich Interviews,Dawn Upshaw,,,,,,,,
Perlich (Martin) Interview Collection,ark:/21198/zz0025k2g0,ark:/21198/zz0025k1n3,2,Completed,Work,perlich/audio/21198-zz0025k2g0-1-master.wav,374,,,,copyrighted,Y,,sound recording-nonmusical,interviews,"University of California, Los Angeles. Library. Performing Arts Special Collections","KCSN (Radio station : Los Angeles, Calif.)","Perlich, Martin","Upshaw, Dawn","Martin Perlich Collection, Martin Perlich Interviews, CD 3, Track 16","Produced at KCSN Radio, Los Angeles.",2:01 min.,,"September 26, 2003",Martin Perlich Interviews,Dawn Upshaw,,,2003-09-26,,,,,
Perlich (Martin) Interview Collection,ark:/21198/zz0025k2hh,ark:/21198/zz0025k1n3,2,Completed,Work,perlich/audio/21198-zz0025k2hh-1-master.wav,305,,,,copyrighted,Y,,sound recording-nonmusical,interviews,"University of California, Los Angeles. Library. Performing Arts Special Collections","KCSN (Radio station : Los Angeles, Calif.)","Perlich, Martin","Riley, Terry, 1935-","Martin Perlich Collection, Martin Perlich Interviews, CD 3, Track 17","Produced at KCSN Radio, Los Angeles.",2:01 min.,2003-09-29,"September 29, 2003",Martin Perlich Interviews,Terry Riley,,,,,,,,
Perlich (Martin) Interview Collection,ark:/21198/zz0025k2j1,ark:/21198/zz0025k1n3,2,Completed,Work,perlich/audio/21198-zz0025k2j1-1-master.wav,307,,,,copyrighted,Y,,sound recording-nonmusical,interviews,"University of California, Los Angeles. Library. Performing Arts Special Collections","KCSN (Radio station : Los Angeles, Calif.)","Perlich, Martin","Riley, Terry, 1935-","Martin Perlich Collection, Martin Perlich Interviews, CD 3, Track 18","Produced at KCSN Radio, Los Angeles.",2:02 min.,,"2003-09-30|~|September 30, 2003",Martin Perlich Interviews,Terry Riley,,,,,,,,
Perlich (Martin) Interview Collection,ark:/21198/zz0025k2kj,ark:/21198/zz0025k1n3,2,Completed,Work,perlich/audio/21198-zz0025k2kj-1-master.wav,306,,,,copyrighted,Y,,sound recording-nonmusical,interviews,"University of California, Los Angeles. Library. Performing Arts Special Collections","KCSN (Radio station : Los Angeles, Calif.)","Perlich, Martin","Riley, Terry, 1935-","Martin Perlich Collection, Martin Perlich Interviews, CD 3, Track 19","Produced at KCSN Radio, Los Angeles.",2:01 min.,2003-10-01,"October 1, 2003",Martin Perlich Interviews,Terry Riley,,,,,,,,
Perlich (Martin) Interview Collection,ark:/21198/zz0025k2m2,ark:/21198/zz0025k1n3,2,Completed,Work,perlich/audio/21198-zz0025k2m2-1-master.wav,304,,,,copyrighted,Y,,sound recording-nonmusical,interviews,"University of California, Los Angeles. Library. Performing Arts Special Collections","KCSN (Radio station : Los Angeles, Calif.)","Perlich, Martin","Riley, Terry, 1935-","Martin Perlich Collection, Martin Perlich Interviews, CD 3, Track 20","Produced at KCSN Radio, Los Angeles.",2:00 min.,2003-10-02,"October 2, 2003",Martin Perlich Interviews,Terry Riley,,,,,,,,
Perlich (Martin) Interview Collection,ark:/21198/zz0025k2nk,ark:/21198/zz0025k1n3,2,Completed,Work,perlich/audio/21198-zz0025k2nk-1-master.wav,308,,,,copyrighted,Y,,sound recording-nonmusical,interviews,"University of California, Los Angeles. Library. Performing Arts Special Collections","KCSN (Radio station : Los Angeles, Calif.)","Perlich, Martin","Riley, Terry, 1935-","Martin Perlich Collection, Martin Perlich Interviews, CD 3, Track 21","Produced at KCSN Radio, Los Angeles.",2:01 min.,2003-10-03,"October 3, 2003",Martin Perlich Interviews,Terry Riley,,,,,,,,
Perlich (Martin) Interview Collection,ark:/21198/zz0025k2p3,ark:/21198/zz0025k1n3,2,Completed,Work,perlich/audio/21198-zz0025k2p3-1-master.wav,147,,,,copyrighted,Y,,sound recording-nonmusical,interviews,"University of California, Los Angeles. Library. Performing Arts Special Collections","KCSN (Radio station : Los Angeles, Calif.)","Perlich, Martin","Fischer, Iván","Martin Perlich Collection, Martin Perlich Interviews, CD 3, Track 22","Produced at KCSN Radio, Los Angeles.",2:01 min.,2003-10-06,"October 6, 2003",Martin Perlich Interviews,Iván Fischer,,,,,,,,
Perlich (Martin) Interview Collection,ark:/21198/zz0025k2qm,ark:/21198/zz0025k1n3,2,Completed,Work,perlich/audio/21198-zz0025k2qm-1-master.wav,148,,,,copyrighted,Y,,sound recording-nonmusical,interviews,"University of California, Los Angeles. Library. Performing Arts Special Collections","KCSN (Radio station : Los Angeles, Calif.)","Perlich, Martin","Fischer, Iván","Martin Perlich Collection, Martin Perlich Interviews, CD 3, Track 23","Produced at KCSN Radio, Los Angeles.",2:01 min.,2003-10-07,"October 7, 2003",Martin Perlich Interviews,Iván Fischer,,,,,,,,
Perlich (Martin) Interview Collection,ark:/21198/zz0025k2r4,ark:/21198/zz0025k1n3,2,Completed,Work,perlich/audio/21198-zz0025k2r4-1-master.wav,149,,,,copyrighted,Y,,sound recording-nonmusical,interviews,"University of California, Los Angeles. Library. Performing Arts Special Collections","KCSN (Radio station : Los Angeles, Calif.)","Perlich, Martin","Fischer, Iván","Martin Perlich Collection, Martin Perlich Interviews, CD 3, Track 24","Produced at KCSN Radio, Los Angeles.",2:02 min.,2003-10-08,"October 8, 2003",Martin Perlich Interviews,Iván Fischer,,,,,,,,
Perlich (Martin) Interview Collection,ark:/21198/zz0025k2sn,ark:/21198/zz0025k1n3,2,Completed,Work,perlich/audio/21198-zz0025k2sn-1-master.wav,150,,,,copyrighted,Y,,sound recording-nonmusical,interviews,"University of California, Los Angeles. Library. Performing Arts Special Collections","KCSN (Radio station : Los Angeles, Calif.)","Perlich, Martin","Fischer, Iván","Martin Perlich Collection, Martin Perlich Interviews, CD 3, Track 25","Produced at KCSN Radio, Los Angeles.",2:02 min.,2003-10-09,"October 9, 2003",Martin Perlich Interviews,Iván Fischer,,,,,,,,
Perlich (Martin) Interview Collection,ark:/21198/zz0025k2t5,ark:/21198/zz0025k1n3,2,Completed,Work,perlich/audio/21198-zz0025k2t5-1-master.wav,151,,,,copyrighted,Y,,sound recording-nonmusical,interviews,"University of California, Los Angeles. Library. Performing Arts Special Collections","KCSN (Radio station : Los Angeles, Calif.)","Perlich, Martin","Fischer, Iván","Martin Perlich Collection, Martin Perlich Interviews, CD 3, Track 26","Produced at KCSN Radio, Los Angeles.",2:01 min.,2003-10-10,"October 10, 2003",Martin Perlich Interviews,Iván Fischer,,,,,,,,
Perlich (Martin) Interview Collection,ark:/21198/zz0025k2vp,ark:/21198/zz0025k1n3,2,Completed,Work,perlich/audio/21198-zz0025k2vp-1-master.wav,380,,,,copyrighted,Y,,sound recording-nonmusical,interviews,"University of California, Los Angeles. Library. Performing Arts Special Collections","KCSN (Radio station : Los Angeles, Calif.)","Perlich, Martin","Wispelwey, Pieter","Martin Perlich Collection, Martin Perlich Interviews, CD 3, Track 27","Produced at KCSN Radio, Los Angeles.",2:01 min.,2003-10-13,"October 13, 2003",Martin Perlich Interviews,Pieter Wispelwey,,,,,,,,
Perlich (Martin) Interview Collection,ark:/21198/zz0025k2w6,ark:/21198/zz0025k1n3,2,Completed,Work,perlich/audio/21198-zz0025k2w6-1-master.wav,380,,,,copyrighted,Y,,sound recording-nonmusical,interviews,"University of California, Los Angeles. Library. Performing Arts Special Collections","KCSN (Radio station : Los Angeles, Calif.)","Perlich, Martin","Wispelwey, Pieter","Martin Perlich Collection, Martin Perlich Interviews, CD 3, Track 28","Produced at KCSN Radio, Los Angeles.",2:01 min.,2003-10-14,"October 14, 2003",Martin Perlich Interviews,Pieter Wispelwey,,,,,,,,
Perlich (Martin) Interview Collection,ark:/21198/zz0025k2xq,ark:/21198/zz0025k1n3,2,Completed,Work,perlich/audio/21198-zz0025k2xq-1-master.wav,380,,,,copyrighted,Y,,sound recording-nonmusical,interviews,"University of California, Los Angeles. Library. Performing Arts Special Collections","KCSN (Radio station : Los Angeles, Calif.)","Perlich, Martin","Wispelwey, Pieter","Martin Perlich Collection, Martin Perlich Interviews, CD 3, Track 29","Produced at KCSN Radio, Los Angeles.",2:02 min.,2003-10-15,"October 15, 2003",Martin Perlich Interviews,Pieter Wispelwey,,,,,,,,
Perlich (Martin) Interview Collection,ark:/21198/zz0025k2z7,ark:/21198/zz0025k1n3,2,Completed,Work,perlich/audio/21198-zz0025k2z7-1-master.wav,379,,,,copyrighted,Y,,sound recording-nonmusical,interviews,"University of California, Los Angeles. Library. Performing Arts Special Collections","KCSN (Radio station : Los Angeles, Calif.)","Perlich, Martin","Wispelwey, Pieter","Martin Perlich Collection, Martin Perlich Interviews, CD 3, Track 30","Produced at KCSN Radio, Los Angeles.",2:02 min.,2003-10-16,"October 16, 2003",Martin Perlich Interviews,Pieter Wispelwey,,,,,,,,
Perlich (Martin) Interview Collection,ark:/21198/zz0025k307,ark:/21198/zz0025k1n3,2,Completed,Work,perlich/audio/21198-zz0025k307-1-master.wav,379,,,,copyrighted,Y,,sound recording-nonmusical,interviews,"University of California, Los Angeles. Library. Performing Arts Special Collections","KCSN (Radio station : Los Angeles, Calif.)","Perlich, Martin","Wispelwey, Pieter","Martin Perlich Collection, Martin Perlich Interviews, CD 3, Track 31","Produced at KCSN Radio, Los Angeles.",2:02 min.,2003-10-17,"October 17, 2003",Martin Perlich Interviews,Pieter Wispelwey,,,,,,,,
Perlich (Martin) Interview Collection,ark:/21198/zz0025k31r,ark:/21198/zz0025k1n3,2,Completed,Work,perlich/audio/21198-zz0025k31r-1-master.wav,369,,,,copyrighted,Y,,sound recording-nonmusical,interviews,"University of California, Los Angeles. Library. Performing Arts Special Collections","KCSN (Radio station : Los Angeles, Calif.)","Perlich, Martin","Uchida, Mitsuko, 1948-","Martin Perlich Collection, Martin Perlich Interviews, CD 3, Track 32","Produced at KCSN Radio, Los Angeles.",2:02 min.,,"October 20, 2003|~|2003-10-20",Martin Perlich Interviews,Mitsuko Uchida,,,,,,,,
Perlich (Martin) Interview Collection,ark:/21198/zz0025k328,ark:/21198/zz0025k1n3,2,Completed,Work,perlich/audio/21198-zz0025k328-1-master.wav,370,,,,copyrighted,Y,,sound recording-nonmusical,interviews,"University of California, Los Angeles. Library. Performing Arts Special Collections","KCSN (Radio station : Los Angeles, Calif.)","Perlich, Martin","Uchida, Mitsuko, 1948-","Martin Perlich Collection, Martin Perlich Interviews, CD 3, Track 33","Produced at KCSN Radio, Los Angeles.",2:02 min.,2003-10-21,"October 21, 2003",Martin Perlich Interviews,Mitsuko Uchida,,,,,,,,
Perlich (Martin) Interview Collection,ark:/21198/zz0025k33s,ark:/21198/zz0025k1n3,2,Completed,Work,perlich/audio/21198-zz0025k33s-1-master.wav,371,,,,copyrighted,Y,,sound recording-nonmusical,interviews,"University of California, Los Angeles. Library. Performing Arts Special Collections","KCSN (Radio station : Los Angeles, Calif.)","Perlich, Martin","Uchida, Mitsuko, 1948-","Martin Perlich Collection, Martin Perlich Interviews, CD 3, Track 34","Produced at KCSN Radio, Los Angeles.",2:02 min.,2003-10-22,"October 22, 2003",Martin Perlich Interviews,Mitsuko Uchida,,,,,,,,
Perlich (Martin) Interview Collection,ark:/21198/zz0025k349,ark:/21198/zz0025k1n3,2,Completed,Work,perlich/audio/21198-zz0025k349-1-master.wav,372,,,,copyrighted,Y,,sound recording-nonmusical,interviews,"University of California, Los Angeles. Library. Performing Arts Special Collections","KCSN (Radio station : Los Angeles, Calif.)","Perlich, Martin","Uchida, Mitsuko, 1948-","Martin Perlich Collection, Martin Perlich Interviews, CD 3, Track 35","Produced at KCSN Radio, Los Angeles.",2:03 min.,2003-10-23,"October 23, 2003",Martin Perlich Interviews,Mitsuko Uchida,,,,,,,,
Perlich (Martin) Interview Collection,ark:/21198/zz0025k35t,ark:/21198/zz0025k1n3,2,Completed,Work,perlich/audio/21198-zz0025k35t-1-master.wav,373,,,,copyrighted,Y,,sound recording-nonmusical,interviews,"University of California, Los Angeles. Library. Performing Arts Special Collections","KCSN (Radio station : Los Angeles, Calif.)","Perlich, Martin","Uchida, Mitsuko, 1948-","Martin Perlich Collection, Martin Perlich Interviews, CD 3, Track 36","Produced at KCSN Radio, Los Angeles.",2:03 min.,2003-10-24,"October 24, 2003",Martin Perlich Interviews,Mitsuko Uchida,,,,,,,,
Perlich (Martin) Interview Collection,ark:/21198/zz0025k36b,ark:/21198/zz0025k1n3,2,Completed,Work,perlich/audio/21198-zz0025k36b-1-master.wav,247,,,,copyrighted,Y,,sound recording-nonmusical,interviews,"University of California, Los Angeles. Library. Performing Arts Special Collections","KCSN (Radio station : Los Angeles, Calif.)","Perlich, Martin","Menuhin, Yehudi, 1916-1999","Martin Perlich Collection, Martin Perlich Interviews, CD 4, Track 1","Produced at KCSN Radio, Los Angeles.",,,,Martin Perlich Interviews,Sir Yehudi Menuhin,,,,,,,,
Perlich (Martin) Interview Collection,ark:/21198/zz0025k37v,ark:/21198/zz0025k1n3,2,Completed,Work,perlich/audio/21198-zz0025k37v-1-master.wav,248,,,,copyrighted,Y,,sound recording-nonmusical,interviews,"University of California, Los Angeles. Library. Performing Arts Special Collections","KCSN (Radio station : Los Angeles, Calif.)","Perlich, Martin","Menuhin, Yehudi, 1916-1999","Martin Perlich Collection, Martin Perlich Interviews, CD 4, Track 2","Produced at KCSN Radio, Los Angeles.",1:36 min.,,,Martin Perlich Interviews,Sir Yehudi Menuhin,,,,,,,,
Perlich (Martin) Interview Collection,ark:/21198/zz0025k38c,ark:/21198/zz0025k1n3,2,Completed,Work,perlich/audio/21198-zz0025k38c-1-master.wav,249,,,,copyrighted,Y,,sound recording-nonmusical,interviews,"University of California, Los Angeles. Library. Performing Arts Special Collections","KCSN (Radio station : Los Angeles, Calif.)","Perlich, Martin","Menuhin, Yehudi, 1916-1999","Martin Perlich Collection, Martin Perlich Interviews, CD 4, Track 3","Produced at KCSN Radio, Los Angeles.",1:39 min.,,,Martin Perlich Interviews,Sir Yehudi Menuhin,,,,,,,,
Perlich (Martin) Interview Collection,ark:/21198/zz0025k39w,ark:/21198/zz0025k1n3,2,Completed,Work,perlich/audio/21198-zz0025k39w-1-master.wav,250,,,,copyrighted,Y,,sound recording-nonmusical,interviews,"University of California, Los Angeles. Library. Performing Arts Special Collections","KCSN (Radio station : Los Angeles, Calif.)","Perlich, Martin","Menuhin, Yehudi, 1916-1999","Martin Perlich Collection, Martin Perlich Interviews, CD 4, Track 4","Produced at KCSN Radio, Los Angeles.",1:37 min.,,,Martin Perlich Interviews,Sir Yehudi Menuhin,,,,,,,,
Perlich (Martin) Interview Collection,ark:/21198/zz0025k3bd,ark:/21198/zz0025k1n3,2,Completed,Work,perlich/audio/21198-zz0025k3bd-1-master.wav,251,,,,copyrighted,Y,,sound recording-nonmusical,interviews,"University of California, Los Angeles. Library. Performing Arts Special Collections","KCSN (Radio station : Los Angeles, Calif.)","Perlich, Martin","Menuhin, Yehudi, 1916-1999","Martin Perlich Collection, Martin Perlich Interviews, CD 4, Track 5","Produced at KCSN Radio, Los Angeles.",1:37 min.,,,Martin Perlich Interviews,Sir Yehudi Menuhin,,,,,,,,
Perlich (Martin) Interview Collection,ark:/21198/zz0025k3cx,ark:/21198/zz0025k1n3,2,Completed,Work,perlich/audio/21198-zz0025k3cx-1-master.wav,229,,,,copyrighted,Y,,sound recording-nonmusical,interviews,"University of California, Los Angeles. Library. Performing Arts Special Collections","KCSN (Radio station : Los Angeles, Calif.)","Perlich, Martin","Luxon, Benjamin","Martin Perlich Collection, Martin Perlich Interviews, CD 4, Track 6","Produced at KCSN Radio, Los Angeles.",1:40 min.,,,Martin Perlich Interviews,Benjamin Luxon,,,,,,,,
Perlich (Martin) Interview Collection,ark:/21198/zz0025k3fz,ark:/21198/zz0025k1n3,2,Completed,Work,perlich/audio/21198-zz0025k3fz-1-master.wav,230,,,,copyrighted,Y,,sound recording-nonmusical,interviews,"University of California, Los Angeles. Library. Performing Arts Special Collections","KCSN (Radio station : Los Angeles, Calif.)","Perlich, Martin","Luxon, Benjamin","Martin Perlich Collection, Martin Perlich Interviews, CD 4, Track 8","Produced at KCSN Radio, Los Angeles.",1:38 min.,,,Martin Perlich Interviews,Benjamin Luxon,,,,,,,,
Perlich (Martin) Interview Collection,ark:/21198/zz0025k3gg,ark:/21198/zz0025k1n3,2,Completed,Work,perlich/audio/21198-zz0025k3gg-1-master.wav,231,,,,copyrighted,Y,,sound recording-nonmusical,interviews,"University of California, Los Angeles. Library. Performing Arts Special Collections","KCSN (Radio station : Los Angeles, Calif.)","Perlich, Martin","Luxon, Benjamin","Martin Perlich Collection, Martin Perlich Interviews, CD 4, Track 9","Produced at KCSN Radio, Los Angeles.",1:34 min.,,,Martin Perlich Interviews,Benjamin Luxon,,,,,,,,
Perlich (Martin) Interview Collection,ark:/21198/zz0025k3h0,ark:/21198/zz0025k1n3,2,Completed,Work,perlich/audio/21198-zz0025k3h0-1-master.wav,232,,,,copyrighted,Y,,sound recording-nonmusical,interviews,"University of California, Los Angeles. Library. Performing Arts Special Collections","KCSN (Radio station : Los Angeles, Calif.)","Perlich, Martin","Luxon, Benjamin","Martin Perlich Collection, Martin Perlich Interviews, CD 4, Track 10","Produced at KCSN Radio, Los Angeles.",1:34 min.,,,Martin Perlich Interviews,Benjamin Luxon,,,,,,,,
Perlich (Martin) Interview Collection,ark:/21198/zz0025k3jh,ark:/21198/zz0025k1n3,2,Completed,Work,perlich/audio/21198-zz0025k3jh-1-master.wav,233,,,,copyrighted,Y,,sound recording-nonmusical,interviews,"University of California, Los Angeles. Library. Performing Arts Special Collections","KCSN (Radio station : Los Angeles, Calif.)","Perlich, Martin","Luxon, Benjamin","Martin Perlich Collection, Martin Perlich Interviews, CD 4, Track 11","Produced at KCSN Radio, Los Angeles.",1:38 min.,,,Martin Perlich Interviews,Benjamin Luxon,,,,,,,,
