Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Visibility,viewingHint,Delete in Title,Subject topic,Thumbnail,Type.typeOfResource,Type.genre,Rights.copyrightStatus,Rights.permission,Rights.publicationStatus,Coverage.geographic,Name.photographer,Author,Name.subject,Subject,Subject.conceptTopic,Language,Rights.permissionNote,Name.creator,Rights.publicationNote,Text direction,IIIF Range,Name.repository,Title,Date.creation,Description.note,Summary,Description.caption,Date.normalized,Description.abstract,Date.created,AltTitle.other,Opac url,Finding Aid URL,IIIF Manifest URL
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015rd72,ark:/21198/zz000s2z5v,2,Completed,Work,,11,,,individuals,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015rd8k,text,,copyrighted,Y,published,"Los Angeles (Calif.)|~|San Fernando Valley (Calif.)|~|North Hollywood (Los Angeles, Calif.)",,,Southern California Women for Understanding,Lavendar Rap [newsletter],,eng,,Southern California Women for Understanding,,,,June L. Mazer Lesbian Archives,"March-April, 1983","March-April, 1983",,,,1983-03/1983-04,,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0015rd72/manifest
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015rdbm,ark:/21198/zz000s2z5v,2,Completed,Work,,12,,,individuals,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015rdc4,text,,copyrighted,Y,published,"Los Angeles (Calif.)|~|San Fernando Valley (Calif.)|~|North Hollywood (Los Angeles, Calif.)",,,Southern California Women for Understanding,Lavendar Rap [newsletter],,eng,,Southern California Women for Understanding,,,,June L. Mazer Lesbian Archives,"July-August, 1983","July-August, 1983",,,,1983-07/1983-08,,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0015rdbm/manifest
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015rdf5,ark:/21198/zz000s2z5v,2,Completed,Work,,13,,,individuals,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015rdgp,text,,copyrighted,Y,published,"Los Angeles (Calif.)|~|San Fernando Valley (Calif.)|~|North Hollywood (Los Angeles, Calif.)",,,Southern California Women for Understanding,Lavendar Rap [newsletter],,eng,,Southern California Women for Understanding,,,,June L. Mazer Lesbian Archives,"September-October, 1983","September-October, 1983",,,,1983-09/1983-10,,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0015rdf5/manifest
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015rdjq,ark:/21198/zz000s2z5v,2,Completed,Work,,14,,,individuals,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015rdk7,text,,copyrighted,Y,published,"Los Angeles (Calif.)|~|San Fernando Valley (Calif.)|~|North Hollywood (Los Angeles, Calif.)",,,Southern California Women for Understanding,Lavendar Rap [newsletter],,eng,,Southern California Women for Understanding,,,,June L. Mazer Lesbian Archives,"November-December, 1983","November-December, 1983",,,,1983-11/1983-12,,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0015rdjq/manifest
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015rdn8,ark:/21198/zz000s2z5v,2,Completed,Work,,15,,,individuals,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015rdps,text,,copyrighted,Y,published,"Los Angeles (Calif.)|~|San Fernando Valley (Calif.)|~|North Hollywood (Los Angeles, Calif.)",,,Southern California Women for Understanding,Lavendar Rap [newsletter],,eng,,Southern California Women for Understanding,,,,June L. Mazer Lesbian Archives,"March-April, 1984","March-April, 1984",,,,1984-03/1984-04,,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0015rdn8/manifest
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015rdrt,ark:/21198/zz000s2z5v,2,Completed,Work,,16,,,individuals,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015rdsb,text,,copyrighted,Y,published,"Los Angeles (Calif.)|~|San Fernando Valley (Calif.)|~|North Hollywood (Los Angeles, Calif.)",,,Southern California Women for Understanding,Lavendar Rap [newsletter],,eng,,Southern California Women for Understanding,,,,June L. Mazer Lesbian Archives,"May-June, 1984","May-June, 1984",,,,1984-05/1984-06,,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0015rdrt/manifest
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015rdvc,ark:/21198/zz000s2z5v,2,Completed,Work,,17,,,individuals,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015rdww,text,,copyrighted,Y,published,"Los Angeles (Calif.)|~|San Fernando Valley (Calif.)|~|North Hollywood (Los Angeles, Calif.)",,,Southern California Women for Understanding,Lavendar Rap [newsletter],,eng,,Southern California Women for Understanding,,,,June L. Mazer Lesbian Archives,"July-August, 1984","July-August, 1984",,,,1984-07/1984-08,,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0015rdvc/manifest
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015rdzx,ark:/21198/zz000s2z5v,2,Completed,Work,,18,,,individuals,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015rf0x,text,,copyrighted,Y,published,"Los Angeles (Calif.)|~|San Fernando Valley (Calif.)|~|North Hollywood (Los Angeles, Calif.)",,,Southern California Women for Understanding,Lavendar Rap [newsletter],,eng,,Southern California Women for Understanding,,,,June L. Mazer Lesbian Archives,"September-October, 1984","September-October, 1984",,,,1984-09/1984-10,,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0015rdzx/manifest
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015rf2z,ark:/21198/zz000s2z5v,2,Completed,Work,,19,,,individuals,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015rf3g,text,,copyrighted,Y,published,"Los Angeles (Calif.)|~|San Fernando Valley (Calif.)|~|North Hollywood (Los Angeles, Calif.)",,,Southern California Women for Understanding,Lavendar Rap [newsletter],,eng,,Southern California Women for Understanding,,,,June L. Mazer Lesbian Archives,"November-December, 1984","November-December, 1984",,,,1984-11/1984-12,,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0015rf2z/manifest
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015rf5h,ark:/21198/zz000s2z5v,2,Completed,Work,,20,,,individuals,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015rf61,text,,copyrighted,Y,published,"Los Angeles (Calif.)|~|San Fernando Valley (Calif.)|~|North Hollywood (Los Angeles, Calif.)",,,Southern California Women for Understanding,Lavendar Rap [newsletter],,eng,,Southern California Women for Understanding,,,,June L. Mazer Lesbian Archives,"January-February, 1985","January-February, 1985",,,,1985-01/1985-02,,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0015rf5h/manifest
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015rf82,ark:/21198/zz000s2z5v,2,Completed,Work,,21,,,individuals,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015rf9k,text,,copyrighted,Y,published,"Los Angeles (Calif.)|~|San Fernando Valley (Calif.)|~|North Hollywood (Los Angeles, Calif.)",,,Southern California Women for Understanding,Lavendar Rap [newsletter],,eng,,Southern California Women for Understanding,,,,June L. Mazer Lesbian Archives,"March-April, 1985","March-April, 1985",,,,1985-03/1985-04,,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0015rf82/manifest
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015rfcm,ark:/21198/zz000s2z5v,2,Completed,Work,,22,,,individuals,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015rfd4,text,,copyrighted,Y,published,"Los Angeles (Calif.)|~|San Fernando Valley (Calif.)|~|North Hollywood (Los Angeles, Calif.)",,,Southern California Women for Understanding,Lavendar Rap [newsletter],,eng,,Southern California Women for Understanding,,,,June L. Mazer Lesbian Archives,"May-June, 1985","May-June, 1985",,,,1985-05/1985-06,,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0015rfcm/manifest
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015rfg5,ark:/21198/zz000s2z5v,2,Completed,Work,,23,,,individuals,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015rfhp,text,,copyrighted,Y,published,"Los Angeles (Calif.)|~|San Fernando Valley (Calif.)|~|North Hollywood (Los Angeles, Calif.)",,,Southern California Women for Understanding,Lavendar Rap [newsletter],,eng,,Southern California Women for Understanding,,,,June L. Mazer Lesbian Archives,"July-August, 1985","July-August, 1985",,,,1985-07/1985-08,,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0015rfg5/manifest
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015rfkq,ark:/21198/zz000s2z5v,2,Completed,Work,,24,,,individuals,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015rfm7,text,,copyrighted,Y,published,"Los Angeles (Calif.)|~|San Fernando Valley (Calif.)|~|North Hollywood (Los Angeles, Calif.)",,,Southern California Women for Understanding,Lavendar Rap [newsletter],,eng,,Southern California Women for Understanding,,,,June L. Mazer Lesbian Archives,"September-October, 1985","September-October, 1985",,,,1985-09/1985-10,,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0015rfkq/manifest
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015rfp8,ark:/21198/zz000s2z5v,2,Completed,Work,,25,,,individuals,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015rfqs,text,,copyrighted,Y,published,"Los Angeles (Calif.)|~|San Fernando Valley (Calif.)|~|North Hollywood (Los Angeles, Calif.)",,,Southern California Women for Understanding,Lavendar Rap [newsletter],,eng,,Southern California Women for Understanding,,,,June L. Mazer Lesbian Archives,"November-December, 1985","November-December, 1985",,,,1985-11/1985-12,,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0015rfp8/manifest
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015rfst,ark:/21198/zz000s2z5v,2,Completed,Work,,26,,,individuals,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015rftb,text,,copyrighted,Y,published,"Los Angeles (Calif.)|~|San Fernando Valley (Calif.)|~|North Hollywood (Los Angeles, Calif.)",,,Southern California Women for Understanding,Lavendar Rap [newsletter],,eng,,Southern California Women for Understanding,,,,June L. Mazer Lesbian Archives,"January-February, 1986","January-February, 1986",,,,1986-01/1986-02,,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0015rfst/manifest
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015rfwc,ark:/21198/zz000s2z5v,2,Completed,Work,,27,,,individuals,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015rfxw,text,,copyrighted,Y,published,"Los Angeles (Calif.)|~|San Fernando Valley (Calif.)|~|North Hollywood (Los Angeles, Calif.)",,,Southern California Women for Understanding,Lavendar Rap [newsletter],,eng,,Southern California Women for Understanding,,,,June L. Mazer Lesbian Archives,"March-April, 1986","March-April, 1986",,,,1986-03/1986-04,,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0015rfwc/manifest
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015rg0d,ark:/21198/zz000s2z5v,2,Completed,Work,,28,,,individuals,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015rg2f,text,,copyrighted,Y,published,"Los Angeles (Calif.)|~|San Fernando Valley (Calif.)|~|North Hollywood (Los Angeles, Calif.)",,,Southern California Women for Understanding,Lavendar Rap [newsletter],,eng,,Southern California Women for Understanding,,,,June L. Mazer Lesbian Archives,"May-June, 1986","May-June, 1986",,,,1986-05/1986-06,,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0015rg0d/manifest
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015rg1x,ark:/21198/zz000s2z5v,2,Completed,Work,,29,,,individuals,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015rg4g,text,,copyrighted,Y,published,"Los Angeles (Calif.)|~|San Fernando Valley (Calif.)|~|North Hollywood (Los Angeles, Calif.)",,,Southern California Women for Understanding,Lavendar Rap [newsletter],,eng,,Southern California Women for Understanding,,,,June L. Mazer Lesbian Archives,"July-August, 1986","July-August, 1986",,,,1986-07/1986-08,,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0015rg1x/manifest
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015rgbk,ark:/21198/zz000s2z5v,2,Completed,Work,,30,,,individuals,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015rgjp,text,,copyrighted,Y,published,"Los Angeles (Calif.)|~|San Fernando Valley (Calif.)|~|North Hollywood (Los Angeles, Calif.)",,,Southern California Women for Understanding,Lavendar Rap [newsletter],,eng,,Southern California Women for Understanding,,,,June L. Mazer Lesbian Archives,"September-October, 1986","September-October, 1986",,,,1986-09/1986-10,,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0015rgbk/manifest
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015rgc3,ark:/21198/zz000s2z5v,2,Completed,Work,,31,,,individuals,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015rgdm,text,,copyrighted,Y,published,"Los Angeles (Calif.)|~|San Fernando Valley (Calif.)|~|North Hollywood (Los Angeles, Calif.)",,,Southern California Women for Understanding,Lavendar Rap [newsletter],,eng,,Southern California Women for Understanding,,,,June L. Mazer Lesbian Archives,"November-December, 1986","November-December, 1986",,,,1986-11/1986-12,,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0015rgc3/manifest
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015rgpr,ark:/21198/zz000s2z5v,2,Completed,Work,,32,,,individuals,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015rgq8,text,,copyrighted,Y,published,"Los Angeles (Calif.)|~|San Fernando Valley (Calif.)|~|North Hollywood (Los Angeles, Calif.)",,,Southern California Women for Understanding,Lavendar Rap [newsletter],,eng,,Southern California Women for Understanding,,,,June L. Mazer Lesbian Archives,"January-February, 1987","January-February, 1987",,,,1987-01/1987-02,,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0015rgpr/manifest
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015rgvb,ark:/21198/zz000s2z5v,2,Completed,Work,,33,,,individuals,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015rgwv,text,,copyrighted,Y,published,"Los Angeles (Calif.)|~|San Fernando Valley (Calif.)|~|North Hollywood (Los Angeles, Calif.)",,,Southern California Women for Understanding,Lavendar Rap [newsletter],,eng,,Southern California Women for Understanding,,,,June L. Mazer Lesbian Archives,"March-April, 1987","March-April, 1987",,,,1987-03/1987-04,,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0015rgvb/manifest
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015rh1d,ark:/21198/zz000s2z5v,2,Completed,Work,,34,,,individuals,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015rh2x,text,,copyrighted,Y,published,"Los Angeles (Calif.)|~|San Fernando Valley (Calif.)|~|North Hollywood (Los Angeles, Calif.)",,,Southern California Women for Understanding,Lavendar Rap [newsletter],,eng,,Southern California Women for Understanding,,,,June L. Mazer Lesbian Archives,"May-June, 1987","May-June, 1987",,,,1987-05/1987-06,,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0015rh1d/manifest
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015rh60,ark:/21198/zz000s2z5v,2,Completed,Work,,35,,,individuals,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015rh7h,text,,copyrighted,Y,published,"Los Angeles (Calif.)|~|San Fernando Valley (Calif.)|~|North Hollywood (Los Angeles, Calif.)",,,Southern California Women for Understanding,Lavendar Rap [newsletter],,eng,,Southern California Women for Understanding,,,,June L. Mazer Lesbian Archives,"July-August, 1987","July-August, 1987",,,,1987-07/1987-08,,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0015rh60/manifest
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015rhck,ark:/21198/zz000s2z5v,2,Completed,Work,,36,,,individuals,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015rhd3,text,,copyrighted,Y,published,"Los Angeles (Calif.)|~|San Fernando Valley (Calif.)|~|North Hollywood (Los Angeles, Calif.)",,,Southern California Women for Understanding,Lavendar Rap [newsletter],,eng,,Southern California Women for Understanding,,,,June L. Mazer Lesbian Archives,"September-October, 1987","September-October, 1987",,,,1987-09/1987-10,,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0015rhck/manifest
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015rhg4,ark:/21198/zz000s2z5v,2,Completed,Work,,37,,,individuals,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015rhhn,text,,copyrighted,Y,published,"Los Angeles (Calif.)|~|San Fernando Valley (Calif.)|~|North Hollywood (Los Angeles, Calif.)",,,Southern California Women for Understanding,Lavendar Rap [newsletter],,eng,,Southern California Women for Understanding,,,,June L. Mazer Lesbian Archives,"November-December, 1987","November-December, 1987",,,,1987-11/1987-12,,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0015rhg4/manifest
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015rhnq,ark:/21198/zz000s2z5v,2,Completed,Work,,38,,,individuals,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015rhp7,text,,copyrighted,Y,published,"Los Angeles (Calif.)|~|San Fernando Valley (Calif.)|~|North Hollywood (Los Angeles, Calif.)",,,Southern California Women for Understanding,Lavendar Rap [newsletter],,eng,,Southern California Women for Understanding,,,,June L. Mazer Lesbian Archives,"January-February, 1988","January-February, 1988",,,,1988-01/1988-02,,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0015rhnq/manifest
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015rht9,ark:/21198/zz000s2z5v,2,Completed,Work,,39,,,individuals,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015rhvt,text,,copyrighted,Y,published,"Los Angeles (Calif.)|~|San Fernando Valley (Calif.)|~|North Hollywood (Los Angeles, Calif.)",,,Southern California Women for Understanding,Lavendar Rap [newsletter],,eng,,Southern California Women for Understanding,,,,June L. Mazer Lesbian Archives,"March-April, 1988","March-April, 1988",,,,1988-03/1988-04,,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0015rht9/manifest
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015rj0c,ark:/21198/zz000s2z5v,2,Completed,Work,,40,,,individuals,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015rj1w,text,,copyrighted,Y,published,"Los Angeles (Calif.)|~|San Fernando Valley (Calif.)|~|North Hollywood (Los Angeles, Calif.)",,,Southern California Women for Understanding,Lavendar Rap [newsletter],,eng,,Southern California Women for Understanding,,,,June L. Mazer Lesbian Archives,"May-June, 1988","May-June, 1988",,,,1988-05/1988-06,,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0015rj0c/manifest
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015rj5z,ark:/21198/zz000s2z5v,2,Completed,Work,,41,,,individuals,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015rj6g,text,,copyrighted,Y,published,"Los Angeles (Calif.)|~|San Fernando Valley (Calif.)|~|North Hollywood (Los Angeles, Calif.)",,,Southern California Women for Understanding,Lavendar Rap [newsletter],,eng,,Southern California Women for Understanding,,,,June L. Mazer Lesbian Archives,"July-August, 1988","July-August, 1988",,,,1988-07/1988-08,,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0015rj5z/manifest
