Project Name,Item Ark,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,Thumbnail,Type.typeOfResource,Type.genre,Rights.copyrightStatus,Rights.countryCreation,Subject,Name.creator,Name.contributor,Name.interviewer,Name.subject,Name.interviewee,Name.photographer,Name.repository,Language,Alt ID.local,Format.medium,Title,Date.creation,Coverage.temporal,Description.abstract,Publisher.publisherName,Relation.isPartOf,Format.extent,Description.note,Source,Relation.relatedTo,AltTitle.uniform,Description.biographicalNote,Coverage.geographic,Description.tableOfContents,Publisher.placeOfOrigin
American College of Neuropsychopharmacology,ark:/21198/z16d7j5d,ark:/21198/zz001nf9nk,,,Page,acnp\image\21198-zz001nf9nk-1-master_021.tif,21,,,,,,,,,,,,,,,,,,,Page 21,,,,,,,,,,,,,,
American College of Neuropsychopharmacology,ark:/21198/z12n6sd7,ark:/21198/zz001nf9nk,,,Page,acnp\image\21198-zz001nf9nk-1-master_022.tif,22,,,,,,,,,,,,,,,,,,,Page 22,,,,,,,,,,,,,,
American College of Neuropsychopharmacology,ark:/21198/z1xw68xx,ark:/21198/zz001nf9nk,,,Page,acnp\image\21198-zz001nf9nk-1-master_023.tif,23,,,,,,,,,,,,,,,,,,,Page 23,,,,,,,,,,,,,,
American College of Neuropsychopharmacology,ark:/21198/z1t45j7c,ark:/21198/zz001nf9nk,,,Page,acnp\image\21198-zz001nf9nk-1-master_024.tif,24,,,,,,,,,,,,,,,,,,,Page 24,,,,,,,,,,,,,,
American College of Neuropsychopharmacology,ark:/21198/z1pc4sj3,ark:/21198/zz001nf9nk,,,Page,acnp\image\21198-zz001nf9nk-1-master_025.tif,25,,,,,,,,,,,,,,,,,,,Page 25,,,,,,,,,,,,,,
American College of Neuropsychopharmacology,ark:/21198/z1jm41v6,ark:/21198/zz001nf9nk,,,Page,acnp\image\21198-zz001nf9nk-1-master_026.tif,26,,,,,,,,,,,,,,,,,,,Page 26,,,,,,,,,,,,,,
American College of Neuropsychopharmacology,ark:/21198/z1dz20g9,ark:/21198/zz001nf9nk,,,Page,acnp\image\21198-zz001nf9nk-1-master_027.tif,27,,,,,,,,,,,,,,,,,,,Page 27,,,,,,,,,,,,,,
American College of Neuropsychopharmacology,ark:/21198/z19617qf,ark:/21198/zz001nf9nk,,,Page,acnp\image\21198-zz001nf9nk-1-master_028.tif,28,,,,,,,,,,,,,,,,,,,Page 28,,,,,,,,,,,,,,
American College of Neuropsychopharmacology,ark:/21198/z15f0h04,ark:/21198/zz001nf9nk,,,Page,acnp\image\21198-zz001nf9nk-1-master_029.tif,29,,,,,,,,,,,,,,,,,,,Page 29,,,,,,,,,,,,,,
American College of Neuropsychopharmacology,ark:/21198/z11n9r7d,ark:/21198/zz001nf9nk,,,Page,acnp\image\21198-zz001nf9nk-1-master_030.tif,30,,,,,,,,,,,,,,,,,,,Page 30,,,,,,,,,,,,,,
American College of Neuropsychopharmacology,ark:/21198/z1ww97t0,ark:/21198/zz001nf9nk,,,Page,acnp\image\21198-zz001nf9nk-1-master_031.tif,31,,,,,,,,,,,,,,,,,,,Page 31,,,,,,,,,,,,,,
American College of Neuropsychopharmacology,ark:/21198/z1s48h4f,ark:/21198/zz001nf9nk,,,Page,acnp\image\21198-zz001nf9nk-1-master_032.tif,32,,,,,,,,,,,,,,,,,,,Page 32,,,,,,,,,,,,,,
American College of Neuropsychopharmacology,ark:/21198/z1nc7rc8,ark:/21198/zz001nf9nk,,,Page,acnp\image\21198-zz001nf9nk-1-master_033.tif,33,,,,,,,,,,,,,,,,,,,Page 33,,,,,,,,,,,,,,
American College of Neuropsychopharmacology,ark:/21198/z1hq5q3q,ark:/21198/zz001nfc17,,,Page,acnp\image\21198-zz001nfc17-1-master_001.tif,1,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,,,,,,,
American College of Neuropsychopharmacology,ark:/21198/z1cz4zbj,ark:/21198/zz001nfc17,,,Page,acnp\image\21198-zz001nfc17-1-master_002.tif,2,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,,,,,,,
American College of Neuropsychopharmacology,ark:/21198/z18646jm,ark:/21198/zz001nfc17,,,Page,acnp\image\21198-zz001nfc17-1-master_003.tif,3,,,,,,,,,,,,,,,,,,,Page 3,,,,,,,,,,,,,,
American College of Neuropsychopharmacology,ark:/21198/z14f3ftw,ark:/21198/zz001nfc17,,,Page,acnp\image\21198-zz001nfc17-1-master_004.tif,4,,,,,,,,,,,,,,,,,,,Page 4,,,,,,,,,,,,,,
American College of Neuropsychopharmacology,ark:/21198/z10p2q41,ark:/21198/zz001nfc17,,,Page,acnp\image\21198-zz001nfc17-1-master_005.tif,5,,,,,,,,,,,,,,,,,,,Page 5,,,,,,,,,,,,,,
American College of Neuropsychopharmacology,ark:/21198/z1vx26p5,ark:/21198/zz001nfc17,,,Page,acnp\image\21198-zz001nfc17-1-master_006.tif,6,,,,,,,,,,,,,,,,,,,Page 6,,,,,,,,,,,,,,
American College of Neuropsychopharmacology,ark:/21198/z1r51fx9,ark:/21198/zz001nfc17,,,Page,acnp\image\21198-zz001nfc17-1-master_007.tif,7,,,,,,,,,,,,,,,,,,,Page 7,,,,,,,,,,,,,,
American College of Neuropsychopharmacology,ark:/21198/z1mg9dpn,ark:/21198/zz001nfc17,,,Page,acnp\image\21198-zz001nfc17-1-master_008.tif,8,,,,,,,,,,,,,,,,,,,Page 8,,,,,,,,,,,,,,
American College of Neuropsychopharmacology,ark:/21198/z1gq8nzx,ark:/21198/zz001nfc17,,,Page,acnp\image\21198-zz001nfc17-1-master_009.tif,9,,,,,,,,,,,,,,,,,,,Page 9,,,,,,,,,,,,,,
American College of Neuropsychopharmacology,ark:/21198/z1bz7x5q,ark:/21198/zz001nfc17,,,Page,acnp\image\21198-zz001nfc17-1-master_010.tif,10,,,,,,,,,,,,,,,,,,,Page 10,,,,,,,,,,,,,,
American College of Neuropsychopharmacology,ark:/21198/z17675fp,ark:/21198/zz001nfc17,,,Page,acnp\image\21198-zz001nfc17-1-master_011.tif,11,,,,,,,,,,,,,,,,,,,Page 11,,,,,,,,,,,,,,
American College of Neuropsychopharmacology,ark:/21198/z13f6dsv,ark:/21198/zz001nfc17,,,Page,acnp\image\21198-zz001nfc17-1-master_012.tif,12,,,,,,,,,,,,,,,,,,,Page 12,,,,,,,,,,,,,,
American College of Neuropsychopharmacology,ark:/21198/z1zp5x84,ark:/21198/zz001nfc17,,,Page,acnp\image\21198-zz001nfc17-1-master_013.tif,13,,,,,,,,,,,,,,,,,,,Page 13,,,,,,,,,,,,,,
American College of Neuropsychopharmacology,ark:/21198/z1tx55js,ark:/21198/zz001nfc17,,,Page,acnp\image\21198-zz001nfc17-1-master_014.tif,14,,,,,,,,,,,,,,,,,,,Page 14,,,,,,,,,,,,,,
American College of Neuropsychopharmacology,ark:/21198/z1q8348j,ark:/21198/zz001nfc17,,,Page,acnp\image\21198-zz001nfc17-1-master_015.tif,15,,,,,,,,,,,,,,,,,,,Page 15,,,,,,,,,,,,,,
American College of Neuropsychopharmacology,ark:/21198/z1kh2cgx,ark:/21198/zz001nfc17,,,Page,acnp\image\21198-zz001nfc17-1-master_016.tif,16,,,,,,,,,,,,,,,,,,,Page 16,,,,,,,,,,,,,,
American College of Neuropsychopharmacology,ark:/21198/z1fr1mqr,ark:/21198/zz001nfc17,,,Page,acnp\image\21198-zz001nfc17-1-master_017.tif,17,,,,,,,,,,,,,,,,,,,Page 17,,,,,,,,,,,,,,
American College of Neuropsychopharmacology,ark:/21198/z1b00w0r,ark:/21198/zz001nfc17,,,Page,acnp\image\21198-zz001nfc17-1-master_018.tif,18,,,,,,,,,,,,,,,,,,,Page 18,,,,,,,,,,,,,,
American College of Neuropsychopharmacology,ark:/21198/z16704b9,ark:/21198/zz001nfc17,,,Page,acnp\image\21198-zz001nfc17-1-master_019.tif,19,,,,,,,,,,,,,,,,,,,Page 19,,,,,,,,,,,,,,
American College of Neuropsychopharmacology,ark:/21198/z12f9cm1,ark:/21198/zz001nfc17,,,Page,acnp\image\21198-zz001nfc17-1-master_020.tif,20,,,,,,,,,,,,,,,,,,,Page 20,,,,,,,,,,,,,,
American College of Neuropsychopharmacology,ark:/21198/z1xp8w39,ark:/21198/zz001nfc17,,,Page,acnp\image\21198-zz001nfc17-1-master_021.tif,21,,,,,,,,,,,,,,,,,,,Page 21,,,,,,,,,,,,,,
American College of Neuropsychopharmacology,ark:/21198/z1t16ttn,ark:/21198/zz001nfc17,,,Page,acnp\image\21198-zz001nfc17-1-master_022.tif,22,,,,,,,,,,,,,,,,,,,Page 22,,,,,,,,,,,,,,
American College of Neuropsychopharmacology,ark:/21198/z1p86328,ark:/21198/zz001nfc17,,,Page,acnp\image\21198-zz001nfc17-1-master_023.tif,23,,,,,,,,,,,,,,,,,,,Page 23,,,,,,,,,,,,,,
American College of Neuropsychopharmacology,ark:/21198/z1jh5b8n,ark:/21198/zz001nfc17,,,Page,acnp\image\21198-zz001nfc17-1-master_024.tif,24,,,,,,,,,,,,,,,,,,,Page 24,,,,,,,,,,,,,,
American College of Neuropsychopharmacology,ark:/21198/z1dr4kkc,ark:/21198/zz001nfc17,,,Page,acnp\image\21198-zz001nfc17-1-master_025.tif,25,,,,,,,,,,,,,,,,,,,Page 25,,,,,,,,,,,,,,
American College of Neuropsychopharmacology,ark:/21198/z1903twd,ark:/21198/zz001nfc17,,,Page,acnp\image\21198-zz001nfc17-1-master_026.tif,26,,,,,,,,,,,,,,,,,,,Page 26,,,,,,,,,,,,,,
American College of Neuropsychopharmacology,ark:/21198/z157335g,ark:/21198/zz001nfc17,,,Page,acnp\image\21198-zz001nfc17-1-master_027.tif,27,,,,,,,,,,,,,,,,,,,Page 27,,,,,,,,,,,,,,
American College of Neuropsychopharmacology,ark:/21198/z11g2bcv,ark:/21198/zz001nfc2r,,,Page,acnp\image\21198-zz001nfc2r-1-master_001.tif,1,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,,,,,,,
American College of Neuropsychopharmacology,ark:/21198/z1wt0jd7,ark:/21198/zz001nfc2r,,,Page,acnp\image\21198-zz001nfc2r-2-master_001.tif,1,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,,,,,,,
American College of Neuropsychopharmacology,ark:/21198/z1s19snt,ark:/21198/zz001nfc2r,,,Page,acnp\image\21198-zz001nfc2r-2-master_002.tif,2,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,,,,,,,
American College of Neuropsychopharmacology,ark:/21198/z1n891w1,ark:/21198/zz001nfc2r,,,Page,acnp\image\21198-zz001nfc2r-2-master_003.tif,3,,,,,,,,,,,,,,,,,,,Page 3,,,,,,,,,,,,,,
American College of Neuropsychopharmacology,ark:/21198/z1hh895q,ark:/21198/zz001nfc2r,,,Page,acnp\image\21198-zz001nfc2r-2-master_004.tif,4,,,,,,,,,,,,,,,,,,,Page 4,,,,,,,,,,,,,,
American College of Neuropsychopharmacology,ark:/21198/z1cr7jhw,ark:/21198/zz001nfc2r,,,Page,acnp\image\21198-zz001nfc2r-2-master_005.tif,5,,,,,,,,,,,,,,,,,,,Page 5,,,,,,,,,,,,,,
American College of Neuropsychopharmacology,ark:/21198/z1806ssg,ark:/21198/zz001nfc2r,,,Page,acnp\image\21198-zz001nfc2r-2-master_006.tif,6,,,,,,,,,,,,,,,,,,,Page 6,,,,,,,,,,,,,,
American College of Neuropsychopharmacology,ark:/21198/z1476213,ark:/21198/zz001nfc2r,,,Page,acnp\image\21198-zz001nfc2r-2-master_007.tif,7,,,,,,,,,,,,,,,,,,,Page 7,,,,,,,,,,,,,,
American College of Neuropsychopharmacology,ark:/21198/z10k40r4,ark:/21198/zz001nfc2r,,,Page,acnp\image\21198-zz001nfc2r-2-master_008.tif,8,,,,,,,,,,,,,,,,,,,Page 8,,,,,,,,,,,,,,
American College of Neuropsychopharmacology,ark:/21198/z1vt3h7d,ark:/21198/zz001nfc2r,,,Page,acnp\image\21198-zz001nfc2r-2-master_009.tif,9,,,,,,,,,,,,,,,,,,,Page 9,,,,,,,,,,,,,,
American College of Neuropsychopharmacology,ark:/21198/z1r22rgj,ark:/21198/zz001nfc2r,,,Page,acnp\image\21198-zz001nfc2r-2-master_010.tif,10,,,,,,,,,,,,,,,,,,,Page 10,,,,,,,,,,,,,,
American College of Neuropsychopharmacology,ark:/21198/z1m920r6,ark:/21198/zz001nfc2r,,,Page,acnp\image\21198-zz001nfc2r-2-master_011.tif,11,,,,,,,,,,,,,,,,,,,Page 11,,,,,,,,,,,,,,
American College of Neuropsychopharmacology,ark:/21198/z1gj183s,ark:/21198/zz001nfc2r,,,Page,acnp\image\21198-zz001nfc2r-2-master_012.tif,12,,,,,,,,,,,,,,,,,,,Page 12,,,,,,,,,,,,,,
American College of Neuropsychopharmacology,ark:/21198/z1bs0hbm,ark:/21198/zz001nfc2r,,,Page,acnp\image\21198-zz001nfc2r-2-master_013.tif,13,,,,,,,,,,,,,,,,,,,Page 13,,,,,,,,,,,,,,
American College of Neuropsychopharmacology,ark:/21198/z1709rk6,ark:/21198/zz001nfc2r,,,Page,acnp\image\21198-zz001nfc2r-2-master_014.tif,14,,,,,,,,,,,,,,,,,,,Page 14,,,,,,,,,,,,,,
American College of Neuropsychopharmacology,ark:/21198/z13b7q86,ark:/21198/zz001nfc2r,,,Page,acnp\image\21198-zz001nfc2r-2-master_015.tif,15,,,,,,,,,,,,,,,,,,,Page 15,,,,,,,,,,,,,,
American College of Neuropsychopharmacology,ark:/21198/z1zk76sw,ark:/21198/zz001nfc2r,,,Page,acnp\image\21198-zz001nfc2r-2-master_016.tif,16,,,,,,,,,,,,,,,,,,,Page 16,,,,,,,,,,,,,,
American College of Neuropsychopharmacology,ark:/21198/z1tt6g14,ark:/21198/zz001nfc2r,,,Page,acnp\image\21198-zz001nfc2r-2-master_017.tif,17,,,,,,,,,,,,,,,,,,,Page 17,,,,,,,,,,,,,,
American College of Neuropsychopharmacology,ark:/21198/z1q25qb5,ark:/21198/zz001nfc2r,,,Page,acnp\image\21198-zz001nfc2r-2-master_018.tif,18,,,,,,,,,,,,,,,,,,,Page 18,,,,,,,,,,,,,,
American College of Neuropsychopharmacology,ark:/21198/z1k94znw,ark:/21198/zz001nfc2r,,,Page,acnp\image\21198-zz001nfc2r-2-master_019.tif,19,,,,,,,,,,,,,,,,,,,Page 19,,,,,,,,,,,,,,
American College of Neuropsychopharmacology,ark:/21198/z1fj46z0,ark:/21198/zz001nfc2r,,,Page,acnp\image\21198-zz001nfc2r-2-master_020.tif,20,,,,,,,,,,,,,,,,,,,Page 20,,,,,,,,,,,,,,
American College of Neuropsychopharmacology,ark:/21198/z19s3g5s,ark:/21198/zz001nfc2r,,,Page,acnp\image\21198-zz001nfc2r-2-master_021.tif,21,,,,,,,,,,,,,,,,,,,Page 21,,,,,,,,,,,,,,
American College of Neuropsychopharmacology,ark:/21198/z1641dw4,ark:/21198/zz001nfc2r,,,Page,acnp\image\21198-zz001nfc2r-2-master_022.tif,22,,,,,,,,,,,,,,,,,,,Page 22,,,,,,,,,,,,,,
American College of Neuropsychopharmacology,ark:/21198/z12c0p5t,ark:/21198/zz001nfc2r,,,Page,acnp\image\21198-zz001nfc2r-2-master_023.tif,23,,,,,,,,,,,,,,,,,,,Page 23,,,,,,,,,,,,,,
American College of Neuropsychopharmacology,ark:/21198/z1xm05n2,ark:/21198/zz001nfc2r,,,Page,acnp\image\21198-zz001nfc2r-2-master_024.tif,24,,,,,,,,,,,,,,,,,,,Page 24,,,,,,,,,,,,,,
American College of Neuropsychopharmacology,ark:/21198/z1st9dxs,ark:/21198/zz001nfc2r,,,Page,acnp\image\21198-zz001nfc2r-2-master_025.tif,25,,,,,,,,,,,,,,,,,,,Page 25,,,,,,,,,,,,,,
American College of Neuropsychopharmacology,ark:/21198/z1p28p8p,ark:/21198/zz001nfc2r,,,Page,acnp\image\21198-zz001nfc2r-2-master_026.tif,26,,,,,,,,,,,,,,,,,,,Page 26,,,,,,,,,,,,,,
American College of Neuropsychopharmacology,ark:/21198/z1j97xkd,ark:/21198/zz001nfc2r,,,Page,acnp\image\21198-zz001nfc2r-2-master_027.tif,27,,,,,,,,,,,,,,,,,,,Page 27,,,,,,,,,,,,,,
American College of Neuropsychopharmacology,ark:/21198/z1dn5w6h,ark:/21198/zz001nfc2r,,,Page,acnp\image\21198-zz001nfc2r-2-master_028.tif,28,,,,,,,,,,,,,,,,,,,Page 28,,,,,,,,,,,,,,
American College of Neuropsychopharmacology,ark:/21198/z18w54g5,ark:/21198/zz001nfc2r,,,Page,acnp\image\21198-zz001nfc2r-2-master_029.tif,29,,,,,,,,,,,,,,,,,,,Page 29,,,,,,,,,,,,,,
American College of Neuropsychopharmacology,ark:/21198/z1544cq9,ark:/21198/zz001nfc2r,,,Page,acnp\image\21198-zz001nfc2r-2-master_030.tif,30,,,,,,,,,,,,,,,,,,,Page 30,,,,,,,,,,,,,,
American College of Neuropsychopharmacology,ark:/21198/z11c3n00,ark:/21198/zz001nfc2r,,,Page,acnp\image\21198-zz001nfc2r-2-master_031.tif,31,,,,,,,,,,,,,,,,,,,Page 31,,,,,,,,,,,,,,
American College of Neuropsychopharmacology,ark:/21198/z1wm34j4,ark:/21198/zz001nfc2r,,,Page,acnp\image\21198-zz001nfc2r-2-master_032.tif,32,,,,,,,,,,,,,,,,,,,Page 32,,,,,,,,,,,,,,
American College of Neuropsychopharmacology,ark:/21198/z1rv2cw9,ark:/21198/zz001nfc2r,,,Page,acnp\image\21198-zz001nfc2r-2-master_033.tif,33,,,,,,,,,,,,,,,,,,,Page 33,,,,,,,,,,,,,,
American College of Neuropsychopharmacology,ark:/21198/z1n31n4v,ark:/21198/zz001nfc2r,,,Page,acnp\image\21198-zz001nfc2r-2-master_034.tif,34,,,,,,,,,,,,,,,,,,,Page 34,,,,,,,,,,,,,,
American College of Neuropsychopharmacology,ark:/21198/z1hd9ktw,ark:/21198/zz001nfc2r,,,Page,acnp\image\21198-zz001nfc2r-2-master_035.tif,35,,,,,,,,,,,,,,,,,,,Page 35,,,,,,,,,,,,,,
American College of Neuropsychopharmacology,ark:/21198/z1cn8v24,ark:/21198/zz001nfc2r,,,Page,acnp\image\21198-zz001nfc2r-2-master_036.tif,36,,,,,,,,,,,,,,,,,,,Page 36,,,,,,,,,,,,,,
American College of Neuropsychopharmacology,ark:/21198/z17w839b,ark:/21198/zz001nfc2r,,,Page,acnp\image\21198-zz001nfc2r-2-master_037.tif,37,,,,,,,,,,,,,,,,,,,Page 37,,,,,,,,,,,,,,
American College of Neuropsychopharmacology,ark:/21198/z1447bkx,ark:/21198/zz001nfc2r,,,Page,acnp\image\21198-zz001nfc2r-2-master_038.tif,38,,,,,,,,,,,,,,,,,,,Page 38,,,,,,,,,,,,,,
American College of Neuropsychopharmacology,ark:/21198/z10c6kwn,ark:/21198/zz001nfc2r,,,Page,acnp\image\21198-zz001nfc2r-2-master_039.tif,39,,,,,,,,,,,,,,,,,,,Page 39,,,,,,,,,,,,,,
American College of Neuropsychopharmacology,ark:/21198/z1vm63dr,ark:/21198/zz001nfc2r,,,Page,acnp\image\21198-zz001nfc2r-3-master_001.tif,1,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,,,,,,,
American College of Neuropsychopharmacology,ark:/21198/z1qv5bqg,ark:/21198/zz001nfc2r,,,Page,acnp\image\21198-zz001nfc2r-3-master_002.tif,2,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,,,,,,,
American College of Neuropsychopharmacology,ark:/21198/z1m639f7,ark:/21198/zz001nfc2r,,,Page,acnp\image\21198-zz001nfc2r-3-master_003.tif,3,,,,,,,,,,,,,,,,,,,Page 3,,,,,,,,,,,,,,
American College of Neuropsychopharmacology,ark:/21198/z1gf2jp2,ark:/21198/zz001nfc2r,,,Page,acnp\image\21198-zz001nfc2r-3-master_004.tif,4,,,,,,,,,,,,,,,,,,,Page 4,,,,,,,,,,,,,,
American College of Neuropsychopharmacology,ark:/21198/z1bp1sxw,ark:/21198/zz001nfc2r,,,Page,acnp\image\21198-zz001nfc2r-3-master_005.tif,5,,,,,,,,,,,,,,,,,,,Page 5,,,,,,,,,,,,,,
American College of Neuropsychopharmacology,ark:/21198/z16x126z,ark:/21198/zz001nfc2r,,,Page,acnp\image\21198-zz001nfc2r-3-master_006.tif,6,,,,,,,,,,,,,,,,,,,Page 6,,,,,,,,,,,,,,
American College of Neuropsychopharmacology,ark:/21198/z13509h0,ark:/21198/zz001nfc2r,,,Page,acnp\image\21198-zz001nfc2r-3-master_007.tif,7,,,,,,,,,,,,,,,,,,,Page 7,,,,,,,,,,,,,,
American College of Neuropsychopharmacology,ark:/21198/z1zc9t2m,ark:/21198/zz001nfc2r,,,Page,acnp\image\21198-zz001nfc2r-3-master_008.tif,8,,,,,,,,,,,,,,,,,,,Page 8,,,,,,,,,,,,,,
American College of Neuropsychopharmacology,ark:/21198/z1tm929t,ark:/21198/zz001nfc2r,,,Page,acnp\image\21198-zz001nfc2r-3-master_009.tif,9,,,,,,,,,,,,,,,,,,,Page 9,,,,,,,,,,,,,,
American College of Neuropsychopharmacology,ark:/21198/z1pz710t,ark:/21198/zz001nfc2r,,,Page,acnp\image\21198-zz001nfc2r-3-master_010.tif,10,,,,,,,,,,,,,,,,,,,Page 10,,,,,,,,,,,,,,
American College of Neuropsychopharmacology,ark:/21198/z1k6688d,ark:/21198/zz001nfc2r,,,Page,acnp\image\21198-zz001nfc2r-3-master_011.tif,11,,,,,,,,,,,,,,,,,,,Page 11,,,,,,,,,,,,,,
American College of Neuropsychopharmacology,ark:/21198/z1ff5hgs,ark:/21198/zz001nfc2r,,,Page,acnp\image\21198-zz001nfc2r-3-master_012.tif,12,,,,,,,,,,,,,,,,,,,Page 12,,,,,,,,,,,,,,
American College of Neuropsychopharmacology,ark:/21198/z19p4rr2,ark:/21198/zz001nfc2r,,,Page,acnp\image\21198-zz001nfc2r-3-master_013.tif,13,,,,,,,,,,,,,,,,,,,Page 13,,,,,,,,,,,,,,
American College of Neuropsychopharmacology,ark:/21198/z15x412k,ark:/21198/zz001nfc2r,,,Page,acnp\image\21198-zz001nfc2r-3-master_014.tif,14,,,,,,,,,,,,,,,,,,,Page 14,,,,,,,,,,,,,,
American College of Neuropsychopharmacology,ark:/21198/z12538cm,ark:/21198/zz001nfc2r,,,Page,acnp\image\21198-zz001nfc2r-3-master_015.tif,15,,,,,,,,,,,,,,,,,,,Page 15,,,,,,,,,,,,,,
American College of Neuropsychopharmacology,ark:/21198/z1xd2rvg,ark:/21198/zz001nfc2r,,,Page,acnp\image\21198-zz001nfc2r-3-master_016.tif,16,,,,,,,,,,,,,,,,,,,Page 16,,,,,,,,,,,,,,
American College of Neuropsychopharmacology,ark:/21198/z1sr0qkx,ark:/21198/zz001nfc2r,,,Page,acnp\image\21198-zz001nfc2r-3-master_017.tif,17,,,,,,,,,,,,,,,,,,,Page 17,,,,,,,,,,,,,,
American College of Neuropsychopharmacology,ark:/21198/z1nz9zt6,ark:/21198/zz001nfc2r,,,Page,acnp\image\21198-zz001nfc2r-3-master_018.tif,18,,,,,,,,,,,,,,,,,,,Page 18,,,,,,,,,,,,,,
American College of Neuropsychopharmacology,ark:/21198/z1j6971p,ark:/21198/zz001nfc2r,,,Page,acnp\image\21198-zz001nfc2r-3-master_019.tif,19,,,,,,,,,,,,,,,,,,,Page 19,,,,,,,,,,,,,,
American College of Neuropsychopharmacology,ark:/21198/z1df8g9z,ark:/21198/zz001nfc2r,,,Page,acnp\image\21198-zz001nfc2r-3-master_020.tif,20,,,,,,,,,,,,,,,,,,,Page 20,,,,,,,,,,,,,,
American College of Neuropsychopharmacology,ark:/21198/z18p7qn4,ark:/21198/zz001nfc2r,,,Page,acnp\image\21198-zz001nfc2r-3-master_021.tif,21,,,,,,,,,,,,,,,,,,,Page 21,,,,,,,,,,,,,,
American College of Neuropsychopharmacology,ark:/21198/z14x6zxd,ark:/21198/zz001nfc2r,,,Page,acnp\image\21198-zz001nfc2r-3-master_022.tif,22,,,,,,,,,,,,,,,,,,,Page 22,,,,,,,,,,,,,,
American College of Neuropsychopharmacology,ark:/21198/z115676s,ark:/21198/zz001nfc2r,,,Page,acnp\image\21198-zz001nfc2r-3-master_023.tif,23,,,,,,,,,,,,,,,,,,,Page 23,,,,,,,,,,,,,,
American College of Neuropsychopharmacology,ark:/21198/z1wh4f6q,ark:/21198/zz001nfc2r,,,Page,acnp\image\21198-zz001nfc2r-3-master_024.tif,24,,,,,,,,,,,,,,,,,,,Page 24,,,,,,,,,,,,,,
American College of Neuropsychopharmacology,ark:/21198/z1rr3pd3,ark:/21198/zz001nfc2r,,,Page,acnp\image\21198-zz001nfc2r-3-master_025.tif,25,,,,,,,,,,,,,,,,,,,Page 25,,,,,,,,,,,,,,
American College of Neuropsychopharmacology,ark:/21198/z1n02xn7,ark:/21198/zz001nfc2r,,,Page,acnp\image\21198-zz001nfc2r-3-master_026.tif,26,,,,,,,,,,,,,,,,,,,Page 26,,,,,,,,,,,,,,
American College of Neuropsychopharmacology,ark:/21198/z1h725xw,ark:/21198/zz001nfc2r,,,Page,acnp\image\21198-zz001nfc2r-3-master_027.tif,27,,,,,,,,,,,,,,,,,,,Page 27,,,,,,,,,,,,,,
American College of Neuropsychopharmacology,ark:/21198/z1cg1f71,ark:/21198/zz001nfc2r,,,Page,acnp\image\21198-zz001nfc2r-3-master_028.tif,28,,,,,,,,,,,,,,,,,,,Page 28,,,,,,,,,,,,,,
American College of Neuropsychopharmacology,ark:/21198/z17q0pk6,ark:/21198/zz001nfc2r,,,Page,acnp\image\21198-zz001nfc2r-3-master_029.tif,29,,,,,,,,,,,,,,,,,,,Page 29,,,,,,,,,,,,,,
American College of Neuropsychopharmacology,ark:/21198/z13x9xtg,ark:/21198/zz001nfc2r,,,Page,acnp\image\21198-zz001nfc2r-3-master_030.tif,30,,,,,,,,,,,,,,,,,,,Page 30,,,,,,,,,,,,,,
American College of Neuropsychopharmacology,ark:/21198/z1087wgb,ark:/21198/zz001nfc2r,,,Page,acnp\image\21198-zz001nfc2r-3-master_031.tif,31,,,,,,,,,,,,,,,,,,,Page 31,,,,,,,,,,,,,,
American College of Neuropsychopharmacology,ark:/21198/z1vh7d1w,ark:/21198/zz001nfc2r,,,Page,acnp\image\21198-zz001nfc2r-3-master_032.tif,32,,,,,,,,,,,,,,,,,,,Page 32,,,,,,,,,,,,,,
American College of Neuropsychopharmacology,ark:/21198/z1qr6n78,ark:/21198/zz001nfc2r,,,Page,acnp\image\21198-zz001nfc2r-3-master_033.tif,33,,,,,,,,,,,,,,,,,,,Page 33,,,,,,,,,,,,,,
American College of Neuropsychopharmacology,ark:/21198/z1m05wj9,ark:/21198/zz001nfc2r,,,Page,acnp\image\21198-zz001nfc2r-3-master_034.tif,34,,,,,,,,,,,,,,,,,,,Page 34,,,,,,,,,,,,,,
American College of Neuropsychopharmacology,ark:/21198/z1g754vd,ark:/21198/zz001nfc2r,,,Page,acnp\image\21198-zz001nfc2r-3-master_035.tif,35,,,,,,,,,,,,,,,,,,,Page 35,,,,,,,,,,,,,,
American College of Neuropsychopharmacology,ark:/21198/z1bg4d60,ark:/21198/zz001nfc2r,,,Page,acnp\image\21198-zz001nfc2r-3-master_036.tif,36,,,,,,,,,,,,,,,,,,,Page 36,,,,,,,,,,,,,,
American College of Neuropsychopharmacology,ark:/21198/z16q3ndc,ark:/21198/zz001nfc2r,,,Page,acnp\image\21198-zz001nfc2r-3-master_037.tif,37,,,,,,,,,,,,,,,,,,,Page 37,,,,,,,,,,,,,,
