"Item ARK","Parent ARK","Object Type","File Name","Item Sequence","IIIF Range","Title","Alt ID.local","Bucketeer State","IIIF Access URL","IIIF Manifest URL"
"ark:/21198/zz002b30f9","ark:/21198/zz002b3013","Page","clarklibrarymss/image/21198-zz002b30f9_1983513_master.tif","11","","leaf 4","MS_1959_003_010","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002b30f9",""
"ark:/21198/zz002b35j8","ark:/21198/zz002b3013","Page","clarklibrarymss/image/21198-zz002b35j8_1983528_master.tif","12","","leaf 4 verso","MS_1959_003_011","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002b35j8",""
"ark:/21198/zz002b35ks","ark:/21198/zz002b3013","Page","clarklibrarymss/image/21198-zz002b35ks_1983537_master.tif","13","","leaf 5","MS_1959_003_012","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002b35ks",""
"ark:/21198/zz002b35m9","ark:/21198/zz002b3013","Page","clarklibrarymss/image/21198-zz002b35m9_1983549_master.tif","14","","leaf 5 verso","MS_1959_003_013","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002b35m9",""
"ark:/21198/zz002b35nt","ark:/21198/zz002b3013","Page","clarklibrarymss/image/21198-zz002b35nt_1983558_master.tif","15","","leaf 6","MS_1959_003_014","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002b35nt",""
"ark:/21198/zz002b35pb","ark:/21198/zz002b3013","Page","clarklibrarymss/image/21198-zz002b35pb_1983569_master.tif","16","","leaf 6 verso","MS_1959_003_015","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002b35pb",""
"ark:/21198/zz002b35qv","ark:/21198/zz002b3013","Page","clarklibrarymss/image/21198-zz002b35qv_1983578_master.tif","17","","leaf 7","MS_1959_003_016","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002b35qv",""
"ark:/21198/zz002b35rc","ark:/21198/zz002b3013","Page","clarklibrarymss/image/21198-zz002b35rc_1983601_master.tif","18","","leaf 7 verso","MS_1959_003_017","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002b35rc",""
"ark:/21198/zz002b35sw","ark:/21198/zz002b3013","Page","clarklibrarymss/image/21198-zz002b35sw_1983607_master.tif","19","","leaf 8","MS_1959_003_018","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002b35sw",""
"ark:/21198/zz002b35td","ark:/21198/zz002b3013","Page","clarklibrarymss/image/21198-zz002b35td_1983610_master.tif","20","","leaf 8 verso","MS_1959_003_019","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002b35td",""
"ark:/21198/zz002b35vx","ark:/21198/zz002b3013","Page","clarklibrarymss/image/21198-zz002b35vx_1983616_master.tif","21","","leaf 9","MS_1959_003_020","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002b35vx",""
"ark:/21198/zz002b364j","ark:/21198/zz002b3013","Page","clarklibrarymss/image/21198-zz002b364j_1983622_master.tif","22","","leaf 9 verso","MS_1959_003_021","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002b364j",""
"ark:/21198/zz002b3652","ark:/21198/zz002b3013","Page","clarklibrarymss/image/21198-zz002b3652_1983626_master.tif","23","","leaf 10","MS_1959_003_022","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002b3652",""
"ark:/21198/zz002b366k","ark:/21198/zz002b3013","Page","clarklibrarymss/image/21198-zz002b366k_1983631_master.tif","24","","leaf 10 verso","MS_1959_003_023","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002b366k",""
"ark:/21198/zz002b3673","ark:/21198/zz002b3013","Page","clarklibrarymss/image/21198-zz002b3673_1983638_master.tif","25","","leaf 11","MS_1959_003__0024.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002b3673",""
"ark:/21198/zz002b368m","ark:/21198/zz002b3013","Page","clarklibrarymss/image/21198-zz002b368m_1983643_master.tif","26","","leaf 11 verso","MS_1959_003__0025.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002b368m",""
"ark:/21198/zz002b3694","ark:/21198/zz002b3013","Page","clarklibrarymss/image/21198-zz002b3694_1983857_master.tif","27","","leaf 12","MS_1959_003__0026.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002b3694",""
"ark:/21198/zz002b36bn","ark:/21198/zz002b3013","Page","clarklibrarymss/image/21198-zz002b36bn_1983878_master.tif","28","","leaf 12 verso","MS_1959_003__0027.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002b36bn",""
"ark:/21198/zz002b36c5","ark:/21198/zz002b3013","Page","clarklibrarymss/image/21198-zz002b36c5_1983887_master.tif","29","","leaf 13","MS_1959_003__0028.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002b36c5",""
"ark:/21198/zz002b36dp","ark:/21198/zz002b3013","Page","clarklibrarymss/image/21198-zz002b36dp_1983890_master.tif","30","","leaf 13 verso","MS_1959_003__0029.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002b36dp",""
"ark:/21198/zz002b36f6","ark:/21198/zz002b3013","Page","clarklibrarymss/image/21198-zz002b36f6_1983893_master.tif","31","","leaf 14","MS_1959_003__0030.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002b36f6",""
"ark:/21198/zz002b36gq","ark:/21198/zz002b3013","Page","clarklibrarymss/image/21198-zz002b36gq_1983896_master.tif","32","","leaf 14 verso","MS_1959_003__0031.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002b36gq",""
"ark:/21198/zz002b36h7","ark:/21198/zz002b3013","Page","clarklibrarymss/image/21198-zz002b36h7_1983899_master.tif","33","","leaf 15","MS_1959_003__0032.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002b36h7",""
"ark:/21198/zz002b36jr","ark:/21198/zz002b3013","Page","clarklibrarymss/image/21198-zz002b36jr_1983902_master.tif","34","","leaf 15 verso","MS_1959_003__0033.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002b36jr",""
"ark:/21198/zz002b36k8","ark:/21198/zz002b3013","Page","clarklibrarymss/image/21198-zz002b36k8_1983905_master.tif","35","","leaf 16","MS_1959_003__0034.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002b36k8",""
"ark:/21198/zz002b36ms","ark:/21198/zz002b3013","Page","clarklibrarymss/image/21198-zz002b36ms_1983908_master.tif","36","","leaf 16 verso","MS_1959_003__0035.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002b36ms",""
"ark:/21198/zz002b36n9","ark:/21198/zz002b3013","Page","clarklibrarymss/image/21198-zz002b36n9_1983911_master.tif","37","","leaf 17","MS_1959_003__0036.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002b36n9",""
"ark:/21198/zz002b36pt","ark:/21198/zz002b3013","Page","clarklibrarymss/image/21198-zz002b36pt_1983914_master.tif","38","","leaf 17 verso","MS_1959_003__0037.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002b36pt",""
"ark:/21198/zz002b36qb","ark:/21198/zz002b3013","Page","clarklibrarymss/image/21198-zz002b36qb_1983917_master.tif","39","","leaf 18","MS_1959_003__0038.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002b36qb",""
"ark:/21198/zz002b36rv","ark:/21198/zz002b3013","Page","clarklibrarymss/image/21198-zz002b36rv_1983920_master.tif","40","","leaf 18 verso","MS_1959_003__0039.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002b36rv",""
"ark:/21198/zz002b36sc","ark:/21198/zz002b3013","Page","clarklibrarymss/image/21198-zz002b36sc_1983923_master.tif","41","","leaf 19","MS_1959_003__0040.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002b36sc",""
"ark:/21198/zz002b36tw","ark:/21198/zz002b3013","Page","clarklibrarymss/image/21198-zz002b36tw_1983926_master.tif","42","","leaf 19 verso","MS_1959_003__0041.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002b36tw",""
"ark:/21198/zz002b36vd","ark:/21198/zz002b3013","Page","clarklibrarymss/image/21198-zz002b36vd_1983929_master.tif","43","","leaf 20","MS_1959_003__0042.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002b36vd",""
"ark:/21198/zz002b36wx","ark:/21198/zz002b3013","Page","clarklibrarymss/image/21198-zz002b36wx_1983932_master.tif","44","","leaf 20 verso","MS_1959_003__0043.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002b36wx",""
"ark:/21198/zz002b36xf","ark:/21198/zz002b3013","Page","clarklibrarymss/image/21198-zz002b36xf_1983935_master.tif","45","","leaf 21","MS_1959_003__0044.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002b36xf",""
"ark:/21198/zz002b36zz","ark:/21198/zz002b3013","Page","clarklibrarymss/image/21198-zz002b36zz_1983938_master.tif","46","","leaf 21 verso","MS_1959_003__0045.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002b36zz",""
"ark:/21198/zz002b370z","ark:/21198/zz002b3013","Page","clarklibrarymss/image/21198-zz002b370z_1983941_master.tif","47","","leaf 22","MS_1959_003__0046.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002b370z",""
"ark:/21198/zz002b371g","ark:/21198/zz002b3013","Page","clarklibrarymss/image/21198-zz002b371g_1983944_master.tif","48","","leaf 22 verso","MS_1959_003__0047.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002b371g",""
"ark:/21198/zz002b3720","ark:/21198/zz002b3013","Page","clarklibrarymss/image/21198-zz002b3720_1983947_master.tif","49","","leaf 23","MS_1959_003__0048.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002b3720",""
"ark:/21198/zz002b373h","ark:/21198/zz002b3013","Page","clarklibrarymss/image/21198-zz002b373h_1983950_master.tif","50","","leaf 23 verso","MS_1959_003__0049.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002b373h",""
"ark:/21198/zz002b3741","ark:/21198/zz002b3013","Page","clarklibrarymss/image/21198-zz002b3741_1983953_master.tif","51","","leaf 24","MS_1959_003__0050.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002b3741",""
"ark:/21198/zz002b375j","ark:/21198/zz002b3013","Page","clarklibrarymss/image/21198-zz002b375j_1983956_master.tif","52","","leaf 24 verso","MS_1959_003__0051.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002b375j",""
"ark:/21198/zz002b3762","ark:/21198/zz002b3013","Page","clarklibrarymss/image/21198-zz002b3762_1983959_master.tif","53","","leaf 25","MS_1959_003__0052.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002b3762",""
"ark:/21198/zz002b377k","ark:/21198/zz002b3013","Page","clarklibrarymss/image/21198-zz002b377k_1983962_master.tif","54","","leaf 25 verso","MS_1959_003__0053.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002b377k",""
"ark:/21198/zz002b3783","ark:/21198/zz002b3013","Page","clarklibrarymss/image/21198-zz002b3783_1983965_master.tif","55","","leaf 26","MS_1959_003__0054.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002b3783",""
"ark:/21198/zz002b379m","ark:/21198/zz002b3013","Page","clarklibrarymss/image/21198-zz002b379m_1983968_master.tif","56","","leaf 26 verso","MS_1959_003__0055.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002b379m",""
"ark:/21198/zz002b37b4","ark:/21198/zz002b3013","Page","clarklibrarymss/image/21198-zz002b37b4_1983971_master.tif","57","","leaf 27","MS_1959_003__0056.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002b37b4",""
"ark:/21198/zz002b37cn","ark:/21198/zz002b3013","Page","clarklibrarymss/image/21198-zz002b37cn_1983974_master.tif","58","","leaf 27 verso","MS_1959_003__0057.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002b37cn",""
"ark:/21198/zz002b37d5","ark:/21198/zz002b3013","Page","clarklibrarymss/image/21198-zz002b37d5_1983977_master.tif","59","","leaf 28","MS_1959_003__0058.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002b37d5",""
"ark:/21198/zz002b37fp","ark:/21198/zz002b3013","Page","clarklibrarymss/image/21198-zz002b37fp_1983980_master.tif","60","","leaf 28 verso","MS_1959_003__0059.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002b37fp",""
"ark:/21198/zz002b37g6","ark:/21198/zz002b3013","Page","clarklibrarymss/image/21198-zz002b37g6_1983983_master.tif","61","","leaf 29","MS_1959_003__0060.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002b37g6",""
"ark:/21198/zz002b37hq","ark:/21198/zz002b3013","Page","clarklibrarymss/image/21198-zz002b37hq_1983986_master.tif","62","","leaf 29 verso","MS_1959_003__0061.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002b37hq",""
"ark:/21198/zz002b37j7","ark:/21198/zz002b3013","Page","clarklibrarymss/image/21198-zz002b37j7_1983989_master.tif","63","","leaf 30","MS_1959_003__0062.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002b37j7",""
"ark:/21198/zz002b37kr","ark:/21198/zz002b3013","Page","clarklibrarymss/image/21198-zz002b37kr_1983992_master.tif","64","","leaf 30 verso","MS_1959_003__0063.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002b37kr",""
"ark:/21198/zz002b37m8","ark:/21198/zz002b3013","Page","clarklibrarymss/image/21198-zz002b37m8_1983995_master.tif","65","","leaf 31","MS_1959_003__0064.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002b37m8",""
"ark:/21198/zz002b37ns","ark:/21198/zz002b3013","Page","clarklibrarymss/image/21198-zz002b37ns_1983998_master.tif","66","","leaf 31 verso","MS_1959_003__0065.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002b37ns",""
"ark:/21198/zz002b37p9","ark:/21198/zz002b3013","Page","clarklibrarymss/image/21198-zz002b37p9_1984001_master.tif","67","","leaf 32","MS_1959_003__0066.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002b37p9",""
"ark:/21198/zz002b37qt","ark:/21198/zz002b3013","Page","clarklibrarymss/image/21198-zz002b37qt_1984004_master.tif","68","","leaf 32 verso","MS_1959_003__0067.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002b37qt",""
"ark:/21198/zz002b37rb","ark:/21198/zz002b3013","Page","clarklibrarymss/image/21198-zz002b37rb_1984007_master.tif","69","","leaf 33","MS_1959_003__0068.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002b37rb",""
"ark:/21198/zz002b37sv","ark:/21198/zz002b3013","Page","clarklibrarymss/image/21198-zz002b37sv_1984010_master.tif","70","","leaf 33 verso","MS_1959_003__0069.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002b37sv",""
"ark:/21198/zz002b37tc","ark:/21198/zz002b3013","Page","clarklibrarymss/image/21198-zz002b37tc_1984013_master.tif","71","","leaf 34","MS_1959_003__0070.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002b37tc",""
"ark:/21198/zz002b3chn","ark:/21198/zz002b3013","Page","clarklibrarymss/image/21198-zz002b3chn_1984034_master.tif","72","","leaf 34 verso","MS_1959_003__0071.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002b3chn",""
"ark:/21198/zz002b3cj5","ark:/21198/zz002b3013","Page","clarklibrarymss/image/21198-zz002b3cj5_1984037_master.tif","73","","leaf 35","MS_1959_003__0072.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002b3cj5",""
"ark:/21198/zz002b3ckp","ark:/21198/zz002b3013","Page","clarklibrarymss/image/21198-zz002b3ckp_1984040_master.tif","74","","leaf 35 verso","MS_1959_003__0073.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002b3ckp",""
"ark:/21198/zz002b3cm6","ark:/21198/zz002b3013","Page","clarklibrarymss/image/21198-zz002b3cm6_1984043_master.tif","75","","leaf 36","MS_1959_003__0074.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002b3cm6",""
"ark:/21198/zz002b3cnq","ark:/21198/zz002b3013","Page","clarklibrarymss/image/21198-zz002b3cnq_1984046_master.tif","76","","leaf 36 verso","MS_1959_003__0075.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002b3cnq",""
"ark:/21198/zz002b3cp7","ark:/21198/zz002b3013","Page","clarklibrarymss/image/21198-zz002b3cp7_1984049_master.tif","77","","leaf 37","MS_1959_003__0076.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002b3cp7",""
"ark:/21198/zz002b3cqr","ark:/21198/zz002b3013","Page","clarklibrarymss/image/21198-zz002b3cqr_1984052_master.tif","78","","leaf 37 verso","MS_1959_003__0077.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002b3cqr",""
"ark:/21198/zz002b3cr8","ark:/21198/zz002b3013","Page","clarklibrarymss/image/21198-zz002b3cr8_1984055_master.tif","79","","leaf 38","MS_1959_003__0078.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002b3cr8",""
"ark:/21198/zz002b3css","ark:/21198/zz002b3013","Page","clarklibrarymss/image/21198-zz002b3css_1984058_master.tif","80","","leaf 38 verso","MS_1959_003__0079.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002b3css",""
"ark:/21198/zz002b3ct9","ark:/21198/zz002b3013","Page","clarklibrarymss/image/21198-zz002b3ct9_1984061_master.tif","81","","leaf 39","MS_1959_003__0080.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002b3ct9",""
"ark:/21198/zz002b3cvt","ark:/21198/zz002b3013","Page","clarklibrarymss/image/21198-zz002b3cvt_1984064_master.tif","82","","leaf 39 verso","MS_1959_003__0081.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002b3cvt",""
"ark:/21198/zz002b3cwb","ark:/21198/zz002b3013","Page","clarklibrarymss/image/21198-zz002b3cwb_1984067_master.tif","83","","leaf 40","MS_1959_003__0082.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002b3cwb",""
"ark:/21198/zz002b3cxv","ark:/21198/zz002b3013","Page","clarklibrarymss/image/21198-zz002b3cxv_1984070_master.tif","84","","leaf 40 verso","MS_1959_003__0083.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002b3cxv",""
"ark:/21198/zz002b3czc","ark:/21198/zz002b3013","Page","clarklibrarymss/image/21198-zz002b3czc_1984073_master.tif","85","","leaf 41","MS_1959_003__0084.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002b3czc",""
"ark:/21198/zz002b3d0c","ark:/21198/zz002b3013","Page","clarklibrarymss/image/21198-zz002b3d0c_1984076_master.tif","86","","leaf 41 verso","MS_1959_003__0085.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002b3d0c",""
"ark:/21198/zz002b3d1w","ark:/21198/zz002b3013","Page","clarklibrarymss/image/21198-zz002b3d1w_1984079_master.tif","87","","leaf 42","MS_1959_003__0086.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002b3d1w",""
"ark:/21198/zz002b3d2d","ark:/21198/zz002b3013","Page","clarklibrarymss/image/21198-zz002b3d2d_1984082_master.tif","88","","leaf 42 verso","MS_1959_003__0087.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002b3d2d",""
"ark:/21198/zz002b3d3x","ark:/21198/zz002b3013","Page","clarklibrarymss/image/21198-zz002b3d3x_1988273_master.tif","89","","leaf 43","MS_1959_003__0088.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002b3d3x",""
"ark:/21198/zz002b3d4f","ark:/21198/zz002b3013","Page","clarklibrarymss/image/21198-zz002b3d4f_1988276_master.tif","90","","leaf 43 verso","MS_1959_003__0089.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002b3d4f",""
"ark:/21198/zz002b3d5z","ark:/21198/zz002b3013","Page","clarklibrarymss/image/21198-zz002b3d5z_1988279_master.tif","91","","leaf 44","MS_1959_003__0090.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002b3d5z",""
"ark:/21198/zz002b3d6g","ark:/21198/zz002b3013","Page","clarklibrarymss/image/21198-zz002b3d6g_1988606_master.tif","92","","leaf 44 verso","MS_1959_003__0091.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002b3d6g",""
"ark:/21198/zz002b3d70","ark:/21198/zz002b3013","Page","clarklibrarymss/image/21198-zz002b3d70_1989986_master.tif","93","","leaf 45","MS_1959_003__0092.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002b3d70",""
"ark:/21198/zz002b3d8h","ark:/21198/zz002b3013","Page","clarklibrarymss/image/21198-zz002b3d8h_1989992_master.tif","94","","leaf 45 verso","MS_1959_003__0093.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002b3d8h",""
"ark:/21198/zz002b3dc2","ark:/21198/zz002b3013","Page","clarklibrarymss/image/21198-zz002b3dc2_1989995_master.tif","95","","blank recto","MS_1959_003__0094.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002b3dc2",""
"ark:/21198/zz002b3dbj","ark:/21198/zz002b3013","Page","clarklibrarymss/image/21198-zz002b3dbj_1989998_master.tif","96","","blank verso","MS_1959_003__0095.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002b3dbj",""
"ark:/21198/zz002b3ddk","ark:/21198/zz002b3013","Page","clarklibrarymss/image/21198-zz002b3ddk_1990001_master.tif","97","","leaf 46","MS_1959_003__0096.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002b3ddk",""
"ark:/21198/zz002b3dgm","ark:/21198/zz002b3013","Page","clarklibrarymss/image/21198-zz002b3dgm_1990004_master.tif","98","","leaf 46 verso","MS_1959_003__0097.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002b3dgm",""
"ark:/21198/zz002b3dk5","ark:/21198/zz002b3013","Page","clarklibrarymss/image/21198-zz002b3dk5_1990007_master.tif","99","","leaf 47","MS_1959_003__0098.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002b3dk5",""
"ark:/21198/zz002b3djn","ark:/21198/zz002b3013","Page","clarklibrarymss/image/21198-zz002b3djn_1992859_master.tif","100","","leaf 47 verso","MS_1959_003__0099.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002b3djn",""
