"Item ARK","Parent ARK","Object Type","File Name","Item Sequence","IIIF Range","Title","Alt ID.local","Bucketeer State","IIIF Access URL","IIIF Manifest URL"
"ark:/21198/zz002b91g0","ark:/21198/zz002b8z6f","Page","clarklibrarymss/image/21198-zz002b91g0_1996330_master.tif","17","","page 10","MS_1999_001__0017.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002b91g0",""
"ark:/21198/zz002b91hh","ark:/21198/zz002b8z6f","Page","clarklibrarymss/image/21198-zz002b91hh_1996333_master.tif","18","","page 11","MS_1999_001__0018.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002b91hh",""
"ark:/21198/zz002b91j1","ark:/21198/zz002b8z6f","Page","clarklibrarymss/image/21198-zz002b91j1_1996336_master.tif","19","","page 12","MS_1999_001__0019.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002b91j1",""
"ark:/21198/zz002b91kj","ark:/21198/zz002b8z6f","Page","clarklibrarymss/image/21198-zz002b91kj_1996339_master.tif","20","","page 13","MS_1999_001__0020.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002b91kj",""
"ark:/21198/zz002b91m2","ark:/21198/zz002b8z6f","Page","clarklibrarymss/image/21198-zz002b91m2_1996342_master.tif","21","","page 14","MS_1999_001__0021.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002b91m2",""
"ark:/21198/zz002b91nk","ark:/21198/zz002b8z6f","Page","clarklibrarymss/image/21198-zz002b91nk_1996345_master.tif","22","","page 15","MS_1999_001__0022.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002b91nk",""
"ark:/21198/zz002b91p3","ark:/21198/zz002b8z6f","Page","clarklibrarymss/image/21198-zz002b91p3_1996348_master.tif","23","","page 16","MS_1999_001__0023.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002b91p3",""
"ark:/21198/zz002b91qm","ark:/21198/zz002b8z6f","Page","clarklibrarymss/image/21198-zz002b91qm_1996351_master.tif","24","","page 17","MS_1999_001__0024.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002b91qm",""
"ark:/21198/zz002b91r4","ark:/21198/zz002b8z6f","Page","clarklibrarymss/image/21198-zz002b91r4_1996354_master.tif","25","","page 18","MS_1999_001__0025.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002b91r4",""
"ark:/21198/zz002b91sn","ark:/21198/zz002b8z6f","Page","clarklibrarymss/image/21198-zz002b91sn_1996357_master.tif","26","","page 19","MS_1999_001__0026.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002b91sn",""
"ark:/21198/zz002b91t5","ark:/21198/zz002b8z6f","Page","clarklibrarymss/image/21198-zz002b91t5_1996360_master.tif","27","","page 20","MS_1999_001__0027.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002b91t5",""
"ark:/21198/zz002b91vp","ark:/21198/zz002b8z6f","Page","clarklibrarymss/image/21198-zz002b91vp_1996363_master.tif","28","","page 21","MS_1999_001__0028.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002b91vp",""
"ark:/21198/zz002b91w6","ark:/21198/zz002b8z6f","Page","clarklibrarymss/image/21198-zz002b91w6_1996366_master.tif","29","","page 22","MS_1999_001__0029.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002b91w6",""
"ark:/21198/zz002b91xq","ark:/21198/zz002b8z6f","Page","clarklibrarymss/image/21198-zz002b91xq_1996369_master.tif","30","","page 23","MS_1999_001__0030.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002b91xq",""
"ark:/21198/zz002b91z7","ark:/21198/zz002b8z6f","Page","clarklibrarymss/image/21198-zz002b91z7_1996628_master.tif","31","","page 24","MS_1999_001__0031.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002b91z7",""
"ark:/21198/zz002b9207","ark:/21198/zz002b8z6f","Page","clarklibrarymss/image/21198-zz002b9207_1996631_master.tif","32","","page 25","MS_1999_001__0032.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002b9207",""
"ark:/21198/zz002b921r","ark:/21198/zz002b8z6f","Page","clarklibrarymss/image/21198-zz002b921r_1996634_master.tif","33","","page 26","MS_1999_001__0033.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002b921r",""
"ark:/21198/zz002b9228","ark:/21198/zz002b8z6f","Page","clarklibrarymss/image/21198-zz002b9228_1996637_master.tif","34","","page 27","MS_1999_001__0034.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002b9228",""
"ark:/21198/zz002b923s","ark:/21198/zz002b8z6f","Page","clarklibrarymss/image/21198-zz002b923s_1996640_master.tif","35","","page 28","MS_1999_001__0035.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002b923s",""
"ark:/21198/zz002b9249","ark:/21198/zz002b8z6f","Page","clarklibrarymss/image/21198-zz002b9249_1996643_master.tif","36","","page 29","MS_1999_001__0036.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002b9249",""
"ark:/21198/zz002b925t","ark:/21198/zz002b8z6f","Page","clarklibrarymss/image/21198-zz002b925t_1996646_master.tif","37","","page 30","MS_1999_001__0037.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002b925t",""
"ark:/21198/zz002b926b","ark:/21198/zz002b8z6f","Page","clarklibrarymss/image/21198-zz002b926b_1996649_master.tif","38","","page 31","MS_1999_001__0038.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002b926b",""
"ark:/21198/zz002b927v","ark:/21198/zz002b8z6f","Page","clarklibrarymss/image/21198-zz002b927v_1996652_master.tif","39","","page 32","MS_1999_001__0039.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002b927v",""
"ark:/21198/zz002b928c","ark:/21198/zz002b8z6f","Page","clarklibrarymss/image/21198-zz002b928c_1996655_master.tif","40","","page 33","MS_1999_001__0040.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002b928c",""
"ark:/21198/zz002b929w","ark:/21198/zz002b8z6f","Page","clarklibrarymss/image/21198-zz002b929w_1996658_master.tif","41","","page 34","MS_1999_001__0041.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002b929w",""
"ark:/21198/zz002b92bd","ark:/21198/zz002b8z6f","Page","clarklibrarymss/image/21198-zz002b92bd_1996661_master.tif","42","","page 35","MS_1999_001__0042.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002b92bd",""
"ark:/21198/zz002b92cx","ark:/21198/zz002b8z6f","Page","clarklibrarymss/image/21198-zz002b92cx_1996664_master.tif","43","","page 36","MS_1999_001__0043.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002b92cx",""
"ark:/21198/zz002b92df","ark:/21198/zz002b8z6f","Page","clarklibrarymss/image/21198-zz002b92df_1996667_master.tif","44","","page 37","MS_1999_001__0044.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002b92df",""
"ark:/21198/zz002b92fz","ark:/21198/zz002b8z6f","Page","clarklibrarymss/image/21198-zz002b92fz_1996670_master.tif","45","","page 38","MS_1999_001__0045.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002b92fz",""
"ark:/21198/zz002b92gg","ark:/21198/zz002b8z6f","Page","clarklibrarymss/image/21198-zz002b92gg_1996673_master.tif","46","","page 39","MS_1999_001__0046.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002b92gg",""
"ark:/21198/zz002b92jh","ark:/21198/zz002b8z6f","Page","clarklibrarymss/image/21198-zz002b92jh_1996676_master.tif","47","","page 40","MS_1999_001__0047.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002b92jh",""
"ark:/21198/zz002b92k1","ark:/21198/zz002b8z6f","Page","clarklibrarymss/image/21198-zz002b92k1_1996679_master.tif","48","","page 41","MS_1999_001__0048.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002b92k1",""
"ark:/21198/zz002b92mj","ark:/21198/zz002b8z6f","Page","clarklibrarymss/image/21198-zz002b92mj_1996682_master.tif","49","","page 42","MS_1999_001__0049.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002b92mj",""
"ark:/21198/zz002b92n2","ark:/21198/zz002b8z6f","Page","clarklibrarymss/image/21198-zz002b92n2_1996685_master.tif","50","","page 43","MS_1999_001__0050.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002b92n2",""
"ark:/21198/zz002b92pk","ark:/21198/zz002b8z6f","Page","clarklibrarymss/image/21198-zz002b92pk_1996688_master.tif","51","","page 44","MS_1999_001__0051.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002b92pk",""
"ark:/21198/zz002b92q3","ark:/21198/zz002b8z6f","Page","clarklibrarymss/image/21198-zz002b92q3_1996691_master.tif","52","","page 45","MS_1999_001__0052.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002b92q3",""
"ark:/21198/zz002b92rm","ark:/21198/zz002b8z6f","Page","clarklibrarymss/image/21198-zz002b92rm_1996694_master.tif","53","","page 46","MS_1999_001__0053.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002b92rm",""
"ark:/21198/zz002b92s4","ark:/21198/zz002b8z6f","Page","clarklibrarymss/image/21198-zz002b92s4_1996697_master.tif","54","","page 47","MS_1999_001__0054.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002b92s4",""
"ark:/21198/zz002b92tn","ark:/21198/zz002b8z6f","Page","clarklibrarymss/image/21198-zz002b92tn_1996700_master.tif","55","","page 48","MS_1999_001__0055.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002b92tn",""
"ark:/21198/zz002b92v5","ark:/21198/zz002b8z6f","Page","clarklibrarymss/image/21198-zz002b92v5_1996703_master.tif","56","","page 49","MS_1999_001__0056.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002b92v5",""
"ark:/21198/zz002b92wp","ark:/21198/zz002b8z6f","Page","clarklibrarymss/image/21198-zz002b92wp_1996706_master.tif","57","","page 50","MS_1999_001__0057.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002b92wp",""
"ark:/21198/zz002b92x6","ark:/21198/zz002b8z6f","Page","clarklibrarymss/image/21198-zz002b92x6_1996709_master.tif","58","","page 51","MS_1999_001__0058.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002b92x6",""
"ark:/21198/zz002b92zq","ark:/21198/zz002b8z6f","Page","clarklibrarymss/image/21198-zz002b92zq_1996712_master.tif","59","","page 52","MS_1999_001__0059.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002b92zq",""
"ark:/21198/zz002b930q","ark:/21198/zz002b8z6f","Page","clarklibrarymss/image/21198-zz002b930q_1996715_master.tif","60","","page 53","MS_1999_001__0060.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002b930q",""
"ark:/21198/zz002b949v","ark:/21198/zz002b8z6f","Page","clarklibrarymss/image/21198-zz002b949v_1996733_master.tif","61","","page 54","MS_1999_001__0061.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002b949v",""
"ark:/21198/zz002b94bc","ark:/21198/zz002b8z6f","Page","clarklibrarymss/image/21198-zz002b94bc_1996736_master.tif","62","","page 55","MS_1999_001__0062.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002b94bc",""
"ark:/21198/zz002b94cw","ark:/21198/zz002b8z6f","Page","clarklibrarymss/image/21198-zz002b94cw_1996739_master.tif","63","","page 56","MS_1999_001__0063.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002b94cw",""
"ark:/21198/zz002b94dd","ark:/21198/zz002b8z6f","Page","clarklibrarymss/image/21198-zz002b94dd_1996742_master.tif","64","","page 57","MS_1999_001__0064.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002b94dd",""
"ark:/21198/zz002b94fx","ark:/21198/zz002b8z6f","Page","clarklibrarymss/image/21198-zz002b94fx_1996745_master.tif","65","","page 58","MS_1999_001__0065.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002b94fx",""
"ark:/21198/zz002b94gf","ark:/21198/zz002b8z6f","Page","clarklibrarymss/image/21198-zz002b94gf_1996748_master.tif","66","","page 59","MS_1999_001__0066.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002b94gf",""
"ark:/21198/zz002b94hz","ark:/21198/zz002b8z6f","Page","clarklibrarymss/image/21198-zz002b94hz_1996751_master.tif","67","","page 60","MS_1999_001__0067.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002b94hz",""
"ark:/21198/zz002b94jg","ark:/21198/zz002b8z6f","Page","clarklibrarymss/image/21198-zz002b94jg_1996754_master.tif","68","","page 61","MS_1999_001__0068.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002b94jg",""
"ark:/21198/zz002b94k0","ark:/21198/zz002b8z6f","Page","clarklibrarymss/image/21198-zz002b94k0_1996757_master.tif","69","","page 62","MS_1999_001__0069.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002b94k0",""
"ark:/21198/zz002b94mh","ark:/21198/zz002b8z6f","Page","clarklibrarymss/image/21198-zz002b94mh_1996760_master.tif","70","","page 63","MS_1999_001__0070.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002b94mh",""
"ark:/21198/zz002b94n1","ark:/21198/zz002b8z6f","Page","clarklibrarymss/image/21198-zz002b94n1_1996763_master.tif","71","","page 64","MS_1999_001__0071.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002b94n1",""
"ark:/21198/zz002b94pj","ark:/21198/zz002b8z6f","Page","clarklibrarymss/image/21198-zz002b94pj_1996766_master.tif","72","","page 65","MS_1999_001__0072.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002b94pj",""
"ark:/21198/zz002b94q2","ark:/21198/zz002b8z6f","Page","clarklibrarymss/image/21198-zz002b94q2_1996769_master.tif","73","","page 66","MS_1999_001__0073.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002b94q2",""
"ark:/21198/zz002b94rk","ark:/21198/zz002b8z6f","Page","clarklibrarymss/image/21198-zz002b94rk_1996772_master.tif","74","","page 67","MS_1999_001__0074.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002b94rk",""
"ark:/21198/zz002b94s3","ark:/21198/zz002b8z6f","Page","clarklibrarymss/image/21198-zz002b94s3_1996775_master.tif","75","","page 68","MS_1999_001__0075.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002b94s3",""
"ark:/21198/zz002b94tm","ark:/21198/zz002b8z6f","Page","clarklibrarymss/image/21198-zz002b94tm_1996780_master.tif","76","","page 69","MS_1999_001__0076.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002b94tm",""
"ark:/21198/zz002b94v4","ark:/21198/zz002b8z6f","Page","clarklibrarymss/image/21198-zz002b94v4_1996783_master.tif","77","","page 70","MS_1999_001__0077.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002b94v4",""
"ark:/21198/zz002b94x5","ark:/21198/zz002b8z6f","Page","clarklibrarymss/image/21198-zz002b94x5_1996786_master.tif","78","","page 71","MS_1999_001__0078.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002b94x5",""
"ark:/21198/zz002b94zp","ark:/21198/zz002b8z6f","Page","clarklibrarymss/image/21198-zz002b94zp_1996789_master.tif","79","","page 72","MS_1999_001__0079.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002b94zp",""
"ark:/21198/zz002b950p","ark:/21198/zz002b8z6f","Page","clarklibrarymss/image/21198-zz002b950p_1996792_master.tif","80","","page 73","MS_1999_001__0080.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002b950p",""
"ark:/21198/zz002b9516","ark:/21198/zz002b8z6f","Page","clarklibrarymss/image/21198-zz002b9516_1996795_master.tif","81","","page 74","MS_1999_001__0081.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002b9516",""
"ark:/21198/zz002b952q","ark:/21198/zz002b8z6f","Page","clarklibrarymss/image/21198-zz002b952q_1996798_master.tif","82","","page 75","MS_1999_001__0082.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002b952q",""
"ark:/21198/zz002b9537","ark:/21198/zz002b8z6f","Page","clarklibrarymss/image/21198-zz002b9537_1996801_master.tif","83","","page 76","MS_1999_001__0083.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002b9537",""
"ark:/21198/zz002b954r","ark:/21198/zz002b8z6f","Page","clarklibrarymss/image/21198-zz002b954r_1996804_master.tif","84","","page 77","MS_1999_001__0084.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002b954r",""
"ark:/21198/zz002b9558","ark:/21198/zz002b8z6f","Page","clarklibrarymss/image/21198-zz002b9558_1996807_master.tif","85","","page 78","MS_1999_001__0085.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002b9558",""
"ark:/21198/zz002b956s","ark:/21198/zz002b8z6f","Page","clarklibrarymss/image/21198-zz002b956s_1996812_master.tif","86","","page 79","MS_1999_001__0086.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002b956s",""
"ark:/21198/zz002b9579","ark:/21198/zz002b8z6f","Page","clarklibrarymss/image/21198-zz002b9579_1996815_master.tif","87","","page 80","MS_1999_001__0087.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002b9579",""
"ark:/21198/zz002b958t","ark:/21198/zz002b8z6f","Page","clarklibrarymss/image/21198-zz002b958t_1996818_master.tif","88","","page 81","MS_1999_001__0088.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002b958t",""
"ark:/21198/zz002b959b","ark:/21198/zz002b8z6f","Page","clarklibrarymss/image/21198-zz002b959b_1996821_master.tif","89","","page 82","MS_1999_001__0089.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002b959b",""
"ark:/21198/zz002b95bv","ark:/21198/zz002b8z6f","Page","clarklibrarymss/image/21198-zz002b95bv_1996824_master.tif","90","","page 83","MS_1999_001__0090.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002b95bv",""
"ark:/21198/zz002b95cc","ark:/21198/zz002b8z6f","Page","clarklibrarymss/image/21198-zz002b95cc_1996827_master.tif","91","","page 84","MS_1999_001__0091.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002b95cc",""
"ark:/21198/zz002b95dw","ark:/21198/zz002b8z6f","Page","clarklibrarymss/image/21198-zz002b95dw_1996830_master.tif","92","","page 85","MS_1999_001__0092.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002b95dw",""
"ark:/21198/zz002b95fd","ark:/21198/zz002b8z6f","Page","clarklibrarymss/image/21198-zz002b95fd_1996833_master.tif","93","","page 86","MS_1999_001__0093.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002b95fd",""
"ark:/21198/zz002b95gx","ark:/21198/zz002b8z6f","Page","clarklibrarymss/image/21198-zz002b95gx_1996836_master.tif","94","","page 87","MS_1999_001__0094.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002b95gx",""
"ark:/21198/zz002b95hf","ark:/21198/zz002b8z6f","Page","clarklibrarymss/image/21198-zz002b95hf_1996839_master.tif","95","","page 88","MS_1999_001__0095.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002b95hf",""
"ark:/21198/zz002b95jz","ark:/21198/zz002b8z6f","Page","clarklibrarymss/image/21198-zz002b95jz_1996842_master.tif","96","","page 89","MS_1999_001__0096.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002b95jz",""
"ark:/21198/zz002b95kg","ark:/21198/zz002b8z6f","Page","clarklibrarymss/image/21198-zz002b95kg_1996845_master.tif","97","","page 90","MS_1999_001__0097.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002b95kg",""
"ark:/21198/zz002b95m0","ark:/21198/zz002b8z6f","Page","clarklibrarymss/image/21198-zz002b95m0_1996848_master.tif","98","","page 91","MS_1999_001__0098.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002b95m0",""
"ark:/21198/zz002b95nh","ark:/21198/zz002b8z6f","Page","clarklibrarymss/image/21198-zz002b95nh_1996851_master.tif","99","","page 92","MS_1999_001__0099.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002b95nh",""
"ark:/21198/zz002b95p1","ark:/21198/zz002b8z6f","Page","clarklibrarymss/image/21198-zz002b95p1_1996854_master.tif","100","","page 93","MS_1999_001__0100.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002b95p1",""
"ark:/21198/zz002b95qj","ark:/21198/zz002b8z6f","Page","clarklibrarymss/image/21198-zz002b95qj_1996857_master.tif","101","","page 94","MS_1999_001__0101.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002b95qj",""
