Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,IIIF Access URL,viewingHint,Text direction,Visibility,IIIF Range,Type.typeOfResource,Rights.copyrightStatus,Language,Type.genre,Subject.topic,Author,Name.subject,Name.annotator,Name.repository,Name.scribe,Title,IIIF Manifest URL,Related,Relation.rectoVerso,Relation.pageNumber,Relation.textDirection,Relation.isVersionOf,AltIdentifier.local,Description.contents,Date.creation,Format.dimensions,Format.extent,Description.note,Summary
St Gall Manuscripts,ark:/21198/zz0028n281,ark:/21198/zz0015vcjk,2,Completed,Work,stgall/text/masters/21198-zz0028n281-1-master.xml,,,paged,,,,text,,,Manuscripts,,,,,Badische Landesbibliothek Karlsruhe,,"Karlsruhe, Badische Landesbibliothek, Perg. Aug. 236",https://digital.blb-karlsruhe.de/i3f/v20/4612562/manifest,https://digital.blb-karlsruhe.de/blbhs/content/titleinfo/4612562,,,,,,,,,,,
St Gall Manuscripts,ark:/21198/zz001804m8,ark:/21198/zz0015vcjk,2,Completed,Work,stgall/text/masters/21198-zz001804m8-1-master.xml,,,paged,,,,text,,,Manuscripts,,,,,Badische Landesbibliothek Karlsruhe,,"Karlsruhe, Badische Landesbibliothek, Perg. Aug. 238",https://digital.blb-karlsruhe.de/i3f/v20/20572/manifest,https://digital.blb-karlsruhe.de/blbhs/content/titleinfo/20572,,,ltr,,Aug. 238,,,,,,
St Gall Manuscripts,ark:/21198/zz0028n29j,ark:/21198/zz0015vcjk,2,Completed,Work,stgall/text/masters/21198-zz0028n29j-1-master.xml,,,paged,,,,text,,,Manuscripts,,,,,Badische Landesbibliothek Karlsruhe,,"Karlsruhe, Badische Landesbibliothek, Perg. Aug. 240",https://digital.blb-karlsruhe.de/i3f/v20/4612572/manifest,https://digital.blb-karlsruhe.de/blbhs/content/titleinfo/4612572,,,,,,,,,,,
St Gall Manuscripts,ark:/21198/zz001804ns,ark:/21198/zz0015vcjk,2,Completed,Work,stgall/text/masters/21198-zz001804ns-1-master.xml,,,paged,,,,text,,,Manuscripts,,,,,Badische Landesbibliothek Karlsruhe,,"Karlsruhe, Badische Landesbibliothek, Perg. Aug. 241",https://digital.blb-karlsruhe.de/i3f/v20/20878/manifest,https://digital.blb-karlsruhe.de/blbhs/content/titleinfo/20878,,,ltr,,Aug. 241,,,,,,
St Gall Manuscripts,ark:/21198/zz0028n2b2,ark:/21198/zz0015vcjk,2,Completed,Work,stgall/text/masters/21198-zz0028n2b2-1-master.xml,,,paged,,,,text,,,Manuscripts,,,,,Badische Landesbibliothek Karlsruhe,,"Karlsruhe, Badische Landesbibliothek, Perg. Aug. 245",https://digital.blb-karlsruhe.de/i3f/v20/4612582/manifest,https://digital.blb-karlsruhe.de/blbhs/content/titleinfo/4612582,,,,,,,,,,,
St Gall Manuscripts,ark:/21198/zz0028n2ck,ark:/21198/zz0015vcjk,2,Completed,Work,stgall/text/masters/21198-zz0028n2ck-1-master.xml,,,paged,,,,text,,,Manuscripts,,,,,Badische Landesbibliothek Karlsruhe,,"Karlsruhe, Badische Landesbibliothek, Perg. Aug. 251",https://digital.blb-karlsruhe.de/i3f/v20/4612592/manifest,https://digital.blb-karlsruhe.de/blbhs/content/titleinfo/4612592,,,,,,,,,,,
St Gall Manuscripts,ark:/21198/zz001804p9,ark:/21198/zz0015vcjk,2,Completed,Work,stgall/text/masters/21198-zz001804p9-1-master.xml,,,paged,,,,text,,,Manuscripts,,,,,Badische Landesbibliothek Karlsruhe,,"Karlsruhe, Badische Landesbibliothek, Perg. Aug. 253",https://digital.blb-karlsruhe.de/i3f/v20/20478/manifest,https://digital.blb-karlsruhe.de/blbhs/content/titleinfo/20478,,,ltr,,Aug. 253,,,,,,
St Gall Manuscripts,ark:/21198/zz001drdh3,ark:/21198/zz0015vcjk,2,Completed,Work,stgall/text/masters/21198-zz001drdh3-1-master.xml,,,paged,,,,text,,,Manuscripts,,,,,Badische Landesbibliothek Karlsruhe,,"Karlsruhe, Badische Landesbibliothek, Perg. Aug. 254",https://digital.blb-karlsruhe.de/i3f/v20/20511/manifest,https://digital.blb-karlsruhe.de/blbhs/content/titleinfo/20511,,,ltr,,,,,,,,
St Gall Manuscripts,ark:/21198/zz00289pmd,ark:/21198/zz0015vcjk,2,Completed,Work,stgall/text/masters/21198-zz00289pmd-1-master.xml,,,paged,,,,text,,,Manuscripts,,,,,Badische Landesbibliothek Karlsruhe,,"Karlsruhe, Badische Landesbibliothek, Perg. Aug. 26",https://digital.blb-karlsruhe.de/i3f/v20/3734269/manifest,https://digital.blb-karlsruhe.de/blbhs/content/titleinfo/3734269,,,,,,,,,,,
St Gall Manuscripts,ark:/21198/zz00289pnx,ark:/21198/zz0015vcjk,2,Completed,Work,stgall/text/masters/21198-zz00289pnx-1-master.xml,,,paged,,,,text,,,Manuscripts,,,,,Badische Landesbibliothek Karlsruhe,,"Karlsruhe, Badische Landesbibliothek, Perg. Aug. 29",https://digital.blb-karlsruhe.de/i3f/v20/509090/manifest,https://digital.blb-karlsruhe.de/blbhs/content/titleinfo/509090,,,,,,,,,,,
St Gall Manuscripts,ark:/21198/zz00289pgb,ark:/21198/zz0015vcjk,2,Completed,Work,stgall/text/masters/21198-zz00289pgb-1-master.xml,,,paged,,,,text,,,Manuscripts,,,,,Badische Landesbibliothek Karlsruhe,,"Karlsruhe, Badische Landesbibliothek, Perg. Aug. 3",https://digital.blb-karlsruhe.de/i3f/v20/4590951/manifest,https://digital.blb-karlsruhe.de/blbhs/content/titleinfo/4590951,,,,,,,,,,,
St Gall Manuscripts,ark:/21198/zz00289ppf,ark:/21198/zz0015vcjk,2,Completed,Work,stgall/text/masters/21198-zz00289ppf-1-master.xml,,,paged,,,,text,,,Manuscripts,,,,,Badische Landesbibliothek Karlsruhe,,"Karlsruhe, Badische Landesbibliothek, Perg. Aug. 31",https://digital.blb-karlsruhe.de/i3f/v20/4344815/manifest,https://digital.blb-karlsruhe.de/blbhs/content/titleinfo/4344815,,,,,,,,,,,
St Gall Manuscripts,ark:/21198/zz00289pqz,ark:/21198/zz0015vcjk,2,Completed,Work,stgall/text/masters/21198-zz00289pqz-1-master.xml,,,paged,,,,text,,,Manuscripts,,,,,Badische Landesbibliothek Karlsruhe,,"Karlsruhe, Badische Landesbibliothek, Perg. Aug. 32",https://digital.blb-karlsruhe.de/i3f/v20/3413876/manifest,https://digital.blb-karlsruhe.de/blbhs/content/titleinfo/3413876,,,,,,,,,,,
St Gall Manuscripts,ark:/21198/zz00289prg,ark:/21198/zz0015vcjk,2,Completed,Work,stgall/text/masters/21198-zz00289prg-1-master.xml,,,paged,,,,text,,,Manuscripts,,,,,Badische Landesbibliothek Karlsruhe,,"Karlsruhe, Badische Landesbibliothek, Perg. Aug. 35",https://digital.blb-karlsruhe.de/i3f/v20/4361442/manifest,https://digital.blb-karlsruhe.de/blbhs/content/titleinfo/4361442,,,,,,,,,,,
St Gall Manuscripts,ark:/21198/zz00289ps0,ark:/21198/zz0015vcjk,2,Completed,Work,stgall/text/masters/21198-zz00289ps0-1-master.xml,,,paged,,,,text,,,Manuscripts,,,,,Badische Landesbibliothek Karlsruhe,,"Karlsruhe, Badische Landesbibliothek, Perg. Aug. 38",https://digital.blb-karlsruhe.de/i3f/v20/4391478/manifest,https://digital.blb-karlsruhe.de/blbhs/content/titleinfo/4391478,,,,,,,,,,,
St Gall Manuscripts,ark:/21198/zz00289phv,ark:/21198/zz0015vcjk,2,Completed,Work,stgall/text/masters/21198-zz00289phv-1-master.xml,,,paged,,,,text,,,Manuscripts,,,,,Badische Landesbibliothek Karlsruhe,,"Karlsruhe, Badische Landesbibliothek, Perg. Aug. 4",https://digital.blb-karlsruhe.de/i3f/v20/4590945/manifest,https://digital.blb-karlsruhe.de/blbhs/content/titleinfo/4590945,,,,,,,,,,,
St Gall Manuscripts,ark:/21198/zz00289pth,ark:/21198/zz0015vcjk,2,Completed,Work,stgall/text/masters/21198-zz00289pth-1-master.xml,,,paged,,,,text,,,Manuscripts,,,,,Badische Landesbibliothek Karlsruhe,,"Karlsruhe, Badische Landesbibliothek, Perg. Aug. 43",https://digital.blb-karlsruhe.de/i3f/v20/3380004/manifest,https://digital.blb-karlsruhe.de/blbhs/content/titleinfo/3380004,,,,,,,,,,,
St Gall Manuscripts,ark:/21198/zz00289pv1,ark:/21198/zz0015vcjk,2,Completed,Work,stgall/text/masters/21198-zz00289pv1-1-master.xml,,,paged,,,,text,,,Manuscripts,,,,,Badische Landesbibliothek Karlsruhe,,"Karlsruhe, Badische Landesbibliothek, Perg. Aug. 45",https://digital.blb-karlsruhe.de/i3f/v20/4590960/manifest,https://digital.blb-karlsruhe.de/blbhs/content/titleinfo/4590960,,,,,,,,,,,
St Gall Manuscripts,ark:/21198/zz001803wx,ark:/21198/zz0015vcjk,2,Completed,Work,stgall/text/masters/21198-zz001803wx-1-master.xml,,,paged,,,,text,,,Manuscripts,,,,,Badische Landesbibliothek Karlsruhe,,"Karlsruhe, Badische Landesbibliothek, Perg. Aug. 55",https://digital.blb-karlsruhe.de/i3f/v20/20892/manifest,https://digital.blb-karlsruhe.de/blbhs/content/titleinfo/20892,,,ltr,,Aug. 55,,,,,,
St Gall Manuscripts,ark:/21198/zz00289pwj,ark:/21198/zz0015vcjk,2,Completed,Work,stgall/text/masters/21198-zz00289pwj-1-master.xml,,,paged,,,,text,,,Manuscripts,,,,,Badische Landesbibliothek Karlsruhe,,"Karlsruhe, Badische Landesbibliothek, Perg. Aug. 60",https://digital.blb-karlsruhe.de/i3f/v20/1253122/manifest,https://digital.blb-karlsruhe.de/blbhs/content/titleinfo/1253122,,,,,,,,,,,
St Gall Manuscripts,ark:/21198/zz001803xf,ark:/21198/zz0015vcjk,2,Completed,Work,stgall/text/masters/21198-zz001803xf-1-master.xml,,,paged,,,,text,,,Manuscripts,,,,,Badische Landesbibliothek Karlsruhe,,"Karlsruhe, Badische Landesbibliothek, Perg. Aug. 64",https://digital.blb-karlsruhe.de/i3f/v20/20057/manifest,https://digital.blb-karlsruhe.de/blbhs/content/titleinfo/20057,,,ltr,,Aug. 64,,,,,,
St Gall Manuscripts,ark:/21198/zz0017n198,ark:/21198/zz0015vcjk,2,Completed,Work,stgall/text/masters/21198-zz0017n198-1-master.xml,,,paged,,,,text,,,Manuscripts,,,,,Badische Landesbibliothek Karlsruhe,,"Karlsruhe, Badische Landesbibliothek, Perg. Aug. 69",https://digital.blb-karlsruhe.de/i3f/v20/19692/manifest,https://digital.blb-karlsruhe.de/blbhs/content/titleinfo/19692,,,ltr,,Aug. 69,,,,,,
St Gall Manuscripts,ark:/21198/zz001803zz,ark:/21198/zz0015vcjk,2,Completed,Work,stgall/text/masters/21198-zz001803zz-1-master.xml,,,paged,,,,text,,,Manuscripts,,,,,Badische Landesbibliothek Karlsruhe,,"Karlsruhe, Badische Landesbibliothek, Perg. Aug. 72",https://digital.blb-karlsruhe.de/i3f/v20/20649/manifest,https://digital.blb-karlsruhe.de/blbhs/content/titleinfo/20649,,,ltr,,Aug. 72,,,,,,
St Gall Manuscripts,ark:/21198/zz002940vj,ark:/21198/zz0015vcjk,2,Completed,Work,stgall/text/masters/21198-zz002940vj-1-master.xml,,,paged,,,,text,,,Manuscripts,,,,,Badische Landesbibliothek Karlsruhe,,"Karlsruhe, Badische Landesbibliothek, Perg. Aug. 73",https://digital.blb-karlsruhe.de/i3f/v20/166821/manifest,https://digital.blb-karlsruhe.de/blbhs/content/titleinfo/166821,,,,,,,,,,,
St Gall Manuscripts,ark:/21198/zz0018040z,ark:/21198/zz0015vcjk,2,Completed,Work,stgall/text/masters/21198-zz0018040z-1-master.xml,,,paged,,,,text,,,Manuscripts,,,,,Badische Landesbibliothek Karlsruhe,,"Karlsruhe, Badische Landesbibliothek, Perg. Aug. 74",https://digital.blb-karlsruhe.de/i3f/v20/20248/manifest,https://digital.blb-karlsruhe.de/blbhs/content/titleinfo/20248,,,ltr,,Aug. 74,,,,,,
St Gall Manuscripts,ark:/21198/zz00180420,ark:/21198/zz0015vcjk,2,Completed,Work,stgall/text/masters/21198-zz00180420-1-master.xml,,,paged,,,,text,,,Manuscripts,,,,,Badische Landesbibliothek Karlsruhe,,"Karlsruhe, Badische Landesbibliothek, Perg. Aug. 76",https://digital.blb-karlsruhe.de/i3f/v20/20257/manifest,https://digital.blb-karlsruhe.de/blbhs/content/titleinfo/20257,,,ltr,,Aug. 76,,,,,,
St Gall Manuscripts,ark:/21198/zz001804qt,ark:/21198/zz0015vcjk,2,Completed,Work,stgall/text/masters/21198-zz001804qt-1-master.xml,,,paged,,,,text,,,Manuscripts,,,,,Badische Landesbibliothek Karlsruhe,,"Karlsruhe, Badische Landesbibliothek, Perg. Aug. 81",https://digital.blb-karlsruhe.de/i3f/v20/20621/manifest,https://digital.blb-karlsruhe.de/blbhs/content/titleinfo/20621,,,ltr,,Aug. 81,,,,,,
St Gall Manuscripts,ark:/21198/zz0018041g,ark:/21198/zz0015vcjk,2,Completed,Work,stgall/text/masters/21198-zz0018041g-1-master.xml,,,paged,,,,text,,,Manuscripts,,,,,Badische Landesbibliothek Karlsruhe,,"Karlsruhe, Badische Landesbibliothek, Perg. Aug. 85",https://digital.blb-karlsruhe.de/i3f/v20/19784/manifest,https://digital.blb-karlsruhe.de/blbhs/content/titleinfo/19784,,,ltr,,Aug. 85,,,,,,
St Gall Manuscripts,ark:/21198/zz0018043h,ark:/21198/zz0015vcjk,2,Completed,Work,stgall/text/masters/21198-zz0018043h-1-master.xml,,,paged,,,,text,,,Manuscripts,,,,,Badische Landesbibliothek Karlsruhe,,"Karlsruhe, Badische Landesbibliothek, Perg. Aug. 92",https://digital.blb-karlsruhe.de/i3f/v20/20206/manifest,https://digital.blb-karlsruhe.de/blbhs/content/titleinfo/20206,,,ltr,,Aug. 92,,,,,,
St Gall Manuscripts,ark:/21198/zz0017n1bs,ark:/21198/zz0015vcjk,2,Completed,Work,stgall/text/masters/21198-zz0017n1bs-1-master.xml,,,paged,,,,text,,,Manuscripts,,,,,Badische Landesbibliothek Karlsruhe,,"Karlsruhe, Badische Landesbibliothek, Perg. Aug. 94",https://digital.blb-karlsruhe.de/i3f/v20/20221/manifest,https://digital.blb-karlsruhe.de/blbhs/content/titleinfo/20221,,,ltr,,Aug. 94,,,,,,
St Gall Manuscripts,ark:/21198/zz0017n1c9,ark:/21198/zz0015vcjk,2,Completed,Work,stgall/text/masters/21198-zz0017n1c9-1-master.xml,,,paged,,,,text,,,Manuscripts,,,,,Badische Landesbibliothek Karlsruhe,,"Karlsruhe, Badische Landesbibliothek, Perg. Aug. 98",https://digital.blb-karlsruhe.de/i3f/v20/20662/manifest,https://digital.blb-karlsruhe.de/blbhs/content/titleinfo/20662,,,ltr,,Aug. 98,,,,,,
St Gall Manuscripts,ark:/21198/zz001804fp,ark:/21198/zz0015vcjk,2,Completed,Work,stgall/text/masters/21198-zz001804fp-1-master.xml,,,paged,,,,text,,,Manuscripts,,,,,Badische Landesbibliothek Karlsruhe,,"Karlsruhe, Badische Landesbibliothek. Perg. Aug. 200",https://digital.blb-karlsruhe.de/i3f/v20/20084/manifest,https://digital.blb-karlsruhe.de/blbhs/content/titleinfo/20084,,,ltr,,Aug. 200,,,,,,
