"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Duplicate","Delete in Title","Visibility","viewingHint","Thumbnail","Type.typeOfResource","Rights.copyrightStatus","Rights.publicationStatus","Language","Name.repository","AltTitle.uniform","Description.note","Summary","Title","Alt ID.local","Opac url","Finding Aid URL","Bucketeer State","IIIF Access URL"
"Mikels (Elaine) Papers","ark:/21198/zz002dwb75/j883qd6w","ark:/21198/zz002dwb75","","","Page","elaine_mikels/image/srgb/CSW_Mazer_Elaine_Mikels_F13_030A.tif","2","","","private","","","","","","","","","","","Back","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dwb75%2Fj883qd6w"
"Mikels (Elaine) Papers","ark:/21198/zz002dwb75/xm56mw0b","ark:/21198/zz002dwb75","","","Page","elaine_mikels/image/srgb/CSW_Mazer_Elaine_Mikels_F13_030.tif","1","","","private","","","","","","","","","","","Front","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dwb75%2Fxm56mw0b"
"Mikels (Elaine) Papers","ark:/21198/zz002dwb8p/5t50gh2h","ark:/21198/zz002dwb8p","","","Page","elaine_mikels/image/srgb/CSW_Mazer_Elaine_Mikels_F13_031A.tif","2","","","private","","","","","","","","","","","Back","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dwb8p%2F5t50gh2h"
"Mikels (Elaine) Papers","ark:/21198/zz002dwb8p/jz16x19m","ark:/21198/zz002dwb8p","","","Page","elaine_mikels/image/srgb/CSW_Mazer_Elaine_Mikels_F13_031.tif","1","","","private","","","","","","","","","","","Front","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dwb8p%2Fjz16x19m"
"Mikels (Elaine) Papers","ark:/21198/zz002dwb96/6035tx0w","ark:/21198/zz002dwb96","","","Page","elaine_mikels/image/srgb/CSW_Mazer_Elaine_Mikels_F13_032.tif","1","","","private","","","","","","","","","","","Front","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dwb96%2F6035tx0w"
"Mikels (Elaine) Papers","ark:/21198/zz002dwb96/9839239t","ark:/21198/zz002dwb96","","","Page","elaine_mikels/image/srgb/CSW_Mazer_Elaine_Mikels_F13_032A.tif","2","","","private","","","","","","","","","","","Back","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dwb96%2F9839239t"
"Mikels (Elaine) Papers","ark:/21198/zz002dwbkb/dd81175z","ark:/21198/zz002dwbkb","","","Page","elaine_mikels/image/srgb/CSW_Mazer_Elaine_Mikels_F13_040.tif","1","","","private","","","","","","","","","","","Front","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dwbkb%2Fdd81175z"
"Mikels (Elaine) Papers","ark:/21198/zz002dwbkb/mf01b529","ark:/21198/zz002dwbkb","","","Page","elaine_mikels/image/srgb/CSW_Mazer_Elaine_Mikels_F13_040A.tif","2","","","private","","","","","","","","","","","Back","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dwbkb%2Fmf01b529"
"Mikels (Elaine) Papers","ark:/21198/zz002dwbmv/n504669m","ark:/21198/zz002dwbmv","","","Page","elaine_mikels/image/srgb/CSW_Mazer_Elaine_Mikels_F13_041.tif","1","","","private","","","","","","","","","","","Front","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dwbmv%2Fn504669m"
"Mikels (Elaine) Papers","ark:/21198/zz002dwbmv/z845km6t","ark:/21198/zz002dwbmv","","","Page","elaine_mikels/image/srgb/CSW_Mazer_Elaine_Mikels_F13_041A.tif","2","","","private","","","","","","","","","","","Back","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dwbmv%2Fz845km6t"
"Mikels (Elaine) Papers","ark:/21198/zz002dwbnc/3j539d5p","ark:/21198/zz002dwbnc","","","Page","elaine_mikels/image/srgb/CSW_Mazer_Elaine_Mikels_F13_042.tif","1","","","private","","","","","","","","","","","Front","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dwbnc%2F3j539d5p"
"Mikels (Elaine) Papers","ark:/21198/zz002dwbnc/j410z060","ark:/21198/zz002dwbnc","","","Page","elaine_mikels/image/srgb/CSW_Mazer_Elaine_Mikels_F13_042A.tif","2","","","private","","","","","","","","","","","Back","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dwbnc%2Fj410z060"
"Mikels (Elaine) Papers","ark:/21198/zz002dwbpw/7536cf16","ark:/21198/zz002dwbpw","","","Page","elaine_mikels/image/srgb/CSW_Mazer_Elaine_Mikels_F13_043.tif","1","","","private","","","","","","","","","","","Front","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dwbpw%2F7536cf16"
"Mikels (Elaine) Papers","ark:/21198/zz002dwbpw/dz357q85","ark:/21198/zz002dwbpw","","","Page","elaine_mikels/image/srgb/CSW_Mazer_Elaine_Mikels_F13_043A.tif","2","","","private","","","","","","","","","","","Back","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dwbpw%2Fdz357q85"
"Mikels (Elaine) Papers","ark:/21198/zz002dwbqd/sc10sx9q","ark:/21198/zz002dwbqd","","","Page","elaine_mikels/image/srgb/CSW_Mazer_Elaine_Mikels_F13_044.tif","1","","","private","","","","","","","","","","","Front","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dwbqd%2Fsc10sx9q"
"Mikels (Elaine) Papers","ark:/21198/zz002dwbqd/ss414c0n","ark:/21198/zz002dwbqd","","","Page","elaine_mikels/image/srgb/CSW_Mazer_Elaine_Mikels_F13_044A.tif","2","","","private","","","","","","","","","","","Back","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dwbqd%2Fss414c0n"
"Mikels (Elaine) Papers","ark:/21198/zz002dwbrx/8g69t11c","ark:/21198/zz002dwbrx","","","Page","elaine_mikels/image/srgb/CSW_Mazer_Elaine_Mikels_F13_045.tif","1","","","private","","","","","","","","","","","Front","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dwbrx%2F8g69t11c"
"Mikels (Elaine) Papers","ark:/21198/zz002dwbrx/gz43vn5q","ark:/21198/zz002dwbrx","","","Page","elaine_mikels/image/srgb/CSW_Mazer_Elaine_Mikels_F13_045A.tif","2","","","private","","","","","","","","","","","Back","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dwbrx%2Fgz43vn5q"
"Mikels (Elaine) Papers","ark:/21198/zz002dwbsf/2m01w84v","ark:/21198/zz002dwbsf","","","Page","elaine_mikels/image/srgb/CSW_Mazer_Elaine_Mikels_F13_046A.tif","2","","","private","","","","","","","","","","","Back","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dwbsf%2F2m01w84v"
"Mikels (Elaine) Papers","ark:/21198/zz002dwbsf/jq364n9n","ark:/21198/zz002dwbsf","","","Page","elaine_mikels/image/srgb/CSW_Mazer_Elaine_Mikels_F13_046.tif","1","","","private","","","","","","","","","","","Front","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dwbsf%2Fjq364n9n"
"Mikels (Elaine) Papers","ark:/21198/zz002dwbtz/6z821j7r","ark:/21198/zz002dwbtz","","","Page","elaine_mikels/image/srgb/CSW_Mazer_Elaine_Mikels_F14_001.tif","1","","","private","","","","","","","","","","","Front","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dwbtz%2F6z821j7r"
"Mikels (Elaine) Papers","ark:/21198/zz002dwbtz/s549n95s","ark:/21198/zz002dwbtz","","","Page","elaine_mikels/image/srgb/CSW_Mazer_Elaine_Mikels_F14_001A.tif","2","","","private","","","","","","","","","","","Back","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dwbtz%2Fs549n95s"
"Mikels (Elaine) Papers","ark:/21198/zz002dwbxh/mp88fg0g","ark:/21198/zz002dwbxh","","","Page","elaine_mikels/image/srgb/CSW_Mazer_Elaine_Mikels_F14_004.tif","1","","","private","","","","","","","","","","","Front","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dwbxh%2Fmp88fg0g"
"Mikels (Elaine) Papers","ark:/21198/zz002dwbxh/z9396c0b","ark:/21198/zz002dwbxh","","","Page","elaine_mikels/image/srgb/CSW_Mazer_Elaine_Mikels_F14_004A.tif","2","","","private","","","","","","","","","","","Back","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dwbxh%2Fz9396c0b"
"Mikels (Elaine) Papers","ark:/21198/zz002dwbz1/2r85vc2q","ark:/21198/zz002dwbz1","","","Page","elaine_mikels/image/srgb/CSW_Mazer_Elaine_Mikels_F14_005.tif","1","","","private","","","","","","","","","","","Front","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dwbz1%2F2r85vc2q"
"Mikels (Elaine) Papers","ark:/21198/zz002dwbz1/gd638m4p","ark:/21198/zz002dwbz1","","","Page","elaine_mikels/image/srgb/CSW_Mazer_Elaine_Mikels_F14_005A.tif","2","","","private","","","","","","","","","","","Back","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dwbz1%2Fgd638m4p"
"Mikels (Elaine) Papers","ark:/21198/zz002dwcx0/d195792f","ark:/21198/zz002dwcx0","","","Page","elaine_mikels/image/srgb/CSW_Mazer_Elaine_Mikels_F7_003.tif","1","","","private","","","","","","","","","","","Front","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dwcx0%2Fd195792f"
"Mikels (Elaine) Papers","ark:/21198/zz002dwcx0/rm262m3s","ark:/21198/zz002dwcx0","","","Page","elaine_mikels/image/srgb/CSW_Mazer_Elaine_Mikels_F7_003A.tif","2","","","private","","","","","","","","","","","Back","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dwcx0%2Frm262m3s"
"Mikels (Elaine) Papers","ark:/21198/zz002dwczh/c8064h46","ark:/21198/zz002dwczh","","","Page","elaine_mikels/image/srgb/CSW_Mazer_Elaine_Mikels_F7_004A.tif","2","","","private","","","","","","","","","","","Back","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dwczh%2Fc8064h46"
"Mikels (Elaine) Papers","ark:/21198/zz002dwczh/x315b48v","ark:/21198/zz002dwczh","","","Page","elaine_mikels/image/srgb/CSW_Mazer_Elaine_Mikels_F7_004.tif","1","","","private","","","","","","","","","","","Front","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dwczh%2Fx315b48v"
"Mikels (Elaine) Papers","ark:/21198/zz002dwd0h/27312v5h","ark:/21198/zz002dwd0h","","","Page","elaine_mikels/image/srgb/CSW_Mazer_Elaine_Mikels_F7_005A.tif","2","","","private","","","","","","","","","","","Back","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dwd0h%2F27312v5h"
"Mikels (Elaine) Papers","ark:/21198/zz002dwd0h/m382x89t","ark:/21198/zz002dwd0h","","","Page","elaine_mikels/image/srgb/CSW_Mazer_Elaine_Mikels_F7_005.tif","1","","","private","","","","","","","","","","","Front","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dwd0h%2Fm382x89t"
"Mikels (Elaine) Papers","ark:/21198/zz002dwd2j/8f97qh9v","ark:/21198/zz002dwd2j","","","Page","elaine_mikels/image/srgb/CSW_Mazer_Elaine_Mikels_F7_007.tif","1","","","private","","","","","","","","","","","Front","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dwd2j%2F8f97qh9v"
"Mikels (Elaine) Papers","ark:/21198/zz002dwd2j/w2232j5n","ark:/21198/zz002dwd2j","","","Page","elaine_mikels/image/srgb/CSW_Mazer_Elaine_Mikels_F7_007A.tif","2","","","private","","","","","","","","","","","Back","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dwd2j%2Fw2232j5n"
"Mikels (Elaine) Papers","ark:/21198/zz002dwd32/f323hh4d","ark:/21198/zz002dwd32","","","Page","elaine_mikels/image/srgb/CSW_Mazer_Elaine_Mikels_F7_008A.tif","2","","","private","","","","","","","","","","","Back","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dwd32%2Ff323hh4d"
"Mikels (Elaine) Papers","ark:/21198/zz002dwd32/q413c62b","ark:/21198/zz002dwd32","","","Page","elaine_mikels/image/srgb/CSW_Mazer_Elaine_Mikels_F7_008.tif","1","","","private","","","","","","","","","","","Front","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dwd32%2Fq413c62b"
"Mikels (Elaine) Papers","ark:/21198/zz002dwd4k/1r92wx6v","ark:/21198/zz002dwd4k","","","Page","elaine_mikels/image/srgb/CSW_Mazer_Elaine_Mikels_F7_009A.tif","2","","","private","","","","","","","","","","","Back","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dwd4k%2F1r92wx6v"
"Mikels (Elaine) Papers","ark:/21198/zz002dwd4k/8w87wx7t","ark:/21198/zz002dwd4k","","","Page","elaine_mikels/image/srgb/CSW_Mazer_Elaine_Mikels_F7_009.tif","1","","","private","","","","","","","","","","","Front","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dwd4k%2F8w87wx7t"
"Mikels (Elaine) Papers","ark:/21198/zz002dwfcp/mx21zx2g","ark:/21198/zz002dwfcp","","","Page","elaine_mikels/image/srgb/CSW_Mazer_Elaine_Mikels_F9_001A.tif","2","","","private","","","","","","","","","","","Back","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dwfcp%2Fmx21zx2g"
"Mikels (Elaine) Papers","ark:/21198/zz002dwfcp/tk05sw6z","ark:/21198/zz002dwfcp","","","Page","elaine_mikels/image/srgb/CSW_Mazer_Elaine_Mikels_F9_001.tif","1","","","private","","","","","","","","","","","Front","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dwfcp%2Ftk05sw6z"
"Mikels (Elaine) Papers","ark:/21198/zz002dwfks/cq791v6m","ark:/21198/zz002dwfks","","","Page","elaine_mikels/image/srgb/CSW_Mazer_Elaine_Mikels_F9_007A.tif","2","","","private","","","","","","","","","","","Back","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dwfks%2Fcq791v6m"
"Mikels (Elaine) Papers","ark:/21198/zz002dwfks/ht95rk4w","ark:/21198/zz002dwfks","","","Page","elaine_mikels/image/srgb/CSW_Mazer_Elaine_Mikels_F9_007.tif","1","","","private","","","","","","","","","","","Front","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dwfks%2Fht95rk4w"
"Mikels (Elaine) Papers","ark:/21198/zz002dwfpb/2f66sc6z","ark:/21198/zz002dwfpb","","","Page","elaine_mikels/image/srgb/CSW_Mazer_Elaine_Mikels_F9_010A.tif","2","","","private","","","","","","","","","","","Back","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dwfpb%2F2f66sc6z"
"Mikels (Elaine) Papers","ark:/21198/zz002dwfpb/n0849q08","ark:/21198/zz002dwfpb","","","Page","elaine_mikels/image/srgb/CSW_Mazer_Elaine_Mikels_F9_010.tif","1","","","private","","","","","","","","","","","Front","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dwfpb%2Fn0849q08"
