"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Duplicate","Delete in Title","Visibility","viewingHint","Thumbnail","Type.typeOfResource","Rights.copyrightStatus","Rights.publicationStatus","Language","Name.repository","AltTitle.uniform","Description.note","Summary","Subject","Title","Alt ID.local","Opac url","Finding Aid URL","Bucketeer State","IIIF Access URL","IIIF Manifest URL"
"Mikels (Elaine) Papers","ark:/21198/zz002dw1bc","ark:/21198/zz002ctf79","10","Completed with minimal metadata","Work","elaine_mikels/image/srgb/CSW_Mazer_Elaine_Mikels_F03_011.tif","","","","private","","","still image","unknown","unknown","zxx","June L. Mazer Lesbian Archives","","","","","CSW_Mazer_Elaine_Mikels_F03_011","CSW_Mazer_Elaine_Mikels_F03_011","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dw1bc","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002dw1bc/manifest"
"Mikels (Elaine) Papers","ark:/21198/zz002dw1cw","ark:/21198/zz002ctf79","10","Completed with minimal metadata","Work","elaine_mikels/image/srgb/CSW_Mazer_Elaine_Mikels_F03_012.tif","","","","private","","","still image","unknown","unknown","zxx","June L. Mazer Lesbian Archives","","","","","CSW_Mazer_Elaine_Mikels_F03_012","CSW_Mazer_Elaine_Mikels_F03_012","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dw1cw","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002dw1cw/manifest"
"Mikels (Elaine) Papers","ark:/21198/zz002dw1fx","ark:/21198/zz002ctf79","10","Completed with minimal metadata","Work","elaine_mikels/image/srgb/CSW_Mazer_Elaine_Mikels_F03_014.tif","","","","private","","","still image","unknown","unknown","zxx","June L. Mazer Lesbian Archives","","","","","CSW_Mazer_Elaine_Mikels_F03_014","CSW_Mazer_Elaine_Mikels_F03_014","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dw1fx","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002dw1fx/manifest"
"Mikels (Elaine) Papers","ark:/21198/zz002dw1gf","ark:/21198/zz002ctf79","10","Completed with minimal metadata","Work","elaine_mikels/image/srgb/CSW_Mazer_Elaine_Mikels_F03_015.tif","","","","private","","","still image","unknown","unknown","zxx","June L. Mazer Lesbian Archives","","","","","CSW_Mazer_Elaine_Mikels_F03_015","CSW_Mazer_Elaine_Mikels_F03_015","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dw1gf","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002dw1gf/manifest"
"Mikels (Elaine) Papers","ark:/21198/zz002dw1hz","ark:/21198/zz002ctf79","10","Completed with minimal metadata","Work","elaine_mikels/image/srgb/CSW_Mazer_Elaine_Mikels_F03_016.tif","","","","private","","","still image","unknown","unknown","zxx","June L. Mazer Lesbian Archives","","","","","CSW_Mazer_Elaine_Mikels_F03_016","CSW_Mazer_Elaine_Mikels_F03_016","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dw1hz","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002dw1hz/manifest"
"Mikels (Elaine) Papers","ark:/21198/zz002dw1jg","ark:/21198/zz002ctf79","10","Completed with minimal metadata","Work","elaine_mikels/image/srgb/CSW_Mazer_Elaine_Mikels_F03_017.tif","","","","private","","","still image","unknown","unknown","zxx","June L. Mazer Lesbian Archives","","","","","CSW_Mazer_Elaine_Mikels_F03_017","CSW_Mazer_Elaine_Mikels_F03_017","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dw1jg","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002dw1jg/manifest"
"Mikels (Elaine) Papers","ark:/21198/zz002dw1k0","ark:/21198/zz002ctf79","10","Completed with minimal metadata","Work","elaine_mikels/image/srgb/CSW_Mazer_Elaine_Mikels_F04_001.tif","","","","private","","","still image","unknown","unknown","zxx","June L. Mazer Lesbian Archives","","","","","CSW_Mazer_Elaine_Mikels_F04_001","CSW_Mazer_Elaine_Mikels_F04_001","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dw1k0","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002dw1k0/manifest"
"Mikels (Elaine) Papers","ark:/21198/zz002dw1mh","ark:/21198/zz002ctf79","10","Completed with minimal metadata","Work","elaine_mikels/image/srgb/CSW_Mazer_Elaine_Mikels_F04_002.tif","","","","private","","","still image","unknown","unknown","zxx","June L. Mazer Lesbian Archives","","","","","CSW_Mazer_Elaine_Mikels_F04_002","CSW_Mazer_Elaine_Mikels_F04_002","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dw1mh","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002dw1mh/manifest"
"Mikels (Elaine) Papers","ark:/21198/zz002dw1n1","ark:/21198/zz002ctf79","10","Completed with minimal metadata","Work","elaine_mikels/image/srgb/CSW_Mazer_Elaine_Mikels_F04_003.tif","","","","private","","","still image","unknown","unknown","zxx","June L. Mazer Lesbian Archives","","","","","CSW_Mazer_Elaine_Mikels_F04_003","CSW_Mazer_Elaine_Mikels_F04_003","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dw1n1","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002dw1n1/manifest"
"Mikels (Elaine) Papers","ark:/21198/zz002dw1pj","ark:/21198/zz002ctf79","10","Completed with minimal metadata","Work","elaine_mikels/image/srgb/CSW_Mazer_Elaine_Mikels_F04_004.tif","","","","private","","","still image","unknown","unknown","zxx","June L. Mazer Lesbian Archives","","","","","CSW_Mazer_Elaine_Mikels_F04_004","CSW_Mazer_Elaine_Mikels_F04_004","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dw1pj","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002dw1pj/manifest"
"Mikels (Elaine) Papers","ark:/21198/zz002dw1q2","ark:/21198/zz002ctf79","10","Completed with minimal metadata","Work","elaine_mikels/image/srgb/CSW_Mazer_Elaine_Mikels_F04_005.tif","","","","private","","","still image","unknown","unknown","zxx","June L. Mazer Lesbian Archives","","","","","CSW_Mazer_Elaine_Mikels_F04_005","CSW_Mazer_Elaine_Mikels_F04_005","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dw1q2","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002dw1q2/manifest"
"Mikels (Elaine) Papers","ark:/21198/zz002dw1rk","ark:/21198/zz002ctf79","10","Completed with minimal metadata","Work","elaine_mikels/image/srgb/CSW_Mazer_Elaine_Mikels_F04_006.tif","","","","private","","","still image","unknown","unknown","zxx","June L. Mazer Lesbian Archives","","","","","CSW_Mazer_Elaine_Mikels_F04_006","CSW_Mazer_Elaine_Mikels_F04_006","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dw1rk","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002dw1rk/manifest"
"Mikels (Elaine) Papers","ark:/21198/zz002dw1s3","ark:/21198/zz002ctf79","10","Completed with minimal metadata","Work","elaine_mikels/image/srgb/CSW_Mazer_Elaine_Mikels_F04_007.tif","","","","private","","","still image","unknown","unknown","zxx","June L. Mazer Lesbian Archives","","","","","CSW_Mazer_Elaine_Mikels_F04_007","CSW_Mazer_Elaine_Mikels_F04_007","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dw1s3","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002dw1s3/manifest"
"Mikels (Elaine) Papers","ark:/21198/zz002dw1tm","ark:/21198/zz002ctf79","10","Completed with minimal metadata","Work","elaine_mikels/image/srgb/CSW_Mazer_Elaine_Mikels_F04_008.tif","","","","private","","","still image","unknown","unknown","zxx","June L. Mazer Lesbian Archives","","","","","CSW_Mazer_Elaine_Mikels_F04_008","CSW_Mazer_Elaine_Mikels_F04_008","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dw1tm","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002dw1tm/manifest"
"Mikels (Elaine) Papers","ark:/21198/zz002dw1v4","ark:/21198/zz002ctf79","10","Completed with minimal metadata","Work","elaine_mikels/image/srgb/CSW_Mazer_Elaine_Mikels_F04_009.tif","","","","private","","","still image","unknown","unknown","zxx","June L. Mazer Lesbian Archives","","","","","CSW_Mazer_Elaine_Mikels_F04_009","CSW_Mazer_Elaine_Mikels_F04_009","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dw1v4","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002dw1v4/manifest"
"Mikels (Elaine) Papers","ark:/21198/zz002dw1wn","ark:/21198/zz002ctf79","10","Completed with minimal metadata","Work","elaine_mikels/image/srgb/CSW_Mazer_Elaine_Mikels_F04_010.tif","","","","private","","","still image","unknown","unknown","zxx","June L. Mazer Lesbian Archives","","","","","CSW_Mazer_Elaine_Mikels_F04_010","CSW_Mazer_Elaine_Mikels_F04_010","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dw1wn","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002dw1wn/manifest"
"Mikels (Elaine) Papers","ark:/21198/zz002dw1x5","ark:/21198/zz002ctf79","10","Completed with minimal metadata","Work","elaine_mikels/image/srgb/CSW_Mazer_Elaine_Mikels_F04_011.tif","","","","private","","","still image","unknown","unknown","zxx","June L. Mazer Lesbian Archives","","","","","CSW_Mazer_Elaine_Mikels_F04_011","CSW_Mazer_Elaine_Mikels_F04_011","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dw1x5","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002dw1x5/manifest"
"Mikels (Elaine) Papers","ark:/21198/zz002dw1zp","ark:/21198/zz002ctf79","10","Completed with minimal metadata","Work","elaine_mikels/image/srgb/CSW_Mazer_Elaine_Mikels_F04_012.tif","","","","private","","","still image","unknown","unknown","zxx","June L. Mazer Lesbian Archives","","","","","CSW_Mazer_Elaine_Mikels_F04_012","CSW_Mazer_Elaine_Mikels_F04_012","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dw1zp","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002dw1zp/manifest"
"Mikels (Elaine) Papers","ark:/21198/zz002dw20p","ark:/21198/zz002ctf79","10","Completed with minimal metadata","Work","elaine_mikels/image/srgb/CSW_Mazer_Elaine_Mikels_F04_013.tif","","","","private","","","still image","unknown","unknown","zxx","June L. Mazer Lesbian Archives","","","","","CSW_Mazer_Elaine_Mikels_F04_013","CSW_Mazer_Elaine_Mikels_F04_013","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dw20p","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002dw20p/manifest"
"Mikels (Elaine) Papers","ark:/21198/zz002dw216","ark:/21198/zz002ctf79","10","Completed with minimal metadata","Work","elaine_mikels/image/srgb/CSW_Mazer_Elaine_Mikels_F04_014.tif","","","","private","","","still image","unknown","unknown","zxx","June L. Mazer Lesbian Archives","","","","","CSW_Mazer_Elaine_Mikels_F04_014","CSW_Mazer_Elaine_Mikels_F04_014","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dw216","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002dw216/manifest"
"Mikels (Elaine) Papers","ark:/21198/zz002dw22q","ark:/21198/zz002ctf79","10","Completed with minimal metadata","Work","elaine_mikels/image/srgb/CSW_Mazer_Elaine_Mikels_F04_015.tif","","","","private","","","still image","unknown","unknown","zxx","June L. Mazer Lesbian Archives","","","","","CSW_Mazer_Elaine_Mikels_F04_015","CSW_Mazer_Elaine_Mikels_F04_015","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dw22q","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002dw22q/manifest"
"Mikels (Elaine) Papers","ark:/21198/zz002dw237","ark:/21198/zz002ctf79","10","Completed with minimal metadata","Work","elaine_mikels/image/srgb/CSW_Mazer_Elaine_Mikels_F04_016.tif","","","","private","","","still image","unknown","unknown","zxx","June L. Mazer Lesbian Archives","","","","","CSW_Mazer_Elaine_Mikels_F04_016","CSW_Mazer_Elaine_Mikels_F04_016","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dw237","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002dw237/manifest"
"Mikels (Elaine) Papers","ark:/21198/zz002dw24r","ark:/21198/zz002ctf79","10","Completed with minimal metadata","Work","elaine_mikels/image/srgb/CSW_Mazer_Elaine_Mikels_F04_017.tif","","","","private","","","still image","unknown","unknown","zxx","June L. Mazer Lesbian Archives","","","","","CSW_Mazer_Elaine_Mikels_F04_017","CSW_Mazer_Elaine_Mikels_F04_017","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dw24r","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002dw24r/manifest"
"Mikels (Elaine) Papers","ark:/21198/zz002dw258","ark:/21198/zz002ctf79","10","Completed with minimal metadata","Work","elaine_mikels/image/srgb/CSW_Mazer_Elaine_Mikels_F04_018.tif","","","","private","","","still image","unknown","unknown","zxx","June L. Mazer Lesbian Archives","","","","","CSW_Mazer_Elaine_Mikels_F04_018","CSW_Mazer_Elaine_Mikels_F04_018","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dw258","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002dw258/manifest"
"Mikels (Elaine) Papers","ark:/21198/zz002dw26s","ark:/21198/zz002ctf79","10","Completed with minimal metadata","Work","elaine_mikels/image/srgb/CSW_Mazer_Elaine_Mikels_F04_019.tif","","","","private","","","still image","unknown","unknown","zxx","June L. Mazer Lesbian Archives","","","","","CSW_Mazer_Elaine_Mikels_F04_019","CSW_Mazer_Elaine_Mikels_F04_019","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dw26s","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002dw26s/manifest"
"Mikels (Elaine) Papers","ark:/21198/zz002dw279","ark:/21198/zz002ctf79","10","Completed with minimal metadata","Work","elaine_mikels/image/srgb/CSW_Mazer_Elaine_Mikels_F04_020.tif","","","","private","","","still image","unknown","unknown","zxx","June L. Mazer Lesbian Archives","","","","","CSW_Mazer_Elaine_Mikels_F04_020","CSW_Mazer_Elaine_Mikels_F04_020","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dw279","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002dw279/manifest"
"Mikels (Elaine) Papers","ark:/21198/zz002dw28t","ark:/21198/zz002ctf79","10","Completed with minimal metadata","Work","elaine_mikels/image/srgb/CSW_Mazer_Elaine_Mikels_F04_021.tif","","","","private","","","still image","unknown","unknown","zxx","June L. Mazer Lesbian Archives","","","","","CSW_Mazer_Elaine_Mikels_F04_021","CSW_Mazer_Elaine_Mikels_F04_021","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dw28t","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002dw28t/manifest"
"Mikels (Elaine) Papers","ark:/21198/zz002dw29b","ark:/21198/zz002ctf79","10","Completed with minimal metadata","Work","elaine_mikels/image/srgb/CSW_Mazer_Elaine_Mikels_F04_022.tif","","","","private","","","still image","unknown","unknown","zxx","June L. Mazer Lesbian Archives","","","","","CSW_Mazer_Elaine_Mikels_F04_022","CSW_Mazer_Elaine_Mikels_F04_022","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dw29b","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002dw29b/manifest"
"Mikels (Elaine) Papers","ark:/21198/zz002dw2bv","ark:/21198/zz002ctf79","10","Completed with minimal metadata","Work","elaine_mikels/image/srgb/CSW_Mazer_Elaine_Mikels_F04_023.tif","","","","private","","","still image","unknown","unknown","zxx","June L. Mazer Lesbian Archives","","","","","CSW_Mazer_Elaine_Mikels_F04_023","CSW_Mazer_Elaine_Mikels_F04_023","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dw2bv","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002dw2bv/manifest"
"Mikels (Elaine) Papers","ark:/21198/zz002dw2cc","ark:/21198/zz002ctf79","10","Completed with minimal metadata","Work","elaine_mikels/image/srgb/CSW_Mazer_Elaine_Mikels_F04_024.tif","","","","private","","","still image","unknown","unknown","zxx","June L. Mazer Lesbian Archives","","","","","CSW_Mazer_Elaine_Mikels_F04_024","CSW_Mazer_Elaine_Mikels_F04_024","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dw2cc","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002dw2cc/manifest"
"Mikels (Elaine) Papers","ark:/21198/zz002dw2dw","ark:/21198/zz002ctf79","10","Completed with minimal metadata","Work","elaine_mikels/image/srgb/CSW_Mazer_Elaine_Mikels_F04_025.tif","","","","private","","","still image","unknown","unknown","zxx","June L. Mazer Lesbian Archives","","","","","CSW_Mazer_Elaine_Mikels_F04_025","CSW_Mazer_Elaine_Mikels_F04_025","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dw2dw","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002dw2dw/manifest"
"Mikels (Elaine) Papers","ark:/21198/zz002dw2fd","ark:/21198/zz002ctf79","10","Completed with minimal metadata","Work","elaine_mikels/image/srgb/CSW_Mazer_Elaine_Mikels_F04_026.tif","","","","private","","","still image","unknown","unknown","zxx","June L. Mazer Lesbian Archives","","","","","CSW_Mazer_Elaine_Mikels_F04_026","CSW_Mazer_Elaine_Mikels_F04_026","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dw2fd","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002dw2fd/manifest"
