Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,Visibility,viewingHint,Thumbnail,Type.typeOfResource,Rights.copyrightStatus,Rights.publicationStatus,Language,Name.repository,AltTitle.uniform,Description.note,Summary,Title,Alt ID.local,Opac url,Finding Aid URL
Mikels (Elaine) Papers,ark:/21198/zz002dw3tk,ark:/21198/zz002ctf79,10,Completed with minimal metadata,Work,,,,,private,individuals,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dw3tk%2Fgz20z16w,still image,unknown,unknown,zxx,June L. Mazer Lesbian Archives,,,,CSW_Mazer_Elaine_Mikels_F06_006,CSW_Mazer_Elaine_Mikels_F06_006,,
Mikels (Elaine) Papers,ark:/21198/zz002dw40n,ark:/21198/zz002ctf79,10,Completed with minimal metadata,Work,,,,,private,individuals,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dw40n%2Fhh04vz5r,still image,unknown,unknown,zxx,June L. Mazer Lesbian Archives,,,,CSW_Mazer_Elaine_Mikels_F06_011,CSW_Mazer_Elaine_Mikels_F06_011,,
Mikels (Elaine) Papers,ark:/21198/zz002dw415,ark:/21198/zz002ctf79,10,Completed with minimal metadata,Work,,,,,private,individuals,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dw415%2Fvk45d635,still image,unknown,unknown,zxx,June L. Mazer Lesbian Archives,,,,CSW_Mazer_Elaine_Mikels_F06_012,CSW_Mazer_Elaine_Mikels_F06_012,,
Mikels (Elaine) Papers,ark:/21198/zz002dw457,ark:/21198/zz002ctf79,10,Completed with minimal metadata,Work,,,,,private,individuals,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dw457%2Fn579q17c,still image,unknown,unknown,zxx,June L. Mazer Lesbian Archives,,,,CSW_Mazer_Elaine_Mikels_F06_016,CSW_Mazer_Elaine_Mikels_F06_016,,
Mikels (Elaine) Papers,ark:/21198/zz002dw46r,ark:/21198/zz002ctf79,10,Completed with minimal metadata,Work,,,,,private,individuals,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dw46r%2F7m098m3n,still image,unknown,unknown,zxx,June L. Mazer Lesbian Archives,,,,CSW_Mazer_Elaine_Mikels_F06_017,CSW_Mazer_Elaine_Mikels_F06_017,,
Mikels (Elaine) Papers,ark:/21198/zz002dw499,ark:/21198/zz002ctf79,10,Completed with minimal metadata,Work,,,,,private,individuals,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dw499%2Fqb109k1b,still image,unknown,unknown,zxx,June L. Mazer Lesbian Archives,,,,CSW_Mazer_Elaine_Mikels_F06_020,CSW_Mazer_Elaine_Mikels_F06_020,,
Mikels (Elaine) Papers,ark:/21198/zz002dw4bt,ark:/21198/zz002ctf79,10,Completed with minimal metadata,Work,,,,,private,individuals,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dw4bt%2Fcj38415w,still image,unknown,unknown,zxx,June L. Mazer Lesbian Archives,,,,CSW_Mazer_Elaine_Mikels_F06_021,CSW_Mazer_Elaine_Mikels_F06_021,,
Mikels (Elaine) Papers,ark:/21198/zz002dw4hd,ark:/21198/zz002ctf79,10,Completed with minimal metadata,Work,,,,,private,individuals,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dw4hd%2Fqn82g70v,still image,unknown,unknown,zxx,June L. Mazer Lesbian Archives,,,,CSW_Mazer_Elaine_Mikels_F06_026,CSW_Mazer_Elaine_Mikels_F06_026,,
Mikels (Elaine) Papers,ark:/21198/zz002dw4ng,ark:/21198/zz002ctf79,10,Completed with minimal metadata,Work,,,,,private,individuals,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dw4ng%2Fgq78817s,still image,unknown,unknown,zxx,June L. Mazer Lesbian Archives,,,,CSW_Mazer_Elaine_Mikels_F06_030,CSW_Mazer_Elaine_Mikels_F06_030,,
Mikels (Elaine) Papers,ark:/21198/zz002dw4p0,ark:/21198/zz002ctf79,10,Completed with minimal metadata,Work,,,,,private,individuals,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dw4p0%2Fvb014b3s,still image,unknown,unknown,zxx,June L. Mazer Lesbian Archives,,,,CSW_Mazer_Elaine_Mikels_F06_031,CSW_Mazer_Elaine_Mikels_F06_031,,
Mikels (Elaine) Papers,ark:/21198/zz002dw4qh,ark:/21198/zz002ctf79,10,Completed with minimal metadata,Work,,,,,private,individuals,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dw4qh%2Fwx95fh8z,still image,unknown,unknown,zxx,June L. Mazer Lesbian Archives,,,,CSW_Mazer_Elaine_Mikels_F06_032,CSW_Mazer_Elaine_Mikels_F06_032,,
Mikels (Elaine) Papers,ark:/21198/zz002dw4sj,ark:/21198/zz002ctf79,10,Completed with minimal metadata,Work,,,,,private,individuals,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dw4sj%2F9b95st70,still image,unknown,unknown,zxx,June L. Mazer Lesbian Archives,,,,CSW_Mazer_Elaine_Mikels_F06_034,CSW_Mazer_Elaine_Mikels_F06_034,,
Mikels (Elaine) Papers,ark:/21198/zz002dw4t2,ark:/21198/zz002ctf79,10,Completed with minimal metadata,Work,,,,,private,individuals,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dw4t2%2F6477336z,still image,unknown,unknown,zxx,June L. Mazer Lesbian Archives,,,,CSW_Mazer_Elaine_Mikels_F06_035,CSW_Mazer_Elaine_Mikels_F06_035,,
Mikels (Elaine) Papers,ark:/21198/zz002dw4z4,ark:/21198/zz002ctf79,10,Completed with minimal metadata,Work,,,,,private,individuals,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dw4z4%2Fv5125g1t,still image,unknown,unknown,zxx,June L. Mazer Lesbian Archives,,,,CSW_Mazer_Elaine_Mikels_F06_039,CSW_Mazer_Elaine_Mikels_F06_039,,
Mikels (Elaine) Papers,ark:/21198/zz002dw53p,ark:/21198/zz002ctf79,10,Completed with minimal metadata,Work,,,,,private,individuals,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dw53p%2Fvq122w8r,still image,unknown,unknown,zxx,June L. Mazer Lesbian Archives,,,,CSW_Mazer_Elaine_Mikels_F06_043,CSW_Mazer_Elaine_Mikels_F06_043,,
Mikels (Elaine) Papers,ark:/21198/zz002dw546,ark:/21198/zz002ctf79,10,Completed with minimal metadata,Work,,,,,private,individuals,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dw546%2Fx577ck3r,still image,unknown,unknown,zxx,June L. Mazer Lesbian Archives,,,,CSW_Mazer_Elaine_Mikels_F06_044,CSW_Mazer_Elaine_Mikels_F06_044,,
Mikels (Elaine) Papers,ark:/21198/zz002dw5b9,ark:/21198/zz002ctf79,10,Completed with minimal metadata,Work,,,,,private,individuals,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dw5b9%2F5k51h097,still image,unknown,unknown,zxx,June L. Mazer Lesbian Archives,,,,CSW_Mazer_Elaine_Mikels_F06_050,CSW_Mazer_Elaine_Mikels_F06_050,,
Mikels (Elaine) Papers,ark:/21198/zz002dw5q0,ark:/21198/zz002ctf79,10,Completed with minimal metadata,Work,,,,,private,individuals,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dw5q0%2Fjc40386c,still image,unknown,unknown,zxx,June L. Mazer Lesbian Archives,,,,CSW_Mazer_Elaine_Mikels_F11_003,CSW_Mazer_Elaine_Mikels_F11_003,,
Mikels (Elaine) Papers,ark:/21198/zz002dw5s1,ark:/21198/zz002ctf79,10,Completed with minimal metadata,Work,,,,,private,individuals,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dw5s1%2Fx8101w7w,still image,unknown,unknown,zxx,June L. Mazer Lesbian Archives,,,,CSW_Mazer_Elaine_Mikels_F11_005,CSW_Mazer_Elaine_Mikels_F11_005,,
Mikels (Elaine) Papers,ark:/21198/zz002dw5v2,ark:/21198/zz002ctf79,10,Completed with minimal metadata,Work,,,,,private,individuals,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dw5v2%2Ff600pb48,still image,unknown,unknown,zxx,June L. Mazer Lesbian Archives,,,,CSW_Mazer_Elaine_Mikels_F11_007,CSW_Mazer_Elaine_Mikels_F11_007,,
Mikels (Elaine) Papers,ark:/21198/zz002dw5wk,ark:/21198/zz002ctf79,10,Completed with minimal metadata,Work,,,,,private,individuals,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dw5wk%2Fsz67tz22,still image,unknown,unknown,zxx,June L. Mazer Lesbian Archives,,,,CSW_Mazer_Elaine_Mikels_F11_008,CSW_Mazer_Elaine_Mikels_F11_008,,
Mikels (Elaine) Papers,ark:/21198/zz002dw6hc,ark:/21198/zz002ctf79,10,Completed with minimal metadata,Work,,,,,private,individuals,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dw6hc%2Fms640v91,still image,unknown,unknown,zxx,June L. Mazer Lesbian Archives,,,,CSW_Mazer_Elaine_Mikels_F11_026,CSW_Mazer_Elaine_Mikels_F11_026,,
Mikels (Elaine) Papers,ark:/21198/zz002dw703,ark:/21198/zz002ctf79,10,Completed with minimal metadata,Work,,,,,private,individuals,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dw703%2Fkm51rz1k,still image,unknown,unknown,zxx,June L. Mazer Lesbian Archives,,,,CSW_Mazer_Elaine_Mikels_F11_040,CSW_Mazer_Elaine_Mikels_F11_040,,
Mikels (Elaine) Papers,ark:/21198/zz002dw75p,ark:/21198/zz002ctf79,10,Completed with minimal metadata,Work,,,,,private,individuals,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dw75p%2F7c745776,still image,unknown,unknown,zxx,June L. Mazer Lesbian Archives,,,,CSW_Mazer_Elaine_Mikels_F11_045,CSW_Mazer_Elaine_Mikels_F11_045,,
Mikels (Elaine) Papers,ark:/21198/zz002dw787,ark:/21198/zz002ctf79,10,Completed with minimal metadata,Work,,,,,private,individuals,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dw787%2F9n44221t,still image,unknown,unknown,zxx,June L. Mazer Lesbian Archives,,,,CSW_Mazer_Elaine_Mikels_F11_048,CSW_Mazer_Elaine_Mikels_F11_048,,
Mikels (Elaine) Papers,ark:/21198/zz002dw7b8,ark:/21198/zz002ctf79,10,Completed with minimal metadata,Work,,,,,private,individuals,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dw7b8%2Fdw83w67x,still image,unknown,unknown,zxx,June L. Mazer Lesbian Archives,,,,CSW_Mazer_Elaine_Mikels_F11_050,CSW_Mazer_Elaine_Mikels_F11_050,,
Mikels (Elaine) Papers,ark:/21198/zz002dw7d9,ark:/21198/zz002ctf79,10,Completed with minimal metadata,Work,,,,,private,individuals,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dw7d9%2Fc176qr59,still image,unknown,unknown,zxx,June L. Mazer Lesbian Archives,,,,CSW_Mazer_Elaine_Mikels_F11_052,CSW_Mazer_Elaine_Mikels_F11_052,,
Mikels (Elaine) Papers,ark:/21198/zz002dw7ft,ark:/21198/zz002ctf79,10,Completed with minimal metadata,Work,,,,,private,individuals,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dw7ft%2Fq582hr8k,still image,unknown,unknown,zxx,June L. Mazer Lesbian Archives,,,,CSW_Mazer_Elaine_Mikels_F11_053,CSW_Mazer_Elaine_Mikels_F11_053,,
Mikels (Elaine) Papers,ark:/21198/zz002dw7kw,ark:/21198/zz002ctf79,10,Completed with minimal metadata,Work,,,,,private,individuals,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dw7kw%2Fzx84pk4g,still image,unknown,unknown,zxx,June L. Mazer Lesbian Archives,,,,CSW_Mazer_Elaine_Mikels_F12_004,CSW_Mazer_Elaine_Mikels_F12_004,,
Mikels (Elaine) Papers,ark:/21198/zz002dw8hb,ark:/21198/zz002ctf79,10,Completed with minimal metadata,Work,,,,,private,individuals,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dw8hb%2Fd622tv32,still image,unknown,unknown,zxx,June L. Mazer Lesbian Archives,,,,CSW_Mazer_Elaine_Mikels_F12_031,CSW_Mazer_Elaine_Mikels_F12_031,,
Mikels (Elaine) Papers,ark:/21198/zz002dw8mw,ark:/21198/zz002ctf79,10,Completed with minimal metadata,Work,,,,,private,individuals,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dw8mw%2Fs481xk05,still image,unknown,unknown,zxx,June L. Mazer Lesbian Archives,,,,CSW_Mazer_Elaine_Mikels_F12_034,CSW_Mazer_Elaine_Mikels_F12_034,,
Mikels (Elaine) Papers,ark:/21198/zz002dw8xj,ark:/21198/zz002ctf79,10,Completed with minimal metadata,Work,,,,,private,individuals,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dw8xj%2Fcn57q60d,still image,unknown,unknown,zxx,June L. Mazer Lesbian Archives,,,,CSW_Mazer_Elaine_Mikels_F12_043,CSW_Mazer_Elaine_Mikels_F12_043,,
Mikels (Elaine) Papers,ark:/21198/zz002dw91k,ark:/21198/zz002ctf79,10,Completed with minimal metadata,Work,,,,,private,individuals,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dw91k%2F4w15n84b,still image,unknown,unknown,zxx,June L. Mazer Lesbian Archives,,,,CSW_Mazer_Elaine_Mikels_F12_047,CSW_Mazer_Elaine_Mikels_F12_047,,
Mikels (Elaine) Papers,ark:/21198/zz002dw93m,ark:/21198/zz002ctf79,10,Completed with minimal metadata,Work,,,,,private,individuals,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dw93m%2Ft3673q84,still image,unknown,unknown,zxx,June L. Mazer Lesbian Archives,,,,CSW_Mazer_Elaine_Mikels_F12_049,CSW_Mazer_Elaine_Mikels_F12_049,,
Mikels (Elaine) Papers,ark:/21198/zz002dw944,ark:/21198/zz002ctf79,10,Completed with minimal metadata,Work,,,,,private,individuals,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dw944%2Fp2171c3b,still image,unknown,unknown,zxx,June L. Mazer Lesbian Archives,,,,CSW_Mazer_Elaine_Mikels_F12_050,CSW_Mazer_Elaine_Mikels_F12_050,,
Mikels (Elaine) Papers,ark:/21198/zz002dw95n,ark:/21198/zz002ctf79,10,Completed with minimal metadata,Work,,,,,private,individuals,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dw95n%2Fxk57t51j,still image,unknown,unknown,zxx,June L. Mazer Lesbian Archives,,,,CSW_Mazer_Elaine_Mikels_F12_051,CSW_Mazer_Elaine_Mikels_F12_051,,
Mikels (Elaine) Papers,ark:/21198/zz002dw965,ark:/21198/zz002ctf79,10,Completed with minimal metadata,Work,,,,,private,individuals,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dw965%2Fsp00ps3q,still image,unknown,unknown,zxx,June L. Mazer Lesbian Archives,,,,CSW_Mazer_Elaine_Mikels_F12_052,CSW_Mazer_Elaine_Mikels_F12_052,,
Mikels (Elaine) Papers,ark:/21198/zz002dw986,ark:/21198/zz002ctf79,10,Completed with minimal metadata,Work,,,,,private,individuals,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dw986%2Fjj52hx1k,still image,unknown,unknown,zxx,June L. Mazer Lesbian Archives,,,,CSW_Mazer_Elaine_Mikels_F13_002,CSW_Mazer_Elaine_Mikels_F13_002,,
Mikels (Elaine) Papers,ark:/21198/zz002dw99q,ark:/21198/zz002ctf79,10,Completed with minimal metadata,Work,,,,,private,individuals,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dw99q%2Fc7271948,still image,unknown,unknown,zxx,June L. Mazer Lesbian Archives,,,,CSW_Mazer_Elaine_Mikels_F13_003,CSW_Mazer_Elaine_Mikels_F13_003,,
Mikels (Elaine) Papers,ark:/21198/zz002dw9b7,ark:/21198/zz002ctf79,10,Completed with minimal metadata,Work,,,,,private,individuals,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dw9b7%2Fh811sk6k,still image,unknown,unknown,zxx,June L. Mazer Lesbian Archives,,,,CSW_Mazer_Elaine_Mikels_F13_004,CSW_Mazer_Elaine_Mikels_F13_004,,
Mikels (Elaine) Papers,ark:/21198/zz002dw9cr,ark:/21198/zz002ctf79,10,Completed with minimal metadata,Work,,,,,private,individuals,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dw9cr%2Fhr90qx31,still image,unknown,unknown,zxx,June L. Mazer Lesbian Archives,,,,CSW_Mazer_Elaine_Mikels_F13_005,CSW_Mazer_Elaine_Mikels_F13_005,,
Mikels (Elaine) Papers,ark:/21198/zz002dw9d8,ark:/21198/zz002ctf79,10,Completed with minimal metadata,Work,,,,,private,individuals,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dw9d8%2Fkh664c8x,still image,unknown,unknown,zxx,June L. Mazer Lesbian Archives,,,,CSW_Mazer_Elaine_Mikels_F13_006,CSW_Mazer_Elaine_Mikels_F13_006,,
Mikels (Elaine) Papers,ark:/21198/zz002dw9fs,ark:/21198/zz002ctf79,10,Completed with minimal metadata,Work,,,,,private,individuals,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dw9fs%2Fcr70f32j,still image,unknown,unknown,zxx,June L. Mazer Lesbian Archives,,,,CSW_Mazer_Elaine_Mikels_F13_007,CSW_Mazer_Elaine_Mikels_F13_007,,
Mikels (Elaine) Papers,ark:/21198/zz002dw9g9,ark:/21198/zz002ctf79,10,Completed with minimal metadata,Work,,,,,private,individuals,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dw9g9%2Ft053rg1d,still image,unknown,unknown,zxx,June L. Mazer Lesbian Archives,,,,CSW_Mazer_Elaine_Mikels_F13_008,CSW_Mazer_Elaine_Mikels_F13_008,,
Mikels (Elaine) Papers,ark:/21198/zz002dw9ht,ark:/21198/zz002ctf79,10,Completed with minimal metadata,Work,,,,,private,individuals,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dw9ht%2Ftw058b7n,still image,unknown,unknown,zxx,June L. Mazer Lesbian Archives,,,,CSW_Mazer_Elaine_Mikels_F13_009,CSW_Mazer_Elaine_Mikels_F13_009,,
Mikels (Elaine) Papers,ark:/21198/zz002dw9jb,ark:/21198/zz002ctf79,10,Completed with minimal metadata,Work,,,,,private,individuals,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dw9jb%2Fcn188c5q,still image,unknown,unknown,zxx,June L. Mazer Lesbian Archives,,,,CSW_Mazer_Elaine_Mikels_F13_010,CSW_Mazer_Elaine_Mikels_F13_010,,
Mikels (Elaine) Papers,ark:/21198/zz002dw9kv,ark:/21198/zz002ctf79,10,Completed with minimal metadata,Work,,,,,private,individuals,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dw9kv%2Fbs101p30,still image,unknown,unknown,zxx,June L. Mazer Lesbian Archives,,,,CSW_Mazer_Elaine_Mikels_F13_011,CSW_Mazer_Elaine_Mikels_F13_011,,
Mikels (Elaine) Papers,ark:/21198/zz002dw9nw,ark:/21198/zz002ctf79,10,Completed with minimal metadata,Work,,,,,private,individuals,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dw9nw%2F0j92xj4w,still image,unknown,unknown,zxx,June L. Mazer Lesbian Archives,,,,CSW_Mazer_Elaine_Mikels_F13_013,CSW_Mazer_Elaine_Mikels_F13_013,,
Mikels (Elaine) Papers,ark:/21198/zz002dw9pd,ark:/21198/zz002ctf79,10,Completed with minimal metadata,Work,,,,,private,individuals,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dw9pd%2Ffh53c80j,still image,unknown,unknown,zxx,June L. Mazer Lesbian Archives,,,,CSW_Mazer_Elaine_Mikels_F13_014,CSW_Mazer_Elaine_Mikels_F13_014,,
Mikels (Elaine) Papers,ark:/21198/zz002dw9qx,ark:/21198/zz002ctf79,10,Completed with minimal metadata,Work,,,,,private,individuals,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dw9qx%2Fqm03k469,still image,unknown,unknown,zxx,June L. Mazer Lesbian Archives,,,,CSW_Mazer_Elaine_Mikels_F13_015,CSW_Mazer_Elaine_Mikels_F13_015,,
Mikels (Elaine) Papers,ark:/21198/zz002dw9sz,ark:/21198/zz002ctf79,10,Completed with minimal metadata,Work,,,,,private,individuals,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dw9sz%2F1h261n65,still image,unknown,unknown,zxx,June L. Mazer Lesbian Archives,,,,CSW_Mazer_Elaine_Mikels_F13_017,CSW_Mazer_Elaine_Mikels_F13_017,,
Mikels (Elaine) Papers,ark:/21198/zz002dw9wh,ark:/21198/zz002ctf79,10,Completed with minimal metadata,Work,,,,,private,individuals,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dw9wh%2Fth82gb0f,still image,unknown,unknown,zxx,June L. Mazer Lesbian Archives,,,,CSW_Mazer_Elaine_Mikels_F13_020,CSW_Mazer_Elaine_Mikels_F13_020,,
