"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Duplicate","Delete in Title","viewingHint","Text direction","Visibility","IIIF Range","Rights.copyrightStatus","Subject","Type.genre","Name.repository","Name.author","Name.attributedTo","Name.translator","Name.commentator","Name.scribe","Name.creator","Name.compiler","Name.annotator","Language.language","Language.script","Name.calligrapher","Alternate Identifier.local","Title","Relation.rectoVerso","Source","Date.creation","Format.dimensions","Alternate Title.other","Description.abstract","Description.microfilm","Description.citation","Alternate Title.scriptArab","Description.physical","Relation.textDirection","Date.normalized","Description.note","Format.extent","Relation","Description.stamp","Relation.citation","Alternate Title.spine","Description.marks","Description.colophon","thumbnailImageName","masterImageName","JSON","Metadata Only","Bucketeer State","IIIF Access URL","IIIF Manifest URL"
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz001dr1x0","ark:/21198/zz000wrgm1","7","Completed","Page","minasian/masters/1475/1475_0021.tif","20","","","","","","","pd","","","","","","","","","","","","","","","1147_1475_0021","page 20","r","","","","","","","","","","","","","","","","","","","","1147_1475_0021.jpg","1475_0021.tif","['{""Project Name"": ""Minasian (Caro) Collection of Persian and Arabic Manuscripts"", ""Item ARK"": ""ark:/21198/zz000wrgm1"", ""Parent ARK"": ""ark:/21198/zz000wrgm1"", ""Item Status ID"": ""7"", ""Item Status"": ""Completed"", ""Object Type"": ""Page"", ""File Name"": """", ""Item Sequence"": ""1478"", ""Duplicate"": """", ""Delete in Title"": """", ""viewingHint"": ""paged"", ""Text direction"": """", ""Visibility"": """", ""IIIF Range"": """", ""Rights.copyrightStatus"": ""pd"", ""Subject"": ""Astronomy"", ""Type.genre"": ""manuscripts (document genre)"", ""Name.repository"": ""University of California, Los Angeles. $b Library Special Collections"", ""Name.author"": ""Isu0323fahu0101nu012b, Ghiyu0101su0331 al-Du012bn u02bfAlu012b bin Amu012bru0101n Hu0323usaynu012b"", ""Name.attributedTo"": """", ""Name.translator"": """", ""Name.commentator"": """", ""Name.scribe"": """", ""Name.creator"": """", ""Name.compiler"": """", ""Name.annotator"": """", ""Language.language"": """", ""Language.script"": """", ""Name.calligrapher"": """", ""Alternate Identifier.local"": ""1475"", ""Title"": ""Risu0101lah dar nuju016bm"", ""Relation.rectoVerso"": """", ""Source"": ""Caro Minasian Collection of Persian and Arabic Manuscripts, box 171,1475"", ""Date.creation"": ""n.d."", ""Format.dimensions"": ""19.9 x 11.9 x 0.5"", ""Alternate Title.other"": """", ""Description.abstract"": """", ""Description.microfilm"": """", ""Description.citation"": ""Muu1e25ammad Taqu012b Du0101nish-pazhu016bh, Fihrist-i Nushahhu0101-yi khau1e6du1e6du012b, daftar 11 & 12 (u1e6cihru0101n: Intishu0101ru0101t-i Du0101nishgu0101h-i u1e6cihru0101n, 1039 AH), p. 89."", ""Alternate Title.scriptArab"": ""u0646u062cu0648u0645"", ""Description.physical"": """", ""Relation.textDirection"": ""rtl"", ""Date.normalized"": """", ""Description.note"": """", ""Format.extent"": """", ""Relation"": """", ""Description.stamp"": """", ""Relation.citation"": """", ""Alternate Title.spine"": """", ""Description.marks"": """", ""Description.colophon"": """", ""thumbnailImageName"": """", ""masterImageName"": """"}']","No","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dr1x0",""
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz001dr1zh","ark:/21198/zz000wrgm1","7","Completed","Page","minasian/masters/1475/1475_0022.tif","21","","","","","","","pd","","","","","","","","","","","","","","","1147_1475_0022","page 21","v","","","","","","","","","","","","","","","","","","","","1147_1475_0022.jpg","1475_0022.tif","['{""Project Name"": ""Minasian (Caro) Collection of Persian and Arabic Manuscripts"", ""Item ARK"": ""ark:/21198/zz000wrgm1"", ""Parent ARK"": ""ark:/21198/zz000wrgm1"", ""Item Status ID"": ""7"", ""Item Status"": ""Completed"", ""Object Type"": ""Page"", ""File Name"": """", ""Item Sequence"": ""1478"", ""Duplicate"": """", ""Delete in Title"": """", ""viewingHint"": ""paged"", ""Text direction"": """", ""Visibility"": """", ""IIIF Range"": """", ""Rights.copyrightStatus"": ""pd"", ""Subject"": ""Astronomy"", ""Type.genre"": ""manuscripts (document genre)"", ""Name.repository"": ""University of California, Los Angeles. $b Library Special Collections"", ""Name.author"": ""Isu0323fahu0101nu012b, Ghiyu0101su0331 al-Du012bn u02bfAlu012b bin Amu012bru0101n Hu0323usaynu012b"", ""Name.attributedTo"": """", ""Name.translator"": """", ""Name.commentator"": """", ""Name.scribe"": """", ""Name.creator"": """", ""Name.compiler"": """", ""Name.annotator"": """", ""Language.language"": """", ""Language.script"": """", ""Name.calligrapher"": """", ""Alternate Identifier.local"": ""1475"", ""Title"": ""Risu0101lah dar nuju016bm"", ""Relation.rectoVerso"": """", ""Source"": ""Caro Minasian Collection of Persian and Arabic Manuscripts, box 171,1475"", ""Date.creation"": ""n.d."", ""Format.dimensions"": ""19.9 x 11.9 x 0.5"", ""Alternate Title.other"": """", ""Description.abstract"": """", ""Description.microfilm"": """", ""Description.citation"": ""Muu1e25ammad Taqu012b Du0101nish-pazhu016bh, Fihrist-i Nushahhu0101-yi khau1e6du1e6du012b, daftar 11 & 12 (u1e6cihru0101n: Intishu0101ru0101t-i Du0101nishgu0101h-i u1e6cihru0101n, 1039 AH), p. 89."", ""Alternate Title.scriptArab"": ""u0646u062cu0648u0645"", ""Description.physical"": """", ""Relation.textDirection"": ""rtl"", ""Date.normalized"": """", ""Description.note"": """", ""Format.extent"": """", ""Relation"": """", ""Description.stamp"": """", ""Relation.citation"": """", ""Alternate Title.spine"": """", ""Description.marks"": """", ""Description.colophon"": """", ""thumbnailImageName"": """", ""masterImageName"": """"}']","No","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dr1zh",""
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz001dr20h","ark:/21198/zz000wrgm1","7","Completed","Page","minasian/masters/1475/1475_0023.tif","22","","","","","","","pd","","","","","","","","","","","","","","","1147_1475_0023","page 22","r","","","","","","","","","","","","","","","","","","","","1147_1475_0023.jpg","1475_0023.tif","['{""Project Name"": ""Minasian (Caro) Collection of Persian and Arabic Manuscripts"", ""Item ARK"": ""ark:/21198/zz000wrgm1"", ""Parent ARK"": ""ark:/21198/zz000wrgm1"", ""Item Status ID"": ""7"", ""Item Status"": ""Completed"", ""Object Type"": ""Page"", ""File Name"": """", ""Item Sequence"": ""1478"", ""Duplicate"": """", ""Delete in Title"": """", ""viewingHint"": ""paged"", ""Text direction"": """", ""Visibility"": """", ""IIIF Range"": """", ""Rights.copyrightStatus"": ""pd"", ""Subject"": ""Astronomy"", ""Type.genre"": ""manuscripts (document genre)"", ""Name.repository"": ""University of California, Los Angeles. $b Library Special Collections"", ""Name.author"": ""Isu0323fahu0101nu012b, Ghiyu0101su0331 al-Du012bn u02bfAlu012b bin Amu012bru0101n Hu0323usaynu012b"", ""Name.attributedTo"": """", ""Name.translator"": """", ""Name.commentator"": """", ""Name.scribe"": """", ""Name.creator"": """", ""Name.compiler"": """", ""Name.annotator"": """", ""Language.language"": """", ""Language.script"": """", ""Name.calligrapher"": """", ""Alternate Identifier.local"": ""1475"", ""Title"": ""Risu0101lah dar nuju016bm"", ""Relation.rectoVerso"": """", ""Source"": ""Caro Minasian Collection of Persian and Arabic Manuscripts, box 171,1475"", ""Date.creation"": ""n.d."", ""Format.dimensions"": ""19.9 x 11.9 x 0.5"", ""Alternate Title.other"": """", ""Description.abstract"": """", ""Description.microfilm"": """", ""Description.citation"": ""Muu1e25ammad Taqu012b Du0101nish-pazhu016bh, Fihrist-i Nushahhu0101-yi khau1e6du1e6du012b, daftar 11 & 12 (u1e6cihru0101n: Intishu0101ru0101t-i Du0101nishgu0101h-i u1e6cihru0101n, 1039 AH), p. 89."", ""Alternate Title.scriptArab"": ""u0646u062cu0648u0645"", ""Description.physical"": """", ""Relation.textDirection"": ""rtl"", ""Date.normalized"": """", ""Description.note"": """", ""Format.extent"": """", ""Relation"": """", ""Description.stamp"": """", ""Relation.citation"": """", ""Alternate Title.spine"": """", ""Description.marks"": """", ""Description.colophon"": """", ""thumbnailImageName"": """", ""masterImageName"": """"}']","No","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dr20h",""
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz001dr211","ark:/21198/zz000wrgm1","7","Completed","Page","minasian/masters/1475/1475_0024.tif","23","","","","","","","pd","","","","","","","","","","","","","","","1147_1475_0024","page 23","v","","","","","","","","","","","","","","","","","","","","1147_1475_0024.jpg","1475_0024.tif","['{""Project Name"": ""Minasian (Caro) Collection of Persian and Arabic Manuscripts"", ""Item ARK"": ""ark:/21198/zz000wrgm1"", ""Parent ARK"": ""ark:/21198/zz000wrgm1"", ""Item Status ID"": ""7"", ""Item Status"": ""Completed"", ""Object Type"": ""Page"", ""File Name"": """", ""Item Sequence"": ""1478"", ""Duplicate"": """", ""Delete in Title"": """", ""viewingHint"": ""paged"", ""Text direction"": """", ""Visibility"": """", ""IIIF Range"": """", ""Rights.copyrightStatus"": ""pd"", ""Subject"": ""Astronomy"", ""Type.genre"": ""manuscripts (document genre)"", ""Name.repository"": ""University of California, Los Angeles. $b Library Special Collections"", ""Name.author"": ""Isu0323fahu0101nu012b, Ghiyu0101su0331 al-Du012bn u02bfAlu012b bin Amu012bru0101n Hu0323usaynu012b"", ""Name.attributedTo"": """", ""Name.translator"": """", ""Name.commentator"": """", ""Name.scribe"": """", ""Name.creator"": """", ""Name.compiler"": """", ""Name.annotator"": """", ""Language.language"": """", ""Language.script"": """", ""Name.calligrapher"": """", ""Alternate Identifier.local"": ""1475"", ""Title"": ""Risu0101lah dar nuju016bm"", ""Relation.rectoVerso"": """", ""Source"": ""Caro Minasian Collection of Persian and Arabic Manuscripts, box 171,1475"", ""Date.creation"": ""n.d."", ""Format.dimensions"": ""19.9 x 11.9 x 0.5"", ""Alternate Title.other"": """", ""Description.abstract"": """", ""Description.microfilm"": """", ""Description.citation"": ""Muu1e25ammad Taqu012b Du0101nish-pazhu016bh, Fihrist-i Nushahhu0101-yi khau1e6du1e6du012b, daftar 11 & 12 (u1e6cihru0101n: Intishu0101ru0101t-i Du0101nishgu0101h-i u1e6cihru0101n, 1039 AH), p. 89."", ""Alternate Title.scriptArab"": ""u0646u062cu0648u0645"", ""Description.physical"": """", ""Relation.textDirection"": ""rtl"", ""Date.normalized"": """", ""Description.note"": """", ""Format.extent"": """", ""Relation"": """", ""Description.stamp"": """", ""Relation.citation"": """", ""Alternate Title.spine"": """", ""Description.marks"": """", ""Description.colophon"": """", ""thumbnailImageName"": """", ""masterImageName"": """"}']","No","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dr211",""
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz001dr22j","ark:/21198/zz000wrgm1","7","Completed","Page","minasian/masters/1475/1475_0025.tif","24","","","","","","","pd","","","","","","","","","","","","","","","1147_1475_0025","page 24","r","","","","","","","","","","","","","","","","","","","","1147_1475_0025.jpg","1475_0025.tif","['{""Project Name"": ""Minasian (Caro) Collection of Persian and Arabic Manuscripts"", ""Item ARK"": ""ark:/21198/zz000wrgm1"", ""Parent ARK"": ""ark:/21198/zz000wrgm1"", ""Item Status ID"": ""7"", ""Item Status"": ""Completed"", ""Object Type"": ""Page"", ""File Name"": """", ""Item Sequence"": ""1478"", ""Duplicate"": """", ""Delete in Title"": """", ""viewingHint"": ""paged"", ""Text direction"": """", ""Visibility"": """", ""IIIF Range"": """", ""Rights.copyrightStatus"": ""pd"", ""Subject"": ""Astronomy"", ""Type.genre"": ""manuscripts (document genre)"", ""Name.repository"": ""University of California, Los Angeles. $b Library Special Collections"", ""Name.author"": ""Isu0323fahu0101nu012b, Ghiyu0101su0331 al-Du012bn u02bfAlu012b bin Amu012bru0101n Hu0323usaynu012b"", ""Name.attributedTo"": """", ""Name.translator"": """", ""Name.commentator"": """", ""Name.scribe"": """", ""Name.creator"": """", ""Name.compiler"": """", ""Name.annotator"": """", ""Language.language"": """", ""Language.script"": """", ""Name.calligrapher"": """", ""Alternate Identifier.local"": ""1475"", ""Title"": ""Risu0101lah dar nuju016bm"", ""Relation.rectoVerso"": """", ""Source"": ""Caro Minasian Collection of Persian and Arabic Manuscripts, box 171,1475"", ""Date.creation"": ""n.d."", ""Format.dimensions"": ""19.9 x 11.9 x 0.5"", ""Alternate Title.other"": """", ""Description.abstract"": """", ""Description.microfilm"": """", ""Description.citation"": ""Muu1e25ammad Taqu012b Du0101nish-pazhu016bh, Fihrist-i Nushahhu0101-yi khau1e6du1e6du012b, daftar 11 & 12 (u1e6cihru0101n: Intishu0101ru0101t-i Du0101nishgu0101h-i u1e6cihru0101n, 1039 AH), p. 89."", ""Alternate Title.scriptArab"": ""u0646u062cu0648u0645"", ""Description.physical"": """", ""Relation.textDirection"": ""rtl"", ""Date.normalized"": """", ""Description.note"": """", ""Format.extent"": """", ""Relation"": """", ""Description.stamp"": """", ""Relation.citation"": """", ""Alternate Title.spine"": """", ""Description.marks"": """", ""Description.colophon"": """", ""thumbnailImageName"": """", ""masterImageName"": """"}']","No","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dr22j",""
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz001dr232","ark:/21198/zz000wrgm1","7","Completed","Page","minasian/masters/1475/1475_0026.tif","25","","","","","","","pd","","","","","","","","","","","","","","","1147_1475_0026","page 25","v","","","","","","","","","","","","","","","","","","","","1147_1475_0026.jpg","1475_0026.tif","['{""Project Name"": ""Minasian (Caro) Collection of Persian and Arabic Manuscripts"", ""Item ARK"": ""ark:/21198/zz000wrgm1"", ""Parent ARK"": ""ark:/21198/zz000wrgm1"", ""Item Status ID"": ""7"", ""Item Status"": ""Completed"", ""Object Type"": ""Page"", ""File Name"": """", ""Item Sequence"": ""1478"", ""Duplicate"": """", ""Delete in Title"": """", ""viewingHint"": ""paged"", ""Text direction"": """", ""Visibility"": """", ""IIIF Range"": """", ""Rights.copyrightStatus"": ""pd"", ""Subject"": ""Astronomy"", ""Type.genre"": ""manuscripts (document genre)"", ""Name.repository"": ""University of California, Los Angeles. $b Library Special Collections"", ""Name.author"": ""Isu0323fahu0101nu012b, Ghiyu0101su0331 al-Du012bn u02bfAlu012b bin Amu012bru0101n Hu0323usaynu012b"", ""Name.attributedTo"": """", ""Name.translator"": """", ""Name.commentator"": """", ""Name.scribe"": """", ""Name.creator"": """", ""Name.compiler"": """", ""Name.annotator"": """", ""Language.language"": """", ""Language.script"": """", ""Name.calligrapher"": """", ""Alternate Identifier.local"": ""1475"", ""Title"": ""Risu0101lah dar nuju016bm"", ""Relation.rectoVerso"": """", ""Source"": ""Caro Minasian Collection of Persian and Arabic Manuscripts, box 171,1475"", ""Date.creation"": ""n.d."", ""Format.dimensions"": ""19.9 x 11.9 x 0.5"", ""Alternate Title.other"": """", ""Description.abstract"": """", ""Description.microfilm"": """", ""Description.citation"": ""Muu1e25ammad Taqu012b Du0101nish-pazhu016bh, Fihrist-i Nushahhu0101-yi khau1e6du1e6du012b, daftar 11 & 12 (u1e6cihru0101n: Intishu0101ru0101t-i Du0101nishgu0101h-i u1e6cihru0101n, 1039 AH), p. 89."", ""Alternate Title.scriptArab"": ""u0646u062cu0648u0645"", ""Description.physical"": """", ""Relation.textDirection"": ""rtl"", ""Date.normalized"": """", ""Description.note"": """", ""Format.extent"": """", ""Relation"": """", ""Description.stamp"": """", ""Relation.citation"": """", ""Alternate Title.spine"": """", ""Description.marks"": """", ""Description.colophon"": """", ""thumbnailImageName"": """", ""masterImageName"": """"}']","No","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dr232",""
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz001dr24k","ark:/21198/zz000wrgm1","7","Completed","Page","minasian/masters/1475/1475_0027.tif","26","","","","","","","pd","","","","","","","","","","","","","","","1147_1475_0027","page 26","r","","","","","","","","","","","","","","","","","","","","1147_1475_0027.jpg","1475_0027.tif","['{""Project Name"": ""Minasian (Caro) Collection of Persian and Arabic Manuscripts"", ""Item ARK"": ""ark:/21198/zz000wrgm1"", ""Parent ARK"": ""ark:/21198/zz000wrgm1"", ""Item Status ID"": ""7"", ""Item Status"": ""Completed"", ""Object Type"": ""Page"", ""File Name"": """", ""Item Sequence"": ""1478"", ""Duplicate"": """", ""Delete in Title"": """", ""viewingHint"": ""paged"", ""Text direction"": """", ""Visibility"": """", ""IIIF Range"": """", ""Rights.copyrightStatus"": ""pd"", ""Subject"": ""Astronomy"", ""Type.genre"": ""manuscripts (document genre)"", ""Name.repository"": ""University of California, Los Angeles. $b Library Special Collections"", ""Name.author"": ""Isu0323fahu0101nu012b, Ghiyu0101su0331 al-Du012bn u02bfAlu012b bin Amu012bru0101n Hu0323usaynu012b"", ""Name.attributedTo"": """", ""Name.translator"": """", ""Name.commentator"": """", ""Name.scribe"": """", ""Name.creator"": """", ""Name.compiler"": """", ""Name.annotator"": """", ""Language.language"": """", ""Language.script"": """", ""Name.calligrapher"": """", ""Alternate Identifier.local"": ""1475"", ""Title"": ""Risu0101lah dar nuju016bm"", ""Relation.rectoVerso"": """", ""Source"": ""Caro Minasian Collection of Persian and Arabic Manuscripts, box 171,1475"", ""Date.creation"": ""n.d."", ""Format.dimensions"": ""19.9 x 11.9 x 0.5"", ""Alternate Title.other"": """", ""Description.abstract"": """", ""Description.microfilm"": """", ""Description.citation"": ""Muu1e25ammad Taqu012b Du0101nish-pazhu016bh, Fihrist-i Nushahhu0101-yi khau1e6du1e6du012b, daftar 11 & 12 (u1e6cihru0101n: Intishu0101ru0101t-i Du0101nishgu0101h-i u1e6cihru0101n, 1039 AH), p. 89."", ""Alternate Title.scriptArab"": ""u0646u062cu0648u0645"", ""Description.physical"": """", ""Relation.textDirection"": ""rtl"", ""Date.normalized"": """", ""Description.note"": """", ""Format.extent"": """", ""Relation"": """", ""Description.stamp"": """", ""Relation.citation"": """", ""Alternate Title.spine"": """", ""Description.marks"": """", ""Description.colophon"": """", ""thumbnailImageName"": """", ""masterImageName"": """"}']","No","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dr24k",""
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz001dr253","ark:/21198/zz000wrgm1","7","Completed","Page","minasian/masters/1475/1475_0028.tif","27","","","","","","","pd","","","","","","","","","","","","","","","1147_1475_0028","page 27","v","","","","","","","","","","","","","","","","","","","","1147_1475_0028.jpg","1475_0028.tif","['{""Project Name"": ""Minasian (Caro) Collection of Persian and Arabic Manuscripts"", ""Item ARK"": ""ark:/21198/zz000wrgm1"", ""Parent ARK"": ""ark:/21198/zz000wrgm1"", ""Item Status ID"": ""7"", ""Item Status"": ""Completed"", ""Object Type"": ""Page"", ""File Name"": """", ""Item Sequence"": ""1478"", ""Duplicate"": """", ""Delete in Title"": """", ""viewingHint"": ""paged"", ""Text direction"": """", ""Visibility"": """", ""IIIF Range"": """", ""Rights.copyrightStatus"": ""pd"", ""Subject"": ""Astronomy"", ""Type.genre"": ""manuscripts (document genre)"", ""Name.repository"": ""University of California, Los Angeles. $b Library Special Collections"", ""Name.author"": ""Isu0323fahu0101nu012b, Ghiyu0101su0331 al-Du012bn u02bfAlu012b bin Amu012bru0101n Hu0323usaynu012b"", ""Name.attributedTo"": """", ""Name.translator"": """", ""Name.commentator"": """", ""Name.scribe"": """", ""Name.creator"": """", ""Name.compiler"": """", ""Name.annotator"": """", ""Language.language"": """", ""Language.script"": """", ""Name.calligrapher"": """", ""Alternate Identifier.local"": ""1475"", ""Title"": ""Risu0101lah dar nuju016bm"", ""Relation.rectoVerso"": """", ""Source"": ""Caro Minasian Collection of Persian and Arabic Manuscripts, box 171,1475"", ""Date.creation"": ""n.d."", ""Format.dimensions"": ""19.9 x 11.9 x 0.5"", ""Alternate Title.other"": """", ""Description.abstract"": """", ""Description.microfilm"": """", ""Description.citation"": ""Muu1e25ammad Taqu012b Du0101nish-pazhu016bh, Fihrist-i Nushahhu0101-yi khau1e6du1e6du012b, daftar 11 & 12 (u1e6cihru0101n: Intishu0101ru0101t-i Du0101nishgu0101h-i u1e6cihru0101n, 1039 AH), p. 89."", ""Alternate Title.scriptArab"": ""u0646u062cu0648u0645"", ""Description.physical"": """", ""Relation.textDirection"": ""rtl"", ""Date.normalized"": """", ""Description.note"": """", ""Format.extent"": """", ""Relation"": """", ""Description.stamp"": """", ""Relation.citation"": """", ""Alternate Title.spine"": """", ""Description.marks"": """", ""Description.colophon"": """", ""thumbnailImageName"": """", ""masterImageName"": """"}']","No","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dr253",""
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz001dr26m","ark:/21198/zz000wrgm1","7","Completed","Page","minasian/masters/1475/1475_0029.tif","28","","","","","","","pd","","","","","","","","","","","","","","","1147_1475_0029","page 28","r","","","","","","","","","","","","","","","","","","","","1147_1475_0029.jpg","1475_0029.tif","['{""Project Name"": ""Minasian (Caro) Collection of Persian and Arabic Manuscripts"", ""Item ARK"": ""ark:/21198/zz000wrgm1"", ""Parent ARK"": ""ark:/21198/zz000wrgm1"", ""Item Status ID"": ""7"", ""Item Status"": ""Completed"", ""Object Type"": ""Page"", ""File Name"": """", ""Item Sequence"": ""1478"", ""Duplicate"": """", ""Delete in Title"": """", ""viewingHint"": ""paged"", ""Text direction"": """", ""Visibility"": """", ""IIIF Range"": """", ""Rights.copyrightStatus"": ""pd"", ""Subject"": ""Astronomy"", ""Type.genre"": ""manuscripts (document genre)"", ""Name.repository"": ""University of California, Los Angeles. $b Library Special Collections"", ""Name.author"": ""Isu0323fahu0101nu012b, Ghiyu0101su0331 al-Du012bn u02bfAlu012b bin Amu012bru0101n Hu0323usaynu012b"", ""Name.attributedTo"": """", ""Name.translator"": """", ""Name.commentator"": """", ""Name.scribe"": """", ""Name.creator"": """", ""Name.compiler"": """", ""Name.annotator"": """", ""Language.language"": """", ""Language.script"": """", ""Name.calligrapher"": """", ""Alternate Identifier.local"": ""1475"", ""Title"": ""Risu0101lah dar nuju016bm"", ""Relation.rectoVerso"": """", ""Source"": ""Caro Minasian Collection of Persian and Arabic Manuscripts, box 171,1475"", ""Date.creation"": ""n.d."", ""Format.dimensions"": ""19.9 x 11.9 x 0.5"", ""Alternate Title.other"": """", ""Description.abstract"": """", ""Description.microfilm"": """", ""Description.citation"": ""Muu1e25ammad Taqu012b Du0101nish-pazhu016bh, Fihrist-i Nushahhu0101-yi khau1e6du1e6du012b, daftar 11 & 12 (u1e6cihru0101n: Intishu0101ru0101t-i Du0101nishgu0101h-i u1e6cihru0101n, 1039 AH), p. 89."", ""Alternate Title.scriptArab"": ""u0646u062cu0648u0645"", ""Description.physical"": """", ""Relation.textDirection"": ""rtl"", ""Date.normalized"": """", ""Description.note"": """", ""Format.extent"": """", ""Relation"": """", ""Description.stamp"": """", ""Relation.citation"": """", ""Alternate Title.spine"": """", ""Description.marks"": """", ""Description.colophon"": """", ""thumbnailImageName"": """", ""masterImageName"": """"}']","No","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dr26m",""
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz001dr274","ark:/21198/zz000wrgm1","7","Completed","Page","minasian/masters/1475/1475_0030.tif","29","","","","","","","pd","","","","","","","","","","","","","","","1147_1475_0030","page 29","v","","","","","","","","","","","","","","","","","","","","1147_1475_0030.jpg","1475_0030.tif","['{""Project Name"": ""Minasian (Caro) Collection of Persian and Arabic Manuscripts"", ""Item ARK"": ""ark:/21198/zz000wrgm1"", ""Parent ARK"": ""ark:/21198/zz000wrgm1"", ""Item Status ID"": ""7"", ""Item Status"": ""Completed"", ""Object Type"": ""Page"", ""File Name"": """", ""Item Sequence"": ""1478"", ""Duplicate"": """", ""Delete in Title"": """", ""viewingHint"": ""paged"", ""Text direction"": """", ""Visibility"": """", ""IIIF Range"": """", ""Rights.copyrightStatus"": ""pd"", ""Subject"": ""Astronomy"", ""Type.genre"": ""manuscripts (document genre)"", ""Name.repository"": ""University of California, Los Angeles. $b Library Special Collections"", ""Name.author"": ""Isu0323fahu0101nu012b, Ghiyu0101su0331 al-Du012bn u02bfAlu012b bin Amu012bru0101n Hu0323usaynu012b"", ""Name.attributedTo"": """", ""Name.translator"": """", ""Name.commentator"": """", ""Name.scribe"": """", ""Name.creator"": """", ""Name.compiler"": """", ""Name.annotator"": """", ""Language.language"": """", ""Language.script"": """", ""Name.calligrapher"": """", ""Alternate Identifier.local"": ""1475"", ""Title"": ""Risu0101lah dar nuju016bm"", ""Relation.rectoVerso"": """", ""Source"": ""Caro Minasian Collection of Persian and Arabic Manuscripts, box 171,1475"", ""Date.creation"": ""n.d."", ""Format.dimensions"": ""19.9 x 11.9 x 0.5"", ""Alternate Title.other"": """", ""Description.abstract"": """", ""Description.microfilm"": """", ""Description.citation"": ""Muu1e25ammad Taqu012b Du0101nish-pazhu016bh, Fihrist-i Nushahhu0101-yi khau1e6du1e6du012b, daftar 11 & 12 (u1e6cihru0101n: Intishu0101ru0101t-i Du0101nishgu0101h-i u1e6cihru0101n, 1039 AH), p. 89."", ""Alternate Title.scriptArab"": ""u0646u062cu0648u0645"", ""Description.physical"": """", ""Relation.textDirection"": ""rtl"", ""Date.normalized"": """", ""Description.note"": """", ""Format.extent"": """", ""Relation"": """", ""Description.stamp"": """", ""Relation.citation"": """", ""Alternate Title.spine"": """", ""Description.marks"": """", ""Description.colophon"": """", ""thumbnailImageName"": """", ""masterImageName"": """"}']","No","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dr274",""
