Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,Thumbnail,viewingHint,Visibility,Type.typeOfResource,Type.genre,Rights.copyrightStatus,Rights.publicationStatus,Rights.permission,Name.actor,Name.director,Name.subject,Name.producer,Name.photographer,Name.costumeDesigner,Name.distributor,Subject.descriptiveTopic,AltTitle.uniform,Language,Name.repository,Name.cinematographer,Subject,Subject.geographicPlace,Name.artDirector,Name.setDesigner,Alt ID.local,Format.extent,Format.dimensions,Title,Date.normalized,Description.caption,Date.creation,Description.note,AltTitle.other,AltTitle.uniform,Description.abstract,Bucketeer State,IIIF Access URL
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz001nmqg1/z096554p,ark:/21198/zz001nmqg1,,,Page,mpstills/masters/21198-zz001nmqg1_1692618_master.tif,1,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,failed,
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz001nmqhj/0k66vd2k,ark:/21198/zz001nmqhj,,,Page,mpstills/masters/21198-zz001nmqhj_1692612_master.tif,1,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,failed,
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz001nmqhj/f4834837,ark:/21198/zz001nmqhj,,,Page,mpstills/masters/21198-zz001nmqhj_1692615_master.tif,2,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,failed,
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz001nmzgd/pv95m03t,ark:/21198/zz001nmzgd,,,Page,mpstills/masters/21198-zz001nmzgd-1-master.tif,1,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,failed,
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz001nmzgd/zb72m60g,ark:/21198/zz001nmzgd,,,Page,mpstills/masters/21198-zz001nmzgd_1692966_master.tif,2,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,failed,
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz001nmzhx/6j87n52r,ark:/21198/zz001nmzhx,,,Page,mpstills/masters/21198-zz001nmzhx_1692960_master.tif,2,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,failed,
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz001nmzhx/np58t09p,ark:/21198/zz001nmzhx,,,Page,mpstills/masters/21198-zz001nmzhx_1692957_master.tif,1,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,failed,
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz001nmzjf/nt629t5r,ark:/21198/zz001nmzjf,,,Page,mpstills/masters/21198-zz001nmzjf-1-master.tif,1,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,failed,
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz001nmzjf/v032ft17,ark:/21198/zz001nmzjf,,,Page,mpstills/masters/21198-zz001nmzjf_1692975_master.tif,2,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,failed,
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz001nmzkz/90146g5g,ark:/21198/zz001nmzkz,,,Page,mpstills/masters/21198-zz001nmzkz-1-master.tif,1,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,failed,
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz001nmzkz/qz78v78x,ark:/21198/zz001nmzkz,,,Page,mpstills/masters/21198-zz001nmzkz-2-master.tif,2,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,failed,
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz001nmzmg/8q004z7x,ark:/21198/zz001nmzmg,,,Page,mpstills/masters/21198-zz001nmzmg-1-master.tif,1,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,failed,
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz001nmzmg/dm73vx38,ark:/21198/zz001nmzmg,,,Page,mpstills/masters/21198-zz001nmzmg-2-master.tif,2,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,failed,
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz001nnv1p/j727ph5z,ark:/21198/zz001nnv1p,,,Page,mpstills/masters/21198-zz001nnv1p-1-master.tif,1,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,failed,
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz001nnv1p/mb44fr9q,ark:/21198/zz001nnv1p,,,Page,mpstills/masters/21198-zz001nnv1p-2-master.tif,2,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,failed,
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz001np4qb/2b83d729,ark:/21198/zz001np4qb,,,Page,mpstills/masters/21198-zz001np4qb-1-master.tif,1,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,failed,
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz001np4qb/w3690c20,ark:/21198/zz001np4qb,,,Page,mpstills/masters/21198-zz001np4qb-2-master.tif,2,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,failed,
