Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Name.subject,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,Type.typeOfResource,viewingHint,Text direction,Visibility,IIIF Range,Name.creator,Rights.copyrightStatus,Rights.permission,Rights.publicationStatus,Name.photographer,Publisher.publisherName,Coverage.geographic,Subject,Rights.rightsHolderContact,Language,Author,Name.repository,Description.note,Title,Date.creation,Date.normalized,Description.caption,Description.abstract,Opac url,Finding Aid URL,IIIF Manifest URL,Thumbnail
Connexxus/Centro de Mujeres Collection,ark:/21198/zz000sc925,ark:/21198/zz000s19ng,2,Completed,Connexxus : [newsletter] |~|Connexxus (Center)--Periodicals.,Work,,,,,text,paged,,,,Connexxus (Center),copyrighted,Y,published,,,Los Angeles (Calif.),Lesbians—Services for—California—Los Angeles—Periodicals,,eng,,,,"Volume 1, Number 11","Volume 1, number 11",1985,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz000sc925/manifest,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000sc93p
Connexxus/Centro de Mujeres Collection,ark:/21198/zz000sc9db,ark:/21198/zz000s19ng,2,Completed,Connexxus : [newsletter] |~|Connexxus (Center)--Periodicals.,Work,,,,,text,paged,,,,Connexxus (Center),copyrighted,Y,published,,,Los Angeles (Calif.),Lesbians—Services for—California—Los Angeles—Periodicals|~|Connexxus (Center)--Periodicals,,eng,,,,"Volume 2, Number 1","Volume 2, number 1 (January, 1986)",1986-01,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz000sc9db/manifest,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000sc9fv
Connexxus/Centro de Mujeres Collection,ark:/21198/zz000sc9s1,ark:/21198/zz000s19ng,2,Completed,Connexxus : [newsletter] |~|Connexxus (Center)--Periodicals.,Work,,,,,text,paged,,,,Connexxus (Center),copyrighted,Y,published,,,Los Angeles (Calif.),Lesbians—Services for—California—Los Angeles—Periodicals,,eng,,,,"Volume 2, Number 3","Volume 2, number 3 (March, 1986)",1986-03,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz000sc9s1/manifest,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000sc9tj
Connexxus/Centro de Mujeres Collection,ark:/21198/zz000scpzx,ark:/21198/zz000s19ng,2,Completed,Connexxus : [newsletter] |~|Connexxus (Center)--Periodicals.,Work,,,,,text,paged,,,,Connexxus (Center),copyrighted,Y,published,,,Los Angeles (Calif.),Lesbians—Services for—California—Los Angeles—Periodicals,,eng,,,,"Volume 3, Number 1","Volume 3, number 1 (January, 1987)",1987-01,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz000scpzx/manifest,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000scq1f
Connexxus/Centro de Mujeres Collection,ark:/21198/zz000scvm5,ark:/21198/zz000s19ng,2,Completed,Connexxus : [newsletter] |~|Connexxus (Center)--Periodicals.,Work,,,,,text,paged,,,,Connexxus (Center),copyrighted,Y,,,,Los Angeles (Calif.),Lesbians—Services for—California—Los Angeles—Periodicals,,eng,,,,"Volume 3, Number 2","Volume 3, number 1 (February, 1987)",1987-02,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz000scvm5/manifest,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000scw7z
Connexxus/Centro de Mujeres Collection,ark:/21198/zz000scx5d,ark:/21198/zz000s19ng,2,Completed,Connexxus : [newsletter] |~|Connexxus (Center)--Periodicals.,Work,,,,,text,paged,,,,Connexxus (Center),copyrighted,Y,published,,,Los Angeles (Calif.),Lesbians—Services for—California—Los Angeles—Periodicals,,eng,,,,"Volume 3, Number 3","Volume 3, number 3 (March, 1987)",1987-03,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz000scx5d/manifest,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000scx6x
Connexxus/Centro de Mujeres Collection,ark:/21198/zz000sd1dx,ark:/21198/zz000s19ng,2,Completed,Connexxus : [newsletter] |~|Connexxus (Center)--Periodicals.,Work,,,,,text,paged,,,,Connexxus (Center),copyrighted,Y,published,,,Los Angeles (Calif.),Lesbians—Services for—California—Los Angeles—Periodicals,,eng,,,,"Volume 3, Number 4","Volume 3, number 4 (April, 1987)",1987-04,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz000sd1dx/manifest,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000sd1ff
Connexxus/Centro de Mujeres Collection,ark:/21198/zz000sd206,ark:/21198/zz000s19ng,2,Completed,Connexxus : [newsletter] |~|Connexxus (Center)--Periodicals.,Work,,,,,text,paged,,,,Connexxus (Center),copyrighted,Y,published,,,Los Angeles (Calif.),Lesbians—Services for—California—Los Angeles—Periodicals,,eng,,,"The newsletter is labeled as Volume 3, Number 4 but should be Volume 3, Number 5.","Volume 3, Number 5","Volume 3, number 4 (May, 1987)",1987-05,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz000sd206/manifest,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000sd21q
Connexxus/Centro de Mujeres Collection,ark:/21198/zz000sd3z5,ark:/21198/zz000s19ng,2,Completed,Connexxus : [newsletter] |~|Connexxus (Center)--Periodicals.,Work,,,,,text,paged,,,,Connexxus (Center),copyrighted,Y,published,,,Los Angeles (Calif.),Lesbians—Services for—California—Los Angeles—Periodicals,,eng,,,,"Volume 3, Number 6","Volume 3, number 5 (June, 1987)",1987-06,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz000sd3z5/manifest,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000sd4jf
Connexxus/Centro de Mujeres Collection,ark:/21198/zz000sd6pg,ark:/21198/zz000s19ng,2,Completed,Connexxus : [newsletter] |~|Connexxus (Center)--Periodicals.,Work,,,,,text,paged,,,,Connexxus (Center),copyrighted,Y,published,,,Los Angeles (Calif.),Lesbians—Services for—California—Los Angeles—Periodicals,,eng,,,,"Volume 3, Number 7","Volume 3, number 7 (July, 1987)",1987-07,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz000sd6pg/manifest,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000sd6q0
Connexxus/Centro de Mujeres Collection,ark:/21198/zz000sd9f9,ark:/21198/zz000s19ng,2,Completed,Connexxus : [newsletter] |~|Connexxus (Center)--Periodicals.,Work,,,,,text,paged,,,,Connexxus (Center),copyrighted,Y,published,,,Los Angeles (Calif.),Lesbians—Services for—California—Los Angeles—Periodicals,,eng,,,"The newsletter is labeled as Volume 3, Number 8 but should be Volume 3, Number 7.","Volume 3, Number 8","Volume 3, number 8 (August, 1987)",1987-08,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz000sd9f9/manifest,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000sdc75
Connexxus/Centro de Mujeres Collection,ark:/21198/zz000sdfk9,ark:/21198/zz000s19ng,2,Completed,Connexxus : [newsletter] |~|Connexxus (Center)--Periodicals.,Work,,,,,text,paged,,,,Connexxus (Center),copyrighted,Y,published,,,Los Angeles (Calif.),Lesbians—Services for—California—Los Angeles—Periodicals,,eng,,,"The newsletter is labeled as Volume 3, Number 9 but should be Volume 3, Number 8.","Volume 3, Number 9","Volume 3, number 9 (September, 1987)",1987-09,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz000sdfk9/manifest,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000sdfmt
Connexxus/Centro de Mujeres Collection,ark:/21198/zz000sdg5k,ark:/21198/zz000s19ng,2,Completed,Connexxus : [newsletter] |~|Connexxus (Center)--Periodicals.,Work,,,,,text,paged,,,,Connexxus (Center),copyrighted,Y,published,,,Los Angeles (Calif.),Lesbians—Services for—California—Los Angeles—Periodicals,,eng,,,,"Volume 3, Number 10","Volume 3, number 10 (October, 1987)",1987-10,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz000sdg5k/manifest,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000sdh10
Connexxus/Centro de Mujeres Collection,ark:/21198/zz000sdkmr,ark:/21198/zz000s19ng,2,Completed,Connexxus : [newsletter] |~|Connexxus (Center)--Periodicals.,Work,,,,,text,paged,,,,Connexxus (Center),copyrighted,Y,published,,,Los Angeles (Calif.),Lesbians—Services for—California—Los Angeles—Periodicals,,eng,,,,"Volume 3, Number 11","Volume 3, number 11 (November, 1987)",1987-11,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz000sdkmr/manifest,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000sdkn8
Connexxus/Centro de Mujeres Collection,ark:/21198/zz000sdmg5,ark:/21198/zz000s19ng,2,Completed,Connexxus : [newsletter] |~|Connexxus (Center)--Periodicals.,Work,,,,,text,paged,,,,Connexxus (Center),copyrighted,Y,published,,,Los Angeles (Calif.),Lesbians—Services for—California—Los Angeles—Periodicals,,eng,,,,"Volume 3, Number 12","Volume 3, number 12 (December, 1987)",1987-12,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz000sdmg5/manifest,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000sdmhp
Connexxus/Centro de Mujeres Collection,ark:/21198/zz000sdn6h,ark:/21198/zz000s19ng,2,Completed,Connexxus : [newsletter] |~|Connexxus (Center)--Periodicals.,Work,,,,,text,paged,,,,Connexxus (Center),copyrighted,Y,published,,,Los Angeles (Calif.),Lesbians—Services for—California—Los Angeles—Periodicals,,eng,,,,"Volume 4, Number 1","Volume 4, number 1 (January, 1988)",1988-01,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz000sdn6h/manifest,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000sdn71
Connexxus/Centro de Mujeres Collection,ark:/21198/zz000sdp9j,ark:/21198/zz000s19ng,2,Completed,Connexxus : [newsletter] |~|Connexxus (Center)--Periodicals.,Work,,,,,text,paged,,,,Connexxus (Center),copyrighted,Y,published,,,Los Angeles (Calif.),Lesbians—Services for—California—Los Angeles—Periodicals,,eng,,,,"Volume 4, Number 2","Volume 4, number 2 (February, 1988)",1988-02,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz000sdp9j/manifest,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000sdqh4
Connexxus/Centro de Mujeres Collection,ark:/21198/zz000sdtb0,ark:/21198/zz000s19ng,2,Completed,Connexxus : [newsletter] |~|Connexxus (Center)--Periodicals.,Work,,,,,text,paged,,,,Connexxus (Center),copyrighted,Y,published,,,Los Angeles (Calif.),Lesbians—Services for—California—Los Angeles—Periodicals,,eng,,,,"Volume 4, Number 3","Volume 4, number 3 (March, 1988)",1988-03,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz000sdtb0/manifest,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000sdtch
Connexxus/Centro de Mujeres Collection,ark:/21198/zz000sdtz9,ark:/21198/zz000s19ng,2,Completed,Connexxus : [newsletter] |~|Connexxus (Center)--Periodicals.,Work,,,,,text,paged,,,,Connexxus (Center),copyrighted,Y,published,,,Los Angeles (Calif.),Lesbians—Services for—California—Los Angeles—Periodicals,,eng,,,,"Volume 4, Number 4","Volume 4, number 4 (April, 1988)",1988-04,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz000sdtz9/manifest,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000sdv09
Connexxus/Centro de Mujeres Collection,ark:/21198/zz000sdvq5,ark:/21198/zz000s19ng,2,Completed,Connexxus : [newsletter] |~|Connexxus (Center)--Periodicals.,Work,,,,,text,paged,,,,Connexxus (Center),copyrighted,Y,published,,,Los Angeles (Calif.),Lesbians—Services for—California—Los Angeles—Periodicals,,eng,,,,"Volume 4, Number 5","Volume 4, number 5 (May, 1988)",1988-05,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz000sdvq5/manifest,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000sdvrp
Connexxus/Centro de Mujeres Collection,ark:/21198/zz000sdwfh,ark:/21198/zz000s19ng,2,Completed,Connexxus : [newsletter] |~|Connexxus (Center)--Periodicals.,Work,,,,,text,paged,,,,Connexxus (Center),copyrighted,Y,published,,,Los Angeles (Calif.),Lesbians—Services for—California—Los Angeles—Periodicals,,eng,,,,"Volume 4, Number 6","Volume 4, number 6 (June, 1988)",1988-06,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz000sdwfh/manifest,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000sdwg1
Connexxus/Centro de Mujeres Collection,ark:/21198/zz000sdx1s,ark:/21198/zz000s19ng,2,Completed,Connexxus : [newsletter] |~|Connexxus (Center)--Periodicals.,Work,,,,,text,paged,,,,Connexxus (Center),copyrighted,Y,published,,,Los Angeles (Calif.),Lesbians—Services for—California—Los Angeles—Periodicals,,eng,,,,"Volume 4, Number 7","Volume 4, number 7 (July, 1988)",1988-07,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz000sdx1s/manifest,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000sdx29
Connexxus/Centro de Mujeres Collection,ark:/21198/zz000sf0sk,ark:/21198/zz000s19ng,2,Completed,Connexxus : [newsletter] |~|Connexxus (Center)--Periodicals.,Work,,,,,text,paged,,,,Connexxus (Center),copyrighted,Y,published,,,Los Angeles (Calif.),Lesbians—Services for—California—Los Angeles—Periodicals,,eng,,,,"Volume 4, Number 8","Volume 4, number 8 (August, 1988)",1988-08,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz000sf0sk/manifest,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000sf0t3
Connexxus/Centro de Mujeres Collection,ark:/21198/zz000sf2kf,ark:/21198/zz000s19ng,2,Completed,Connexxus : [newsletter] |~|Connexxus (Center)--Periodicals.,Work,,,,,text,paged,,,,Connexxus (Center),copyrighted,Y,published,,,Los Angeles (Calif.),Lesbians—Services for—California—Los Angeles—Periodicals,,eng,,,,"Volume 4, Number 9","Volume 4, number 9 (September, 1988)",1988-09,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz000sf2kf/manifest,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000sf2mz
Connexxus/Centro de Mujeres Collection,ark:/21198/zz000sf35q,ark:/21198/zz000s19ng,2,Completed,Connexxus : [newsletter] |~|Connexxus (Center)--Periodicals.,Work,,,,,text,paged,,,,Connexxus (Center),copyrighted,Y,published,,,Los Angeles (Calif.),Lesbians—Services for—California—Los Angeles—Periodicals,,eng,,,,"Volume 4, Number 10","Volume 4, number 10 (October, 1988)",1988-10,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz000sf35q/manifest,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000sf367
Connexxus/Centro de Mujeres Collection,ark:/21198/zz000sf6br,ark:/21198/zz000s19ng,2,Completed,Connexxus : [newsletter] |~|Connexxus (Center)--Periodicals.,Work,,,,,text,paged,,,,Connexxus (Center),copyrighted,Y,published,,,Los Angeles (Calif.),Lesbians—Services for—California—Los Angeles—Periodicals,,eng,,,,"Volume 4, Number 11","Volume 4, number 11 (November, 1988)",1988-11,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz000sf6br/manifest,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000sf6c8
Connexxus/Centro de Mujeres Collection,ark:/21198/zz000sf723,ark:/21198/zz000s19ng,2,Completed,Connexxus : [newsletter] |~|Connexxus (Center)--Periodicals.,Work,,,,,text,paged,,,,Connexxus (Center),copyrighted,Y,published,,,Los Angeles (Calif.),Lesbians—Services for—California—Los Angeles—Periodicals,,eng,,,,"Volume 4, Number 12","Volume 4, number 12 (December, 1988)",1988-12,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz000sf723/manifest,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000sf73m
Connexxus/Centro de Mujeres Collection,ark:/21198/zz000sfk5g,ark:/21198/zz000s19ng,2,Completed,Connexxus : [newsletter] |~|Connexxus (Center)--Periodicals.,Work,,,,,text,paged,,,,Connexxus (Center),copyrighted,Y,published,,,Los Angeles (Calif.),Lesbians—Services for—California—Los Angeles—Periodicals,,eng,,,,"Volume 5, Number 1","Volume 5, number 1 (January, 1989)",1989-01,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz000sfk5g/manifest,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000sfk60
Connexxus/Centro de Mujeres Collection,ark:/21198/zz000sfkwb,ark:/21198/zz000s19ng,2,Completed,Connexxus : [newsletter] |~|Connexxus (Center)--Periodicals.,Work,,,,,text,paged,,,,Connexxus (Center),copyrighted,Y,published,,,Los Angeles (Calif.),Lesbians—Services for—California—Los Angeles—Periodicals,,eng,,,,"Volume 5, Number 2","Volume 5, number 2 (February, 1989)",1989-02,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz000sfkwb/manifest,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000sfkxv
Connexxus/Centro de Mujeres Collection,ark:/21198/zz000sfmmp,ark:/21198/zz000s19ng,2,Completed,Connexxus : [newsletter] |~|Connexxus (Center)--Periodicals.,Work,,,,,text,paged,,,,Connexxus (Center),copyrighted,Y,published,,,Los Angeles (Calif.),Lesbians—Services for—California—Los Angeles—Periodicals,,eng,,,"The newsletter is labeled as Volume 4, Number 3 but should be Volume 5, Number 3.","Volume 5, Number 3","Volume 4, number 3 (March, 1989)",1989-03,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz000sfmmp/manifest,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000sfmn6
Connexxus/Centro de Mujeres Collection,ark:/21198/zz000sfnb1,ark:/21198/zz000s19ng,2,Completed,Connexxus : [newsletter] |~|Connexxus (Center)--Periodicals.,Work,,,,,text,paged,,,,Connexxus (Center),copyrighted,Y,published,,,Los Angeles (Calif.),Lesbians—Services for—California—Los Angeles—Periodicals,,eng,,,,"Volume 5, Number 4","Volume 5, number 4 (April, 1989)",1989-04,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz000sfnb1/manifest,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000sfncj
Connexxus/Centro de Mujeres Collection,ark:/21198/zz000sfp1v,ark:/21198/zz000s19ng,2,Completed,Connexxus : [newsletter] |~|Connexxus (Center)--Periodicals.,Work,,,,,text,paged,,,,Connexxus (Center),copyrighted,Y,published,,,Los Angeles (Calif.),Lesbians—Services for—California—Los Angeles—Periodicals,,eng,,,"Newsletter is labeled as Volume 6, number 5 but should be Volume 5, number 5.","Volume 5, Number 5","Volume 6, number 5 (May, 1989)",1989-05,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz000sfp1v/manifest,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000sfp2c
Connexxus/Centro de Mujeres Collection,ark:/21198/zz000sfprq,ark:/21198/zz000s19ng,2,Completed,Connexxus : [newsletter] |~|Connexxus (Center)--Periodicals.,Work,,,,,text,paged,,,,Connexxus (Center),copyrighted,Y,published,,,Los Angeles (Calif.),Lesbians—Services for—California—Los Angeles—Periodicals,,eng,,,"Newsletter is labeled as Volume 7, number 6 but should be Volume 5, number 6.","Volume 5, Number 6","Volume 7, number 6 (June, 1989)",1989-06,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz000sfprq/manifest,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000sfps7
Connexxus/Centro de Mujeres Collection,ark:/21198/zz000sfqb0,ark:/21198/zz000s19ng,2,Completed,Connexxus : [newsletter] |~|Connexxus (Center)--Periodicals.,Work,,,,,text,paged,,,,Connexxus (Center),copyrighted,Y,published,,,Los Angeles (Calif.),Lesbians—Services for—California—Los Angeles—Periodicals,,eng,,,"Newsletter is labeled as Volume 8, number 7 but should be Volume 5, number 7.","Volume 5, Number 7","Volume 8, number 7 (July, 1989)",1989-07,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz000sfqb0/manifest,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000sfqch
Connexxus/Centro de Mujeres Collection,ark:/21198/zz000sfqxs,ark:/21198/zz000s19ng,2,Completed,Connexxus : [newsletter] |~|Connexxus (Center)--Periodicals.,Work,,,,,text,paged,,,,Connexxus (Center),copyrighted,Y,published,,,Los Angeles (Calif.),Lesbians—Services for—California—Los Angeles—Periodicals,,eng,,,"Newsletter is labeled as Volume 8, number 8 but should be Volume 5, number 8.","Volume 5, Number 8","Volume 8, number 8 (August, 1989)",1989-08,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz000sfqxs/manifest,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000sfqz9
