"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","viewingHint","Text direction","Item Sequence","Duplicate","Delete in Title","Type.typeOfResource","Subject","Type.genre","Language","Name.editor","Name.engraver","Title","Relation.rectoVerso","Relation.PageNumber","Description.note","Source","Relation.isPartOf","Alt ID.local","Date.normalized","Publisher.publisherName","Format.extent","Publisher.placeOfOrigin","Date.creation","Format.dimensions","Description.tableOfContents","Alt ID.oclc","AltTitle.uniform","AltTitle.inscribed","Relation.hasPart","Name.printer","Name.illustrator","Rights.copyrightStatus","Bucketeer State","IIIF Access URL"
"Picart (Bernard) Collection","ark:/21198/zz0013z55h","ark:/21198/zz0009pfjk","2","Completed","Page","picart/masters/21198-zz0013z55h-1-master.tif","","","563","","","text","","","","","","Page 011","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0013z55h"
"Picart (Bernard) Collection","ark:/21198/zz0013z561","ark:/21198/zz0009pfjk","2","Completed","Page","picart/masters/21198-zz0013z561-1-master.tif","","","564","","","text","","","","","","Page 012","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0013z561"
"Picart (Bernard) Collection","ark:/21198/zz0013z57j","ark:/21198/zz0009pfjk","2","Completed","Page","picart/masters/21198-zz0013z57j-2-master.tif","","","565","","","text","","","","","","Page 012a","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0013z57j"
"Picart (Bernard) Collection","ark:/21198/zz0013z582","ark:/21198/zz0009pfjk","2","Completed","Page","picart/masters/21198-zz0013z582-1-master.tif","","","566","","","still image","","","","","","CEREMONIE FUNÊBRE des HABITANS de GUINÉE.","v","","CEREMONIE FUNÊBRE des HABITANS de GUINÉE.SEPULTRE d'un ROI de GUINEE.B. Picart sculp. dir. (date illegible)","Page 012b","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0013z582"
"Picart (Bernard) Collection","ark:/21198/zz0013z59k","ark:/21198/zz0009pfjk","2","Completed","Page","picart/masters/21198-zz0013z59k-1-master.tif","","","567","","","text","","","","","","Page 013","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0013z59k"
"Picart (Bernard) Collection","ark:/21198/zz0013z5b3","ark:/21198/zz0009pfjk","2","Completed","Page","picart/masters/21198-zz0013z5b3-1-master.tif","","","568","","","text","","","","","","Page 014","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0013z5b3"
"Picart (Bernard) Collection","ark:/21198/zz0013z5cm","ark:/21198/zz0009pfjk","2","Completed","Page","picart/masters/21198-zz0013z5cm-1-master.tif","","","569","","","text","","","","","","Page 015","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0013z5cm"
"Picart (Bernard) Collection","ark:/21198/zz0013z5d4","ark:/21198/zz0009pfjk","2","Completed","Page","picart/masters/21198-zz0013z5d4-1-master.tif","","","570","","","text","","","","","","Page 016","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0013z5d4"
"Picart (Bernard) Collection","ark:/21198/zz0013z5fn","ark:/21198/zz0009pfjk","2","Completed","Page","picart/masters/21198-zz0013z5fn-1-master.tif","","","571","","","text","","","","","","Page 017","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0013z5fn"
"Picart (Bernard) Collection","ark:/21198/zz0013z5g5","ark:/21198/zz0009pfjk","2","Completed","Page","picart/masters/21198-zz0013z5g5-1-master.tif","","","572","","","text","","","","","","Page 018","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0013z5g5"
"Picart (Bernard) Collection","ark:/21198/zz0013z5hp","ark:/21198/zz0009pfjk","2","Completed","Page","picart/masters/21198-zz0013z5hp-1-master.tif","","","573","","","text","","","","","","Page 019","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0013z5hp"
"Picart (Bernard) Collection","ark:/21198/zz0013z5j6","ark:/21198/zz0009pfjk","2","Completed","Page","picart/masters/21198-zz0013z5j6-1-master.tif","","","574","","","text","","","","","","Page 020","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0013z5j6"
"Picart (Bernard) Collection","ark:/21198/zz0013z5kq","ark:/21198/zz0009pfjk","2","Completed","Page","picart/masters/21198-zz0013z5kq-1-master.tif","","","575","","","text","","","","","","Page 021","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0013z5kq"
"Picart (Bernard) Collection","ark:/21198/zz0013z5m7","ark:/21198/zz0009pfjk","2","Completed","Page","picart/masters/21198-zz0013z5m7-1-master.tif","","","576","","","text","","","","","","Page 022","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0013z5m7"
"Picart (Bernard) Collection","ark:/21198/zz0013z5nr","ark:/21198/zz0009pfjk","2","Completed","Page","picart/masters/21198-zz0013z5nr-1-master.tif","","","577","","","text","","","","","","Page 023","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0013z5nr"
"Picart (Bernard) Collection","ark:/21198/zz0013z5p8","ark:/21198/zz0009pfjk","2","Completed","Page","picart/masters/21198-zz0013z5p8-1-master.tif","","","578","","","text","","","","","","Page 024","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0013z5p8"
"Picart (Bernard) Collection","ark:/21198/zz0013z5qs","ark:/21198/zz0009pfjk","2","Completed","Page","picart/masters/21198-zz0013z5qs-1-master.tif","","","579","","","text","","","","","","Page 025","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0013z5qs"
"Picart (Bernard) Collection","ark:/21198/zz0013z5r9","ark:/21198/zz0009pfjk","2","Completed","Page","picart/masters/21198-zz0013z5r9-1-master.tif","","","580","","","text","","","","","","Page 026","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0013z5r9"
"Picart (Bernard) Collection","ark:/21198/zz0013zkdx","ark:/21198/zz0009pfjk","2","Completed","Page","picart/masters/21198-zz0013zkdx-1-master.tif","","","581","","","text","","","","","","Page 027","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0013zkdx"
"Picart (Bernard) Collection","ark:/21198/zz0013zkff","ark:/21198/zz0009pfjk","2","Completed","Page","picart/masters/21198-zz0013zkff-1-master.tif","","","582","","","text","","","","","","Page 028","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0013zkff"
"Picart (Bernard) Collection","ark:/21198/zz0013zkgz","ark:/21198/zz0009pfjk","2","Completed","Page","picart/masters/21198-zz0013zkgz-1-master.tif","","","583","","","text","","","","","","Page 029","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0013zkgz"
"Picart (Bernard) Collection","ark:/21198/zz0013zkhg","ark:/21198/zz0009pfjk","2","Completed","Page","picart/masters/21198-zz0013zkhg-1-master.tif","","","584","","","text","","","","","","Page 030","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0013zkhg"
"Picart (Bernard) Collection","ark:/21198/zz0013zkj0","ark:/21198/zz0009pfjk","2","Completed","Page","picart/masters/21198-zz0013zkj0-1-master.tif","","","585","","","text","","","","","","Page 031","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0013zkj0"
"Picart (Bernard) Collection","ark:/21198/zz0013zkkh","ark:/21198/zz0009pfjk","2","Completed","Page","picart/masters/21198-zz0013zkkh-1-master.tif","","","586","","","text","","","","","","Page 032","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0013zkkh"
"Picart (Bernard) Collection","ark:/21198/zz0013zkm1","ark:/21198/zz0009pfjk","2","Completed","Page","picart/masters/21198-zz0013zkm1-1-master.tif","","","587","","","text","","","","","","Page 033","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0013zkm1"
"Picart (Bernard) Collection","ark:/21198/zz0013zknj","ark:/21198/zz0009pfjk","2","Completed","Page","picart/masters/21198-zz0013zknj-1-master.tif","","","588","","","text","","","","","","Page 034","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0013zknj"
"Picart (Bernard) Collection","ark:/21198/zz0013zkp2","ark:/21198/zz0009pfjk","2","Completed","Page","picart/masters/21198-zz0013zkp2-1-master.tif","","","589","","","text","","","","","","Page 035","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0013zkp2"
"Picart (Bernard) Collection","ark:/21198/zz0013zkqk","ark:/21198/zz0009pfjk","2","Completed","Page","picart/masters/21198-zz0013zkqk-1-master.tif","","","590","","","text","","","","","","Page 036","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0013zkqk"
"Picart (Bernard) Collection","ark:/21198/zz0013zkr3","ark:/21198/zz0009pfjk","2","Completed","Page","picart/masters/21198-zz0013zkr3-1-master.tif","","","591","","","text","","","","","","Page 037","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0013zkr3"
"Picart (Bernard) Collection","ark:/21198/zz0013zksm","ark:/21198/zz0009pfjk","2","Completed","Page","picart/masters/21198-zz0013zksm-1-master.tif","","","592","","","text","","","","","","Page 038","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0013zksm"
"Picart (Bernard) Collection","ark:/21198/zz0013zkt4","ark:/21198/zz0009pfjk","2","Completed","Page","picart/masters/21198-zz0013zkt4-1-master.tif","","","593","","","text","","","","","","Page 039","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0013zkt4"
"Picart (Bernard) Collection","ark:/21198/zz0013zkvn","ark:/21198/zz0009pfjk","2","Completed","Page","picart/masters/21198-zz0013zkvn-1-master.tif","","","594","","","text","","","","","","Page 040","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0013zkvn"
"Picart (Bernard) Collection","ark:/21198/zz0013zkw5","ark:/21198/zz0009pfjk","2","Completed","Page","picart/masters/21198-zz0013zkw5-1-master.tif","","","595","","","text","","","","","","Page 041","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0013zkw5"
"Picart (Bernard) Collection","ark:/21198/zz0013zkxp","ark:/21198/zz0009pfjk","2","Completed","Page","picart/masters/21198-zz0013zkxp-1-master.tif","","","596","","","text","","","","","","Page 042","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0013zkxp"
"Picart (Bernard) Collection","ark:/21198/zz0013zkz6","ark:/21198/zz0009pfjk","2","Completed","Page","picart/masters/21198-zz0013zkz6-1-master.tif","","","597","","","text","","","","","","Page 043","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0013zkz6"
"Picart (Bernard) Collection","ark:/21198/zz0013zm06","ark:/21198/zz0009pfjk","2","Completed","Page","picart/masters/21198-zz0013zm06-1-master.tif","","","598","","","text","","","","","","Page 044","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0013zm06"
"Picart (Bernard) Collection","ark:/21198/zz0013zm1q","ark:/21198/zz0009pfjk","2","Completed","Page","picart/masters/21198-zz0013zm1q-1-master.tif","","","599","","","still image","","","","","","HONNEURS RELIGIEUX que les CAFRES rendent à la LUNE.","r","","HONNEURS RELIGIEUX que les CAFRES rendent à la LUNE.HONNEURS RELIGIEUX que les CAFRES rendent à un HANETON.B. Picart del. 1729.","Page 044a","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0013zm1q"
"Picart (Bernard) Collection","ark:/21198/zz0013zm27","ark:/21198/zz0009pfjk","2","Completed","Page","picart/masters/21198-zz0013zm27-1-master.tif","","","600","","","text","","","","","","Page 044b","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0013zm27"
"Picart (Bernard) Collection","ark:/21198/zz0013zm3r","ark:/21198/zz0009pfjk","2","Completed","Page","picart/masters/21198-zz0013zm3r-1-master.tif","","","601","","","text","","","","","","Page 045","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0013zm3r"
"Picart (Bernard) Collection","ark:/21198/zz0013zm48","ark:/21198/zz0009pfjk","2","Completed","Page","picart/masters/21198-zz0013zm48-1-master.tif","","","602","","","text","","","","","","Page 046","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0013zm48"
"Picart (Bernard) Collection","ark:/21198/zz0013zm5s","ark:/21198/zz0009pfjk","2","Completed","Page","picart/masters/21198-zz0013zm5s-1-master.tif","","","603","","","text","","","","","","Page 046a","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0013zm5s"
"Picart (Bernard) Collection","ark:/21198/zz0013zm69","ark:/21198/zz0009pfjk","2","Completed","Page","picart/masters/21198-zz0013zm69-1-master.tif","","","604","","","still image","","","","","","L' INITITIATION des JEUNES GENS reçeus au rang des HOMMES.","v","","L' INITITIATION des JEUNES GENS reçeus au rang des HOMMES.Les FUNERAÏLLES des CAFRES et HOTTANTOTS.B. Picart del. 1729.","Page 046b","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0013zm69"
"Picart (Bernard) Collection","ark:/21198/zz0013zm7t","ark:/21198/zz0009pfjk","2","Completed","Page","picart/masters/21198-zz0013zm7t-1-master.tif","","","605","","","text","","","","","","Page 047","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0013zm7t"
"Picart (Bernard) Collection","ark:/21198/zz0013zm8b","ark:/21198/zz0009pfjk","2","Completed","Page","picart/masters/21198-zz0013zm8b-1-master.tif","","","606","","","text","","","","","","Page 048","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0013zm8b"
"Picart (Bernard) Collection","ark:/21198/zz0013zm9v","ark:/21198/zz0009pfjk","2","Completed","Page","picart/masters/21198-zz0013zm9v-1-master.tif","","","607","","","text","","","","","","Page 049","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0013zm9v"
"Picart (Bernard) Collection","ark:/21198/zz0013zmbc","ark:/21198/zz0009pfjk","2","Completed","Page","picart/masters/21198-zz0013zmbc-1-master.tif","","","608","","","text","","","","","","Page 050","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0013zmbc"
"Picart (Bernard) Collection","ark:/21198/zz0013zmcw","ark:/21198/zz0009pfjk","2","Completed","Page","picart/masters/21198-zz0013zmcw-1-master.tif","","","609","","","text","","","","","","Page 051","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0013zmcw"
"Picart (Bernard) Collection","ark:/21198/zz0013zmdd","ark:/21198/zz0009pfjk","2","Completed","Page","picart/masters/21198-zz0013zmdd-1-master.tif","","","610","","","text","","","","","","Page 052","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0013zmdd"
"Picart (Bernard) Collection","ark:/21198/zz0013zmfx","ark:/21198/zz0009pfjk","2","Completed","Page","picart/masters/21198-zz0013zmfx-1-master.tif","","","611","","","text","","","","","","Page 052a","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0013zmfx"
"Picart (Bernard) Collection","ark:/21198/zz0013zmgf","ark:/21198/zz0009pfjk","2","Completed","Page","picart/masters/21198-zz0013zmgf-1-master.tif","","","612","","","still image","","","","","","INSTRUM. de MUSIQUE dont les CAFRES jouent.","v","","INSTRUM. de MUSIQUE dont les CAFRES jouent.INSTRUM. de MUSIQUE dont leurs FEMMES jouent.","Page 052b","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0013zmgf"
"Picart (Bernard) Collection","ark:/21198/zz0013zmhz","ark:/21198/zz0009pfjk","2","Completed","Page","picart/masters/21198-zz0013zmhz-1-master.tif","","","613","","","text","","","","","","Page 053","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0013zmhz"
