"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","viewingHint","Text direction","Item Sequence","Duplicate","Delete in Title","Type.typeOfResource","Subject","Type.genre","Language","Editor","Name.engraver","Title","Relation.rectoVerso","Relation.PageNumber","Description.note","Source","Relation.isPartOf","Alt ID.local","Date.normalized","Publisher.publisherName","Format.extent","Publisher.placeOfOrigin","Date.creation","Format.dimensions","Description.tableOfContents","Alt ID.oclc","AltTitle.uniform","AltTitle.inscribed","Relation.hasPart","Name.printer","Name.illustrator","Rights.copyrightStatus","Bucketeer State","IIIF Access URL"
"Picart (Bernard) Collection","ark:/21198/zz0017js81","ark:/21198/zz0009pfq5","2","Completed","Page","picart/masters/21198-zz0017js81_505353_master.tif","","","158","","","text","","","","","","Page 116","v","","","","","","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017js81"
"Picart (Bernard) Collection","ark:/21198/zz0017js9j","ark:/21198/zz0009pfq5","2","Completed","Page","picart/masters/21198-zz0017js9j_505356_master.tif","","","159","","","text","","","","","","Page 117","r","","","","","","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017js9j"
"Picart (Bernard) Collection","ark:/21198/zz0017jsb2","ark:/21198/zz0009pfq5","2","Completed","Page","picart/masters/21198-zz0017jsb2_505359_master.tif","","","160","","","text","","","","","","Page 118","v","","","","","","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017jsb2"
"Picart (Bernard) Collection","ark:/21198/zz0017jsr8","ark:/21198/zz0009pfq5","2","Completed","Page","picart/masters/21198-zz0017jsr8_505362_master.tif","","","161","","","text","","","","","","Page 119","r","","","","","","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017jsr8"
"Picart (Bernard) Collection","ark:/21198/zz0017jsss","ark:/21198/zz0009pfq5","2","Completed","Page","picart/masters/21198-zz0017jsss_505371_master.tif","","","162","","","text|~|still image","","","","","","Page 120","v","","","","","","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017jsss"
"Picart (Bernard) Collection","ark:/21198/zz0017jst9","ark:/21198/zz0009pfq5","2","Completed","Page","picart/masters/21198-zz0017jst9_505378_master.tif","","","163","","","text","","","","","","Page 121","r","","","","","","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017jst9"
"Picart (Bernard) Collection","ark:/21198/zz0017jsvt","ark:/21198/zz0009pfq5","2","Completed","Page","picart/masters/21198-zz0017jsvt_505387_master.tif","","","164","","","text","","","","","","Page 122","v","","","","","","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017jsvt"
"Picart (Bernard) Collection","ark:/21198/zz0017jswb","ark:/21198/zz0009pfq5","2","Completed","Page","picart/masters/21198-zz0017jswb_505392_master.tif","","","165","","","text|~|still image","","","","","","Page 123","r","","","","","","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017jswb"
"Picart (Bernard) Collection","ark:/21198/zz0017jsxv","ark:/21198/zz0009pfq5","2","Completed","Page","picart/masters/21198-zz0017jsxv_505395_master.tif","","","166","","","text","","","","","","Page 124","v","","","","","","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017jsxv"
"Picart (Bernard) Collection","ark:/21198/zz0017jszc","ark:/21198/zz0009pfq5","2","Completed","Page","picart/masters/21198-zz0017jszc_505407_master.tif","","","167","","","text","","","","","","Page 125","r","","","","","","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017jszc"
"Picart (Bernard) Collection","ark:/21198/zz0017jt0c","ark:/21198/zz0009pfq5","2","Completed","Page","picart/masters/21198-zz0017jt0c_505410_master.tif","","","168","","","text","","","","","","Page 126","v","","","","","","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017jt0c"
"Picart (Bernard) Collection","ark:/21198/zz0017jt1w","ark:/21198/zz0009pfq5","2","Completed","Page","picart/masters/21198-zz0017jt1w_505419_master.tif","","","169","","","text","","","","","","Page 1","r","","","","","","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017jt1w"
"Picart (Bernard) Collection","ark:/21198/zz0017jt2d","ark:/21198/zz0009pfq5","2","Completed","Page","picart/masters/21198-zz0017jt2d_505422_master.tif","","","170","","","text","","","","","","Page 2","v","","","","","","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017jt2d"
"Picart (Bernard) Collection","ark:/21198/zz0017jt3x","ark:/21198/zz0009pfq5","2","Completed","Page","picart/masters/21198-zz0017jt3x_505437_master.tif","","","171","","","text|~|still image","","","","","","Page 3","r","","","","","","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017jt3x"
"Picart (Bernard) Collection","ark:/21198/zz0017jt4f","ark:/21198/zz0009pfq5","2","Completed","Page","picart/masters/21198-zz0017jt4f_505446_master.tif","","","172","","","text","","","","","","Page 4","v","","","","","","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017jt4f"
"Picart (Bernard) Collection","ark:/21198/zz0017jt5z","ark:/21198/zz0009pfq5","2","Completed","Page","picart/masters/21198-zz0017jt5z_505450_master.tif","","","173","","","text","","","","","","Page 5","r","","","","","","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017jt5z"
"Picart (Bernard) Collection","ark:/21198/zz0017jt6g","ark:/21198/zz0009pfq5","2","Completed","Page","picart/masters/21198-zz0017jt6g_727212_master.tif","","","174","","","text","","","","","","Page 6","v","","","","","","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017jt6g"
"Picart (Bernard) Collection","ark:/21198/zz0017jt70","ark:/21198/zz0009pfq5","2","Completed","Page","picart/masters/21198-zz0017jt70_727222_master.tif","","","175","","","text","","","","","","Page 7","r","","","","","","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017jt70"
"Picart (Bernard) Collection","ark:/21198/zz0017jt8h","ark:/21198/zz0009pfq5","2","Completed","Page","picart/masters/21198-zz0017jt8h_727225_master.tif","","","176","","","text","","","","","","Page 8","v","","","","","","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017jt8h"
"Picart (Bernard) Collection","ark:/21198/zz0017jt91","ark:/21198/zz0009pfq5","2","Completed","Page","picart/masters/21198-zz0017jt91_727231_master.tif","","","177","","","text","","","","","","Page 9","r","","","","","","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017jt91"
"Picart (Bernard) Collection","ark:/21198/zz0017jtbj","ark:/21198/zz0009pfq5","2","Completed","Page","picart/masters/21198-zz0017jtbj_727234_master.tif","","","178","","","text","","","","","","Page 10","v","","","","","","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017jtbj"
"Picart (Bernard) Collection","ark:/21198/zz0017jtc2","ark:/21198/zz0009pfq5","2","Completed","Page","picart/masters/21198-zz0017jtc2_727237_master.tif","","","179","","","text","","","","","","Page 11","r","","","","","","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017jtc2"
"Picart (Bernard) Collection","ark:/21198/zz0017jtdk","ark:/21198/zz0009pfq5","2","Completed","Page","picart/masters/21198-zz0017jtdk_727240_master.tif","","","180","","","text","","","","","","Page 12","v","","","","","","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017jtdk"
"Picart (Bernard) Collection","ark:/21198/zz00180352","ark:/21198/zz0009pfq5","2","Completed","Page","picart/masters/21198-zz00180352_727243_master.tif","","","181","","","text","","","","","","Page 13","r","","","","","","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00180352"
"Picart (Bernard) Collection","ark:/21198/zz0018036k","ark:/21198/zz0009pfq5","2","Completed","Page","picart/masters/21198-zz0018036k_727264_master.tif","","","182","","","text","","","","","","Page 14","v","","","","","","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0018036k"
"Picart (Bernard) Collection","ark:/21198/zz00180373","ark:/21198/zz0009pfq5","2","Completed","Page","picart/masters/21198-zz00180373_727282_master.tif","","","183","","","text","","","","","","Page 15","r","","","","","","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00180373"
"Picart (Bernard) Collection","ark:/21198/zz00180394","ark:/21198/zz0009pfq5","2","Completed","Page","picart/masters/21198-zz00180394_727285_master.tif","","","184","","","text","","","","","","Page 16","v","","","","","","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00180394"
"Picart (Bernard) Collection","ark:/21198/zz001803bn","ark:/21198/zz0009pfq5","2","Completed","Page","picart/masters/21198-zz001803bn_727291_master.tif","","","185","","","text","","","","","","Page 17","r","","","","","","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001803bn"
"Picart (Bernard) Collection","ark:/21198/zz001803c5","ark:/21198/zz0009pfq5","2","Completed","Page","picart/masters/21198-zz001803c5_727294_master.tif","","","186","","","text","","","","","","Page 18","v","","","","","","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001803c5"
"Picart (Bernard) Collection","ark:/21198/zz001803dp","ark:/21198/zz0009pfq5","2","Completed","Page","picart/masters/21198-zz001803dp_727321_master.tif","","","187","","","text","","","","","","Page 19","r","","","","","","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001803dp"
"Picart (Bernard) Collection","ark:/21198/zz001803f6","ark:/21198/zz0009pfq5","2","Completed","Page","picart/masters/21198-zz001803f6_727324_master.tif","","","188","","","text","","","","","","Page 20","v","","","","","","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001803f6"
"Picart (Bernard) Collection","ark:/21198/zz001803gq","ark:/21198/zz0009pfq5","2","Completed","Page","picart/masters/21198-zz001803gq_727327_master.tif","","","189","","","text","","","","","","Page 21","r","","","","","","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001803gq"
"Picart (Bernard) Collection","ark:/21198/zz001803h7","ark:/21198/zz0009pfq5","2","Completed","Page","picart/masters/21198-zz001803h7_727330_master.tif","","","190","","","text","","","","","","Page 22","v","","","","","","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001803h7"
"Picart (Bernard) Collection","ark:/21198/zz001803jr","ark:/21198/zz0009pfq5","2","Completed","Page","picart/masters/21198-zz001803jr_727333_master.tif","","","191","","","text","","","","","","Page 23","r","","","","","","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001803jr"
"Picart (Bernard) Collection","ark:/21198/zz001803k8","ark:/21198/zz0009pfq5","2","Completed","Page","picart/masters/21198-zz001803k8_727336_master.tif","","","192","","","text","","","","","","Page 24","v","","","","","","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001803k8"
"Picart (Bernard) Collection","ark:/21198/zz001803ms","ark:/21198/zz0009pfq5","2","Completed","Page","picart/masters/21198-zz001803ms_727339_master.tif","","","193","","","text","","","","","","Page 25","r","","","","","","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001803ms"
"Picart (Bernard) Collection","ark:/21198/zz001803n9","ark:/21198/zz0009pfq5","2","Completed","Page","picart/masters/21198-zz001803n9_727342_master.tif","","","194","","","text","","","","","","Page 26","v","","","","","","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001803n9"
"Picart (Bernard) Collection","ark:/21198/zz001803pt","ark:/21198/zz0009pfq5","2","Completed","Page","picart/masters/21198-zz001803pt_727345_master.tif","","","195","","","text","","","","","","Page 27","r","","","","","","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001803pt"
"Picart (Bernard) Collection","ark:/21198/zz001803qb","ark:/21198/zz0009pfq5","2","Completed","Page","picart/masters/21198-zz001803qb_727348_master.tif","","","196","","","text","","","","","","Page 28","v","","","","","","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001803qb"
"Picart (Bernard) Collection","ark:/21198/zz001803rv","ark:/21198/zz0009pfq5","2","Completed","Page","picart/masters/21198-zz001803rv_727351_master.tif","","","197","","","text","","","","","","Page 29","r","","","","","","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001803rv"
"Picart (Bernard) Collection","ark:/21198/zz001803sc","ark:/21198/zz0009pfq5","2","Completed","Page","picart/masters/21198-zz001803sc_727354_master.tif","","","198","","","text","","","","","","Page 30","v","","","","","","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001803sc"
"Picart (Bernard) Collection","ark:/21198/zz001803tw","ark:/21198/zz0009pfq5","2","Completed","Page","picart/masters/21198-zz001803tw_727357_master.tif","","","199","","","text","","","","","","Page 31","r","","","","","","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001803tw"
"Picart (Bernard) Collection","ark:/21198/zz0018067j","ark:/21198/zz0009pfq5","2","Completed","Page","picart/masters/21198-zz0018067j_727423_master.tif","","","200","","","text","","","","","","Page 32","v","","","","","","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0018067j"
"Picart (Bernard) Collection","ark:/21198/zz00180682","ark:/21198/zz0009pfq5","2","Completed","Page","picart/masters/21198-zz00180682_727429_master.tif","","","201","","","text","","","","","","Page 33","r","","","","","","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00180682"
"Picart (Bernard) Collection","ark:/21198/zz0018069k","ark:/21198/zz0009pfq5","2","Completed","Page","picart/masters/21198-zz0018069k_727440_master.tif","","","202","","","text","","","","","","Page 34","v","","","","","","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0018069k"
"Picart (Bernard) Collection","ark:/21198/zz001806b3","ark:/21198/zz0009pfq5","2","Completed","Page","picart/masters/21198-zz001806b3_727451_master.tif","","","203","","","text","","","","","","Page 35","r","","","","","","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001806b3"
"Picart (Bernard) Collection","ark:/21198/zz001806cm","ark:/21198/zz0009pfq5","2","Completed","Page","picart/masters/21198-zz001806cm_727470_master.tif","","","204","","","text","","","","","","Page 36","v","","","","","","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001806cm"
"Picart (Bernard) Collection","ark:/21198/zz001806d4","ark:/21198/zz0009pfq5","2","Completed","Page","picart/masters/21198-zz001806d4_727484_master.tif","","","205","","","text|~|still image","","","","","","Page 37","r","","","","","","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001806d4"
"Picart (Bernard) Collection","ark:/21198/zz001806fn","ark:/21198/zz0009pfq5","2","Completed","Page","picart/masters/21198-zz001806fn_727492_master.tif","","","206","","","text","","","","","","Page 38","v","","","","","","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001806fn"
"Picart (Bernard) Collection","ark:/21198/zz001806g5","ark:/21198/zz0009pfq5","2","Completed","Page","picart/masters/21198-zz001806g5_727496_master.tif","","","207","","","text","","","","","","Page 39","r","","","","","","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001806g5"
"Picart (Bernard) Collection","ark:/21198/zz001806hp","ark:/21198/zz0009pfq5","2","Completed","Page","picart/masters/21198-zz001806hp_727500_master.tif","","","208","","","text","","","","","","Page 40","v","","","","","","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001806hp"
"Picart (Bernard) Collection","ark:/21198/zz001806j6","ark:/21198/zz0009pfq5","2","Completed","Page","picart/masters/21198-zz001806j6_727507_master.tif","","","209","","","text","","","","","","Page 41","r","","","","","","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001806j6"
"Picart (Bernard) Collection","ark:/21198/zz001806kq","ark:/21198/zz0009pfq5","2","Completed","Page","picart/masters/21198-zz001806kq_727513_master.tif","","","210","","","text","","","","","","Page 42","v","","","","","","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001806kq"
"Picart (Bernard) Collection","ark:/21198/zz001806m7","ark:/21198/zz0009pfq5","2","Completed","Page","picart/masters/21198-zz001806m7_727521_master.tif","","","211","","","text","","","","","","Page 43","r","","","","","","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001806m7"
"Picart (Bernard) Collection","ark:/21198/zz001806nr","ark:/21198/zz0009pfq5","2","Completed","Page","picart/masters/21198-zz001806nr_727525_master.tif","","","212","","","text","","","","","","Page 44","v","","","","","","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001806nr"
"Picart (Bernard) Collection","ark:/21198/zz001806p8","ark:/21198/zz0009pfq5","2","Completed","Page","picart/masters/21198-zz001806p8_727528_master.tif","","","213","","","text","","","","","","Page 45","r","","","","","","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001806p8"
"Picart (Bernard) Collection","ark:/21198/zz001806qs","ark:/21198/zz0009pfq5","2","Completed","Page","picart/masters/21198-zz001806qs_727531_master.tif","","","214","","","text","","","","","","Page 46","v","","","","","","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001806qs"
"Picart (Bernard) Collection","ark:/21198/zz001806r9","ark:/21198/zz0009pfq5","2","Completed","Page","picart/masters/21198-zz001806r9_727538_master.tif","","","215","","","text","","","","","","Page 47","r","","","","","","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001806r9"
"Picart (Bernard) Collection","ark:/21198/zz001806st","ark:/21198/zz0009pfq5","2","Completed","Page","picart/masters/21198-zz001806st_727549_master.tif","","","216","","","text","","","","","","Page 48","v","","","","","","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001806st"
"Picart (Bernard) Collection","ark:/21198/zz001806tb","ark:/21198/zz0009pfq5","2","Completed","Page","picart/masters/21198-zz001806tb_727555_master.tif","","","217","","","text","","","","","","Page 49","r","","","","","","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001806tb"
"Picart (Bernard) Collection","ark:/21198/zz001806vv","ark:/21198/zz0009pfq5","2","Completed","Page","picart/masters/21198-zz001806vv_727560_master.tif","","","218","","","text","","","","","","Page 50","v","","","","","","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001806vv"
"Picart (Bernard) Collection","ark:/21198/zz001806wc","ark:/21198/zz0009pfq5","2","Completed","Page","picart/masters/21198-zz001806wc_727567_master.tif","","","219","","","text","","","","","","Page 51","r","","","","","","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001806wc"
"Picart (Bernard) Collection","ark:/21198/zz001806xw","ark:/21198/zz0009pfq5","2","Completed","Page","picart/masters/21198-zz001806xw_727571_master.tif","","","220","","","text","","","","","","Page 52","v","","","","","","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001806xw"
"Picart (Bernard) Collection","ark:/21198/zz001806zd","ark:/21198/zz0009pfq5","2","Completed","Page","picart/masters/21198-zz001806zd_727579_master.tif","","","221","","","text","","","","","","Page 53","r","","","","","","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001806zd"
"Picart (Bernard) Collection","ark:/21198/zz0018070d","ark:/21198/zz0009pfq5","2","Completed","Page","picart/masters/21198-zz0018070d_728084_master.tif","","","222","","","text","","","","","","Page 54","v","","","","","","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0018070d"
"Picart (Bernard) Collection","ark:/21198/zz0018071x","ark:/21198/zz0009pfq5","2","Completed","Page","picart/masters/21198-zz0018071x_728087_master.tif","","","223","","","text","","","","","","Page 55","r","","","","","","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0018071x"
"Picart (Bernard) Collection","ark:/21198/zz0018072f","ark:/21198/zz0009pfq5","2","Completed","Page","picart/masters/21198-zz0018072f_728091_master.tif","","","224","","","text","","","","","","Page 56","v","","","","","","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0018072f"
"Picart (Bernard) Collection","ark:/21198/zz0018073z","ark:/21198/zz0009pfq5","2","Completed","Page","picart/masters/21198-zz0018073z_728096_master.tif","","","225","","","text","","","","","","Page 57","r","","","","","","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0018073z"
"Picart (Bernard) Collection","ark:/21198/zz0018074g","ark:/21198/zz0009pfq5","2","Completed","Page","picart/masters/21198-zz0018074g_728099_master.tif","","","226","","","text","","","","","","Page 58","v","","","","","","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0018074g"
"Picart (Bernard) Collection","ark:/21198/zz00180750","ark:/21198/zz0009pfq5","2","Completed","Page","picart/masters/21198-zz00180750_728105_master.tif","","","227","","","text","","","","","","Page 59","r","","","","","","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00180750"
"Picart (Bernard) Collection","ark:/21198/zz0018076h","ark:/21198/zz0009pfq5","2","Completed","Page","picart/masters/21198-zz0018076h_728118_master.tif","","","228","","","text","","","","","","Page 60","v","","","","","","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0018076h"
"Picart (Bernard) Collection","ark:/21198/zz00180771","ark:/21198/zz0009pfq5","2","Completed","Page","picart/masters/21198-zz00180771_728123_master.tif","","","229","","","text","","","","","","Page 61","r","","","","","","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00180771"
"Picart (Bernard) Collection","ark:/21198/zz00180kmj","ark:/21198/zz0009pfq5","2","Completed","Page","picart/masters/21198-zz00180kmj_728445_master.tif","","","230","","","text","","","","","","Page 62","v","","","","","","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00180kmj"
"Picart (Bernard) Collection","ark:/21198/zz00180kn2","ark:/21198/zz0009pfq5","2","Completed","Page","picart/masters/21198-zz00180kn2_728463_master.tif","","","231","","","text","","","","","","Page 63","r","","","","","","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00180kn2"
"Picart (Bernard) Collection","ark:/21198/zz00180kpk","ark:/21198/zz0009pfq5","2","Completed","Page","picart/masters/21198-zz00180kpk_728466_master.tif","","","232","","","text","","","","","","Page 64","v","","","","","","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00180kpk"
"Picart (Bernard) Collection","ark:/21198/zz00180kq3","ark:/21198/zz0009pfq5","2","Completed","Page","picart/masters/21198-zz00180kq3_728469_master.tif","","","233","","","text","","","","","","Page 65","r","","","","","","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00180kq3"
"Picart (Bernard) Collection","ark:/21198/zz00180krm","ark:/21198/zz0009pfq5","2","Completed","Page","picart/masters/21198-zz00180krm_728472_master.tif","","","234","","","text","","","","","","Page 66","v","","","","","","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00180krm"
"Picart (Bernard) Collection","ark:/21198/zz00180ks4","ark:/21198/zz0009pfq5","2","Completed","Page","picart/masters/21198-zz00180ks4_728475_master.tif","","","235","","","text","","","","","","Page 67","r","","","","","","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00180ks4"
"Picart (Bernard) Collection","ark:/21198/zz00180ktn","ark:/21198/zz0009pfq5","2","Completed","Page","picart/masters/21198-zz00180ktn_728508_master.tif","","","236","","","text","","","","","","Page 68","v","","","","","","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00180ktn"
"Picart (Bernard) Collection","ark:/21198/zz00180kv5","ark:/21198/zz0009pfq5","2","Completed","Page","picart/masters/21198-zz00180kv5_728511_master.tif","","","237","","","text","","","","","","Page 69","r","","","","","","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00180kv5"
"Picart (Bernard) Collection","ark:/21198/zz00180kwp","ark:/21198/zz0009pfq5","2","Completed","Page","picart/masters/21198-zz00180kwp_728514_master.tif","","","238","","","text","","","","","","Page 70","v","","","","","","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00180kwp"
"Picart (Bernard) Collection","ark:/21198/zz00180kx6","ark:/21198/zz0009pfq5","2","Completed","Page","picart/masters/21198-zz00180kx6_728517_master.tif","","","239","","","text","","","","","","Page 71","r","","","","","","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00180kx6"
"Picart (Bernard) Collection","ark:/21198/zz00180kzq","ark:/21198/zz0009pfq5","2","Completed","Page","picart/masters/21198-zz00180kzq_728520_master.tif","","","240","","","text","","","","","","Page 72","v","","","","","","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00180kzq"
